"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 15-Muzaffarpur PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  263073"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Aurai(89)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendere d votes"
"11"	""	"Akhilesh Pd. Singh"	"Ajay Nishad"	"Rajeev Ranjan"	"Vijendra Choudh ary"	"Akshay Verma"	"Ashok Kumar Jha"	"Ashok Kumar Singh"	"Kunal Priyadar shi"	"Devendr a Rakesh"	"Naval Kishore Jha"	"Nilu Singh"	"Pankaj Kumar Srivasta va"	"Prabhat Suman"	"Madhur Sheel"	"Mahesh Rai"	"Raghve ndra Pratap Singh"	"Rajesh Kumar"	"Shatrud han Sahani"	"Ajitansh Gaur"	"Kamlesh Choudh ary"	"Deepak Kumar"	"Nagesh war Prasad Singh"	"Mahesh Paswan"	"Moham mad Anwarul Haque"	"Mohmm ad Taiyab"	"Ravi Shankar Paswan"	"Rupesh Kumar Kuar"	"Shravan Kumar Jha"	"Suresh Kumar"	""	""	""	""	""
"172"	"160"	"87"	"395"	"12"	"47"	"1"	"20"	"4"	"3"	"0"	"0"	"5"	"5"	"6"	"1"	"8"	"7"	"1"	"6"	"1"	"2"	"1"	"8"	"1"	"1"	"1"	"3"	"2"	"1"	"4"	"633"	"0"	"10"	"643"	"0"
"173"	"161"	"110"	"238"	"6"	"55"	"2"	"53"	"5"	"1"	"0"	"0"	"1"	"1"	"7"	"3"	"1"	"4"	"9"	"5"	"1"	"1"	"0"	"17"	"1"	"3"	"4"	"8"	"4"	"6"	"2"	"548"	"0"	"13"	"561"	"0"
"174"	"162"	"166"	"179"	"5"	"19"	"1"	"14"	"0"	"2"	"4"	"0"	"1"	"1"	"2"	"3"	"3"	"6"	"6"	"12"	"2"	"5"	"2"	"8"	"2"	"3"	"2"	"3"	"3"	"6"	"3"	"463"	"0"	"10"	"473"	"0"
"175"	"163"	"145"	"368"	"11"	"76"	"15"	"15"	"4"	"3"	"0"	"1"	"1"	"0"	"2"	"0"	"4"	"2"	"1"	"0"	"1"	"2"	"2"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"658"	"0"	"0"	"658"	"0"
"176"	"164"	"88"	"332"	"11"	"84"	"9"	"21"	"3"	"3"	"3"	"2"	"3"	"7"	"7"	"4"	"9"	"8"	"2"	"2"	"3"	"2"	"0"	"11"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"619"	"0"	"3"	"622"	"0"
"177"	"165"	"232"	"417"	"9"	"27"	"2"	"5"	"3"	"0"	"1"	"1"	"0"	"2"	"2"	"0"	"2"	"6"	"1"	"9"	"4"	"3"	"1"	"33"	"3"	"5"	"1"	"7"	"1"	"7"	"5"	"789"	"0"	"7"	"796"	"0"
"178"	"166"	"691"	"17"	"3"	"81"	"1"	"2"	"3"	"2"	"1"	"1"	"0"	"2"	"8"	"0"	"0"	"1"	"8"	"1"	"2"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"831"	"0"	"4"	"835"	"0"
"179"	"167"	"692"	"3"	"2"	"26"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"739"	"0"	"2"	"741"	"0"
"180"	"168"	"85"	"119"	"5"	"6"	"34"	"5"	"4"	"2"	"1"	"1"	"2"	"9"	"4"	"3"	"12"	"19"	"1"	"2"	"1"	"2"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"2"	"324"	"0"	"8"	"332"	"0"
"181"	"169"	"107"	"514"	"10"	"81"	"15"	"17"	"5"	"2"	"1"	"3"	"0"	"3"	"8"	"5"	"16"	"9"	"4"	"6"	"2"	"2"	"0"	"8"	"1"	"0"	"1"	"1"	"0"	"4"	"10"	"835"	"0"	"8"	"843"	"0"
"182"	"170"	"604"	"42"	"2"	"57"	"1"	"8"	"2"	"2"	"0"	"0"	"1"	"2"	"3"	"3"	"1"	"12"	"6"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"3"	"6"	"1"	"5"	"773"	"0"	"8"	"781"	"0"
"183"	"171"	"237"	"27"	"1"	"60"	"0"	"4"	"2"	"0"	"2"	"1"	"0"	"2"	"2"	"1"	"1"	"3"	"2"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"351"	"0"	"1"	"352"	"0"
"184"	"172"	"398"	"321"	"19"	"67"	"1"	"31"	"2"	"1"	"1"	"3"	"1"	"2"	"7"	"3"	"6"	"19"	"14"	"13"	"2"	"5"	"1"	"7"	"1"	"4"	"4"	"1"	"2"	"5"	"4"	"945"	"0"	"9"	"954"	"0"
"185"	"173"	"201"	"187"	"8"	"16"	"2"	"5"	"2"	"1"	"1"	"1"	"0"	"2"	"2"	"3"	"3"	"10"	"10"	"4"	"1"	"1"	"0"	"9"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"474"	"0"	"3"	"477"	"0"
"186"	"174"	"78"	"263"	"9"	"6"	"1"	"3"	"3"	"1"	"1"	"2"	"1"	"2"	"7"	"2"	"9"	"12"	"1"	"6"	"2"	"1"	"0"	"9"	"1"	"5"	"2"	"3"	"0"	"2"	"5"	"437"	"0"	"7"	"444"	"0"
"187"	"175"	"141"	"370"	"7"	"9"	"5"	"3"	"1"	"1"	"0"	"1"	"0"	"2"	"3"	"6"	"4"	"7"	"2"	"5"	"3"	"2"	"0"	"4"	"1"	"2"	"1"	"0"	"2"	"2"	"3"	"587"	"0"	"5"	"592"	"0"
"188"	"176"	"182"	"560"	"13"	"15"	"0"	"5"	"3"	"4"	"3"	"3"	"1"	"5"	"3"	"4"	"10"	"11"	"9"	"12"	"2"	"1"	"0"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"3"	"860"	"0"	"5"	"865"	"0"
"189"	"177"	"59"	"334"	"5"	"7"	"2"	"2"	"0"	"2"	"0"	"2"	"0"	"2"	"2"	"1"	"7"	"8"	"4"	"9"	"1"	"2"	"1"	"3"	"0"	"2"	"0"	"0"	"0"	"2"	"2"	"459"	"0"	"3"	"462"	"0"
"190"	"178"	"43"	"275"	"2"	"3"	"1"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"1"	"5"	"2"	"1"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"348"	"0"	"1"	"349"	"0"
"191"	"179"	"62"	"456"	"12"	"29"	"16"	"8"	"1"	"4"	"2"	"1"	"0"	"8"	"12"	"7"	"7"	"9"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"1"	"1"	"3"	"4"	"647"	"0"	"4"	"651"	"0"
"192"	"180"	"28"	"312"	"0"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"3"	"1"	"0"	"4"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"359"	"0"	"2"	"361"	"0"
"193"	"181"	"56"	"450"	"15"	"20"	"15"	"19"	"3"	"1"	"3"	"4"	"3"	"5"	"12"	"4"	"8"	"10"	"5"	"9"	"2"	"2"	"2"	"5"	"1"	"5"	"1"	"5"	"0"	"3"	"4"	"672"	"0"	"4"	"676"	"0"
"194"	"182"	"99"	"183"	"6"	"37"	"2"	"20"	"2"	"2"	"1"	"0"	"0"	"2"	"1"	"2"	"5"	"8"	"1"	"2"	"2"	"1"	"0"	"7"	"0"	"0"	"0"	"1"	"1"	"0"	"3"	"388"	"0"	"3"	"391"	"0"
"195"	"183"	"87"	"211"	"9"	"27"	"2"	"21"	"4"	"3"	"1"	"3"	"5"	"3"	"8"	"10"	"6"	"26"	"1"	"4"	"2"	"2"	"2"	"7"	"0"	"2"	"1"	"1"	"0"	"1"	"1"	"450"	"0"	"5"	"455"	"0"
"196"	"184"	"41"	"290"	"2"	"6"	"1"	"4"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"3"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"358"	"0"	"0"	"358"	"0"
"197"	"185"	"47"	"385"	"4"	"13"	"3"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"462"	"0"	"1"	"463"	"0"
"198"	"186"	"106"	"742"	"15"	"20"	"5"	"7"	"3"	"1"	"1"	"0"	"1"	"1"	"2"	"3"	"7"	"4"	"3"	"2"	"1"	"1"	"0"	"3"	"2"	"2"	"0"	"1"	"1"	"0"	"2"	"936"	"0"	"2"	"938"	"0"
"199"	"187"	"257"	"201"	"5"	"7"	"2"	"3"	"1"	"2"	"0"	"0"	"1"	"5"	"6"	"2"	"8"	"11"	"3"	"4"	"1"	"0"	"0"	"3"	"0"	"2"	"2"	"0"	"0"	"0"	"2"	"528"	"0"	"14"	"542"	"0"
"200"	"188"	"26"	"299"	"7"	"11"	"1"	"7"	"1"	"1"	"2"	"1"	"3"	"3"	"0"	"4"	"7"	"4"	"0"	"4"	"0"	"0"	"1"	"7"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"395"	"0"	"2"	"397"	"0"
"201"	"189"	"217"	"346"	"3"	"25"	"4"	"7"	"2"	"2"	"1"	"3"	"2"	"3"	"2"	"4"	"7"	"11"	"6"	"3"	"1"	"1"	"0"	"4"	"2"	"0"	"1"	"5"	"2"	"4"	"10"	"678"	"0"	"15"	"693"	"0"
"202"	"190"	"26"	"117"	"5"	"37"	"4"	"14"	"2"	"4"	"2"	"2"	"4"	"3"	"6"	"2"	"11"	"8"	"5"	"1"	"0"	"1"	"2"	"8"	"1"	"4"	"1"	"1"	"4"	"2"	"4"	"281"	"0"	"5"	"286"	"0"
"203"	"191"	"158"	"103"	"1"	"10"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"1"	"2"	"1"	"1"	"6"	"2"	"0"	"3"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"1"	"1"	"300"	"0"	"0"	"300"	"0"
"204"	"192"	"196"	"500"	"8"	"45"	"2"	"12"	"1"	"2"	"0"	"2"	"0"	"3"	"2"	"2"	"6"	"19"	"5"	"5"	"3"	"2"	"1"	"12"	"0"	"3"	"4"	"3"	"0"	"6"	"9"	"853"	"0"	"16"	"869"	"0"
"205"	"193"	"57"	"375"	"11"	"28"	"5"	"8"	"3"	"1"	"1"	"3"	"3"	"1"	"8"	"5"	"14"	"7"	"3"	"3"	"1"	"2"	"1"	"4"	"1"	"2"	"2"	"1"	"1"	"6"	"11"	"568"	"0"	"10"	"578"	"0"
"206"	"194"	"240"	"291"	"9"	"32"	"6"	"12"	"2"	"3"	"3"	"5"	"3"	"2"	"4"	"2"	"4"	"8"	"8"	"8"	"4"	"3"	"2"	"9"	"4"	"2"	"7"	"4"	"3"	"4"	"12"	"696"	"0"	"5"	"701"	"0"
"207"	"195"	"38"	"233"	"5"	"4"	"6"	"0"	"2"	"1"	"1"	"0"	"1"	"2"	"0"	"3"	"2"	"7"	"2"	"1"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"315"	"0"	"1"	"316"	"0"
"208"	"196"	"69"	"303"	"1"	"64"	"1"	"18"	"2"	"3"	"1"	"4"	"4"	"1"	"1"	"2"	"3"	"8"	"3"	"2"	"3"	"3"	"3"	"12"	"1"	"5"	"0"	"2"	"2"	"13"	"6"	"540"	"0"	"16"	"556"	"0"
"209"	"197"	"405"	"18"	"2"	"25"	"5"	"9"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"3"	"1"	"12"	"5"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"499"	"0"	"1"	"500"	"0"
"210"	"198"	"339"	"449"	"12"	"53"	"6"	"21"	"2"	"4"	"2"	"5"	"3"	"7"	"9"	"6"	"16"	"36"	"12"	"7"	"4"	"2"	"0"	"13"	"1"	"0"	"2"	"3"	"2"	"3"	"4"	"102
3"	"0"	"6"	"102
9"	"0"
"211"	"199"	"214"	"412"	"9"	"32"	"3"	"6"	"3"	"1"	"3"	"3"	"1"	"0"	"2"	"0"	"0"	"3"	"1"	"2"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"2"	"704"	"0"	"1"	"705"	"0"
"212"	"200"	"177"	"224"	"1"	"15"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"428"	"0"	"2"	"430"	"0"
"213"	"201"	"299"	"80"	"1"	"6"	"4"	"2"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"2"	"3"	"8"	"1"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"3"	"3"	"423"	"0"	"3"	"426"	"0"
"214"	"202"	"238"	"203"	"0"	"13"	"1"	"11"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"5"	"2"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"3"	"487"	"0"	"2"	"489"	"0"
"215"	"203"	"183"	"254"	"5"	"18"	"2"	"12"	"0"	"2"	"2"	"3"	"0"	"1"	"3"	"0"	"0"	"1"	"6"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"4"	"1"	"3"	"4"	"510"	"0"	"7"	"517"	"0"
"216"	"204"	"31"	"438"	"11"	"11"	"2"	"3"	"2"	"2"	"4"	"0"	"1"	"6"	"3"	"6"	"11"	"11"	"3"	"6"	"3"	"1"	"1"	"8"	"0"	"0"	"3"	"1"	"1"	"3"	"4"	"576"	"0"	"4"	"580"	"0"
"217"	"205"	"309"	"42"	"4"	"2"	"2"	"0"	"0"	"0"	"2"	"1"	"1"	"2"	"2"	"4"	"4"	"19"	"17"	"1"	"4"	"1"	"1"	"2"	"0"	"3"	"1"	"1"	"0"	"2"	"4"	"431"	"0"	"8"	"439"	"0"
"218"	"206"	"317"	"245"	"10"	"56"	"1"	"8"	"6"	"4"	"4"	"2"	"2"	"0"	"4"	"4"	"3"	"6"	"0"	"0"	"3"	"3"	"1"	"3"	"0"	"2"	"1"	"0"	"0"	"1"	"1"	"687"	"0"	"3"	"690"	"0"
"219"	"207"	"400"	"47"	"1"	"22"	"7"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"5"	"3"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"2"	"0"	"501"	"0"	"4"	"505"	"0"
"220"	"208"	"252"	"411"	"15"	"84"	"4"	"35"	"5"	"3"	"3"	"9"	"6"	"5"	"12"	"3"	"8"	"22"	"13"	"17"	"2"	"9"	"5"	"15"	"4"	"3"	"11"	"6"	"8"	"6"	"8"	"984"	"0"	"26"	"101
0"	"0"
"221"	"209"	"268"	"188"	"1"	"86"	"6"	"11"	"3"	"1"	"0"	"0"	"1"	"2"	"2"	"2"	"4"	"1"	"10"	"1"	"1"	"4"	"2"	"5"	"1"	"4"	"1"	"1"	"1"	"4"	"2"	"613"	"0"	"7"	"620"	"0"
"222"	"210"	"542"	"99"	"3"	"13"	"3"	"2"	"0"	"2"	"1"	"4"	"1"	"1"	"5"	"0"	"3"	"18"	"7"	"0"	"1"	"0"	"0"	"3"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"712"	"0"	"0"	"712"	"0"
"223"	"211"	"17"	"437"	"11"	"56"	"17"	"34"	"2"	"6"	"2"	"1"	"2"	"1"	"1"	"3"	"2"	"8"	"0"	"2"	"1"	"2"	"4"	"13"	"1"	"2"	"1"	"2"	"0"	"4"	"1"	"633"	"0"	"4"	"637"	"0"
"224"	"212"	"21"	"407"	"13"	"18"	"13"	"15"	"2"	"1"	"1"	"1"	"2"	"4"	"6"	"5"	"12"	"11"	"2"	"2"	"1"	"1"	"2"	"17"	"0"	"1"	"0"	"0"	"5"	"2"	"1"	"566"	"0"	"4"	"570"	"0"
"225"	"213"	"29"	"609"	"25"	"20"	"41"	"10"	"6"	"9"	"5"	"6"	"4"	"7"	"8"	"11"	"18"	"38"	"4"	"5"	"2"	"2"	"1"	"7"	"1"	"2"	"2"	"1"	"0"	"4"	"2"	"879"	"0"	"3"	"882"	"0"
"226"	"214"	"63"	"212"	"7"	"40"	"2"	"18"	"3"	"4"	"2"	"1"	"1"	"7"	"8"	"11"	"15"	"30"	"3"	"4"	"3"	"3"	"1"	"21"	"2"	"4"	"5"	"3"	"5"	"5"	"2"	"485"	"0"	"8"	"493"	"0"
"227"	"215"	"105"	"235"	"7"	"27"	"8"	"11"	"2"	"4"	"4"	"6"	"1"	"7"	"7"	"10"	"7"	"29"	"3"	"4"	"2"	"3"	"4"	"9"	"5"	"2"	"1"	"5"	"2"	"8"	"11"	"529"	"0"	"11"	"540"	"0"
"228"	"216"	"404"	"170"	"7"	"24"	"6"	"7"	"4"	"3"	"4"	"3"	"1"	"6"	"8"	"8"	"5"	"26"	"4"	"3"	"0"	"0"	"1"	"9"	"2"	"0"	"2"	"0"	"1"	"2"	"0"	"710"	"0"	"3"	"713"	"0"
"229"	"217"	"141"	"374"	"10"	"35"	"4"	"8"	"0"	"1"	"2"	"1"	"3"	"2"	"4"	"6"	"10"	"19"	"5"	"3"	"1"	"0"	"2"	"4"	"2"	"3"	"2"	"4"	"0"	"6"	"8"	"660"	"0"	"14"	"674"	"0"
"230"	"218"	"57"	"394"	"8"	"54"	"1"	"22"	"4"	"4"	"5"	"0"	"2"	"2"	"8"	"8"	"11"	"6"	"4"	"3"	"1"	"1"	"1"	"4"	"1"	"0"	"1"	"0"	"2"	"3"	"1"	"608"	"0"	"3"	"611"	"0"
"231"	"219"	"267"	"265"	"2"	"14"	"11"	"0"	"6"	"1"	"0"	"1"	"0"	"0"	"2"	"2"	"2"	"6"	"7"	"3"	"2"	"1"	"1"	"8"	"0"	"0"	"1"	"0"	"0"	"1"	"4"	"607"	"0"	"4"	"611"	"0"
"232"	"220"	"146"	"212"	"3"	"42"	"4"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"4"	"0"	"5"	"2"	"5"	"16"	"5"	"5"	"4"	"6"	"2"	"6"	"4"	"477"	"0"	"5"	"482"	"0"
"233"	"221"	"234"	"205"	"1"	"18"	"13"	"13"	"4"	"2"	"1"	"0"	"2"	"2"	"0"	"1"	"1"	"0"	"10"	"9"	"6"	"1"	"1"	"6"	"0"	"3"	"1"	"1"	"1"	"1"	"2"	"539"	"0"	"6"	"545"	"0"
"234"	"222"	"299"	"226"	"5"	"19"	"19"	"2"	"4"	"3"	"4"	"1"	"3"	"3"	"2"	"2"	"8"	"9"	"5"	"1"	"1"	"2"	"3"	"5"	"0"	"1"	"2"	"3"	"0"	"3"	"5"	"640"	"0"	"7"	"647"	"0"
"235"	"223"	"10"	"263"	"2"	"6"	"0"	"1"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"6"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"301"	"0"	"2"	"303"	"0"
"236"	"224"	"83"	"135"	"5"	"86"	"3"	"26"	"2"	"1"	"2"	"1"	"3"	"5"	"9"	"6"	"4"	"8"	"4"	"3"	"2"	"3"	"2"	"1"	"0"	"3"	"0"	"3"	"0"	"3"	"4"	"407"	"0"	"2"	"409"	"0"
"237"	"225"	"279"	"35"	"5"	"120"	"2"	"7"	"2"	"2"	"2"	"2"	"0"	"1"	"1"	"1"	"3"	"4"	"4"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"479"	"0"	"6"	"485"	"0"
"238"	"225
A"	"179"	"44"	"4"	"78"	"4"	"21"	"0"	"1"	"2"	"2"	"0"	"1"	"4"	"0"	"1"	"4"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"2"	"355"	"0"	"1"	"356"	"0"
"239"	"226"	"132"	"407"	"2"	"30"	"1"	"5"	"0"	"4"	"3"	"1"	"0"	"1"	"5"	"5"	"18"	"12"	"7"	"8"	"3"	"10"	"3"	"30"	"4"	"5"	"4"	"3"	"4"	"5"	"10"	"722"	"0"	"20"	"742"	"0"
"240"	"227"	"71"	"408"	"3"	"54"	"3"	"10"	"2"	"3"	"3"	"0"	"1"	"1"	"6"	"3"	"4"	"10"	"7"	"9"	"5"	"6"	"1"	"8"	"1"	"4"	"3"	"6"	"1"	"3"	"6"	"642"	"0"	"24"	"666"	"0"
"241"	"228"	"347"	"5"	"1"	"6"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"368"	"0"	"0"	"368"	"0"
"242"	"228
A"	"310"	"12"	"0"	"16"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"344"	"0"	"1"	"345"	"0"
"243"	"229"	"362"	"253"	"5"	"16"	"3"	"3"	"3"	"1"	"2"	"0"	"0"	"1"	"6"	"6"	"8"	"14"	"27"	"11"	"6"	"2"	"1"	"2"	"1"	"3"	"0"	"3"	"4"	"8"	"7"	"758"	"0"	"24"	"782"	"0"
"244"	"230"	"84"	"205"	"4"	"65"	"10"	"10"	"1"	"1"	"3"	"0"	"3"	"1"	"7"	"0"	"0"	"3"	"7"	"2"	"3"	"10"	"1"	"9"	"5"	"1"	"2"	"1"	"2"	"2"	"4"	"446"	"0"	"8"	"454"	"0"
"245"	"231"	"88"	"201"	"8"	"69"	"2"	"12"	"3"	"1"	"1"	"3"	"0"	"1"	"3"	"3"	"9"	"16"	"1"	"1"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"428"	"0"	"4"	"432"	"0"
"246"	"232"	"193"	"438"	"5"	"44"	"2"	"7"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"705"	"0"	"2"	"707"	"0"
"247"	"233"	"245"	"230"	"13"	"67"	"7"	"12"	"4"	"1"	"2"	"2"	"1"	"0"	"3"	"2"	"6"	"3"	"9"	"2"	"4"	"3"	"0"	"5"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"625"	"0"	"3"	"628"	"0"
"248"	"234"	"260"	"54"	"7"	"11"	"0"	"2"	"0"	"1"	"1"	"0"	"2"	"2"	"0"	"2"	"11"	"11"	"2"	"5"	"1"	"1"	"1"	"0"	"1"	"0"	"3"	"3"	"2"	"1"	"0"	"384"	"0"	"5"	"389"	"0"
"249"	"234
A"	"163"	"126"	"5"	"10"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"4"	"1"	"3"	"8"	"2"	"1"	"1"	"0"	"4"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"337"	"0"	"0"	"337"	"0"
"250"	"235"	"263"	"312"	"7"	"44"	"3"	"2"	"4"	"0"	"3"	"2"	"4"	"3"	"5"	"5"	"5"	"15"	"2"	"2"	"2"	"0"	"2"	"1"	"0"	"2"	"0"	"1"	"2"	"1"	"4"	"696"	"0"	"4"	"700"	"0"
"251"	"236"	"70"	"455"	"6"	"49"	"1"	"13"	"7"	"1"	"0"	"1"	"6"	"3"	"5"	"4"	"8"	"16"	"4"	"3"	"1"	"6"	"2"	"22"	"3"	"3"	"4"	"1"	"4"	"3"	"6"	"707"	"0"	"12"	"719"	"0"
"252"	"237"	"136"	"246"	"12"	"27"	"5"	"10"	"3"	"0"	"0"	"1"	"0"	"0"	"3"	"4"	"54"	"25"	"9"	"16"	"4"	"2"	"3"	"25"	"7"	"4"	"6"	"12"	"3"	"12"	"1"	"630"	"0"	"31"	"661"	"0"
"253"	"238"	"109"	"517"	"13"	"23"	"12"	"14"	"8"	"6"	"3"	"5"	"1"	"5"	"23"	"7"	"12"	"30"	"6"	"11"	"7"	"5"	"4"	"25"	"3"	"4"	"12"	"3"	"6"	"9"	"11"	"894"	"0"	"32"	"926"	"0"
"254"	"239"	"54"	"496"	"10"	"68"	"7"	"21"	"3"	"4"	"3"	"6"	"2"	"5"	"11"	"9"	"10"	"24"	"9"	"9"	"7"	"1"	"1"	"14"	"3"	"11"	"7"	"10"	"7"	"6"	"8"	"826"	"0"	"31"	"857"	"0"
"255"	"240"	"212"	"332"	"12"	"22"	"2"	"11"	"1"	"1"	"2"	"1"	"1"	"3"	"5"	"5"	"18"	"27"	"10"	"3"	"2"	"2"	"2"	"5"	"1"	"0"	"1"	"3"	"2"	"4"	"1"	"691"	"0"	"7"	"698"	"0"
"256"	"241"	"189"	"508"	"10"	"36"	"33"	"12"	"3"	"8"	"4"	"4"	"8"	"11"	"8"	"7"	"10"	"26"	"2"	"2"	"3"	"2"	"1"	"24"	"1"	"0"	"0"	"5"	"1"	"4"	"3"	"925"	"0"	"5"	"930"	"0"
