"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 15-Muzaffarpur PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  255880"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Kurhani(93)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendere d votes"
"11"	""	"Akhilesh Pd. Singh"	"Ajay Nishad"	"Rajeev Ranjan"	"Vijendra Choudh ary"	"Akshay Verma"	"Ashok Kumar Jha"	"Ashok Kumar Singh"	"Kunal Priyadar shi"	"Devendr a Rakesh"	"Naval Kishore Jha"	"Nilu Singh"	"Pankaj Kumar Srivasta va"	"Prabhat Suman"	"Madhur Sheel"	"Mahesh Rai"	"Raghve ndra Pratap Singh"	"Rajesh Kumar"	"Shatrud han Sahani"	"Ajitansh Gaur"	"Kamlesh Choudh ary"	"Deepak Kumar"	"Nagesh war Prasad Singh"	"Mahesh Paswan"	"Moham mad Anwarul Haque"	"Mohmm ad Taiyab"	"Ravi Shankar Paswan"	"Rupesh Kumar Kuar"	"Shravan Kumar Jha"	"Suresh Kumar"	""	""	""	""	""
"171"	"155"	"463"	"167"	"3"	"31"	"4"	"5"	"3"	"0"	"2"	"0"	"5"	"1"	"3"	"1"	"2"	"4"	"4"	"2"	"2"	"3"	"0"	"6"	"0"	"4"	"0"	"1"	"0"	"2"	"1"	"719"	"0"	"6"	"725"	"0"
"172"	"156"	"129"	"452"	"14"	"72"	"0"	"13"	"3"	"1"	"2"	"2"	"2"	"2"	"7"	"5"	"12"	"17"	"9"	"6"	"1"	"1"	"1"	"4"	"2"	"3"	"3"	"1"	"4"	"3"	"8"	"779"	"0"	"26"	"805"	"0"
"173"	"157"	"125"	"402"	"4"	"36"	"2"	"12"	"5"	"6"	"4"	"3"	"1"	"4"	"6"	"7"	"17"	"18"	"0"	"7"	"3"	"1"	"1"	"5"	"3"	"3"	"4"	"1"	"0"	"4"	"11"	"695"	"0"	"6"	"701"	"0"
"174"	"158"	"105"	"287"	"6"	"12"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"4"	"0"	"1"	"9"	"8"	"2"	"1"	"0"	"0"	"1"	"6"	"0"	"0"	"0"	"1"	"1"	"0"	"4"	"453"	"0"	"3"	"456"	"0"
"175"	"159"	"84"	"595"	"10"	"50"	"4"	"4"	"3"	"2"	"2"	"1"	"0"	"4"	"6"	"9"	"11"	"12"	"11"	"13"	"2"	"1"	"1"	"11"	"1"	"3"	"5"	"1"	"2"	"8"	"9"	"865"	"0"	"20"	"885"	"0"
"176"	"160"	"196"	"365"	"3"	"6"	"3"	"2"	"1"	"0"	"2"	"0"	"0"	"1"	"6"	"1"	"9"	"8"	"2"	"8"	"3"	"0"	"1"	"7"	"0"	"4"	"3"	"0"	"1"	"1"	"6"	"639"	"0"	"9"	"648"	"0"
"177"	"161"	"200"	"283"	"5"	"59"	"5"	"8"	"1"	"0"	"3"	"2"	"2"	"2"	"2"	"3"	"10"	"6"	"5"	"10"	"3"	"2"	"2"	"4"	"1"	"3"	"0"	"2"	"0"	"1"	"3"	"627"	"0"	"5"	"632"	"0"
"178"	"162"	"350"	"165"	"12"	"83"	"2"	"7"	"6"	"3"	"1"	"3"	"3"	"2"	"4"	"3"	"1"	"12"	"9"	"5"	"0"	"0"	"1"	"3"	"0"	"3"	"1"	"2"	"2"	"0"	"5"	"688"	"0"	"16"	"704"	"0"
"179"	"163"	"125"	"317"	"3"	"34"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"4"	"9"	"0"	"3"	"1"	"1"	"0"	"4"	"2"	"1"	"1"	"2"	"1"	"3"	"2"	"518"	"0"	"8"	"526"	"0"
"180"	"164"	"273"	"107"	"7"	"22"	"1"	"2"	"0"	"1"	"1"	"0"	"3"	"1"	"3"	"2"	"3"	"13"	"2"	"0"	"1"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"449"	"0"	"5"	"454"	"0"
"181"	"165"	"141"	"347"	"8"	"17"	"0"	"11"	"0"	"1"	"0"	"0"	"1"	"0"	"4"	"1"	"1"	"3"	"0"	"6"	"0"	"2"	"2"	"3"	"0"	"0"	"1"	"0"	"1"	"3"	"3"	"556"	"0"	"3"	"559"	"0"
"182"	"166"	"140"	"197"	"0"	"32"	"2"	"2"	"2"	"1"	"1"	"0"	"0"	"2"	"1"	"1"	"5"	"3"	"6"	"1"	"1"	"1"	"0"	"2"	"4"	"0"	"0"	"2"	"0"	"0"	"2"	"408"	"0"	"3"	"411"	"0"
"183"	"167"	"174"	"432"	"10"	"81"	"8"	"12"	"1"	"2"	"1"	"2"	"0"	"1"	"8"	"1"	"1"	"2"	"3"	"1"	"2"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"749"	"0"	"1"	"750"	"0"
"184"	"168"	"97"	"170"	"5"	"14"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"6"	"0"	"3"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"307"	"0"	"0"	"307"	"0"
"185"	"169"	"128"	"464"	"2"	"57"	"3"	"7"	"3"	"2"	"0"	"2"	"0"	"0"	"4"	"4"	"3"	"1"	"1"	"4"	"0"	"1"	"1"	"6"	"0"	"0"	"1"	"1"	"1"	"0"	"3"	"699"	"0"	"3"	"702"	"0"
"186"	"170"	"80"	"541"	"5"	"61"	"1"	"12"	"2"	"1"	"1"	"1"	"1"	"1"	"5"	"3"	"2"	"4"	"0"	"1"	"1"	"0"	"3"	"7"	"1"	"1"	"1"	"2"	"1"	"1"	"0"	"740"	"0"	"5"	"745"	"0"
"187"	"171"	"210"	"3"	"2"	"20"	"0"	"7"	"0"	"0"	"1"	"0"	"2"	"0"	"20"	"1"	"0"	"2"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"274"	"0"	"1"	"275"	"0"
"188"	"172"	"43"	"374"	"2"	"67"	"2"	"15"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"4"	"6"	"7"	"3"	"1"	"3"	"2"	"16"	"4"	"0"	"2"	"2"	"1"	"4"	"3"	"574"	"0"	"7"	"581"	"0"
"189"	"173"	"8"	"600"	"8"	"40"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"3"	"0"	"0"	"3"	"1"	"0"	"0"	"9"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"687"	"0"	"1"	"688"	"0"
"190"	"174"	"378"	"361"	"6"	"97"	"5"	"18"	"5"	"1"	"5"	"2"	"5"	"6"	"10"	"7"	"9"	"33"	"6"	"6"	"2"	"3"	"1"	"5"	"0"	"3"	"2"	"4"	"4"	"2"	"5"	"991"	"0"	"18"	"100
9"	"0"
"191"	"175"	"194"	"343"	"9"	"8"	"0"	"4"	"1"	"2"	"2"	"1"	"2"	"0"	"2"	"1"	"4"	"9"	"6"	"4"	"1"	"1"	"1"	"4"	"0"	"1"	"0"	"0"	"0"	"2"	"3"	"605"	"0"	"7"	"612"	"0"
"192"	"176"	"270"	"428"	"13"	"68"	"5"	"12"	"4"	"5"	"0"	"2"	"1"	"2"	"6"	"1"	"3"	"4"	"7"	"1"	"4"	"3"	"2"	"5"	"3"	"1"	"0"	"1"	"1"	"3"	"3"	"858"	"0"	"1"	"859"	"0"
"193"	"177"	"318"	"286"	"6"	"30"	"1"	"5"	"1"	"1"	"2"	"3"	"3"	"1"	"5"	"5"	"5"	"8"	"22"	"24"	"9"	"4"	"2"	"14"	"3"	"7"	"1"	"5"	"9"	"5"	"17"	"802"	"0"	"28"	"830"	"0"
"194"	"178"	"366"	"78"	"6"	"99"	"2"	"58"	"4"	"0"	"0"	"3"	"3"	"0"	"5"	"1"	"1"	"13"	"7"	"5"	"3"	"8"	"1"	"3"	"0"	"2"	"0"	"11"	"0"	"3"	"4"	"686"	"0"	"9"	"695"	"0"
"195"	"179"	"225"	"350"	"7"	"26"	"1"	"4"	"0"	"3"	"0"	"0"	"0"	"3"	"0"	"0"	"3"	"2"	"5"	"4"	"2"	"0"	"1"	"4"	"0"	"1"	"1"	"0"	"0"	"3"	"1"	"646"	"0"	"5"	"651"	"0"
"196"	"180"	"418"	"193"	"8"	"63"	"1"	"31"	"3"	"3"	"1"	"0"	"3"	"1"	"6"	"6"	"17"	"17"	"4"	"2"	"2"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"787"	"0"	"9"	"796"	"0"
"197"	"181"	"115"	"361"	"67"	"107"	"5"	"40"	"5"	"1"	"5"	"5"	"2"	"4"	"7"	"7"	"12"	"23"	"5"	"8"	"7"	"10"	"2"	"4"	"2"	"2"	"2"	"6"	"3"	"3"	"8"	"828"	"0"	"12"	"840"	"0"
"198"	"182"	"120"	"332"	"6"	"26"	"5"	"13"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"3"	"4"	"4"	"1"	"5"	"1"	"0"	"0"	"3"	"1"	"0"	"1"	"1"	"0"	"0"	"3"	"535"	"0"	"2"	"537"	"0"
"199"	"183"	"77"	"357"	"5"	"32"	"42"	"9"	"1"	"5"	"1"	"2"	"4"	"3"	"5"	"5"	"11"	"15"	"2"	"6"	"3"	"1"	"4"	"9"	"0"	"3"	"0"	"1"	"4"	"1"	"4"	"612"	"0"	"9"	"621"	"0"
"200"	"184"	"156"	"237"	"4"	"6"	"4"	"8"	"2"	"1"	"1"	"0"	"0"	"2"	"2"	"2"	"1"	"6"	"8"	"10"	"3"	"2"	"1"	"23"	"1"	"3"	"1"	"1"	"4"	"5"	"5"	"499"	"0"	"14"	"513"	"0"
"201"	"185"	"44"	"445"	"15"	"55"	"6"	"15"	"2"	"3"	"0"	"4"	"1"	"1"	"4"	"4"	"18"	"13"	"4"	"3"	"2"	"0"	"1"	"15"	"1"	"1"	"1"	"5"	"4"	"5"	"9"	"681"	"0"	"11"	"692"	"0"
"202"	"186"	"17"	"282"	"7"	"35"	"3"	"23"	"2"	"1"	"1"	"1"	"4"	"2"	"3"	"1"	"10"	"8"	"5"	"4"	"5"	"5"	"2"	"7"	"0"	"0"	"0"	"2"	"1"	"6"	"9"	"446"	"0"	"11"	"457"	"0"
"203"	"187"	"25"	"236"	"4"	"49"	"2"	"10"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"2"	"3"	"1"	"2"	"3"	"1"	"1"	"1"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"350"	"0"	"2"	"352"	"0"
"204"	"188"	"185"	"221"	"2"	"28"	"5"	"11"	"2"	"2"	"0"	"1"	"0"	"1"	"3"	"2"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"482"	"0"	"1"	"483"	"0"
"205"	"189"	"224"	"266"	"6"	"34"	"2"	"6"	"1"	"3"	"0"	"2"	"2"	"6"	"6"	"12"	"17"	"37"	"5"	"5"	"0"	"1"	"0"	"3"	"0"	"1"	"1"	"2"	"4"	"2"	"4"	"652"	"0"	"3"	"655"	"0"
"206"	"190"	"137"	"391"	"11"	"10"	"4"	"5"	"0"	"2"	"1"	"1"	"2"	"3"	"3"	"0"	"3"	"6"	"19"	"30"	"6"	"6"	"4"	"23"	"3"	"2"	"4"	"2"	"4"	"9"	"25"	"716"	"0"	"19"	"735"	"0"
"207"	"191"	"50"	"672"	"5"	"105"	"3"	"17"	"2"	"1"	"3"	"0"	"3"	"0"	"5"	"3"	"8"	"11"	"0"	"2"	"3"	"3"	"2"	"2"	"0"	"2"	"1"	"1"	"2"	"2"	"5"	"913"	"0"	"4"	"917"	"0"
"208"	"192"	"152"	"278"	"7"	"67"	"2"	"12"	"4"	"4"	"2"	"1"	"0"	"1"	"4"	"2"	"8"	"13"	"11"	"8"	"1"	"2"	"3"	"12"	"4"	"2"	"1"	"2"	"3"	"4"	"6"	"616"	"0"	"26"	"642"	"0"
"209"	"193"	"96"	"147"	"3"	"48"	"1"	"6"	"3"	"0"	"1"	"2"	"0"	"5"	"4"	"4"	"5"	"8"	"1"	"2"	"0"	"0"	"0"	"5"	"1"	"1"	"0"	"3"	"0"	"1"	"2"	"349"	"0"	"3"	"352"	"0"
"210"	"194"	"19"	"426"	"11"	"21"	"7"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"7"	"6"	"3"	"2"	"3"	"13"	"1"	"1"	"1"	"3"	"0"	"2"	"9"	"541"	"0"	"4"	"545"	"0"
"211"	"195"	"98"	"205"	"2"	"43"	"18"	"8"	"1"	"1"	"3"	"0"	"0"	"1"	"7"	"4"	"6"	"9"	"2"	"6"	"0"	"4"	"0"	"2"	"0"	"1"	"0"	"0"	"3"	"2"	"5"	"431"	"0"	"8"	"439"	"0"
"212"	"196"	"38"	"202"	"1"	"7"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"258"	"0"	"0"	"258"	"0"
"213"	"197"	"127"	"176"	"6"	"12"	"2"	"2"	"0"	"1"	"0"	"2"	"1"	"1"	"2"	"2"	"4"	"8"	"1"	"3"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"1"	"2"	"357"	"0"	"1"	"358"	"0"
"214"	"198"	"65"	"484"	"11"	"63"	"3"	"15"	"2"	"2"	"3"	"0"	"1"	"0"	"2"	"1"	"3"	"5"	"3"	"3"	"1"	"2"	"2"	"15"	"0"	"0"	"2"	"1"	"1"	"2"	"4"	"696"	"0"	"1"	"697"	"0"
"215"	"199"	"21"	"167"	"4"	"27"	"1"	"7"	"2"	"2"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"1"	"0"	"2"	"0"	"4"	"1"	"6"	"0"	"3"	"0"	"1"	"0"	"0"	"6"	"259"	"0"	"5"	"264"	"0"
"216"	"200"	"30"	"435"	"9"	"27"	"7"	"8"	"5"	"1"	"0"	"0"	"1"	"1"	"0"	"3"	"9"	"3"	"3"	"10"	"2"	"1"	"0"	"8"	"3"	"3"	"0"	"0"	"1"	"1"	"3"	"574"	"0"	"1"	"575"	"0"
"217"	"201"	"17"	"347"	"5"	"82"	"0"	"20"	"1"	"1"	"4"	"0"	"1"	"3"	"5"	"5"	"13"	"6"	"0"	"5"	"1"	"1"	"1"	"10"	"1"	"1"	"1"	"0"	"1"	"1"	"3"	"536"	"0"	"6"	"542"	"0"
"218"	"202"	"28"	"181"	"4"	"12"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"1"	"3"	"2"	"2"	"1"	"1"	"0"	"6"	"2"	"2"	"0"	"2"	"3"	"1"	"8"	"270"	"0"	"1"	"271"	"0"
"219"	"203"	"67"	"284"	"7"	"36"	"0"	"11"	"2"	"1"	"0"	"1"	"3"	"5"	"5"	"7"	"8"	"14"	"2"	"6"	"0"	"1"	"2"	"3"	"1"	"2"	"2"	"2"	"0"	"2"	"3"	"477"	"0"	"1"	"478"	"0"
"220"	"204"	"180"	"528"	"15"	"18"	"0"	"5"	"5"	"3"	"3"	"2"	"0"	"2"	"4"	"2"	"8"	"7"	"7"	"5"	"2"	"4"	"3"	"8"	"0"	"1"	"1"	"0"	"0"	"0"	"3"	"816"	"0"	"8"	"824"	"0"
"221"	"205"	"217"	"398"	"14"	"24"	"3"	"9"	"3"	"1"	"1"	"0"	"4"	"4"	"6"	"5"	"11"	"15"	"4"	"15"	"8"	"4"	"4"	"9"	"6"	"3"	"1"	"6"	"4"	"12"	"16"	"807"	"0"	"26"	"833"	"0"
"222"	"206"	"12"	"133"	"2"	"44"	"2"	"10"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"4"	"5"	"2"	"1"	"0"	"1"	"0"	"0"	"4"	"0"	"1"	"0"	"1"	"0"	"2"	"1"	"230"	"0"	"1"	"231"	"0"
"223"	"207"	"135"	"223"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"374"	"0"	"9"	"383"	"0"
"224"	"208"	"60"	"355"	"11"	"15"	"1"	"7"	"2"	"1"	"1"	"1"	"2"	"4"	"8"	"3"	"8"	"6"	"2"	"9"	"0"	"0"	"2"	"11"	"3"	"1"	"3"	"4"	"4"	"2"	"4"	"530"	"0"	"9"	"539"	"0"
"225"	"209"	"105"	"310"	"7"	"22"	"3"	"3"	"1"	"0"	"2"	"2"	"3"	"5"	"5"	"5"	"17"	"12"	"2"	"2"	"0"	"1"	"1"	"2"	"1"	"2"	"0"	"0"	"1"	"1"	"2"	"517"	"0"	"5"	"522"	"0"
"226"	"209
A"	"216"	"260"	"3"	"22"	"4"	"2"	"0"	"2"	"0"	"1"	"2"	"4"	"1"	"1"	"2"	"5"	"3"	"2"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"534"	"0"	"0"	"534"	"0"
"227"	"210"	"203"	"81"	"3"	"12"	"1"	"1"	"2"	"0"	"2"	"0"	"1"	"1"	"14"	"5"	"7"	"13"	"8"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"360"	"0"	"2"	"362"	"0"
"228"	"211"	"363"	"119"	"4"	"35"	"2"	"10"	"3"	"0"	"0"	"5"	"9"	"3"	"4"	"8"	"11"	"25"	"10"	"2"	"2"	"6"	"3"	"6"	"1"	"4"	"7"	"3"	"6"	"8"	"9"	"668"	"0"	"29"	"697"	"0"
"229"	"212"	"69"	"409"	"5"	"56"	"3"	"27"	"2"	"0"	"3"	"3"	"1"	"0"	"6"	"6"	"11"	"15"	"1"	"0"	"1"	"0"	"3"	"5"	"1"	"3"	"1"	"3"	"3"	"6"	"8"	"651"	"0"	"9"	"660"	"0"
"230"	"213"	"123"	"169"	"5"	"32"	"0"	"5"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"3"	"3"	"0"	"2"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"352"	"0"	"0"	"352"	"0"
"231"	"214"	"455"	"314"	"3"	"67"	"2"	"34"	"2"	"1"	"2"	"0"	"3"	"1"	"5"	"4"	"1"	"6"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"909"	"0"	"0"	"909"	"0"
"232"	"215"	"141"	"381"	"7"	"81"	"1"	"8"	"1"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"4"	"3"	"0"	"2"	"1"	"7"	"2"	"3"	"2"	"6"	"1"	"2"	"3"	"662"	"0"	"7"	"669"	"0"
"233"	"216"	"146"	"278"	"14"	"148"	"21"	"46"	"8"	"6"	"6"	"6"	"10"	"5"	"32"	"22"	"12"	"33"	"5"	"9"	"5"	"4"	"3"	"12"	"2"	"6"	"6"	"8"	"6"	"8"	"9"	"876"	"0"	"22"	"898"	"0"
"234"	"217"	"182"	"347"	"9"	"88"	"8"	"22"	"5"	"3"	"2"	"3"	"4"	"4"	"5"	"2"	"19"	"16"	"7"	"7"	"6"	"6"	"4"	"14"	"2"	"5"	"8"	"8"	"4"	"16"	"20"	"826"	"0"	"42"	"868"	"0"
"235"	"218"	"252"	"141"	"3"	"29"	"0"	"7"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"5"	"15"	"6"	"2"	"1"	"1"	"0"	"3"	"0"	"1"	"0"	"2"	"1"	"0"	"2"	"476"	"0"	"8"	"484"	"0"
"236"	"219"	"283"	"343"	"9"	"98"	"3"	"24"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"4"	"4"	"9"	"12"	"9"	"2"	"15"	"2"	"10"	"3"	"4"	"3"	"6"	"3"	"8"	"8"	"866"	"0"	"15"	"881"	"0"
"237"	"220"	"115"	"80"	"0"	"70"	"1"	"11"	"2"	"0"	"0"	"1"	"0"	"2"	"0"	"4"	"2"	"0"	"3"	"2"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"3"	"0"	"2"	"2"	"303"	"0"	"2"	"305"	"0"
"238"	"221"	"192"	"382"	"7"	"57"	"0"	"19"	"1"	"1"	"1"	"0"	"1"	"2"	"1"	"0"	"3"	"1"	"6"	"2"	"0"	"0"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"2"	"3"	"687"	"0"	"0"	"687"	"0"
"239"	"222"	"121"	"433"	"10"	"173"	"6"	"50"	"8"	"8"	"1"	"4"	"2"	"16"	"15"	"12"	"17"	"13"	"0"	"4"	"3"	"2"	"2"	"8"	"0"	"2"	"3"	"1"	"2"	"4"	"9"	"929"	"0"	"12"	"941"	"0"
"240"	"223"	"20"	"346"	"9"	"17"	"3"	"6"	"3"	"2"	"0"	"2"	"1"	"1"	"1"	"3"	"11"	"2"	"3"	"0"	"1"	"1"	"0"	"3"	"1"	"1"	"0"	"0"	"0"	"1"	"3"	"441"	"0"	"4"	"445"	"0"
"241"	"224"	"67"	"258"	"7"	"48"	"1"	"15"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"405"	"0"	"1"	"406"	"0"
"242"	"225"	"65"	"387"	"6"	"44"	"4"	"20"	"1"	"1"	"2"	"2"	"1"	"0"	"1"	"3"	"3"	"5"	"2"	"6"	"2"	"0"	"2"	"11"	"1"	"1"	"1"	"1"	"4"	"2"	"10"	"588"	"0"	"16"	"604"	"0"
"243"	"226"	"45"	"257"	"0"	"12"	"6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"323"	"0"	"0"	"323"	"0"
"244"	"227"	"61"	"548"	"16"	"80"	"5"	"20"	"2"	"1"	"4"	"0"	"1"	"1"	"0"	"2"	"5"	"0"	"2"	"0"	"3"	"4"	"0"	"4"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"763"	"0"	"2"	"765"	"0"
"245"	"228"	"177"	"430"	"22"	"50"	"7"	"8"	"6"	"2"	"0"	"2"	"5"	"4"	"9"	"8"	"26"	"24"	"6"	"5"	"4"	"1"	"2"	"11"	"3"	"1"	"2"	"4"	"3"	"5"	"9"	"836"	"0"	"26"	"862"	"0"
"246"	"229"	"139"	"208"	"8"	"77"	"2"	"11"	"4"	"0"	"2"	"4"	"1"	"4"	"4"	"2"	"5"	"13"	"3"	"6"	"0"	"1"	"2"	"7"	"0"	"0"	"2"	"3"	"0"	"4"	"1"	"513"	"0"	"4"	"517"	"0"
"247"	"230"	"181"	"117"	"3"	"20"	"0"	"12"	"2"	"2"	"0"	"0"	"3"	"4"	"4"	"2"	"7"	"12"	"10"	"5"	"5"	"6"	"4"	"10"	"3"	"5"	"1"	"7"	"5"	"4"	"10"	"444"	"0"	"19"	"463"	"0"
"248"	"231"	"29"	"179"	"0"	"74"	"1"	"16"	"0"	"0"	"1"	"0"	"1"	"4"	"4"	"4"	"8"	"4"	"0"	"2"	"0"	"3"	"1"	"8"	"0"	"0"	"2"	"3"	"2"	"0"	"2"	"348"	"0"	"8"	"356"	"0"
"249"	"232"	"94"	"379"	"9"	"169"	"29"	"41"	"3"	"3"	"2"	"3"	"1"	"6"	"5"	"7"	"8"	"12"	"5"	"6"	"0"	"2"	"1"	"4"	"0"	"0"	"4"	"4"	"5"	"4"	"7"	"813"	"0"	"8"	"821"	"0"
"250"	"233"	"23"	"75"	"1"	"29"	"4"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"149"	"0"	"1"	"150"	"0"
"251"	"234"	"12"	"225"	"3"	"59"	"8"	"26"	"3"	"4"	"1"	"0"	"0"	"2"	"5"	"3"	"11"	"4"	"3"	"6"	"1"	"1"	"0"	"6"	"2"	"1"	"1"	"2"	"3"	"5"	"5"	"402"	"0"	"10"	"412"	"0"
"252"	"235"	"129"	"228"	"3"	"65"	"12"	"42"	"1"	"1"	"1"	"4"	"3"	"2"	"2"	"3"	"3"	"3"	"10"	"3"	"1"	"10"	"2"	"10"	"2"	"1"	"1"	"8"	"1"	"5"	"5"	"561"	"0"	"0"	"561"	"0"
"253"	"236"	"269"	"108"	"6"	"17"	"1"	"11"	"1"	"1"	"0"	"1"	"1"	"2"	"6"	"2"	"5"	"9"	"4"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"3"	"3"	"457"	"0"	"6"	"463"	"0"
"254"	"237"	"193"	"67"	"4"	"46"	"0"	"17"	"6"	"3"	"0"	"0"	"1"	"3"	"8"	"1"	"2"	"9"	"3"	"7"	"0"	"2"	"0"	"5"	"0"	"2"	"2"	"1"	"0"	"1"	"3"	"386"	"0"	"8"	"394"	"0"
"255"	"238"	"32"	"441"	"8"	"24"	"2"	"4"	"5"	"1"	"3"	"0"	"0"	"1"	"3"	"7"	"18"	"10"	"2"	"2"	"1"	"0"	"0"	"4"	"2"	"3"	"0"	"0"	"0"	"0"	"8"	"581"	"0"	"5"	"586"	"0"
