"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 15-Muzaffarpur PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  230764"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Sakra(92)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendere d votes"
"11"	""	"Akhilesh Pd. Singh"	"Ajay Nishad"	"Rajeev Ranjan"	"Vijendra Choudh ary"	"Akshay Verma"	"Ashok Kumar Jha"	"Ashok Kumar Singh"	"Kunal Priyadar shi"	"Devendr a Rakesh"	"Naval Kishore Jha"	"Nilu Singh"	"Pankaj Kumar Srivasta va"	"Prabhat Suman"	"Madhur Sheel"	"Mahesh Rai"	"Raghve ndra Pratap Singh"	"Rajesh Kumar"	"Shatrud han Sahani"	"Ajitansh Gaur"	"Kamlesh Choudh ary"	"Deepak Kumar"	"Nagesh war Prasad Singh"	"Mahesh Paswan"	"Moham mad Anwarul Haque"	"Mohmm ad Taiyab"	"Ravi Shankar Paswan"	"Rupesh Kumar Kuar"	"Shravan Kumar Jha"	"Suresh Kumar"	""	""	""	""	""
"171"	"153"	"136"	"522"	"13"	"69"	"7"	"24"	"3"	"8"	"2"	"2"	"6"	"6"	"3"	"13"	"12"	"21"	"7"	"22"	"10"	"5"	"2"	"27"	"4"	"6"	"5"	"3"	"2"	"8"	"9"	"957"	"0"	"15"	"972"	"0"
"172"	"154"	"141"	"170"	"2"	"129"	"3"	"18"	"0"	"1"	"2"	"0"	"5"	"1"	"3"	"0"	"5"	"12"	"0"	"2"	"0"	"1"	"3"	"4"	"3"	"2"	"0"	"2"	"1"	"4"	"1"	"515"	"0"	"3"	"518"	"0"
"173"	"155"	"13"	"395"	"7"	"42"	"1"	"8"	"3"	"2"	"1"	"0"	"1"	"3"	"5"	"5"	"16"	"6"	"2"	"2"	"2"	"3"	"0"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"524"	"0"	"3"	"527"	"0"
"174"	"156"	"180"	"537"	"16"	"106"	"5"	"22"	"1"	"3"	"0"	"5"	"3"	"2"	"1"	"1"	"2"	"1"	"6"	"4"	"0"	"4"	"1"	"4"	"1"	"2"	"1"	"0"	"0"	"0"	"2"	"910"	"0"	"4"	"914"	"0"
"175"	"157"	"165"	"477"	"10"	"125"	"3"	"21"	"4"	"3"	"3"	"0"	"0"	"3"	"6"	"1"	"2"	"7"	"12"	"13"	"20"	"18"	"6"	"28"	"1"	"7"	"5"	"7"	"7"	"11"	"16"	"981"	"0"	"21"	"100
2"	"0"
"176"	"158"	"201"	"514"	"11"	"213"	"2"	"29"	"2"	"2"	"2"	"3"	"2"	"3"	"3"	"2"	"4"	"5"	"8"	"5"	"12"	"8"	"0"	"13"	"3"	"4"	"2"	"6"	"5"	"6"	"15"	"108
5"	"0"	"7"	"109
2"	"0"
"177"	"159"	"206"	"482"	"10"	"42"	"3"	"12"	"3"	"0"	"2"	"3"	"0"	"2"	"6"	"1"	"2"	"9"	"6"	"16"	"4"	"5"	"3"	"10"	"3"	"2"	"2"	"6"	"4"	"4"	"13"	"861"	"0"	"13"	"874"	"0"
"178"	"160"	"570"	"26"	"2"	"6"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"6"	"4"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"629"	"0"	"1"	"630"	"0"
"179"	"161"	"279"	"379"	"7"	"34"	"1"	"6"	"2"	"1"	"2"	"2"	"5"	"4"	"7"	"4"	"9"	"9"	"9"	"4"	"1"	"0"	"1"	"4"	"2"	"1"	"0"	"1"	"1"	"5"	"3"	"783"	"0"	"8"	"791"	"0"
"180"	"162"	"243"	"270"	"8"	"165"	"5"	"17"	"4"	"3"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"3"	"3"	"2"	"0"	"4"	"1"	"3"	"2"	"0"	"0"	"1"	"2"	"1"	"1"	"743"	"0"	"1"	"744"	"0"
"181"	"163"	"199"	"208"	"4"	"131"	"4"	"12"	"1"	"0"	"0"	"1"	"1"	"0"	"6"	"1"	"1"	"3"	"2"	"8"	"3"	"3"	"1"	"1"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"594"	"0"	"4"	"598"	"0"
"182"	"164"	"19"	"414"	"5"	"88"	"3"	"22"	"0"	"0"	"1"	"2"	"3"	"2"	"7"	"2"	"4"	"9"	"0"	"4"	"0"	"2"	"1"	"3"	"0"	"2"	"1"	"1"	"0"	"3"	"6"	"604"	"0"	"4"	"608"	"0"
"183"	"165"	"44"	"330"	"3"	"100"	"12"	"17"	"5"	"0"	"3"	"2"	"2"	"3"	"5"	"6"	"9"	"13"	"5"	"0"	"1"	"1"	"1"	"5"	"1"	"0"	"0"	"0"	"4"	"0"	"4"	"576"	"0"	"4"	"580"	"0"
"184"	"166"	"553"	"145"	"2"	"16"	"14"	"6"	"2"	"0"	"0"	"2"	"1"	"1"	"3"	"0"	"1"	"13"	"11"	"3"	"0"	"0"	"0"	"4"	"0"	"1"	"0"	"2"	"0"	"1"	"2"	"783"	"0"	"3"	"786"	"0"
"185"	"167"	"276"	"217"	"6"	"51"	"1"	"7"	"2"	"4"	"6"	"4"	"4"	"3"	"8"	"2"	"10"	"20"	"6"	"6"	"3"	"3"	"2"	"10"	"1"	"2"	"5"	"3"	"3"	"3"	"2"	"670"	"0"	"8"	"678"	"0"
"186"	"168"	"90"	"326"	"4"	"123"	"7"	"15"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"2"	"10"	"7"	"7"	"12"	"6"	"17"	"1"	"4"	"2"	"6"	"0"	"6"	"7"	"658"	"0"	"1"	"659"	"0"
"187"	"169"	"227"	"290"	"4"	"78"	"4"	"17"	"1"	"2"	"2"	"2"	"0"	"3"	"8"	"2"	"24"	"18"	"11"	"5"	"5"	"5"	"1"	"13"	"4"	"0"	"1"	"2"	"2"	"3"	"10"	"744"	"0"	"18"	"762"	"0"
"188"	"170"	"285"	"337"	"3"	"27"	"4"	"6"	"2"	"3"	"3"	"2"	"2"	"2"	"11"	"7"	"19"	"23"	"2"	"6"	"1"	"3"	"2"	"4"	"1"	"2"	"2"	"1"	"3"	"3"	"6"	"772"	"0"	"12"	"784"	"0"
"189"	"171"	"200"	"300"	"8"	"23"	"1"	"6"	"2"	"0"	"1"	"1"	"2"	"4"	"2"	"11"	"8"	"18"	"10"	"4"	"2"	"2"	"1"	"7"	"1"	"2"	"3"	"3"	"0"	"1"	"8"	"631"	"0"	"2"	"633"	"0"
"190"	"172"	"258"	"269"	"9"	"35"	"5"	"3"	"3"	"0"	"3"	"2"	"4"	"3"	"4"	"7"	"4"	"13"	"2"	"42"	"1"	"2"	"4"	"4"	"0"	"1"	"1"	"4"	"0"	"1"	"0"	"684"	"0"	"3"	"687"	"0"
"191"	"173"	"142"	"337"	"5"	"49"	"3"	"4"	"1"	"0"	"4"	"2"	"1"	"2"	"1"	"5"	"9"	"11"	"6"	"19"	"6"	"5"	"1"	"5"	"1"	"2"	"2"	"4"	"0"	"2"	"3"	"632"	"0"	"3"	"635"	"0"
"192"	"174"	"571"	"206"	"4"	"93"	"8"	"17"	"4"	"1"	"3"	"1"	"2"	"2"	"1"	"3"	"12"	"9"	"3"	"6"	"1"	"1"	"2"	"4"	"0"	"0"	"0"	"3"	"1"	"0"	"1"	"959"	"0"	"5"	"964"	"0"
"193"	"175"	"220"	"216"	"7"	"25"	"2"	"8"	"4"	"1"	"1"	"0"	"1"	"2"	"1"	"2"	"2"	"7"	"4"	"3"	"0"	"0"	"1"	"2"	"0"	"3"	"1"	"1"	"1"	"1"	"2"	"518"	"0"	"2"	"520"	"0"
"194"	"176"	"94"	"110"	"6"	"63"	"3"	"14"	"1"	"0"	"5"	"2"	"0"	"0"	"3"	"1"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"311"	"0"	"2"	"313"	"0"
"195"	"177"	"97"	"156"	"4"	"72"	"2"	"19"	"2"	"2"	"2"	"0"	"0"	"0"	"6"	"3"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"372"	"0"	"0"	"372"	"0"
"196"	"178"	"207"	"286"	"7"	"56"	"6"	"10"	"1"	"3"	"2"	"4"	"0"	"3"	"6"	"0"	"8"	"12"	"8"	"2"	"1"	"2"	"2"	"2"	"0"	"0"	"1"	"2"	"0"	"3"	"2"	"636"	"0"	"8"	"644"	"0"
"197"	"179"	"407"	"222"	"5"	"30"	"2"	"2"	"1"	"0"	"5"	"0"	"3"	"1"	"6"	"3"	"2"	"9"	"11"	"5"	"2"	"0"	"2"	"11"	"2"	"1"	"0"	"2"	"1"	"2"	"8"	"745"	"0"	"13"	"758"	"0"
"198"	"180"	"172"	"342"	"4"	"49"	"0"	"8"	"0"	"2"	"0"	"0"	"1"	"1"	"7"	"1"	"2"	"1"	"9"	"7"	"4"	"7"	"1"	"23"	"2"	"1"	"6"	"7"	"3"	"4"	"4"	"668"	"0"	"19"	"687"	"0"
"199"	"181"	"482"	"26"	"3"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"2"	"2"	"3"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"534"	"0"	"0"	"534"	"0"
"200"	"182"	"191"	"329"	"8"	"90"	"4"	"12"	"6"	"2"	"2"	"1"	"2"	"5"	"12"	"4"	"4"	"7"	"7"	"9"	"1"	"5"	"1"	"9"	"2"	"3"	"4"	"3"	"4"	"8"	"9"	"744"	"0"	"17"	"761"	"0"
"201"	"183"	"229"	"399"	"18"	"87"	"6"	"17"	"5"	"4"	"2"	"1"	"2"	"2"	"7"	"5"	"4"	"8"	"4"	"11"	"2"	"2"	"1"	"6"	"2"	"0"	"3"	"2"	"1"	"1"	"2"	"833"	"0"	"6"	"839"	"0"
"202"	"184"	"115"	"364"	"17"	"162"	"6"	"30"	"5"	"3"	"7"	"6"	"4"	"8"	"9"	"14"	"9"	"23"	"6"	"57"	"3"	"3"	"0"	"12"	"4"	"1"	"1"	"9"	"3"	"2"	"9"	"892"	"0"	"5"	"897"	"0"
"203"	"185"	"216"	"302"	"4"	"49"	"3"	"12"	"1"	"0"	"3"	"10"	"5"	"3"	"8"	"3"	"10"	"18"	"6"	"5"	"1"	"2"	"1"	"9"	"0"	"1"	"2"	"2"	"1"	"0"	"2"	"679"	"0"	"14"	"693"	"0"
"204"	"186"	"254"	"174"	"1"	"19"	"3"	"4"	"1"	"0"	"2"	"7"	"1"	"0"	"0"	"2"	"1"	"4"	"37"	"12"	"7"	"10"	"1"	"21"	"2"	"5"	"10"	"3"	"2"	"5"	"17"	"605"	"0"	"25"	"630"	"0"
"205"	"187"	"27"	"489"	"11"	"41"	"2"	"10"	"0"	"1"	"1"	"2"	"0"	"1"	"1"	"2"	"6"	"7"	"0"	"3"	"0"	"0"	"0"	"3"	"3"	"3"	"0"	"0"	"1"	"2"	"9"	"625"	"0"	"5"	"630"	"0"
"206"	"188"	"37"	"433"	"9"	"16"	"3"	"3"	"2"	"1"	"0"	"0"	"0"	"2"	"3"	"1"	"3"	"9"	"1"	"3"	"1"	"1"	"1"	"4"	"1"	"0"	"1"	"2"	"2"	"3"	"3"	"545"	"0"	"6"	"551"	"0"
"207"	"189"	"109"	"403"	"4"	"8"	"0"	"3"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"5"	"2"	"16"	"2"	"22"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"3"	"4"	"590"	"0"	"16"	"606"	"0"
"208"	"190"	"264"	"285"	"8"	"9"	"1"	"6"	"0"	"4"	"1"	"3"	"1"	"0"	"2"	"1"	"0"	"3"	"7"	"1"	"2"	"2"	"2"	"0"	"1"	"4"	"3"	"0"	"1"	"1"	"1"	"613"	"0"	"1"	"614"	"0"
"209"	"191"	"316"	"82"	"3"	"13"	"1"	"8"	"2"	"0"	"0"	"1"	"2"	"2"	"5"	"0"	"3"	"3"	"5"	"3"	"0"	"3"	"1"	"2"	"0"	"1"	"0"	"0"	"1"	"4"	"4"	"465"	"0"	"4"	"469"	"0"
"210"	"192"	"64"	"408"	"7"	"9"	"40"	"4"	"0"	"2"	"4"	"0"	"2"	"1"	"4"	"0"	"3"	"3"	"0"	"8"	"2"	"0"	"2"	"4"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"572"	"0"	"4"	"576"	"0"
"211"	"193"	"174"	"159"	"3"	"77"	"3"	"16"	"3"	"0"	"3"	"1"	"0"	"2"	"5"	"2"	"5"	"9"	"1"	"1"	"4"	"2"	"2"	"3"	"0"	"1"	"2"	"1"	"1"	"3"	"0"	"483"	"0"	"2"	"485"	"0"
"212"	"194"	"21"	"268"	"11"	"168"	"3"	"30"	"7"	"1"	"0"	"3"	"1"	"0"	"2"	"2"	"2"	"2"	"4"	"1"	"4"	"11"	"4"	"30"	"3"	"4"	"4"	"8"	"1"	"5"	"8"	"608"	"0"	"8"	"616"	"0"
"213"	"195"	"153"	"286"	"4"	"22"	"3"	"7"	"2"	"4"	"1"	"2"	"0"	"6"	"4"	"7"	"7"	"5"	"2"	"0"	"1"	"0"	"0"	"4"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"525"	"0"	"2"	"527"	"0"
"214"	"196"	"13"	"213"	"5"	"40"	"2"	"13"	"2"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"298"	"0"	"1"	"299"	"0"
"215"	"197"	"300"	"170"	"4"	"28"	"2"	"8"	"4"	"4"	"2"	"4"	"0"	"2"	"6"	"3"	"8"	"15"	"12"	"4"	"2"	"5"	"6"	"13"	"3"	"4"	"3"	"7"	"5"	"1"	"3"	"628"	"0"	"19"	"647"	"0"
"216"	"198"	"243"	"211"	"1"	"19"	"1"	"6"	"3"	"2"	"1"	"0"	"3"	"2"	"5"	"3"	"2"	"16"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"525"	"0"	"2"	"527"	"0"
"217"	"199"	"250"	"289"	"10"	"42"	"3"	"17"	"0"	"5"	"1"	"1"	"1"	"2"	"11"	"8"	"2"	"7"	"1"	"1"	"0"	"1"	"1"	"10"	"0"	"1"	"0"	"1"	"0"	"1"	"4"	"670"	"0"	"6"	"676"	"0"
"218"	"200"	"214"	"464"	"12"	"119"	"5"	"39"	"5"	"1"	"5"	"3"	"2"	"3"	"11"	"7"	"10"	"16"	"10"	"9"	"3"	"6"	"2"	"9"	"3"	"2"	"3"	"3"	"6"	"9"	"6"	"987"	"0"	"7"	"994"	"0"
"219"	"201"	"154"	"267"	"3"	"107"	"2"	"9"	"2"	"1"	"1"	"2"	"0"	"1"	"3"	"1"	"2"	"1"	"1"	"1"	"1"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"564"	"0"	"2"	"566"	"0"
"220"	"202"	"286"	"317"	"5"	"34"	"0"	"6"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"4"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"662"	"0"	"5"	"667"	"0"
"221"	"203"	"212"	"297"	"1"	"28"	"1"	"8"	"2"	"2"	"1"	"0"	"0"	"6"	"3"	"8"	"10"	"5"	"11"	"4"	"3"	"2"	"1"	"8"	"5"	"3"	"4"	"1"	"3"	"5"	"11"	"645"	"0"	"22"	"667"	"0"
"222"	"204"	"485"	"194"	"3"	"17"	"1"	"4"	"4"	"2"	"0"	"1"	"0"	"0"	"2"	"5"	"1"	"6"	"9"	"3"	"0"	"1"	"0"	"3"	"0"	"2"	"3"	"0"	"0"	"0"	"3"	"749"	"0"	"2"	"751"	"0"
"223"	"205"	"347"	"233"	"14"	"26"	"2"	"7"	"1"	"5"	"0"	"1"	"1"	"0"	"4"	"2"	"0"	"9"	"5"	"4"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"667"	"0"	"3"	"670"	"0"
"224"	"206"	"640"	"5"	"1"	"4"	"0"	"3"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"663"	"0"	"1"	"664"	"0"
"225"	"207"	"350"	"353"	"6"	"25"	"2"	"2"	"4"	"1"	"1"	"3"	"1"	"0"	"9"	"1"	"7"	"5"	"3"	"4"	"0"	"2"	"0"	"9"	"0"	"0"	"1"	"0"	"0"	"2"	"6"	"797"	"0"	"4"	"801"	"0"
"226"	"208"	"264"	"310"	"7"	"19"	"1"	"5"	"2"	"2"	"1"	"1"	"1"	"3"	"13"	"4"	"9"	"15"	"2"	"5"	"2"	"2"	"1"	"7"	"1"	"1"	"1"	"1"	"3"	"3"	"1"	"687"	"0"	"3"	"690"	"0"
"227"	"209"	"390"	"80"	"5"	"28"	"4"	"6"	"2"	"2"	"1"	"1"	"1"	"4"	"4"	"7"	"8"	"35"	"22"	"9"	"2"	"2"	"2"	"5"	"1"	"3"	"1"	"3"	"2"	"3"	"6"	"639"	"0"	"23"	"662"	"0"
"228"	"210"	"40"	"416"	"5"	"16"	"4"	"1"	"3"	"6"	"2"	"3"	"3"	"0"	"2"	"5"	"9"	"13"	"5"	"10"	"3"	"0"	"0"	"21"	"2"	"3"	"1"	"1"	"2"	"1"	"6"	"583"	"0"	"15"	"598"	"0"
"229"	"211"	"307"	"175"	"6"	"10"	"0"	"3"	"0"	"1"	"0"	"1"	"1"	"1"	"4"	"2"	"2"	"4"	"12"	"11"	"6"	"2"	"0"	"2"	"1"	"3"	"1"	"1"	"1"	"2"	"4"	"563"	"0"	"6"	"569"	"0"
"230"	"212"	"114"	"431"	"8"	"89"	"19"	"25"	"5"	"0"	"4"	"7"	"2"	"9"	"12"	"10"	"14"	"17"	"3"	"2"	"2"	"0"	"0"	"6"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"783"	"0"	"8"	"791"	"0"
"231"	"213"	"95"	"245"	"6"	"73"	"3"	"12"	"1"	"3"	"1"	"0"	"5"	"2"	"4"	"7"	"4"	"3"	"1"	"2"	"1"	"2"	"0"	"13"	"1"	"1"	"0"	"1"	"1"	"4"	"2"	"493"	"0"	"3"	"496"	"0"
"232"	"214"	"72"	"304"	"16"	"192"	"6"	"46"	"1"	"3"	"5"	"1"	"1"	"1"	"5"	"5"	"5"	"10"	"7"	"6"	"7"	"3"	"4"	"22"	"8"	"7"	"3"	"9"	"4"	"10"	"11"	"774"	"0"	"14"	"788"	"0"
"233"	"215"	"19"	"295"	"6"	"78"	"2"	"14"	"1"	"1"	"1"	"1"	"1"	"2"	"4"	"1"	"1"	"0"	"4"	"0"	"1"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"3"	"1"	"1"	"441"	"0"	"2"	"443"	"0"
"234"	"216"	"298"	"377"	"12"	"81"	"5"	"22"	"9"	"3"	"6"	"8"	"6"	"8"	"8"	"7"	"11"	"27"	"4"	"2"	"2"	"3"	"2"	"29"	"5"	"5"	"2"	"10"	"4"	"9"	"7"	"972"	"0"	"19"	"991"	"0"
"235"	"Gra"	"400"	"715"	"150"	"137"	"957"	"297"	"611"	"399"	"394"	"378"	"371"	"542"	"126"	"743"	"131"	"216"	"116"	"131"	"515"	"604"	"316"	"167"	"310"	"389"	"346"	"526"	"402"	"667"	"100"	"148"	"0"	"164"	"149"	"0"
"236"	"nd"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"237"	"Tot"	"74"	"21"	"6"	"29"	""	"7"	""	""	""	""	""	""	"2"	""	"5"	"4"	"6"	"5"	""	""	""	"8"	""	""	""	""	""	""	"6"	"183"	""	"9"	"832"	""
"238"	"al"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"239"	"Place:"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"240"	"(Signed)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"241"	"Date : 22/05/2014"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"242"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
