District	Assembly_Id	Assembly_Name	Parliamentary_Name	Development_Parameter	Development_Parameter_Score
BEGUSARAI 	145	SAHEBPUR KAMAL	BEGUSARAI	ELECTRICITY	3
BEGUSARAI 	145	SAHEBPUR KAMAL	BEGUSARAI	WATER	7
BEGUSARAI 	145	SAHEBPUR KAMAL	BEGUSARAI	ROAD	8
BEGUSARAI 	145	SAHEBPUR KAMAL	BEGUSARAI	HEALTH SERVICES	4
BEGUSARAI 	145	SAHEBPUR KAMAL	BEGUSARAI	EDUCATION	5
BEGUSARAI 	145	SAHEBPUR KAMAL	BEGUSARAI	EMPLOYMENT GROWTH	2
BEGUSARAI 	145	SAHEBPUR KAMAL	BEGUSARAI	PUBLIC TRANSPORT	2
BEGUSARAI 	145	SAHEBPUR KAMAL	BEGUSARAI	LAW & ORDER	7
BEGUSARAI 	145	SAHEBPUR KAMAL	BEGUSARAI	CASTE POLARISTION	6
BEGUSARAI 	145	SAHEBPUR KAMAL	BEGUSARAI	COMMUNAL POLARISATION	4
BEGUSARAI 	145	SAHEBPUR KAMAL	BEGUSARAI	COMMUNAL POLARISATION	4
BEGUSARAI 	146	BEGUSARAI	BEGUSARAI	ELECTRICITY	5
BEGUSARAI 	146	BEGUSARAI	BEGUSARAI	WATER	5
BEGUSARAI 	146	BEGUSARAI	BEGUSARAI	ROAD	8
BEGUSARAI 	146	BEGUSARAI	BEGUSARAI	HEALTH SERVICES	5
BEGUSARAI 	146	BEGUSARAI	BEGUSARAI	EDUCATION	6
BEGUSARAI 	146	BEGUSARAI	BEGUSARAI	EMPLOYMENT GROWTH	4
BEGUSARAI 	146	BEGUSARAI	BEGUSARAI	PUBLIC TRANSPORT	4
BEGUSARAI 	146	BEGUSARAI	BEGUSARAI	LAW & ORDER	8
BEGUSARAI 	146	BEGUSARAI	BEGUSARAI	CASTE POLARISTION	7
BEGUSARAI 	146	BEGUSARAI	BEGUSARAI	COMMUNAL POLARISATION	3
BEGUSARAI 	146	BEGUSARAI	BEGUSARAI	COMMUNAL POLARISATION	5
BEGUSARAI 	147	BAKHRI	BEGUSARAI	ELECTRICITY	2
BEGUSARAI 	147	BAKHRI	BEGUSARAI	WATER	5
BEGUSARAI 	147	BAKHRI	BEGUSARAI	ROAD	6
BEGUSARAI 	147	BAKHRI	BEGUSARAI	HEALTH SERVICES	5
BEGUSARAI 	147	BAKHRI	BEGUSARAI	EDUCATION	3
BEGUSARAI 	147	BAKHRI	BEGUSARAI	EMPLOYMENT GROWTH	1
BEGUSARAI 	147	BAKHRI	BEGUSARAI	PUBLIC TRANSPORT	2
BEGUSARAI 	147	BAKHRI	BEGUSARAI	LAW & ORDER	7
BEGUSARAI 	147	BAKHRI	BEGUSARAI	CASTE POLARISTION	5
BEGUSARAI 	147	BAKHRI	BEGUSARAI	COMMUNAL POLARISATION	1
BEGUSARAI 	147	BAKHRI	BEGUSARAI	COMMUNAL POLARISATION	3
LAKHISARAI	167	SURYAGARHA	MUNGER	ELECTRICITY	3
LAKHISARAI	167	SURYAGARHA	MUNGER	WATER	4
LAKHISARAI	167	SURYAGARHA	MUNGER	ROAD	8
LAKHISARAI	167	SURYAGARHA	MUNGER	HEALTH SERVICES	4
LAKHISARAI	167	SURYAGARHA	MUNGER	EDUCATION	3
LAKHISARAI	167	SURYAGARHA	MUNGER	EMPLOYMENT GROWTH	2
LAKHISARAI	167	SURYAGARHA	MUNGER	PUBLIC TRANSPORT	1
LAKHISARAI	167	SURYAGARHA	MUNGER	LAW & ORDER	8
LAKHISARAI	167	SURYAGARHA	MUNGER	CASTE POLARISTION	7
LAKHISARAI	167	SURYAGARHA	MUNGER	COMMUNAL POLARISATION	2
LAKHISARAI	167	SURYAGARHA	MUNGER	COMMUNAL POLARISATION	4
LAKHISARAI	168	LAKHISARAI	MUNGER	ELECTRICITY	4
LAKHISARAI	168	LAKHISARAI	MUNGER	WATER	4
LAKHISARAI	168	LAKHISARAI	MUNGER	ROAD	6
LAKHISARAI	168	LAKHISARAI	MUNGER	HEALTH SERVICES	5
LAKHISARAI	168	LAKHISARAI	MUNGER	EDUCATION	5
LAKHISARAI	168	LAKHISARAI	MUNGER	EMPLOYMENT GROWTH	1
LAKHISARAI	168	LAKHISARAI	MUNGER	PUBLIC TRANSPORT	1
LAKHISARAI	168	LAKHISARAI	MUNGER	LAW & ORDER	8
LAKHISARAI	168	LAKHISARAI	MUNGER	CASTE POLARISTION	5
LAKHISARAI	168	LAKHISARAI	MUNGER	COMMUNAL POLARISATION	2
LAKHISARAI	168	LAKHISARAI	MUNGER	COMMUNAL POLARISATION	3
BHAGALPUR 	154	PIRPAINTI	BHAGALPUR	ELECTRICITY	2
BHAGALPUR 	154	PIRPAINTI	BHAGALPUR	WATER	5
BHAGALPUR 	154	PIRPAINTI	BHAGALPUR	ROAD	5
BHAGALPUR 	154	PIRPAINTI	BHAGALPUR	HEALTH SERVICES	6
BHAGALPUR 	154	PIRPAINTI	BHAGALPUR	EDUCATION	3
BHAGALPUR 	154	PIRPAINTI	BHAGALPUR	EMPLOYMENT GROWTH	1
BHAGALPUR 	154	PIRPAINTI	BHAGALPUR	PUBLIC TRANSPORT	2
BHAGALPUR 	154	PIRPAINTI	BHAGALPUR	LAW & ORDER	5
BHAGALPUR 	154	PIRPAINTI	BHAGALPUR	CASTE POLARISTION	6
BHAGALPUR 	154	PIRPAINTI	BHAGALPUR	COMMUNAL POLARISATION	2
BHAGALPUR 	154	PIRPAINTI	BHAGALPUR	COMMUNAL POLARISATION	5
BHAGALPUR 	157	SULTANGANJ	BANKA	ELECTRICITY	3
BHAGALPUR 	157	SULTANGANJ	BANKA	WATER	5
BHAGALPUR 	157	SULTANGANJ	BANKA	ROAD	7
BHAGALPUR 	157	SULTANGANJ	BANKA	HEALTH SERVICES	4
BHAGALPUR 	157	SULTANGANJ	BANKA	EDUCATION	2
BHAGALPUR 	157	SULTANGANJ	BANKA	EMPLOYMENT GROWTH	2
BHAGALPUR 	157	SULTANGANJ	BANKA	PUBLIC TRANSPORT	1
BHAGALPUR 	157	SULTANGANJ	BANKA	LAW & ORDER	8
BHAGALPUR 	157	SULTANGANJ	BANKA	CASTE POLARISTION	7
BHAGALPUR 	157	SULTANGANJ	BANKA	COMMUNAL POLARISATION	3
BHAGALPUR 	157	SULTANGANJ	BANKA	COMMUNAL POLARISATION	4
BHAGALPUR 	152	BIHPUR	BHAGALPUR	ELECTRICITY	3
BHAGALPUR 	152	BIHPUR	BHAGALPUR	WATER	5
BHAGALPUR 	152	BIHPUR	BHAGALPUR	ROAD	7
BHAGALPUR 	152	BIHPUR	BHAGALPUR	HEALTH SERVICES	4
BHAGALPUR 	152	BIHPUR	BHAGALPUR	EDUCATION	2
BHAGALPUR 	152	BIHPUR	BHAGALPUR	EMPLOYMENT GROWTH	2
BHAGALPUR 	152	BIHPUR	BHAGALPUR	PUBLIC TRANSPORT	1
BHAGALPUR 	152	BIHPUR	BHAGALPUR	LAW & ORDER	8
BHAGALPUR 	152	BIHPUR	BHAGALPUR	CASTE POLARISTION	8
BHAGALPUR 	152	BIHPUR	BHAGALPUR	COMMUNAL POLARISATION	8
BHAGALPUR 	152	BIHPUR	BHAGALPUR	COMMUNAL POLARISATION	5
BHAGALPUR 	153	GOPALPUR	BHAGALPUR	ELECTRICITY	3
BHAGALPUR 	153	GOPALPUR	BHAGALPUR	WATER	6
BHAGALPUR 	153	GOPALPUR	BHAGALPUR	ROAD	8
BHAGALPUR 	153	GOPALPUR	BHAGALPUR	HEALTH SERVICES	3
BHAGALPUR 	153	GOPALPUR	BHAGALPUR	EDUCATION	2
BHAGALPUR 	153	GOPALPUR	BHAGALPUR	EMPLOYMENT GROWTH	2
BHAGALPUR 	153	GOPALPUR	BHAGALPUR	PUBLIC TRANSPORT	1
BHAGALPUR 	153	GOPALPUR	BHAGALPUR	LAW & ORDER	8
BHAGALPUR 	153	GOPALPUR	BHAGALPUR	CASTE POLARISTION	7
BHAGALPUR 	153	GOPALPUR	BHAGALPUR	COMMUNAL POLARISATION	6
BHAGALPUR 	153	GOPALPUR	BHAGALPUR	COMMUNAL POLARISATION	5
SAHARSA	75	SAHARSA	MADHEPURA	ELECTRICITY	4
SAHARSA	75	SAHARSA	MADHEPURA	WATER	6
SAHARSA	75	SAHARSA	MADHEPURA	ROAD	5
SAHARSA	75	SAHARSA	MADHEPURA	HEALTH SERVICES	5
SAHARSA	75	SAHARSA	MADHEPURA	EDUCATION	6
SAHARSA	75	SAHARSA	MADHEPURA	EMPLOYMENT GROWTH	5
SAHARSA	75	SAHARSA	MADHEPURA	PUBLIC TRANSPORT	4
SAHARSA	75	SAHARSA	MADHEPURA	LAW & ORDER	6
SAHARSA	75	SAHARSA	MADHEPURA	CASTE POLARISTION	4
SAHARSA	75	SAHARSA	MADHEPURA	COMMUNAL POLARISATION	4
SAHARSA	75	SAHARSA	MADHEPURA	COMMUNAL POLARISATION	5
SAHARSA	74	SONBARSHA	MADHEPURA	ELECTRICITY	4
SAHARSA	74	SONBARSHA	MADHEPURA	WATER	7
SAHARSA	74	SONBARSHA	MADHEPURA	ROAD	8
SAHARSA	74	SONBARSHA	MADHEPURA	HEALTH SERVICES	8
SAHARSA	74	SONBARSHA	MADHEPURA	EDUCATION	7
SAHARSA	74	SONBARSHA	MADHEPURA	EMPLOYMENT GROWTH	4
SAHARSA	74	SONBARSHA	MADHEPURA	PUBLIC TRANSPORT	4
SAHARSA	74	SONBARSHA	MADHEPURA	LAW & ORDER	6
SAHARSA	74	SONBARSHA	MADHEPURA	CASTE POLARISTION	4
SAHARSA	74	SONBARSHA	MADHEPURA	COMMUNAL POLARISATION	4
SAHARSA	74	SONBARSHA	MADHEPURA	COMMUNAL POLARISATION	6
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	ELECTRICITY	5
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	WATER	6
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	ROAD	6
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	HEALTH SERVICES	7
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	EDUCATION	7
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	EMPLOYMENT GROWTH	6
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	PUBLIC TRANSPORT	4
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	LAW & ORDER	7
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	CASTE POLARISTION	6
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	COMMUNAL POLARISATION	2
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	COMMUNAL POLARISATION	6
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	ELECTRICITY	4
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	WATER	3
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	ROAD	3
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	HEALTH SERVICES	4
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	EDUCATION	6
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	EMPLOYMENT GROWTH	4
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	PUBLIC TRANSPORT	4
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	LAW & ORDER	7
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	CASTE POLARISTION	6
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	COMMUNAL POLARISATION	0
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	COMMUNAL POLARISATION	5
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	ELECTRICITY	3
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	WATER	4
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	ROAD	4
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	HEALTH SERVICES	5
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	EDUCATION	4
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	EMPLOYMENT GROWTH	4
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	PUBLIC TRANSPORT	3
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	LAW & ORDER	6
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	CASTE POLARISTION	4
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	COMMUNAL POLARISATION	0
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	COMMUNAL POLARISATION	5
MADHEPURA 	72	SINGHESHWAR	SUPAUL	ELECTRICITY	3
MADHEPURA 	72	SINGHESHWAR	SUPAUL	WATER	3
MADHEPURA 	72	SINGHESHWAR	SUPAUL	ROAD	6
MADHEPURA 	72	SINGHESHWAR	SUPAUL	HEALTH SERVICES	6
MADHEPURA 	72	SINGHESHWAR	SUPAUL	EDUCATION	6
MADHEPURA 	72	SINGHESHWAR	SUPAUL	EMPLOYMENT GROWTH	4
MADHEPURA 	72	SINGHESHWAR	SUPAUL	PUBLIC TRANSPORT	5
MADHEPURA 	72	SINGHESHWAR	SUPAUL	LAW & ORDER	8
MADHEPURA 	72	SINGHESHWAR	SUPAUL	CASTE POLARISTION	4
MADHEPURA 	72	SINGHESHWAR	SUPAUL	COMMUNAL POLARISATION	0
MADHEPURA 	72	SINGHESHWAR	SUPAUL	COMMUNAL POLARISATION	6
SUPAUL	42	PIPRA	SUPAUL	ELECTRICITY	4
SUPAUL	42	PIPRA	SUPAUL	WATER	4
SUPAUL	42	PIPRA	SUPAUL	ROAD	8
SUPAUL	42	PIPRA	SUPAUL	HEALTH SERVICES	7
SUPAUL	42	PIPRA	SUPAUL	EDUCATION	7
SUPAUL	42	PIPRA	SUPAUL	EMPLOYMENT GROWTH	3
SUPAUL	42	PIPRA	SUPAUL	PUBLIC TRANSPORT	5
SUPAUL	42	PIPRA	SUPAUL	LAW & ORDER	7
SUPAUL	42	PIPRA	SUPAUL	CASTE POLARISTION	4
SUPAUL	42	PIPRA	SUPAUL	COMMUNAL POLARISATION	0
SUPAUL	42	PIPRA	SUPAUL	COMMUNAL POLARISATION	7
SUPAUL	44	TRIVENIGANJ	SUPAUL	ELECTRICITY	6
SUPAUL	44	TRIVENIGANJ	SUPAUL	WATER	5
SUPAUL	44	TRIVENIGANJ	SUPAUL	ROAD	4
SUPAUL	44	TRIVENIGANJ	SUPAUL	HEALTH SERVICES	5
SUPAUL	44	TRIVENIGANJ	SUPAUL	EDUCATION	4
SUPAUL	44	TRIVENIGANJ	SUPAUL	EMPLOYMENT GROWTH	4
SUPAUL	44	TRIVENIGANJ	SUPAUL	PUBLIC TRANSPORT	3
SUPAUL	44	TRIVENIGANJ	SUPAUL	LAW & ORDER	7
SUPAUL	44	TRIVENIGANJ	SUPAUL	CASTE POLARISTION	6
SUPAUL	44	TRIVENIGANJ	SUPAUL	COMMUNAL POLARISATION	0
SUPAUL	44	TRIVENIGANJ	SUPAUL	COMMUNAL POLARISATION	6
SUPAUL	45	CHHATAPUR	SUPAUL	ELECTRICITY	3
SUPAUL	45	CHHATAPUR	SUPAUL	WATER	3
SUPAUL	45	CHHATAPUR	SUPAUL	ROAD	2
SUPAUL	45	CHHATAPUR	SUPAUL	HEALTH SERVICES	4
SUPAUL	45	CHHATAPUR	SUPAUL	EDUCATION	5
SUPAUL	45	CHHATAPUR	SUPAUL	EMPLOYMENT GROWTH	3
SUPAUL	45	CHHATAPUR	SUPAUL	PUBLIC TRANSPORT	3
SUPAUL	45	CHHATAPUR	SUPAUL	LAW & ORDER	7
SUPAUL	45	CHHATAPUR	SUPAUL	CASTE POLARISTION	5
SUPAUL	45	CHHATAPUR	SUPAUL	COMMUNAL POLARISATION	6
SUPAUL	45	CHHATAPUR	SUPAUL	COMMUNAL POLARISATION	5
SUPAUL	43	SUPAUL	SUPAUL	ELECTRICITY	6
SUPAUL	43	SUPAUL	SUPAUL	WATER	6
SUPAUL	43	SUPAUL	SUPAUL	ROAD	4
SUPAUL	43	SUPAUL	SUPAUL	HEALTH SERVICES	6
SUPAUL	43	SUPAUL	SUPAUL	EDUCATION	6
SUPAUL	43	SUPAUL	SUPAUL	EMPLOYMENT GROWTH	3
SUPAUL	43	SUPAUL	SUPAUL	PUBLIC TRANSPORT	4
SUPAUL	43	SUPAUL	SUPAUL	LAW & ORDER	7
SUPAUL	43	SUPAUL	SUPAUL	CASTE POLARISTION	3
SUPAUL	43	SUPAUL	SUPAUL	COMMUNAL POLARISATION	0
SUPAUL	43	SUPAUL	SUPAUL	COMMUNAL POLARISATION	6
ARARIA	46	NARPATGANJ	ARARIA	ELECTRICITY	4
ARARIA	46	NARPATGANJ	ARARIA	WATER	6
ARARIA	46	NARPATGANJ	ARARIA	ROAD	6
ARARIA	46	NARPATGANJ	ARARIA	HEALTH SERVICES	3
ARARIA	46	NARPATGANJ	ARARIA	EDUCATION	6
ARARIA	46	NARPATGANJ	ARARIA	EMPLOYMENT GROWTH	4
ARARIA	46	NARPATGANJ	ARARIA	PUBLIC TRANSPORT	3
ARARIA	46	NARPATGANJ	ARARIA	LAW & ORDER	5
ARARIA	46	NARPATGANJ	ARARIA	CASTE POLARISTION	4
ARARIA	46	NARPATGANJ	ARARIA	COMMUNAL POLARISATION	7
ARARIA	46	NARPATGANJ	ARARIA	COMMUNAL POLARISATION	5
ARARIA	48	FORBESGANJ	ARARIA	ELECTRICITY	4
ARARIA	48	FORBESGANJ	ARARIA	WATER	5
ARARIA	48	FORBESGANJ	ARARIA	ROAD	4
ARARIA	48	FORBESGANJ	ARARIA	HEALTH SERVICES	5
ARARIA	48	FORBESGANJ	ARARIA	EDUCATION	6
ARARIA	48	FORBESGANJ	ARARIA	EMPLOYMENT GROWTH	2
ARARIA	48	FORBESGANJ	ARARIA	PUBLIC TRANSPORT	3
ARARIA	48	FORBESGANJ	ARARIA	LAW & ORDER	6
ARARIA	48	FORBESGANJ	ARARIA	CASTE POLARISTION	4
ARARIA	48	FORBESGANJ	ARARIA	COMMUNAL POLARISATION	7
ARARIA	48	FORBESGANJ	ARARIA	COMMUNAL POLARISATION	5
ARARIA	50	JOKIHAT	ARARIA	ELECTRICITY	6
ARARIA	50	JOKIHAT	ARARIA	WATER	5
ARARIA	50	JOKIHAT	ARARIA	ROAD	8
ARARIA	50	JOKIHAT	ARARIA	HEALTH SERVICES	6
ARARIA	50	JOKIHAT	ARARIA	EDUCATION	6
ARARIA	50	JOKIHAT	ARARIA	EMPLOYMENT GROWTH	3
ARARIA	50	JOKIHAT	ARARIA	PUBLIC TRANSPORT	8
ARARIA	50	JOKIHAT	ARARIA	LAW & ORDER	6
ARARIA	50	JOKIHAT	ARARIA	CASTE POLARISTION	4
ARARIA	50	JOKIHAT	ARARIA	COMMUNAL POLARISATION	8
ARARIA	50	JOKIHAT	ARARIA	COMMUNAL POLARISATION	5
KISHANGANJ	54	KISHANGANJ	KISHANGANJ	ELECTRICITY	6
KISHANGANJ	54	KISHANGANJ	KISHANGANJ	WATER	5
KISHANGANJ	54	KISHANGANJ	KISHANGANJ	ROAD	4
KISHANGANJ	54	KISHANGANJ	KISHANGANJ	HEALTH SERVICES	6
KISHANGANJ	54	KISHANGANJ	KISHANGANJ	EDUCATION	4
KISHANGANJ	54	KISHANGANJ	KISHANGANJ	EMPLOYMENT GROWTH	4
KISHANGANJ	54	KISHANGANJ	KISHANGANJ	PUBLIC TRANSPORT	4
KISHANGANJ	54	KISHANGANJ	KISHANGANJ	LAW & ORDER	7
KISHANGANJ	54	KISHANGANJ	KISHANGANJ	CASTE POLARISTION	4
KISHANGANJ	54	KISHANGANJ	KISHANGANJ	COMMUNAL POLARISATION	7
KISHANGANJ	54	KISHANGANJ	KISHANGANJ	COMMUNAL POLARISATION	5
KISHANGANJ	53	THAKURGANJ	KISHANGANJ	ELECTRICITY	6
KISHANGANJ	53	THAKURGANJ	KISHANGANJ	WATER	5
KISHANGANJ	53	THAKURGANJ	KISHANGANJ	ROAD	7
KISHANGANJ	53	THAKURGANJ	KISHANGANJ	HEALTH SERVICES	5
KISHANGANJ	53	THAKURGANJ	KISHANGANJ	EDUCATION	4
KISHANGANJ	53	THAKURGANJ	KISHANGANJ	EMPLOYMENT GROWTH	4
KISHANGANJ	53	THAKURGANJ	KISHANGANJ	PUBLIC TRANSPORT	7
KISHANGANJ	53	THAKURGANJ	KISHANGANJ	LAW & ORDER	7
KISHANGANJ	53	THAKURGANJ	KISHANGANJ	CASTE POLARISTION	4
KISHANGANJ	53	THAKURGANJ	KISHANGANJ	COMMUNAL POLARISATION	7
KISHANGANJ	53	THAKURGANJ	KISHANGANJ	COMMUNAL POLARISATION	5
KISHANGANJ	52	BAHADURGANJ	KISHANGANJ	ELECTRICITY	5
KISHANGANJ	52	BAHADURGANJ	KISHANGANJ	WATER	4
KISHANGANJ	52	BAHADURGANJ	KISHANGANJ	ROAD	4
KISHANGANJ	52	BAHADURGANJ	KISHANGANJ	HEALTH SERVICES	6
KISHANGANJ	52	BAHADURGANJ	KISHANGANJ	EDUCATION	5
KISHANGANJ	52	BAHADURGANJ	KISHANGANJ	EMPLOYMENT GROWTH	4
KISHANGANJ	52	BAHADURGANJ	KISHANGANJ	PUBLIC TRANSPORT	7
KISHANGANJ	52	BAHADURGANJ	KISHANGANJ	LAW & ORDER	7
KISHANGANJ	52	BAHADURGANJ	KISHANGANJ	CASTE POLARISTION	4
KISHANGANJ	52	BAHADURGANJ	KISHANGANJ	COMMUNAL POLARISATION	7
KISHANGANJ	52	BAHADURGANJ	KISHANGANJ	COMMUNAL POLARISATION	6
MADHEPURA 	73	MADHEPURA	MADHEPURA	ELECTRICITY	5
MADHEPURA 	73	MADHEPURA	MADHEPURA	WATER	6
MADHEPURA 	73	MADHEPURA	MADHEPURA	ROAD	6
MADHEPURA 	73	MADHEPURA	MADHEPURA	HEALTH SERVICES	7
MADHEPURA 	73	MADHEPURA	MADHEPURA	EDUCATION	7
MADHEPURA 	73	MADHEPURA	MADHEPURA	EMPLOYMENT GROWTH	6
MADHEPURA 	73	MADHEPURA	MADHEPURA	PUBLIC TRANSPORT	4
MADHEPURA 	73	MADHEPURA	MADHEPURA	LAW & ORDER	7
MADHEPURA 	73	MADHEPURA	MADHEPURA	CASTE POLARISTION	6
MADHEPURA 	73	MADHEPURA	MADHEPURA	COMMUNAL POLARISATION	2
MADHEPURA 	73	MADHEPURA	MADHEPURA	COMMUNAL POLARISATION	6
SAHARSA	77	MAHISHI	MADHEPURA	ELECTRICITY	4
SAHARSA	77	MAHISHI	MADHEPURA	WATER	4
SAHARSA	77	MAHISHI	MADHEPURA	ROAD	4
SAHARSA	77	MAHISHI	MADHEPURA	HEALTH SERVICES	6
SAHARSA	77	MAHISHI	MADHEPURA	EDUCATION	7
SAHARSA	77	MAHISHI	MADHEPURA	EMPLOYMENT GROWTH	4
SAHARSA	77	MAHISHI	MADHEPURA	PUBLIC TRANSPORT	4
SAHARSA	77	MAHISHI	MADHEPURA	LAW & ORDER	7
SAHARSA	77	MAHISHI	MADHEPURA	CASTE POLARISTION	6
SAHARSA	77	MAHISHI	MADHEPURA	COMMUNAL POLARISATION	2
SAHARSA	77	MAHISHI	MADHEPURA	COMMUNAL POLARISATION	5
ARARIA	49	ARARIA	ARARIA	ELECTRICITY	4
ARARIA	49	ARARIA	ARARIA	WATER	6
ARARIA	49	ARARIA	ARARIA	ROAD	6
ARARIA	49	ARARIA	ARARIA	HEALTH SERVICES	6
ARARIA	49	ARARIA	ARARIA	EDUCATION	6
ARARIA	49	ARARIA	ARARIA	EMPLOYMENT GROWTH	3
ARARIA	49	ARARIA	ARARIA	PUBLIC TRANSPORT	6
ARARIA	49	ARARIA	ARARIA	LAW & ORDER	5
ARARIA	49	ARARIA	ARARIA	CASTE POLARISTION	4
ARARIA	49	ARARIA	ARARIA	COMMUNAL POLARISATION	7
ARARIA	49	ARARIA	ARARIA	COMMUNAL POLARISATION	6
ARARIA	47	RANIGANJ	ARARIA	ELECTRICITY	4
ARARIA	47	RANIGANJ	ARARIA	WATER	6
ARARIA	47	RANIGANJ	ARARIA	ROAD	5
ARARIA	47	RANIGANJ	ARARIA	HEALTH SERVICES	6
ARARIA	47	RANIGANJ	ARARIA	EDUCATION	7
ARARIA	47	RANIGANJ	ARARIA	EMPLOYMENT GROWTH	4
ARARIA	47	RANIGANJ	ARARIA	PUBLIC TRANSPORT	3
ARARIA	47	RANIGANJ	ARARIA	LAW & ORDER	7
ARARIA	47	RANIGANJ	ARARIA	CASTE POLARISTION	4
ARARIA	47	RANIGANJ	ARARIA	COMMUNAL POLARISATION	2
ARARIA	47	RANIGANJ	ARARIA	COMMUNAL POLARISATION	6
ARARIA	51	SIKTI	ARARIA	ELECTRICITY	3
ARARIA	51	SIKTI	ARARIA	WATER	4
ARARIA	51	SIKTI	ARARIA	ROAD	4
ARARIA	51	SIKTI	ARARIA	HEALTH SERVICES	5
ARARIA	51	SIKTI	ARARIA	EDUCATION	7
ARARIA	51	SIKTI	ARARIA	EMPLOYMENT GROWTH	3
ARARIA	51	SIKTI	ARARIA	PUBLIC TRANSPORT	4
ARARIA	51	SIKTI	ARARIA	LAW & ORDER	6
ARARIA	51	SIKTI	ARARIA	CASTE POLARISTION	4
ARARIA	51	SIKTI	ARARIA	COMMUNAL POLARISATION	4
ARARIA	51	SIKTI	ARARIA	COMMUNAL POLARISATION	5
ARWAL 	214	ARWAL	JAHANABAD	ELECTRICITY	4
ARWAL 	214	ARWAL	JAHANABAD	WATER	7
ARWAL 	214	ARWAL	JAHANABAD	ROAD	6
ARWAL 	214	ARWAL	JAHANABAD	HEALTH SERVICES	3
ARWAL 	214	ARWAL	JAHANABAD	EDUCATION	4
ARWAL 	214	ARWAL	JAHANABAD	EMPLOYMENT GROWTH	3
ARWAL 	214	ARWAL	JAHANABAD	PUBLIC TRANSPORT	5
ARWAL 	214	ARWAL	JAHANABAD	LAW & ORDER	6
ARWAL 	214	ARWAL	JAHANABAD	CASTE POLARISTION	9
ARWAL 	214	ARWAL	JAHANABAD	COMMUNAL POLARISATION	0
ARWAL 	214	ARWAL	JAHANABAD	COMMUNAL POLARISATION	4
GAYA	233	ATRI	JAHANABAD	ELECTRICITY	3
GAYA	233	ATRI	JAHANABAD	WATER	4
GAYA	233	ATRI	JAHANABAD	ROAD	5
GAYA	233	ATRI	JAHANABAD	HEALTH SERVICES	3
GAYA	233	ATRI	JAHANABAD	EDUCATION	4
GAYA	233	ATRI	JAHANABAD	EMPLOYMENT GROWTH	3
GAYA	233	ATRI	JAHANABAD	PUBLIC TRANSPORT	5
GAYA	233	ATRI	JAHANABAD	LAW & ORDER	5
GAYA	233	ATRI	JAHANABAD	CASTE POLARISTION	8
GAYA	233	ATRI	JAHANABAD	COMMUNAL POLARISATION	0
GAYA	233	ATRI	JAHANABAD	COMMUNAL POLARISATION	3
GAYA	228	BARACHATTI	GAYA	ELECTRICITY	3
GAYA	228	BARACHATTI	GAYA	WATER	4
GAYA	228	BARACHATTI	GAYA	ROAD	6
GAYA	228	BARACHATTI	GAYA	HEALTH SERVICES	3
GAYA	228	BARACHATTI	GAYA	EDUCATION	4
GAYA	228	BARACHATTI	GAYA	EMPLOYMENT GROWTH	3
GAYA	228	BARACHATTI	GAYA	PUBLIC TRANSPORT	6
GAYA	228	BARACHATTI	GAYA	LAW & ORDER	4
GAYA	228	BARACHATTI	GAYA	CASTE POLARISTION	8
GAYA	228	BARACHATTI	GAYA	COMMUNAL POLARISATION	0
GAYA	228	BARACHATTI	GAYA	COMMUNAL POLARISATION	4
GAYA	232	BELAGANJ	GAYA	ELECTRICITY	7
GAYA	232	BELAGANJ	GAYA	WATER	5
GAYA	232	BELAGANJ	GAYA	ROAD	6
