District	Assembly_Id	Assembly_Name	Parliamentary_Name	Caste_Name	Caste_Population	Caste_Party_Support_Percent	Party	Caste_Percent
MUZAFFARPUR 	96	BARURAJ	VAISHALI	NUNIA	20000	40	JD(U)+	9.803921569
MUZAFFARPUR 	96	BARURAJ	VAISHALI	MUSLIM	18000		JD(U)+	8.823529412
MUZAFFARPUR 	96	BARURAJ	VAISHALI	BHUMIHAR	16000	60	JD(U)+	7.843137255
MUZAFFARPUR 	96	BARURAJ	VAISHALI	VAISHIYA	30000	10	RJD	14.70588235
MUZAFFARPUR 	96	BARURAJ	VAISHALI	RAJPUT	26000	10	RJD	12.74509804
MUZAFFARPUR 	96	BARURAJ	VAISHALI	YADAV	25000	80	RJD	12.25490196
MUZAFFARPUR 	96	BARURAJ	VAISHALI	SC	25000	50	RJD	12.25490196
MUZAFFARPUR 	96	BARURAJ	VAISHALI	NUNIA	20000	40	RJD	9.803921569
MUZAFFARPUR 	96	BARURAJ	VAISHALI	MUSLIM	18000	45	RJD	8.823529412
MUZAFFARPUR 	96	BARURAJ	VAISHALI	BHUMIHAR	16000	10	RJD	7.843137255
MUZAFFARPUR 	96	BARURAJ	VAISHALI	VAISHIYA	30000	20	INC	14.70588235
MUZAFFARPUR 	96	BARURAJ	VAISHALI	RAJPUT	26000	20	INC	12.74509804
MUZAFFARPUR 	96	BARURAJ	VAISHALI	YADAV	25000	10	INC	12.25490196
MUZAFFARPUR 	96	BARURAJ	VAISHALI	SC	25000	40	INC	12.25490196
MUZAFFARPUR 	96	BARURAJ	VAISHALI	NUNIA	20000	20	INC	9.803921569
MUZAFFARPUR 	96	BARURAJ	VAISHALI	MUSLIM	18000	50	INC	8.823529412
MUZAFFARPUR 	96	BARURAJ	VAISHALI	BHUMIHAR	16000	30	INC	7.843137255
MUZAFFARPUR 	96	BARURAJ	VAISHALI	VAISHIYA	30000		LJP	14.70588235
MUZAFFARPUR 	96	BARURAJ	VAISHALI	RAJPUT	26000		LJP	12.74509804
MUZAFFARPUR 	96	BARURAJ	VAISHALI	YADAV	25000		LJP	12.25490196
MUZAFFARPUR 	96	BARURAJ	VAISHALI	SC	25000		LJP	12.25490196
MUZAFFARPUR 	96	BARURAJ	VAISHALI	NUNIA	20000		LJP	9.803921569
MUZAFFARPUR 	96	BARURAJ	VAISHALI	MUSLIM	18000		LJP	8.823529412
MUZAFFARPUR 	96	BARURAJ	VAISHALI	BHUMIHAR	16000		LJP	7.843137255
MUZAFFARPUR 	96	BARURAJ	VAISHALI	VAISHIYA	30000		OTHERS	14.70588235
MUZAFFARPUR 	96	BARURAJ	VAISHALI	RAJPUT	26000		OTHERS	12.74509804
MUZAFFARPUR 	96	BARURAJ	VAISHALI	YADAV	25000		OTHERS	12.25490196
MUZAFFARPUR 	96	BARURAJ	VAISHALI	SC	25000		OTHERS	12.25490196
MUZAFFARPUR 	96	BARURAJ	VAISHALI	NUNIA	20000		OTHERS	9.803921569
MUZAFFARPUR 	96	BARURAJ	VAISHALI	MUSLIM	18000		OTHERS	8.823529412
MUZAFFARPUR 	96	BARURAJ	VAISHALI	BHUMIHAR	16000		OTHERS	7.843137255
MUZAFFARPUR 	97	PAROO	VAISHALI	BHUMIHAR	36000	45	JD(U)+	16.23083859
MUZAFFARPUR 	97	PAROO	VAISHALI	SC	35000	30	JD(U)+	15.77998197
MUZAFFARPUR 	97	PAROO	VAISHALI	YADAV	28000	10	JD(U)+	12.62398557
MUZAFFARPUR 	97	PAROO	VAISHALI	RAJPUT	25000	70	JD(U)+	11.27141569
MUZAFFARPUR 	97	PAROO	VAISHALI	MALLAHA	18000	40	JD(U)+	8.115419297
MUZAFFARPUR 	97	PAROO	VAISHALI	MUSLIM 	16000	5	JD(U)+	7.213706041
MUZAFFARPUR 	97	PAROO	VAISHALI	VAISHIYA	16000	70	JD(U)+	7.213706041
MUZAFFARPUR 	97	PAROO	VAISHALI	BHUMIHAR	36000	10	RJD	16.23083859
MUZAFFARPUR 	97	PAROO	VAISHALI	SC	35000	40	RJD	15.77998197
MUZAFFARPUR 	97	PAROO	VAISHALI	YADAV	28000	70	RJD	12.62398557
MUZAFFARPUR 	97	PAROO	VAISHALI	RAJPUT	25000	10	RJD	11.27141569
MUZAFFARPUR 	97	PAROO	VAISHALI	MALLAHA	18000	40	RJD	8.115419297
MUZAFFARPUR 	97	PAROO	VAISHALI	MUSLIM 	16000	45	RJD	7.213706041
MUZAFFARPUR 	97	PAROO	VAISHALI	VAISHIYA	16000	10	RJD	7.213706041
MUZAFFARPUR 	97	PAROO	VAISHALI	BHUMIHAR	36000	40	INC	16.23083859
MUZAFFARPUR 	97	PAROO	VAISHALI	SC	35000	30	INC	15.77998197
MUZAFFARPUR 	97	PAROO	VAISHALI	YADAV	28000	10	INC	12.62398557
MUZAFFARPUR 	97	PAROO	VAISHALI	RAJPUT	25000	15	INC	11.27141569
MUZAFFARPUR 	97	PAROO	VAISHALI	MALLAHA	18000	10	INC	8.115419297
MUZAFFARPUR 	97	PAROO	VAISHALI	MUSLIM 	16000	45	INC	7.213706041
MUZAFFARPUR 	97	PAROO	VAISHALI	VAISHIYA	16000	10	INC	7.213706041
MUZAFFARPUR 	97	PAROO	VAISHALI	BHUMIHAR	36000		LJP	16.23083859
MUZAFFARPUR 	97	PAROO	VAISHALI	SC	35000		LJP	15.77998197
MUZAFFARPUR 	97	PAROO	VAISHALI	YADAV	28000		LJP	12.62398557
MUZAFFARPUR 	97	PAROO	VAISHALI	RAJPUT	25000		LJP	11.27141569
MUZAFFARPUR 	97	PAROO	VAISHALI	MALLAHA	18000		LJP	8.115419297
MUZAFFARPUR 	97	PAROO	VAISHALI	MUSLIM 	16000		LJP	7.213706041
MUZAFFARPUR 	97	PAROO	VAISHALI	VAISHIYA	16000		LJP	7.213706041
MUZAFFARPUR 	97	PAROO	VAISHALI	BHUMIHAR	36000		OTHERS	16.23083859
MUZAFFARPUR 	97	PAROO	VAISHALI	SC	35000		OTHERS	15.77998197
MUZAFFARPUR 	97	PAROO	VAISHALI	YADAV	28000		OTHERS	12.62398557
MUZAFFARPUR 	97	PAROO	VAISHALI	RAJPUT	25000		OTHERS	11.27141569
MUZAFFARPUR 	97	PAROO	VAISHALI	MALLAHA	18000		OTHERS	8.115419297
MUZAFFARPUR 	97	PAROO	VAISHALI	MUSLIM 	16000		OTHERS	7.213706041
MUZAFFARPUR 	97	PAROO	VAISHALI	VAISHIYA	16000		OTHERS	7.213706041
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	YADAV	30000	10	JD(U)+	14.07129456
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	SC	28000	20	JD(U)+	13.13320826
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	BHUMIHAR	25000	40	JD(U)+	11.7260788
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	RAJPUT	22000	70	JD(U)+	10.31894934
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	MALLAHA	20000	40	JD(U)+	9.380863039
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	MUSLIM	16000	5	JD(U)+	7.504690432
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	VAISHIYA	15000	70	JD(U)+	7.03564728
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	YADAV	30000	80	RJD	14.07129456
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	SC	28000	40	RJD	13.13320826
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	BHUMIHAR	25000	20	RJD	11.7260788
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	RAJPUT	22000	10	RJD	10.31894934
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	MALLAHA	20000	40	RJD	9.380863039
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	MUSLIM	16000	50	RJD	7.504690432
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	VAISHIYA	15000	10	RJD	7.03564728
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	YADAV	30000	10	INC	14.07129456
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	SC	28000	40	INC	13.13320826
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	BHUMIHAR	25000	40	INC	11.7260788
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	RAJPUT	22000	20	INC	10.31894934
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	MALLAHA	20000	20	INC	9.380863039
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	MUSLIM	16000	40	INC	7.504690432
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	VAISHIYA	15000	20	INC	7.03564728
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	YADAV	30000		LJP	14.07129456
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	SC	28000		LJP	13.13320826
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	BHUMIHAR	25000		LJP	11.7260788
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	RAJPUT	22000		LJP	10.31894934
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	MALLAHA	20000		LJP	9.380863039
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	MUSLIM	16000		LJP	7.504690432
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	VAISHIYA	15000		LJP	7.03564728
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	YADAV	30000		OTHERS	14.07129456
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	SC	28000		OTHERS	13.13320826
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	BHUMIHAR	25000		OTHERS	11.7260788
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	RAJPUT	22000		OTHERS	10.31894934
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	MALLAHA	20000		OTHERS	9.380863039
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	MUSLIM	16000		OTHERS	7.504690432
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	VAISHIYA	15000		OTHERS	7.03564728
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	KUSHWAHA	45000	50	RJD	18.34787572
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	BHUMIHAR	40000	10	RJD	16.30922287
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	PASWAN	35000	60	RJD	14.27057001
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	YADAV	22000	70	RJD	8.970072576
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	MUSLIM 	20000	40	RJD	8.154611433
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	SEHNI	20000	10	RJD	8.154611433
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	BC	50000	15	RJD	20.38652858
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	KUSHWAHA	45000	30	JD(U)+	18.34787572
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	BHUMIHAR	40000	60	JD(U)+	16.30922287
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	PASWAN	35000	10	JD(U)+	14.27057001
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	YADAV	22000	10	JD(U)+	8.970072576
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	MUSLIM 	20000	5	JD(U)+	8.154611433
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	SEHNI	20000	60	JD(U)+	8.154611433
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	BC	50000	60	JD(U)+	20.38652858
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	KUSHWAHA	45000	20	INC	18.34787572
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	BHUMIHAR	40000	30	INC	16.30922287
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	PASWAN	35000	20	INC	14.27057001
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	YADAV	22000	10	INC	8.970072576
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	MUSLIM 	20000	50	INC	8.154611433
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	SEHNI	20000	20	INC	8.154611433
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	BC	50000	20	INC	20.38652858
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	KUSHWAHA	45000		LJP	18.34787572
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	BHUMIHAR	40000		LJP	16.30922287
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	PASWAN	35000		LJP	14.27057001
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	YADAV	22000		LJP	8.970072576
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	MUSLIM 	20000		LJP	8.154611433
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	SEHNI	20000		LJP	8.154611433
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	BC	50000		LJP	20.38652858
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	KUSHWAHA	45000		OTHERS	18.34787572
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	BHUMIHAR	40000		OTHERS	16.30922287
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	PASWAN	35000		OTHERS	14.27057001
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	YADAV	22000		OTHERS	8.970072576
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	MUSLIM 	20000		OTHERS	8.154611433
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	SEHNI	20000		OTHERS	8.154611433
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	BC	50000		OTHERS	20.38652858
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	KUSHWAHA	50000	40	LJP	20.84453727
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	BRAHMIN	35000	10	LJP	14.59117609
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	SEHNI	27000	30	LJP	11.25605013
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	MUSLIM 	24000	45	LJP	10.00537789
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	YADAV	27000	70	LJP	11.25605013
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	RAJPUT	19000	10	LJP	7.920924163
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	PASWAN	34000	70	LJP	14.17428535
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	KUSHWAHA	50000	30	JD(U)+	20.84453727
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	BRAHMIN	35000	50	JD(U)+	14.59117609
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	SEHNI	27000	50	JD(U)+	11.25605013
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	MUSLIM 	24000	5	JD(U)+	10.00537789
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	YADAV	27000	10	JD(U)+	11.25605013
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	RAJPUT	19000	80	JD(U)+	7.920924163
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	PASWAN	34000	10	JD(U)+	14.17428535
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	KUSHWAHA	50000	20	INC	20.84453727
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	BRAHMIN	35000	30	INC	14.59117609
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	SEHNI	27000	20	INC	11.25605013
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	MUSLIM 	24000	45	INC	10.00537789
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	YADAV	27000	10	INC	11.25605013
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	RAJPUT	19000	10	INC	7.920924163
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	PASWAN	34000	10	INC	14.17428535
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	KUSHWAHA	50000		LJP	20.84453727
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	BRAHMIN	35000		LJP	14.59117609
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	SEHNI	27000		LJP	11.25605013
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	MUSLIM 	24000		LJP	10.00537789
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	YADAV	27000		LJP	11.25605013
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	RAJPUT	19000		LJP	7.920924163
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	PASWAN	34000		LJP	14.17428535
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	KUSHWAHA	50000		OTHERS	20.84453727
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	BRAHMIN	35000		OTHERS	14.59117609
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	SEHNI	27000		OTHERS	11.25605013
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	MUSLIM 	24000		OTHERS	10.00537789
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	YADAV	27000		OTHERS	11.25605013
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	RAJPUT	19000		OTHERS	7.920924163
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	PASWAN	34000		OTHERS	14.17428535
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	KUSHWAHA	35000	30	JD(U)+	16.61799967
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	MUSLIM 	20000	5	JD(U)+	9.49599981
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	VAISHIYA	30000	70	JD(U)+	14.24399972
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	RAJPUT	26000	70	JD(U)+	12.34479975
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	YADAV	26000	5	JD(U)+	12.34479975
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	PASWAN	28000	10	JD(U)+	13.29439973
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	BC	38000	65	JD(U)+	18.04239964
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	KUSHWAHA	35000	40	RJD	16.61799967
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	MUSLIM 	20000	50	RJD	9.49599981
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	VAISHIYA	30000	10	RJD	14.24399972
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	RAJPUT	26000	10	RJD	12.34479975
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	YADAV	26000	80	RJD	12.34479975
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	PASWAN	28000	70	RJD	13.29439973
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	BC	38000	10	RJD	18.04239964
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	KUSHWAHA	35000	20	INC	16.61799967
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	MUSLIM 	20000	45	INC	9.49599981
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	VAISHIYA	30000	15	INC	14.24399972
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	RAJPUT	26000	20	INC	12.34479975
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	YADAV	26000	5	INC	12.34479975
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	PASWAN	28000	10	INC	13.29439973
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	BC	38000	25	INC	18.04239964
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	KUSHWAHA	35000		LJP	16.61799967
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	MUSLIM 	20000		LJP	9.49599981
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	VAISHIYA	30000		LJP	14.24399972
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	RAJPUT	26000		LJP	12.34479975
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	YADAV	26000		LJP	12.34479975
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	PASWAN	28000		LJP	13.29439973
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	BC	38000		LJP	18.04239964
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	KUSHWAHA	35000		OTHERS	16.61799967
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	MUSLIM 	20000		OTHERS	9.49599981
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	VAISHIYA	30000		OTHERS	14.24399972
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	RAJPUT	26000		OTHERS	12.34479975
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	YADAV	26000		OTHERS	12.34479975
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	PASWAN	28000		OTHERS	13.29439973
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	BC	38000		OTHERS	18.04239964
SAMASTIPUR	134	UJIARPUR	UJIARPUR	KUSHWAHA	40000		NEW SEAT	18.03955172
SAMASTIPUR	134	UJIARPUR	UJIARPUR	YADAV	30000		NEW SEAT	13.52966379
SAMASTIPUR	134	UJIARPUR	UJIARPUR	BHUMIHAR	25000		NEW SEAT	11.27471982
SAMASTIPUR	134	UJIARPUR	UJIARPUR	MALLAHA	20000		NEW SEAT	9.019775859
SAMASTIPUR	134	UJIARPUR	UJIARPUR	BC	40000		NEW SEAT	18.03955172
SAMASTIPUR	134	UJIARPUR	UJIARPUR	PASWAN	25000		NEW SEAT	11.27471982
SAMASTIPUR	134	UJIARPUR	UJIARPUR	BRAHMIN	30000		NEW SEAT	13.52966379
SAMASTIPUR	134	UJIARPUR	UJIARPUR	KUSHWAHA	40000	35	JD(U)+	18.03955172
SAMASTIPUR	134	UJIARPUR	UJIARPUR	YADAV	30000	10	JD(U)+	13.52966379
SAMASTIPUR	134	UJIARPUR	UJIARPUR	BHUMIHAR	25000	60	JD(U)+	11.27471982
SAMASTIPUR	134	UJIARPUR	UJIARPUR	MALLAHA	20000	50	JD(U)+	9.019775859
SAMASTIPUR	134	UJIARPUR	UJIARPUR	BC	40000	60	JD(U)+	18.03955172
SAMASTIPUR	134	UJIARPUR	UJIARPUR	PASWAN	25000	10	JD(U)+	11.27471982
SAMASTIPUR	134	UJIARPUR	UJIARPUR	BRAHMIN	30000	60	JD(U)+	13.52966379
SAMASTIPUR	134	UJIARPUR	UJIARPUR	KUSHWAHA	40000	50	RJD	18.03955172
SAMASTIPUR	134	UJIARPUR	UJIARPUR	YADAV	30000	70	RJD	13.52966379
SAMASTIPUR	134	UJIARPUR	UJIARPUR	BHUMIHAR	25000	10	RJD	11.27471982
SAMASTIPUR	134	UJIARPUR	UJIARPUR	MALLAHA	20000	30	RJD	9.019775859
SAMASTIPUR	134	UJIARPUR	UJIARPUR	BC	40000	10	RJD	18.03955172
SAMASTIPUR	134	UJIARPUR	UJIARPUR	PASWAN	25000	70	RJD	11.27471982
SAMASTIPUR	134	UJIARPUR	UJIARPUR	BRAHMIN	30000	10	RJD	13.52966379
SAMASTIPUR	134	UJIARPUR	UJIARPUR	KUSHWAHA	40000	10	INC	18.03955172
SAMASTIPUR	134	UJIARPUR	UJIARPUR	YADAV	30000	10	INC	13.52966379
SAMASTIPUR	134	UJIARPUR	UJIARPUR	BHUMIHAR	25000	30	INC	11.27471982
SAMASTIPUR	134	UJIARPUR	UJIARPUR	MALLAHA	20000	20	INC	9.019775859
SAMASTIPUR	134	UJIARPUR	UJIARPUR	BC	40000	25	INC	18.03955172
SAMASTIPUR	134	UJIARPUR	UJIARPUR	PASWAN	25000	10	INC	11.27471982
SAMASTIPUR	134	UJIARPUR	UJIARPUR	BRAHMIN	30000	30	INC	13.52966379
SAMASTIPUR	134	UJIARPUR	UJIARPUR	KUSHWAHA	40000	5	OTHERS	18.03955172
SAMASTIPUR	134	UJIARPUR	UJIARPUR	YADAV	30000	5	OTHERS	13.52966379
SAMASTIPUR	134	UJIARPUR	UJIARPUR	BHUMIHAR	25000		OTHERS	11.27471982
SAMASTIPUR	134	UJIARPUR	UJIARPUR	MALLAHA	20000		OTHERS	9.019775859
SAMASTIPUR	134	UJIARPUR	UJIARPUR	BC	40000	5	OTHERS	18.03955172
SAMASTIPUR	134	UJIARPUR	UJIARPUR	PASWAN	25000	5	OTHERS	11.27471982
SAMASTIPUR	134	UJIARPUR	UJIARPUR	BRAHMIN	30000		OTHERS	13.52966379
SAMASTIPUR	135	MORWA	UJIARPUR	KUSHWAHA	38000		NEW SEAT	19.55567449
SAMASTIPUR	135	MORWA	UJIARPUR	YADAV	30000		NEW SEAT	15.43869039
SAMASTIPUR	135	MORWA	UJIARPUR	SEHNI	28000		NEW SEAT	14.40944436
SAMASTIPUR	135	MORWA	UJIARPUR	MUSLIM 	20000		NEW SEAT	10.29246026
SAMASTIPUR	135	MORWA	UJIARPUR	BRAHMIN	23000		NEW SEAT	11.8363293
SAMASTIPUR	135	MORWA	UJIARPUR	PASWAN	20000		NEW SEAT	10.29246026
SAMASTIPUR	135	MORWA	UJIARPUR	BC	30000		NEW SEAT	15.43869039
SAMASTIPUR	135	MORWA	UJIARPUR	KUSHWAHA	38000	40	JD(U)+	19.55567449
SAMASTIPUR	135	MORWA	UJIARPUR	YADAV	30000	10	JD(U)+	15.43869039
SAMASTIPUR	135	MORWA	UJIARPUR	SEHNI	28000	50	JD(U)+	14.40944436
SAMASTIPUR	135	MORWA	UJIARPUR	MUSLIM 	20000	5	JD(U)+	10.29246026
SAMASTIPUR	135	MORWA	UJIARPUR	BRAHMIN	23000	80	JD(U)+	11.8363293
SAMASTIPUR	135	MORWA	UJIARPUR	PASWAN	20000	10	JD(U)+	10.29246026
SAMASTIPUR	135	MORWA	UJIARPUR	BC	30000	70	JD(U)+	15.43869039
SAMASTIPUR	135	MORWA	UJIARPUR	KUSHWAHA	38000	50	RJD	19.55567449
SAMASTIPUR	135	MORWA	UJIARPUR	YADAV	30000	80	RJD	15.43869039
SAMASTIPUR	135	MORWA	UJIARPUR	SEHNI	28000	30	RJD	14.40944436
SAMASTIPUR	135	MORWA	UJIARPUR	MUSLIM 	20000	40	RJD	10.29246026
SAMASTIPUR	135	MORWA	UJIARPUR	BRAHMIN	23000	10	RJD	11.8363293
SAMASTIPUR	135	MORWA	UJIARPUR	PASWAN	20000	70	RJD	10.29246026
SAMASTIPUR	135	MORWA	UJIARPUR	BC	30000	10	RJD	15.43869039
SAMASTIPUR	135	MORWA	UJIARPUR	KUSHWAHA	38000	10	INC	19.55567449
SAMASTIPUR	135	MORWA	UJIARPUR	YADAV	30000	10	INC	15.43869039
SAMASTIPUR	135	MORWA	UJIARPUR	SEHNI	28000	20	INC	14.40944436
SAMASTIPUR	135	MORWA	UJIARPUR	MUSLIM 	20000	50	INC	10.29246026
SAMASTIPUR	135	MORWA	UJIARPUR	BRAHMIN	23000	10	INC	11.8363293
SAMASTIPUR	135	MORWA	UJIARPUR	PASWAN	20000	10	INC	10.29246026
SAMASTIPUR	135	MORWA	UJIARPUR	BC	30000	10	INC	15.43869039
SAMASTIPUR	135	MORWA	UJIARPUR	KUSHWAHA	38000		OTHERS	19.55567449
SAMASTIPUR	135	MORWA	UJIARPUR	YADAV	30000		OTHERS	15.43869039
SAMASTIPUR	135	MORWA	UJIARPUR	SEHNI	28000		OTHERS	14.40944436
SAMASTIPUR	135	MORWA	UJIARPUR	MUSLIM 	20000		OTHERS	10.29246026
SAMASTIPUR	135	MORWA	UJIARPUR	BRAHMIN	23000		OTHERS	11.8363293
