Assembly_Id	District	Assembly_Name	Parliamentary_Name	Party	PARTY_PARAMETER	PARTY_PARAMETER_SCORE
131	#REF!	KALYANPUR	SAMASTIPUR	LJP	BOOTH MANAGEMENT OF PARTY	7
131	#REF!	KALYANPUR	SAMASTIPUR	OTHERS	PARTY ORGANISATION	
131	#REF!	KALYANPUR	SAMASTIPUR	OTHERS	LOCAL LEADERS UNITY/COORDINATION	
131	#REF!	KALYANPUR	SAMASTIPUR	OTHERS	BOOTH MANAGEMENT OF PARTY	
132	#REF!	WARISNAGAR	SAMASTIPUR	LJP	PARTY ORGANISATION	6
132	#REF!	WARISNAGAR	SAMASTIPUR	LJP	LOCAL LEADERS UNITY/COORDINATION	7
132	#REF!	WARISNAGAR	SAMASTIPUR	LJP	BOOTH MANAGEMENT OF PARTY	6
132	#REF!	WARISNAGAR	SAMASTIPUR	JD(U)	PARTY ORGANISATION	7
132	#REF!	WARISNAGAR	SAMASTIPUR	JD(U)	LOCAL LEADERS UNITY/COORDINATION	8
132	#REF!	WARISNAGAR	SAMASTIPUR	JD(U)	BOOTH MANAGEMENT OF PARTY	7
132	#REF!	WARISNAGAR	SAMASTIPUR	BJP	PARTY ORGANISATION	6
132	#REF!	WARISNAGAR	SAMASTIPUR	BJP	LOCAL LEADERS UNITY/COORDINATION	7
132	#REF!	WARISNAGAR	SAMASTIPUR	BJP	BOOTH MANAGEMENT OF PARTY	6
132	#REF!	WARISNAGAR	SAMASTIPUR	RJD	PARTY ORGANISATION	7
132	#REF!	WARISNAGAR	SAMASTIPUR	RJD	LOCAL LEADERS UNITY/COORDINATION	8
132	#REF!	WARISNAGAR	SAMASTIPUR	RJD	BOOTH MANAGEMENT OF PARTY	7
132	#REF!	WARISNAGAR	SAMASTIPUR	INC	PARTY ORGANISATION	6
132	#REF!	WARISNAGAR	SAMASTIPUR	INC	LOCAL LEADERS UNITY/COORDINATION	6
132	#REF!	WARISNAGAR	SAMASTIPUR	INC	BOOTH MANAGEMENT OF PARTY	5
132	#REF!	WARISNAGAR	SAMASTIPUR	OTHERS	PARTY ORGANISATION	
132	#REF!	WARISNAGAR	SAMASTIPUR	OTHERS	LOCAL LEADERS UNITY/COORDINATION	
132	#REF!	WARISNAGAR	SAMASTIPUR	OTHERS	BOOTH MANAGEMENT OF PARTY	
133	#REF!	SAMASTIPUR	SAMASTIPUR	JD(U)	PARTY ORGANISATION	8
133	#REF!	SAMASTIPUR	SAMASTIPUR	JD(U)	LOCAL LEADERS UNITY/COORDINATION	7
133	#REF!	SAMASTIPUR	SAMASTIPUR	JD(U)	BOOTH MANAGEMENT OF PARTY	8
133	#REF!	SAMASTIPUR	SAMASTIPUR	BJP	PARTY ORGANISATION	7
133	#REF!	SAMASTIPUR	SAMASTIPUR	BJP	LOCAL LEADERS UNITY/COORDINATION	7
133	#REF!	SAMASTIPUR	SAMASTIPUR	BJP	BOOTH MANAGEMENT OF PARTY	6
133	#REF!	SAMASTIPUR	SAMASTIPUR	RJD	PARTY ORGANISATION	7
133	#REF!	SAMASTIPUR	SAMASTIPUR	RJD	LOCAL LEADERS UNITY/COORDINATION	8
133	#REF!	SAMASTIPUR	SAMASTIPUR	RJD	BOOTH MANAGEMENT OF PARTY	7
133	#REF!	SAMASTIPUR	SAMASTIPUR	INC	PARTY ORGANISATION	6
133	#REF!	SAMASTIPUR	SAMASTIPUR	INC	LOCAL LEADERS UNITY/COORDINATION	7
133	#REF!	SAMASTIPUR	SAMASTIPUR	INC	BOOTH MANAGEMENT OF PARTY	6
133	#REF!	SAMASTIPUR	SAMASTIPUR	LJP	PARTY ORGANISATION	
133	#REF!	SAMASTIPUR	SAMASTIPUR	LJP	LOCAL LEADERS UNITY/COORDINATION	
133	#REF!	SAMASTIPUR	SAMASTIPUR	LJP	BOOTH MANAGEMENT OF PARTY	
133	#REF!	SAMASTIPUR	SAMASTIPUR	OTHERS	PARTY ORGANISATION	
133	#REF!	SAMASTIPUR	SAMASTIPUR	OTHERS	LOCAL LEADERS UNITY/COORDINATION	
133	#REF!	SAMASTIPUR	SAMASTIPUR	OTHERS	BOOTH MANAGEMENT OF PARTY	
134	#REF!	UJIARPUR	UJIARPUR	NEW SEAT	PARTY ORGANISATION	
134	#REF!	UJIARPUR	UJIARPUR	NEW SEAT	LOCAL LEADERS UNITY/COORDINATION	
134	#REF!	UJIARPUR	UJIARPUR	NEW SEAT	BOOTH MANAGEMENT OF PARTY	
134	#REF!	UJIARPUR	UJIARPUR	BJP	PARTY ORGANISATION	6
134	#REF!	UJIARPUR	UJIARPUR	BJP	LOCAL LEADERS UNITY/COORDINATION	7
134	#REF!	UJIARPUR	UJIARPUR	BJP	BOOTH MANAGEMENT OF PARTY	6
134	#REF!	UJIARPUR	UJIARPUR	RJD	PARTY ORGANISATION	7
134	#REF!	UJIARPUR	UJIARPUR	RJD	LOCAL LEADERS UNITY/COORDINATION	7
134	#REF!	UJIARPUR	UJIARPUR	RJD	BOOTH MANAGEMENT OF PARTY	8
134	#REF!	UJIARPUR	UJIARPUR	INC	PARTY ORGANISATION	6
134	#REF!	UJIARPUR	UJIARPUR	INC	LOCAL LEADERS UNITY/COORDINATION	6
134	#REF!	UJIARPUR	UJIARPUR	INC	BOOTH MANAGEMENT OF PARTY	7
134	#REF!	UJIARPUR	UJIARPUR	LJP	PARTY ORGANISATION	
134	#REF!	UJIARPUR	UJIARPUR	LJP	LOCAL LEADERS UNITY/COORDINATION	
134	#REF!	UJIARPUR	UJIARPUR	LJP	BOOTH MANAGEMENT OF PARTY	
134	#REF!	UJIARPUR	UJIARPUR	OTHERS	PARTY ORGANISATION	5
134	#REF!	UJIARPUR	UJIARPUR	OTHERS	LOCAL LEADERS UNITY/COORDINATION	6
134	#REF!	UJIARPUR	UJIARPUR	OTHERS	BOOTH MANAGEMENT OF PARTY	5
135	#REF!	MORWA	UJIARPUR	NEW SEAT	PARTY ORGANISATION	
135	#REF!	MORWA	UJIARPUR	NEW SEAT	LOCAL LEADERS UNITY/COORDINATION	
135	#REF!	MORWA	UJIARPUR	NEW SEAT	BOOTH MANAGEMENT OF PARTY	
135	#REF!	MORWA	UJIARPUR	JD(U)	PARTY ORGANISATION	7
135	#REF!	MORWA	UJIARPUR	JD(U)	LOCAL LEADERS UNITY/COORDINATION	7
135	#REF!	MORWA	UJIARPUR	JD(U)	BOOTH MANAGEMENT OF PARTY	8
135	#REF!	MORWA	UJIARPUR	BJP	PARTY ORGANISATION	6
135	#REF!	MORWA	UJIARPUR	BJP	LOCAL LEADERS UNITY/COORDINATION	7
135	#REF!	MORWA	UJIARPUR	BJP	BOOTH MANAGEMENT OF PARTY	7
135	#REF!	MORWA	UJIARPUR	RJD	PARTY ORGANISATION	8
135	#REF!	MORWA	UJIARPUR	RJD	LOCAL LEADERS UNITY/COORDINATION	7
135	#REF!	MORWA	UJIARPUR	RJD	BOOTH MANAGEMENT OF PARTY	8
135	#REF!	MORWA	UJIARPUR	INC	PARTY ORGANISATION	6
135	#REF!	MORWA	UJIARPUR	INC	LOCAL LEADERS UNITY/COORDINATION	6
135	#REF!	MORWA	UJIARPUR	INC	BOOTH MANAGEMENT OF PARTY	7
135	#REF!	MORWA	UJIARPUR	OTHERS	PARTY ORGANISATION	
135	#REF!	MORWA	UJIARPUR	OTHERS	LOCAL LEADERS UNITY/COORDINATION	
135	#REF!	MORWA	UJIARPUR	OTHERS	BOOTH MANAGEMENT OF PARTY	
136	#REF!	SARAIRANJAN	UJIARPUR	RJD	PARTY ORGANISATION	8
136	#REF!	SARAIRANJAN	UJIARPUR	RJD	LOCAL LEADERS UNITY/COORDINATION	8
136	#REF!	SARAIRANJAN	UJIARPUR	RJD	BOOTH MANAGEMENT OF PARTY	7
136	#REF!	SARAIRANJAN	UJIARPUR	JD(U)	PARTY ORGANISATION	8
136	#REF!	SARAIRANJAN	UJIARPUR	JD(U)	LOCAL LEADERS UNITY/COORDINATION	7
136	#REF!	SARAIRANJAN	UJIARPUR	JD(U)	BOOTH MANAGEMENT OF PARTY	8
136	#REF!	SARAIRANJAN	UJIARPUR	BJP	PARTY ORGANISATION	7
136	#REF!	SARAIRANJAN	UJIARPUR	BJP	LOCAL LEADERS UNITY/COORDINATION	6
136	#REF!	SARAIRANJAN	UJIARPUR	BJP	BOOTH MANAGEMENT OF PARTY	7
136	#REF!	SARAIRANJAN	UJIARPUR	INC	PARTY ORGANISATION	7
136	#REF!	SARAIRANJAN	UJIARPUR	INC	LOCAL LEADERS UNITY/COORDINATION	6
136	#REF!	SARAIRANJAN	UJIARPUR	INC	BOOTH MANAGEMENT OF PARTY	6
136	#REF!	SARAIRANJAN	UJIARPUR	LJP	PARTY ORGANISATION	
136	#REF!	SARAIRANJAN	UJIARPUR	LJP	LOCAL LEADERS UNITY/COORDINATION	
136	#REF!	SARAIRANJAN	UJIARPUR	LJP	BOOTH MANAGEMENT OF PARTY	
136	#REF!	SARAIRANJAN	UJIARPUR	OTHERS	PARTY ORGANISATION	
136	#REF!	SARAIRANJAN	UJIARPUR	OTHERS	LOCAL LEADERS UNITY/COORDINATION	
136	#REF!	SARAIRANJAN	UJIARPUR	OTHERS	BOOTH MANAGEMENT OF PARTY	
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	RJD	PARTY ORGANISATION	7
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	RJD	LOCAL LEADERS UNITY/COORDINATION	7
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	RJD	BOOTH MANAGEMENT OF PARTY	8
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	JD(U)	PARTY ORGANISATION	6
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	JD(U)	LOCAL LEADERS UNITY/COORDINATION	8
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	JD(U)	BOOTH MANAGEMENT OF PARTY	8
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	BJP	PARTY ORGANISATION	6
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	BJP	LOCAL LEADERS UNITY/COORDINATION	7
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	BJP	BOOTH MANAGEMENT OF PARTY	7
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	INC	PARTY ORGANISATION	5
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	INC	LOCAL LEADERS UNITY/COORDINATION	6
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	INC	BOOTH MANAGEMENT OF PARTY	6
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	LJP	PARTY ORGANISATION	
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	LJP	LOCAL LEADERS UNITY/COORDINATION	
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	LJP	BOOTH MANAGEMENT OF PARTY	
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	OTHERS	PARTY ORGANISATION	
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	OTHERS	LOCAL LEADERS UNITY/COORDINATION	
137	#REF!	MOHIUDDINNAGAR	UJIARPUR	OTHERS	BOOTH MANAGEMENT OF PARTY	
138	#REF!	BIBHUTIPUR	UJIARPUR	CPM	PARTY ORGANISATION	8
138	#REF!	BIBHUTIPUR	UJIARPUR	CPM	LOCAL LEADERS UNITY/COORDINATION	7
138	#REF!	BIBHUTIPUR	UJIARPUR	CPM	BOOTH MANAGEMENT OF PARTY	7
138	#REF!	BIBHUTIPUR	UJIARPUR	JD(U)	PARTY ORGANISATION	7
138	#REF!	BIBHUTIPUR	UJIARPUR	JD(U)	LOCAL LEADERS UNITY/COORDINATION	7
138	#REF!	BIBHUTIPUR	UJIARPUR	JD(U)	BOOTH MANAGEMENT OF PARTY	6
138	#REF!	BIBHUTIPUR	UJIARPUR	BJP	PARTY ORGANISATION	6
138	#REF!	BIBHUTIPUR	UJIARPUR	BJP	LOCAL LEADERS UNITY/COORDINATION	7
138	#REF!	BIBHUTIPUR	UJIARPUR	BJP	BOOTH MANAGEMENT OF PARTY	6
138	#REF!	BIBHUTIPUR	UJIARPUR	RJD	PARTY ORGANISATION	8
138	#REF!	BIBHUTIPUR	UJIARPUR	RJD	LOCAL LEADERS UNITY/COORDINATION	7
138	#REF!	BIBHUTIPUR	UJIARPUR	RJD	BOOTH MANAGEMENT OF PARTY	7
138	#REF!	BIBHUTIPUR	UJIARPUR	INC	PARTY ORGANISATION	5
138	#REF!	BIBHUTIPUR	UJIARPUR	INC	LOCAL LEADERS UNITY/COORDINATION	6
138	#REF!	BIBHUTIPUR	UJIARPUR	INC	BOOTH MANAGEMENT OF PARTY	6
138	#REF!	BIBHUTIPUR	UJIARPUR	LJP	PARTY ORGANISATION	
138	#REF!	BIBHUTIPUR	UJIARPUR	LJP	LOCAL LEADERS UNITY/COORDINATION	
138	#REF!	BIBHUTIPUR	UJIARPUR	LJP	BOOTH MANAGEMENT OF PARTY	
138	#REF!	BIBHUTIPUR	UJIARPUR	OTHERS	PARTY ORGANISATION	
138	#REF!	BIBHUTIPUR	UJIARPUR	OTHERS	LOCAL LEADERS UNITY/COORDINATION	
138	#REF!	BIBHUTIPUR	UJIARPUR	OTHERS	BOOTH MANAGEMENT OF PARTY	
139	#REF!	ROSERA	SAMASTIPUR	RJD	PARTY ORGANISATION	8
139	#REF!	ROSERA	SAMASTIPUR	RJD	LOCAL LEADERS UNITY/COORDINATION	7
139	#REF!	ROSERA	SAMASTIPUR	RJD	BOOTH MANAGEMENT OF PARTY	7
139	#REF!	ROSERA	SAMASTIPUR	JD(U)	PARTY ORGANISATION	7
139	#REF!	ROSERA	SAMASTIPUR	JD(U)	LOCAL LEADERS UNITY/COORDINATION	8
139	#REF!	ROSERA	SAMASTIPUR	JD(U)	BOOTH MANAGEMENT OF PARTY	7
139	#REF!	ROSERA	SAMASTIPUR	BJP	PARTY ORGANISATION	7
139	#REF!	ROSERA	SAMASTIPUR	BJP	LOCAL LEADERS UNITY/COORDINATION	6
139	#REF!	ROSERA	SAMASTIPUR	BJP	BOOTH MANAGEMENT OF PARTY	6
139	#REF!	ROSERA	SAMASTIPUR	INC	PARTY ORGANISATION	6
139	#REF!	ROSERA	SAMASTIPUR	INC	LOCAL LEADERS UNITY/COORDINATION	7
139	#REF!	ROSERA	SAMASTIPUR	INC	BOOTH MANAGEMENT OF PARTY	6
140	#REF!	HASANPUR	KHAGARIA	RJD	PARTY ORGANISATION	8
140	#REF!	HASANPUR	KHAGARIA	RJD	LOCAL LEADERS UNITY/COORDINATION	7
140	#REF!	HASANPUR	KHAGARIA	RJD	BOOTH MANAGEMENT OF PARTY	8
140	#REF!	HASANPUR	KHAGARIA	JD(U)	PARTY ORGANISATION	7
140	#REF!	HASANPUR	KHAGARIA	JD(U)	LOCAL LEADERS UNITY/COORDINATION	8
140	#REF!	HASANPUR	KHAGARIA	JD(U)	BOOTH MANAGEMENT OF PARTY	8
140	#REF!	HASANPUR	KHAGARIA	BJP	PARTY ORGANISATION	7
140	#REF!	HASANPUR	KHAGARIA	BJP	LOCAL LEADERS UNITY/COORDINATION	6
140	#REF!	HASANPUR	KHAGARIA	BJP	BOOTH MANAGEMENT OF PARTY	7
140	#REF!	HASANPUR	KHAGARIA	INC	PARTY ORGANISATION	7
140	#REF!	HASANPUR	KHAGARIA	INC	LOCAL LEADERS UNITY/COORDINATION	7
140	#REF!	HASANPUR	KHAGARIA	INC	BOOTH MANAGEMENT OF PARTY	6
192	#REF!	SANDESH	ARRAH	RJD	PARTY ORGANISATION	6
192	#REF!	SANDESH	ARRAH	RJD	LOCAL LEADERS UNITY/COORDINATION	5
192	#REF!	SANDESH	ARRAH	RJD	BOOTH MANAGEMENT OF PARTY	5
192	#REF!	SANDESH	ARRAH	BJP	PARTY ORGANISATION	5
192	#REF!	SANDESH	ARRAH	BJP	LOCAL LEADERS UNITY/COORDINATION	5
192	#REF!	SANDESH	ARRAH	BJP	BOOTH MANAGEMENT OF PARTY	5
192	#REF!	SANDESH	ARRAH	INC	PARTY ORGANISATION	4
192	#REF!	SANDESH	ARRAH	INC	LOCAL LEADERS UNITY/COORDINATION	3
192	#REF!	SANDESH	ARRAH	INC	BOOTH MANAGEMENT OF PARTY	3
192	#REF!	SANDESH	ARRAH	CPI(ML)(L)	PARTY ORGANISATION	5
192	#REF!	SANDESH	ARRAH	CPI(ML)(L)	LOCAL LEADERS UNITY/COORDINATION	5
192	#REF!	SANDESH	ARRAH	CPI(ML)(L)	BOOTH MANAGEMENT OF PARTY	5
192	#REF!	SANDESH	ARRAH	JD(U)	PARTY ORGANISATION	4
192	#REF!	SANDESH	ARRAH	JD(U)	LOCAL LEADERS UNITY/COORDINATION	4
192	#REF!	SANDESH	ARRAH	JD(U)	BOOTH MANAGEMENT OF PARTY	4
193	#REF!	BARHARA	ARRAH	RJD	PARTY ORGANISATION	5
193	#REF!	BARHARA	ARRAH	RJD	LOCAL LEADERS UNITY/COORDINATION	5
193	#REF!	BARHARA	ARRAH	RJD	BOOTH MANAGEMENT OF PARTY	5
193	#REF!	BARHARA	ARRAH	BJP	PARTY ORGANISATION	7
193	#REF!	BARHARA	ARRAH	BJP	LOCAL LEADERS UNITY/COORDINATION	6
193	#REF!	BARHARA	ARRAH	BJP	BOOTH MANAGEMENT OF PARTY	6
193	#REF!	BARHARA	ARRAH	INC	PARTY ORGANISATION	5
193	#REF!	BARHARA	ARRAH	INC	LOCAL LEADERS UNITY/COORDINATION	5
193	#REF!	BARHARA	ARRAH	INC	BOOTH MANAGEMENT OF PARTY	5
193	#REF!	BARHARA	ARRAH	JD(U)	PARTY ORGANISATION	5
193	#REF!	BARHARA	ARRAH	JD(U)	LOCAL LEADERS UNITY/COORDINATION	5
193	#REF!	BARHARA	ARRAH	JD(U)	BOOTH MANAGEMENT OF PARTY	5
193	#REF!	BARHARA	ARRAH	CPI(ML)(L)	PARTY ORGANISATION	5
193	#REF!	BARHARA	ARRAH	CPI(ML)(L)	LOCAL LEADERS UNITY/COORDINATION	4
193	#REF!	BARHARA	ARRAH	CPI(ML)(L)	BOOTH MANAGEMENT OF PARTY	4
193	#REF!	BARHARA	ARRAH	LJP	PARTY ORGANISATION	2
193	#REF!	BARHARA	ARRAH	LJP	LOCAL LEADERS UNITY/COORDINATION	2
193	#REF!	BARHARA	ARRAH	LJP	BOOTH MANAGEMENT OF PARTY	2
194	#REF!	ARRAH	ARRAH	RJD	PARTY ORGANISATION	7
194	#REF!	ARRAH	ARRAH	RJD	LOCAL LEADERS UNITY/COORDINATION	5
194	#REF!	ARRAH	ARRAH	RJD	BOOTH MANAGEMENT OF PARTY	5
194	#REF!	ARRAH	ARRAH	BJP	PARTY ORGANISATION	7
194	#REF!	ARRAH	ARRAH	BJP	LOCAL LEADERS UNITY/COORDINATION	6
194	#REF!	ARRAH	ARRAH	BJP	BOOTH MANAGEMENT OF PARTY	6
194	#REF!	ARRAH	ARRAH	INC	PARTY ORGANISATION	4
194	#REF!	ARRAH	ARRAH	INC	LOCAL LEADERS UNITY/COORDINATION	4
194	#REF!	ARRAH	ARRAH	INC	BOOTH MANAGEMENT OF PARTY	4
194	#REF!	ARRAH	ARRAH	CPI(ML)(L)	PARTY ORGANISATION	5
194	#REF!	ARRAH	ARRAH	CPI(ML)(L)	LOCAL LEADERS UNITY/COORDINATION	5
194	#REF!	ARRAH	ARRAH	CPI(ML)(L)	BOOTH MANAGEMENT OF PARTY	5
195	#REF!	AGIAON	ARRAH	RJD	PARTY ORGANISATION	3
195	#REF!	AGIAON	ARRAH	RJD	LOCAL LEADERS UNITY/COORDINATION	3
195	#REF!	AGIAON	ARRAH	RJD	BOOTH MANAGEMENT OF PARTY	3
195	#REF!	AGIAON	ARRAH	BJP	PARTY ORGANISATION	3
195	#REF!	AGIAON	ARRAH	BJP	LOCAL LEADERS UNITY/COORDINATION	3
195	#REF!	AGIAON	ARRAH	BJP	BOOTH MANAGEMENT OF PARTY	3
195	#REF!	AGIAON	ARRAH	INC	PARTY ORGANISATION	5
195	#REF!	AGIAON	ARRAH	INC	LOCAL LEADERS UNITY/COORDINATION	4
195	#REF!	AGIAON	ARRAH	INC	BOOTH MANAGEMENT OF PARTY	4
195	#REF!	AGIAON	ARRAH	CPI(ML)(L)	PARTY ORGANISATION	4
195	#REF!	AGIAON	ARRAH	CPI(ML)(L)	LOCAL LEADERS UNITY/COORDINATION	4
195	#REF!	AGIAON	ARRAH	CPI(ML)(L)	BOOTH MANAGEMENT OF PARTY	4
195	#REF!	AGIAON	ARRAH	JD(U)	PARTY ORGANISATION	3
195	#REF!	AGIAON	ARRAH	JD(U)	LOCAL LEADERS UNITY/COORDINATION	3
195	#REF!	AGIAON	ARRAH	JD(U)	BOOTH MANAGEMENT OF PARTY	3
196	#REF!	TARARI	ARRAH	RJD	PARTY ORGANISATION	5
196	#REF!	TARARI	ARRAH	RJD	LOCAL LEADERS UNITY/COORDINATION	5
196	#REF!	TARARI	ARRAH	RJD	BOOTH MANAGEMENT OF PARTY	5
196	#REF!	TARARI	ARRAH	BJP	PARTY ORGANISATION	3
196	#REF!	TARARI	ARRAH	BJP	LOCAL LEADERS UNITY/COORDINATION	3
196	#REF!	TARARI	ARRAH	BJP	BOOTH MANAGEMENT OF PARTY	3
196	#REF!	TARARI	ARRAH	INC	PARTY ORGANISATION	5
196	#REF!	TARARI	ARRAH	INC	LOCAL LEADERS UNITY/COORDINATION	4
196	#REF!	TARARI	ARRAH	INC	BOOTH MANAGEMENT OF PARTY	4
196	#REF!	TARARI	ARRAH	JD(U)	PARTY ORGANISATION	5
196	#REF!	TARARI	ARRAH	JD(U)	LOCAL LEADERS UNITY/COORDINATION	6
196	#REF!	TARARI	ARRAH	JD(U)	BOOTH MANAGEMENT OF PARTY	7
196	#REF!	TARARI	ARRAH	CPI(ML)(L)	PARTY ORGANISATION	4
196	#REF!	TARARI	ARRAH	CPI(ML)(L)	LOCAL LEADERS UNITY/COORDINATION	4
196	#REF!	TARARI	ARRAH	CPI(ML)(L)	BOOTH MANAGEMENT OF PARTY	4
197	#REF!	JAGDISHPUR	ARRAH	RJD	PARTY ORGANISATION	6
197	#REF!	JAGDISHPUR	ARRAH	RJD	LOCAL LEADERS UNITY/COORDINATION	6
197	#REF!	JAGDISHPUR	ARRAH	RJD	BOOTH MANAGEMENT OF PARTY	6
197	#REF!	JAGDISHPUR	ARRAH	BJP	PARTY ORGANISATION	2
197	#REF!	JAGDISHPUR	ARRAH	BJP	LOCAL LEADERS UNITY/COORDINATION	2
197	#REF!	JAGDISHPUR	ARRAH	BJP	BOOTH MANAGEMENT OF PARTY	2
197	#REF!	JAGDISHPUR	ARRAH	INC	PARTY ORGANISATION	2
197	#REF!	JAGDISHPUR	ARRAH	INC	LOCAL LEADERS UNITY/COORDINATION	2
197	#REF!	JAGDISHPUR	ARRAH	INC	BOOTH MANAGEMENT OF PARTY	2
197	#REF!	JAGDISHPUR	ARRAH	LJP	PARTY ORGANISATION	2
197	#REF!	JAGDISHPUR	ARRAH	LJP	LOCAL LEADERS UNITY/COORDINATION	2
197	#REF!	JAGDISHPUR	ARRAH	LJP	BOOTH MANAGEMENT OF PARTY	2
197	#REF!	JAGDISHPUR	ARRAH	JD(U)	PARTY ORGANISATION	6
197	#REF!	JAGDISHPUR	ARRAH	JD(U)	LOCAL LEADERS UNITY/COORDINATION	5
197	#REF!	JAGDISHPUR	ARRAH	JD(U)	BOOTH MANAGEMENT OF PARTY	5
197	#REF!	JAGDISHPUR	ARRAH	CPI(ML)(L)	PARTY ORGANISATION	7
197	#REF!	JAGDISHPUR	ARRAH	CPI(ML)(L)	LOCAL LEADERS UNITY/COORDINATION	5
197	#REF!	JAGDISHPUR	ARRAH	CPI(ML)(L)	BOOTH MANAGEMENT OF PARTY	5
196	#REF!	TARARI	ARRAH	RJD	PARTY ORGANISATION	6
196	#REF!	TARARI	ARRAH	RJD	LOCAL LEADERS UNITY/COORDINATION	5
196	#REF!	TARARI	ARRAH	RJD	BOOTH MANAGEMENT OF PARTY	5
196	#REF!	TARARI	ARRAH	BJP	PARTY ORGANISATION	5
196	#REF!	TARARI	ARRAH	BJP	LOCAL LEADERS UNITY/COORDINATION	5
196	#REF!	TARARI	ARRAH	BJP	BOOTH MANAGEMENT OF PARTY	5
196	#REF!	TARARI	ARRAH	INC	PARTY ORGANISATION	4
196	#REF!	TARARI	ARRAH	INC	LOCAL LEADERS UNITY/COORDINATION	3
196	#REF!	TARARI	ARRAH	INC	BOOTH MANAGEMENT OF PARTY	3
196	#REF!	TARARI	ARRAH	IND	PARTY ORGANISATION	4
196	#REF!	TARARI	ARRAH	IND	LOCAL LEADERS UNITY/COORDINATION	4
196	#REF!	TARARI	ARRAH	IND	BOOTH MANAGEMENT OF PARTY	4
199	#REF!	BRAHAMPUR	BUXAR	RJD	PARTY ORGANISATION	7
199	#REF!	BRAHAMPUR	BUXAR	RJD	LOCAL LEADERS UNITY/COORDINATION	5
199	#REF!	BRAHAMPUR	BUXAR	RJD	BOOTH MANAGEMENT OF PARTY	5
199	#REF!	BRAHAMPUR	BUXAR	BJP	PARTY ORGANISATION	7
199	#REF!	BRAHAMPUR	BUXAR	BJP	LOCAL LEADERS UNITY/COORDINATION	4
199	#REF!	BRAHAMPUR	BUXAR	BJP	BOOTH MANAGEMENT OF PARTY	4
199	#REF!	BRAHAMPUR	BUXAR	INC	PARTY ORGANISATION	5
199	#REF!	BRAHAMPUR	BUXAR	INC	LOCAL LEADERS UNITY/COORDINATION	3
199	#REF!	BRAHAMPUR	BUXAR	INC	BOOTH MANAGEMENT OF PARTY	3
199	#REF!	BRAHAMPUR	BUXAR	JD(U)	PARTY ORGANISATION	4
199	#REF!	BRAHAMPUR	BUXAR	JD(U)	LOCAL LEADERS UNITY/COORDINATION	4
199	#REF!	BRAHAMPUR	BUXAR	JD(U)	BOOTH MANAGEMENT OF PARTY	4
199	#REF!	BRAHAMPUR	BUXAR	BSP	PARTY ORGANISATION	3
199	#REF!	BRAHAMPUR	BUXAR	BSP	LOCAL LEADERS UNITY/COORDINATION	3
199	#REF!	BRAHAMPUR	BUXAR	BSP	BOOTH MANAGEMENT OF PARTY	3
200	#REF!	BUXAR	BUXAR	RJD	PARTY ORGANISATION	5
200	#REF!	BUXAR	BUXAR	RJD	LOCAL LEADERS UNITY/COORDINATION	5
200	#REF!	BUXAR	BUXAR	RJD	BOOTH MANAGEMENT OF PARTY	5
200	#REF!	BUXAR	BUXAR	BJP	PARTY ORGANISATION	6
200	#REF!	BUXAR	BUXAR	BJP	LOCAL LEADERS UNITY/COORDINATION	4
200	#REF!	BUXAR	BUXAR	BJP	BOOTH MANAGEMENT OF PARTY	4
200	#REF!	BUXAR	BUXAR	INC	PARTY ORGANISATION	3
200	#REF!	BUXAR	BUXAR	INC	LOCAL LEADERS UNITY/COORDINATION	3
200	#REF!	BUXAR	BUXAR	INC	BOOTH MANAGEMENT OF PARTY	3
200	#REF!	BUXAR	BUXAR	BSP	PARTY ORGANISATION	5
200	#REF!	BUXAR	BUXAR	BSP	LOCAL LEADERS UNITY/COORDINATION	5
200	#REF!	BUXAR	BUXAR	BSP	BOOTH MANAGEMENT OF PARTY	5
200	#REF!	BUXAR	BUXAR	LJP	PARTY ORGANISATION	2
200	#REF!	BUXAR	BUXAR	LJP	LOCAL LEADERS UNITY/COORDINATION	2
200	#REF!	BUXAR	BUXAR	LJP	BOOTH MANAGEMENT OF PARTY	2
201	#REF!	DUMRAON	BUXAR	RJD	PARTY ORGANISATION	5
201	#REF!	DUMRAON	BUXAR	RJD	LOCAL LEADERS UNITY/COORDINATION	5
201	#REF!	DUMRAON	BUXAR	RJD	BOOTH MANAGEMENT OF PARTY	5
201	#REF!	DUMRAON	BUXAR	BJP	PARTY ORGANISATION	3
