"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 229-Belaganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Round No. ……         1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Sl. No. of Polling Station"	""	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""	""
"6"	""	""	"MUKESH KUMAR"	""	""	"RAMANAND UPADHAYA"	""	"SURENDRA PRASAD YADAV"	""	""	"MD. AMJAD"	""	""	"GANESH DAS"	""	""	"SUNIL KUMAR"	""	"AJAY KUMAR SINGH"	""	"MD. ABULAIS"	""	"ARVIND MISHRA"	""	"AWADHESH YADAV"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"204"	"Total"	"48"	""	""	"24"	""	""	"2845"	""	"2922"	""	""	"36"	""	""	"19"	""	""	"50"	""	"11"	""	"10"	""	"17"	""	""	"5982"	""	""	"0"	""	""	"5982"	""	""	""	""	""	""	""	""	""
"205"	"Sl. No. of Polling Station"	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"206"	""	"MUKESH KUMAR"	""	""	"RAMANAND UPADHAYA"	""	""	"SURENDRA PRASAD YADAV"	""	"MD. AMJAD"	""	""	"GANESH DAS"	""	""	"SUNIL KUMAR"	""	""	"AJAY KUMAR SINGH"	""	"MD. ABULAIS"	""	"ARVIND MISHRA"	""	"AWADHESH YADAV"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"207"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	"9"	""	"10"	""	"11"	""	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""	""	""
"208"	"155"	"5"	""	""	"0"	""	""	"156"	""	"256"	""	""	"7"	""	""	"2"	""	""	"6"	""	"0"	""	"0"	""	"1"	""	""	"433"	""	""	"0"	""	""	"433"	""	""	""	""	""	""	""	""	""
"209"	"156"	"2"	""	""	"3"	""	""	"594"	""	"81"	""	""	"3"	""	""	"16"	""	""	"5"	""	"3"	""	"1"	""	"0"	""	""	"708"	""	""	"0"	""	""	"708"	""	""	""	""	""	""	""	""	""
"210"	"157"	"0"	""	""	"4"	""	""	"541"	""	"20"	""	""	"0"	""	""	"8"	""	""	"2"	""	"1"	""	"0"	""	"0"	""	""	"576"	""	""	"0"	""	""	"576"	""	""	""	""	""	""	""	""	""
"211"	"158"	"0"	""	""	"0"	""	""	"907"	""	"1"	""	""	"0"	""	""	"0"	""	""	"2"	""	"0"	""	"0"	""	"1"	""	""	"911"	""	""	"0"	""	""	"911"	""	""	""	""	""	""	""	""	""
"212"	"159"	"2"	""	""	"5"	""	""	"138"	""	"160"	""	""	"3"	""	""	"1"	""	""	"7"	""	"0"	""	"0"	""	"0"	""	""	"316"	""	""	"0"	""	""	"316"	""	""	""	""	""	""	""	""	""
"213"	"160"	"0"	""	""	"0"	""	""	"159"	""	"3"	""	""	"0"	""	""	"4"	""	""	"0"	""	"0"	""	"0"	""	"1"	""	""	"167"	""	""	"0"	""	""	"167"	""	""	""	""	""	""	""	""	""
"214"	"161"	"7"	""	""	"1"	""	""	"157"	""	"105"	""	""	"1"	""	""	"0"	""	""	"3"	""	"2"	""	"0"	""	"1"	""	""	"277"	""	""	"0"	""	""	"277"	""	""	""	""	""	""	""	""	""
"215"	"162"	"0"	""	""	"0"	""	""	"243"	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	"1"	""	""	"245"	""	""	"0"	""	""	"245"	""	""	""	""	""	""	""	""	""
"216"	"163"	"0"	""	""	"1"	""	""	"674"	""	"91"	""	""	"2"	""	""	"9"	""	""	"9"	""	"0"	""	"0"	""	"0"	""	""	"786"	""	""	"0"	""	""	"786"	""	""	""	""	""	""	""	""	""
"217"	"164"	"3"	""	""	"0"	""	""	"167"	""	"173"	""	""	"0"	""	""	"4"	""	""	"0"	""	"0"	""	"0"	""	"1"	""	""	"348"	""	""	"0"	""	""	"348"	""	""	""	""	""	""	""	""	""
"218"	"165"	"3"	""	""	"0"	""	""	"125"	""	"277"	""	""	"1"	""	""	"4"	""	""	"1"	""	"0"	""	"0"	""	"0"	""	""	"411"	""	""	"0"	""	""	"411"	""	""	""	""	""	""	""	""	""
"219"	"166"	"0"	""	""	"1"	""	""	"229"	""	"68"	""	""	"1"	""	""	"1"	""	""	"1"	""	"0"	""	"0"	""	"0"	""	""	"301"	""	""	"0"	""	""	"301"	""	""	""	""	""	""	""	""	""
"220"	"167"	"6"	""	""	"2"	""	""	"289"	""	"138"	""	""	"4"	""	""	"11"	""	""	"12"	""	"4"	""	"0"	""	"1"	""	""	"467"	""	""	"0"	""	""	"467"	""	""	""	""	""	""	""	""	""
"221"	"168"	"5"	""	""	"2"	""	""	"77"	""	"119"	""	""	"3"	""	""	"4"	""	""	"11"	""	"2"	""	"0"	""	"1"	""	""	"224"	""	""	"0"	""	""	"224"	""	""	""	""	""	""	""	""	""
"222"	"Total"	"33"	""	""	"19"	""	""	"4456"	""	"1493"	""	""	"25"	""	""	"64"	""	""	"59"	""	"12"	""	"1"	""	"8"	""	""	"6170"	""	""	"0"	""	""	"6170"	""	""	""	""	""	""	""	""	""
"223"	"Sl. No. of Polling Station"	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"224"	""	"MUKESH KUMAR"	""	""	"RAMANAND UPADHAYA"	""	""	"SURENDRA PRASAD YADAV"	""	"MD. AMJAD"	""	""	"GANESH DAS"	""	""	"SUNIL KUMAR"	""	""	"AJAY KUMAR SINGH"	""	"MD. ABULAIS"	""	"ARVIND MISHRA"	""	"AWADHESH YADAV"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	"9"	""	"10"	""	"11"	""	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""	""	""
"226"	"169"	"6"	""	""	"1"	""	""	"394"	""	"15"	""	""	"3"	""	""	"0"	""	""	"0"	""	"1"	""	"0"	""	"0"	""	""	"420"	""	""	"0"	""	""	"420"	""	""	""	""	""	""	""	""	""
"227"	"170"	"4"	""	""	"1"	""	""	"309"	""	"356"	""	""	"12"	""	""	"1"	""	""	"1"	""	"1"	""	"1"	""	"1"	""	""	"687"	""	""	"0"	""	""	"687"	""	""	""	""	""	""	""	""	""
"228"	"171"	"0"	""	""	"3"	""	""	"383"	""	"24"	""	""	"0"	""	""	"1"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"411"	""	""	"0"	""	""	"411"	""	""	""	""	""	""	""	""	""
"229"	"172"	"0"	""	""	"0"	""	""	"237"	""	"177"	""	""	"2"	""	""	"0"	""	""	"8"	""	"0"	""	"0"	""	"0"	""	""	"424"	""	""	"0"	""	""	"424"	""	""	""	""	""	""	""	""	""
"230"	"173"	"0"	""	""	"0"	""	""	"162"	""	"466"	""	""	"0"	""	""	"0"	""	""	"1"	""	"1"	""	"0"	""	"0"	""	""	"630"	""	""	"0"	""	""	"630"	""	""	""	""	""	""	""	""	""
"231"	"174"	"0"	""	""	"1"	""	""	"132"	""	"423"	""	""	"0"	""	""	"1"	""	""	"1"	""	"0"	""	"0"	""	"2"	""	""	"560"	""	""	"0"	""	""	"560"	""	""	""	""	""	""	""	""	""
"232"	"175"	"8"	""	""	"6"	""	""	"286"	""	"157"	""	""	"45"	""	""	"197"	""	""	"5"	""	"0"	""	"0"	""	"1"	""	""	"705"	""	""	"0"	""	""	"705"	""	""	""	""	""	""	""	""	""
"233"	"176"	"3"	""	""	"4"	""	""	"366"	""	"455"	""	""	"4"	""	""	"2"	""	""	"3"	""	"4"	""	"2"	""	"4"	""	""	"847"	""	""	"0"	""	""	"847"	""	""	""	""	""	""	""	""	""
"234"	"177"	"6"	""	""	"3"	""	""	"348"	""	"60"	""	""	"18"	""	""	"1"	""	""	"4"	""	"0"	""	"0"	""	"1"	""	""	"441"	""	""	"0"	""	""	"441"	""	""	""	""	""	""	""	""	""
"235"	"178"	"0"	""	""	"0"	""	""	"1107"	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	"1"	""	"0"	""	"0"	""	""	"1109"	""	""	"0"	""	""	"1109"	""	""	""	""	""	""	""	""	""
"236"	"179"	"320"	""	""	"0"	""	""	"33"	""	"1"	""	""	"1"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"355"	""	""	"0"	""	""	"355"	""	""	""	""	""	""	""	""	""
"237"	"180"	"10"	""	""	"0"	""	""	"196"	""	"308"	""	""	"2"	""	""	"0"	""	""	"3"	""	"0"	""	"0"	""	"0"	""	""	"519"	""	""	"0"	""	""	"519"	""	""	""	""	""	""	""	""	""
"238"	"181"	"1"	""	""	"1"	""	""	"282"	""	"15"	""	""	"0"	""	""	"4"	""	""	"1"	""	"0"	""	"0"	""	"0"	""	""	"304"	""	""	"0"	""	""	"304"	""	""	""	""	""	""	""	""	""
"239"	"182"	"5"	""	""	"5"	""	""	"267"	""	"109"	""	""	"2"	""	""	"1"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"389"	""	""	"0"	""	""	"389"	""	""	""	""	""	""	""	""	""
"240"	"Total"	"363"	""	""	"25"	""	""	"4502"	""	"2567"	""	""	"89"	""	""	"208"	""	""	"27"	""	"8"	""	"3"	""	"9"	""	""	"7801"	""	""	"0"	""	""	"7801"	""	""	""	""	""	""	""	""	""
"241"	"Sl. No. of Polling Station"	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"242"	""	"MUKESH KUMAR"	""	""	"RAMANAND UPADHAYA"	""	""	"SURENDRA PRASAD YADAV"	""	"MD. AMJAD"	""	""	"GANESH DAS"	""	""	"SUNIL KUMAR"	""	""	"AJAY KUMAR SINGH"	""	"MD. ABULAIS"	""	"ARVIND MISHRA"	""	"AWADHESH YADAV"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"243"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	"9"	""	"10"	""	"11"	""	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""	""	""
"244"	"183"	"0"	""	""	"0"	""	""	"603"	""	"5"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"608"	""	""	"0"	""	""	"608"	""	""	""	""	""	""	""	""	""
"245"	"184"	"8"	""	""	"0"	""	""	"72"	""	"90"	""	""	"4"	""	""	"1"	""	""	"11"	""	"3"	""	"0"	""	"4"	""	""	"193"	""	""	"0"	""	""	"193"	""	""	""	""	""	""	""	""	""
"246"	"185"	"3"	""	""	"1"	""	""	"19"	""	"422"	""	""	"3"	""	""	"1"	""	""	"8"	""	"0"	""	"1"	""	"0"	""	""	"458"	""	""	"0"	""	""	"458"	""	""	""	""	""	""	""	""	""
"247"	"186"	"4"	""	""	"2"	""	""	"17"	""	"181"	""	""	"14"	""	""	"0"	""	""	"8"	""	"1"	""	"1"	""	"7"	""	""	"235"	""	""	"0"	""	""	"235"	""	""	""	""	""	""	""	""	""
"248"	"187"	"9"	""	""	"17"	""	""	"254"	""	"100"	""	""	"5"	""	""	"2"	""	""	"4"	""	"2"	""	"1"	""	"2"	""	""	"396"	""	""	"0"	""	""	"396"	""	""	""	""	""	""	""	""	""
"249"	"188"	"2"	""	""	"0"	""	""	"225"	""	"234"	""	""	"0"	""	""	"0"	""	""	"5"	""	"0"	""	"0"	""	"0"	""	""	"466"	""	""	"0"	""	""	"466"	""	""	""	""	""	""	""	""	""
"250"	"189"	"2"	""	""	"0"	""	""	"122"	""	"67"	""	""	"1"	""	""	"0"	""	""	"3"	""	"0"	""	"0"	""	"0"	""	""	"195"	""	""	"0"	""	""	"195"	""	""	""	""	""	""	""	""	""
"251"	"190"	"0"	""	""	"0"	""	""	"149"	""	"31"	""	""	"1"	""	""	"0"	""	""	"2"	""	"0"	""	"0"	""	"1"	""	""	"184"	""	""	"0"	""	""	"184"	""	""	""	""	""	""	""	""	""
"252"	"191"	"1"	""	""	"2"	""	""	"245"	""	"70"	""	""	"7"	""	""	"1"	""	""	"1"	""	"1"	""	"1"	""	"1"	""	""	"330"	""	""	"0"	""	""	"330"	""	""	""	""	""	""	""	""	""
"253"	"192"	"23"	""	""	"4"	""	""	"269"	""	"160"	""	""	"10"	""	""	"2"	""	""	"14"	""	"6"	""	"6"	""	"10"	""	""	"504"	""	""	"0"	""	""	"504"	""	""	""	""	""	""	""	""	""
"254"	"193"	"45"	""	""	"8"	""	""	"463"	""	"222"	""	""	"8"	""	""	"8"	""	""	"26"	""	"1"	""	"2"	""	"11"	""	""	"794"	""	""	"0"	""	""	"794"	""	""	""	""	""	""	""	""	""
"255"	"194"	"9"	""	""	"3"	""	""	"476"	""	"185"	""	""	"2"	""	""	"11"	""	""	"7"	""	"2"	""	"2"	""	"0"	""	""	"697"	""	""	"0"	""	""	"697"	""	""	""	""	""	""	""	""	""
"256"	"195"	"4"	""	""	"1"	""	""	"52"	""	"61"	""	""	"2"	""	""	"2"	""	""	"10"	""	"1"	""	"1"	""	"2"	""	""	"136"	""	""	"0"	""	""	"136"	""	""	""	""	""	""	""	""	""
"257"	"196"	"1"	""	""	"0"	""	""	"416"	""	"2"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"419"	""	""	"0"	""	""	"419"	""	""	""	""	""	""	""	""	""
"258"	"Total"	"111"	""	""	"38"	""	""	"3382"	""	"1830"	""	""	"57"	""	""	"28"	""	""	"99"	""	"17"	""	"15"	""	"38"	""	""	"5615"	""	""	"0"	""	""	"5615"	""	""	""	""	""	""	""	""	""
"259"	"Sl. No. of Polling Station"	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"260"	""	"MUKESH KUMAR"	""	""	"RAMANAND UPADHAYA"	""	""	"SURENDRA PRASAD YADAV"	""	""	"MD. AMJAD"	""	"GANESH DAS"	""	""	"SUNIL KUMAR"	""	""	"AJAY KUMAR SINGH"	""	"MD. ABULAIS"	""	"ARVIND MISHRA"	""	"AWADHESH YADAV"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	"6"	""	""	"7"	""	""	"8"	""	"9"	""	"10"	""	"11"	""	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""	""	""
"262"	"197"	"5"	""	""	"3"	""	""	"218"	""	""	"20"	""	"1"	""	""	"2"	""	""	"0"	""	"3"	""	"0"	""	"0"	""	""	"252"	""	""	"0"	""	""	"252"	""	""	""	""	""	""	""	""	""
"263"	"198"	"5"	""	""	"3"	""	""	"163"	""	""	"107"	""	"3"	""	""	"4"	""	""	"6"	""	"1"	""	"0"	""	"1"	""	""	"293"	""	""	"0"	""	""	"293"	""	""	""	""	""	""	""	""	""
"264"	"199"	"1"	""	""	"2"	""	""	"27"	""	""	"168"	""	"2"	""	""	"0"	""	""	"2"	""	"0"	""	"0"	""	"0"	""	""	"202"	""	""	"0"	""	""	"202"	""	""	""	""	""	""	""	""	""
"265"	"200"	"0"	""	""	"0"	""	""	"31"	""	""	"147"	""	"1"	""	""	"5"	""	""	"5"	""	"0"	""	"0"	""	"0"	""	""	"189"	""	""	"0"	""	""	"189"	""	""	""	""	""	""	""	""	""
"266"	"201"	"17"	""	""	"44"	""	""	"209"	""	""	"110"	""	"2"	""	""	"3"	""	""	"6"	""	"3"	""	"3"	""	"9"	""	""	"406"	""	""	"0"	""	""	"406"	""	""	""	""	""	""	""	""	""
"267"	"202"	"1"	""	""	"0"	""	""	"383"	""	""	"76"	""	"0"	""	""	"0"	""	""	"1"	""	"0"	""	"0"	""	"0"	""	""	"461"	""	""	"0"	""	""	"461"	""	""	""	""	""	""	""	""	""
"268"	"203"	"12"	""	""	"4"	""	""	"82"	""	""	"243"	""	"4"	""	""	"4"	""	""	"6"	""	"4"	""	"3"	""	"3"	""	""	"365"	""	""	"0"	""	""	"365"	""	""	""	""	""	""	""	""	""
"269"	"204"	"0"	""	""	"1"	""	""	"212"	""	""	"118"	""	"2"	""	""	"2"	""	""	"4"	""	"0"	""	"0"	""	"2"	""	""	"341"	""	""	"0"	""	""	"341"	""	""	""	""	""	""	""	""	""
"270"	"205"	"1"	""	""	"0"	""	""	"201"	""	""	"4"	""	"1"	""	""	"1"	""	""	"0"	""	"2"	""	"0"	""	"2"	""	""	"212"	""	""	"0"	""	""	"212"	""	""	""	""	""	""	""	""	""
"271"	"206"	"0"	""	""	"2"	""	""	"10"	""	""	"190"	""	"1"	""	""	"0"	""	""	"1"	""	"0"	""	"0"	""	"0"	""	""	"204"	""	""	"0"	""	""	"204"	""	""	""	""	""	""	""	""	""
"272"	"207"	"3"	""	""	"7"	""	""	"125"	""	""	"119"	""	"1"	""	""	"2"	""	""	"5"	""	"1"	""	"2"	""	"2"	""	""	"267"	""	""	"0"	""	""	"267"	""	""	""	""	""	""	""	""	""
"273"	"208"	"6"	""	""	"2"	""	""	"71"	""	""	"157"	""	"7"	""	""	"1"	""	""	"8"	""	"0"	""	"2"	""	"1"	""	""	"255"	""	""	"0"	""	""	"255"	""	""	""	""	""	""	""	""	""
"274"	"209"	"1"	""	""	"1"	""	""	"329"	""	""	"55"	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	"1"	""	""	"387"	""	""	"0"	""	""	"387"	""	""	""	""	""	""	""	""	""
"275"	"210"	"4"	""	""	"2"	""	""	"219"	""	""	"80"	""	"5"	""	""	"2"	""	""	"5"	""	"0"	""	"0"	""	"0"	""	""	"317"	""	""	"0"	""	""	"317"	""	""	""	""	""	""	""	""	""
"276"	"Total"	"56"	""	""	"71"	""	""	"2280"	""	""	"1594"	""	"30"	""	""	"26"	""	""	"49"	""	"14"	""	"10"	""	"21"	""	""	"4151"	""	""	"0"	""	""	"4151"	""	""	""	""	""	""	""	""	""
"277"	"Sl. No. of Polling Station"	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"278"	""	"MUKESH KUMAR"	""	""	"RAMANAND UPADHAYA"	""	""	"SURENDRA PRASAD YADAV"	""	"MD. AMJAD"	""	""	"GANESH DAS"	""	""	"SUNIL KUMAR"	""	""	"AJAY KUMAR SINGH"	""	"MD. ABULAIS"	""	"ARVIND MISHRA"	""	"AWADHESH YADAV"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"279"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	"9"	""	"10"	""	"11"	""	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""	""	""
"280"	"211"	"1"	""	""	"1"	""	""	"694"	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"697"	""	""	"0"	""	""	"697"	""	""	""	""	""	""	""	""	""
"281"	"212"	"3"	""	""	"3"	""	""	"347"	""	"8"	""	""	"1"	""	""	"24"	""	""	"2"	""	"1"	""	"0"	""	"1"	""	""	"390"	""	""	"0"	""	""	"390"	""	""	""	""	""	""	""	""	""
"282"	"213"	"0"	""	""	"2"	""	""	"340"	""	"9"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"351"	""	""	"0"	""	""	"351"	""	""	""	""	""	""	""	""	""
"283"	"214"	"2"	""	""	"34"	""	""	"32"	""	"66"	""	""	"1"	""	""	"13"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"148"	""	""	"0"	""	""	"148"	""	""	""	""	""	""	""	""	""
"284"	"215"	"14"	""	""	"16"	""	""	"145"	""	"174"	""	""	"13"	""	""	"6"	""	""	"16"	""	"1"	""	"2"	""	"3"	""	""	"390"	""	""	"0"	""	""	"390"	""	""	""	""	""	""	""	""	""
"285"	"216"	"7"	""	""	"1"	""	""	"419"	""	"15"	""	""	"0"	""	""	"25"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"467"	""	""	"0"	""	""	"467"	""	""	""	""	""	""	""	""	""
"286"	"217"	"0"	""	""	"1"	""	""	"653"	""	"2"	""	""	"0"	""	""	"1"	""	""	"0"	""	"0"	""	"2"	""	"0"	""	""	"659"	""	""	"0"	""	""	"659"	""	""	""	""	""	""	""	""	""
"287"	"218"	"2"	""	""	"6"	""	""	"421"	""	"20"	""	""	"3"	""	""	"1"	""	""	"0"	""	"1"	""	"0"	""	"0"	""	""	"454"	""	""	"0"	""	""	"454"	""	""	""	""	""	""	""	""	""
"288"	"219"	"1"	""	""	"2"	""	""	"553"	""	"9"	""	""	"0"	""	""	"1"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"566"	""	""	"0"	""	""	"566"	""	""	""	""	""	""	""	""	""
"289"	"220"	"0"	""	""	"2"	""	""	"260"	""	"5"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"267"	""	""	"0"	""	""	"267"	""	""	""	""	""	""	""	""	""
"290"	"221"	"2"	""	""	"0"	""	""	"506"	""	"131"	""	""	"2"	""	""	"0"	""	""	"1"	""	"1"	""	"0"	""	"0"	""	""	"643"	""	""	"0"	""	""	"643"	""	""	""	""	""	""	""	""	""
"291"	"222"	"13"	""	""	"0"	""	""	"162"	""	"790"	""	""	"3"	""	""	"37"	""	""	"10"	""	"2"	""	"1"	""	"0"	""	""	"1018"	""	""	"0"	""	""	"1018"	""	""	""	""	""	""	""	""	""
"292"	"223"	"1"	""	""	"0"	""	""	"33"	""	"46"	""	""	"1"	""	""	"0"	""	""	"2"	""	"0"	""	"0"	""	"0"	""	""	"83"	""	""	"0"	""	""	"83"	""	""	""	""	""	""	""	""	""
"293"	"224"	"6"	""	""	"1"	""	""	"141"	""	"9"	""	""	"3"	""	""	"204"	""	""	"1"	""	"1"	""	"2"	""	"6"	""	""	"374"	""	""	"0"	""	""	"374"	""	""	""	""	""	""	""	""	""
"294"	"Total"	"52"	""	""	"69"	""	""	"4706"	""	"1285"	""	""	"27"	""	""	"312"	""	""	"32"	""	"7"	""	"7"	""	"10"	""	""	"6507"	""	""	"0"	""	""	"6507"	""	""	""	""	""	""	""	""	""
"295"	"Sl. No. of Polling Station"	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"296"	""	"MUKESH KUMAR"	""	""	"RAMANAND UPADHAYA"	""	""	"SURENDRA PRASAD YADAV"	""	"MD. AMJAD"	""	""	"GANESH DAS"	""	""	"SUNIL KUMAR"	""	""	"AJAY KUMAR SINGH"	""	"MD. ABULAIS"	""	"ARVIND MISHRA"	""	"AWADHESH YADAV"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"297"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	"9"	""	"10"	""	"11"	""	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""	""	""
"298"	"225"	"0"	""	""	"0"	""	""	"33"	""	"15"	""	""	"0"	""	""	"0"	""	""	"1"	""	"0"	""	"0"	""	"0"	""	""	"49"	""	""	"0"	""	""	"49"	""	""	""	""	""	""	""	""	""
"299"	"226"	"18"	""	""	"26"	""	""	"240"	""	"80"	""	""	"6"	""	""	"147"	""	""	"13"	""	"3"	""	"3"	""	"8"	""	""	"544"	""	""	"0"	""	""	"544"	""	""	""	""	""	""	""	""	""
"300"	"227"	"3"	""	""	"5"	""	""	"984"	""	"30"	""	""	"3"	""	""	"12"	""	""	"2"	""	"2"	""	"8"	""	"6"	""	""	"1055"	""	""	"0"	""	""	"1055"	""	""	""	""	""	""	""	""	""
"301"	"228"	"6"	""	""	"9"	""	""	"99"	""	"30"	""	""	"4"	""	""	"139"	""	""	"9"	""	"2"	""	"2"	""	"5"	""	""	"305"	""	""	"0"	""	""	"305"	""	""	""	""	""	""	""	""	""
"302"	"229"	"9"	""	""	"2"	""	""	"116"	""	"245"	""	""	"1"	""	""	"0"	""	""	"18"	""	"1"	""	"18"	""	"1"	""	""	"411"	""	""	"0"	""	""	"411"	""	""	""	""	""	""	""	""	""
"303"	"230"	"14"	""	""	"1"	""	""	"213"	""	"231"	""	""	"16"	""	""	"20"	""	""	"14"	""	"2"	""	"2"	""	"8"	""	""	"521"	""	""	"0"	""	""	"521"	""	""	""	""	""	""	""	""	""
"304"	"231"	"7"	""	""	"8"	""	""	"81"	""	"143"	""	""	"15"	""	""	"6"	""	""	"5"	""	"0"	""	"0"	""	"5"	""	""	"270"	""	""	"0"	""	""	"270"	""	""	""	""	""	""	""	""	""
"305"	"232"	"2"	""	""	"6"	""	""	"546"	""	"39"	""	""	"1"	""	""	"1"	""	""	"0"	""	"0"	""	"0"	""	"1"	""	""	"596"	""	""	"0"	""	""	"596"	""	""	""	""	""	""	""	""	""
