"Form...20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"356"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"357"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"358"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"359"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"360"	"Table No."	"No. & Name of Polling Station"	"BABAR ALI"	"RAMRATAN PRASAD"	"RAMASHRAY PRASAD"	"ARUNA DEVI"	"PRAMOD KUMAR"	"ARJUN PRASAD"	"CHANDO RAVIDAS"	"TANIK MOCHI"	"PRATIMA DEVI"	"PRADIP KUMAR"	"SHAMBHU SHARAN PRASAD"	"SHEETAL PRASAD"	"SITARAM PRASAD"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"361"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"362"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"363"	"1"	"155"	"3"	"8"	"10"	"150"	"23"	"4"	"7"	"0"	"12"	"223"	"6"	"7"	"2"	"3"	"458"	"0"	"458"	"0"
"364"	"2"	"156"	"0"	"0"	"3"	"547"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"557"	"0"	"557"	"0"
"365"	"3"	"157"	"0"	"0"	"2"	"575"	"0"	"1"	"0"	"0"	"0"	""	"2"	"1"	"0"	"0"	"581"	"0"	"581"	"0"
"366"	"4"	"158"	"0"	"0"	"3"	"539"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"549"	"0"	"549"	"0"
"367"	"5"	"159"	"1"	"0"	"0"	"482"	"2"	"0"	"2"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"491"	"0"	"491"	"0"
"368"	"6"	"160R"	"4"	"0"	"9"	"269"	"10"	"0"	"0"	"1"	"2"	"1"	"2"	"3"	"1"	"3"	"305"	"0"	"305"	"0"
"369"	"7"	"161R"	"4"	"4"	"5"	"23"	"19"	"2"	"5"	"2"	"26"	"265"	"13"	"3"	"1"	"8"	"380"	"0"	"380"	"0"
"370"	"8"	"162"	"1"	"1"	"25"	"784"	"50"	"5"	"5"	"0"	"6"	"18"	"2"	"3"	"1"	"1"	"902"	"0"	"902"	"0"
"371"	"9"	"163"	"10"	"4"	"45"	"58"	"7"	"2"	"6"	"4"	"18"	"258"	"2"	"6"	"2"	"2"	"424"	"0"	"424"	"0"
"372"	"10"	"164R"	"7"	"5"	"4"	"158"	"5"	"5"	"9"	"4"	"33"	"162"	"5"	"7"	"2"	"6"	"412"	"0"	"412"	"0"
"373"	"11"	"165R"	"9"	"4"	"2"	"163"	"3"	"2"	"1"	"5"	"13"	"89"	"4"	"1"	"2"	"1"	"299"	"0"	"299"	"0"
"374"	"12"	"166"	"0"	"1"	"4"	"33"	"0"	"1"	"1"	"0"	"9"	"898"	"2"	"1"	"0"	"1"	"951"	"0"	"951"	"0"
"375"	"13"	"167"	"3"	"2"	"5"	"80"	"2"	"0"	"0"	"0"	"12"	"940"	"2"	"2"	"1"	"2"	"1051"	"0"	"1051"	"0"
"376"	"14"	"168"	"10"	"4"	"31"	"113"	"9"	"3"	"9"	"6"	"30"	"93"	"7"	"15"	"6"	"13"	"349"	"0"	"349"	"0"
"377"	"Total Votes Polled"	""	"52"	"33"	"148"	"3974"	"138"	"25"	"49"	"22"	"161"	"2949"	"47"	"52"	"19"	"40"	"7709"	"0"	"7709"	"0"
"378"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"379"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"380"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"381"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"382"	"Date - 08/05/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"383"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"384"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"385"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"386"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"387"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"388"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"389"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"390"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"391"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"392"	"Table No."	"No. & Name of Polling Station"	"BABAR ALI"	"RAMRATAN PRASAD"	"RAMASHRAY PRASAD"	"ARUNA DEVI"	"PRAMOD KUMAR"	"ARJUN PRASAD"	"CHANDO RAVIDAS"	"TANIK MOCHI"	"PRATIMA DEVI"	"PRADIP KUMAR"	"SHAMBHU SHARAN PRASAD"	"SHEETAL PRASAD"	"SITARAM PRASAD"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"393"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"394"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"395"	"1"	"169"	"5"	"1"	"14"	"177"	"13"	"2"	"8"	"0"	"24"	"212"	"8"	"9"	"5"	"8"	"486"	"0"	"486"	"0"
"396"	"2"	"170"	"6"	"5"	"14"	"113"	"0"	"2"	"5"	"3"	"22"	"321"	"6"	"6"	"0"	"1"	"504"	"0"	"504"	"0"
"397"	"3"	"171"	"2"	"0"	"8"	"125"	"3"	"0"	"3"	"0"	"7"	"48"	"1"	"3"	"0"	"1"	"201"	"0"	"201"	"0"
"398"	"4"	"172"	"2"	"3"	"12"	"156"	"11"	"1"	"5"	"3"	"22"	"186"	"7"	"4"	"4"	"12"	"428"	"0"	"428"	"0"
"399"	"5"	"173"	"3"	"5"	"36"	"139"	"3"	"2"	"2"	"2"	"11"	"105"	"4"	"5"	"5"	"9"	"331"	"0"	"331"	"0"
"400"	"6"	"174"	"1"	"1"	"16"	"211"	"6"	"0"	"2"	"0"	"10"	"66"	"0"	"0"	"0"	"0"	"313"	"0"	"313"	"0"
"401"	"7"	"175"	"0"	"0"	"9"	"0"	"0"	"0"	"0"	"1"	"3"	"682"	"0"	"0"	"0"	"0"	"695"	"0"	"695"	"0"
"402"	"8"	"176"	"1"	"0"	"13"	"229"	"2"	"0"	"1"	"0"	"9"	"121"	"1"	"2"	"1"	"3"	"383"	"0"	"383"	"0"
"403"	"9"	"177"	"1"	"0"	"5"	"157"	"0"	"0"	"2"	"3"	"14"	"352"	"9"	"5"	"4"	"3"	"555"	"0"	"555"	"0"
"404"	"10"	"178"	"1"	"1"	"19"	"288"	"1"	"0"	"3"	"3"	"16"	"352"	"10"	"3"	"1"	"1"	"699"	"0"	"699"	"0"
"405"	"11"	"179"	"1"	"0"	"9"	"125"	"2"	"1"	"2"	"0"	"16"	"324"	"2"	"1"	"2"	"3"	"488"	"0"	"488"	"0"
"406"	"12"	"180"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"5"	"875"	"0"	"0"	"0"	"0"	"881"	"0"	"881"	"0"
"407"	"13"	"181"	"0"	"0"	"2"	"3"	"0"	"0"	"1"	"0"	"1"	"793"	"0"	"1"	"0"	"0"	"801"	"0"	"801"	"0"
"408"	"14"	"182"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"589"	"0"	"0"	"0"	"0"	"592"	"0"	"592"	"0"
"409"	"Total Votes Polled"	""	"23"	"16"	"158"	"1725"	"41"	"8"	"34"	"15"	"161"	"5026"	"48"	"39"	"22"	"41"	"7357"	"0"	"7357"	"0"
"410"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"411"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"412"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"413"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"414"	"Date - 08/05/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"415"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"416"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"417"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"418"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"419"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"420"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"421"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"422"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"423"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"424"	"Table No."	"No. & Name of Polling Station"	"BABAR ALI"	"RAMRATAN PRASAD"	"RAMASHRAY PRASAD"	"ARUNA DEVI"	"PRAMOD KUMAR"	"ARJUN PRASAD"	"CHANDO RAVIDAS"	"TANIK MOCHI"	"PRATIMA DEVI"	"PRADIP KUMAR"	"SHAMBHU SHARAN PRASAD"	"SHEETAL PRASAD"	"SITARAM PRASAD"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"425"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"426"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"427"	"1"	"183"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"547"	"2"	"0"	"0"	"0"	"552"	"0"	"552"	"0"
"428"	"2"	"184"	"0"	"0"	"7"	"0"	"0"	"0"	"1"	"0"	"9"	"604"	"0"	"1"	"0"	"0"	"622"	"0"	"622"	"0"
"429"	"3"	"185"	"0"	"0"	"2"	"1068"	"1"	"0"	"0"	"0"	"0"	"8"	"0"	"0"	"0"	"2"	"1081"	"0"	"1081"	"0"
"430"	"4"	"186"	"1"	"0"	"2"	"29"	"0"	"1"	"1"	"1"	"7"	"955"	"6"	"0"	"0"	"0"	"1003"	"0"	"1003"	"0"
"431"	"5"	"187"	"1"	"0"	"2"	"11"	"1"	"2"	"0"	"1"	"8"	"360"	"0"	"2"	"0"	"0"	"388"	"0"	"388"	"0"
"432"	"6"	"188"	"0"	"0"	"1"	"23"	"0"	"0"	"3"	"1"	"3"	"262"	"1"	"4"	"0"	"0"	"298"	"0"	"298"	"0"
"433"	"7"	"189R"	"3"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"6"	"156"	"1"	"0"	"0"	"1"	"172"	"0"	"172"	"0"
"434"	"8"	"190"	"2"	"4"	"45"	"183"	"4"	"2"	"4"	"4"	"22"	"60"	"2"	"5"	"2"	"5"	"344"	"0"	"344"	"0"
"435"	"9"	"191"	"5"	"2"	"37"	"73"	"9"	"1"	"6"	"4"	"16"	"97"	"6"	"14"	"15"	"17"	"302"	"0"	"302"	"0"
"436"	"10"	"192"	"3"	"3"	"5"	"21"	"8"	"0"	"0"	"2"	"14"	"534"	"3"	"3"	"1"	"5"	"602"	"0"	"602"	"0"
"437"	"11"	"193"	"0"	"0"	"9"	"28"	"2"	"0"	"2"	"0"	"7"	"783"	"3"	"2"	"1"	"0"	"837"	"0"	"837"	"0"
"438"	"12"	"194"	"0"	"0"	"3"	"16"	"2"	"0"	"2"	"0"	"13"	"756"	"5"	"3"	"0"	"1"	"801"	"0"	"801"	"0"
"439"	"13"	"195"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"537"	"1"	"0"	"0"	"0"	"540"	"0"	"540"	"0"
"440"	"14"	"196"	"0"	"0"	"2"	"74"	"2"	"1"	"7"	"1"	"18"	"662"	"5"	"8"	"2"	"0"	"782"	"0"	"782"	"0"
"441"	"Total Votes Polled"	""	"15"	"10"	"117"	"1527"	"31"	"8"	"26"	"15"	"125"	"6321"	"35"	"42"	"21"	"31"	"8324"	"0"	"8324"	"0"
"442"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"443"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"444"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"445"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"446"	"Date - 08/05/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"447"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"448"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"449"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"450"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"451"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"452"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"453"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"454"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"455"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"456"	"Table No."	"No. & Name of Polling Station"	"BABAR ALI"	"RAMRATAN PRASAD"	"RAMASHRAY PRASAD"	"ARUNA DEVI"	"PRAMOD KUMAR"	"ARJUN PRASAD"	"CHANDO RAVIDAS"	"TANIK MOCHI"	"PRATIMA DEVI"	"PRADIP KUMAR"	"SHAMBHU SHARAN PRASAD"	"SHEETAL PRASAD"	"SITARAM PRASAD"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"457"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"458"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"459"	"1"	"197"	"5"	"3"	"4"	"12"	"2"	"0"	"2"	"3"	"36"	"356"	"1"	"5"	"2"	"1"	"432"	"0"	"432"	"0"
"460"	"2"	"198"	"3"	"0"	"14"	"749"	"9"	"2"	"3"	"0"	"5"	"25"	"4"	"0"	"0"	"4"	"818"	"0"	"818"	"0"
"461"	"3"	"199"	"0"	"0"	"2"	"945"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"951"	"0"	"951"	"0"
"462"	"4"	"200"	"0"	"2"	"13"	"76"	"0"	"0"	"0"	"1"	"5"	"570"	"6"	"2"	"3"	"0"	"678"	"0"	"678"	"0"
"463"	"5"	"201"	"1"	"1"	"6"	"108"	"0"	"0"	"0"	"1"	"4"	"393"	"3"	"2"	"1"	"0"	"520"	"0"	"520"	"0"
"464"	"6"	"202"	"0"	"0"	"2"	"29"	"0"	"0"	"1"	"0"	"8"	"588"	"0"	"2"	"0"	"0"	"630"	"0"	"630"	"0"
"465"	"7"	"203"	"0"	"1"	"1"	"31"	"0"	"0"	"0"	"0"	"2"	"441"	"0"	"2"	"0"	"0"	"478"	"0"	"478"	"0"
"466"	"8"	"204R"	"5"	"0"	"1"	"5"	"5"	"3"	"3"	"2"	"20"	"239"	"7"	"7"	"3"	"3"	"303"	"0"	"303"	"0"
"467"	"9"	"205"	"0"	"0"	"0"	"678"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"681"	"0"	"681"	"0"
"468"	"10"	"206"	"0"	"0"	"2"	"5"	"2"	"0"	"0"	"0"	"5"	"830"	"1"	"0"	"0"	"0"	"845"	"0"	"845"	"0"
"469"	"11"	"207"	"1"	"1"	"3"	"6"	"6"	"0"	"0"	"1"	"6"	"449"	"0"	"0"	"2"	"1"	"476"	"0"	"476"	"0"
"470"	"12"	"208"	"0"	"1"	"7"	"5"	"0"	"0"	"0"	"0"	"2"	"483"	"1"	"0"	"2"	"0"	"501"	"0"	"501"	"0"
"471"	"13"	"209"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"781"	"0"	"0"	"0"	"0"	"785"	"0"	"785"	"0"
"472"	"14"	"210"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"495"	"0"	"0"	"0"	"0"	"496"	"0"	"496"	"0"
"473"	"Total Votes Polled"	""	"15"	"9"	"56"	"2652"	"31"	"6"	"9"	"8"	"93"	"5650"	"23"	"20"	"13"	"9"	"8594"	"0"	"8594"	"0"
"474"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"475"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"476"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"477"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"478"	"Date - 08/05/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"479"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"480"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"481"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"482"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"483"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"484"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"485"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"486"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"487"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"488"	"Table No."	"No. & Name of Polling Station"	"BABAR ALI"	"RAMRATAN PRASAD"	"RAMASHRAY PRASAD"	"ARUNA DEVI"	"PRAMOD KUMAR"	"ARJUN PRASAD"	"CHANDO RAVIDAS"	"TANIK MOCHI"	"PRATIMA DEVI"	"PRADIP KUMAR"	"SHAMBHU SHARAN PRASAD"	"SHEETAL PRASAD"	"SITARAM PRASAD"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"489"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"490"	""	"POSTAL"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"5"	"0"
"491"	""	"TOTAL"	"438"	"216"	"1386"	"60999"	"725"	"186"	"409"	"250"	"2035"	"52283"	"568"	"550"	"263"	"457"	"120765"	"2"	"120767"	"0"
"492"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"493"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"494"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"495"	"Date - 08/05/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
