"Form...20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"292"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"295"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"Table No."	"No. & Name of Polling Station"	"AADITYA SINGH"	"GANESH SHANKAR VIDYARTHI"	"JITENDRA KUMAR"	"BIJAY KUMAR SINHA"	"RAMESH PRASAD"	"AJAY KUMAR"	"ANIL SINGH"	"ASHOK YADAV"	"MD. KURBAN ALI"	"GIRANI CHAUDHARI"	"CHANDRASHWAR PRASAD GUPT"	"CHANDRIKA YADAV"	"TRIPIT SINGH"	"NAVIN KUMAR PASWAN"	"MANOJ KUMAR"	"SHASHIKANT SINGH"	"SATYENDRA KUMAR"	"SURENDRA PRASAD"	"SURENDRA RAJBANSHI"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"297"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"
"298"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"299"	"1"	"126"	"211"	"98"	"8"	"9"	"1"	"3"	"78"	"5"	"3"	"4"	"1"	"5"	"1"	"4"	"9"	"9"	"4"	"5"	"2"	"460"	"0"	"460"	"0"
"300"	"2"	"127"	"159"	"167"	"11"	"95"	"9"	"2"	"34"	"2"	"0"	"0"	"2"	"3"	"1"	"0"	"5"	"3"	"2"	"4"	"1"	"500"	"0"	"500"	"0"
"301"	"3"	"128"	"88"	"342"	"4"	"3"	"0"	"0"	"8"	"1"	"8"	"0"	"1"	"1"	"0"	"0"	"4"	"2"	"0"	"5"	"0"	"467"	"0"	"467"	"0"
"302"	"4"	"129"	"46"	"370"	"2"	"1"	"3"	"0"	"4"	"2"	"1"	"1"	"1"	"4"	"1"	"3"	"15"	"7"	"1"	"2"	"0"	"464"	"0"	"464"	"0"
"303"	"5"	"130"	"156"	"341"	"6"	"13"	"0"	"1"	"72"	"5"	"5"	"3"	"0"	"1"	"1"	"5"	"4"	"8"	"6"	"3"	"1"	"631"	"0"	"631"	"0"
"304"	"6"	"131"	"432"	"26"	"0"	"15"	"3"	"0"	"211"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"0"	"696"	"0"	"696"	"0"
"305"	"7"	"132"	"87"	"107"	"9"	"10"	"3"	"7"	"59"	"16"	"12"	"10"	"7"	"37"	"22"	"14"	"12"	"51"	"17"	"14"	"9"	"503"	"0"	"503"	"0"
"306"	"8"	"133"	"173"	"29"	"3"	"22"	"5"	"4"	"129"	"4"	"1"	"2"	"1"	"3"	"2"	"0"	"4"	"7"	"2"	"2"	"2"	"395"	"0"	"395"	"0"
"307"	"9"	"134"	"464"	"1"	"0"	"1"	"0"	"0"	"157"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"625"	"0"	"625"	"0"
"308"	"10"	"135R"	"133"	"62"	"6"	"3"	"7"	"2"	"33"	"4"	"5"	"4"	"4"	"8"	"7"	"7"	"11"	"24"	"20"	"9"	"5"	"354"	"0"	"354"	"0"
"309"	"11"	"136"	"167"	"61"	"10"	"10"	"13"	"5"	"140"	"14"	"7"	"11"	"4"	"11"	"5"	"4"	"13"	"45"	"11"	"11"	"8"	"550"	"0"	"550"	"0"
"310"	"12"	"137R"	"102"	"185"	"1"	"1"	"5"	"1"	"1"	"0"	"2"	"6"	"1"	"1"	"2"	"2"	"13"	"9"	"8"	"8"	"4"	"352"	"0"	"352"	"0"
"311"	"13"	"138"	"177"	"152"	"12"	"0"	"13"	"4"	"13"	"3"	"2"	"5"	"1"	"22"	"4"	"2"	"11"	"5"	"3"	"3"	"0"	"432"	"0"	"432"	"0"
"312"	"14"	"139"	"700"	"2"	"0"	"1"	"0"	"0"	"43"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"751"	"0"	"751"	"0"
"313"	"Total Votes Polled"	""	"3095"	"1943"	"72"	"184"	"62"	"29"	"982"	"57"	"48"	"48"	"24"	"96"	"48"	"41"	"102"	"172"	"74"	"71"	"32"	"7180"	"0"	"7180"	"0"
"314"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"315"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"316"	"41402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"317"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"243-Hasua Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"322"	"Election to the State Legislative Assembly from the 243 - Hasua  Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"324"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"325"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"Table No."	"No. & Name of Polling Station"	"AADITYA SINGH"	"GANESH SHANKAR VIDYARTHI"	"JITENDRA KUMAR"	"BIJAY KUMAR SINHA"	"RAMESH PRASAD"	"AJAY KUMAR"	"ANIL SINGH"	"ASHOK YADAV"	"MD. KURBAN ALI"	"GIRANI CHAUDHARI"	"CHANDRASHWAR PRASAD GUPT"	"CHANDRIKA YADAV"	"TRIPIT SINGH"	"NAVIN KUMAR PASWAN"	"MANOJ KUMAR"	"SHASHIKANT SINGH"	"SATYENDRA KUMAR"	"SURENDRA PRASAD"	"SURENDRA RAJBANSHI"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"329"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"
"330"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"331"	"1"	"140"	"542"	"37"	"2"	"4"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"589"	"0"	"589"	"0"
"332"	"2"	"141"	"372"	"3"	"0"	"1"	"2"	"0"	"8"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"392"	"0"	"392"	"0"
"333"	"3"	"142"	"650"	"9"	"1"	"4"	"1"	"1"	"19"	"1"	"1"	"2"	"3"	"4"	"2"	"0"	"1"	"10"	"1"	"0"	"0"	"710"	"0"	"710"	"0"
"334"	"4"	"142A"	"350"	"2"	"0"	"0"	"1"	"0"	"4"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"361"	"0"	"361"	"0"
"335"	"5"	"143"	"776"	"9"	"2"	"3"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"7"	"1"	"0"	"803"	"0"	"803"	"0"
"336"	"6"	"144"	"870"	"42"	"1"	"2"	"0"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"1"	"0"	"0"	"931"	"0"	"931"	"0"
"337"	"7"	"145"	"367"	"78"	"4"	"7"	"5"	"3"	"15"	"1"	"5"	"3"	"2"	"6"	"7"	"5"	"11"	"24"	"14"	"3"	"5"	"565"	"0"	"565"	"0"
"338"	"8"	"146"	"398"	"95"	"2"	"1"	"0"	"0"	"3"	"1"	"0"	"1"	"2"	"1"	"0"	"1"	"2"	"6"	"2"	"1"	"1"	"517"	"0"	"517"	"0"
"339"	"9"	"147"	"144"	"47"	"2"	"17"	"4"	"4"	"59"	"7"	"3"	"5"	"4"	"2"	"5"	"5"	"9"	"14"	"3"	"17"	"3"	"354"	"0"	"354"	"0"
"340"	"10"	"148"	"125"	"18"	"0"	"41"	"4"	"0"	"243"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"16"	"2"	"1"	"0"	"455"	"0"	"455"	"0"
"341"	"11"	"149"	"330"	"53"	"3"	"23"	"0"	"2"	"5"	"1"	"2"	"6"	"0"	"7"	"0"	"1"	"0"	"4"	"1"	"38"	"2"	"478"	"0"	"478"	"0"
"342"	"12"	"150"	"125"	"57"	"4"	"13"	"0"	"0"	"26"	"3"	"3"	"3"	"2"	"2"	"4"	"0"	"7"	"7"	"4"	"6"	"1"	"267"	"0"	"267"	"0"
"343"	"13"	"151"	"331"	"5"	"0"	"8"	"0"	"0"	"2"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"3"	"1"	"355"	"0"	"355"	"0"
"344"	"14"	"152"	"306"	"10"	"0"	"50"	"0"	"0"	"30"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"397"	"0"	"397"	"0"
"345"	"Total Votes Polled"	""	"5686"	"465"	"21"	"174"	"17"	"10"	"431"	"20"	"16"	"26"	"13"	"26"	"19"	"13"	"33"	"86"	"35"	"70"	"13"	"7174"	"0"	"7174"	"0"
"346"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"347"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"348"	"41402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"349"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"350"	"243-Hasua Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"353"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"354"	"Election to the State Legislative Assembly from the 243 - Hasua  Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"356"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"357"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"358"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"359"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"360"	"Table No."	"No. & Name of Polling Station"	"AADITYA SINGH"	"GANESH SHANKAR VIDYARTHI"	"JITENDRA KUMAR"	"BIJAY KUMAR SINHA"	"RAMESH PRASAD"	"AJAY KUMAR"	"ANIL SINGH"	"ASHOK YADAV"	"MD. KURBAN ALI"	"GIRANI CHAUDHARI"	"CHANDRASHWAR PRASAD GUPT"	"CHANDRIKA YADAV"	"TRIPIT SINGH"	"NAVIN KUMAR PASWAN"	"MANOJ KUMAR"	"SHASHIKANT SINGH"	"SATYENDRA KUMAR"	"SURENDRA PRASAD"	"SURENDRA RAJBANSHI"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"361"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"
"362"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"363"	"1"	"153"	"172"	"12"	"5"	"60"	"7"	"3"	"85"	"2"	"3"	"8"	"3"	"1"	"2"	"2"	"4"	"15"	"8"	"0"	"1"	"393"	"0"	"393"	"0"
"364"	"2"	"154"	"142"	"11"	"3"	"31"	"0"	"4"	"27"	"1"	"8"	"5"	"2"	"0"	"3"	"3"	"6"	"13"	"4"	"1"	"1"	"265"	"0"	"265"	"0"
"365"	"3"	"155"	"64"	"111"	"3"	"73"	"3"	"2"	"15"	"0"	"1"	"16"	"1"	"0"	"3"	"4"	"9"	"5"	"3"	"13"	"0"	"326"	"0"	"326"	"0"
"366"	"4"	"156"	"90"	"101"	"14"	"25"	"10"	"6"	"29"	"7"	"5"	"20"	"3"	"11"	"6"	"6"	"7"	"19"	"3"	"70"	"5"	"437"	"0"	"437"	"0"
"367"	"5"	"157"	"459"	"100"	"19"	"9"	"4"	"1"	"12"	"5"	"3"	"9"	"5"	"32"	"4"	"1"	"10"	"18"	"1"	"10"	"2"	"704"	"0"	"704"	"0"
"368"	"6"	"158R"	"108"	"7"	"3"	"9"	"0"	"3"	"174"	"5"	"0"	"7"	"1"	"2"	"1"	"5"	"2"	"11"	"2"	"0"	"2"	"342"	"0"	"342"	"0"
"369"	"7"	"159"	"95"	"53"	"4"	"27"	"3"	"0"	"61"	"15"	"4"	"3"	"2"	"1"	"3"	"1"	"2"	"5"	"12"	"26"	"92"	"409"	"0"	"409"	"0"
"370"	"8"	"160R"	"112"	"59"	"4"	"2"	"2"	"2"	"11"	"3"	"1"	"2"	"0"	"0"	"1"	"0"	"7"	"4"	"10"	"3"	"0"	"223"	"0"	"223"	"0"
"371"	"9"	"161"	"727"	"3"	"0"	"8"	"5"	"0"	"11"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"760"	"0"	"760"	"0"
"372"	"10"	"162"	"116"	"32"	"9"	"10"	"4"	"2"	"49"	"7"	"1"	"3"	"0"	"6"	"2"	"1"	"2"	"10"	"1"	"25"	"0"	"280"	"0"	"280"	"0"
"373"	"11"	"163"	"170"	"137"	"0"	"130"	"0"	"1"	"197"	"1"	"0"	"1"	"1"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"643"	"0"	"643"	"0"
"374"	"12"	"164"	"186"	"9"	"2"	"3"	"1"	"0"	"56"	"1"	"3"	"9"	"1"	"6"	"1"	"0"	"4"	"12"	"3"	"30"	"2"	"329"	"0"	"329"	"0"
"375"	"13"	"165"	"346"	"20"	"1"	"7"	"0"	"0"	"49"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"426"	"0"	"426"	"0"
"376"	"14"	"166"	"24"	"9"	"1"	"49"	"17"	"2"	"28"	"2"	"5"	"1"	"5"	"2"	"2"	"2"	"3"	"6"	"2"	"2"	"2"	"164"	"0"	"164"	"0"
"377"	"Total Votes Polled"	""	"2811"	"664"	"68"	"443"	"56"	"26"	"804"	"50"	"34"	"84"	"25"	"64"	"29"	"27"	"58"	"120"	"50"	"180"	"108"	"5701"	"0"	"5701"	"0"
"378"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"379"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"380"	"41402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"381"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"382"	"243-Hasua Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"383"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"384"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"385"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"386"	"Election to the State Legislative Assembly from the 243 - Hasua  Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"387"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"388"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"389"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"390"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"391"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"392"	"Table No."	"No. & Name of Polling Station"	"AADITYA SINGH"	"GANESH SHANKAR VIDYARTHI"	"JITENDRA KUMAR"	"BIJAY KUMAR SINHA"	"RAMESH PRASAD"	"AJAY KUMAR"	"ANIL SINGH"	"ASHOK YADAV"	"MD. KURBAN ALI"	"GIRANI CHAUDHARI"	"CHANDRASHWAR PRASAD GUPT"	"CHANDRIKA YADAV"	"TRIPIT SINGH"	"NAVIN KUMAR PASWAN"	"MANOJ KUMAR"	"SHASHIKANT SINGH"	"SATYENDRA KUMAR"	"SURENDRA PRASAD"	"SURENDRA RAJBANSHI"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"393"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"
"394"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"395"	"1"	"167"	"250"	"29"	"2"	"3"	"2"	"3"	"115"	"2"	"1"	"2"	"2"	"2"	"4"	"0"	"0"	"1"	"0"	"1"	"0"	"419"	"0"	"419"	"0"
"396"	"2"	"168R"	"433"	"64"	"4"	"17"	"5"	"2"	"66"	"4"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"7"	"3"	"0"	"2"	"612"	"0"	"612"	"0"
"397"	"3"	"169"	"938"	"7"	"1"	"3"	"0"	"0"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"972"	"0"	"972"	"0"
"398"	"4"	"170R"	"187"	"74"	"5"	"4"	"9"	"1"	"7"	"2"	"2"	"0"	"1"	"0"	"1"	"2"	"2"	"3"	"1"	"0"	"1"	"302"	"0"	"302"	"0"
"399"	"5"	"171"	"89"	"7"	"1"	"7"	"4"	"3"	"67"	"6"	"3"	"1"	"2"	"1"	"1"	"1"	"2"	"7"	"8"	"4"	"6"	"220"	"0"	"220"	"0"
"400"	"6"	"172"	"165"	"29"	"0"	"6"	"4"	"1"	"50"	"2"	"2"	"2"	"0"	"0"	"1"	"1"	"0"	"5"	"0"	"0"	"0"	"268"	"0"	"268"	"0"
"401"	"7"	"173"	"146"	"11"	"5"	"10"	"3"	"0"	"62"	"9"	"9"	"4"	"4"	"3"	"10"	"3"	"7"	"31"	"3"	"0"	"2"	"322"	"0"	"322"	"0"
"402"	"8"	"174"	"155"	"156"	"15"	"9"	"47"	"9"	"71"	"5"	"2"	"2"	"5"	"3"	"3"	"1"	"3"	"7"	"1"	"8"	"0"	"502"	"0"	"502"	"0"
"403"	"9"	"175"	"363"	"47"	"0"	"1"	"2"	"0"	"49"	"1"	"1"	"0"	"0"	"16"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"481"	"0"	"481"	"0"
"404"	"10"	"176"	"174"	"109"	"4"	"4"	"1"	"1"	"6"	"1"	"5"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"309"	"0"	"309"	"0"
"405"	"11"	"177"	"104"	"374"	"3"	"14"	"4"	"0"	"6"	"2"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"512"	"0"	"512"	"0"
"406"	"12"	"178"	"135"	"186"	"22"	"3"	"7"	"0"	"2"	"3"	"1"	"0"	"5"	"3"	"3"	"2"	"4"	"3"	"0"	"0"	"0"	"379"	"0"	"379"	"0"
"407"	"13"	"179"	"100"	"25"	"5"	"22"	"16"	"7"	"62"	"17"	"134"	"6"	"16"	"2"	"4"	"1"	"5"	"7"	"3"	"2"	"2"	"436"	"0"	"436"	"0"
"408"	"14"	"180"	"124"	"74"	"7"	"110"	"90"	"4"	"37"	"3"	"37"	"11"	"4"	"5"	"0"	"2"	"3"	"7"	"11"	"13"	"5"	"547"	"0"	"547"	"0"
"409"	"Total Votes Polled"	""	"3363"	"1192"	"74"	"213"	"194"	"31"	"619"	"57"	"199"	"29"	"40"	"35"	"28"	"19"	"27"	"83"	"31"	"28"	"19"	"6281"	"0"	"6281"	"0"
"410"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"411"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"412"	"41402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"413"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"414"	"243-Hasua Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"415"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"416"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"417"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"418"	"Election to the State Legislative Assembly from the 243 - Hasua  Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"419"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"420"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"421"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"422"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"423"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"424"	"Table No."	"No. & Name of Polling Station"	"AADITYA SINGH"	"GANESH SHANKAR VIDYARTHI"	"JITENDRA KUMAR"	"BIJAY KUMAR SINHA"	"RAMESH PRASAD"	"AJAY KUMAR"	"ANIL SINGH"	"ASHOK YADAV"	"MD. KURBAN ALI"	"GIRANI CHAUDHARI"	"CHANDRASHWAR PRASAD GUPT"	"CHANDRIKA YADAV"	"TRIPIT SINGH"	"NAVIN KUMAR PASWAN"	"MANOJ KUMAR"	"SHASHIKANT SINGH"	"SATYENDRA KUMAR"	"SURENDRA PRASAD"	"SURENDRA RAJBANSHI"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"425"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"
"426"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"427"	"1"	"181R"	"107"	"155"	"17"	"26"	"32"	"6"	"57"	"10"	"11"	"3"	"5"	"11"	"3"	"4"	"4"	"4"	"3"	"2"	"4"	"464"	"0"	"464"	"0"
"428"	"2"	"182"	"11"	"393"	"5"	"2"	"2"	"1"	"15"	"2"	"1"	"0"	"0"	"2"	"0"	"0"	"3"	"2"	"0"	"2"	"0"	"441"	"0"	"441"	"0"
"429"	"3"	"183"	"420"	"72"	"11"	"3"	"11"	"0"	"12"	"2"	"3"	"2"	"3"	"83"	"8"	"3"	"8"	"23"	"1"	"0"	"1"	"666"	"0"	"666"	"0"
"430"	"4"	"184"	"60"	"304"	"6"	"3"	"1"	"0"	"19"	"5"	"1"	"3"	"0"	"3"	"1"	"1"	"2"	"6"	"2"	"4"	"3"	"424"	"0"	"424"	"0"
"431"	"5"	"185"	"493"	"47"	"28"	"3"	"1"	"0"	"6"	"5"	"0"	"1"	"2"	"1"	"1"	"0"	"1"	"1"	"2"	"3"	"1"	"596"	"0"	"596"	"0"
"432"	"6"	"186"	"395"	"83"	"36"	"8"	"0"	"1"	"5"	"4"	"2"	"3"	"3"	"9"	"5"	"6"	"4"	"11"	"5"	"3"	"3"	"586"	"0"	"586"	"0"
"433"	"7"	"187"	"183"	"26"	"2"	"20"	"8"	"6"	"199"	"4"	"3"	"16"	"5"	"4"	"5"	"1"	"3"	"19"	"3"	"1"	"3"	"511"	"0"	"511"	"0"
"434"	"8"	"188"	"124"	"12"	"2"	"2"	"0"	"2"	"37"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"3"	"0"	"2"	"0"	"196"	"0"	"196"	"0"
"435"	"9"	"189"	"147"	"220"	"7"	"8"	"1"	"0"	"7"	"2"	"1"	"3"	"0"	"49"	"3"	"0"	"4"	"4"	"12"	"8"	"3"	"479"	"0"	"479"	"0"
