"Form...20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"384"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"385"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"386"	"Table No."	"No. & Name of Polling Station"	"GAYA RAM"	"NAND KISHORE CHAUDHARY"	"RAJENDRA CHAUDHARY"	"BANWARI RAM"	"BHOLA MANJHI"	"NARESH RAM"	"PRAKASH VIR"	"BINOD CHAUDHARY"	"RAJESH KUMAR"	"RAMANAND CHAUDHARY"	"SHANTI DEVI"	"SURESH RAM"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"387"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"388"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"389"	"1"	"183"	"7"	"13"	"2"	"52"	"1"	"0"	"3"	"0"	"0"	"1"	"0"	"1"	"80"	"0"	"80"	"0"
"390"	"2"	"184"	"11"	"41"	"2"	"6"	"1"	"1"	"0"	"1"	"7"	"1"	"0"	"0"	"71"	"0"	"71"	"0"
"391"	"3"	"185"	"8"	"3"	"5"	"39"	"2"	"5"	"3"	"1"	"4"	"0"	"2"	"5"	"77"	"0"	"77"	"0"
"392"	"4"	"186"	"7"	"53"	"3"	"3"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"3"	"74"	"0"	"74"	"0"
"393"	"5"	"187"	"89"	"29"	"1"	"109"	"0"	"0"	"14"	"0"	"0"	"0"	"1"	"1"	"244"	"0"	"244"	"0"
"394"	"6"	"188"	"45"	"267"	"3"	"31"	"1"	"2"	"30"	"1"	"0"	"1"	"5"	"5"	"391"	"0"	"391"	"0"
"395"	"7"	"189"	"54"	"173"	"5"	"55"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"2"	"296"	"0"	"296"	"0"
"396"	"8"	"190"	"45"	"68"	"14"	"95"	"4"	"1"	"7"	"3"	"2"	"0"	"2"	"3"	"244"	"0"	"244"	"0"
"397"	"9"	"191R"	"35"	"124"	"8"	"43"	"3"	"5"	"6"	"3"	"1"	"2"	"4"	"15"	"249"	"0"	"249"	"0"
"398"	"10"	"192"	"32"	"96"	"21"	"19"	"6"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"178"	"0"	"178"	"0"
"399"	"11"	"193"	"16"	"220"	"4"	"19"	"2"	"2"	"7"	"0"	"0"	"1"	"2"	"1"	"274"	"0"	"274"	"0"
"400"	"12"	"194"	"195"	"62"	"3"	"112"	"3"	"0"	"5"	"0"	"3"	"1"	"1"	"6"	"391"	"0"	"391"	"0"
"401"	"13"	"195"	"33"	"63"	"4"	"222"	"32"	"3"	"17"	"9"	"6"	"3"	"3"	"7"	"402"	"0"	"402"	"0"
"402"	"14"	"196"	"22"	"79"	"5"	"159"	"5"	"3"	"7"	"1"	"5"	"2"	"4"	"8"	"300"	"0"	"300"	"0"
"403"	"Total Votes Polled"	""	"599"	"1291"	"80"	"964"	"61"	"23"	"106"	"22"	"29"	"13"	"25"	"58"	"3271"	"0"	"3271"	"0"
"404"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"405"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"406"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"407"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"408"	"Election to the State Legislative Assembly from the 240 - Rajauli (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"409"	"Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"410"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"411"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"412"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"413"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"414"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"415"	"Table No."	"No. & Name of Polling Station"	"GAYA RAM"	"NAND KISHORE CHAUDHARY"	"RAJENDRA CHAUDHARY"	"BANWARI RAM"	"BHOLA MANJHI"	"NARESH RAM"	"PRAKASH VIR"	"BINOD CHAUDHARY"	"RAJESH KUMAR"	"RAMANAND CHAUDHARY"	"SHANTI DEVI"	"SURESH RAM"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"416"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"417"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"418"	"1"	"197"	"37"	"105"	"1"	"215"	"7"	"2"	"7"	"0"	"0"	"1"	"0"	"2"	"377"	"0"	"377"	"0"
"419"	"2"	"198"	"33"	"54"	"10"	"105"	"13"	"4"	"16"	"1"	"4"	"3"	"4"	"7"	"254"	"0"	"254"	"0"
"420"	"3"	"199"	"52"	"56"	"3"	"341"	"0"	"0"	"6"	"1"	"0"	"5"	"2"	"2"	"468"	"0"	"468"	"0"
"421"	"4"	"200R"	"27"	"127"	"4"	"52"	"4"	"3"	"7"	"0"	"3"	"3"	"4"	"7"	"241"	"0"	"241"	"0"
"422"	"5"	"201"	"36"	"388"	"2"	"36"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"2"	"468"	"0"	"468"	"0"
"423"	"6"	"202"	"42"	"254"	"13"	"115"	"7"	"3"	"4"	"2"	"3"	"2"	"3"	"3"	"451"	"0"	"451"	"0"
"424"	"7"	"203"	"39"	"128"	"21"	"116"	"7"	"3"	"13"	"3"	"11"	"4"	"6"	"14"	"365"	"0"	"365"	"0"
"425"	"8"	"204"	"51"	"290"	"12"	"59"	"17"	"6"	"17"	"2"	"2"	"1"	"5"	"4"	"466"	"0"	"466"	"0"
"426"	"9"	"205"	"75"	"213"	"9"	"152"	"17"	"6"	"36"	"6"	"7"	"3"	"8"	"26"	"558"	"0"	"558"	"0"
"427"	"10"	"206"	"28"	"195"	"11"	"27"	"2"	"7"	"27"	"5"	"2"	"2"	"6"	"7"	"319"	"0"	"319"	"0"
"428"	"11"	"207"	"72"	"184"	"17"	"51"	"10"	"4"	"15"	"9"	"11"	"6"	"13"	"39"	"431"	"0"	"431"	"0"
"429"	"12"	"208"	"354"	"65"	"33"	"63"	"6"	"1"	"21"	"0"	"1"	"7"	"5"	"17"	"573"	"0"	"573"	"0"
"430"	"13"	"209"	"127"	"104"	"2"	"100"	"0"	"2"	"22"	"1"	"0"	"0"	"0"	"4"	"362"	"0"	"362"	"0"
"431"	"14"	"210"	"259"	"41"	"19"	"39"	"0"	"0"	"13"	"0"	"0"	"4"	"1"	"13"	"389"	"0"	"389"	"0"
"432"	"Total Votes Polled"	""	"1232"	"2204"	"157"	"1471"	"90"	"41"	"207"	"30"	"44"	"41"	"58"	"147"	"5722"	"0"	"5722"	"0"
"433"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"434"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"435"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"436"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"437"	"Election to the State Legislative Assembly from the 240 - Rajauli (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"438"	"Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"439"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"440"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"441"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"442"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"443"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"444"	"Table No."	"No. & Name of Polling Station"	"GAYA RAM"	"NAND KISHORE CHAUDHARY"	"RAJENDRA CHAUDHARY"	"BANWARI RAM"	"BHOLA MANJHI"	"NARESH RAM"	"PRAKASH VIR"	"BINOD CHAUDHARY"	"RAJESH KUMAR"	"RAMANAND CHAUDHARY"	"SHANTI DEVI"	"SURESH RAM"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"445"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"446"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"447"	"1"	"211"	"3"	"86"	"0"	"115"	"3"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"211"	"0"	"211"	"0"
"448"	"2"	"212"	"94"	"99"	"2"	"205"	"0"	"0"	"17"	"0"	"1"	"0"	"1"	"5"	"424"	"0"	"424"	"0"
"449"	"3"	"213"	"136"	"63"	"0"	"21"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"3"	"228"	"0"	"228"	"0"
"450"	"4"	"214"	"279"	"87"	"3"	"49"	"5"	"1"	"16"	"1"	"7"	"2"	"0"	"8"	"458"	"0"	"458"	"0"
"451"	"5"	"215"	"27"	"239"	"3"	"222"	"9"	"1"	"20"	"0"	"3"	"2"	"0"	"8"	"534"	"0"	"534"	"0"
"452"	"6"	"216"	"30"	"21"	"5"	"218"	"14"	"6"	"7"	"4"	"12"	"2"	"4"	"2"	"325"	"0"	"325"	"0"
"453"	"7"	"217R"	"150"	"172"	"15"	"136"	"6"	"8"	"21"	"13"	"12"	"14"	"14"	"36"	"597"	"0"	"597"	"0"
"454"	"8"	"218"	"34"	"25"	"1"	"264"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"330"	"0"	"330"	"0"
"455"	"9"	"219"	"161"	"91"	"9"	"7"	"2"	"1"	"1"	"0"	"2"	"3"	"1"	"10"	"288"	"0"	"288"	"0"
"456"	"10"	"220"	"281"	"66"	"4"	"3"	"0"	"1"	"1"	"2"	"2"	"0"	"4"	"17"	"381"	"0"	"381"	"0"
"457"	"11"	"221"	"74"	"347"	"20"	"61"	"4"	"4"	"16"	"4"	"6"	"6"	"6"	"34"	"582"	"0"	"582"	"0"
"458"	"12"	"222"	"44"	"127"	"6"	"36"	"6"	"3"	"2"	"0"	"3"	"1"	"5"	"20"	"253"	"0"	"253"	"0"
"459"	"13"	"223"	"55"	"140"	"15"	"32"	"5"	"3"	"4"	"1"	"4"	"1"	"3"	"10"	"273"	"0"	"273"	"0"
"460"	"14"	"224"	"4"	"118"	"7"	"119"	"3"	"0"	"14"	"0"	"2"	"1"	"1"	"4"	"273"	"0"	"273"	"0"
"461"	"Total Votes Polled"	""	"1372"	"1681"	"90"	"1488"	"57"	"30"	"129"	"26"	"55"	"33"	"39"	"157"	"5157"	"0"	"5157"	"0"
"462"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"463"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"464"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"465"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"466"	"Election to the State Legislative Assembly from the 240 - Rajauli (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"467"	"Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"468"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"469"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"470"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"471"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"472"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"473"	"Table No."	"No. & Name of Polling Station"	"GAYA RAM"	"NAND KISHORE CHAUDHARY"	"RAJENDRA CHAUDHARY"	"BANWARI RAM"	"BHOLA MANJHI"	"NARESH RAM"	"PRAKASH VIR"	"BINOD CHAUDHARY"	"RAJESH KUMAR"	"RAMANAND CHAUDHARY"	"SHANTI DEVI"	"SURESH RAM"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"474"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"475"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"476"	"1"	"225"	"5"	"51"	"4"	"191"	"2"	"3"	"7"	"2"	"1"	"0"	"2"	"2"	"270"	"0"	"270"	"0"
"477"	"Total Votes Polled"	""	"5"	"51"	"4"	"191"	"2"	"3"	"7"	"2"	"1"	"0"	"2"	"2"	"270"	"0"	"270"	"0"
"478"	""	"POSTAL"	"2"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"6"	"0"
"479"	""	"TOTAL"	"7808"	"34272"	"2052"	"32346"	"1863"	"894"	"4058"	"644"	"853"	"1233"	"706"	"1896"	"88625"	"0"	"88625"	"0"
