"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 233-Imamganj(SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Round No. ……         1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Sl. No. of Polling Station"	""	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""	""
"6"	""	""	"UDAY NARAYAN CHAUDHAR Y"	""	""	"RAM SWAROOP PASWAN"	""	"SUJEET MANJHI"	""	""	"HEERA PRASAD"	""	""	"FAKIR CHAND DAS"	""	""	"RAJESH KUMAR"	""	"VISHNUDEO SINGH"	""	"AMLESH KUMAR SINGH"	""	"RAMWALI RISHIYASA N"	""	"SRICHAND SINGH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"202"	"153"	"21"	""	""	"164"	""	""	"23"	""	"45"	""	""	"5"	""	""	"2"	""	""	"0"	""	"0"	""	"1"	""	"2"	""	""	"263"	""	""	"0"	""	""	"263"	""	""	""	""	""	""	""	""	""
"203"	"154"	"85"	""	""	"287"	""	""	"75"	""	"7"	""	""	"2"	""	""	"0"	""	""	"0"	""	"3"	""	"0"	""	"2"	""	""	"461"	""	""	"0"	""	""	"461"	""	""	""	""	""	""	""	""	""
"204"	"Total"	"2778"	""	""	"1445"	""	""	"869"	""	"419"	""	""	"96"	""	""	"69"	""	""	"50"	""	"102"	""	"66"	""	"113"	""	""	"6007"	""	""	"0"	""	""	"6007"	""	""	""	""	""	""	""	""	""
"205"	"Sl. No. of Polling Station"	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"206"	""	"UDAY NARAYAN CHAUDHAR Y"	""	""	"RAM SWAROOP PASWAN"	""	""	"SUJEET MANJHI"	""	"HEERA PRASAD"	""	""	"FAKIR CHAND DAS"	""	""	"RAJESH KUMAR"	""	""	"VISHNUDEO SINGH"	""	"AMLESH KUMAR SINGH"	""	"RAMWALI RISHIYASA N"	""	"SRICHAND SINGH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"207"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	"9"	""	"10"	""	"11"	""	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""	""	""
"208"	"155"	"22"	""	""	"188"	""	""	"76"	""	"3"	""	""	"0"	""	""	"0"	""	""	"1"	""	"0"	""	"0"	""	"0"	""	""	"290"	""	""	"0"	""	""	"290"	""	""	""	""	""	""	""	""	""
"209"	"156"	"46"	""	""	"35"	""	""	"73"	""	"14"	""	""	"9"	""	""	"9"	""	""	"9"	""	"11"	""	"5"	""	"7"	""	""	"218"	""	""	"0"	""	""	"218"	""	""	""	""	""	""	""	""	""
"210"	"157"	"117"	""	""	"35"	""	""	"26"	""	"28"	""	""	"40"	""	""	"21"	""	""	"18"	""	"26"	""	"17"	""	"15"	""	""	"343"	""	""	"0"	""	""	"343"	""	""	""	""	""	""	""	""	""
"211"	"158"	"101"	""	""	"175"	""	""	"62"	""	"16"	""	""	"6"	""	""	"7"	""	""	"3"	""	"6"	""	"4"	""	"4"	""	""	"384"	""	""	"0"	""	""	"384"	""	""	""	""	""	""	""	""	""
"212"	"159"	"99"	""	""	"45"	""	""	"56"	""	"16"	""	""	"13"	""	""	"4"	""	""	"5"	""	"10"	""	"4"	""	"9"	""	""	"261"	""	""	"0"	""	""	"261"	""	""	""	""	""	""	""	""	""
"213"	"160"	"66"	""	""	"49"	""	""	"75"	""	"53"	""	""	"10"	""	""	"7"	""	""	"10"	""	"7"	""	"7"	""	"28"	""	""	"312"	""	""	"0"	""	""	"312"	""	""	""	""	""	""	""	""	""
"214"	"161"	"61"	""	""	"34"	""	""	"123"	""	"6"	""	""	"4"	""	""	"1"	""	""	"3"	""	"2"	""	"0"	""	"0"	""	""	"234"	""	""	"0"	""	""	"234"	""	""	""	""	""	""	""	""	""
"215"	"162"	"74"	""	""	"125"	""	""	"13"	""	"11"	""	""	"6"	""	""	"1"	""	""	"1"	""	"6"	""	"1"	""	"5"	""	""	"243"	""	""	"0"	""	""	"243"	""	""	""	""	""	""	""	""	""
"216"	"163"	"33"	""	""	"83"	""	""	"17"	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"133"	""	""	"0"	""	""	"133"	""	""	""	""	""	""	""	""	""
"217"	"164"	"2"	""	""	"45"	""	""	"27"	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"74"	""	""	"0"	""	""	"74"	""	""	""	""	""	""	""	""	""
"218"	"165"	"0"	""	""	"405"	""	""	"1"	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"406"	""	""	"0"	""	""	"406"	""	""	""	""	""	""	""	""	""
"219"	"166"	"59"	""	""	"32"	""	""	"35"	""	"5"	""	""	"9"	""	""	"2"	""	""	"3"	""	"8"	""	"0"	""	"9"	""	""	"162"	""	""	"0"	""	""	"162"	""	""	""	""	""	""	""	""	""
"220"	"167"	"7"	""	""	"394"	""	""	"4"	""	"6"	""	""	"0"	""	""	"0"	""	""	"1"	""	"1"	""	"1"	""	"1"	""	""	"415"	""	""	"0"	""	""	"415"	""	""	""	""	""	""	""	""	""
"221"	"168"	"15"	""	""	"420"	""	""	"74"	""	"8"	""	""	"2"	""	""	"1"	""	""	"1"	""	"0"	""	"0"	""	"0"	""	""	"521"	""	""	"0"	""	""	"521"	""	""	""	""	""	""	""	""	""
"222"	"Total"	"702"	""	""	"2065"	""	""	"662"	""	"166"	""	""	"99"	""	""	"53"	""	""	"55"	""	"77"	""	"39"	""	"78"	""	""	"3996"	""	""	"0"	""	""	"3996"	""	""	""	""	""	""	""	""	""
"223"	"Sl. No. of Polling Station"	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"224"	""	"UDAY NARAYAN CHAUDHAR Y"	""	""	"RAM SWAROOP PASWAN"	""	""	"SUJEET MANJHI"	""	"HEERA PRASAD"	""	""	"FAKIR CHAND DAS"	""	""	"RAJESH KUMAR"	""	""	"VISHNUDEO SINGH"	""	"AMLESH KUMAR SINGH"	""	"RAMWALI RISHIYASA N"	""	"SRICHAND SINGH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	"9"	""	"10"	""	"11"	""	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""	""	""
"226"	"169"	"2"	""	""	"943"	""	""	"3"	""	"0"	""	""	"11"	""	""	"0"	""	""	"1"	""	"1"	""	"0"	""	"3"	""	""	"964"	""	""	"0"	""	""	"964"	""	""	""	""	""	""	""	""	""
"227"	"170"	"43"	""	""	"55"	""	""	"106"	""	"28"	""	""	"5"	""	""	"4"	""	""	"1"	""	"8"	""	"3"	""	"12"	""	""	"265"	""	""	"0"	""	""	"265"	""	""	""	""	""	""	""	""	""
"228"	"171"	"34"	""	""	"101"	""	""	"44"	""	"3"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"182"	""	""	"0"	""	""	"182"	""	""	""	""	""	""	""	""	""
"229"	"172"	"122"	""	""	"80"	""	""	"204"	""	"27"	""	""	"26"	""	""	"20"	""	""	"19"	""	"26"	""	"13"	""	"33"	""	""	"570"	""	""	"0"	""	""	"570"	""	""	""	""	""	""	""	""	""
"230"	"173"	"10"	""	""	"858"	""	""	"115"	""	"6"	""	""	"2"	""	""	"0"	""	""	"0"	""	"2"	""	"0"	""	"4"	""	""	"997"	""	""	"0"	""	""	"997"	""	""	""	""	""	""	""	""	""
"231"	"174"	"61"	""	""	"113"	""	""	"147"	""	"13"	""	""	"8"	""	""	"7"	""	""	"6"	""	"5"	""	"6"	""	"6"	""	""	"372"	""	""	"0"	""	""	"372"	""	""	""	""	""	""	""	""	""
"232"	"175"	"41"	""	""	"103"	""	""	"88"	""	"44"	""	""	"15"	""	""	"8"	""	""	"5"	""	"6"	""	"15"	""	"25"	""	""	"350"	""	""	"0"	""	""	"350"	""	""	""	""	""	""	""	""	""
"233"	"176"	"117"	""	""	"14"	""	""	"131"	""	"20"	""	""	"10"	""	""	"6"	""	""	"7"	""	"6"	""	"7"	""	"13"	""	""	"331"	""	""	"0"	""	""	"331"	""	""	""	""	""	""	""	""	""
"234"	"177"	"21"	""	""	"23"	""	""	"133"	""	"21"	""	""	"7"	""	""	"1"	""	""	"4"	""	"0"	""	"1"	""	"8"	""	""	"219"	""	""	"0"	""	""	"219"	""	""	""	""	""	""	""	""	""
"235"	"178"	"61"	""	""	"64"	""	""	"118"	""	"13"	""	""	"26"	""	""	"15"	""	""	"6"	""	"13"	""	"11"	""	"40"	""	""	"367"	""	""	"0"	""	""	"367"	""	""	""	""	""	""	""	""	""
"236"	"179"	"101"	""	""	"114"	""	""	"70"	""	"12"	""	""	"6"	""	""	"4"	""	""	"1"	""	"2"	""	"5"	""	"5"	""	""	"320"	""	""	"0"	""	""	"320"	""	""	""	""	""	""	""	""	""
"237"	"180"	"81"	""	""	"105"	""	""	"273"	""	"32"	""	""	"30"	""	""	"1"	""	""	"2"	""	"5"	""	"1"	""	"5"	""	""	"535"	""	""	"0"	""	""	"535"	""	""	""	""	""	""	""	""	""
"238"	"181"	"533"	""	""	"66"	""	""	"106"	""	"42"	""	""	"9"	""	""	"4"	""	""	"1"	""	"7"	""	"8"	""	"6"	""	""	"782"	""	""	"0"	""	""	"782"	""	""	""	""	""	""	""	""	""
"239"	"182"	"203"	""	""	"68"	""	""	"318"	""	"36"	""	""	"6"	""	""	"3"	""	""	"4"	""	"14"	""	"3"	""	"3"	""	""	"658"	""	""	"0"	""	""	"658"	""	""	""	""	""	""	""	""	""
"240"	"Total"	"1430"	""	""	"2707"	""	""	"1856"	""	"297"	""	""	"161"	""	""	"73"	""	""	"57"	""	"95"	""	"73"	""	"163"	""	""	"6912"	""	""	"0"	""	""	"6912"	""	""	""	""	""	""	""	""	""
"241"	"Sl. No. of Polling Station"	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"242"	""	"UDAY NARAYAN CHAUDHAR Y"	""	""	"RAM SWAROOP PASWAN"	""	""	"SUJEET MANJHI"	""	"HEERA PRASAD"	""	""	"FAKIR CHAND DAS"	""	""	"RAJESH KUMAR"	""	""	"VISHNUDEO SINGH"	""	"AMLESH KUMAR SINGH"	""	"RAMWALI RISHIYASA N"	""	"SRICHAND SINGH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"243"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	"9"	""	"10"	""	"11"	""	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""	""	""
"244"	"183"	"101"	""	""	"91"	""	""	"142"	""	"17"	""	""	"14"	""	""	"2"	""	""	"6"	""	"13"	""	"5"	""	"4"	""	""	"395"	""	""	"0"	""	""	"395"	""	""	""	""	""	""	""	""	""
"245"	"184"	"68"	""	""	"116"	""	""	"98"	""	"35"	""	""	"8"	""	""	"5"	""	""	"6"	""	"7"	""	"6"	""	"14"	""	""	"363"	""	""	"0"	""	""	"363"	""	""	""	""	""	""	""	""	""
"246"	"185"	"33"	""	""	"74"	""	""	"280"	""	"49"	""	""	"4"	""	""	"4"	""	""	"5"	""	"2"	""	"1"	""	"0"	""	""	"452"	""	""	"0"	""	""	"452"	""	""	""	""	""	""	""	""	""
"247"	"186"	"138"	""	""	"129"	""	""	"132"	""	"53"	""	""	"6"	""	""	"4"	""	""	"11"	""	"9"	""	"6"	""	"13"	""	""	"501"	""	""	"0"	""	""	"501"	""	""	""	""	""	""	""	""	""
"248"	"187"	"176"	""	""	"76"	""	""	"231"	""	"30"	""	""	"11"	""	""	"3"	""	""	"8"	""	"11"	""	"10"	""	"15"	""	""	"571"	""	""	"0"	""	""	"571"	""	""	""	""	""	""	""	""	""
"249"	"188"	"182"	""	""	"140"	""	""	"135"	""	"27"	""	""	"12"	""	""	"6"	""	""	"2"	""	"16"	""	"6"	""	"13"	""	""	"539"	""	""	"0"	""	""	"539"	""	""	""	""	""	""	""	""	""
"250"	"189"	"72"	""	""	"190"	""	""	"112"	""	"17"	""	""	"3"	""	""	"2"	""	""	"7"	""	"3"	""	"4"	""	"11"	""	""	"421"	""	""	"0"	""	""	"421"	""	""	""	""	""	""	""	""	""
"251"	"190"	"225"	""	""	"104"	""	""	"141"	""	"15"	""	""	"6"	""	""	"5"	""	""	"5"	""	"20"	""	"8"	""	"10"	""	""	"539"	""	""	"0"	""	""	"539"	""	""	""	""	""	""	""	""	""
"252"	"191"	"109"	""	""	"41"	""	""	"243"	""	"138"	""	""	"3"	""	""	"0"	""	""	"2"	""	"3"	""	"3"	""	"4"	""	""	"546"	""	""	"0"	""	""	"546"	""	""	""	""	""	""	""	""	""
"253"	"192"	"94"	""	""	"295"	""	""	"360"	""	"10"	""	""	"1"	""	""	"1"	""	""	"1"	""	"1"	""	"0"	""	"1"	""	""	"764"	""	""	"0"	""	""	"764"	""	""	""	""	""	""	""	""	""
"254"	"193"	"244"	""	""	"55"	""	""	"171"	""	"14"	""	""	"6"	""	""	"6"	""	""	"2"	""	"8"	""	"6"	""	"10"	""	""	"522"	""	""	"0"	""	""	"522"	""	""	""	""	""	""	""	""	""
"255"	"194"	"108"	""	""	"41"	""	""	"76"	""	"4"	""	""	"4"	""	""	"3"	""	""	"2"	""	"5"	""	"3"	""	"12"	""	""	"258"	""	""	"0"	""	""	"258"	""	""	""	""	""	""	""	""	""
"256"	"195"	"109"	""	""	"25"	""	""	"247"	""	"8"	""	""	"3"	""	""	"11"	""	""	"4"	""	"12"	""	"5"	""	"6"	""	""	"430"	""	""	"0"	""	""	"430"	""	""	""	""	""	""	""	""	""
"257"	"196"	"56"	""	""	"129"	""	""	"48"	""	"30"	""	""	"8"	""	""	"5"	""	""	"6"	""	"5"	""	"2"	""	"3"	""	""	"292"	""	""	"0"	""	""	"292"	""	""	""	""	""	""	""	""	""
"258"	"Total"	"1715"	""	""	"1506"	""	""	"2416"	""	"447"	""	""	"89"	""	""	"57"	""	""	"67"	""	"115"	""	"65"	""	"116"	""	""	"6593"	""	""	"0"	""	""	"6593"	""	""	""	""	""	""	""	""	""
"259"	"Sl. No. of Polling Station"	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"260"	""	"UDAY NARAYAN CHAUDHAR Y"	""	""	"RAM SWAROOP PASWAN"	""	""	"SUJEET MANJHI"	""	""	"HEERA PRASAD"	""	"FAKIR CHAND DAS"	""	""	"RAJESH KUMAR"	""	""	"VISHNUDEO SINGH"	""	"AMLESH KUMAR SINGH"	""	"RAMWALI RISHIYASAN"	""	"SRICHAND SINGH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	"6"	""	""	"7"	""	""	"8"	""	"9"	""	"10"	""	"11"	""	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""	""	""
"262"	"197"	"15"	""	""	"4"	""	""	"12"	""	""	"321"	""	"3"	""	""	"3"	""	""	"0"	""	"0"	""	"0"	""	"2"	""	""	"360"	""	""	"0"	""	""	"360"	""	""	""	""	""	""	""	""	""
"263"	"198"	"20"	""	""	"92"	""	""	"63"	""	""	"211"	""	"4"	""	""	"3"	""	""	"0"	""	"2"	""	"1"	""	"1"	""	""	"397"	""	""	"0"	""	""	"397"	""	""	""	""	""	""	""	""	""
"264"	"199"	"161"	""	""	"34"	""	""	"79"	""	""	"25"	""	"5"	""	""	"2"	""	""	"6"	""	"6"	""	"7"	""	"9"	""	""	"334"	""	""	"0"	""	""	"334"	""	""	""	""	""	""	""	""	""
"265"	"200"	"24"	""	""	"100"	""	""	"95"	""	""	"97"	""	"9"	""	""	"2"	""	""	"3"	""	"4"	""	"0"	""	"2"	""	""	"336"	""	""	"0"	""	""	"336"	""	""	""	""	""	""	""	""	""
"266"	"201"	"6"	""	""	"157"	""	""	"227"	""	""	"50"	""	"0"	""	""	"0"	""	""	"1"	""	"1"	""	"0"	""	"1"	""	""	"443"	""	""	"0"	""	""	"443"	""	""	""	""	""	""	""	""	""
"267"	"202"	"131"	""	""	"60"	""	""	"66"	""	""	"46"	""	"6"	""	""	"5"	""	""	"2"	""	"7"	""	"3"	""	"7"	""	""	"333"	""	""	"0"	""	""	"333"	""	""	""	""	""	""	""	""	""
"268"	"203"	"88"	""	""	"154"	""	""	"189"	""	""	"41"	""	"8"	""	""	"6"	""	""	"4"	""	"5"	""	"5"	""	"15"	""	""	"515"	""	""	"0"	""	""	"515"	""	""	""	""	""	""	""	""	""
"269"	"204"	"484"	""	""	"79"	""	""	"110"	""	""	"10"	""	"7"	""	""	"1"	""	""	"3"	""	"5"	""	"5"	""	"5"	""	""	"709"	""	""	"0"	""	""	"709"	""	""	""	""	""	""	""	""	""
"270"	"205"	"76"	""	""	"208"	""	""	"138"	""	""	"44"	""	"19"	""	""	"4"	""	""	"10"	""	"2"	""	"3"	""	"11"	""	""	"515"	""	""	"0"	""	""	"515"	""	""	""	""	""	""	""	""	""
"271"	"206"	"86"	""	""	"44"	""	""	"75"	""	""	"45"	""	"6"	""	""	"4"	""	""	"3"	""	"4"	""	"0"	""	"6"	""	""	"273"	""	""	"0"	""	""	"273"	""	""	""	""	""	""	""	""	""
"272"	"207"	"121"	""	""	"190"	""	""	"225"	""	""	"30"	""	"6"	""	""	"8"	""	""	"6"	""	"3"	""	"3"	""	"8"	""	""	"600"	""	""	"0"	""	""	"600"	""	""	""	""	""	""	""	""	""
"273"	"208"	"1"	""	""	"5"	""	""	"503"	""	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	"2"	""	""	"511"	""	""	"0"	""	""	"511"	""	""	""	""	""	""	""	""	""
"274"	"209"	"89"	""	""	"80"	""	""	"149"	""	""	"31"	""	"3"	""	""	"2"	""	""	"5"	""	"1"	""	"5"	""	"4"	""	""	"369"	""	""	"0"	""	""	"369"	""	""	""	""	""	""	""	""	""
"275"	"210"	"40"	""	""	"84"	""	""	"107"	""	""	"14"	""	"5"	""	""	"3"	""	""	"4"	""	"5"	""	"1"	""	"4"	""	""	"267"	""	""	"0"	""	""	"267"	""	""	""	""	""	""	""	""	""
"276"	"Total"	"1342"	""	""	"1291"	""	""	"2038"	""	""	"965"	""	"81"	""	""	"43"	""	""	"47"	""	"45"	""	"33"	""	"77"	""	""	"5962"	""	""	"0"	""	""	"5962"	""	""	""	""	""	""	""	""	""
"277"	"(FORM 20)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"278"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"279"	"Election to the Bihar Legislative Assembly from the 233-Imamganj(SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"280"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"281"	"Round No."	""	""	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""
"282"	""	""	""	"UDAY NARAYAN CHAUDHAR Y"	""	""	"RAM SWAROOP PASWAN"	""	"SUJEET MANJHI"	""	""	"HEERA PRASAD"	""	""	"FAKIR CHAND DAS"	""	""	"RAJESH KUMAR"	""	"VISHNUDEO SINGH"	""	"AMLESH KUMAR SINGH"	""	"RAMWALI RISHIYASAN"	""	"SRICHAND SINGH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"283"	"1"	""	""	"2"	""	""	"3"	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	""	"12"	""	""	"13"	""	""	"14"	""	""	""	"15"	""	""	""	""
"284"	"1"	""	""	"1676"	""	""	"757"	""	"1091"	""	""	"361"	""	""	"76"	""	""	"43"	""	"40"	""	"92"	""	"57"	""	"117"	""	""	"4310"	""	""	"0"	""	""	"4310"	""	""	""	""	""	""	""	""
"285"	"2"	""	""	"2045"	""	""	"1628"	""	"1462"	""	""	"315"	""	""	"105"	""	""	"66"	""	"56"	""	"93"	""	"81"	""	"99"	""	""	"5950"	""	""	"0"	""	""	"5950"	""	""	""	""	""	""	""	""
"286"	"3"	""	""	"1181"	""	""	"1172"	""	"2154"	""	""	"392"	""	""	"180"	""	""	"67"	""	"52"	""	"76"	""	"51"	""	"134"	""	""	"5459"	""	""	"0"	""	""	"5459"	""	""	""	""	""	""	""	""
"287"	"4"	""	""	"2215"	""	""	"1017"	""	"854"	""	""	"347"	""	""	"78"	""	""	"51"	""	"60"	""	"86"	""	"50"	""	"114"	""	""	"4872"	""	""	"0"	""	""	"4872"	""	""	""	""	""	""	""	""
"288"	"5"	""	""	"1744"	""	""	"1398"	""	"1667"	""	""	"244"	""	""	"104"	""	""	"79"	""	"59"	""	"81"	""	"61"	""	"109"	""	""	"5546"	""	""	"0"	""	""	"5546"	""	""	""	""	""	""	""	""
"289"	"6"	""	""	"2017"	""	""	"1746"	""	"1494"	""	""	"176"	""	""	"144"	""	""	"66"	""	"50"	""	"73"	""	"47"	""	"103"	""	""	"5916"	""	""	"0"	""	""	"5916"	""	""	""	""	""	""	""	""
"290"	"7"	""	""	"2128"	""	""	"1084"	""	"1308"	""	""	"257"	""	""	"180"	""	""	"90"	""	"73"	""	"119"	""	"63"	""	"109"	""	""	"5411"	""	""	"0"	""	""	"5411"	""	""	""	""	""	""	""	""
"291"	"8"	""	""	"841"	""	""	"2055"	""	"944"	""	""	"221"	""	""	"93"	""	""	"65"	""	"51"	""	"58"	""	"40"	""	"89"	""	""	"4457"	""	""	"0"	""	""	"4457"	""	""	""	""	""	""	""	""
"292"	"9"	""	""	"1055"	""	""	"1846"	""	"850"	""	""	"256"	""	""	"118"	""	""	"99"	""	"208"	""	"105"	""	"75"	""	"149"	""	""	"4761"	""	""	"0"	""	""	"4761"	""	""	""	""	""	""	""	""
"293"	"10"	""	""	"1585"	""	""	"1466"	""	"840"	""	""	"264"	""	""	"199"	""	""	"80"	""	"58"	""	"109"	""	"70"	""	"169"	""	""	"4840"	""	""	"0"	""	""	"4840"	""	""	""	""	""	""	""	""
"294"	"11"	""	""	"2778"	""	""	"1445"	""	"869"	""	""	"419"	""	""	"96"	""	""	"69"	""	"50"	""	"102"	""	"66"	""	"113"	""	""	"6007"	""	""	"0"	""	""	"6007"	""	""	""	""	""	""	""	""
"295"	"12"	""	""	"702"	""	""	"2065"	""	"662"	""	""	"166"	""	""	"99"	""	""	"53"	""	"55"	""	"77"	""	"39"	""	"78"	""	""	"3996"	""	""	"0"	""	""	"3996"	""	""	""	""	""	""	""	""
"296"	"13"	""	""	"1430"	""	""	"2707"	""	"1856"	""	""	"297"	""	""	"161"	""	""	"73"	""	"57"	""	"95"	""	"73"	""	"163"	""	""	"6912"	""	""	"0"	""	""	"6912"	""	""	""	""	""	""	""	""
"297"	"14"	""	""	"1715"	""	""	"1506"	""	"2416"	""	""	"447"	""	""	"89"	""	""	"57"	""	"67"	""	"115"	""	"65"	""	"116"	""	""	"6593"	""	""	"0"	""	""	"6593"	""	""	""	""	""	""	""	""
"298"	"15"	""	""	"1342"	""	""	"1291"	""	"2038"	""	""	"965"	""	""	"81"	""	""	"43"	""	"47"	""	"45"	""	"33"	""	"77"	""	""	"5962"	""	""	"0"	""	""	"5962"	""	""	""	""	""	""	""	""
"299"	"Total no. of votes recorded at polling station"	""	""	"24454"	""	""	"23183"	""	"20505"	""	""	"5127"	""	""	"1803"	""	""	"1001"	""	"983"	""	"1326"	""	"871"	""	"1739"	""	""	"80992"	""	""	"0"	""	""	"80992"	""	""	""	""	""	""	""	""
"300"	"No. of vote recorded on postal ballot papers"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"301"	"Total vote polled"	""	""	"24454"	""	""	"23183"	""	"20505"	""	""	"5127"	""	""	"1803"	""	""	"1001"	""	"983"	""	"1326"	""	"871"	""	"1739"	""	""	"80992"	""	""	"0"	""	""	"80992"	""	""	""	""	""	""	""	""
"302"	"Place             Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"303"	"Date              27-02-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
