"244"	""	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"245"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	""	"210950+374=211324
201 BUXAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	""	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""	"No. of Reject ed Votes"	""	"Total"	"No. of Tende red Votes"
"247"	""	""	"Anirudh Pandey"	"Jawahar Lal Choudhary"	"Nirmal Kumar Singh"	"Prof.Sukh ada Pandey"	"Ajay Choube y"	"Om Prakash Singh"	"Kamal Narayan Yadav"	"Krishna Murari Tiwari"	"Jitendr a Ram"	"Madho Singh"	"Rajendr a Prasad"	"Alyosha"	"Gopaljee Pandey"	"Mewati Devi"	"Veer Bahadur Upadhya y"	"Sudarsh an Singh"	"Hari Narayan Ram"	""	"Hridaya Narayan Singh"	""	""	""	""	""	""
"248"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""
"249"	"R
o u n d
1
2"	"146"	"12"	"1"	"21"	"229"	"14"	"30"	"0"	"0"	"0"	"0"	"1"	"36"	"6"	"3"	"0"	"1"	"2"	""	"34"	"-390"	""	"0"	""	"-390"	"0"
"250"	""	"147"	"15"	"9"	"94"	"255"	"43"	"66"	"3"	"4"	"19"	"10"	"6"	"22"	"9"	"2"	"1"	"8"	"7"	""	"49"	"-622"	""	"0"	""	"-622"	"0"
"251"	""	"148"	"16"	"6"	"103"	"152"	"77"	"14"	"1"	"1"	"0"	"0"	"5"	"131"	"5"	"5"	"0"	"2"	"1"	""	"57"	"-576"	""	"0"	""	"-576"	"0"
"252"	""	"149"	"6"	"1"	"28"	"327"	"20"	"82"	"2"	"2"	"27"	"1"	"1"	"28"	"2"	"1"	"3"	"1"	"5"	""	"75"	"-612"	""	"0"	""	"-612"	"0"
"253"	""	"150"	"27"	"1"	"244"	"148"	"35"	"34"	"1"	"1"	"1"	"14"	"11"	"102"	"9"	"48"	"1"	"11"	"7"	""	"80"	"-775"	""	"0"	""	"-775"	"0"
"254"	""	"151"	"19"	"1"	"71"	"214"	"2"	"33"	"2"	"1"	"1"	"1"	"0"	"25"	"1"	"1"	"1"	"1"	"0"	""	"194"	"-568"	""	"0"	""	"-568"	"0"
"255"	""	"152"	"3"	"2"	"133"	"26"	"7"	"13"	"0"	"0"	"3"	"8"	"1"	"41"	"5"	"0"	"2"	"3"	"2"	""	"197"	"-446"	""	"0"	""	"-446"	"0"
"256"	""	"153"	"13"	"1"	"7"	"39"	"12"	"35"	"9"	"3"	"4"	"13"	"14"	"214"	"23"	"14"	"5"	"22"	"17"	""	"247"	"-692"	""	"0"	""	"-692"	"0"
"257"	""	"154"	"6"	"3"	"326"	"144"	"34"	"55"	"3"	"0"	"12"	"9"	"4"	"58"	"4"	"2"	"0"	"4"	"0"	""	"12"	"-676"	""	"0"	""	"-676"	"0"
"258"	""	"155"	"28"	"1"	"152"	"185"	"4"	"19"	"0"	"2"	"65"	"2"	"0"	"29"	"2"	"3"	"0"	"2"	"10"	""	"166"	"-670"	""	"0"	""	"-670"	"0"
"259"	""	"156"	"53"	"1"	"2"	"306"	"6"	"2"	"1"	"0"	"10"	"40"	"2"	"3"	"2"	"0"	"1"	"7"	"0"	""	"2"	"-438"	""	"0"	""	"-438"	"0"
"260"	""	"157"	"4"	"1"	"65"	"119"	"4"	"8"	"0"	"0"	"1"	"1"	"0"	"10"	"2"	"0"	"0"	"0"	"0"	""	"54"	"-269"	""	"0"	""	"-269"	"0"
"261"	""	"158"	"1"	"0"	"1"	"96"	"62"	"1"	"0"	"0"	"13"	"20"	"4"	"46"	"3"	"60"	"2"	"6"	"2"	""	"35"	"-352"	""	"0"	""	"-352"	"0"
"262"	""	"159"	"6"	"0"	"7"	"158"	"3"	"9"	"1"	"2"	"3"	"4"	"5"	"354"	"6"	"0"	"1"	"2"	"0"	""	"49"	"-610"	""	"0"	""	"-610"	"0"
"263"	"TOTAL"	""	"-209"	"-28"	"-1254"	"-2398"	"-323"	"-401"	"-23"	"-16"	"-159"	"-123"	"-54"	"-1099"	"-79"	"-139"	"-17"	"-70"	"-53"	""	"-1251"	"-7696"	""	"0"	""	"-7696"	"0"
"264"	""	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"265"	""	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"266"	""	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	""	"210950+374=211324
201 BUXAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"268"	""	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""	"No. of Reject ed Votes"	""	"Total"	"No. of Tende red Votes"
"269"	""	""	"Anirudh Pandey"	"Jawahar Lal Choudhary"	"Nirmal Kumar Singh"	"Prof.Sukh ada Pandey"	"Ajay Choube y"	"Om Prakash Singh"	"Kamal Narayan Yadav"	"Krishna Murari Tiwari"	"Jitendr a Ram"	"Madho Singh"	"Rajendr a Prasad"	"Alyosha"	"Gopaljee Pandey"	"Mewati Devi"	"Veer Bahadur Upadhya y"	"Sudarsh an Singh"	"Hari Narayan Ram"	""	"Hridaya Narayan Singh"	""	""	""	""	""	""
"270"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""
"271"	"R
o u n d
1
3"	"160"	"53"	"2"	"6"	"220"	"6"	"7"	"0"	"0"	"1"	"6"	"1"	"32"	"2"	"1"	"0"	"7"	"1"	""	"28"	"-373"	""	"0"	""	"-373"	"0"
"272"	""	"160A"	"4"	"2"	"45"	"18"	"1"	"20"	"1"	"0"	"39"	"1"	"1"	"87"	"3"	"0"	"1"	"2"	"14"	""	"177"	"-416"	""	"0"	""	"-416"	"0"
"273"	""	"161"	"5"	"0"	"19"	"34"	"0"	"15"	"1"	"0"	"0"	"18"	"4"	"201"	"2"	"0"	"0"	"1"	"3"	""	"94"	"-397"	""	"0"	""	"-397"	"0"
"274"	""	"162"	"11"	"3"	"90"	"25"	"2"	"10"	"1"	"4"	"28"	"69"	"1"	"17"	"6"	"5"	"1"	"1"	"16"	""	"256"	"-546"	""	"0"	""	"-546"	"0"
"275"	""	"163"	"47"	"3"	"39"	"175"	"22"	"17"	"1"	"2"	"48"	"1"	"0"	"36"	"12"	"3"	"0"	"4"	"6"	""	"168"	"-584"	""	"0"	""	"-584"	"0"
"276"	""	"164"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"124"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	""	"23"	"-152"	""	"0"	""	"-152"	"0"
"277"	""	"165"	"0"	"0"	"0"	"9"	"1"	"1"	"0"	"1"	"145"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	""	"0"	"-159"	""	"0"	""	"-159"	"0"
"278"	""	"166"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"1"	"215"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"1"	"-221"	""	"0"	""	"-221"	"0"
"279"	""	"167"	"2"	"0"	"31"	"68"	"4"	"1"	"0"	"2"	"20"	"124"	"4"	"141"	"3"	"1"	"1"	"4"	"3"	""	"10"	"-419"	""	"0"	""	"-419"	"0"
"280"	""	"168"	"0"	"5"	"3"	"472"	"6"	"4"	"2"	"1"	"58"	"3"	"2"	"0"	"4"	"0"	"1"	"5"	"3"	""	"30"	"-599"	""	"0"	""	"-599"	"0"
"281"	""	"169"	"0"	"0"	"3"	"321"	"8"	"1"	"0"	"0"	"2"	"0"	"0"	"114"	"0"	"0"	"0"	"1"	"0"	""	"1"	"-451"	""	"0"	""	"-451"	"0"
"282"	""	"170"	"3"	"2"	"96"	"142"	"19"	"8"	"0"	"0"	"20"	"12"	"6"	"18"	"2"	"1"	"0"	"2"	"7"	""	"146"	"-484"	""	"0"	""	"-484"	"0"
"283"	""	"171"	"7"	"0"	"136"	"223"	"4"	"12"	"2"	"0"	"2"	"4"	"0"	"4"	"4"	"7"	"0"	"1"	"4"	""	"13"	"-423"	""	"0"	""	"-423"	"0"
"284"	""	"172"	"5"	"3"	"117"	"404"	"2"	"4"	"1"	"3"	"20"	"0"	"2"	"3"	"2"	"3"	"1"	"4"	"10"	""	"101"	"-685"	""	"0"	""	"-685"	"0"
"285"	"TOTAL"	""	"-137"	"-20"	"-585"	"-2116"	"-75"	"-102"	"-9"	"-14"	"-722"	"-240"	"-21"	"-654"	"-40"	"-21"	"-5"	"-32"	"-68"	""	"-1048"	"-5909"	""	"0"	""	"-5909"	"0"
"286"	""	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	""	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"288"	""	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	""	"210950+374=211324
201 BUXAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	""	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""	"No. of Reject ed Votes"	"Total"	"No. of Tende red Votes"
"291"	""	""	"Anirudh Pandey"	"Jawahar Lal Choudhary"	"Nirmal Kumar Singh"	"Prof.Sukh ada Pandey"	"Ajay Choube y"	"Om Prakash Singh"	"Kamal Narayan Yadav"	"Krishna Murari Tiwari"	"Jitendr a Ram"	"Madho Singh"	"Rajendr a Prasad"	"Alyosha"	"Gopaljee Pandey"	"Mewati Devi"	"Veer Bahadur Upadhya y"	"Sudarsh an Singh"	""	"Hari Narayan Ram"	"Hridaya Narayan Singh"	""	""	""	""	""	""
"292"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	""	"17"	"18"	""	""	""	""	""	""
"293"	"R
o u n d
1
4"	"173"	"0"	"0"	"6"	"422"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"6"	"1"	"0"	"0"	"1"	""	"4"	"39"	""	"-486"	""	"0"	"-486"	"0"
"294"	""	"174"	"2"	"0"	"48"	"188"	"3"	"1"	"0"	"0"	"3"	"2"	"2"	"2"	"3"	"0"	"0"	"0"	""	"2"	"146"	""	"-402"	""	"0"	"-402"	"0"
"295"	""	"175"	"4"	"4"	"33"	"60"	"355"	"11"	"3"	"4"	"117"	"4"	"16"	"37"	"3"	"3"	"7"	"7"	""	"1"	"29"	""	"-698"	""	"0"	"-698"	"0"
"296"	""	"176"	"1"	"2"	"21"	"193"	"86"	"12"	"0"	"2"	"0"	"3"	"5"	"6"	"5"	"0"	"0"	"4"	""	"5"	"150"	""	"-495"	""	"0"	"-495"	"0"
"297"	""	"177"	"0"	"0"	"28"	"283"	"2"	"18"	"0"	"1"	"1"	"3"	"0"	"6"	"1"	"1"	"1"	"0"	""	"0"	"158"	""	"-503"	""	"0"	"-503"	"0"
"298"	""	"178"	"8"	"2"	"53"	"212"	"20"	"51"	"3"	"2"	"0"	"9"	"2"	"91"	"2"	"4"	"0"	"7"	""	"14"	"72"	""	"-552"	""	"0"	"-552"	"0"
"299"	""	"179"	"3"	"3"	"4"	"219"	"33"	"107"	"4"	"1"	"29"	"42"	"0"	"12"	"9"	"1"	"0"	"3"	""	"3"	"23"	""	"-496"	""	"0"	"-496"	"0"
"300"	""	"180"	"7"	"3"	"1"	"37"	"15"	"88"	"2"	"0"	"30"	"0"	"3"	"27"	"1"	"0"	"0"	"2"	""	"1"	"354"	""	"-571"	""	"0"	"-571"	"0"
"301"	""	"181"	"1"	"2"	"3"	"27"	"30"	"17"	"1"	"2"	"88"	"3"	"3"	"137"	"2"	"1"	"5"	"1"	""	"0"	"102"	""	"-425"	""	"0"	"-425"	"0"
"302"	""	"182"	"23"	"1"	"63"	"277"	"18"	"55"	"2"	"1"	"21"	"5"	"3"	"17"	"2"	"2"	"1"	"0"	""	"2"	"92"	""	"-585"	""	"0"	"-585"	"0"
"303"	""	"183"	"8"	"5"	"4"	"180"	"18"	"6"	"0"	"1"	"20"	"0"	"3"	"43"	"5"	"7"	"4"	"3"	""	"20"	"207"	""	"-534"	""	"0"	"-534"	"0"
"304"	""	"184"	"7"	"1"	"184"	"235"	"5"	"72"	"1"	"1"	"1"	"6"	"1"	"32"	"9"	"3"	"0"	"8"	""	"2"	"114"	""	"-682"	""	"0"	"-682"	"0"
"305"	""	"185"	"7"	"4"	"5"	"214"	"34"	"62"	"2"	"3"	"4"	"5"	"7"	"224"	"8"	"5"	"2"	"17"	""	"1"	"28"	""	"-632"	""	"0"	"-632"	"0"
"306"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"307"	"TOTAL"	""	"-71"	"-27"	"-453"	"-2547"	"-623"	"-503"	"-18"	"-18"	"-314"	"-82"	"-45"	"-640"	"-51"	"-27"	"-20"	"-53"	""	"-55"	"-1514"	""	"-7061"	""	"0"	"-7061"	"0"
"308"	"Total No. of votes recorded at Polling
Stations"	""	"-3773"	"-445"	"-10508"	"-33232"	"-5439"	"-3924"	"-293"	"-361"	"-1651"	"-2066"	"-612"	"-12063"	"-1260"	"-994"	"-357"	"-983"	""	"-959"	"-21520"	""	"-100440"	""	"0"	"-100440"	"0"
"309"	"No. of votes recorded on postal ballot
papers"	""	"-1"	"0"	"0"	"-13"	"-2"	"0"	"0"	"0"	"0"	"0"	"0"	"-3"	"0"	"0"	"0"	"0"	""	"0"	"0"	""	"-19"	""	"0"	"-19"	"0"
"310"	"Total votes polled"	""	"-3774"	"-445"	"-10508"	"-33245"	"-5441"	"-3924"	"-293"	"-361"	"-1651"	"-2066"	"-612"	"-12066"	"-1260"	"-994"	"-357"	"-983"	""	"-959"	"-21520"	""	"-100459"	""	"0"	"-100459"	"0"
"311"	"Place"	""	"Sub-Division Office, Buxar"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"312"	"Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Returning Officer"	""	""	""	""
