"Serial.No..of.Polling.Station"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"325"	"302"	"21"	"102"	"2"	"3"	"3"	"148"	"6"	"8"	"5"	"0"	"6"	"1"	"1"	"5"	"311"	"0"	"311"	"0"
"326"	"303"	"163"	"77"	"3"	"1"	"0"	"18"	"2"	"2"	"5"	"0"	"2"	"0"	"4"	"8"	"285"	"0"	"285"	"0"
"327"	"304"	"124"	"59"	"1"	"1"	"1"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"8"	"201"	"0"	"201"	"0"
"328"	"305"	"116"	"119"	"11"	"5"	"8"	"215"	"6"	"18"	"13"	"2"	"19"	"5"	"8"	"14"	"559"	"0"	"559"	"0"
"329"	"306"	"34"	"320"	"7"	"2"	"5"	"120"	"5"	"11"	"2"	"2"	"9"	"6"	"6"	"9"	"538"	"0"	"538"	"0"
"330"	"307"	"337"	"96"	"8"	"3"	"3"	"43"	"8"	"8"	"4"	"1"	"9"	"4"	"6"	"20"	"550"	"0"	"550"	"0"
"331"	"308"	"48"	"191"	"6"	"0"	"1"	"114"	"6"	"10"	"6"	"3"	"6"	"3"	"7"	"8"	"409"	"0"	"409"	"0"
"332"	"309"	"60"	"141"	"9"	"4"	"2"	"31"	"1"	"5"	"2"	"1"	"2"	"0"	"5"	"5"	"268"	"0"	"268"	"0"
"333"	"310"	"341"	"36"	"7"	"2"	"1"	"14"	"5"	"2"	"2"	"2"	"5"	"6"	"14"	"18"	"455"	"0"	"455"	"0"
"334"	"311"	"233"	"19"	"0"	"0"	"0"	"5"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"7"	"269"	"0"	"269"	"0"
"335"	"312"	"78"	"74"	"1"	"3"	"1"	"54"	"1"	"5"	"3"	"0"	"5"	"0"	"2"	"2"	"229"	"0"	"229"	"0"
"336"	"313"	"30"	"225"	"6"	"1"	"1"	"73"	"8"	"8"	"3"	"2"	"5"	"5"	"4"	"11"	"382"	"0"	"382"	"0"
"337"	"314"	"173"	"24"	"0"	"3"	"3"	"75"	"6"	"6"	"2"	"1"	"4"	"0"	"2"	"4"	"303"	"0"	"303"	"0"
"338"	"315"	"37"	"178"	"9"	"1"	"1"	"58"	"1"	"8"	"2"	"2"	"1"	"3"	"2"	"3"	"306"	"0"	"306"	"0"
"339"	"316"	"146"	"42"	"2"	"2"	"3"	"99"	"6"	"11"	"5"	"1"	"5"	"4"	"5"	"11"	"342"	"0"	"342"	"0"
"340"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"341"	""	"ANIL KUMAR"	"ARUN MANJHI"	"DILIP PASWAN"	"MANHAGUL AL AJAD"	"MANTI DAS"	"GOPAL RAVIDAS"	"YUGESHW AR MANJHI"	"RAGHUWA R PASWAN"	"RAJESH KUMAR"	"RAJENDRA PASWAN"	"RAMPRAVE SH PASWAN"	"SATYENDR A KUMAR"	"SURESH
PRASAD CHAUDHAR I"	"SURYODAY PASWAN"	""	""	""	""
"342"	"317"	"420"	"63"	"1"	"4"	"6"	"16"	"3"	"6"	"2"	"3"	"8"	"0"	"8"	"34"	"574"	"0"	"574"	"0"
"343"	"318"	"193"	"139"	"8"	"2"	"7"	"114"	"7"	"18"	"24"	"6"	"8"	"3"	"10"	"31"	"570"	"0"	"570"	"0"
"344"	"319"	"91"	"71"	"7"	"21"	"0"	"126"	"5"	"13"	"4"	"2"	"7"	"2"	"6"	"13"	"368"	"0"	"368"	"0"
"345"	"320"	"210"	"10"	"2"	"2"	"7"	"74"	"4"	"6"	"8"	"6"	"6"	"0"	"15"	"31"	"381"	"0"	"381"	"0"
"346"	"321"	"129"	"218"	"7"	"2"	"2"	"8"	"2"	"1"	"0"	"1"	"9"	"7"	"12"	"24"	"422"	"0"	"422"	"0"
"347"	"322"	"237"	"179"	"6"	"1"	"0"	"11"	"3"	"1"	"0"	"0"	"1"	"3"	"4"	"11"	"457"	"0"	"457"	"0"
"348"	"323"	"301"	"42"	"4"	"0"	"0"	"12"	"1"	"3"	"1"	"2"	"4"	"2"	"3"	"14"	"389"	"0"	"389"	"0"
"349"	"324"	"184"	"94"	"5"	"1"	"3"	"11"	"2"	"0"	"0"	"1"	"3"	"3"	"9"	"18"	"334"	"0"	"334"	"0"
"350"	"325"	"25"	"192"	"4"	"1"	"0"	"29"	"3"	"7"	"1"	"1"	"1"	"1"	"5"	"12"	"282"	"0"	"282"	"0"
"351"	"326"	"6"	"237"	"9"	"1"	"1"	"70"	"2"	"7"	"3"	"0"	"1"	"1"	"2"	"1"	"341"	"0"	"341"	"0"
"352"	"327"	"28"	"81"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"2"	"3"	"9"	"128"	"0"	"128"	"0"
"353"	"328"	"149"	"126"	"3"	"1"	"5"	"35"	"5"	"5"	"2"	"2"	"2"	"1"	"11"	"15"	"362"	"0"	"362"	"0"
"354"	"No. of votes recorded on postal ballot
papers"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"0"
"355"	"Total"	"51945"	"56977"	"2515"	"1660"	"654"	"14532"	"1119"	"1752"	"999"	"672"	"1802"	"1102"	"2509"	"4412"	"142650"	"0"	"142650"	"0"
