"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"
"177"	"116"	"135"	"2"	"2"	"17"	"40"	"276"	"3"	"2"	"3"	"4"	"4"	"11"	"2"	"5"	"10"	"11"	"2"	"2"	"4"	"0"	"0"	"65"	"3"	"2"	"0"	"20"	"0"	"3"	"1"	"629"	"0"	"629"	"0"
"178"	"117"	"38"	"5"	"3"	"12"	"330"	"138"	"12"	"2"	"4"	"18"	"11"	"20"	"5"	"8"	"107"	"9"	"1"	"0"	"1"	"2"	"4"	"2"	"5"	"4"	"5"	"4"	"1"	"41"	"1"	"793"	"0"	"793"	"0"
"179"	"118"	"72"	"2"	"1"	"3"	"22"	"214"	"8"	"3"	"3"	"6"	"12"	"23"	"6"	"4"	"6"	"13"	"9"	"13"	"4"	"2"	"14"	"191"	"14"	"13"	"10"	"3"	"6"	"19"	"13"	"709"	"0"	"709"	"0"
"180"	"Total Votes"	"1625"	"50"	"208"	"460"	"1277"	"2289"	"74"	"33"	"31"	"75"	"98"	"218"	"53"	"92"	"437"	"177"	"92"	"142"	"106"	"28"	"64"	"534"	"63"	"64"	"71"	"160"	"36"	"243"	"87"	"8887"	"0"	"8887"	"0"
"181"	"Previo us round votes"	"17329"	"418"	"1020"	"591"	"4894"	"13379"	"455"	"273"	"271"	"468"	"813"	"1528"	"345"	"1514"	"853"	"1446"	"906"	"1638"	"1954"	"262"	"478"	"6264"	"626"	"524"	"463"	"563"	"380"	"1938"	"858"	"62451"	"0"	"62451"	"0"
"182"	"Cumul ative Total Votes"	"18954"	"468"	"1228"	"1051"	"6171"	"15668"	"529"	"306"	"302"	"543"	"911"	"1746"	"398"	"1606"	"1290"	"1623"	"998"	"1780"	"2060"	"290"	"542"	"6798"	"689"	"588"	"534"	"723"	"416"	"2181"	"945"	"71338"	"0"	"71338"	"0"
"183"	"Serial No. of Polling Staition"	"No. Of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Vote"	"No. of rejected votes"	"Total"	"No. of tender ed voters"
"184"	""	"Asha Devi"	"Dinesh Kumar Singh"	"Parash Nath Pathak"	"Binay Kumar Singh Bihari Bhaiya"	"Shiva Shankar Yadav"	"Amarje et Kushw aha"	"Arti Devi"	"Bijay Prakash Srivasta va"	"Manoj Kumar Singh"	"Mahat ma Singh"	"Rakesh Kumar Pandey"	"Vijay Kumar"	"Om Prakas h Singh"	"Krish ancha ndra Singh"	"Jayna rayan Tiwari"	"Jugul Kishor Singh"	"Jonha Devi"	"Dr. Tribhu wan Singh"	"Nand Lal Yadav"	"Param anand Gond"	"Bharat Bhagat"	"Rana Pratap Singh"	"Shahn avaj"	"Shiv Prasad Sharma"	"Shree niwas Yadav"	"Sanjay Kumar Singh"	"Satye ndra"	"Sudhir Kumar Jaiswal"	"Suresh Singh"	""	""	""	""
"185"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"
"186"	"119"	"20"	"0"	"1"	"3"	"39"	"79"	"1"	"0"	"1"	"7"	"5"	"11"	"0"	"3"	"17"	"3"	"0"	"1"	"1"	"0"	"1"	"20"	"0"	"0"	"1"	"1"	"2"	"2"	"2"	"221"	"0"	"221"	"0"
"187"	"120"	"143"	"2"	"2"	"2"	"71"	"23"	"1"	"2"	"2"	"4"	"2"	"2"	"0"	"8"	"4"	"7"	"5"	"1"	"6"	"3"	"3"	"4"	"5"	"1"	"2"	"4"	"4"	"133"	"12"	"458"	"0"	"458"	"0"
"188"	"120(A)"	"53"	"1"	"4"	"7"	"150"	"67"	"2"	"4"	"4"	"6"	"8"	"13"	"5"	"6"	"10"	"12"	"4"	"4"	"5"	"3"	"8"	"10"	"7"	"4"	"2"	"5"	"4"	"59"	"4"	"471"	"0"	"471"	"0"
"189"	"121"	"169"	"1"	"4"	"7"	"130"	"179"	"6"	"4"	"1"	"10"	"9"	"19"	"4"	"14"	"6"	"32"	"6"	"2"	"7"	"3"	"11"	"20"	"3"	"8"	"6"	"9"	"3"	"82"	"12"	"767"	"0"	"767"	"0"
"190"	"122"	"125"	"1"	"0"	"5"	"216"	"61"	"11"	"2"	"3"	"3"	"7"	"8"	"2"	"3"	"20"	"16"	"8"	"6"	"13"	"6"	"17"	"20"	"5"	"11"	"12"	"40"	"7"	"65"	"23"	"716"	"0"	"716"	"0"
"191"	"123"	"65"	"5"	"4"	"15"	"276"	"22"	"17"	"2"	"4"	"5"	"2"	"14"	"6"	"7"	"4"	"10"	"13"	"25"	"12"	"4"	"16"	"105"	"2"	"3"	"8"	"7"	"2"	"9"	"10"	"674"	"0"	"674"	"0"
"192"	"124"	"166"	"3"	"1"	"6"	"82"	"66"	"1"	"1"	"0"	"6"	"3"	"13"	"3"	"52"	"6"	"7"	"7"	"5"	"13"	"6"	"5"	"35"	"2"	"10"	"3"	"9"	"3"	"33"	"10"	"557"	"0"	"557"	"0"
"193"	"125"	"100"	"4"	"1"	"9"	"141"	"195"	"4"	"1"	"1"	"3"	"6"	"15"	"1"	"3"	"7"	"11"	"12"	"32"	"7"	"5"	"9"	"67"	"2"	"11"	"8"	"25"	"5"	"39"	"16"	"740"	"0"	"740"	"0"
"194"	"126"	"19"	"0"	"3"	"1"	"105"	"94"	"2"	"2"	"1"	"3"	"7"	"14"	"2"	"6"	"1"	"3"	"3"	"1"	"6"	"2"	"3"	"11"	"0"	"0"	"2"	"4"	"2"	"13"	"4"	"314"	"0"	"314"	"0"
"195"	"127"	"142"	"0"	"8"	"7"	"172"	"116"	"8"	"0"	"2"	"1"	"1"	"7"	"1"	"3"	"4"	"5"	"3"	"17"	"2"	"2"	"2"	"16"	"1"	"1"	"2"	"7"	"1"	"6"	"1"	"538"	"0"	"538"	"0"
"196"	"128"	"36"	"1"	"1"	"4"	"123"	"77"	"2"	"0"	"2"	"0"	"0"	"2"	"0"	"1"	"0"	"2"	"6"	"12"	"2"	"0"	"4"	"66"	"3"	"1"	"1"	"3"	"1"	"2"	"1"	"353"	"0"	"353"	"0"
"197"	"129"	"2"	"0"	"0"	"0"	"6"	"6"	"1"	"0"	"0"	"0"	"2"	"2"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"4"	"1"	"14"	"507"	"2"	"22"	"2"	"6"	"18"	"0"	"600"	"0"	"600"	"0"
"198"	"130"	"119"	"5"	"7"	"2"	"18"	"41"	"3"	"1"	"4"	"4"	"1"	"7"	"4"	"2"	"2"	"6"	"9"	"6"	"4"	"1"	"1"	"11"	"15"	"6"	"2"	"2"	"2"	"2"	"11"	"298"	"0"	"298"	"0"
"199"	"131"	"26"	"0"	"0"	"0"	"2"	"8"	"3"	"0"	"2"	"1"	"1"	"1"	"5"	"1"	"1"	"3"	"4"	"1"	"0"	"3"	"0"	"5"	"285"	"7"	"48"	"3"	"3"	"6"	"4"	"423"	"0"	"423"	"0"
"200"	"Total Votes"	"1185"	"23"	"36"	"68"	"1531"	"1034"	"62"	"19"	"27"	"53"	"54"	"128"	"34"	"111"	"82"	"117"	"80"	"114"	"79"	"42"	"81"	"404"	"837"	"65"	"119"	"121"	"45"	"469"	"110"	"7130"	"0"	"7130"	"0"
"201"	"Previo us round votes"	"18954"	"468"	"1228"	"1051"	"6171"	"15668"	"529"	"306"	"302"	"543"	"911"	"1746"	"398"	"1606"	"1290"	"1623"	"998"	"1780"	"2060"	"290"	"542"	"6798"	"689"	"588"	"534"	"723"	"416"	"2181"	"945"	"71338"	"0"	"71338"	"0"
"202"	"Cumul ative Total Votes"	"20139"	"491"	"1264"	"1119"	"7702"	"16702"	"591"	"325"	"329"	"596"	"965"	"1874"	"432"	"1717"	"1372"	"1740"	"1078"	"1894"	"2139"	"332"	"623"	"7202"	"1526"	"653"	"653"	"844"	"461"	"2650"	"1055"	"78468"	"0"	"78468"	"0"
"203"	"Serial No. of Polling Staition"	"No. Of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Vote"	"No. of rejected votes"	"Total"	"No. of tender ed voters"
"204"	""	"Asha Devi"	"Dinesh Kumar Singh"	"Parash Nath Pathak"	"Binay Kumar Singh Bihari Bhaiya"	"Shiva Shankar Yadav"	"Amarje et Kushw aha"	"Arti Devi"	"Bijay Prakash Srivasta va"	"Manoj Kumar Singh"	"Mahat ma Singh"	"Rakesh Kumar Pandey"	"Vijay Kumar"	"Om Prakas h Singh"	"Krish ancha ndra Singh"	"Jayna rayan Tiwari"	"Jugul Kishor Singh"	"Jonha Devi"	"Dr. Tribhu wan Singh"	"Nand Lal Yadav"	"Param anand Gond"	"Bharat Bhagat"	"Rana Pratap Singh"	"Shahn avaj"	"Shiv Prasad Sharma"	"Shree niwas Yadav"	"Sanjay Kumar Singh"	"Satye ndra"	"Sudhir Kumar Jaiswal"	"Suresh Singh"	""	""	""	""
"205"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"
"206"	"131(A)"	"55"	"4"	"3"	"3"	"37"	"32"	"3"	"1"	"3"	"2"	"4"	"9"	"1"	"1"	"13"	"9"	"19"	"10"	"28"	"9"	"7"	"32"	"52"	"6"	"7"	"6"	"4"	"7"	"14"	"381"	"0"	"381"	"0"
"207"	"132"	"218"	"2"	"5"	"2"	"5"	"7"	"1"	"1"	"1"	"0"	"0"	"5"	"2"	"3"	"2"	"8"	"5"	"5"	"0"	"0"	"2"	"51"	"1"	"0"	"2"	"18"	"1"	"4"	"2"	"353"	"0"	"353"	"0"
"208"	"133"	"109"	"3"	"15"	"0"	"3"	"23"	"1"	"0"	"8"	"0"	"3"	"5"	"3"	"4"	"1"	"3"	"3"	"0"	"0"	"1"	"0"	"21"	"23"	"1"	"3"	"17"	"0"	"22"	"2"	"274"	"0"	"274"	"0"
"209"	"134"	"142"	"0"	"0"	"9"	"11"	"49"	"3"	"1"	"3"	"3"	"0"	"1"	"3"	"2"	"6"	"5"	"12"	"61"	"4"	"2"	"3"	"17"	"3"	"6"	"6"	"6"	"6"	"132"	"19"	"515"	"0"	"515"	"0"
"210"	"135"	"111"	"1"	"2"	"5"	"27"	"68"	"0"	"0"	"2"	"1"	"1"	"7"	"1"	"6"	"3"	"7"	"13"	"15"	"6"	"2"	"6"	"22"	"2"	"13"	"7"	"7"	"3"	"51"	"12"	"401"	"0"	"401"	"0"
"211"	"136"	"33"	"2"	"2"	"2"	"26"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"5"	"1"	"3"	"1"	"1"	"2"	"0"	"31"	"5"	"0"	"2"	"14"	"2"	"62"	"4"	"201"	"0"	"201"	"0"
"212"	"137"	"85"	"3"	"4"	"1"	"8"	"4"	"2"	"0"	"1"	"6"	"0"	"4"	"6"	"14"	"16"	"9"	"3"	"2"	"4"	"1"	"0"	"2"	"19"	"0"	"0"	"3"	"11"	"191"	"9"	"408"	"0"	"408"	"0"
"213"	"138"	"136"	"5"	"3"	"9"	"35"	"4"	"5"	"1"	"1"	"39"	"0"	"3"	"2"	"12"	"18"	"6"	"15"	"13"	"6"	"8"	"8"	"2"	"23"	"2"	"10"	"4"	"8"	"205"	"21"	"604"	"0"	"604"	"0"
"214"	"139"	"131"	"3"	"11"	"4"	"14"	"45"	"5"	"2"	"5"	"3"	"4"	"7"	"2"	"16"	"11"	"16"	"11"	"7"	"7"	"4"	"6"	"32"	"16"	"5"	"14"	"66"	"8"	"307"	"13"	"775"	"0"	"775"	"0"
"215"	"140"	"72"	"1"	"0"	"2"	"15"	"6"	"0"	"1"	"1"	"2"	"1"	"0"	"5"	"6"	"1"	"8"	"1"	"10"	"2"	"1"	"1"	"36"	"1"	"2"	"13"	"57"	"2"	"23"	"3"	"273"	"0"	"273"	"0"
"216"	"141"	"172"	"2"	"3"	"0"	"20"	"3"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"11"	"0"	"0"	"1"	"14"	"0"	"0"	"1"	"234"	"0"	"234"	"0"
"217"	"142"	"60"	"2"	"1"	"0"	"37"	"46"	"1"	"0"	"2"	"3"	"3"	"4"	"1"	"2"	"3"	"1"	"17"	"6"	"9"	"4"	"10"	"44"	"3"	"8"	"12"	"37"	"3"	"20"	"3"	"342"	"0"	"342"	"0"
"218"	"143"	"126"	"6"	"0"	"6"	"130"	"3"	"2"	"1"	"3"	"4"	"3"	"3"	"3"	"3"	"3"	"2"	"3"	"2"	"1"	"0"	"0"	"9"	"25"	"3"	"6"	"17"	"1"	"9"	"2"	"376"	"0"	"376"	"0"
"219"	"143(A)"	"206"	"5"	"8"	"4"	"15"	"34"	"0"	"1"	"8"	"2"	"3"	"1"	"2"	"3"	"6"	"4"	"3"	"1"	"2"	"0"	"1"	"1"	"12"	"1"	"0"	"22"	"1"	"18"	"5"	"369"	"0"	"369"	"0"
"220"	"Total Votes"	"1656"	"39"	"57"	"47"	"383"	"324"	"23"	"9"	"39"	"68"	"22"	"49"	"31"	"75"	"89"	"80"	"109"	"133"	"70"	"34"	"44"	"311"	"185"	"47"	"83"	"288"	"50"	"1051"	"110"	"5506"	"0"	"5506"	"0"
"221"	"Previo us round votes"	"20139"	"491"	"1264"	"1119"	"7702"	"16702"	"591"	"325"	"329"	"596"	"965"	"1874"	"432"	"1717"	"1372"	"1740"	"1078"	"1894"	"2139"	"332"	"623"	"7202"	"1526"	"653"	"653"	"844"	"461"	"2650"	"1055"	"78468"	"0"	"78468"	"0"
"222"	"Cumul ative Total Votes"	"21795"	"530"	"1321"	"1166"	"8085"	"17026"	"614"	"334"	"368"	"664"	"987"	"1923"	"463"	"1792"	"1461"	"1820"	"1187"	"2027"	"2209"	"366"	"667"	"7513"	"1711"	"700"	"736"	"1132"	"511"	"3701"	"1165"	"83974"	"0"	"83974"	"0"
"223"	"Serial No. of Polling Staition"	"No. Of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Vote"	"No. of rejected votes"	"Total"	"No. of tender ed voters"
"224"	""	"Asha Devi"	"Dinesh Kumar Singh"	"Parash Nath Pathak"	"Binay Kumar Singh Bihari Bhaiya"	"Shiva Shankar Yadav"	"Amarje et Kushw aha"	"Arti Devi"	"Bijay Prakash Srivasta va"	"Manoj Kumar Singh"	"Mahat ma Singh"	"Rakesh Kumar Pandey"	"Vijay Kumar"	"Om Prakas h Singh"	"Krish ancha ndra Singh"	"Jayna rayan Tiwari"	"Jugul Kishor Singh"	"Jonha Devi"	"Dr. Tribhu wan Singh"	"Nand Lal Yadav"	"Param anand Gond"	"Bharat Bhagat"	"Rana Pratap Singh"	"Shahn avaj"	"Shiv Prasad Sharma"	"Shree niwas Yadav"	"Sanjay Kumar Singh"	"Satye ndra"	"Sudhir Kumar Jaiswal"	"Suresh Singh"	""	""	""	""
"225"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"
"226"	"144"	"241"	"8"	"3"	"7"	"41"	"81"	"2"	"3"	"4"	"4"	"12"	"13"	"3"	"12"	"34"	"32"	"10"	"73"	"5"	"0"	"1"	"22"	"1"	"1"	"12"	"29"	"7"	"11"	"5"	"677"	"0"	"677"	"0"
"227"	"145"	"25"	"2"	"1"	"3"	"228"	"28"	"0"	"3"	"0"	"0"	"3"	"4"	"2"	"1"	"5"	"5"	"3"	"3"	"6"	"2"	"13"	"7"	"2"	"3"	"4"	"3"	"1"	"1"	"4"	"362"	"0"	"362"	"0"
"228"	"146"	"28"	"1"	"0"	"6"	"236"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"6"	"0"	"3"	"2"	"293"	"0"	"293"	"0"
"229"	"147"	"158"	"1"	"2"	"2"	"77"	"5"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"0"	"0"	"5"	"2"	"1"	"1"	"3"	"1"	"4"	"4"	"280"	"0"	"280"	"0"
"230"	"148"	"390"	"8"	"2"	"10"	"28"	"68"	"1"	"1"	"6"	"8"	"7"	"6"	"2"	"6"	"5"	"29"	"16"	"13"	"7"	"2"	"2"	"32"	"5"	"6"	"1"	"4"	"4"	"8"	"9"	"686"	"0"	"686"	"0"
"231"	"149"	"82"	"5"	"9"	"5"	"189"	"27"	"3"	"2"	"5"	"5"	"2"	"14"	"3"	"4"	"12"	"23"	"5"	"1"	"13"	"0"	"5"	"26"	"4"	"5"	"8"	"12"	"7"	"28"	"25"	"529"	"0"	"529"	"0"
"232"	"150"	"0"	"0"	"1"	"4"	"317"	"2"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"5"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"341"	"0"	"341"	"0"
"233"	"151"	"136"	"8"	"10"	"2"	"46"	"89"	"35"	"3"	"2"	"7"	"27"	"13"	"5"	"5"	"4"	"29"	"10"	"5"	"3"	"3"	"5"	"14"	"4"	"5"	"5"	"12"	"6"	"10"	"12"	"515"	"0"	"515"	"0"
"234"	"152"	"368"	"6"	"46"	"7"	"89"	"15"	"2"	"0"	"3"	"2"	"2"	"3"	"3"	"5"	"9"	"21"	"9"	"2"	"3"	"5"	"0"	"29"	"2"	"0"	"3"	"5"	"0"	"5"	"6"	"650"	"0"	"650"	"0"
"235"	"153"	"168"	"5"	"9"	"8"	"98"	"10"	"12"	"1"	"4"	"4"	"9"	"7"	"1"	"7"	"9"	"31"	"5"	"2"	"6"	"2"	"2"	"1"	"1"	"1"	"10"	"0"	"3"	"42"	"8"	"466"	"0"	"466"	"0"
"236"	"154"	"109"	"2"	"4"	"3"	"55"	"309"	"6"	"7"	"4"	"8"	"29"	"33"	"7"	"4"	"14"	"20"	"11"	"2"	"15"	"0"	"2"	"91"	"7"	"6"	"11"	"24"	"3"	"3"	"31"	"820"	"0"	"820"	"0"
"237"	"155"	"309"	"8"	"12"	"1"	"122"	"15"	"2"	"1"	"4"	"4"	"1"	"3"	"4"	"4"	"18"	"2"	"5"	"0"	"13"	"1"	"1"	"37"	"15"	"0"	"3"	"4"	"1"	"22"	"4"	"616"	"0"	"616"	"0"
"238"	"156"	"125"	"0"	"2"	"0"	"83"	"115"	"3"	"0"	"0"	"1"	"5"	"11"	"2"	"4"	"4"	"6"	"3"	"9"	"5"	"1"	"0"	"21"	"4"	"2"	"5"	"7"	"3"	"11"	"3"	"435"	"0"	"435"	"0"
"239"	"157"	"70"	"2"	"5"	"5"	"68"	"104"	"4"	"2"	"0"	"4"	"5"	"13"	"3"	"4"	"5"	"10"	"20"	"4"	"11"	"1"	"6"	"60"	"2"	"3"	"24"	"10"	"1"	"9"	"7"	"462"	"0"	"462"	"0"
"240"	"Total Votes"	"2209"	"56"	"106"	"63"	"1677"	"872"	"71"	"23"	"32"	"47"	"102"	"127"	"36"	"59"	"124"	"210"	"101"	"116"	"88"	"18"	"43"	"346"	"49"	"33"	"90"	"119"	"38"	"157"	"120"	"7132"	"0"	"7132"	"0"
"241"	"Previo us round votes"	"21795"	"530"	"1321"	"1166"	"8085"	"17026"	"614"	"334"	"368"	"664"	"987"	"1923"	"463"	"1792"	"1461"	"1820"	"1187"	"2027"	"2209"	"366"	"667"	"7513"	"1711"	"700"	"736"	"1132"	"511"	"3701"	"1165"	"83974"	"0"	"83974"	"0"
"242"	"Cumul ative Total Votes"	"24004"	"586"	"1427"	"1229"	"9762"	"17898"	"685"	"357"	"400"	"711"	"1089"	"2050"	"499"	"1851"	"1585"	"2030"	"1288"	"2143"	"2297"	"384"	"710"	"7859"	"1760"	"733"	"826"	"1251"	"549"	"3858"	"1285"	"91106"	"0"	"91106"	"0"
"243"	"Serial No. of Polling Staition"	"No. Of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Vote"	"No. of rejected votes"	"Total"	"No. of tender ed voters"
"244"	""	"Asha Devi"	"Dinesh Kumar Singh"	"Parash Nath Pathak"	"Binay Kumar Singh Bihari Bhaiya"	"Shiva Shankar Yadav"	"Amarje et Kushw aha"	"Arti Devi"	"Bijay Prakash Srivasta va"	"Manoj Kumar Singh"	"Mahat ma Singh"	"Rakesh Kumar Pandey"	"Vijay Kumar"	"Om Prakas h Singh"	"Krish ancha ndra Singh"	"Jayna rayan Tiwari"	"Jugul Kishor Singh"	"Jonha Devi"	"Dr. Tribhu wan Singh"	"Nand Lal Yadav"	"Param anand Gond"	"Bharat Bhagat"	"Rana Pratap Singh"	"Shahn avaj"	"Shiv Prasad Sharma"	"Shree niwas Yadav"	"Sanjay Kumar Singh"	"Satye ndra"	"Sudhir Kumar Jaiswal"	"Suresh Singh"	""	""	""	""
"245"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"
"246"	"158"	"142"	"2"	"7"	"6"	"213"	"96"	"1"	"4"	"3"	"5"	"12"	"14"	"7"	"4"	"9"	"17"	"7"	"8"	"1"	"4"	"4"	"48"	"12"	"7"	"3"	"10"	"2"	"16"	"5"	"669"	"0"	"669"	"0"
"247"	"159"	"62"	"3"	"48"	"55"	"100"	"69"	"1"	"4"	"4"	"7"	"9"	"11"	"4"	"14"	"2"	"9"	"5"	"3"	"1"	"2"	"1"	"17"	"1"	"6"	"7"	"21"	"1"	"21"	"4"	"492"	"0"	"492"	"0"
"248"	"160"	"158"	"2"	"1"	"4"	"13"	"41"	"0"	"0"	"0"	"0"	"2"	"6"	"0"	"3"	"0"	"2"	"19"	"2"	"2"	"0"	"0"	"13"	"0"	"0"	"0"	"2"	"1"	"7"	"2"	"280"	"0"	"280"	"0"
"249"	"161"	"91"	"0"	"1"	"4"	"14"	"70"	"0"	"2"	"1"	"0"	"1"	"6"	"0"	"4"	"1"	"2"	"7"	"0"	"0"	"0"	"0"	"9"	"0"	"1"	"0"	"0"	"2"	"3"	"2"	"221"	"0"	"221"	"0"
"250"	"162"	"244"	"5"	"10"	"5"	"39"	"150"	"4"	"4"	"1"	"7"	"7"	"19"	"4"	"4"	"9"	"32"	"5"	"0"	"3"	"1"	"3"	"20"	"1"	"1"	"4"	"2"	"3"	"8"	"15"	"610"	"0"	"610"	"0"
"251"	"163"	"158"	"4"	"18"	"2"	"16"	"110"	"1"	"2"	"2"	"3"	"4"	"10"	"2"	"3"	"3"	"5"	"27"	"0"	"2"	"1"	"0"	"43"	"1"	"1"	"0"	"2"	"0"	"6"	"4"	"430"	"0"	"430"	"0"
"252"	"164"	"82"	"4"	"1"	"1"	"29"	"97"	"2"	"1"	"2"	"4"	"8"	"3"	"7"	"7"	"4"	"12"	"70"	"9"	"5"	"2"	"7"	"160"	"4"	"3"	"1"	"4"	"2"	"34"	"25"	"590"	"0"	"590"	"0"
"253"	"165"	"145"	"6"	"6"	"11"	"67"	"107"	"5"	"2"	"6"	"3"	"11"	"11"	"3"	"9"	"4"	"8"	"141"	"5"	"3"	"0"	"2"	"43"	"4"	"1"	"3"	"0"	"1"	"20"	"7"	"634"	"0"	"634"	"0"
"254"	"166"	"133"	"3"	"4"	"6"	"138"	"182"	"7"	"0"	"0"	"3"	"5"	"3"	"1"	"3"	"1"	"1"	"6"	"1"	"4"	"4"	"1"	"109"	"7"	"2"	"4"	"6"	"3"	"15"	"1"	"653"	"0"	"653"	"0"
"255"	"167"	"106"	"2"	"11"	"2"	"87"	"23"	"0"	"2"	"0"	"4"	"1"	"2"	"0"	"1"	"1"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"4"	"0"	"3"	"3"	"0"	"12"	"3"	"274"	"0"	"274"	"0"
"256"	"167(A)"	"41"	"2"	"0"	"0"	"102"	"51"	"2"	"0"	"0"	"1"	"2"	"4"	"3"	"4"	"6"	"3"	"4"	"0"	"2"	"2"	"3"	"2"	"13"	"4"	"9"	"5"	"3"	"13"	"10"	"291"	"0"	"291"	"0"
"257"	"168"	"90"	"0"	"0"	"12"	"149"	"6"	"4"	"2"	"0"	"5"	"4"	"7"	"8"	"8"	"1"	"10"	"5"	"0"	"0"	"7"	"6"	"5"	"79"	"2"	"6"	"8"	"7"	"20"	"2"	"453"	"0"	"453"	"0"
"258"	"169"	"8"	"2"	"0"	"6"	"150"	"5"	"2"	"2"	"7"	"1"	"4"	"9"	"1"	"0"	"0"	"3"	"4"	"0"	"6"	"2"	"1"	"0"	"13"	"0"	"89"	"6"	"2"	"3"	"0"	"326"	"0"	"326"	"0"
"259"	"170"	"137"	"1"	"3"	"0"	"35"	"67"	"1"	"3"	"0"	"0"	"2"	"6"	"5"	"5"	"5"	"10"	"9"	"0"	"3"	"0"	"1"	"5"	"1"	"2"	"4"	"5"	"2"	"12"	"3"	"327"	"0"	"327"	"0"
"260"	"Total Votes"	"1597"	"36"	"110"	"114"	"1152"	"1074"	"30"	"28"	"26"	"43"	"72"	"111"	"45"	"69"	"46"	"119"	"309"	"29"	"33"	"25"	"29"	"474"	"140"	"30"	"133"	"74"	"29"	"190"	"83"	"6250"	"0"	"6250"	"0"
"261"	"Previo us round votes"	"24004"	"586"	"1427"	"1229"	"9762"	"17898"	"685"	"357"	"400"	"711"	"1089"	"2050"	"499"	"1851"	"1585"	"2030"	"1288"	"2143"	"2297"	"384"	"710"	"7859"	"1760"	"733"	"826"	"1251"	"549"	"3858"	"1285"	"91106"	"0"	"91106"	"0"
"262"	"Cumul ative Total Votes"	"25601"	"622"	"1537"	"1343"	"10914"	"18972"	"715"	"385"	"426"	"754"	"1161"	"2161"	"544"	"1920"	"1631"	"2149"	"1597"	"2172"	"2330"	"409"	"739"	"8333"	"1900"	"763"	"959"	"1325"	"578"	"4048"	"1368"	"97356"	"0"	"97356"	"0"
"263"	"Serial No. of Polling Staition"	"No. Of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Vote"	"No. of rejected votes"	"Total"	"No. of tender ed voters"
