"Total.No..of.Electors.in.Assembly.Constituency........230072"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Final Result"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"04- Bagaha Legislative Assembly Constituency (Round - 1)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	""	"No. of actual votes casted in favour of candidates"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Polling Station No."	"UMESH PRASAD"	"MD.KAMR AN"	"PRABHAT RANJAN SINGH"	"RANJEET RAO"	"RAM PRASAD YADAV"	"BECHU YADAV"	"BHIKHARI SAH"	"BHISAM SAHNI"	"RAJAT KUMAR SRIVASTV A"	"SHAILEND RA  SINGH, ALIES S.K.SINGH"	"ABHISHEK H       NATH TIWARI"	"GAJENDR A       DHAR MISHRA"	"VISHNU PRAKASH"	"SHIV KUMAR MISHRA"	"SATYANA RAYAN PRASAD YADAV"	"Total No.     of actual Votes"	"Total No.   of rejecte d Votes"	"Total"	"No.   of Tender ed Votes"	""
"305"	"Polling Station No."	"UMESH PRASAD"	"MD.KAMR AN"	"PRABHAT RANJAN SINGH"	"RANJEET RAO"	"RAM PRASAD YADAV"	"BECHU YADAV"	"BHIKHARI SAH"	"BHISAM SAHNI"	"RAJAT KUMAR SRIVASTV A"	"SHAILEND RA  SINGH, ALIES S.K.SINGH"	"ABHISHEK H       NATH TIWARI"	"GAJENDR A       DHAR MISHRA"	"VISHNU PRAKASH"	"SHIV KUMAR MISHRA"	"SATYANA RAYAN PRASAD YADAV"	"Total No.     of actual Votes"	"Total No.   of rejecte d
Votes"	"Total"	"No.   of Tender ed Votes"	""
"306"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""
"307"	"168"	"3"	"4"	"527"	"19"	"129"	"3"	"4"	"5"	"2"	"4"	"3"	"6"	"11"	"5"	"5"	"730"	"0"	"730"	"0"	""
"308"	"169"	"1"	"9"	"249"	"5"	"23"	"1"	"2"	"1"	"1"	"0"	"3"	"0"	"2"	"4"	"0"	"301"	"0"	"301"	"0"	""
"309"	"170"	"13"	"46"	"443"	"33"	"60"	"1"	"7"	"6"	"2"	"1"	"2"	"3"	"2"	"5"	"1"	"625"	"0"	"625"	"0"	""
"310"	"171"	"3"	"21"	"18"	"7"	"422"	"4"	"4"	"5"	"12"	"0"	"1"	"2"	"0"	"2"	"2"	"503"	"0"	"503"	"0"	""
"311"	"172"	"8"	"50"	"272"	"22"	"203"	"5"	"5"	"14"	"14"	"28"	"18"	"23"	"8"	"8"	"18"	"696"	"0"	"696"	"0"	""
"312"	"173"	"13"	"42"	"326"	"42"	"116"	"2"	"5"	"11"	"8"	"5"	"1"	"6"	"5"	"13"	"10"	"605"	"0"	"605"	"0"	""
"313"	"174"	"10"	"9"	"453"	"31"	"167"	"5"	"11"	"13"	"17"	"4"	"9"	"3"	"11"	"13"	"13"	"769"	"0"	"769"	"0"	""
"314"	"175"	"4"	"3"	"165"	"7"	"151"	"5"	"0"	"0"	"1"	"1"	"4"	"8"	"0"	"2"	"1"	"352"	"0"	"352"	"0"	""
"315"	"176"	"9"	"61"	"475"	"11"	"64"	"3"	"20"	"13"	"12"	"1"	"5"	"19"	"28"	"21"	"14"	"756"	"0"	"756"	"0"	""
"316"	"177"	"12"	"128"	"450"	"11"	"43"	"7"	"10"	"10"	"4"	"1"	"5"	"17"	"7"	"1"	"2"	"708"	"0"	"708"	"0"	""
"317"	"178"	"12"	"188"	"301"	"18"	"34"	"0"	"11"	"23"	"4"	"1"	"6"	"7"	"14"	"19"	"18"	"656"	"0"	"656"	"0"	""
"318"	"179"	"9"	"34"	"103"	"6"	"196"	"10"	"4"	"9"	"6"	"3"	"8"	"4"	"11"	"8"	"15"	"426"	"0"	"426"	"0"	""
"319"	"180"	"4"	"12"	"315"	"3"	"123"	"1"	"16"	"67"	"15"	"5"	"10"	"3"	"11"	"11"	"9"	"605"	"0"	"605"	"0"	""
"320"	"181"	"11"	"15"	"784"	"27"	"11"	"1"	"6"	"6"	"3"	"1"	"1"	"6"	"7"	"10"	"5"	"894"	"0"	"894"	"0"	""
"321"	"Total"	"112"	"622"	"4881"	"242"	"1742"	"48"	"105"	"183"	"101"	"55"	"76"	"107"	"117"	"122"	"113"	"8626"	"0"	"8626"	"0"	""
"322"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"04- Bagaha Legislative Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"324"	"13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"325"	"Total No. of Electors in Assembly Constituency -      230072"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	"Final Result"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"04- Bagaha Legislative Assembly Constituency (Round - 14)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"329"	""	"No. of actual votes casted in favour of candidates"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"330"	"Polling Station No."	"UMESH PRASAD"	"MD.KAMR AN"	"PRABHAT RANJAN SINGH"	"RANJEET RAO"	"RAM PRASAD YADAV"	"BECHU YADAV"	"BHIKHARI SAH"	"BHISAM SAHNI"	"RAJAT KUMAR SRIVASTV A"	"SHAILEND RA  SINGH, ALIES S.K.SINGH"	"ABHISHEK H       NATH TIWARI"	"GAJENDR A       DHAR MISHRA"	"VISHNU PRAKASH"	"SHIV KUMAR MISHRA"	"SATYANA RAYAN PRASAD YADAV"	"Total No.     of actual Votes"	"Total No.   of rejecte d
Votes"	"Total"	"No.   of Tender ed Votes"	""
"331"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""
"332"	"182"	"3"	"106"	"277"	"7"	"150"	"5"	"10"	"33"	"8"	"6"	"3"	"0"	"8"	"3"	"18"	"637"	"0"	"637"	"0"	""
"333"	"183"	"5"	"75"	"163"	"7"	"93"	"1"	"3"	"38"	"9"	"4"	"2"	"2"	"4"	"6"	"9"	"421"	"0"	"421"	"0"	""
"334"	"184"	"17"	"59"	"504"	"91"	"10"	"2"	"8"	"12"	"5"	"10"	"3"	"3"	"7"	"21"	"17"	"769"	"0"	"769"	"0"	""
"335"	"185"	"3"	"84"	"249"	"28"	"19"	"0"	"3"	"5"	"0"	"3"	"1"	"2"	"6"	"6"	"6"	"415"	"0"	"415"	"0"	""
"336"	"186"	"0"	"2"	"483"	"5"	"77"	"2"	"3"	"1"	"4"	"1"	"0"	"0"	"5"	"2"	"2"	"587"	"0"	"587"	"0"	""
"337"	"187"	"7"	"7"	"463"	"52"	"66"	"1"	"6"	"6"	"9"	"4"	"1"	"3"	"12"	"16"	"8"	"661"	"0"	"661"	"0"	""
"338"	"188"	"8"	"138"	"272"	"15"	"97"	"5"	"7"	"9"	"4"	"0"	"1"	"6"	"1"	"1"	"3"	"567"	"0"	"567"	"0"	""
"339"	"189"	"4"	"96"	"200"	"8"	"44"	"1"	"8"	"6"	"3"	"1"	"1"	"4"	"7"	"7"	"5"	"395"	"0"	"395"	"0"	""
"340"	"190"	"6"	"100"	"192"	"3"	"6"	"1"	"4"	"31"	"7"	"3"	"2"	"4"	"3"	"4"	"4"	"370"	"0"	"370"	"0"	""
"341"	"191"	"8"	"31"	"136"	"10"	"250"	"9"	"7"	"92"	"10"	"8"	"9"	"12"	"10"	"3"	"8"	"603"	"0"	"603"	"0"	""
"342"	"192"	"11"	"84"	"368"	"7"	"90"	"3"	"20"	"56"	"8"	"4"	"7"	"7"	"20"	"18"	"6"	"709"	"0"	"709"	"0"	""
"343"	"193"	"5"	"107"	"124"	"7"	"16"	"2"	"3"	"2"	"3"	"4"	"1"	"2"	"0"	"2"	"0"	"278"	"0"	"278"	"0"	""
"344"	"194"	"3"	"112"	"160"	"24"	"28"	"2"	"6"	"4"	"6"	"4"	"0"	"1"	"3"	"2"	"3"	"358"	"0"	"358"	"0"	""
"345"	"195"	"8"	"145"	"304"	"14"	"120"	"1"	"7"	"11"	"3"	"7"	"3"	"2"	"3"	"6"	"8"	"642"	"0"	"642"	"0"	""
"346"	"Total"	"88"	"1146"	"3895"	"278"	"1066"	"35"	"95"	"306"	"79"	"59"	"34"	"48"	"89"	"97"	"97"	"7412"	"0"	"7412"	"0"	""
"347"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"348"	"04- Bagaha Legislative Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"349"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"350"	"Total No. of Electors in Assembly Constituency -      230072"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"Final Result"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"353"	"04- Bagaha Legislative Assembly Constituency (Round - 15)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"354"	""	"No. of actual votes casted in favour of candidates"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"Polling Station No."	"UMESH PRASAD"	"MD.KAMR AN"	"PRABHAT RANJAN SINGH"	"RANJEET RAO"	"RAM PRASAD YADAV"	"BECHU YADAV"	"BHIKHARI SAH"	"BHISAM SAHNI"	"RAJAT KUMAR SRIVASTV A"	"SHAILEND RA  SINGH, ALIES S.K.SINGH"	"ABHISHEK H       NATH TIWARI"	"GAJENDR A       DHAR MISHRA"	"VISHNU PRAKASH"	"SHIV KUMAR MISHRA"	"SATYANA RAYAN PRASAD YADAV"	"Total No.     of actual Votes"	"Total No.   of rejecte d
Votes"	"Total"	"No.   of Tender ed Votes"	""
"356"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""
"357"	"196"	"8"	"33"	"205"	"17"	"85"	"1"	"7"	"3"	"4"	"1"	"3"	"8"	"6"	"1"	"9"	"391"	"0"	"391"	"0"	""
"358"	"197"	"7"	"5"	"522"	"14"	"115"	"3"	"5"	"5"	"1"	"1"	"1"	"1"	"3"	"6"	"0"	"689"	"0"	"689"	"0"	""
"359"	"198"	"7"	"117"	"312"	"15"	"208"	"2"	"12"	"5"	"12"	"15"	"1"	"6"	"5"	"6"	"5"	"728"	"0"	"728"	"0"	""
"360"	"199"	"11"	"163"	"334"	"19"	"35"	"2"	"7"	"20"	"7"	"1"	"0"	"2"	"4"	"3"	"4"	"612"	"0"	"612"	"0"	""
"361"	"200"	"15"	"120"	"234"	"13"	"87"	"8"	"15"	"61"	"3"	"2"	"3"	"4"	"9"	"6"	"5"	"585"	"0"	"585"	"0"	""
"362"	"201"	"12"	"105"	"378"	"25"	"74"	"6"	"18"	"5"	"10"	"3"	"6"	"6"	"24"	"26"	"12"	"710"	"0"	"710"	"0"	""
"363"	"202"	"6"	"77"	"247"	"14"	"21"	"2"	"17"	"7"	"5"	"0"	"0"	"1"	"3"	"4"	"4"	"408"	"0"	"408"	"0"	""
"364"	"202 A"	"5"	"266"	"31"	"15"	"11"	"0"	"10"	"1"	"0"	"1"	"0"	"2"	"7"	"3"	"6"	"358"	"0"	"358"	"0"	""
"365"	"203"	"2"	"0"	"248"	"8"	"134"	"0"	"11"	"44"	"3"	"4"	"1"	"2"	"6"	"1"	"6"	"470"	"0"	"470"	"0"	""
"366"	"204"	"11"	"37"	"552"	"17"	"58"	"2"	"6"	"18"	"4"	"10"	"2"	"3"	"9"	"6"	"4"	"739"	"0"	"739"	"0"	""
"367"	"205"	"7"	"69"	"217"	"26"	"161"	"9"	"17"	"54"	"13"	"3"	"1"	"39"	"7"	"6"	"8"	"637"	"0"	"637"	"0"	""
"368"	"206"	"5"	"106"	"164"	"43"	"57"	"0"	"2"	"1"	"2"	"1"	"2"	"4"	"2"	"0"	"3"	"392"	"0"	"392"	"0"	""
"369"	"207"	"31"	"47"	"271"	"57"	"155"	"8"	"5"	"12"	"11"	"3"	"4"	"3"	"7"	"11"	"9"	"634"	"0"	"634"	"0"	""
"370"	"208"	"3"	"17"	"150"	"35"	"57"	"1"	"2"	"27"	"11"	"1"	"6"	"4"	"4"	"5"	"5"	"328"	"0"	"328"	"0"	""
"371"	"Total"	"130"	"1162"	"3865"	"318"	"1258"	"44"	"134"	"263"	"86"	"46"	"30"	"85"	"96"	"84"	"80"	"7681"	"0"	"7681"	"0"	""
"372"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"373"	"04- Bagaha Legislative Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"374"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"375"	"Total No. of Electors in Assembly Constituency -      230072"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"376"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"377"	"Final Result"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"378"	"04- Bagaha Legislative Assembly Constituency (Round - 16)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"379"	""	"No. of actual votes casted in favour of candidates"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"380"	"Polling Station No."	"UMESH PRASAD"	"MD.KAMR AN"	"PRABHAT RANJAN SINGH"	"RANJEET RAO"	"RAM PRASAD YADAV"	"BECHU YADAV"	"BHIKHARI SAH"	"BHISAM SAHNI"	"RAJAT KUMAR SRIVASTV A"	"SHAILEND RA  SINGH, ALIES S.K.SINGH"	"ABHISHEK H       NATH TIWARI"	"GAJENDR A       DHAR MISHRA"	"VISHNU PRAKASH"	"SHIV KUMAR MISHRA"	"SATYANA RAYAN PRASAD YADAV"	"Total No.     of actual Votes"	"Total No.   of rejecte d
Votes"	"Total"	"No.   of Tender ed Votes"	""
"381"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""
"382"	"209"	"8"	"20"	"526"	"21"	"17"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"6"	"2"	"2"	"606"	"0"	"606"	"0"	""
"383"	"210"	"6"	"70"	"369"	"17"	"74"	"3"	"29"	"25"	"4"	"3"	"3"	"4"	"4"	"8"	"2"	"621"	"0"	"621"	"0"	""
"384"	"211"	"1"	"13"	"377"	"15"	"16"	"0"	"4"	"2"	"3"	"3"	"0"	"17"	"12"	"5"	"2"	"470"	"0"	"470"	"0"	""
"385"	"212"	"9"	"8"	"274"	"6"	"115"	"1"	"5"	"3"	"10"	"3"	"4"	"5"	"8"	"16"	"4"	"471"	"0"	"471"	"0"	""
"386"	"213"	"2"	"7"	"398"	"7"	"62"	"4"	"19"	"80"	"14"	"2"	"3"	"8"	"14"	"16"	"11"	"647"	"0"	"647"	"0"	""
"387"	"214"	"14"	"182"	"254"	"5"	"22"	"0"	"4"	"6"	"2"	"4"	"1"	"13"	"7"	"6"	"5"	"525"	"0"	"525"	"0"	""
"388"	"215"	"13"	"99"	"203"	"7"	"68"	"2"	"8"	"43"	"8"	"6"	"5"	"1"	"11"	"11"	"5"	"490"	"0"	"490"	"0"	""
"389"	"216"	"6"	"144"	"296"	"16"	"27"	"2"	"10"	"10"	"11"	"8"	"6"	"36"	"13"	"12"	"7"	"604"	"0"	"604"	"0"	""
"390"	"217"	"10"	"8"	"214"	"6"	"20"	"1"	"2"	"16"	"1"	"1"	"4"	"28"	"5"	"3"	"0"	"319"	"0"	"319"	"0"	""
"391"	"218"	"10"	"60"	"358"	"7"	"95"	"4"	"9"	"74"	"8"	"5"	"14"	"3"	"8"	"11"	"10"	"676"	"0"	"676"	"0"	""
"392"	"219"	"6"	"96"	"263"	"5"	"81"	"3"	"15"	"37"	"16"	"3"	"7"	"17"	"15"	"23"	"10"	"597"	"0"	"597"	"0"	""
"393"	"220"	"6"	"58"	"173"	"7"	"301"	"2"	"2"	"11"	"4"	"3"	"2"	"7"	"3"	"8"	"2"	"589"	"0"	"589"	"0"	""
"394"	"221"	"2"	"44"	"281"	"18"	"219"	"4"	"7"	"7"	"6"	"5"	"6"	"4"	"11"	"11"	"8"	"633"	"0"	"633"	"0"	""
"395"	"222"	"6"	"71"	"176"	"16"	"255"	"13"	"18"	"84"	"14"	"6"	"9"	"11"	"14"	"14"	"10"	"717"	"0"	"717"	"0"	""
"396"	"Total"	"99"	"880"	"4162"	"153"	"1372"	"41"	"133"	"398"	"101"	"53"	"64"	"154"	"131"	"146"	"78"	"7965"	"0"	"7965"	"0"	""
"397"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"398"	"04- Bagaha Legislative Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"399"	"16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"400"	"Total No. of Electors in Assembly Constituency -      230072"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"401"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"402"	"Final Result"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"403"	"04- Bagaha Legislative Assembly Constituency (Round - 17)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"404"	""	"No. of actual votes casted in favour of candidates"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"405"	"Polling Station No."	"UMESH PRASAD"	"MD.KAMR AN"	"PRABHAT RANJAN SINGH"	"RANJEET RAO"	"RAM PRASAD YADAV"	"BECHU YADAV"	"BHIKHARI SAH"	"BHISAM SAHNI"	"RAJAT KUMAR SRIVASTV A"	"SHAILEND RA SINGH, ALIES S.K.SINGH"	"ABHISHEK H NATH TIWARI"	"GAJENDR A DHAR MISHRA"	"VISHNU PRAKASH"	"SHIV KUMAR MISHRA"	"SATYANA RAYAN PRASAD YADAV"	"Total No.     of actual Votes"	"Total No.   of rejecte d Votes"	"Total"	"No.   of Tender ed Votes"	""
"406"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""
"407"	"223"	"8"	"114"	"358"	"52"	"22"	"1"	"7"	"8"	"7"	"2"	"3"	"8"	"3"	"14"	"4"	"611"	"0"	"611"	"0"	""
"408"	"224"	"9"	"97"	"164"	"68"	"128"	"5"	"4"	"9"	"6"	"7"	"5"	"4"	"12"	"12"	"14"	"544"	"0"	"544"	"0"	""
"409"	"225"	"19"	"150"	"244"	"38"	"205"	"18"	"14"	"17"	"15"	"4"	"3"	"13"	"6"	"7"	"1"	"754"	"0"	"754"	"0"	""
"410"	"226"	"5"	"5"	"69"	"25"	"144"	"1"	"3"	"22"	"6"	"0"	"2"	"2"	"1"	"3"	"2"	"290"	"0"	"290"	"0"	""
"411"	"227"	"13"	"146"	"71"	"11"	"444"	"11"	"1"	"15"	"6"	"6"	"12"	"3"	"10"	"7"	"10"	"766"	"0"	"766"	"0"	""
"412"	"228"	"15"	"61"	"278"	"10"	"213"	"10"	"7"	"40"	"11"	"6"	"7"	"6"	"7"	"13"	"21"	"705"	"0"	"705"	"0"	""
"413"	"Total"	"69"	"573"	"1184"	"204"	"1156"	"46"	"36"	"111"	"51"	"25"	"32"	"36"	"39"	"56"	"52"	"3670"	"0"	"3670"	"0"	""
"414"	"Postal
Ballot"	"0"	"7"	"112"	"13"	"19"	"0"	"0"	"2"	"0"	"1"	"0"	"14"	"0"	"0"	"0"	"168"	"0"	"168"	"0"	""
"415"	"Grand
Total"	"1516"	"18341"	"67510"	"6177"	"18455"	"690"	"1607"	"8150"	"1503"	"910"	"722"	"3272"	"1876"	"1673"	"1540"	"133942"	"0"	"133942"	"0"	""
"416"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"417"	"04- Bagaha Legislative Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"418"	"17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
