"i.z..Ik.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"1"	"[ fu; e 56 ¼7½ nsf[ k,  ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"104&  gFkqv k  fo/kku  l Hkk fuokZpu {ks= esa fcgkj  fo/kku l Hkk ds fy ; s fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"er nku dsUnzksa
dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"i zfr {ksfi r
er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"244"	"d qy  ; ksx"	"4465"	"2128"	"5161"	"21880"	"35525"	"1182"	"461"	"846"	"508"	"503"	"1528"	""	"2653"	"1214"	"2118"	"1225"	"1693"	"710"	"699"	"84499"	""	"84499"	""
"245"	"er nku dsUnzksa
dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"i zfr {ksfi r
er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"246"	""	"d`\".kk
' kkgh"	"nq/kukFk
fl ag"	"ckcqnhu
[ kk¡"	"j kt s' k
dqekj  fl ag"	"j ke l sod
fl ag"	"f' ko ' kad j
j k;"	"dk' khukFk
fl ag"	"fxj hUnz dqekj
j k;"	"j kt sUnz
j kor"	"j ke ckcq
i zl kn"	"l ar j kt
fl ag"	""	"panz eksgu
j k;"	"pqeqd
eka>h"	"C; kl
; kno"	"edl qnu
i zl kn fl ag"	"j ke n' kZu
i zl kn"	"l fcc
vkye"	"l qj sUnz
j ke"	""	""	""	""
"247"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	"18"	""	""	""	""
"248"	"166"	"18"	"23"	"22"	"15"	"165"	"2"	"3"	"5"	"1"	"2"	"17"	""	"11"	"10"	"217"	"5"	"14"	"14"	"23"	"567"	""	"567"	""
"249"	"167"	"21"	"4"	"7"	"29"	"8"	"1"	"1"	"1"	"1"	"3"	"8"	""	"4"	"7"	"402"	"4"	"6"	"7"	"2"	"516"	""	"516"	""
"250"	"168"	"69"	"22"	"22"	"25"	"114"	"4"	"3"	"1"	"3"	"3"	"10"	""	"8"	"4"	"248"	"5"	"6"	"5"	"6"	"558"	""	"558"	""
"251"	"169"	"110"	"15"	"38"	"15"	"79"	"1"	"1"	"4"	"1"	"1"	"11"	""	"4"	"9"	"112"	"3"	"12"	"4"	"3"	"423"	""	"423"	""
"252"	"170"	"171"	"20"	"6"	"16"	"217"	"4"	"2"	"9"	"3"	"5"	"12"	""	"8"	"6"	"77"	"7"	"9"	"13"	"9"	"594"	""	"594"	""
"253"	"171"	"322"	"17"	"13"	"9"	"75"	"0"	"3"	"2"	"3"	"1"	"9"	""	"2"	"6"	"132"	"8"	"13"	"13"	"9"	"637"	""	"637"	""
"254"	"172"	"6"	"9"	"8"	"60"	"132"	"10"	"3"	"1"	"0"	"0"	"12"	""	"3"	"10"	"135"	"5"	"1"	"3"	"4"	"402"	""	"402"	""
"255"	"173"	"8"	"16"	"13"	"63"	"217"	"4"	"1"	"5"	"1"	"1"	"7"	""	"5"	"8"	"102"	"8"	"4"	"8"	"1"	"472"	""	"472"	""
"256"	"174"	"85"	"14"	"10"	"70"	"124"	"8"	"0"	"5"	"2"	"0"	"7"	""	"3"	"8"	"36"	"4"	"15"	"2"	"1"	"394"	""	"394"	""
"257"	"175"	"34"	"28"	"5"	"91"	"363"	"4"	"5"	"4"	"5"	"7"	"6"	""	"6"	"6"	"28"	"2"	"6"	"48"	"48"	"696"	""	"696"	""
"258"	"176"	"9"	"28"	"17"	"118"	"345"	"22"	"7"	"12"	"4"	"4"	"18"	""	"11"	"20"	"110"	"5"	"21"	"3"	"5"	"759"	""	"759"	""
"259"	"177"	"32"	"42"	"119"	"50"	"352"	"14"	"4"	"8"	"2"	"3"	"9"	""	"8"	"5"	"73"	"13"	"3"	"6"	"4"	"747"	""	"747"	""
"260"	"178"	"5"	"20"	"60"	"53"	"111"	"3"	"2"	"5"	"3"	"1"	"10"	""	"7"	"11"	"61"	"5"	"24"	"2"	"4"	"387"	""	"387"	""
"261"	"179"	"1"	"9"	"3"	"42"	"114"	"3"	"2"	"3"	"4"	"1"	"4"	""	"2"	"4"	"17"	"4"	"1"	"5"	"5"	"224"	""	"224"	""
"262"	"; ksx"	"891"	"267"	"343"	"656"	"2416"	"80"	"37"	"65"	"33"	"32"	"140"	""	"82"	"114"	"1750"	"78"	"135"	"133"	"124"	"7376"	""	"7376"	""
"263"	"fi Ny s  pdzksa
d s   er ksa  dk"	"4465"	"2128"	"5161"	"21880"	"35525"	"1182"	"461"	"846"	"508"	"503"	"1528"	""	"2653"	"1214"	"2118"	"1225"	"1693"	"710"	"699"	"84499"	""	"84499"	""
"264"	"d qy  ; ksx"	"5356"	"2395"	"5504"	"22536"	"37941"	"1262"	"498"	"911"	"541"	"535"	"1668"	""	"2735"	"1328"	"3868"	"1303"	"1828"	"843"	"823"	"91875"	""	"91875"	""
"265"	"er nku dsUnzksa
dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"i zfr {ksfi r
er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"266"	""	"d`\".kk
' kkgh"	"nq/kukFk
fl ag"	"ckcqnhu
[ kk¡"	"j kt s' k
dqekj  fl ag"	"j ke l sod
fl ag"	"f' ko ' kad j
j k;"	"dk' khukFk
fl ag"	"fxj hUnz dqekj
j k;"	"j kt sUnz
j kor"	"j ke ckcq
i zl kn"	"l ar j kt
fl ag"	""	"panz eksgu
j k;"	"pqeqd
eka>h"	"C; kl
; kno"	"edl qnu
i zl kn fl ag"	"j ke n' kZu
i zl kn"	"l fcc
vkye"	"l qj sUnz
j ke"	""	""	""	""
"267"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	"18"	""	""	""	""
"268"	"180"	"19"	"21"	"81"	"69"	"346"	"8"	"9"	"4"	"5"	"4"	"6"	""	"5"	"10"	"32"	"3"	"7"	"4"	"5"	"638"	""	"638"	""
"269"	"181"	"41"	"8"	"14"	"107"	"99"	"1"	"1"	"0"	"1"	"1"	"1"	""	"6"	"4"	"103"	"2"	"8"	"1"	"0"	"398"	""	"398"	""
"270"	"182"	"19"	"23"	"7"	"101"	"247"	"2"	"6"	"5"	"2"	"8"	"14"	""	"9"	"8"	"72"	"4"	"7"	"14"	"7"	"555"	""	"555"	""
"271"	"183"	"10"	"13"	"29"	"119"	"184"	"2"	"1"	"3"	"2"	"2"	"1"	""	"8"	"2"	"10"	"1"	"8"	"0"	"2"	"397"	""	"397"	""
"272"	"184"	"2"	"9"	"3"	"87"	"108"	"0"	"1"	"2"	"2"	"0"	"0"	""	"3"	"6"	"3"	"2"	"2"	"3"	"1"	"234"	""	"234"	""
"273"	"185"	"33"	"8"	"13"	"88"	"132"	"14"	"1"	"1"	"2"	"1"	"4"	""	"2"	"5"	"15"	"4"	"9"	"1"	"1"	"334"	""	"334"	""
"274"	"186"	"6"	"12"	"18"	"146"	"395"	"5"	"7"	"8"	"3"	"3"	"11"	""	"37"	"16"	"30"	"13"	"11"	"2"	"8"	"731"	""	"731"	""
"275"	"187"	"1"	"10"	"84"	"66"	"205"	"7"	"4"	"3"	"2"	"0"	"1"	""	"5"	"5"	"8"	"6"	"9"	"13"	"6"	"435"	""	"435"	""
"276"	"188"	"19"	"8"	"57"	"99"	"232"	"4"	"0"	"3"	"3"	"4"	"8"	""	"4"	"1"	"11"	"3"	"1"	"8"	"2"	"467"	""	"467"	""
"277"	"189"	"41"	"39"	"48"	"136"	"459"	"17"	"4"	"7"	"5"	"3"	"7"	""	"12"	"8"	"21"	"3"	"9"	"4"	"1"	"824"	""	"824"	""
"278"	"190"	"5"	"8"	"142"	"45"	"137"	"1"	"2"	"2"	"1"	"0"	"3"	""	"3"	"2"	"7"	"1"	"2"	"15"	"6"	"382"	""	"382"	""
"279"	"191"	"13"	"6"	"191"	"50"	"115"	"1"	"5"	"5"	"2"	"1"	"1"	""	"0"	"2"	"5"	"0"	"5"	"3"	"2"	"407"	""	"407"	""
"280"	"192"	"3"	"20"	"6"	"76"	"380"	"6"	"6"	"5"	"1"	"1"	"7"	""	"5"	"5"	"12"	"4"	"10"	"2"	"2"	"551"	""	"551"	""
"281"	"193"	"15"	"22"	"65"	"80"	"405"	"3"	"5"	"8"	"3"	"3"	"8"	""	"12"	"7"	"24"	"4"	"10"	"0"	"0"	"674"	""	"674"	""
"282"	"; ksx"	"227"	"207"	"758"	"1269"	"3444"	"71"	"52"	"56"	"34"	"31"	"72"	""	"111"	"81"	"353"	"50"	"98"	"70"	"43"	"7027"	""	"7027"	""
"283"	"fi Ny s  pdzksa
d s   er ksa  dk
; ksx"	"5356"	"2395"	"5504"	"22536"	"37941"	"1262"	"498"	"911"	"541"	"535"	"1668"	""	"2735"	"1328"	"3868"	"1303"	"1828"	"843"	"823"	"91875"	""	"91875"	""
"284"	"d qy  ; ksx"	"5583"	"2602"	"6262"	"23805"	"41385"	"1333"	"550"	"967"	"575"	"566"	"1740"	""	"2846"	"1409"	"4221"	"1353"	"1926"	"913"	"866"	"98902"	""	"98902"	""
"285"	"er nku dsUnzksa
dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"i zfr {ksfi r
er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"286"	""	"d`\".kk
' kkgh"	"nq/kukFk
fl ag"	"ckcqnhu
[ kk¡"	"j kt s' k
dqekj  fl ag"	"j ke l sod
fl ag"	"f' ko ' kad j
j k;"	"dk' khukFk
fl ag"	"fxj hUnz dqekj
j k;"	"j kt sUnz
j kor"	"j ke ckcq
i zl kn"	"l ar j kt
fl ag"	""	"panz eksgu
j k;"	"pqeqd
eka>h"	"C; kl
; kno"	"edl qnu
i zl kn fl ag"	"j ke n' kZu
i zl kn"	"l fcc
vkye"	"l qj sUnz
j ke"	""	""	""	""
"287"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	"18"	""	""	""	""
"288"	"194"	"2"	"10"	"217"	"29"	"89"	"7"	"1"	"5"	"1"	"4"	"2"	""	"5"	"1"	"8"	"6"	"12"	"2"	"4"	"405"	""	"405"	""
"289"	"195"	"8"	"15"	"108"	"41"	"375"	"6"	"2"	"8"	"1"	"11"	"0"	""	"4"	"1"	"8"	"0"	"0"	"2"	"1"	"591"	""	"591"	""
"290"	"196"	"6"	"12"	"37"	"75"	"185"	"6"	"3"	"6"	"3"	"1"	"6"	""	"3"	"3"	"13"	"0"	"3"	"8"	"1"	"371"	""	"371"	""
"291"	"197"	"6"	"20"	"60"	"49"	"214"	"6"	"4"	"5"	"2"	"4"	"13"	""	"4"	"6"	"47"	"8"	"2"	"0"	"0"	"450"	""	"450"	""
"292"	"198"	"12"	"13"	"57"	"115"	"347"	"24"	"1"	"5"	"1"	"0"	"5"	""	"6"	"6"	"11"	"3"	"6"	"10"	"5"	"627"	""	"627"	""
"293"	"199"	"4"	"18"	"72"	"16"	"353"	"10"	"4"	"10"	"1"	"1"	"1"	""	"6"	"2"	"6"	"0"	"2"	"1"	"1"	"508"	""	"508"	""
"294"	"200"	"6"	"46"	"56"	"25"	"287"	"11"	"6"	"7"	"4"	"3"	"5"	""	"2"	"0"	"3"	"5"	"1"	"2"	"1"	"470"	""	"470"	""
"295"	"201"	"16"	"27"	"63"	"65"	"259"	"21"	"4"	"4"	"5"	"6"	"6"	""	"8"	"11"	"22"	"6"	"5"	"1"	"1"	"530"	""	"530"	""
"296"	"202"	"3"	"25"	"103"	"196"	"180"	"15"	"7"	"8"	"3"	"2"	"4"	""	"3"	"8"	"14"	"9"	"23"	"3"	"2"	"608"	""	"608"	""
"297"	"203"	"7"	"10"	"27"	"150"	"115"	"266"	"6"	"2"	"1"	"4"	"9"	""	"6"	"13"	"14"	"9"	"14"	"0"	"6"	"659"	""	"659"	""
"298"	"204"	"5"	"15"	"19"	"21"	"198"	"112"	"6"	"2"	"0"	"4"	"10"	""	"14"	"12"	"15"	"5"	"28"	"13"	"6"	"485"	""	"485"	""
"299"	"205"	"11"	"8"	"11"	"98"	"54"	"251"	"10"	"6"	"3"	"4"	"12"	""	"4"	"3"	"12"	"9"	"32"	"3"	"3"	"534"	""	"534"	""
"300"	"206"	"3"	"12"	"38"	"131"	"199"	"25"	"3"	"3"	"2"	"6"	"3"	""	"7"	"3"	"3"	"5"	"3"	"1"	"3"	"450"	""	"450"	""
"301"	"207"	"8"	"15"	"16"	"117"	"207"	"57"	"2"	"0"	"6"	"3"	"6"	""	"1"	"3"	"13"	"0"	"4"	"0"	"2"	"460"	""	"460"	""
"302"	"; ksx"	"97"	"246"	"884"	"1128"	"3062"	"817"	"59"	"71"	"33"	"53"	"82"	""	"73"	"72"	"189"	"65"	"135"	"46"	"36"	"7148"	""	"7148"	""
"303"	"fi Ny s  pdzksa
d s   er ksa  dk
; ksx"	"5583"	"2602"	"6262"	"23805"	"41385"	"1333"	"550"	"967"	"575"	"566"	"1740"	""	"2846"	"1409"	"4221"	"1353"	"1926"	"913"	"866"	"98902"	""	"98902"	""
"304"	"d qy  ; ksx"	"5680"	"2848"	"7146"	"24933"	"44447"	"2150"	"609"	"1038"	"608"	"619"	"1822"	""	"2919"	"1481"	"4410"	"1418"	"2061"	"959"	"902"	"106050"	""	"106050"	""
"305"	"er nku dsUnzksa
dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"i zfr {ksfi r
er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"306"	""	"d`\".kk
' kkgh"	"nq/kukFk
fl ag"	"ckcqnhu
[ kk¡"	"j kt s' k
dqekj  fl ag"	"j ke l sod
fl ag"	"f' ko ' kad j
j k;"	"dk' khukFk
fl ag"	"fxj hUnz dqekj
j k;"	"j kt sUnz
j kor"	"j ke ckcq
i zl kn"	"l ar j kt
fl ag"	""	"panz eksgu
j k;"	"pqeqd
eka>h"	"C; kl
; kno"	"edl qnu
i zl kn fl ag"	"j ke n' kZu
i zl kn"	"l fcc
vkye"	"l qj sUnz
j ke"	""	""	""	""
"307"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	"18"	""	""	""	""
"308"	"208"	"25"	"18"	"57"	"111"	"111"	"86"	"3"	"8"	"2"	"2"	"4"	""	"1"	"3"	"5"	"1"	"5"	"1"	"1"	"444"	""	"444"	""
"309"	"209"	"20"	"22"	"46"	"83"	"230"	"42"	"6"	"9"	"1"	"9"	"16"	""	"9"	"12"	"21"	"8"	"5"	"13"	"5"	"557"	""	"557"	""
"310"	"210"	"15"	"20"	"46"	"167"	"245"	"9"	"4"	"6"	"10"	"3"	"7"	""	"4"	"9"	"11"	"2"	"8"	"6"	"9"	"581"	""	"581"	""
"311"	"211"	"9"	"21"	"29"	"120"	"379"	"10"	"2"	"20"	"5"	"3"	"5"	""	"6"	"3"	"1"	"1"	"9"	"1"	"4"	"628"	""	"628"	""
"312"	"212"	"5"	"8"	"52"	"43"	"72"	"7"	"6"	"23"	"1"	"1"	"2"	""	"1"	"0"	"2"	"0"	"16"	"0"	"1"	"240"	""	"240"	""
"313"	"213"	"8"	"29"	"21"	"230"	"300"	"12"	"1"	"13"	"1"	"3"	"8"	""	"1"	"7"	"27"	"8"	"9"	"7"	"2"	"687"	""	"687"	""
"314"	"214"	"6"	"17"	"9"	"80"	"234"	"48"	"5"	"4"	"1"	"4"	"11"	""	"8"	"3"	"28"	"3"	"7"	"4"	"2"	"474"	""	"474"	""
"315"	"215"	"11"	"13"	"4"	"26"	"230"	"4"	"2"	"6"	"1"	"4"	"10"	""	"12"	"1"	"11"	"2"	"11"	"3"	"2"	"353"	""	"353"	""
"316"	"216"	"7"	"15"	"6"	"50"	"209"	"60"	"1"	"2"	"7"	"7"	"6"	""	"12"	"1"	"11"	"11"	"0"	"4"	"2"	"411"	""	"411"	""
"317"	"217"	"10"	"14"	"5"	"35"	"239"	"42"	"1"	"1"	"0"	"4"	"4"	""	"2"	"5"	"9"	"3"	"2"	"2"	"1"	"379"	""	"379"	""
"318"	"218"	"3"	"13"	"6"	"87"	"211"	"23"	"7"	"5"	"5"	"4"	"7"	""	"27"	"3"	"12"	"10"	"10"	"1"	"1"	"435"	""	"435"	""
"319"	"219"	"87"	"7"	"4"	"12"	"134"	"4"	"1"	"1"	"0"	"1"	"31"	""	"5"	"2"	"11"	"1"	"3"	"1"	"2"	"307"	""	"307"	""
"320"	"220"	"6"	"17"	"11"	"113"	"215"	"67"	"1"	"5"	"4"	"2"	"3"	""	"4"	"7"	"6"	"4"	"4"	"1"	"0"	"470"	""	"470"	""
"321"	"221"	"14"	"5"	"17"	"95"	"162"	"90"	"0"	"2"	"1"	"0"	"4"	""	"2"	"5"	"8"	"1"	"11"	"3"	"5"	"425"	""	"425"	""
"322"	"; ksx"	"226"	"219"	"313"	"1252"	"2971"	"504"	"40"	"105"	"39"	"47"	"118"	""	"94"	"61"	"163"	"55"	"100"	"47"	"37"	"6391"	""	"6391"	""
"323"	"fi Ny s  pdzksa
d s   er ksa  dk
; ksx"	"5680"	"2848"	"7146"	"24933"	"44447"	"2150"	"609"	"1038"	"608"	"619"	"1822"	""	"2919"	"1481"	"4410"	"1418"	"2061"	"959"	"902"	"106050"	""	"106050"	""
"324"	"d qy  ; ksx"	"5906"	"3067"	"7459"	"26185"	"47418"	"2654"	"649"	"1143"	"647"	"666"	"1940"	""	"3013"	"1542"	"4573"	"1473"	"2161"	"1006"	"939"	"112441"	""	"112441"	""
"325"	"er nku dsUnzksa
dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"i zfr {ksfi r
er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"326"	""	"d`\".kk
' kkgh"	"nq/kukFk
fl ag"	"ckcqnhu
[ kk¡"	"j kt s' k
dqekj  fl ag"	"j ke l sod
fl ag"	"f' ko ' kad j
j k;"	"dk' khukFk
fl ag"	"fxj hUnz dqekj
j k;"	"j kt sUnz
j kor"	"j ke ckcq
i zl kn"	"l ar j kt
fl ag"	""	"panz eksgu
j k;"	"pqeqd
eka>h"	"C; kl
; kno"	"edl qnu
i zl kn fl ag"	"j ke n' kZu
i zl kn"	"l fcc
vkye"	"l qj sUnz
j ke"	""	""	""	""
"327"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	"18"	""	""	""	""
"328"	"222"	"3"	"14"	"12"	"58"	"205"	"45"	"0"	"4"	"3"	"3"	"3"	""	"10"	"11"	"6"	"2"	"10"	"2"	"8"	"399"	""	"399"	""
"329"	"223"	"8"	"9"	"22"	"120"	"184"	"24"	"1"	"10"	"1"	"0"	"41"	""	"5"	"4"	"17"	"2"	"8"	"2"	"1"	"459"	""	"459"	""
"330"	"224"	"10"	"9"	"41"	"60"	"155"	"22"	"1"	"9"	"0"	"2"	"62"	""	"6"	"0"	"7"	"4"	"3"	"1"	"1"	"393"	""	"393"	""
"331"	"225"	"29"	"25"	"80"	"69"	"365"	"4"	"14"	"17"	"3"	"5"	"9"	""	"22"	"10"	"18"	"5"	"26"	"7"	"8"	"716"	""	"716"	""
"332"	"226"	"17"	"12"	"56"	"202"	"246"	"31"	"6"	"4"	"3"	"1"	"5"	""	"6"	"7"	"10"	"4"	"7"	"4"	"0"	"621"	""	"621"	""
"333"	"227"	"8"	"2"	"11"	"515"	"57"	"1"	"5"	"2"	"3"	"4"	"1"	""	"4"	"3"	"6"	"2"	"2"	"1"	"1"	"628"	""	"628"	""
"334"	"228"	"2"	"8"	"5"	"159"	"103"	"4"	"0"	"1"	"0"	"0"	"3"	""	"0"	"3"	"3"	"1"	"0"	"0"	"0"	"292"	""	"292"	""
"335"	"229"	"4"	"16"	"22"	"58"	"209"	"38"	"4"	"2"	"0"	"1"	"1"	""	"4"	"7"	"3"	"2"	"1"	"3"	"1"	"376"	""	"376"	""
"336"	"230"	"22"	"20"	"4"	"108"	"321"	"16"	"1"	"6"	"1"	"1"	"3"	""	"10"	"7"	"8"	"6"	"3"	"8"	"4"	"549"	""	"549"	""
"337"	"231"	"40"	"22"	"68"	"116"	"423"	"38"	"6"	"9"	"2"	"6"	"5"	""	"8"	"9"	"11"	"7"	"12"	"12"	"9"	"803"	""	"803"	""
"338"	"232"	"10"	"18"	"61"	"89"	"320"	"2"	"1"	"2"	"2"	"3"	"2"	""	"4"	"2"	"9"	"2"	"3"	"11"	"11"	"552"	""	"552"	""
"339"	"233"	"4"	"10"	"43"	"21"	"172"	"21"	"4"	"17"	"3"	"2"	"2"	""	"0"	"2"	"4"	"4"	"58"	"42"	"7"	"416"	""	"416"	""
"340"	"234"	"27"	"30"	"42"	"77"	"294"	"7"	"5"	"16"	"1"	"0"	"4"	""	"11"	"4"	"4"	"1"	"24"	"10"	"5"	"562"	""	"562"	""
"341"	"235"	"73"	"18"	"3"	"9"	"205"	"5"	"3"	"1"	"1"	"1"	"1"	""	"6"	"2"	"9"	"1"	"7"	"3"	"1"	"349"	""	"349"	""
"342"	"; ksx"	"257"	"213"	"470"	"1661"	"3259"	"258"	"51"	"100"	"23"	"29"	"142"	""	"96"	"71"	"115"	"43"	"164"	"106"	"57"	"7115"	""	"7115"	""
"343"	"fi Ny s  pdzksa
d s   er ksa  dk"	"5906"	"3067"	"7459"	"26185"	"47418"	"2654"	"649"	"1143"	"647"	"666"	"1940"	""	"3013"	"1542"	"4573"	"1473"	"2161"	"1006"	"939"	"112441"	""	"112441"	""
"344"	"d qy  ; ksx"	"6163"	"3280"	"7929"	"27846"	"50677"	"2912"	"700"	"1243"	"670"	"695"	"2082"	""	"3109"	"1613"	"4688"	"1516"	"2325"	"1112"	"996"	"119556"	""	"119556"	""
"345"	"Mkd  er i =ksa
i j
vfHkfy f[ kr"	"1"	"1"	"0"	"15"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"48"	"5"	"53"	""
"346"	"Mkysa s x; s dqy
er"	"6164"	"3281"	"7929"	"27861"	"50708"	"2912"	"700"	"1243"	"670"	"695"	"2082"	""	"3109"	"1613"	"4688"	"1516"	"2325"	"1112"	"996"	"119604"	"5"	"119609"	""
"347"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
