"Serial.No..of.Polling.Station"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"301"	""	"ARUN KUMAR SINHA"	"KAPILDEO PRASAD YADAV"	"MD. KAMAL PARWEZ"	"BINDESHWARI PRASAD"	"RAM PAVESH NISHAD"	"RAM BHAJAN SINGH \"NISHAD\""	"WASIM SYED"	"VINAY KUMAR"	"SADHNA MISHRA"	"ER. B. N. SINGH"	"ARJUN KUMAR"	"KUNDAN PRASAD SINGH"	"BALRAM PATEL"	"RENU KUSHWAHA"	"LALA PRASAD BIHARI"	""	""	""	""
"302"	"257"	"244"	"19"	"33"	"3"	"0"	"1"	"1"	"1"	"0"	"1"	"4"	"1"	"5"	"3"	"2"	"318"	"0"	"318"	"0"
"303"	"258"	"159"	"10"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"172"	"0"	"172"	"0"
"304"	"259"	"218"	"13"	"1"	"8"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"243"	"0"	"243"	"0"
"305"	"260"	"318"	"20"	"6"	"2"	"0"	"4"	"1"	"3"	"3"	"2"	"0"	"0"	"1"	"3"	"1"	"364"	"0"	"364"	"0"
"306"	"260A"	"343"	"29"	"27"	"2"	"2"	"0"	"0"	"2"	"1"	"4"	"1"	"1"	"1"	"1"	"2"	"416"	"0"	"416"	"0"
"307"	"261"	"263"	"12"	"10"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"288"	"0"	"288"	"0"
"308"	"262"	"270"	"48"	"6"	"7"	"3"	"2"	"1"	"2"	"0"	"0"	"1"	"1"	"7"	"2"	"7"	"357"	"0"	"357"	"0"
"309"	"262A"	"282"	"23"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"1"	"319"	"0"	"319"	"0"
"310"	"263"	"224"	"13"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"249"	"0"	"249"	"0"
"311"	"264"	"15"	"16"	"228"	"2"	"0"	"0"	"1"	"1"	"0"	"7"	"3"	"0"	"7"	"0"	"1"	"281"	"0"	"281"	"0"
"312"	"265"	"499"	"62"	"60"	"7"	"2"	"2"	"0"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"3"	"640"	"0"	"640"	"0"
"313"	"266"	"379"	"31"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"433"	"0"	"433"	"0"
"314"	"267"	"295"	"31"	"31"	"1"	"5"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"369"	"0"	"369"	"0"
"315"	"268"	"322"	"45"	"20"	"8"	"4"	"1"	"1"	"1"	"1"	"0"	"3"	"1"	"0"	"0"	"1"	"408"	"0"	"408"	"0"
"316"	"269"	"318"	"49"	"23"	"8"	"24"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"1"	"431"	"0"	"431"	"0"
"317"	"270"	"296"	"21"	"6"	"2"	"7"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"17"	"2"	"2"	"357"	"0"	"357"	"0"
"318"	"271"	"300"	"39"	"38"	"7"	"5"	"4"	"1"	"2"	"1"	"2"	"0"	"1"	"2"	"3"	"4"	"409"	"0"	"409"	"0"
"319"	"272"	"368"	"35"	"49"	"7"	"5"	"0"	"2"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"5"	"475"	"0"	"475"	"0"
"320"	"273"	"152"	"17"	"15"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"190"	"0"	"190"	"0"
"321"	"273A"	"198"	"28"	"37"	"1"	"7"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"4"	"3"	"3"	"283"	"0"	"283"	"0"
"322"	"274"	"192"	"26"	"25"	"5"	"2"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"3"	"258"	"0"	"258"	"0"
"323"	"275"	"351"	"35"	"34"	"12"	"4"	"0"	"0"	"1"	"2"	"2"	"0"	"1"	"3"	"2"	"6"	"453"	"0"	"453"	"0"
"324"	"276"	"282"	"60"	"43"	"8"	"5"	"1"	"2"	"0"	"1"	"4"	"1"	"3"	"4"	"4"	"8"	"426"	"0"	"426"	"0"
"325"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"326"	""	"ARUN KUMAR SINHA"	"KAPILDEO PRASAD YADAV"	"MD. KAMAL PARWEZ"	"BINDESHWARI PRASAD"	"RAM PAVESH NISHAD"	"RAM BHAJAN SINGH \"NISHAD\""	"WASIM SYED"	"VINAY KUMAR"	"SADHNA MISHRA"	"ER. B. N. SINGH"	"ARJUN KUMAR"	"KUNDAN PRASAD SINGH"	"BALRAM PATEL"	"RENU KUSHWAHA"	"LALA PRASAD BIHARI"	""	""	""	""
"327"	"277"	"265"	"26"	"29"	"7"	"0"	"0"	"1"	"2"	"2"	"0"	"0"	"0"	"1"	"1"	"1"	"335"	"0"	"335"	"0"
"328"	"278"	"454"	"52"	"53"	"8"	"8"	"2"	"2"	"2"	"0"	"2"	"0"	"2"	"1"	"1"	"1"	"588"	"0"	"588"	"0"
"329"	"278A"	"316"	"37"	"22"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"381"	"0"	"381"	"0"
"330"	"279"	"268"	"24"	"38"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"7"	"344"	"0"	"344"	"0"
"331"	"280"	"195"	"27"	"40"	"4"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"272"	"0"	"272"	"0"
"332"	"281"	"174"	"28"	"137"	"3"	"4"	"1"	"1"	"7"	"0"	"3"	"3"	"4"	"8"	"1"	"7"	"381"	"0"	"381"	"0"
"333"	"281A"	"253"	"31"	"97"	"5"	"4"	"1"	"1"	"1"	"0"	"5"	"3"	"2"	"6"	"0"	"7"	"416"	"0"	"416"	"0"
"334"	"282"	"262"	"27"	"59"	"4"	"7"	"1"	"1"	"2"	"3"	"2"	"2"	"1"	"5"	"1"	"5"	"382"	"0"	"382"	"0"
"335"	"282A"	"238"	"33"	"77"	"7"	"3"	"1"	"1"	"0"	"1"	"1"	"2"	"0"	"4"	"1"	"0"	"369"	"0"	"369"	"0"
"336"	"283"	"442"	"30"	"24"	"2"	"10"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"4"	"1"	"10"	"525"	"0"	"525"	"0"
"337"	"284"	"302"	"31"	"12"	"0"	"11"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"3"	"2"	"12"	"375"	"0"	"375"	"0"
"338"	"284A"	"373"	"11"	"10"	"0"	"6"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"4"	"0"	"9"	"416"	"0"	"416"	"0"
"339"	"285"	"277"	"17"	"167"	"7"	"3"	"0"	"2"	"1"	"1"	"4"	"7"	"1"	"4"	"1"	"5"	"497"	"0"	"497"	"0"
"340"	"286"	"218"	"9"	"52"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"3"	"1"	"1"	"291"	"0"	"291"	"0"
"341"	"286A"	"309"	"13"	"26"	"9"	"4"	"0"	"0"	"2"	"0"	"2"	"2"	"1"	"3"	"3"	"2"	"376"	"0"	"376"	"0"
"342"	"287"	"68"	"33"	"221"	"7"	"5"	"1"	"1"	"2"	"0"	"6"	"7"	"4"	"14"	"1"	"1"	"371"	"0"	"371"	"0"
"343"	"288"	"252"	"26"	"64"	"5"	"1"	"0"	"0"	"0"	"0"	"2"	"3"	"1"	"3"	"2"	"4"	"363"	"0"	"363"	"0"
"344"	"289"	"215"	"46"	"244"	"17"	"2"	"2"	"1"	"1"	"2"	"5"	"6"	"4"	"15"	"3"	"12"	"575"	"0"	"575"	"0"
"345"	"290"	"271"	"21"	"52"	"9"	"0"	"2"	"2"	"0"	"1"	"0"	"4"	"0"	"5"	"2"	"2"	"371"	"0"	"371"	"0"
"346"	"291"	"481"	"21"	"28"	"2"	"0"	"5"	"0"	"1"	"1"	"1"	"4"	"2"	"9"	"5"	"14"	"574"	"0"	"574"	"0"
"347"	"292"	"124"	"26"	"419"	"13"	"3"	"5"	"1"	"3"	"2"	"3"	"5"	"2"	"17"	"6"	"6"	"635"	"0"	"635"	"0"
"348"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"349"	""	"ARUN KUMAR SINHA"	"KAPILDEO PRASAD YADAV"	"MD. KAMAL PARWEZ"	"BINDESHWARI PRASAD"	"RAM PAVESH NISHAD"	"RAM BHAJAN SINGH \"NISHAD\""	"WASIM SYED"	"VINAY KUMAR"	"SADHNA MISHRA"	"ER. B. N. SINGH"	"ARJUN KUMAR"	"KUNDAN PRASAD SINGH"	"BALRAM PATEL"	"RENU KUSHWAHA"	"LALA PRASAD BIHARI"	""	""	""	""
"350"	"No. of votes recorded on postal ballot papers"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"1"	"5"	"0"
"351"	"Total"	"83425"	"9254"	"15617"	"1618"	"870"	"657"	"252"	"482"	"214"	"492"	"460"	"266"	"874"	"490"	"833"	"115804"	"1"	"115805"	"0"
