"Serial.No..of.Polling.Station"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"309"	"279"	"9"	"20"	"370"	"62"	"1"	"3"	"2"	"1"	"0"	"2"	"3"	"1"	"1"	"2"	"3"	"480"	"0"	"480"	"0"
"310"	"280"	"3"	"46"	"343"	"17"	"1"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"4"	"422"	"0"	"422"	"0"
"311"	"281"	"3"	"19"	"252"	"33"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"315"	"0"	"315"	"0"
"312"	"282"	"0"	"18"	"329"	"46"	"2"	"4"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"406"	"0"	"406"	"0"
"313"	"283"	"3"	"12"	"272"	"50"	"1"	"4"	"0"	"3"	"2"	"2"	"3"	"1"	"1"	"2"	"5"	"361"	"0"	"361"	"0"
"314"	"284"	"7"	"34"	"438"	"47"	"1"	"0"	"0"	"1"	"2"	"4"	"0"	"1"	"2"	"4"	"2"	"543"	"0"	"543"	"0"
"315"	"285"	"9"	"22"	"331"	"56"	"2"	"7"	"1"	"0"	"0"	"0"	"2"	"2"	"1"	"5"	"3"	"441"	"0"	"441"	"0"
"316"	"286"	"0"	"14"	"305"	"23"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"2"	"2"	"352"	"0"	"352"	"0"
"317"	"No. of votes recorded on postal ballot papers"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	""	"1"	"0"
"318"	"Total"	"1259"	"6018"	"78771"	"17931"	"495"	"390"	"205"	"294"	"241"	"847"	"485"	"438"	"461"	"534"	"940"	"109309"	"0"	"109309"	"0"
