"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"
"185"	"161"	"154"	"1"	"156"	"12"	"244"	"3"	"1"	"3"	"3"	"0"	"3"	"2"	"3"	"7"	"122"	"3"	"5"	"5"	"1"	"1"	"3"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"104"	"33"	"1"	"721"
"186"	"162"	"155"	"2"	"143"	"45"	"116"	"0"	"2"	"1"	"3"	"0"	"13"	"0"	"0"	"1"	"4"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"1"	"32"	"0"	"375"
"187"	"163"	"156"	"12"	"125"	"82"	"457"	"9"	"2"	"6"	"5"	"1"	"2"	"0"	"1"	"11"	"9"	"10"	"11"	"5"	"5"	"14"	"6"	"7"	"5"	"0"	"1"	"1"	"4"	"6"	"10"	"6"	"20"	"9"	"842"
"188"	"164"	"157"	"4"	"93"	"80"	"101"	"2"	"2"	"1"	"2"	"0"	"1"	"2"	"1"	"8"	"2"	"4"	"5"	"3"	"1"	"2"	"6"	"0"	"2"	"3"	"0"	"1"	"2"	"3"	"0"	"4"	"7"	"2"	"344"
"189"	"165"	"158"	"18"	"248"	"13"	"169"	"5"	"2"	"6"	"11"	"2"	"4"	"3"	"2"	"2"	"11"	"10"	"0"	"4"	"7"	"0"	"1"	"1"	"2"	"10"	"2"	"1"	"1"	"0"	"3"	"6"	"19"	"2"	"565"
"190"	"166"	"159"	"12"	"172"	"62"	"229"	"7"	"5"	"7"	"3"	"2"	"1"	"1"	"0"	"2"	"46"	"35"	"2"	"4"	"5"	"6"	"3"	"9"	"0"	"0"	"0"	"4"	"5"	"3"	"7"	"15"	"38"	"6"	"691"
"191"	"167"	"160"	"2"	"55"	"15"	"222"	"1"	"3"	"4"	"0"	"1"	"20"	"1"	"0"	"3"	"17"	"17"	"3"	"8"	"1"	"6"	"4"	"6"	"1"	"2"	"1"	"7"	"4"	"2"	"5"	"13"	"33"	"9"	"466"
"192"	"168"	"160A"	"1"	"31"	"23"	"49"	"3"	"12"	"2"	"5"	"0"	"60"	"2"	"2"	"3"	"5"	"91"	"9"	"2"	"0"	"1"	"1"	"3"	"3"	"3"	"2"	"0"	"13"	"0"	"2"	"3"	"13"	"5"	"349"
"193"	"Sl No"	"Candidates  Name"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL VALID VOTES"
"194"	""	"BOOTH NO"	"CHAND HASAN"	"JAGESHWAR RAY"	"MASUDUL HAQUE"	"RAVINDRA RAY"	"A M EZHARUL HAQUE"	"JAY NARAYAN SAH"	"PRIYA RANJAN KUMAR SINHA"	"MANJAR HUSSAIN"	"MANOJ PRASAD SINGH"	"MISHRI LAL RAY"	"RAM BABU SAH"	"LALIT KUMAR GHOSH"	"MD. SHAMSHAD AHMAD"	"ANUJ KUMAR"	"MD. ALIEMAM"	"MD. ALAM"	"UMA SHANKAR NIRALA"	"KUSHESHWAR SINGH"	"JAYANT KUMAR JAISWAL"	"ZAIGAM AKHTER"	"NITISH KUMAR NISHAD"	"PRABHAT KUMAR"	"PREM NATH SINGH"	"BHOLA ROY"	"YOGENDRA RAM"	"MD. RAZI ANSARI"	"RAMESH KUMAR"	"LALJI KUMAR RAKESH"	"VINOD KUMAR"	"SATYENDRA KUMAR"	"DR. SUMAN KUMAR SINHA"	""
"195"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	""
"196"	"169"	"161"	"3"	"22"	"25"	"152"	"3"	"4"	"2"	"5"	"1"	"3"	"3"	"4"	"9"	"98"	"20"	"17"	"10"	"7"	"7"	"5"	"2"	"2"	"4"	"1"	"3"	"7"	"12"	"13"	"14"	"56"	"21"	"535"
"197"	"170"	"162"	"20"	"39"	"14"	"112"	"4"	"1"	"2"	"3"	"0"	"12"	"2"	"4"	"4"	"167"	"4"	"4"	"5"	"4"	"5"	"1"	"2"	"9"	"2"	"2"	"2"	"3"	"5"	"9"	"14"	"42"	"10"	"507"
"198"	"171"	"163"	"8"	"52"	"9"	"434"	"6"	"6"	"4"	"4"	"1"	"4"	"2"	"1"	"6"	"2"	"3"	"14"	"9"	"8"	"9"	"4"	"2"	"4"	"11"	"3"	"3"	"8"	"10"	"9"	"64"	"81"	"12"	"793"
"199"	"172"	"164"	"7"	"27"	"2"	"181"	"5"	"1"	"1"	"1"	"1"	"4"	"0"	"3"	"7"	"5"	"4"	"2"	"1"	"0"	"3"	"0"	"1"	"2"	"2"	"1"	"0"	"3"	"6"	"0"	"11"	"34"	"3"	"318"
"200"	"173"	"165"	"3"	"25"	"23"	"131"	"0"	"1"	"1"	"0"	"0"	"4"	"1"	"0"	"4"	"11"	"11"	"1"	"1"	"1"	"6"	"6"	"2"	"4"	"1"	"0"	"0"	"0"	"2"	"3"	"207"	"8"	"8"	"465"
"201"	"174"	"166"	"6"	"161"	"11"	"188"	"3"	"0"	"5"	"4"	"0"	"1"	"2"	"1"	"17"	"8"	"6"	"16"	"6"	"2"	"13"	"4"	"2"	"3"	"2"	"6"	"1"	"3"	"6"	"4"	"30"	"23"	"11"	"545"
"202"	"175"	"167"	"2"	"104"	"6"	"95"	"4"	"2"	"4"	"0"	"2"	"0"	"0"	"3"	"6"	"3"	"5"	"3"	"0"	"1"	"0"	"3"	"0"	"5"	"0"	"0"	"2"	"2"	"3"	"4"	"18"	"14"	"2"	"293"
"203"	"176"	"168"	"13"	"59"	"7"	"214"	"8"	"3"	"6"	"3"	"1"	"0"	"4"	"2"	"2"	"2"	"4"	"2"	"4"	"2"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"4"	"28"	"3"	"378"
"204"	"177"	"169"	"8"	"168"	"22"	"221"	"9"	"3"	"5"	"4"	"3"	"6"	"1"	"8"	"18"	"9"	"17"	"25"	"9"	"0"	"7"	"9"	"10"	"19"	"4"	"3"	"5"	"4"	"7"	"8"	"18"	"112"	"18"	"760"
"205"	"178"	"170"	"5"	"133"	"54"	"84"	"5"	"2"	"3"	"2"	"2"	"4"	"1"	"4"	"4"	"28"	"6"	"7"	"10"	"5"	"6"	"8"	"5"	"6"	"4"	"4"	"1"	"2"	"3"	"10"	"10"	"76"	"14"	"508"
"206"	"179"	"170A"	"10"	"178"	"10"	"29"	"3"	"1"	"4"	"1"	"2"	"2"	"2"	"3"	"8"	"10"	"18"	"9"	"2"	"11"	"4"	"0"	"2"	"2"	"2"	"1"	"3"	"8"	"2"	"5"	"9"	"112"	"11"	"464"
"207"	"180"	"171"	"9"	"46"	"9"	"365"	"7"	"5"	"3"	"2"	"0"	"0"	"2"	"0"	"5"	"2"	"4"	"1"	"4"	"4"	"0"	"4"	"1"	"1"	"2"	"1"	"0"	"2"	"2"	"5"	"3"	"74"	"2"	"565"
"208"	"181"	"172"	"7"	"90"	"5"	"216"	"0"	"3"	"0"	"6"	"0"	"1"	"0"	"0"	"4"	"0"	"2"	"4"	"7"	"6"	"8"	"4"	"2"	"5"	"11"	"1"	"1"	"2"	"7"	"7"	"5"	"64"	"12"	"480"
"209"	"182"	"173"	"0"	"70"	"9"	"231"	"3"	"6"	"0"	"1"	"1"	"1"	"5"	"0"	"10"	"1"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"19"	"0"	"0"	"0"	"0"	"0"	"2"	"37"	"0"	"403"
"210"	"183"	"174"	"3"	"27"	"23"	"180"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"9"	"1"	"0"	"0"	"3"	"1"	"3"	"1"	"2"	"5"	"140"	"0"	"0"	"3"	"2"	"1"	"12"	"25"	"4"	"447"
"211"	"184"	"175"	"5"	"39"	"4"	"152"	"2"	"0"	"2"	"5"	"1"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"6"	"2"	"5"	"1"	"3"	"5"	"32"	"0"	"1"	"1"	"4"	"2"	"2"	"28"	"9"	"315"
"212"	"185"	"176"	"16"	"95"	"16"	"231"	"4"	"4"	"1"	"4"	"0"	"1"	"2"	"1"	"9"	"7"	"18"	"13"	"4"	"4"	"1"	"4"	"1"	"2"	"7"	"2"	"0"	"1"	"5"	"3"	"10"	"157"	"14"	"637"
"213"	"186"	"177"	"5"	"25"	"43"	"178"	"1"	"6"	"1"	"8"	"0"	"0"	"0"	"1"	"8"	"2"	"2"	"7"	"2"	"6"	"6"	"1"	"1"	"2"	"5"	"0"	"2"	"4"	"1"	"0"	"2"	"12"	"3"	"334"
"214"	"187"	"178"	"7"	"239"	"7"	"227"	"7"	"4"	"2"	"2"	"1"	"1"	"1"	"3"	"1"	"4"	"3"	"4"	"7"	"10"	"7"	"4"	"4"	"8"	"0"	"4"	"1"	"3"	"2"	"2"	"13"	"57"	"9"	"644"
"215"	"188"	"179"	"7"	"147"	"9"	"309"	"5"	"2"	"4"	"6"	"0"	"1"	"4"	"1"	"1"	"0"	"4"	"6"	"2"	"3"	"2"	"3"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"2"	"3"	"70"	"7"	"602"
"216"	"189"	"180"	"19"	"148"	"40"	"216"	"7"	"3"	"5"	"3"	"0"	"1"	"3"	"3"	"2"	"5"	"5"	"3"	"9"	"3"	"3"	"11"	"2"	"0"	"0"	"3"	"1"	"1"	"1"	"1"	"1"	"47"	"1"	"547"
"217"	"190"	"181"	"8"	"208"	"2"	"70"	"2"	"0"	"0"	"0"	"2"	"2"	"1"	"1"	"1"	"6"	"2"	"1"	"0"	"7"	"5"	"3"	"1"	"2"	"0"	"3"	"3"	"2"	"13"	"4"	"6"	"84"	"12"	"451"
"218"	"191"	"182"	"10"	"217"	"12"	"153"	"2"	"2"	"3"	"5"	"3"	"3"	"1"	"2"	"8"	"7"	"17"	"8"	"14"	"25"	"7"	"19"	"5"	"14"	"3"	"5"	"3"	"3"	"7"	"8"	"10"	"121"	"21"	"718"
"219"	"192"	"183"	"7"	"339"	"9"	"49"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"4"	"11"	"8"	"2"	"3"	"3"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"18"	"5"	"469"
"220"	"193"	"184"	"2"	"307"	"4"	"70"	"2"	"1"	"4"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"5"	"3"	"1"	"6"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"12"	"2"	"0"	"1"	"20"	"1"	"447"
"221"	"194"	"185"	"6"	"331"	"11"	"186"	"2"	"0"	"5"	"3"	"0"	"0"	"1"	"0"	"4"	"6"	"6"	"4"	"15"	"3"	"0"	"0"	"2"	"0"	"3"	"2"	"1"	"4"	"0"	"1"	"3"	"8"	"7"	"614"
"222"	"195"	"186"	"3"	"40"	"7"	"218"	"4"	"0"	"3"	"5"	"0"	"0"	"0"	"1"	"9"	"4"	"1"	"2"	"0"	"0"	"1"	"2"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"5"	"3"	"316"
"223"	"196"	"187"	"4"	"127"	"8"	"349"	"5"	"2"	"4"	"8"	"1"	"3"	"2"	"5"	"14"	"5"	"13"	"21"	"4"	"4"	"3"	"3"	"1"	"4"	"0"	"3"	"2"	"5"	"2"	"2"	"3"	"46"	"8"	"661"
"224"	"197"	"188"	"7"	"137"	"20"	"318"	"4"	"2"	"3"	"4"	"1"	"1"	"2"	"1"	"5"	"6"	"2"	"1"	"7"	"0"	"2"	"1"	"1"	"0"	"53"	"0"	"2"	"4"	"1"	"4"	"2"	"11"	"2"	"604"
"225"	"198"	"189"	"5"	"155"	"7"	"235"	"1"	"2"	"6"	"1"	"2"	"1"	"0"	"2"	"9"	"0"	"1"	"9"	"2"	"5"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"4"	"12"	"3"	"468"
"226"	"Sl No"	"Candidates  Name"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL VALID VOTES"
"227"	""	"BOOTH NO"	"CHAND HASAN"	"JAGESHWAR RAY"	"MASUDUL HAQUE"	"RAVINDRA RAY"	"A M EZHARUL HAQUE"	"JAY NARAYAN SAH"	"PRIYA RANJAN KUMAR SINHA"	"MANJAR HUSSAIN"	"MANOJ PRASAD SINGH"	"MISHRI LAL RAY"	"RAM BABU SAH"	"LALIT KUMAR GHOSH"	"MD. SHAMSHAD AHMAD"	"ANUJ KUMAR"	"MD. ALIEMAM"	"MD. ALAM"	"UMA SHANKAR NIRALA"	"KUSHESHWAR SINGH"	"JAYANT KUMAR JAISWAL"	"ZAIGAM AKHTER"	"NITISH KUMAR NISHAD"	"PRABHAT KUMAR"	"PREM NATH SINGH"	"BHOLA ROY"	"YOGENDRA RAM"	"MD. RAZI ANSARI"	"RAMESH KUMAR"	"LALJI KUMAR RAKESH"	"VINOD KUMAR"	"SATYENDRA KUMAR"	"DR. SUMAN KUMAR SINHA"	""
"228"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	""
"229"	"199"	"190"	"12"	"76"	"10"	"361"	"9"	"4"	"9"	"9"	"5"	"4"	"0"	"2"	"5"	"1"	"0"	"5"	"5"	"9"	"3"	"3"	"4"	"6"	"0"	"2"	"1"	"9"	"3"	"1"	"4"	"13"	"2"	"577"
"230"	"200"	"191"	"3"	"79"	"4"	"200"	"5"	"0"	"4"	"4"	"0"	"7"	"1"	"6"	"6"	"5"	"11"	"24"	"1"	"3"	"4"	"2"	"2"	"3"	"2"	"1"	"1"	"56"	"3"	"2"	"4"	"16"	"7"	"466"
"231"	"201"	"192"	"2"	"41"	"8"	"344"	"8"	"4"	"5"	"5"	"4"	"2"	"4"	"6"	"9"	"1"	"5"	"4"	"0"	"1"	"4"	"2"	"1"	"2"	"51"	"0"	"1"	"8"	"5"	"1"	"7"	"16"	"6"	"557"
"232"	"202"	"193"	"10"	"218"	"30"	"250"	"5"	"1"	"4"	"7"	"2"	"2"	"4"	"6"	"4"	"3"	"19"	"20"	"9"	"18"	"4"	"15"	"7"	"5"	"19"	"5"	"3"	"11"	"11"	"15"	"14"	"37"	"18"	"776"
"233"	"203"	"194"	"7"	"210"	"16"	"194"	"8"	"1"	"2"	"7"	"2"	"2"	"2"	"2"	"17"	"8"	"12"	"12"	"1"	"5"	"2"	"4"	"2"	"2"	"2"	"2"	"2"	"2"	"5"	"5"	"5"	"28"	"7"	"576"
"234"	"204"	"195"	"7"	"64"	"6"	"257"	"5"	"2"	"5"	"4"	"1"	"0"	"0"	"1"	"10"	"2"	"2"	"2"	"2"	"5"	"6"	"2"	"5"	"2"	"24"	"3"	"1"	"3"	"1"	"1"	"4"	"39"	"5"	"471"
"235"	"205"	"196"	"8"	"84"	"8"	"239"	"4"	"0"	"3"	"5"	"1"	"1"	"1"	"6"	"2"	"0"	"5"	"4"	"6"	"1"	"0"	"4"	"4"	"5"	"19"	"0"	"2"	"5"	"3"	"3"	"2"	"4"	"5"	"434"
"236"	"206"	"197"	"10"	"201"	"9"	"147"	"1"	"1"	"3"	"4"	"0"	"5"	"1"	"0"	"5"	"10"	"2"	"1"	"8"	"11"	"3"	"4"	"2"	"8"	"3"	"1"	"4"	"4"	"4"	"3"	"6"	"128"	"6"	"595"
"237"	"207"	"198"	"9"	"34"	"5"	"263"	"2"	"1"	"5"	"3"	"0"	"1"	"0"	"1"	"2"	"3"	"1"	"3"	"1"	"2"	"4"	"9"	"2"	"1"	"1"	"0"	"2"	"5"	"8"	"10"	"4"	"14"	"5"	"401"
"238"	"208"	"199"	"8"	"63"	"16"	"519"	"11"	"2"	"15"	"4"	"2"	"1"	"2"	"3"	"2"	"8"	"3"	"3"	"7"	"4"	"2"	"2"	"2"	"5"	"30"	"1"	"1"	"1"	"0"	"1"	"4"	"13"	"63"	"798"
"239"	"209"	"200"	"12"	"443"	"13"	"181"	"2"	"1"	"2"	"2"	"0"	"0"	"0"	"1"	"2"	"2"	"6"	"7"	"6"	"2"	"1"	"2"	"2"	"1"	"0"	"1"	"0"	"3"	"0"	"0"	"1"	"56"	"8"	"757"
"240"	"210"	"201"	"14"	"185"	"33"	"434"	"10"	"6"	"8"	"3"	"7"	"4"	"3"	"9"	"28"	"6"	"17"	"14"	"3"	"4"	"3"	"7"	"5"	"6"	"3"	"2"	"1"	"3"	"3"	"5"	"5"	"9"	"8"	"848"
"241"	""	"Total:"	"1450"	"24244"	"3889"	"46044"	"1206"	"704"	"826"	"938"	"283"	"624"	"467"	"664"	"1520"	"2168"	"3480"	"1472"	"920"	"891"	"722"	"2954"	"1137"	"1880"	"2339"	"392"	"301"	"913"	"784"	"823"	"3604"	"5848"	"1594"	"115081"
"242"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"243"	"Postal Ballot"	""	"0"	"140"	"22"	"265"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"11"	"11"	"0"	"7"	"2"	"1"	"15"	"0"	"9"	"4"	"0"	"0"	"2"	"0"	"0"	"19"	"80"	"0"	"594"
"244"	"Grand Total:"	""	"1450"	"24384"	"3911"	"46309"	"1206"	"705"	"826"	"938"	"283"	"626"	"469"	"664"	"1521"	"2179"	"3491"	"1472"	"927"	"893"	"723"	"2969"	"1137"	"1889"	"2343"	"392"	"301"	"915"	"784"	"823"	"3623"	"5928"	"1594"	"115675"
"245"	"Place:"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"Date: 11/24/2010"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"248"	"Assembly Constituency :126-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"--Mahua"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
