"Total.No..of.Electors.in.Assembly.Constituency.......216554"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"1"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Final Result"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"02-Ramnagar (SC)Legislative Assembly Constituency (Round - 1)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	""	"No. of actual votes casted in favour of candidates"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Polling Statio n No."	"NARESH RAM"	"BHAGIRAT HI DEVI"	"LAKSHMI RAM"	"SHAMBHU RAM"	"SUBODH KUMAR"	"UDAY RARAM"	"RAMRAJ PASWAN"	"RAMESHV AR MANJHEE"	"SANKAR RAM"	"SAHODARI DEVI"	"HIRALAL RAM"	"KANCHAN BAITHA"	"NATHU RAVI"	"PARSOTT AM RAM"	"MANSA BHARTI"	"VIJAY PASWAN"	"SUCHINDR A RAM"	"Total No.     of actual Votes"	"Total No. of rejec ted Vote s"	"Total"	"No.  of Tende red Votes"	""
"286"	"156"	"212"	"189"	"8"	"43"	"170"	"9"	"7"	"4"	"9"	"8"	"12"	"10"	"9"	"12"	"10"	"23"	"15"	"750"	"0"	"750"	"0"	""
"287"	"157"	"18"	"104"	"6"	"32"	"284"	"4"	"2"	"2"	"3"	"0"	"5"	"4"	"2"	"3"	"4"	"12"	"13"	"498"	"0"	"498"	"0"	""
"288"	"158"	"16"	"90"	"2"	"43"	"61"	"3"	"0"	"9"	"4"	"3"	"2"	"4"	"4"	"5"	"4"	"8"	"1"	"259"	"0"	"259"	"0"	""
"289"	"159"	"32"	"109"	"36"	"49"	"305"	"1"	"0"	"18"	"4"	"4"	"14"	"8"	"6"	"4"	"6"	"16"	"8"	"620"	"0"	"620"	"0"	""
"290"	"160"	"65"	"32"	"5"	"177"	"303"	"13"	"3"	"10"	"7"	"8"	"9"	"10"	"3"	"1"	"0"	"157"	"5"	"808"	"0"	"808"	"0"	""
"291"	"161"	"20"	"126"	"6"	"10"	"167"	"7"	"3"	"32"	"9"	"6"	"6"	"6"	"5"	"3"	"5"	"101"	"0"	"512"	"0"	"512"	"0"	""
"292"	"162"	"22"	"249"	"5"	"40"	"79"	"3"	"2"	"1"	"10"	"0"	"6"	"1"	"0"	"1"	"3"	"5"	"2"	"429"	"0"	"429"	"0"	""
"293"	"163"	"26"	"424"	"9"	"1"	"81"	"2"	"0"	"13"	"10"	"3"	"23"	"0"	"2"	"10"	"11"	"8"	"9"	"632"	"0"	"632"	"0"	""
"294"	"164"	"36"	"324"	"8"	"7"	"143"	"4"	"2"	"5"	"2"	"10"	"22"	"5"	"5"	"3"	"9"	"3"	"10"	"598"	"0"	"598"	"0"	""
"295"	"165"	"48"	"357"	"23"	"11"	"126"	"1"	"4"	"4"	"4"	"1"	"4"	"2"	"3"	"4"	"4"	"6"	"4"	"606"	"0"	"606"	"0"	""
"296"	"Total"	"607"	"3032"	"129"	"510"	"2127"	"56"	"29"	"236"	"73"	"58"	"158"	"61"	"57"	"70"	"84"	"390"	"95"	"7772"	"0"	"7772"	"0"	""
"297"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"298"	"02-Ramnagar (SC)Legislative Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"299"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"300"	"Total No. of Electors in Assembly Constituency -     216554"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"301"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"302"	"Final Result"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"303"	"02-Ramnagar (SC)Legislative Assembly Constituency (Round - 13)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"304"	""	"No. of actual votes casted in favour of candidates"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"305"	"Polling Statio n No."	"NARESH RAM"	"BHAGIRAT HI DEVI"	"LAKSHMI RAM"	"SHAMBHU RAM"	"SUBODH KUMAR"	"UDAY RARAM"	"RAMRAJ PASWAN"	"RAMESHV AR MANJHEE"	"SANKAR RAM"	"SAHODARI DEVI"	"HIRALAL RAM"	"KANCHAN BAITHA"	"NATHU RAVI"	"PARSOTT AM RAM"	"MANSA BHARTI"	"VIJAY PASWAN"	"SUCHINDR A RAM"	"Total No.     of actual Votes"	"Total No. of rejec
ted"	"Total"	"No.  of Tende red Votes"	""
"306"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	""
"307"	"166"	"78"	"157"	"5"	"20"	"71"	"0"	"1"	"2"	"6"	"3"	"7"	"5"	"2"	"3"	"3"	"5"	"1"	"369"	"0"	"369"	"0"	""
"308"	"167"	"102"	"76"	"5"	"4"	"86"	"3"	"1"	"1"	"8"	"0"	"5"	"5"	"2"	"0"	"2"	"4"	"5"	"309"	"0"	"309"	"0"	""
"309"	"168"	"42"	"80"	"2"	"2"	"168"	"1"	"0"	"7"	"6"	"2"	"0"	"3"	"3"	"1"	"3"	"5"	"8"	"333"	"0"	"333"	"0"	""
"310"	"169"	"72"	"101"	"3"	"7"	"236"	"5"	"0"	"1"	"4"	"3"	"7"	"3"	"5"	"7"	"2"	"4"	"3"	"463"	"0"	"463"	"0"	""
"311"	"170"	"44"	"75"	"1"	"21"	"42"	"0"	"0"	"1"	"1"	"0"	"4"	"2"	"0"	"3"	"4"	"4"	"1"	"203"	"0"	"203"	"0"	""
"312"	"171"	"74"	"248"	"8"	"25"	"56"	"5"	"0"	"3"	"4"	"2"	"6"	"1"	"3"	"1"	"3"	"3"	"2"	"444"	"0"	"444"	"0"	""
"313"	"172"	"15"	"180"	"7"	"4"	"80"	"2"	"3"	"5"	"3"	"5"	"3"	"5"	"3"	"10"	"16"	"7"	"10"	"358"	"0"	"358"	"0"	""
"314"	"173"	"105"	"161"	"7"	"4"	"129"	"2"	"3"	"10"	"6"	"5"	"8"	"9"	"5"	"5"	"5"	"15"	"3"	"482"	"0"	"482"	"0"	""
"315"	"174"	"9"	"228"	"3"	"27"	"211"	"2"	"2"	"93"	"1"	"6"	"4"	"3"	"2"	"4"	"4"	"6"	"4"	"609"	"0"	"609"	"0"	""
"316"	"175"	"40"	"282"	"8"	"12"	"18"	"1"	"0"	"9"	"3"	"0"	"4"	"5"	"2"	"9"	"9"	"13"	"3"	"418"	"0"	"418"	"0"	""
"317"	"176"	"11"	"242"	"4"	"2"	"19"	"4"	"1"	"39"	"6"	"5"	"10"	"3"	"3"	"4"	"6"	"12"	"2"	"373"	"0"	"373"	"0"	""
"318"	"177"	"20"	"298"	"6"	"47"	"87"	"1"	"0"	"2"	"4"	"2"	"2"	"1"	"3"	"3"	"3"	"5"	"5"	"489"	"0"	"489"	"0"	""
"319"	"178"	"22"	"302"	"11"	"8"	"140"	"6"	"2"	"4"	"6"	"1"	"3"	"2"	"8"	"5"	"6"	"10"	"2"	"538"	"0"	"538"	"0"	""
"320"	"179"	"10"	"143"	"7"	"3"	"100"	"2"	"2"	"1"	"2"	"1"	"4"	"3"	"5"	"4"	"6"	"2"	"3"	"298"	"0"	"298"	"0"	""
"321"	"Total"	"644"	"2573"	"77"	"186"	"1443"	"34"	"15"	"178"	"60"	"35"	"67"	"50"	"46"	"59"	"72"	"95"	"52"	"5686"	"0"	"5686"	"0"	""
"322"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"02-Ramnagar (SC)Legislative Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"324"	"13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"325"	"Total No. of Electors in Assembly Constituency -     216554"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	"Final Result"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"02-Ramnagar (SC)Legislative Assembly Constituency (Round - 14)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"329"	""	"No. of actual votes casted in favour of candidates"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"330"	"Polling Statio n No."	"NARESH RAM"	"BHAGIRAT HI DEVI"	"LAKSHMI RAM"	"SHAMBHU RAM"	"SUBODH KUMAR"	"UDAY RARAM"	"RAMRAJ PASWAN"	"RAMESHV AR MANJHEE"	"SANKAR RAM"	"SAHODARI DEVI"	"HIRALAL RAM"	"KANCHAN BAITHA"	"NATHU RAVI"	"PARSOTT AM RAM"	"MANSA BHARTI"	"VIJAY PASWAN"	"SUCHINDR A RAM"	"Total No.     of actual Votes"	"Total No. of rejec
ted"	"Total"	"No.  of Tende red Votes"	""
"331"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	""
"332"	"180"	"23"	"480"	"15"	"29"	"71"	"5"	"2"	"12"	"10"	"5"	"8"	"9"	"8"	"11"	"17"	"12"	"10"	"727"	"0"	"727"	"0"	""
"333"	"181"	"17"	"326"	"0"	"1"	"107"	"0"	"1"	"2"	"5"	"0"	"1"	"4"	"1"	"2"	"1"	"3"	"2"	"473"	"0"	"473"	"0"	""
"334"	"181 A"	"19"	"270"	"3"	"5"	"155"	"1"	"0"	"1"	"2"	"3"	"0"	"1"	"1"	"1"	"2"	"1"	"0"	"465"	"0"	"465"	"0"	""
"335"	"182"	"180"	"137"	"3"	"88"	"92"	"5"	"0"	"3"	"10"	"3"	"4"	"3"	"2"	"2"	"2"	"1"	"11"	"546"	"0"	"546"	"0"	""
"336"	"183"	"18"	"234"	"5"	"13"	"72"	"1"	"4"	"17"	"7"	"3"	"2"	"14"	"6"	"7"	"13"	"18"	"6"	"440"	"0"	"440"	"0"	""
"337"	"184"	"67"	"90"	"3"	"6"	"224"	"5"	"1"	"5"	"6"	"3"	"48"	"3"	"9"	"3"	"2"	"8"	"1"	"484"	"0"	"484"	"0"	""
"338"	"185"	"16"	"89"	"5"	"8"	"78"	"4"	"2"	"152"	"3"	"13"	"4"	"9"	"4"	"0"	"1"	"6"	"0"	"394"	"0"	"394"	"0"	""
"339"	"186"	"35"	"94"	"3"	"24"	"54"	"8"	"37"	"95"	"7"	"2"	"12"	"5"	"2"	"1"	"8"	"8"	"4"	"399"	"0"	"399"	"0"	""
"340"	"187"	"2"	"3"	"0"	"3"	"55"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"14"	"0"	"78"	"0"	"78"	"0"	""
"341"	"188"	"35"	"123"	"11"	"19"	"300"	"6"	"19"	"57"	"3"	"4"	"34"	"3"	"2"	"0"	"2"	"3"	"1"	"622"	"0"	"622"	"0"	""
"342"	"189"	"84"	"112"	"8"	"2"	"13"	"2"	"36"	"16"	"3"	"2"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"283"	"0"	"283"	"0"	""
"343"	"190"	"89"	"136"	"8"	"25"	"147"	"4"	"6"	"118"	"15"	"6"	"10"	"5"	"2"	"7"	"2"	"5"	"5"	"590"	"0"	"590"	"0"	""
"344"	"191"	"63"	"198"	"29"	"8"	"188"	"4"	"5"	"2"	"4"	"9"	"3"	"5"	"3"	"5"	"2"	"4"	"8"	"540"	"0"	"540"	"0"	""
"345"	"192"	"151"	"163"	"22"	"41"	"59"	"4"	"3"	"23"	"5"	"8"	"9"	"2"	"8"	"9"	"6"	"13"	"10"	"536"	"0"	"536"	"0"	""
"346"	"Total"	"799"	"2455"	"115"	"272"	"1615"	"49"	"116"	"503"	"80"	"62"	"136"	"63"	"49"	"50"	"59"	"96"	"58"	"6577"	"0"	"6577"	"0"	""
"347"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"348"	"02-Ramnagar (SC)Legislative Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"349"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"350"	"Total No. of Electors in Assembly Constituency -     216554"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"Final Result"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"353"	"02-Ramnagar (SC)Legislative Assembly Constituency (Round - 15)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"354"	""	"No. of actual votes casted in favour of candidates"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"Polling Statio n No."	"NARESH RAM"	"BHAGIRAT HI DEVI"	"LAKSHMI RAM"	"SHAMBHU RAM"	"SUBODH KUMAR"	"UDAY RARAM"	"RAMRAJ PASWAN"	"RAMESHV AR MANJHEE"	"SANKAR RAM"	"SAHODARI DEVI"	"HIRALAL RAM"	"KANCHAN BAITHA"	"NATHU RAVI"	"PARSOTT AM RAM"	"MANSA BHARTI"	"VIJAY PASWAN"	"SUCHINDR A RAM"	"Total No.     of actual Votes"	"Total No. of rejec
ted"	"Total"	"No.  of Tende red Votes"	""
"356"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	""
"357"	"193"	"97"	"176"	"8"	"30"	"30"	"1"	"0"	"13"	"6"	"2"	"5"	"3"	"3"	"10"	"6"	"17"	"2"	"409"	"0"	"409"	"0"	""
"358"	"194"	"17"	"94"	"29"	"43"	"144"	"8"	"1"	"60"	"6"	"8"	"4"	"4"	"0"	"5"	"1"	"12"	"0"	"436"	"0"	"436"	"0"	""
"359"	"195"	"11"	"69"	"25"	"10"	"204"	"7"	"1"	"0"	"3"	"0"	"3"	"2"	"0"	"0"	"2"	"2"	"4"	"343"	"0"	"343"	"0"	""
"360"	"196"	"2"	"107"	"3"	"20"	"2"	"0"	"2"	"122"	"6"	"4"	"1"	"7"	"2"	"10"	"4"	"5"	"2"	"299"	"0"	"299"	"0"	""
"361"	"197"	"23"	"159"	"11"	"3"	"195"	"5"	"0"	"35"	"6"	"5"	"3"	"4"	"4"	"2"	"5"	"0"	"0"	"460"	"0"	"460"	"0"	""
"362"	"198"	"46"	"203"	"43"	"106"	"169"	"5"	"4"	"55"	"9"	"10"	"33"	"8"	"3"	"8"	"7"	"15"	"6"	"730"	"0"	"730"	"0"	""
"363"	"199"	"14"	"129"	"3"	"3"	"142"	"12"	"3"	"2"	"5"	"0"	"4"	"5"	"3"	"5"	"2"	"6"	"6"	"344"	"0"	"344"	"0"	""
"364"	"200"	"51"	"235"	"9"	"3"	"370"	"10"	"0"	"14"	"6"	"14"	"13"	"6"	"5"	"3"	"1"	"7"	"7"	"754"	"0"	"754"	"0"	""
"365"	"201"	"21"	"235"	"60"	"18"	"335"	"12"	"4"	"3"	"12"	"6"	"5"	"5"	"6"	"5"	"4"	"5"	"8"	"744"	"0"	"744"	"0"	""
"366"	"202"	"13"	"77"	"2"	"15"	"180"	"2"	"4"	"75"	"4"	"10"	"1"	"5"	"6"	"4"	"4"	"9"	"5"	"416"	"0"	"416"	"0"	""
"367"	"203"	"42"	"18"	"5"	"3"	"138"	"4"	"3"	"27"	"4"	"2"	"1"	"5"	"4"	"3"	"3"	"7"	"2"	"271"	"0"	"271"	"0"	""
"368"	"204"	"30"	"32"	"1"	"21"	"73"	"0"	"2"	"63"	"8"	"8"	"7"	"5"	"3"	"5"	"2"	"7"	"5"	"272"	"0"	"272"	"0"	""
"369"	"205"	"235"	"74"	"4"	"27"	"65"	"2"	"2"	"32"	"3"	"7"	"5"	"6"	"2"	"4"	"6"	"3"	"1"	"478"	"0"	"478"	"0"	""
"370"	"206"	"14"	"170"	"47"	"23"	"130"	"9"	"4"	"97"	"6"	"9"	"4"	"4"	"2"	"3"	"0"	"2"	"6"	"530"	"0"	"530"	"0"	""
"371"	"Total"	"616"	"1778"	"250"	"325"	"2177"	"77"	"30"	"598"	"84"	"85"	"89"	"69"	"43"	"67"	"47"	"97"	"54"	"6486"	"0"	"6486"	"0"	""
"372"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"373"	"02-Ramnagar (SC)Legislative Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"374"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"375"	"Total No. of Electors in Assembly Constituency -     216554"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"376"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"377"	"Final Result"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"378"	"02-Ramnagar (SC)Legislative Assembly Constituency (Round - 16)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"379"	""	"No. of actual votes casted in favour of candidates"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"380"	"Polling Statio n No."	"NARESH RAM"	"BHAGIRAT HI DEVI"	"LAKSHMI RAM"	"SHAMBHU RAM"	"SUBODH KUMAR"	"UDAY RARAM"	"RAMRAJ PASWAN"	"RAMESHV AR MANJHEE"	"SANKAR RAM"	"SAHODARI DEVI"	"HIRALAL RAM"	"KANCHAN BAITHA"	"NATHU RAVI"	"PARSOTT AM RAM"	"MANSA BHARTI"	"VIJAY PASWAN"	"SUCHINDR A RAM"	"Total No.     of actual Votes"	"Total No. of rejec
ted"	"Total"	"No.  of Tende red Votes"	""
"381"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	""
"382"	"207"	"186"	"46"	"158"	"37"	"219"	"3"	"4"	"5"	"4"	"4"	"3"	"4"	"6"	"7"	"1"	"5"	"3"	"695"	"0"	"695"	"0"	""
"383"	"208"	"24"	"204"	"29"	"29"	"113"	"5"	"1"	"7"	"6"	"1"	"4"	"6"	"4"	"7"	"4"	"4"	"2"	"450"	"0"	"450"	"0"	""
"384"	"209"	"65"	"34"	"31"	"11"	"2"	"0"	"2"	"55"	"2"	"2"	"2"	"1"	"0"	"0"	"1"	"2"	"8"	"218"	"0"	"218"	"0"	""
"385"	"210"	"61"	"33"	"1"	"74"	"399"	"4"	"0"	"1"	"5"	"1"	"4"	"1"	"1"	"2"	"2"	"2"	"5"	"596"	"0"	"596"	"0"	""
"386"	"211"	"12"	"110"	"2"	"88"	"129"	"3"	"1"	"10"	"2"	"4"	"0"	"3"	"0"	"0"	"0"	"1"	"3"	"368"	"0"	"368"	"0"	""
"387"	"212"	"7"	"142"	"16"	"10"	"168"	"4"	"2"	"0"	"1"	"0"	"1"	"1"	"2"	"3"	"0"	"1"	"4"	"362"	"0"	"362"	"0"	""
"388"	"213"	"139"	"104"	"10"	"42"	"62"	"6"	"7"	"49"	"12"	"12"	"9"	"6"	"5"	"3"	"4"	"17"	"7"	"494"	"0"	"494"	"0"	""
"389"	"214"	"26"	"88"	"4"	"18"	"18"	"0"	"2"	"46"	"6"	"4"	"5"	"2"	"1"	"2"	"5"	"5"	"0"	"232"	"0"	"232"	"0"	""
"390"	"215"	"54"	"32"	"2"	"184"	"282"	"3"	"2"	"6"	"13"	"8"	"15"	"7"	"2"	"7"	"4"	"15"	"6"	"642"	"0"	"642"	"0"	""
"391"	"216"	"101"	"114"	"15"	"77"	"110"	"1"	"0"	"4"	"0"	"1"	"4"	"2"	"2"	"3"	"4"	"1"	"0"	"439"	"0"	"439"	"0"	""
"392"	"217"	"149"	"9"	"0"	"2"	"15"	"0"	"0"	"4"	"0"	"0"	"2"	"2"	"0"	"2"	"0"	"7"	"3"	"195"	"0"	"195"	"0"	""
"393"	"218"	"70"	"161"	"72"	"13"	"9"	"1"	"1"	"1"	"3"	"3"	"2"	"3"	"4"	"8"	"2"	"2"	"1"	"356"	"0"	"356"	"0"	""
"394"	"219"	"53"	"161"	"9"	"48"	"26"	"3"	"4"	"5"	"8"	"2"	"7"	"3"	"0"	"6"	"4"	"3"	"4"	"346"	"0"	"346"	"0"	""
"395"	"220"	"4"	"92"	"7"	"12"	"9"	"2"	"1"	"62"	"4"	"2"	"1"	"1"	"4"	"8"	"1"	"2"	"1"	"213"	"0"	"213"	"0"	""
"396"	"Total"	"951"	"1330"	"356"	"645"	"1561"	"35"	"27"	"255"	"66"	"44"	"59"	"42"	"31"	"58"	"32"	"67"	"47"	"5606"	"0"	"5606"	"0"	""
"397"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"398"	"02-Ramnagar (SC)Legislative Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"399"	"16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"400"	"Total No. of Electors in Assembly Constituency -     216554"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"401"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"402"	"Final Result"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"403"	"02-Ramnagar (SC)Legislative Assembly Constituency (Round - 17)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"404"	""	"No. of actual votes casted in favour of candidates"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"405"	"Polling Statio n No."	"NARESH RAM"	"BHAGIRAT HI DEVI"	"LAKSHMI RAM"	"SHAMBHU RAM"	"SUBODH KUMAR"	"UDAY RARAM"	"RAMRAJ PASWAN"	"RAMESHV AR MANJHEE"	"SANKAR RAM"	"SAHODARI DEVI"	"HIRALAL RAM"	"KANCHAN BAITHA"	"NATHU RAVI"	"PARSOTT AM RAM"	"ANSA BHAR"	"JAY PASWA"	"CHINDRA R"	"Total No.     of actual Votes"	"Total No. of rejec ted Vote s"	"Total"	"No.  of Tende red Votes"	""
"406"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	""
"407"	"221"	"23"	"137"	"20"	"26"	"269"	"10"	"1"	"72"	"6"	"8"	"6"	"4"	"2"	"1"	"0"	"4"	"1"	"590"	"0"	"590"	"0"	""
"408"	"222"	"74"	"168"	"206"	"12"	"30"	"3"	"1"	"4"	"2"	"2"	"4"	"4"	"6"	"11"	"5"	"5"	"5"	"542"	"0"	"542"	"0"	""
"409"	"223"	"14"	"295"	"10"	"51"	"52"	"3"	"9"	"143"	"9"	"4"	"3"	"3"	"3"	"1"	"0"	"5"	"0"	"605"	"0"	"605"	"0"	""
"410"	"224"	"34"	"240"	"11"	"27"	"114"	"4"	"3"	"18"	"9"	"7"	"6"	"4"	"3"	"5"	"3"	"3"	"10"	"501"	"0"	"501"	"0"	""
"411"	"225"	"159"	"97"	"10"	"21"	"268"	"1"	"2"	"7"	"10"	"6"	"11"	"6"	"3"	"4"	"4"	"6"	"7"	"622"	"0"	"622"	"0"	""
"412"	"226"	"9"	"16"	"7"	"5"	"99"	"5"	"0"	"2"	"0"	"0"	"4"	"0"	"1"	"0"	"0"	"2"	"0"	"150"	"0"	"150"	"0"	""
"413"	"227"	"77"	"51"	"8"	"77"	"237"	"9"	"4"	"53"	"5"	"7"	"2"	"8"	"2"	"0"	"1"	"3"	"2"	"546"	"0"	"546"	"0"	""
"414"	"228"	"81"	"87"	"6"	"88"	"188"	"7"	"3"	"5"	"7"	"7"	"0"	"6"	"3"	"2"	"3"	"6"	"2"	"501"	"0"	"501"	"0"	""
"415"	"228 A"	"131"	"49"	"1"	"55"	"166"	"3"	"0"	"1"	"2"	"2"	"6"	"1"	"0"	"0"	"1"	"2"	"8"	"428"	"0"	"428"	"0"	""
"416"	"229"	"75"	"97"	"70"	"44"	"162"	"4"	"2"	"10"	"7"	"5"	"3"	"2"	"2"	"2"	"6"	"7"	"14"	"512"	"0"	"512"	"0"	""
"417"	"230"	"96"	"231"	"8"	"21"	"213"	"7"	"3"	"13"	"6"	"4"	"17"	"9"	"0"	"0"	"4"	"3"	"3"	"638"	"0"	"638"	"0"	""
"418"	"231"	"88"	"230"	"9"	"102"	"84"	"5"	"0"	"34"	"10"	"10"	"14"	"11"	"13"	"15"	"12"	"25"	"1"	"663"	"0"	"663"	"0"	""
"419"	"232"	"72"	"155"	"8"	"48"	"54"	"10"	"10"	"228"	"21"	"22"	"19"	"7"	"13"	"17"	"6"	"21"	"5"	"716"	"0"	"716"	"0"	""
"420"	"233"	"50"	"92"	"47"	"101"	"143"	"3"	"3"	"1"	"10"	"4"	"4"	"7"	"7"	"4"	"8"	"6"	"2"	"492"	"0"	"492"	"0"	""
"421"	"Total"	"983"	"1945"	"421"	"678"	"2079"	"74"	"41"	"591"	"104"	"88"	"99"	"72"	"58"	"62"	"53"	"98"	"60"	"7506"	"0"	"7506"	"0"	""
"422"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"423"	"02-Ramnagar (SC)Legislative Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"424"	"17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"425"	"Total No. of Electors in Assembly Constituency -     216554"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"426"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"427"	"Final Result"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"428"	"02-Ramnagar (SC)Legislative Assembly Constituency (Round - 18)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"429"	""	"No. of actual votes casted in favour of candidates"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
