"Serial.No..of.Polling.Station"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"295"	"251"	"3"	"161"	"166"	"8"	"67"	"6"	"4"	"6"	"3"	"2"	"6"	"4"	"10"	"13"	"10"	"469"	"0"	"469"	"0"
"296"	"251A"	"2"	"75"	"88"	"2"	"29"	"1"	"1"	"1"	"0"	"0"	"2"	"3"	"5"	"10"	"4"	"223"	"0"	"223"	"0"
"297"	"252"	"3"	"216"	"52"	"12"	"86"	"13"	"5"	"8"	"3"	"5"	"4"	"4"	"14"	"6"	"11"	"442"	"0"	"442"	"0"
"298"	"253"	"1"	"110"	"30"	"2"	"18"	"0"	"0"	"2"	"1"	"1"	"0"	"1"	"0"	"1"	"2"	"169"	"0"	"169"	"0"
"299"	"254"	"1"	"62"	"21"	"0"	"14"	"0"	"2"	"2"	"1"	"1"	"0"	"0"	"3"	"0"	"1"	"108"	"0"	"108"	"0"
"300"	"255"	"1"	"171"	"30"	"3"	"49"	"1"	"4"	"3"	"0"	"0"	"0"	"4"	"0"	"3"	"18"	"287"	"0"	"287"	"0"
"301"	"256"	"3"	"257"	"32"	"3"	"62"	"1"	"7"	"5"	"0"	"2"	"1"	"1"	"3"	"2"	"17"	"396"	"0"	"396"	"0"
"302"	"257"	"1"	"200"	"22"	"0"	"31"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"4"	"5"	"266"	"0"	"266"	"0"
"303"	"257A"	"5"	"140"	"23"	"1"	"52"	"3"	"1"	"1"	"0"	"1"	"1"	"1"	"2"	"1"	"11"	"243"	"0"	"243"	"0"
"304"	"258"	"4"	"270"	"22"	"4"	"67"	"5"	"5"	"3"	"2"	"2"	"1"	"3"	"5"	"2"	"7"	"402"	"0"	"402"	"0"
"305"	"259"	"0"	"130"	"35"	"1"	"55"	"2"	"0"	"5"	"0"	"0"	"0"	"2"	"1"	"2"	"12"	"245"	"0"	"245"	"0"
"306"	"260"	"4"	"210"	"36"	"0"	"37"	"2"	"5"	"3"	"1"	"1"	"3"	"0"	"4"	"3"	"12"	"321"	"0"	"321"	"0"
"307"	"261"	"4"	"189"	"31"	"75"	"84"	"7"	"0"	"5"	"3"	"0"	"3"	"1"	"7"	"0"	"6"	"415"	"0"	"415"	"0"
"308"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"309"	""	"AKHILESHWA R KUMAR"	"PUNAM DEVI"	"RAJESH
KUMAR SINHA"	"SANJAY KUMAR"	"SATYA NAND SHARMA"	"BRAHMANAN
D SINGH ALIAS KAKKU SINGH"	"MAYA
SHRIVASTAV A"	"MURTAJA ALI"	"MD. DANISH KHAN"	"SHUBH NARAYAN SINGH YADAV"	"ANIL KUMAR"	"ABHITAB NIRANJAN"	"RANJAN KUMAR"	"RAJIB
RANJAN SINHA"	"HARENDRA PRASAD SINGH"	""	""	""	""
"310"	"261A"	"1"	"144"	"11"	"44"	"48"	"3"	"3"	"5"	"4"	"0"	"3"	"2"	"3"	"1"	"14"	"286"	"0"	"286"	"0"
"311"	"262"	"1"	"195"	"20"	"0"	"17"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"3"	"21"	"260"	"0"	"260"	"0"
"312"	"263"	"0"	"221"	"32"	"0"	"25"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"14"	"298"	"0"	"298"	"0"
"313"	"264"	"3"	"173"	"26"	"12"	"76"	"3"	"2"	"6"	"3"	"1"	"0"	"7"	"4"	"1"	"5"	"322"	"0"	"322"	"0"
"314"	"265"	"5"	"163"	"50"	"2"	"64"	"1"	"1"	"18"	"7"	"1"	"2"	"1"	"2"	"2"	"3"	"322"	"0"	"322"	"0"
"315"	"266"	"3"	"199"	"31"	"0"	"38"	"5"	"1"	"4"	"2"	"0"	"1"	"0"	"7"	"2"	"11"	"304"	"0"	"304"	"0"
"316"	"266A"	"1"	"149"	"33"	"0"	"30"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"16"	"232"	"0"	"232"	"0"
"317"	"267"	"2"	"100"	"22"	"2"	"40"	"2"	"1"	"2"	"2"	"0"	"0"	"1"	"1"	"1"	"13"	"189"	"0"	"189"	"0"
"318"	"267A"	"4"	"153"	"17"	"4"	"88"	"8"	"3"	"4"	"7"	"0"	"3"	"1"	"2"	"3"	"9"	"306"	"0"	"306"	"0"
"319"	"268"	"4"	"162"	"37"	"1"	"122"	"15"	"3"	"14"	"41"	"2"	"5"	"4"	"9"	"4"	"7"	"430"	"0"	"430"	"0"
"320"	"269"	"4"	"122"	"16"	"0"	"91"	"17"	"4"	"5"	"20"	"0"	"1"	"2"	"3"	"1"	"8"	"294"	"0"	"294"	"0"
"321"	"270"	"2"	"376"	"19"	"1"	"79"	"3"	"0"	"6"	"0"	"2"	"0"	"1"	"8"	"8"	"5"	"510"	"0"	"510"	"0"
"322"	"271"	"4"	"186"	"12"	"0"	"43"	"2"	"1"	"1"	"1"	"0"	"1"	"0"	"4"	"1"	"2"	"258"	"0"	"258"	"0"
"323"	"272"	"1"	"171"	"12"	"0"	"49"	"3"	"1"	"4"	"0"	"9"	"0"	"0"	"3"	"0"	"3"	"256"	"0"	"256"	"0"
"324"	"273"	"1"	"377"	"22"	"25"	"33"	"1"	"3"	"24"	"2"	"1"	"1"	"4"	"8"	"2"	"46"	"550"	"0"	"550"	"0"
"325"	"274"	"5"	"291"	"22"	"16"	"188"	"10"	"3"	"6"	"1"	"1"	"8"	"3"	"5"	"2"	"15"	"576"	"0"	"576"	"0"
"326"	"275"	"1"	"293"	"26"	"2"	"27"	"1"	"1"	"3"	"1"	"4"	"1"	"3"	"7"	"16"	"16"	"402"	"0"	"402"	"0"
"327"	"276"	"7"	"270"	"20"	"1"	"179"	"7"	"3"	"8"	"0"	"2"	"4"	"0"	"2"	"4"	"6"	"513"	"0"	"513"	"0"
"328"	"277"	"5"	"255"	"37"	"3"	"88"	"3"	"2"	"1"	"1"	"0"	"0"	"0"	"1"	"5"	"9"	"410"	"0"	"410"	"0"
"329"	"278"	"2"	"230"	"22"	"5"	"140"	"6"	"5"	"4"	"3"	"5"	"3"	"2"	"1"	"5"	"5"	"438"	"0"	"438"	"0"
"330"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"331"	""	"AKHILESHWA R KUMAR"	"PUNAM DEVI"	"RAJESH
KUMAR SINHA"	"SANJAY KUMAR"	"SATYA NAND SHARMA"	"BRAHMANAN
D SINGH ALIAS KAKKU SINGH"	"MAYA
SHRIVASTAV A"	"MURTAJA ALI"	"MD. DANISH KHAN"	"SHUBH NARAYAN SINGH YADAV"	"ANIL KUMAR"	"ABHITAB NIRANJAN"	"RANJAN KUMAR"	"RAJIB
RANJAN SINHA"	"HARENDRA PRASAD SINGH"	""	""	""	""
"332"	"279"	"7"	"372"	"21"	"3"	"59"	"4"	"5"	"5"	"0"	"1"	"2"	"2"	"10"	"1"	"0"	"492"	"0"	"492"	"0"
"333"	"280"	"3"	"292"	"20"	"9"	"93"	"5"	"3"	"0"	"2"	"0"	"2"	"0"	"5"	"1"	"8"	"443"	"0"	"443"	"0"
"334"	"281"	"4"	"301"	"23"	"45"	"90"	"5"	"5"	"1"	"1"	"2"	"1"	"3"	"12"	"2"	"5"	"500"	"0"	"500"	"0"
"335"	"282"	"4"	"265"	"25"	"14"	"107"	"5"	"2"	"3"	"0"	"2"	"0"	"2"	"5"	"4"	"2"	"440"	"0"	"440"	"0"
"336"	"283"	"2"	"270"	"21"	"25"	"89"	"7"	"1"	"2"	"3"	"0"	"1"	"1"	"6"	"0"	"4"	"432"	"0"	"432"	"0"
"337"	"284"	"3"	"237"	"42"	"6"	"177"	"9"	"5"	"9"	"3"	"1"	"2"	"1"	"9"	"10"	"20"	"534"	"0"	"534"	"0"
"338"	"285"	"2"	"466"	"17"	"6"	"49"	"2"	"2"	"8"	"3"	"3"	"4"	"3"	"14"	"2"	"8"	"589"	"0"	"589"	"0"
"339"	"286"	"1"	"319"	"25"	"19"	"44"	"3"	"6"	"2"	"1"	"1"	"3"	"1"	"7"	"4"	"2"	"438"	"0"	"438"	"0"
"340"	"287"	"6"	"334"	"24"	"68"	"62"	"6"	"0"	"4"	"2"	"0"	"15"	"1"	"8"	"1"	"8"	"539"	"0"	"539"	"0"
"341"	"288"	"4"	"316"	"39"	"32"	"66"	"3"	"7"	"3"	"2"	"3"	"0"	"2"	"11"	"9"	"12"	"509"	"0"	"509"	"0"
"342"	"289"	"5"	"363"	"45"	"37"	"57"	"2"	"6"	"14"	"3"	"2"	"3"	"4"	"7"	"5"	"9"	"562"	"0"	"562"	"0"
"343"	"290"	"5"	"126"	"8"	"3"	"108"	"7"	"2"	"4"	"0"	"1"	"2"	"1"	"5"	"1"	"2"	"275"	"0"	"275"	"0"
"344"	"291"	"4"	"214"	"14"	"42"	"73"	"7"	"5"	"9"	"5"	"3"	"5"	"3"	"8"	"3"	"12"	"407"	"0"	"407"	"0"
"345"	"292"	"1"	"321"	"43"	"1"	"45"	"1"	"1"	"2"	"1"	"0"	"0"	"1"	"6"	"5"	"31"	"459"	"0"	"459"	"0"
"346"	"293"	"5"	"80"	"11"	"2"	"280"	"22"	"6"	"2"	"1"	"0"	"8"	"1"	"6"	"8"	"20"	"452"	"0"	"452"	"0"
"347"	"294"	"2"	"144"	"17"	"1"	"154"	"7"	"1"	"1"	"0"	"3"	"0"	"3"	"1"	"4"	"23"	"361"	"0"	"361"	"0"
"348"	"295"	"5"	"244"	"36"	"9"	"69"	"4"	"3"	"14"	"13"	"2"	"1"	"6"	"7"	"3"	"9"	"425"	"0"	"425"	"0"
"349"	"296"	"1"	"278"	"31"	"6"	"95"	"4"	"5"	"8"	"15"	"1"	"1"	"0"	"8"	"10"	"4"	"467"	"0"	"467"	"0"
"350"	"297"	"0"	"442"	"22"	"3"	"31"	"0"	"2"	"3"	"2"	"1"	"0"	"1"	"5"	"8"	"11"	"531"	"0"	"531"	"0"
"351"	"298"	"7"	"471"	"61"	"2"	"48"	"2"	"3"	"0"	"1"	"0"	"1"	"1"	"5"	"4"	"6"	"612"	"0"	"612"	"0"
"352"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"353"	""	"AKHILESHWA R KUMAR"	"PUNAM DEVI"	"RAJESH
KUMAR SINHA"	"SANJAY KUMAR"	"SATYA NAND SHARMA"	"BRAHMANAN
D SINGH ALIAS KAKKU SINGH"	"MAYA
SHRIVASTAV A"	"MURTAJA ALI"	"MD. DANISH KHAN"	"SHUBH NARAYAN SINGH YADAV"	"ANIL KUMAR"	"ABHITAB NIRANJAN"	"RANJAN KUMAR"	"RAJIB
RANJAN SINHA"	"HARENDRA PRASAD SINGH"	""	""	""	""
"354"	"299"	"2"	"394"	"45"	"2"	"36"	"3"	"0"	"2"	"0"	"0"	"1"	"0"	"5"	"17"	"10"	"517"	"0"	"517"	"0"
"355"	"300"	"3"	"226"	"21"	"2"	"117"	"5"	"2"	"2"	"0"	"2"	"0"	"2"	"6"	"4"	"7"	"399"	"0"	"399"	"0"
"356"	"301"	"3"	"225"	"25"	"8"	"87"	"17"	"5"	"3"	"4"	"5"	"3"	"5"	"10"	"13"	"12"	"425"	"0"	"425"	"0"
"357"	"302"	"4"	"239"	"30"	"0"	"138"	"14"	"2"	"4"	"3"	"1"	"3"	"7"	"7"	"10"	"14"	"476"	"0"	"476"	"0"
"358"	"303"	"3"	"328"	"55"	"4"	"36"	"5"	"1"	"3"	"3"	"2"	"1"	"0"	"7"	"1"	"65"	"514"	"0"	"514"	"0"
"359"	"304"	"1"	"237"	"38"	"4"	"59"	"4"	"1"	"3"	"3"	"1"	"3"	"1"	"2"	"2"	"11"	"370"	"0"	"370"	"0"
"360"	"305"	"0"	"161"	"17"	"1"	"134"	"5"	"2"	"2"	"2"	"0"	"1"	"1"	"1"	"4"	"6"	"337"	"0"	"337"	"0"
"361"	"306"	"1"	"232"	"10"	"4"	"44"	"3"	"2"	"4"	"5"	"1"	"1"	"1"	"3"	"3"	"8"	"322"	"0"	"322"	"0"
"362"	"307"	"1"	"217"	"19"	"7"	"47"	"1"	"4"	"4"	"0"	"0"	"1"	"0"	"1"	"3"	"11"	"316"	"0"	"316"	"0"
"363"	"No. of votes recorde d  on postal
ballot"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"
"364"	"Total"	"979"	"81247"	"9215"	"1127"	"20785"	"1653"	"865"	"1025"	"2742"	"334"	"492"	"581"	"1919"	"1101"	"6909"	"130974"	"0"	"130974"	"0"
