"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE BIHAR LEGISLATIVE ASSEMBLY FROM THE 122-Sonepur CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Assembly Constituency :122-Sonepur                                                                                        No of Voters :223186"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Candidates
Name
"263"	"9"	"273"	""	""	"204"	""	""	"26"	""	""	"1"	""	""	"0"	""	""	"6"	""	""	"7"	""	""	"2"	""	""	"4"	""	""	"532"	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"10"	"304"	""	""	"246"	""	""	"6"	""	""	"3"	""	""	"1"	""	""	"2"	""	""	"8"	""	""	"2"	""	""	"3"	""	""	"585"	""	""	""	""	""	""	""	""	""	""	""	""	""
"265"	"5"	"59"	""	""	"479"	""	""	"14"	""	""	"2"	""	""	"4"	""	""	"8"	""	""	"14"	""	""	"0"	""	""	"12"	""	""	"597"	""	""	""	""	""	""	""	""	""	""	""	""	""
"266"	"23"	"191"	""	""	"319"	""	""	"9"	""	""	"1"	""	""	"1"	""	""	"2"	""	""	"6"	""	""	"4"	""	""	"3"	""	""	"559"	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	"12"	"93"	""	""	"416"	""	""	"6"	""	""	"4"	""	""	"0"	""	""	"3"	""	""	"9"	""	""	"4"	""	""	"4"	""	""	"551"	""	""	""	""	""	""	""	""	""	""	""	""	""
"268"	"19"	"126"	""	""	"349"	""	""	"65"	""	""	"3"	""	""	"3"	""	""	"4"	""	""	"7"	""	""	"3"	""	""	"8"	""	""	"587"	""	""	""	""	""	""	""	""	""	""	""	""	""
"269"	"31"	"216"	""	""	"385"	""	""	"5"	""	""	"6"	""	""	"17"	""	""	"4"	""	""	"11"	""	""	"1"	""	""	"7"	""	""	"683"	""	""	""	""	""	""	""	""	""	""	""	""	""
"270"	"18"	"447"	""	""	"77"	""	""	"4"	""	""	"4"	""	""	"12"	""	""	"120"	""	""	"6"	""	""	"6"	""	""	"19"	""	""	"713"	""	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"10"	"64"	""	""	"478"	""	""	"13"	""	""	"2"	""	""	"2"	""	""	"3"	""	""	"11"	""	""	"2"	""	""	"9"	""	""	"594"	""	""	""	""	""	""	""	""	""	""	""	""	""
"272"	"2"	"13"	""	""	"363"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"2"	""	""	"1"	""	""	"2"	""	""	"387"	""	""	""	""	""	""	""	""	""	""	""	""	""
"273"	"14"	"468"	""	""	"74"	""	""	"3"	""	""	"2"	""	""	"2"	""	""	"10"	""	""	"4"	""	""	"1"	""	""	"8"	""	""	"586"	""	""	""	""	""	""	""	""	""	""	""	""	""
"274"	"14"	"370"	""	""	"300"	""	""	"6"	""	""	"2"	""	""	"3"	""	""	"16"	""	""	"17"	""	""	"11"	""	""	"12"	""	""	"751"	""	""	""	""	""	""	""	""	""	""	""	""	""
"275"	"22"	"386"	""	""	"369"	""	""	"15"	""	""	"3"	""	""	"4"	""	""	"11"	""	""	"35"	""	""	"12"	""	""	"14"	""	""	"871"	""	""	""	""	""	""	""	""	""	""	""	""	""
"276"	"3"	"223"	""	""	"297"	""	""	"8"	""	""	"1"	""	""	"1"	""	""	"3"	""	""	"15"	""	""	"5"	""	""	"13"	""	""	"569"	""	""	""	""	""	""	""	""	""	""	""	""	""
"277"	"6"	"4"	""	""	"190"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	"3"	""	""	"0"	""	""	"1"	""	""	"208"	""	""	""	""	""	""	""	""	""	""	""	""	""
"278"	"33"	"89"	""	""	"514"	""	""	"8"	""	""	"4"	""	""	"5"	""	""	"3"	""	""	"6"	""	""	"3"	""	""	"6"	""	""	"671"	""	""	""	""	""	""	""	""	""	""	""	""	""
"279"	"A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"280"	"137"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"281"	"138"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"282"	"139"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"283"	"140"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"284"	"141"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"285"	"142"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"286"	"143"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	"144"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"288"	"145"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"146"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"147"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"148"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"149"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"150"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"151"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"295"	"152"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"153"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"297"	"154"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"298"	"155"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"299"	"156"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"300"	"157"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"301"	"158"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"302"	"159"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"303"	"160"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"304"	"161"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"305"	"162"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"306"	"163"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"307"	"164"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"308"	"164"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"309"	"165"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"310"	"166"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"311"	"26"	"173"	""	""	"220"	""	""	"15"	""	""	"3"	""	""	"4"	""	""	"1"	""	""	"18"	""	""	"7"	""	""	"7"	""	""	"474"	""	""	""	""	""	""	""	""	""	""	""	""	""
"312"	"17"	"327"	""	""	"290"	""	""	"4"	""	""	"0"	""	""	"0"	""	""	"4"	""	""	"7"	""	""	"3"	""	""	"6"	""	""	"658"	""	""	""	""	""	""	""	""	""	""	""	""	""
"313"	"29"	"31"	""	""	"399"	""	""	"3"	""	""	"1"	""	""	"2"	""	""	"1"	""	""	"3"	""	""	"1"	""	""	"5"	""	""	"475"	""	""	""	""	""	""	""	""	""	""	""	""	""
"314"	"14"	"31"	""	""	"374"	""	""	"2"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	"7"	""	""	"3"	""	""	"4"	""	""	"436"	""	""	""	""	""	""	""	""	""	""	""	""	""
"315"	"11"	"62"	""	""	"327"	""	""	"1"	""	""	"0"	""	""	"3"	""	""	"3"	""	""	"1"	""	""	"2"	""	""	"6"	""	""	"416"	""	""	""	""	""	""	""	""	""	""	""	""	""
"316"	"4"	"33"	""	""	"342"	""	""	"4"	""	""	"1"	""	""	"5"	""	""	"1"	""	""	"1"	""	""	"2"	""	""	"2"	""	""	"395"	""	""	""	""	""	""	""	""	""	""	""	""	""
"317"	"5"	"12"	""	""	"167"	""	""	"1"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	"3"	""	""	"192"	""	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"25"	"258"	""	""	"245"	""	""	"6"	""	""	"1"	""	""	"1"	""	""	"5"	""	""	"11"	""	""	"9"	""	""	"16"	""	""	"577"	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"9"	"68"	""	""	"449"	""	""	"3"	""	""	"1"	""	""	"0"	""	""	"3"	""	""	"13"	""	""	"0"	""	""	"4"	""	""	"550"	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	"11"	"67"	""	""	"545"	""	""	"10"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"13"	""	""	"8"	""	""	"4"	""	""	"660"	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"5"	"17"	""	""	"421"	""	""	"3"	""	""	"1"	""	""	"2"	""	""	"3"	""	""	"3"	""	""	"0"	""	""	"4"	""	""	"459"	""	""	""	""	""	""	""	""	""	""	""	""	""
"322"	"25"	"166"	""	""	"279"	""	""	"12"	""	""	"10"	""	""	"9"	""	""	"13"	""	""	"10"	""	""	"11"	""	""	"10"	""	""	"545"	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"17"	"146"	""	""	"352"	""	""	"15"	""	""	"2"	""	""	"2"	""	""	"7"	""	""	"5"	""	""	"5"	""	""	"7"	""	""	"558"	""	""	""	""	""	""	""	""	""	""	""	""	""
"324"	"9"	"195"	""	""	"194"	""	""	"6"	""	""	"2"	""	""	"2"	""	""	"4"	""	""	"5"	""	""	"9"	""	""	"12"	""	""	"438"	""	""	""	""	""	""	""	""	""	""	""	""	""
"325"	"17"	"137"	""	""	"364"	""	""	"7"	""	""	"3"	""	""	"13"	""	""	"18"	""	""	"18"	""	""	"7"	""	""	"10"	""	""	"594"	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"16"	"132"	""	""	"419"	""	""	"4"	""	""	"1"	""	""	"2"	""	""	"5"	""	""	"3"	""	""	"2"	""	""	"1"	""	""	"585"	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	"9"	"114"	""	""	"320"	""	""	"4"	""	""	"0"	""	""	"0"	""	""	"4"	""	""	"5"	""	""	"1"	""	""	"1"	""	""	"458"	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"14"	"245"	""	""	"109"	""	""	"0"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	"2"	""	""	"1"	""	""	"1"	""	""	"375"	""	""	""	""	""	""	""	""	""	""	""	""	""
"329"	"11"	"183"	""	""	"213"	""	""	"6"	""	""	"2"	""	""	"3"	""	""	"1"	""	""	"11"	""	""	"5"	""	""	"10"	""	""	"445"	""	""	""	""	""	""	""	""	""	""	""	""	""
"330"	"18"	"87"	""	""	"350"	""	""	"2"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	"5"	""	""	"5"	""	""	"4"	""	""	"474"	""	""	""	""	""	""	""	""	""	""	""	""	""
"331"	"15"	"113"	""	""	"374"	""	""	"4"	""	""	"2"	""	""	"0"	""	""	"4"	""	""	"6"	""	""	"2"	""	""	"3"	""	""	"523"	""	""	""	""	""	""	""	""	""	""	""	""	""
"332"	"50"	"283"	""	""	"434"	""	""	"9"	""	""	"3"	""	""	"0"	""	""	"4"	""	""	"15"	""	""	"5"	""	""	"8"	""	""	"811"	""	""	""	""	""	""	""	""	""	""	""	""	""
"333"	"21"	"166"	""	""	"392"	""	""	"5"	""	""	"4"	""	""	"6"	""	""	"5"	""	""	"14"	""	""	"7"	""	""	"12"	""	""	"632"	""	""	""	""	""	""	""	""	""	""	""	""	""
"334"	"20"	"78"	""	""	"289"	""	""	"2"	""	""	"0"	""	""	"5"	""	""	"4"	""	""	"13"	""	""	"5"	""	""	"6"	""	""	"422"	""	""	""	""	""	""	""	""	""	""	""	""	""
"335"	"77"	"24"	""	""	"438"	""	""	"5"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	"2"	""	""	"1"	""	""	"6"	""	""	"555"	""	""	""	""	""	""	""	""	""	""	""	""	""
"336"	"7"	"267"	""	""	"241"	""	""	"1"	""	""	"1"	""	""	"4"	""	""	"2"	""	""	"10"	""	""	"7"	""	""	"16"	""	""	"556"	""	""	""	""	""	""	""	""	""	""	""	""	""
"337"	"22"	"210"	""	""	"556"	""	""	"11"	""	""	"2"	""	""	"1"	""	""	"7"	""	""	"17"	""	""	"7"	""	""	"16"	""	""	"849"	""	""	""	""	""	""	""	""	""	""	""	""	""
"338"	"6"	"189"	""	""	"182"	""	""	"4"	""	""	"2"	""	""	"2"	""	""	"7"	""	""	"6"	""	""	"6"	""	""	"7"	""	""	"411"	""	""	""	""	""	""	""	""	""	""	""	""	""
"339"	"9"	"128"	""	""	"205"	""	""	"2"	""	""	"1"	""	""	"1"	""	""	"2"	""	""	"8"	""	""	"4"	""	""	"10"	""	""	"370"	""	""	""	""	""	""	""	""	""	""	""	""	""
"340"	"4"	"201"	""	""	"267"	""	""	"8"	""	""	"3"	""	""	"0"	""	""	"3"	""	""	"9"	""	""	"7"	""	""	"11"	""	""	"513"	""	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"13"	"213"	""	""	"159"	""	""	"3"	""	""	"1"	""	""	"1"	""	""	"10"	""	""	"3"	""	""	"1"	""	""	"4"	""	""	"408"	""	""	""	""	""	""	""	""	""	""	""	""	""
"342"	"A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"343"	"167"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"344"	"167"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"345"	"168"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"346"	"169"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"347"	"170"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"348"	"171"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"349"	"172"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"350"	"173"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"174"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"175"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"353"	"175"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"354"	"176"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"177"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"356"	"178"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"357"	"179"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"358"	"179"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"359"	"180"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"360"	"181"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"361"	"182"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"362"	"183"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"363"	"184"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"364"	"185"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"365"	"186"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"366"	"187"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"367"	"188"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"368"	"189"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"369"	"190"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"370"	"191"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"371"	"192"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"372"	"193"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"373"	"194"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"374"	"6"	"51"	""	""	"455"	""	""	"6"	""	""	"0"	""	""	"2"	""	""	"2"	""	""	"4"	""	""	"4"	""	""	"2"	""	""	"532"	""	""	""	""	""	""	""	""	""	""	""	""	""
"375"	"5"	"147"	""	""	"159"	""	""	"7"	""	""	"5"	""	""	"3"	""	""	"1"	""	""	"12"	""	""	"2"	""	""	"2"	""	""	"343"	""	""	""	""	""	""	""	""	""	""	""	""	""
"376"	"19"	"391"	""	""	"304"	""	""	"6"	""	""	"2"	""	""	"2"	""	""	"6"	""	""	"14"	""	""	"12"	""	""	"7"	""	""	"763"	""	""	""	""	""	""	""	""	""	""	""	""	""
"377"	"27"	"152"	""	""	"439"	""	""	"10"	""	""	"4"	""	""	"2"	""	""	"3"	""	""	"8"	""	""	"6"	""	""	"5"	""	""	"656"	""	""	""	""	""	""	""	""	""	""	""	""	""
"378"	"12"	"87"	""	""	"426"	""	""	"5"	""	""	"0"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	"2"	""	""	"6"	""	""	"541"	""	""	""	""	""	""	""	""	""	""	""	""	""
"379"	"3"	"61"	""	""	"104"	""	""	"2"	""	""	"2"	""	""	"1"	""	""	"2"	""	""	"5"	""	""	"0"	""	""	"2"	""	""	"182"	""	""	""	""	""	""	""	""	""	""	""	""	""
"380"	"10"	"99"	""	""	"449"	""	""	"9"	""	""	"3"	""	""	"2"	""	""	"1"	""	""	"8"	""	""	"7"	""	""	"23"	""	""	"611"	""	""	""	""	""	""	""	""	""	""	""	""	""
"381"	"3"	"589"	""	""	"28"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	"1"	""	""	"625"	""	""	""	""	""	""	""	""	""	""	""	""	""
"382"	"15"	"220"	""	""	"243"	""	""	"2"	""	""	"5"	""	""	"4"	""	""	"5"	""	""	"8"	""	""	"7"	""	""	"7"	""	""	"516"	""	""	""	""	""	""	""	""	""	""	""	""	""
"383"	"9"	"320"	""	""	"116"	""	""	"2"	""	""	"4"	""	""	"1"	""	""	"7"	""	""	"6"	""	""	"1"	""	""	"6"	""	""	"472"	""	""	""	""	""	""	""	""	""	""	""	""	""
"384"	"6"	"282"	""	""	"80"	""	""	"1"	""	""	"1"	""	""	"2"	""	""	"2"	""	""	"6"	""	""	"4"	""	""	"8"	""	""	"392"	""	""	""	""	""	""	""	""	""	""	""	""	""
"385"	"4"	"184"	""	""	"222"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"4"	""	""	"6"	""	""	"5"	""	""	"4"	""	""	"431"	""	""	""	""	""	""	""	""	""	""	""	""	""
"386"	"18"	"375"	""	""	"179"	""	""	"2"	""	""	"1"	""	""	"3"	""	""	"3"	""	""	"7"	""	""	"6"	""	""	"4"	""	""	"598"	""	""	""	""	""	""	""	""	""	""	""	""	""
"387"	"8"	"188"	""	""	"6"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"29"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	"236"	""	""	""	""	""	""	""	""	""	""	""	""	""
"388"	"9"	"456"	""	""	"61"	""	""	"3"	""	""	"2"	""	""	"3"	""	""	"2"	""	""	"8"	""	""	"4"	""	""	"8"	""	""	"556"	""	""	""	""	""	""	""	""	""	""	""	""	""
"389"	"10"	"212"	""	""	"79"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"2"	""	""	"2"	""	""	"2"	""	""	"1"	""	""	"309"	""	""	""	""	""	""	""	""	""	""	""	""	""
"390"	"17"	"431"	""	""	"188"	""	""	"4"	""	""	"5"	""	""	"2"	""	""	"3"	""	""	"5"	""	""	"4"	""	""	"8"	""	""	"667"	""	""	""	""	""	""	""	""	""	""	""	""	""
"391"	"12"	"367"	""	""	"60"	""	""	"1"	""	""	"1"	""	""	"2"	""	""	"2"	""	""	"4"	""	""	"6"	""	""	"7"	""	""	"462"	""	""	""	""	""	""	""	""	""	""	""	""	""
"392"	"20"	"285"	""	""	"54"	""	""	"3"	""	""	"0"	""	""	"0"	""	""	"8"	""	""	"1"	""	""	"2"	""	""	"3"	""	""	"376"	""	""	""	""	""	""	""	""	""	""	""	""	""
"393"	"18"	"528"	""	""	"167"	""	""	"5"	""	""	"4"	""	""	"4"	""	""	"25"	""	""	"10"	""	""	"11"	""	""	"18"	""	""	"790"	""	""	""	""	""	""	""	""	""	""	""	""	""
"394"	"16"	"490"	""	""	"33"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"1"	""	""	"8"	""	""	"2"	""	""	"553"	""	""	""	""	""	""	""	""	""	""	""	""	""
"395"	"7"	"477"	""	""	"17"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"4"	""	""	"0"	""	""	"7"	""	""	"4"	""	""	"517"	""	""	""	""	""	""	""	""	""	""	""	""	""
