"ØŒ"	"er.nku.dsUnz.dh.dz0.l.a0"	"fuEufyf..kr..ds.i..k.esa.fn...x...fof.k.ekU...er.ksa.dh.l.a....k"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"255"	"224"	"214"	"12"	"7"	"9"	"16"	"224"	"11"	"11"	"14"	"299"	"7"	"4"	"1"	"43"	"2"	"2"	"3"	"665"	"0"	"665"	"0"
"256"	"ØŒ"	"er nku dsUnz dh dz0 l a0"	"fuEufyf[ kr  ds i {k esa fn,  x,  fof/k ekU;  er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	""	""	"vkfny  gl u vkt kn"	"ekfud  panz j k;"	"eks0 ' kkSdr  gql Su"	"eks0 fl fíd"	"gchcwj  j geku"	"mi sUnz egr ks"	"fnyhi  dqekj  j k;"	"i zse dqekj  j k;"	"egcwc vkye"	"' kkg vkye"	"l quhy  pkS/kj h"	"[ okt k ' kkghn"	"nqy ky  pUnz xksLokeh"	"eks0 ' kdhy"	"' kkghu f' kj hu vkt kn"	"l at ;  fl ag"	"dqy  fof/k ekU;  er"	"i zfr {ksfi r  er ksa dh l a[ ; k"	"; ksx"	"fufonRr  er ksa dh l a[ ; k"
"258"	"225"	"215"	"5"	"0"	"1"	"6"	"379"	"6"	"1"	"12"	"159"	"2"	"0"	"2"	"57"	"3"	"5"	"1"	"639"	"0"	"639"	"0"
"259"	"226"	"216"	"10"	"10"	"10"	"12"	"68"	"6"	"11"	"15"	"395"	"9"	"6"	"5"	"116"	"0"	"2"	"5"	"680"	"0"	"680"	"0"
"260"	"227"	"217"	"8"	"7"	"7"	"12"	"292"	"5"	"5"	"24"	"438"	"3"	"13"	"4"	"147"	"6"	"5"	"8"	"984"	"0"	"984"	"0"
"261"	"228"	"218"	"2"	"10"	"2"	"3"	"105"	"2"	"10"	"17"	"468"	"10"	"8"	"2"	"79"	"5"	"3"	"13"	"739"	"0"	"739"	"0"
"262"	"229"	"219"	"6"	"6"	"6"	"6"	"29"	"10"	"9"	"20"	"385"	"8"	"4"	"3"	"39"	"1"	"3"	"2"	"537"	"0"	"537"	"0"
"263"	"230"	"220"	"6"	"7"	"4"	"1"	"128"	"8"	"5"	"6"	"232"	"2"	"3"	"5"	"29"	"1"	"0"	"5"	"442"	"0"	"442"	"0"
"264"	"231"	"221"	"7"	"4"	"4"	"6"	"48"	"6"	"7"	"12"	"333"	"9"	"21"	"5"	"339"	"6"	"2"	"14"	"823"	"0"	"823"	"0"
"265"	"232"	"221A"	"2"	"0"	"2"	"1"	"9"	"3"	"0"	"1"	"119"	"4"	"2"	"2"	"30"	"6"	"1"	"5"	"187"	"0"	"187"	"0"
"266"	"233"	"222"	"3"	"4"	"13"	"9"	"59"	"3"	"4"	"19"	"599"	"8"	"9"	"6"	"189"	"8"	"6"	"25"	"964"	"0"	"964"	"0"
"267"	"234"	"223"	"6"	"0"	"6"	"8"	"302"	"7"	"0"	"8"	"148"	"3"	"9"	"9"	"183"	"4"	"3"	"17"	"713"	"0"	"713"	"0"
"268"	"235"	"223A"	"0"	"1"	"7"	"0"	"34"	"2"	"1"	"4"	"171"	"9"	"0"	"2"	"31"	"0"	"1"	"2"	"265"	"0"	"265"	"0"
"269"	"236"	"224"	"1"	"3"	"2"	"15"	"23"	"4"	"2"	"12"	"250"	"4"	"17"	"4"	"340"	"8"	"6"	"12"	"703"	"0"	"703"	"0"
"270"	"237"	"225"	"7"	"5"	"3"	"7"	"87"	"8"	"8"	"23"	"450"	"6"	"3"	"1"	"7"	"2"	"1"	"2"	"620"	"0"	"620"	"0"
"271"	"238"	"226"	"0"	"0"	"1"	"3"	"35"	"4"	"4"	"13"	"340"	"6"	"5"	"3"	"59"	"2"	"6"	"11"	"492"	"0"	"492"	"0"
"272"	"ØŒ"	"er nku dsUnz dh dz0 l a0"	"fuEufyf[ kr  ds i {k esa fn,  x,  fof/k ekU;  er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"273"	""	""	"vkfny  gl u vkt kn"	"ekfud  panz j k;"	"eks0 ' kkSdr  gql Su"	"eks0 fl fíd"	"gchcwj  j geku"	"mi sUnz egr ks"	"fnyhi  dqekj  j k;"	"i zse dqekj  j k;"	"egcwc vkye"	"' kkg vkye"	"l quhy  pkS/kj h"	"[ okt k ' kkghn"	"nqy ky  pUnz xksLokeh"	"eks0 ' kdhy"	"' kkghu f' kj hu vkt kn"	"l at ;  fl ag"	"dqy  fof/k ekU;  er"	"i zfr {ksfi r  er ksa dh l a[ ; k"	"; ksx"	"fufonRr  er ksa dh l a[ ; k"
"274"	"239"	"227"	"14"	"2"	"12"	"12"	"268"	"4"	"7"	"15"	"508"	"7"	"10"	"13"	"163"	"5"	"5"	"11"	"1056"	"0"	"1056"	"0"
"275"	"240"	"228"	"3"	"5"	"4"	"9"	"246"	"7"	"8"	"33"	"391"	"5"	"5"	"5"	"32"	"2"	"5"	"5"	"765"	"0"	"765"	"0"
"276"	"241"	"229"	"2"	"3"	"5"	"5"	"125"	"3"	"1"	"7"	"298"	"12"	"3"	"2"	"5"	"3"	"2"	"9"	"485"	"0"	"485"	"0"
"277"	"er nku dsUnzksa i j vfHkfyf[ kr  er ksa dh
dqy  l a[ ; k"	""	"7794"	"1070"	"2867"	"3534"	"16472"	"1672"	"1781"	"3283"	"45429"	"1591"	"2569"	"4333"	"48129"	"1361"	"859"	"4485"	"147229"	"0"	"147229"	"0"
"278"	"Mkd  er i =ksa i j vfHkfyf[ kr  er ksa dh
l a[ ; k ¼l Hkk fuokZpu&
{ks= l s fuokZpu dh n' kk esa Hkj k t k,  ½"	""	"1"	"0"	"0"	"4"	"2"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"7"	"0"	"0"	"1"	"18"	"0"	"18"	"0"
"279"	"Mkys x,  dqy  er"	""	"7795"	"1070"	"2867"	"3538"	"16474"	"1672"	"1781"	"3283"	"45432"	"1591"	"2569"	"4333"	"48136"	"1361"	"859"	"4486"	"147247"	"0"	"147247"	"0"
"280"	"fuokZph i nkf/kdkj h]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"281"	"65-cyj kei qj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
