"No..and.Name.of.Assembly.Constituency...114.Manjhi."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"
"1"	"Total No. of Electors in Assembly Consitituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Name of the Assembly…………………………………….."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"( in the case of election from a parliamentary constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"FORM  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"FINAL  RESULT  SHEET [ SEE  RULE  56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"ELECTION  TO  THE  114 -MANJHI  LEGISLATIVE ASSEMBLY  CONSTITUENCY  2010 PART - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Round No. - 01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Sl. No."	"Name of Booth"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total"
"10"	""	""	"Krishna Mishra"	"Gautam Singh"	"Budhan Prasad Yadav"	"Satyendra Yadav"	"Surendra Prasad Gupta"	"Hem Narayan Singh"	"Sujit Puri"	"Abdul Kadir Khan"	"Ashok Kumar Singh"	"Om Prakash Prasad"	"Ghanshyam Singh,
Alias- Pappu"	"Jitendra Kumar Singh"	"Dalan Prasad Yadav"	"Din Dayal Singh"	"Manoj Kumar Tiwary"	"Mukesh Kumar"	"Mustafa Khan"	"Rabindra Nath Mishra"	"Rana Pratap Singh"	"Ram narayan Yadav"	"Rinku Devi"	"Subash Singh"	"Hasmuddin Khan"	""
"230"	"G.Total"	""	"610"	"10613"	"2462"	"1403"	"1918"	"7080"	"286"	"220"	"546"	"3781"	"485"	"3044"	"1414"	"868"	"773"	"289"	"716"	"5142"	"1328"	"264"	"209"	"477"	"429"	"44357"
"231"	"Assistant Returning"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"Returning Officer,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"FORM  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"FINAL  RESULT  SHEET [ SEE  RULE  56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"237"	"ELECTION  TO  THE  114 -MANJHI  LEGISLATIVE ASSEMBLY  CONSTITUENCY  2010 PART - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"238"	"(To be used both for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"239"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"240"	"Total No. of Electors in Assembly Consitituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"241"	"Name of the Assembly…………………………………….."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"242"	"( in the case of election from a parliamentary constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"243"	"Round No. - 08"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"244"	"Sl. No."	"Name of Booth"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total"
"245"	""	""	"Krishna Mishra"	"Gautam Singh"	"Budhan Prasad Yadav"	"Satyendra Yadav"	"Surendra Prasad Gupta"	"Hem Narayan Singh"	"Sujit Puri"	"Abdul Kadir Khan"	"Ashok Kumar Singh"	"Om Prakash Prasad"	"Ghanshyam Singh,
Alias- Pappu"	"Jitendra Kumar Singh"	"Dalan Prasad Yadav"	"Din Dayal Singh"	"Manoj Kumar Tiwary"	"Mukesh Kumar"	"Mustafa Khan"	"Rabindra Nath Mishra"	"Rana Pratap Singh"	"Ram narayan Yadav"	"Rinku Devi"	"Subash Singh"	"Hasmuddin Khan"	""
"246"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"247"	"94"	"jktdh; mnwZ mRdzfer e/; fo|ky;"	"29"	"193"	"122"	"15"	"276"	"81"	"4"	"6"	"5"	"8"	"6"	"8"	"7"	"7"	"4"	"7"	"4"	"14"	"7"	"7"	"5"	"4"	"4"	"823"
"248"	"95"	"izkFkfed fo|ky;] nqxkZiqj ¼ckyd½"	"4"	"137"	"46"	"8"	"183"	"55"	"1"	"2"	"2"	"0"	"64"	"9"	"7"	"1"	"5"	"6"	"4"	"14"	"16"	"5"	"4"	"3"	"1"	"577"
"249"	"96"	"eè; fo|ky; jèkqukFkfxfj ds eBh;k"	"8"	"82"	"7"	"13"	"181"	"24"	"5"	"0"	"8"	"4"	"6"	"3"	"2"	"1"	"1"	"1"	"7"	"55"	"0"	"0"	"2"	"3"	"2"	"415"
"250"	"97"	"iapk;r Hkou eka>h"	"9"	"16"	"387"	"4"	"23"	"10"	"1"	"3"	"1"	"1"	"2"	"4"	"2"	"16"	"2"	"2"	"7"	"23"	"4"	"0"	"1"	"2"	"1"	"521"
"251"	"98"	"izkFkfed fo|ky; lqèkj Nijk"	"8"	"131"	"270"	"23"	"56"	"90"	"4"	"1"	"8"	"2"	"4"	"11"	"4"	"4"	"2"	"3"	"4"	"18"	"9"	"1"	"4"	"10"	"5"	"672"
"252"	"99"	"vkn'kZ eè; fo|ky;] eka>h"	"9"	"110"	"253"	"13"	"67"	"41"	"6"	"4"	"4"	"4"	"6"	"12"	"8"	"16"	"6"	"6"	"8"	"34"	"8"	"2"	"1"	"1"	"0"	"619"
"253"	"100"	"dU;k eè; fo|ky;] eka>h"	"20"	"222"	"178"	"19"	"67"	"65"	"2"	"6"	"1"	"9"	"8"	"41"	"4"	"10"	"5"	"5"	"7"	"70"	"3"	"2"	"3"	"2"	"1"	"750"
"254"	"101"	"uol`ftr izkFkfed fo|ky; eka>h mRrj"	"2"	"102"	"31"	"4"	"44"	"78"	"1"	"0"	"1"	"0"	"9"	"3"	"1"	"1"	"1"	"0"	"0"	"1"	"6"	"0"	"1"	"3"	"2"	"291"
"255"	"102"	"mRØfer e/; fo|ky;] mnZq xqnkZgk"	"5"	"86"	"69"	"4"	"22"	"48"	"1"	"3"	"1"	"16"	"20"	"2"	"1"	"2"	"4"	"1"	"13"	"206"	"10"	"2"	"0"	"2"	"8"	"526"
"256"	"103"	"izkFkfed fo|ky; xqnkZgka dyk"	"3"	"100"	"24"	"3"	"62"	"20"	"1"	"1"	"2"	"4"	"1"	"5"	"2"	"0"	"0"	"1"	"0"	"14"	"6"	"0"	"1"	"1"	"1"	"252"
"257"	"104"	"mRØfer e/; fo|ky;] ekM+hiqj dyk"	"5"	"135"	"11"	"4"	"3"	"140"	"1"	"1"	"29"	"2"	"11"	"14"	"4"	"1"	"0"	"2"	"4"	"44"	"31"	"2"	"4"	"4"	"2"	"454"
"258"	"105"	"mRØfer e/; fo|ky;] dkS:èkkS:"	"0"	"60"	"106"	"10"	"5"	"19"	"2"	"2"	"1"	"1"	"5"	"8"	"2"	"4"	"0"	"3"	"7"	"72"	"80"	"0"	"0"	"1"	"3"	"391"
"259"	"05 ¼d"	"mRØfer e/; fo|ky;] dkS:èkkS:]"	"3"	"56"	"53"	"6"	"13"	"15"	"0"	"0"	"0"	"22"	"3"	"0"	"1"	"2"	"1"	"0"	"5"	"132"	"66"	"3"	"0"	"3"	"3"	"387"
"260"	"106"	"mrØfer e/; fo|ky;] e>uiqjk"	"16"	"165"	"36"	"23"	"22"	"140"	"3"	"1"	"0"	"5"	"16"	"10"	"6"	"11"	"6"	"3"	"8"	"18"	"72"	"4"	"8"	"8"	"26"	"607"
"261"	"Total"	""	"121"	"1595"	"1593"	"149"	"1024"	"826"	"32"	"30"	"63"	"78"	"161"	"130"	"51"	"76"	"37"	"40"	"78"	"715"	"318"	"28"	"34"	"47"	"59"	"7285"
"262"	"B.F."	""	"610"	"10613"	"2462"	"1403"	"1918"	"7080"	"286"	"220"	"546"	"3781"	"485"	"3044"	"1414"	"868"	"773"	"289"	"716"	"5142"	"1328"	"264"	"209"	"477"	"429"	"44357"
"263"	"G.Total"	""	"731"	"12208"	"4055"	"1552"	"2942"	"7906"	"318"	"250"	"609"	"3859"	"646"	"3174"	"1465"	"944"	"810"	"329"	"794"	"5857"	"1646"	"292"	"243"	"524"	"488"	"51642"
"264"	"Assistant Returning"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"265"	"Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"266"	"Returning Officer,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	"114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"268"	"No. and Name of Assembly Constituency - 114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"269"	"FORM  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270"	"FINAL  RESULT  SHEET [ SEE  RULE  56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"ELECTION  TO  THE  114 -MANJHI  LEGISLATIVE ASSEMBLY  CONSTITUENCY  2010 PART - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"272"	"(To be used both for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"273"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"274"	"Total No. of Electors in Assembly Consitituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"275"	"Name of the Assembly…………………………………….."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"276"	"( in the case of election from a parliamentary constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"277"	"Round No. - 09"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"278"	"Sl. No."	"Name of Booth"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total"
"279"	""	""	"Krishna Mishra"	"Gautam Singh"	"Budhan Prasad Yadav"	"Satyendra Yadav"	"Surendra Prasad Gupta"	"Hem Narayan Singh"	"Sujit Puri"	"Abdul Kadir Khan"	"Ashok Kumar Singh"	"Om Prakash Prasad"	"Ghanshyam Singh,
Alias- Pappu"	"Jitendra Kumar Singh"	"Dalan Prasad Yadav"	"Din Dayal Singh"	"Manoj Kumar Tiwary"	"Mukesh Kumar"	"Mustafa Khan"	"Rabindra Nath Mishra"	"Rana Pratap Singh"	"Ram narayan Yadav"	"Rinku Devi"	"Subash Singh"	"Hasmuddin Khan"	""
"280"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"281"	"107"	"eè; fo|ky; ykSaok dyk"	"11"	"151"	"10"	"17"	"5"	"161"	"1"	"2"	"5"	"52"	"1"	"58"	"4"	"5"	"11"	"2"	"3"	"22"	"9"	"2"	"1"	"13"	"11"	"557"
"282"	"108"	"iapk;r Hkou ykSaok dyk"	"19"	"219"	"21"	"10"	"9"	"194"	"12"	"4"	"3"	"7"	"15"	"38"	"7"	"9"	"25"	"5"	"7"	"35"	"7"	"3"	"3"	"5"	"4"	"661"
"283"	"109"	"izkFkfed fo|ky;] vfgj Vksyh] ykSok"	"6"	"61"	"7"	"4"	"2"	"341"	"6"	"1"	"3"	"4"	"1"	"1"	"7"	"6"	"2"	"0"	"2"	"1"	"5"	"0"	"3"	"9"	"1"	"473"
"284"	"110"	"izkFkfed fo|ky; isVf<+;k"	"6"	"237"	"9"	"7"	"5"	"161"	"2"	"1"	"1"	"1"	"0"	"0"	"6"	"1"	"1"	"2"	"2"	"1"	"0"	"0"	"2"	"1"	"3"	"449"
"285"	"111"	"izkFkfed fo|ky; Nroka dyk"	"5"	"277"	"10"	"5"	"23"	"86"	"5"	"2"	"6"	"8"	"7"	"4"	"8"	"4"	"25"	"12"	"3"	"57"	"4"	"1"	"4"	"8"	"2"	"566"
"286"	"112"	"izkFkfed fo|ky; Nroka [kqnZ"	"6"	"66"	"8"	"6"	"1"	"40"	"4"	"1"	"2"	"0"	"1"	"0"	"2"	"5"	"2"	"0"	"1"	"22"	"1"	"3"	"3"	"3"	"5"	"182"
"287"	"113"	"dU;k izkFkfed fo|ky; efudiqjk"	"3"	"106"	"17"	"6"	"1"	"32"	"3"	"1"	"0"	"98"	"3"	"2"	"4"	"1"	"4"	"3"	"5"	"4"	"1"	"2"	"0"	"2"	"0"	"298"
"288"	"114"	"eè; fo|ky; efudiqjk"	"13"	"184"	"2"	"4"	"1"	"6"	"0"	"0"	"0"	"17"	"0"	"1"	"3"	"1"	"10"	"22"	"15"	"111"	"2"	"3"	"2"	"5"	"4"	"406"
"289"	"115"	"izkFkfed fo|ky;] gjiqj"	"17"	"232"	"21"	"9"	"31"	"55"	"2"	"3"	"1"	"89"	"8"	"1"	"3"	"3"	"10"	"2"	"6"	"47"	"9"	"4"	"6"	"4"	"6"	"569"
"290"	"116"	"izkFkfed fo|ky; cukQj"	"4"	"70"	"26"	"1"	"19"	"155"	"5"	"2"	"2"	"24"	"2"	"7"	"6"	"3"	"4"	"2"	"2"	"8"	"2"	"5"	"0"	"5"	"3"	"357"
"291"	"117"	"iapk;r Hkou lksgbZ xktu"	"4"	"191"	"19"	"6"	"4"	"115"	"4"	"2"	"2"	"11"	"3"	"13"	"2"	"5"	"20"	"10"	"21"	"83"	"28"	"6"	"9"	"11"	"16"	"585"
"292"	"118"	"mRØfer e/; fo|ky;] e>kSyh"	"17"	"211"	"14"	"2"	"9"	"216"	"3"	"3"	"0"	"48"	"7"	"6"	"3"	"6"	"5"	"0"	"7"	"22"	"0"	"3"	"2"	"7"	"7"	"598"
"293"	"119"	"eè; fo|ky; lksgbZ'kkgiqj"	"6"	"222"	"19"	"17"	"6"	"99"	"4"	"2"	"4"	"3"	"7"	"9"	"5"	"3"	"7"	"2"	"1"	"12"	"6"	"1"	"0"	"3"	"2"	"440"
"294"	"120"	"mRØfer e/; fo|ky;] uxMhgka"	"9"	"203"	"18"	"13"	"3"	"55"	"13"	"1"	"5"	"2"	"18"	"2"	"5"	"4"	"9"	"5"	"7"	"56"	"5"	"2"	"4"	"11"	"7"	"457"
"295"	"Total"	""	"126"	"2430"	"201"	"107"	"119"	"1716"	"64"	"25"	"34"	"364"	"73"	"142"	"65"	"56"	"135"	"67"	"82"	"481"	"79"	"35"	"39"	"87"	"71"	"6598"
"296"	"B.F."	""	"731"	"12208"	"4055"	"1552"	"2942"	"7906"	"318"	"250"	"609"	"3859"	"646"	"3174"	"1465"	"944"	"810"	"329"	"794"	"5857"	"1646"	"292"	"243"	"524"	"488"	"51642"
"297"	"G.Total"	""	"857"	"14638"	"4256"	"1659"	"3061"	"9622"	"382"	"275"	"643"	"4223"	"719"	"3316"	"1530"	"1000"	"945"	"396"	"876"	"6338"	"1725"	"327"	"282"	"611"	"559"	"58240"
"298"	"Assistant Returning"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"299"	"Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"300"	"Returning Officer,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"301"	"114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"302"	"No. and Name of Assembly Constituency - 114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"303"	"FORM  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"304"	"FINAL  RESULT  SHEET [ SEE  RULE  56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"305"	"ELECTION  TO  THE  114 -MANJHI  LEGISLATIVE ASSEMBLY  CONSTITUENCY  2010 PART - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"306"	"(To be used both for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"307"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"308"	"Total No. of Electors in Assembly Consitituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"309"	"Name of the Assembly…………………………………….."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"310"	"( in the case of election from a parliamentary constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"311"	"Round No. - 10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"312"	"Sl. No."	"Name of Booth"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total"
"313"	""	""	"Krishna Mishra"	"Gautam Singh"	"Budhan Prasad Yadav"	"Satyendra Yadav"	"Surendra Prasad Gupta"	"Hem Narayan Singh"	"Sujit Puri"	"Abdul Kadir Khan"	"Ashok Kumar Singh"	"Om Prakash Prasad"	"Ghanshyam Singh,
Alias- Pappu"	"Jitendra Kumar Singh"	"Dalan Prasad Yadav"	"Din Dayal Singh"	"Manoj Kumar Tiwary"	"Mukesh Kumar"	"Mustafa Khan"	"Rabindra Nath Mishra"	"Rana Pratap Singh"	"Ram narayan Yadav"	"Rinku Devi"	"Subash Singh"	"Hasmuddin Khan"	""
"314"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"315"	"121"	"izkFkfed fo|ky; djgha Vksys caxjk"	"6"	"169"	"4"	"2"	"14"	"19"	"72"	"0"	"1"	"3"	"8"	"62"	"2"	"1"	"12"	"3"	"7"	"47"	"8"	"2"	"1"	"2"	"3"	"448"
"316"	"122"	"mRØfer e/; fo|ky;] djgha] cka;k"	"12"	"92"	"9"	"9"	"5"	"27"	"3"	"2"	"3"	"148"	"14"	"27"	"5"	"2"	"4"	"2"	"4"	"33"	"1"	"0"	"0"	"1"	"3"	"406"
"317"	"22 ¼d"	"½mRØfer e/; fo|ky;] djgha] nka;k"	"6"	"137"	"6"	"4"	"5"	"35"	"6"	"2"	"1"	"43"	"2"	"24"	"5"	"2"	"4"	"0"	"10"	"64"	"3"	"2"	"1"	"2"	"3"	"367"
"318"	"123"	"izkFkfed fo|ky; fi.Mkjh"	"0"	"53"	"0"	"1"	"2"	"7"	"1"	"0"	"0"	"9"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"9"	"1"	"0"	"0"	"1"	"2"	"92"
"319"	"124"	"izkFkfed fo|ky; tgkaxhjiqj"	"14"	"130"	"13"	"36"	"3"	"17"	"1"	"0"	"4"	"31"	"1"	"8"	"9"	"7"	"60"	"1"	"14"	"62"	"6"	"6"	"6"	"4"	"6"	"439"
"320"	"125"	"izkFkfed fo|ky; ik.Ms;iqj"	"6"	"155"	"32"	"8"	"11"	"6"	"1"	"4"	"1"	"38"	"4"	"10"	"6"	"2"	"35"	"1"	"11"	"72"	"10"	"4"	"5"	"8"	"11"	"441"
"321"	"126"	"izkFkfed fo|ky; cjstk"	"16"	"178"	"48"	"32"	"11"	"63"	"5"	"2"	"8"	"126"	"5"	"35"	"15"	"11"	"40"	"4"	"10"	"46"	"16"	"8"	"5"	"6"	"7"	"697"
"322"	"127"	"iapk;r Hkou dqeuk"	"4"	"61"	"1"	"3"	"4"	"32"	"2"	"1"	"5"	"18"	"19"	"11"	"3"	"11"	"403"	"8"	"5"	"6"	"3"	"5"	"4"	"3"	"3"	"615"
"323"	"128"	"eè; fo|ky; dqeuk"	"6"	"104"	"8"	"12"	"3"	"72"	"2"	"3"	"6"	"2"	"8"	"33"	"6"	"11"	"402"	"10"	"5"	"6"	"4"	"8"	"5"	"11"	"7"	"734"
"324"	"129"	"izkFkfed fo|ky; ekulj"	"3"	"160"	"8"	"13"	"4"	"26"	"1"	"0"	"4"	"42"	"14"	"0"	"5"	"3"	"161"	"4"	"3"	"4"	"2"	"6"	"2"	"5"	"2"	"472"
"325"	"130"	"izkFkfed fo|ky; tkudh uxj"	"7"	"161"	"7"	"5"	"7"	"11"	"1"	"0"	"3"	"33"	"2"	"7"	"26"	"0"	"47"	"2"	"0"	"5"	"0"	"1"	"0"	"2"	"4"	"331"
"326"	"131"	"e/; fo|ky; xEgfj;k u;k Hkou"	"6"	"173"	"10"	"43"	"8"	"81"	"5"	"3"	"24"	"79"	"8"	"31"	"6"	"6"	"113"	"5"	"5"	"10"	"2"	"10"	"7"	"6"	"14"	"655"
"327"	"132"	"eè; fo|ky; :lh"	"10"	"209"	"23"	"81"	"23"	"67"	"4"	"1"	"1"	"51"	"3"	"91"	"6"	"3"	"9"	"0"	"4"	"17"	"6"	"1"	"3"	"8"	"11"	"632"
"328"	"133"	"eè; fo|ky; HkVdsljh u;k Hkou"	"29"	"247"	"48"	"50"	"9"	"51"	"5"	"4"	"6"	"65"	"3"	"17"	"24"	"14"	"89"	"3"	"14"	"25"	"7"	"5"	"5"	"6"	"22"	"748"
"329"	"Total"	""	"125"	"2029"	"217"	"299"	"109"	"514"	"109"	"22"	"67"	"688"	"92"	"357"	"118"	"74"	"1380"	"44"	"93"	"406"	"69"	"58"	"44"	"65"	"98"	"7077"
"330"	"B.F,"	""	"857"	"14638"	"4256"	"1659"	"3061"	"9622"	"382"	"275"	"643"	"4223"	"719"	"3316"	"1530"	"1000"	"945"	"396"	"876"	"6338"	"1725"	"327"	"282"	"611"	"559"	"58240"
"331"	"G.Total"	""	"982"	"16667"	"4473"	"1958"	"3170"	"10136"	"491"	"297"	"710"	"4911"	"811"	"3673"	"1648"	"1074"	"2325"	"440"	"969"	"6744"	"1794"	"385"	"326"	"676"	"657"	"65317"
"332"	"Assistant Returning"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"333"	"Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"334"	"Returning Officer,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"335"	"114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"336"	"FORM  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"337"	"FINAL  RESULT  SHEET [ SEE  RULE  56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"338"	"ELECTION  TO  THE  114 -MANJHI  LEGISLATIVE ASSEMBLY  CONSTITUENCY  2010 PART - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"339"	"(To be used both for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"340"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"Total No. of Electors in Assembly Consitituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"342"	"Name of the Assembly…………………………………….."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"343"	"( in the case of election from a parliamentary constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"344"	"Round No. - 11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"345"	"Sl. No."	"Name of Booth"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total"
"346"	""	""	"Krishna Mishra"	"Gautam Singh"	"Budhan Prasad Yadav"	"Satyendra Yadav"	"Surendra Prasad Gupta"	"Hem Narayan Singh"	"Sujit Puri"	"Abdul Kadir Khan"	"Ashok Kumar Singh"	"Om Prakash Prasad"	"Ghanshyam Singh,
Alias- Pappu"	"Jitendra Kumar Singh"	"Dalan Prasad Yadav"	"Din Dayal Singh"	"Manoj Kumar Tiwary"	"Mukesh Kumar"	"Mustafa Khan"	"Rabindra Nath Mishra"	"Rana Pratap Singh"	"Ram narayan Yadav"	"Rinku Devi"	"Subash Singh"	"Hasmuddin Khan"	""
"347"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"348"	"134"	"eè; fo|ky; HkVdsljh"	"9"	"171"	"92"	"40"	"15"	"39"	"4"	"3"	"9"	"156"	"4"	"11"	"2"	"3"	"16"	"4"	"3"	"17"	"1"	"1"	"1"	"1"	"3"	"605"
