"Assembly.Constituency...113.EKMA"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"
"1"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"FINAL RESULTS SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE BIHAR LEGISLATIVE ASSEMBLY FROM THE 113-EKMA CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"NO. OF VOTERS:- 213752"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	""	""	"No. of vailed Votes Caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CANDIDAT ES NAME"	""	"ARUN KR. SINGH"	""	"KAMESHWAR KR. SINGH"	""	"MANORANJAN SINGH"	""	"YOGENDRA SHARMA"	""	"SHEO KUMAR SINGH"	""	"PANKAJ KUMAR"	""	"RAJ KUMAR PATHAK"	""	"BINOD KUMAR BHARTI"	""	"AWDHESH SINGH"	""	"JAKIR HUSSAIN"	""	"PANKAJ RAJ"	""	"MANORANJAN KUMAR SINGH"	""	"RAJIV RANJAN MISHRA"	""	"RAMJI RAI"	""	"BINOD SINGH"	""	"BRINDA PATHAK"	""	"SANJAY KUMAR SINGH"	""	"SANJEEV KUMAR"	""	"TOTAL VALID VOTES"	""	""
"211"	"152"	""	"7"	""	"148"	""	"181"	""	"7"	""	"9"	""	"3"	""	"4"	""	"0"	""	"2"	""	"1"	""	"5"	""	"2"	""	"7"	""	"6"	""	"11"	""	"15"	""	"1"	""	"9"	""	"418"	""	""
"212"	"153"	""	"3"	""	"71"	""	"204"	""	"4"	""	"3"	""	"3"	""	"4"	""	"2"	""	"0"	""	"0"	""	"2"	""	"2"	""	"2"	""	"2"	""	"0"	""	"2"	""	"1"	""	"2"	""	"307"	""	""
"213"	"154"	""	"25"	""	"92"	""	"284"	""	"24"	""	"33"	""	"2"	""	"6"	""	"1"	""	"1"	""	"2"	""	"3"	""	"3"	""	"3"	""	"6"	""	"2"	""	"4"	""	"10"	""	"5"	""	"506"	""	""
"214"	"155"	""	"20"	""	"83"	""	"348"	""	"17"	""	"17"	""	"1"	""	"10"	""	"1"	""	"2"	""	"9"	""	"3"	""	"3"	""	"6"	""	"2"	""	"3"	""	"11"	""	"9"	""	"3"	""	"548"	""	""
"215"	"156"	""	"7"	""	"85"	""	"123"	""	"4"	""	"34"	""	"2"	""	"2"	""	"3"	""	"2"	""	"1"	""	"6"	""	"0"	""	"1"	""	"8"	""	"3"	""	"15"	""	"7"	""	"3"	""	"306"	""	""
"216"	"156"	"A"	"4"	""	"63"	""	"160"	""	"3"	""	"5"	""	"1"	""	"4"	""	"4"	""	"0"	""	"4"	""	"1"	""	"0"	""	"0"	""	"2"	""	"2"	""	"1"	""	"10"	""	"1"	""	"265"	""	""
"217"	"157"	""	"6"	""	"87"	""	"268"	""	"1"	""	"26"	""	"6"	""	"4"	""	"1"	""	"0"	""	"3"	""	"1"	""	"2"	""	"2"	""	"1"	""	"1"	""	"2"	""	"1"	""	"0"	""	"412"	""	""
"218"	"157"	"A"	"5"	""	"40"	""	"245"	""	"3"	""	"16"	""	"3"	""	"4"	""	"3"	""	"0"	""	"5"	""	"6"	""	"0"	""	"4"	""	"3"	""	"4"	""	"1"	""	"9"	""	"6"	""	"357"	""	""
"219"	"158"	""	"12"	""	"242"	""	"234"	""	"7"	""	"6"	""	"5"	""	"8"	""	"1"	""	"1"	""	"2"	""	"8"	""	"2"	""	"12"	""	"12"	""	"13"	""	"13"	""	"5"	""	"8"	""	"591"	""	""
"220"	"12"	""	"131"	""	"1370"	""	"2895"	""	"106"	""	"237"	""	"30"	""	"61"	""	"21"	""	"14"	""	"37"	""	"41"	""	"26"	""	"61"	""	"66"	""	"43"	""	"85"	""	"73"	""	"59"	""	"5356"	""	""
"221"	"159"	""	"10"	""	"278"	""	"190"	""	"10"	""	"11"	""	"3"	""	"6"	""	"1"	""	"2"	""	"1"	""	"3"	""	"2"	""	"6"	""	"9"	""	"11"	""	"11"	""	"13"	""	"13"	""	""	""	""
"222"	"160"	""	"3"	""	"155"	""	"83"	""	"11"	""	"73"	""	"1"	""	"1"	""	"0"	""	"0"	""	"4"	""	"0"	""	"0"	""	"0"	""	"1"	""	"1"	""	"3"	""	"1"	""	"1"	""	""	""	""
"223"	"580"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"224"	"338"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"161"	""	"21"	""	"291"	""	"134"	""	"4"	""	"5"	""	"0"	""	"3"	""	"3"	""	"1"	""	"0"	""	"3"	""	"3"	""	"8"	""	"7"	""	"8"	""	"14"	""	"4"	""	"10"	""	""	""	""
"226"	"162"	""	"9"	""	"211"	""	"375"	""	"9"	""	"16"	""	"6"	""	"7"	""	"3"	""	"2"	""	"1"	""	"4"	""	"3"	""	"12"	""	"15"	""	"9"	""	"8"	""	"9"	""	"5"	""	""	""	""
"227"	"163"	""	"9"	""	"185"	""	"200"	""	"7"	""	"15"	""	"3"	""	"2"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"3"	""	"3"	""	"3"	""	"1"	""	"4"	""	"2"	""	""	""	""
"228"	"164"	""	"5"	""	"71"	""	"414"	""	"7"	""	"14"	""	"4"	""	"2"	""	"5"	""	"3"	""	"7"	""	"7"	""	"3"	""	"10"	""	"18"	""	"4"	""	"10"	""	"9"	""	"7"	""	""	""	""
"229"	"165"	""	"2"	""	"17"	""	"133"	""	"1"	""	"8"	""	"0"	""	"8"	""	"1"	""	"3"	""	"0"	""	"1"	""	"1"	""	"8"	""	"11"	""	"4"	""	"3"	""	"0"	""	"4"	""	""	""	""
"230"	"166"	""	"4"	""	"86"	""	"198"	""	"4"	""	"4"	""	"0"	""	"4"	""	"2"	""	"3"	""	"8"	""	"4"	""	"1"	""	"8"	""	"12"	""	"7"	""	"6"	""	"0"	""	"10"	""	""	""	""
"231"	"167"	""	"3"	""	"256"	""	"89"	""	"21"	""	"5"	""	"4"	""	"0"	""	"6"	""	"2"	""	"1"	""	"4"	""	"1"	""	"1"	""	"0"	""	"5"	""	"2"	""	"8"	""	"17"	""	""	""	""
"232"	"168"	""	"14"	""	"41"	""	"181"	""	"1"	""	"3"	""	"4"	""	"7"	""	"3"	""	"1"	""	"6"	""	"1"	""	"2"	""	"11"	""	"5"	""	"5"	""	"7"	""	"16"	""	"111"	""	""	""	""
"233"	"169"	""	"4"	""	"132"	""	"21"	""	"1"	""	"5"	""	"1"	""	"0"	""	"1"	""	"0"	""	"1"	""	"11"	""	"0"	""	"4"	""	"2"	""	"2"	""	"4"	""	"7"	""	"5"	""	""	""	""
"234"	"170"	""	"14"	""	"174"	""	"307"	""	"15"	""	"3"	""	"5"	""	"13"	""	"1"	""	"1"	""	"0"	""	"2"	""	"0"	""	"3"	""	"3"	""	"1"	""	"6"	""	"3"	""	"3"	""	""	""	""
"235"	"171"	""	"0"	""	"63"	""	"317"	""	"71"	""	"6"	""	"1"	""	"12"	""	"3"	""	"1"	""	"2"	""	"2"	""	"1"	""	"4"	""	"1"	""	"3"	""	"2"	""	"1"	""	"1"	""	""	""	""
"236"	"172"	""	"13"	""	"251"	""	"150"	""	"20"	""	"9"	""	"4"	""	"7"	""	"1"	""	"4"	""	"57"	""	"8"	""	"5"	""	"8"	""	"7"	""	"3"	""	"15"	""	"19"	""	"8"	""	""	""	""
"237"	"13"	""	"111"	""	"2211"	""	"2792"	""	"182"	""	"177"	""	"36"	""	"72"	""	"30"	""	"23"	""	"89"	""	"50"	""	"22"	""	"86"	""	"94"	""	"66"	""	"92"	""	"94"	""	"197"	""	"6424"	""	""
"238"	"173"	""	"10"	""	"217"	""	"291"	""	"12"	""	"4"	""	"3"	""	"10"	""	"0"	""	"0"	""	"5"	""	"4"	""	"3"	""	"11"	""	"11"	""	"11"	""	"9"	""	"0"	""	"5"	""	"606"	""	""
"239"	"174"	""	"6"	""	"32"	""	"296"	""	"12"	""	"6"	""	"2"	""	"5"	""	"2"	""	"0"	""	"0"	""	"1"	""	"2"	""	"5"	""	"7"	""	"6"	""	"4"	""	"3"	""	"3"	""	"392"	""	""
"240"	"175"	""	"4"	""	"38"	""	"328"	""	"5"	""	"12"	""	"2"	""	"16"	""	"4"	""	"6"	""	"4"	""	"8"	""	"3"	""	"21"	""	"54"	""	"8"	""	"23"	""	"9"	""	"12"	""	"557"	""	""
"241"	"176"	""	"1"	""	"1"	""	"798"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"805"	""	""
"242"	"177"	""	"6"	""	"25"	""	"322"	""	"1"	""	"21"	""	"1"	""	"4"	""	"4"	""	"1"	""	"2"	""	"4"	""	"7"	""	"32"	""	"27"	""	"11"	""	"21"	""	"1"	""	"5"	""	"495"	""	""
"243"	"178"	""	"1"	""	"29"	""	"439"	""	"4"	""	"13"	""	"2"	""	"5"	""	"0"	""	"1"	""	"1"	""	"4"	""	"2"	""	"12"	""	"18"	""	"2"	""	"9"	""	"6"	""	"2"	""	"550"	""	""
"244"	"179"	""	"10"	""	"20"	""	"553"	""	"8"	""	"2"	""	"0"	""	"5"	""	"1"	""	"0"	""	"0"	""	"0"	""	"2"	""	"1"	""	"5"	""	"0"	""	"2"	""	"1"	""	"0"	""	"610"	""	""
"245"	"180"	""	"5"	""	"14"	""	"591"	""	"5"	""	"3"	""	"1"	""	"10"	""	"0"	""	"2"	""	"2"	""	"4"	""	"2"	""	"13"	""	"14"	""	"2"	""	"5"	""	"0"	""	"3"	""	"676"	""	""
"246"	"181"	""	"0"	""	"1"	""	"685"	""	"1"	""	"3"	""	"0"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"11"	""	"0"	""	"1"	""	"0"	""	"0"	""	"704"	""	""
"247"	"182"	""	"13"	""	"32"	""	"460"	""	"4"	""	"10"	""	"3"	""	"4"	""	"1"	""	"0"	""	"0"	""	"3"	""	"1"	""	"5"	""	"4"	""	"0"	""	"1"	""	"5"	""	"2"	""	"548"	""	""
"248"	"183"	""	"6"	""	"200"	""	"105"	""	"4"	""	"47"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"1"	""	"1"	""	"3"	""	"1"	""	"2"	""	"3"	""	"4"	""	"1"	""	"380"	""	""
"249"	"184"	""	"13"	""	"130"	""	"253"	""	"6"	""	"46"	""	"5"	""	"6"	""	"3"	""	"0"	""	"0"	""	"3"	""	"4"	""	"4"	""	"2"	""	"3"	""	"1"	""	"3"	""	"1"	""	"483"	""	""
"250"	"185"	""	"7"	""	"33"	""	"297"	""	"14"	""	"11"	""	"3"	""	"9"	""	"5"	""	"4"	""	"8"	""	"6"	""	"4"	""	"10"	""	"18"	""	"6"	""	"15"	""	"3"	""	"11"	""	"464"	""	""
"251"	"186"	""	"2"	""	"25"	""	"138"	""	"26"	""	"0"	""	"4"	""	"2"	""	"1"	""	"0"	""	"1"	""	"2"	""	"1"	""	"11"	""	"8"	""	"3"	""	"3"	""	"2"	""	"1"	""	"230"	""	""
"252"	"14"	""	"84"	""	"797"	""	"5556"	""	"102"	""	"179"	""	"28"	""	"77"	""	"22"	""	"14"	""	"24"	""	"40"	""	"32"	""	"129"	""	"181"	""	"55"	""	"97"	""	"37"	""	"46"	""	"7500"	""	""
"253"	"187"	""	"11"	""	"125"	""	"118"	""	"7"	""	"11"	""	"2"	""	"2"	""	"1"	""	"0"	""	"0"	""	"2"	""	"2"	""	"6"	""	"5"	""	"4"	""	"6"	""	"2"	""	"4"	""	""	""	""
"254"	"188"	""	"8"	""	"165"	""	"145"	""	"1"	""	"1"	""	"8"	""	"6"	""	"3"	""	"4"	""	"2"	""	"1"	""	"2"	""	"19"	""	"1"	""	"4"	""	"5"	""	"7"	""	"5"	""	""	""	""
"255"	"189"	""	"12"	""	"235"	""	"194"	""	"9"	""	"39"	""	"4"	""	"4"	""	"6"	""	"2"	""	"3"	""	"6"	""	"3"	""	"13"	""	"4"	""	"10"	""	"10"	""	"18"	""	"12"	""	""	""	""
"256"	"190"	""	"1"	""	"35"	""	"218"	""	"1"	""	"26"	""	"3"	""	"3"	""	"1"	""	"0"	""	"2"	""	"0"	""	"2"	""	"2"	""	"3"	""	"0"	""	"2"	""	"55"	""	"6"	""	""	""	""
"257"	"191"	""	"0"	""	"55"	""	"262"	""	"1"	""	"10"	""	"0"	""	"2"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	""	"5"	""	"2"	""	"0"	""	"1"	""	"0"	""	"2"	""	""	""	""
"258"	"192"	""	"5"	""	"127"	""	"216"	""	"2"	""	"3"	""	"2"	""	"3"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"6"	""	"1"	""	"1"	""	"0"	""	"0"	""	"3"	""	""	""	""
"259"	"193"	""	"6"	""	"88"	""	"218"	""	"8"	""	"15"	""	"1"	""	"5"	""	"1"	""	"2"	""	"0"	""	"1"	""	"1"	""	"5"	""	"5"	""	"0"	""	"2"	""	"1"	""	"1"	""	""	""	""
"260"	"194"	""	"13"	""	"85"	""	"250"	""	"17"	""	"23"	""	"6"	""	"11"	""	"6"	""	"5"	""	"7"	""	"11"	""	"6"	""	"20"	""	"11"	""	"9"	""	"9"	""	"4"	""	"4"	""	""	""	""
"261"	"195"	""	"6"	""	"86"	""	"148"	""	"13"	""	"20"	""	"2"	""	"5"	""	"1"	""	"1"	""	"0"	""	"3"	""	"4"	""	"5"	""	"9"	""	"2"	""	"5"	""	"10"	""	"7"	""	""	""	""
"262"	"196"	""	"2"	""	"154"	""	"224"	""	"2"	""	"16"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	""	"3"	""	"5"	""	"2"	""	"1"	""	"4"	""	"3"	""	"3"	""	""	""	""
"263"	"197"	""	"4"	""	"128"	""	"147"	""	"2"	""	"11"	""	"1"	""	"3"	""	"1"	""	"0"	""	"0"	""	"0"	""	"1"	""	"4"	""	"1"	""	"2"	""	"3"	""	"2"	""	"3"	""	""	""	""
"264"	"198"	""	"11"	""	"63"	""	"375"	""	"4"	""	"7"	""	"3"	""	"6"	""	"2"	""	"2"	""	"3"	""	"0"	""	"0"	""	"13"	""	"6"	""	"11"	""	"2"	""	"1"	""	"3"	""	""	""	""
"265"	"419"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"266"	"201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	"554"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"268"	"491"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"269"	"589"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270"	"308"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"387"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"272"	"584"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"273"	"360"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"274"	"342"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"275"	"370"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"276"	"360"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"277"	"497"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"278"	"327"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"279"	"422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"280"	"313"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"281"	"512"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"282"	"199"	""	"4"	""	"30"	""	"213"	""	"5"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"6"	""	"0"	""	"0"	""	"3"	""	"1"	""	"0"	""	""	""	""
"283"	"200"	""	"4"	""	"22"	""	"362"	""	"3"	""	"6"	""	"1"	""	"5"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	""	"3"	""	"2"	""	"0"	""	"0"	""	"0"	""	""	""	""
"284"	"15"	""	"87"	""	"1398"	""	"3090"	""	"75"	""	"188"	""	"33"	""	"56"	""	"23"	""	"16"	""	"19"	""	"26"	""	"24"	""	"110"	""	"53"	""	"46"	""	"52"	""	"104"	""	"53"	""	"5453"	""	""
"285"	"201"	""	"4"	""	"134"	""	"258"	""	"4"	""	"24"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"2"	""	"0"	""	"1"	""	"3"	""	"1"	""	"8"	""	"440"	""	""
"286"	"202"	""	"0"	""	"41"	""	"234"	""	"2"	""	"8"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"2"	""	"1"	""	"2"	""	"0"	""	"0"	""	"1"	""	"292"	""	""
"287"	"203"	""	"5"	""	"94"	""	"293"	""	"4"	""	"16"	""	"2"	""	"8"	""	"1"	""	"1"	""	"2"	""	"6"	""	"2"	""	"10"	""	"3"	""	"4"	""	"9"	""	"12"	""	"12"	""	"484"	""	""
"288"	"204"	""	"7"	""	"56"	""	"97"	""	"2"	""	"7"	""	"0"	""	"2"	""	"0"	""	"0"	""	"1"	""	"0"	""	"1"	""	"1"	""	"1"	""	"1"	""	"3"	""	"2"	""	"1"	""	"182"	""	""
"289"	"205"	""	"7"	""	"128"	""	"168"	""	"2"	""	"20"	""	"5"	""	"7"	""	"2"	""	"1"	""	"4"	""	"0"	""	"0"	""	"4"	""	"1"	""	"3"	""	"3"	""	"7"	""	"1"	""	"363"	""	""
"290"	"206"	""	"6"	""	"108"	""	"228"	""	"3"	""	"30"	""	"1"	""	"2"	""	"1"	""	"0"	""	"4"	""	"1"	""	"2"	""	"4"	""	"5"	""	"2"	""	"4"	""	"5"	""	"6"	""	"412"	""	""
"291"	"207"	""	"9"	""	"143"	""	"206"	""	"0"	""	"4"	""	"0"	""	"0"	""	"1"	""	"1"	""	"2"	""	"2"	""	"1"	""	"1"	""	"13"	""	"5"	""	"5"	""	"3"	""	"3"	""	"399"	""	""
"292"	"208"	""	"11"	""	"150"	""	"381"	""	"2"	""	"10"	""	"2"	""	"2"	""	"0"	""	"1"	""	"1"	""	"4"	""	"1"	""	"8"	""	"8"	""	"7"	""	"9"	""	"13"	""	"5"	""	"615"	""	""
"293"	"209"	""	"2"	""	"328"	""	"128"	""	"11"	""	"9"	""	"4"	""	"14"	""	"2"	""	"1"	""	"4"	""	"4"	""	"4"	""	"16"	""	"6"	""	"11"	""	"24"	""	"5"	""	"24"	""	"597"	""	""
"294"	"210"	""	"7"	""	"170"	""	"349"	""	"5"	""	"5"	""	"1"	""	"4"	""	"0"	""	"1"	""	"0"	""	"1"	""	"2"	""	"6"	""	"3"	""	"8"	""	"5"	""	"6"	""	"0"	""	"573"	""	""
"295"	"211"	""	"0"	""	"212"	""	"223"	""	"6"	""	"20"	""	"2"	""	"2"	""	"0"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	""	"3"	""	"2"	""	"2"	""	"1"	""	"2"	""	"477"	""	""
"296"	"212"	""	"11"	""	"91"	""	"256"	""	"11"	""	"19"	""	"3"	""	"5"	""	"2"	""	"0"	""	"5"	""	"7"	""	"1"	""	"10"	""	"8"	""	"4"	""	"8"	""	"10"	""	"6"	""	"457"	""	""
"297"	"213"	""	"2"	""	"65"	""	"213"	""	"1"	""	"9"	""	"0"	""	"2"	""	"3"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"2"	""	"0"	""	"8"	""	"1"	""	"306"	""	""
"298"	"214"	""	"11"	""	"279"	""	"234"	""	"2"	""	"11"	""	"3"	""	"1"	""	"2"	""	"1"	""	"4"	""	"1"	""	"0"	""	"2"	""	"2"	""	"7"	""	"4"	""	"23"	""	"5"	""	"592"	""	""
"299"	"16"	""	"82"	""	"1999"	""	"3268"	""	"55"	""	"192"	""	"23"	""	"49"	""	"14"	""	"7"	""	"29"	""	"27"	""	"15"	""	"66"	""	"54"	""	"59"	""	"79"	""	"96"	""	"75"	""	"6189"	""	""
"300"	"215"	""	"9"	""	"242"	""	"303"	""	"24"	""	"33"	""	"4"	""	"8"	""	"10"	""	"1"	""	"2"	""	"4"	""	"2"	""	"4"	""	"6"	""	"7"	""	"7"	""	"25"	""	"6"	""	""	""	""
"301"	"216"	""	"7"	""	"185"	""	"87"	""	"4"	""	"20"	""	"1"	""	"4"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"5"	""	"1"	""	"3"	""	"2"	""	"1"	""	"4"	""	""	""	""
"302"	"217"	""	"9"	""	"115"	""	"225"	""	"3"	""	"17"	""	"2"	""	"3"	""	"3"	""	"0"	""	"0"	""	"1"	""	"1"	""	"2"	""	"2"	""	"7"	""	"4"	""	"11"	""	"5"	""	""	""	""
"303"	"218"	""	"2"	""	"103"	""	"213"	""	"3"	""	"49"	""	"12"	""	"5"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"6"	""	"4"	""	"3"	""	"2"	""	"21"	""	"0"	""	""	""	""
"304"	"219"	""	"3"	""	"65"	""	"112"	""	"3"	""	"20"	""	"1"	""	"6"	""	"2"	""	"0"	""	"0"	""	"3"	""	"0"	""	"0"	""	"3"	""	"3"	""	"6"	""	"10"	""	"3"	""	""	""	""
"305"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"697"	""
"306"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"326"	""
"307"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"410"	""
"308"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"425"	""
"309"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"240"	""
"310"	"17"	""	""	"30"	""	"710"	""	"940"	""	"37"	""	"139"	""	"20"	""	"26"	""	"17"	""	"3"	""	"2"	""	"8"	""	"3"	""	"17"	""	"16"	""	"23"	""	"21"	""	"68"	""	"18"	""	"2098"	""
"311"	"TOTAL"	""	""	"1740"	""	"26182"	""	"55263"	""	"1987"	""	"3218"	""	"779"	""	"1029"	""	"724"	""	"194"	""	"794"	""	"668"	""	"346"	""	"1458"	""	"1584"	""	"1431"	""	"1376"	""	"2598"	""	"1268"	""	"102639"	""
"312"	"STAL BALL"	""	""	"0"	""	"91"	""	"211"	""	"2"	""	"8"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"8"	""	"0"	""	"0"	""	"0"	""	"0"	""	"13"	""	"0"	""	"334"	""
"313"	"RAND TOTA"	""	""	"1740"	""	"26273"	""	"55474"	""	"1989"	""	"3226"	""	"779"	""	"1029"	""	"725"	""	"194"	""	"794"	""	"668"	""	"354"	""	"1458"	""	"1584"	""	"1431"	""	"1376"	""	"2611"	""	"1268"	""	"102973"	""
