"fuokZpuksa..dk..l.apky.u..fu..e...1961"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"1"	"ºd kuwuh  fu; e  vkSj  vkns' kΩ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"i z: i  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"øfu; e  56xº2ΩºxΩnsf[ k, ¿"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"112&egkj kt xat   fo/kku  l Hkk  fuokZpu  {ks=  esa  fcgkj  fo/kku  l Hkk  d s  fy ; s  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"pÿ  l a0&01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"233"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"234"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"235"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"236"	"100"	"9"	"4"	"55"	"189"	"110"	"4"	"1"	"3"	"0"	"3"	"5"	"8"	"5"	"8"	"3"	"27"	"2"	"4"	"5"	"4"	"449"	""	"449"	""
"237"	"101"	"17"	"0"	"149"	"75"	"62"	"3"	"4"	"7"	"3"	"1"	"1"	"8"	"14"	"12"	"12"	"54"	"5"	"3"	"4"	"10"	"444"	""	"444"	""
"238"	"102"	"6"	"0"	"47"	"33"	"17"	"0"	"0"	"2"	"1"	"0"	"4"	"1"	"2"	"4"	"1"	"28"	"2"	"0"	"4"	"4"	"156"	""	"156"	""
"239"	"103"	"9"	"3"	"42"	"15"	"309"	"3"	"1"	"0"	"4"	"2"	"4"	"9"	"0"	"4"	"5"	"6"	"2"	"1"	"0"	"6"	"425"	""	"425"	""
"240"	"104"	"9"	"0"	"60"	"25"	"352"	"4"	"4"	"8"	"5"	"4"	"49"	"15"	"5"	"3"	"10"	"60"	"1"	"0"	"0"	"3"	"617"	""	"617"	""
"241"	"105"	"8"	"0"	"41"	"15"	"147"	"7"	"3"	"3"	"0"	"5"	"3"	"6"	"10"	"3"	"10"	"177"	"1"	"1"	"3"	"6"	"449"	""	"449"	""
"242"	"106"	"10"	"2"	"136"	"28"	"212"	"2"	"3"	"5"	"1"	"2"	"8"	"24"	"12"	"10"	"6"	"111"	"4"	"1"	"5"	"3"	"585"	""	"585"	""
"243"	"107"	"16"	"2"	"165"	"207"	"9"	"0"	"4"	"4"	"5"	"0"	"14"	"9"	"14"	"8"	"4"	"22"	"3"	"4"	"21"	"20"	"531"	""	"531"	""
"244"	"; ksx"	"84"	"11"	"695"	"587"	"1218"	"23"	"20"	"32"	"19"	"17"	"88"	"80"	"62"	"52"	"51"	"485"	"20"	"14"	"42"	"56"	"3656"	"0"	"3656"	"0"
"245"	"fi Nys pdzksa ds er ksa dk
; ksx"	"1655"	"551"	"19320"	"8477"	"3263"	"242"	"304"	"416"	"635"	"265"	"2082"	"693"	"761"	"901"	"1157"	"2930"	"1094"	"563"	"773"	"4678"	"50760"	"0"	"50760"	"0"
"246"	"dqy  ; ksx"	"1739"	"562"	"20015"	"9064"	"4481"	"265"	"324"	"448"	"654"	"282"	"2170"	"773"	"823"	"953"	"1208"	"3415"	"1114"	"577"	"815"	"4734"	"54416"	"0"	"54416"	"0"
"247"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"248"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"Page 14 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"250"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"251"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"Mk0 fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"252"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"253"	"108"	"20"	"11"	"367"	"79"	"7"	"3"	"2"	"3"	"5"	"3"	"7"	"4"	"1"	"4"	"22"	"18"	"6"	"3"	"4"	"125"	"694"	""	"694"	""
"254"	"109"	"34"	"7"	"296"	"39"	"22"	"4"	"3"	"6"	"4"	"3"	"37"	"19"	"15"	"16"	"16"	"16"	"5"	"4"	"17"	"35"	"598"	""	"598"	""
"255"	"110"	"88"	"5"	"296"	"196"	"9"	"4"	"3"	"14"	"2"	"3"	"6"	"9"	"6"	"6"	"7"	"9"	"41"	"18"	"20"	"47"	"789"	""	"789"	""
"256"	"111"	"68"	"8"	"309"	"27"	"35"	"0"	"0"	"3"	"0"	"0"	"8"	"1"	"0"	"1"	"6"	"2"	"5"	"5"	"14"	"23"	"515"	""	"515"	""
"257"	"112"	"11"	"1"	"210"	"39"	"8"	"3"	"3"	"4"	"2"	"1"	"5"	"6"	"2"	"3"	"6"	"3"	"32"	"13"	"27"	"9"	"388"	""	"388"	""
"258"	"113"	"10"	"2"	"185"	"26"	"15"	"0"	"2"	"4"	"2"	"1"	"2"	"5"	"7"	"14"	"4"	"12"	"11"	"6"	"54"	"25"	"387"	""	"387"	""
"259"	"114"	"26"	"4"	"335"	"89"	"16"	"2"	"5"	"7"	"3"	"2"	"4"	"5"	"8"	"11"	"2"	"8"	"20"	"10"	"27"	"42"	"626"	""	"626"	""
"260"	"115"	"36"	"15"	"350"	"137"	"24"	"5"	"9"	"17"	"2"	"3"	"11"	"3"	"6"	"8"	"10"	"18"	"11"	"16"	"22"	"8"	"711"	""	"711"	""
"261"	"; ksx"	"293"	"53"	"2348"	"632"	"136"	"21"	"27"	"58"	"20"	"16"	"80"	"52"	"45"	"63"	"73"	"86"	"131"	"75"	"185"	"314"	"4708"	"0"	"4708"	"0"
"262"	"fi Nys pdzksa ds er ksa dk
; ksx"	"1739"	"562"	"20015"	"9064"	"4481"	"265"	"324"	"448"	"654"	"282"	"2170"	"773"	"823"	"953"	"1208"	"3415"	"1114"	"577"	"815"	"4734"	"54416"	"0"	"54416"	"0"
"263"	"dqy  ; ksx"	"2032"	"615"	"22363"	"9696"	"4617"	"286"	"351"	"506"	"674"	"298"	"2250"	"825"	"868"	"1016"	"1281"	"3501"	"1245"	"652"	"1000"	"5048"	"59124"	"0"	"59124"	"0"
"264"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"265"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"266"	"Page 15 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"268"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"269"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"270"	"116"	"17"	"5"	"156"	"199"	"1"	"2"	"6"	"5"	"2"	"5"	"8"	"10"	"13"	"11"	"15"	"8"	"3"	"9"	"61"	"11"	"547"	""	"547"	""
"271"	"117"	"15"	"5"	"84"	"115"	"7"	"1"	"0"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"4"	"2"	"9"	"8"	"9"	"30"	"300"	""	"300"	""
"272"	"118"	"9"	"5"	"217"	"69"	"20"	"3"	"0"	"6"	"4"	"0"	"2"	"11"	"9"	"15"	"2"	"17"	"6"	"2"	"7"	"4"	"408"	""	"408"	""
"273"	"119"	"5"	"5"	"148"	"73"	"5"	"1"	"3"	"4"	"0"	"1"	"4"	"2"	"10"	"4"	"7"	"75"	"11"	"1"	"3"	"19"	"381"	""	"381"	""
"274"	"119d"	"5"	"3"	"158"	"90"	"4"	"2"	"2"	"2"	"0"	"3"	"1"	"4"	"4"	"8"	"2"	"68"	"2"	"4"	"7"	"6"	"375"	""	"375"	""
"275"	"120"	"15"	"0"	"65"	"125"	"4"	"3"	"3"	"7"	"0"	"1"	"8"	"2"	"2"	"8"	"12"	"12"	"12"	"7"	"8"	"42"	"336"	""	"336"	""
"276"	"121"	"2"	"3"	"108"	"63"	"14"	"0"	"2"	"2"	"1"	"2"	"11"	"7"	"4"	"7"	"11"	"17"	"2"	"1"	"7"	"13"	"277"	""	"277"	""
"277"	"122"	"8"	"0"	"149"	"62"	"6"	"2"	"1"	"11"	"2"	"2"	"4"	"4"	"8"	"18"	"5"	"11"	"1"	"1"	"8"	"8"	"311"	""	"311"	""
"278"	"; ksx"	"76"	"26"	"1085"	"796"	"61"	"14"	"17"	"39"	"11"	"15"	"39"	"42"	"52"	"72"	"58"	"210"	"46"	"33"	"110"	"133"	"2935"	"0"	"2935"	"0"
"279"	"fi Nys pdzksa ds er ksa dk
; ksx"	"2032"	"615"	"22363"	"9696"	"4617"	"286"	"351"	"506"	"674"	"298"	"2250"	"825"	"868"	"1016"	"1281"	"3501"	"1245"	"652"	"1000"	"5048"	"59124"	"0"	"59124"	"0"
"280"	"dqy  ; ksx"	"2108"	"641"	"23448"	"10492"	"4678"	"300"	"368"	"545"	"685"	"313"	"2289"	"867"	"920"	"1088"	"1339"	"3711"	"1291"	"685"	"1110"	"5181"	"62059"	"0"	"62059"	"0"
"281"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"282"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"283"	"Page 16 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"284"	"112&egkj kt xat   fo/kku  l Hkk  fuokZpu  {ks=  esa  fcgkj  fo/kku  l Hkk  d s  fy ; s  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"285"	"pÿ  l a0&17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"286"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"287"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"288"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"289"	"123"	"10"	"1"	"112"	"25"	"11"	"3"	"0"	"1"	"2"	"2"	"46"	"5"	"3"	"3"	"4"	"3"	"2"	"15"	"17"	"17"	"282"	""	"282"	""
"290"	"124"	"6"	"6"	"177"	"48"	"2"	"1"	"2"	"1"	"1"	"2"	"3"	"12"	"16"	"22"	"4"	"16"	"3"	"1"	"8"	"12"	"343"	""	"343"	""
"291"	"125"	"4"	"8"	"318"	"65"	"4"	"0"	"2"	"33"	"0"	"1"	"10"	"4"	"1"	"8"	"7"	"8"	"3"	"1"	"9"	"54"	"540"	""	"540"	""
"292"	"126"	"50"	"2"	"233"	"139"	"15"	"13"	"2"	"7"	"2"	"2"	"11"	"9"	"2"	"5"	"9"	"10"	"16"	"3"	"30"	"73"	"633"	""	"633"	""
"293"	"127"	"8"	"3"	"143"	"83"	"3"	"2"	"5"	"10"	"1"	"2"	"3"	"6"	"9"	"8"	"10"	"11"	"6"	"3"	"9"	"25"	"350"	""	"350"	""
"294"	"128"	"22"	"5"	"121"	"46"	"11"	"124"	"2"	"9"	"1"	"2"	"2"	"9"	"2"	"1"	"9"	"7"	"12"	"5"	"13"	"13"	"416"	""	"416"	""
"295"	"129"	"16"	"7"	"301"	"53"	"3"	"6"	"7"	"7"	"5"	"5"	"6"	"24"	"23"	"60"	"35"	"110"	"10"	"9"	"19"	"35"	"741"	""	"741"	""
"296"	"130"	"4"	"2"	"65"	"21"	"2"	"1"	"0"	"2"	"0"	"2"	"8"	"2"	"1"	"4"	"13"	"7"	"3"	"0"	"4"	"45"	"186"	""	"186"	""
"297"	"; ksx"	"120"	"34"	"1470"	"480"	"51"	"150"	"20"	"70"	"12"	"18"	"89"	"71"	"57"	"111"	"91"	"172"	"55"	"37"	"109"	"274"	"3491"	"0"	"3491"	"0"
"298"	"fi Nys pdzksa ds er ksa dk
; ksx"	"2108"	"641"	"23448"	"10492"	"4678"	"300"	"368"	"545"	"685"	"313"	"2289"	"867"	"920"	"1088"	"1339"	"3711"	"1291"	"685"	"1110"	"5181"	"62059"	"0"	"62059"	"0"
"299"	"dqy  ; ksx"	"2228"	"675"	"24918"	"10972"	"4729"	"450"	"388"	"615"	"697"	"331"	"2378"	"938"	"977"	"1199"	"1430"	"3883"	"1346"	"722"	"1219"	"5455"	"65550"	"0"	"65550"	"0"
"300"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"301"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"302"	"Page 17 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"303"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"304"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"305"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"306"	"131"	"22"	"8"	"202"	"67"	"6"	"8"	"2"	"3"	"4"	"1"	"5"	"9"	"5"	"2"	"18"	"43"	"3"	"2"	"1"	"47"	"458"	""	"458"	""
"307"	"132"	"1"	"3"	"163"	"189"	"5"	"1"	"1"	"18"	"0"	"0"	"2"	"2"	"2"	"4"	"1"	"8"	"2"	"0"	"6"	"6"	"414"	""	"414"	""
"308"	"133"	"18"	"7"	"276"	"79"	"38"	"0"	"1"	"6"	"3"	"0"	"6"	"4"	"3"	"3"	"6"	"11"	"10"	"2"	"8"	"7"	"488"	""	"488"	""
"309"	"134"	"9"	"1"	"235"	"49"	"7"	"2"	"1"	"6"	"1"	"1"	"17"	"7"	"4"	"6"	"12"	"20"	"8"	"15"	"6"	"4"	"411"	""	"411"	""
"310"	"135"	"12"	"6"	"187"	"106"	"46"	"4"	"4"	"10"	"1"	"5"	"20"	"10"	"10"	"8"	"7"	"17"	"6"	"6"	"2"	"7"	"474"	""	"474"	""
"311"	"136"	"7"	"3"	"192"	"62"	"13"	"2"	"4"	"60"	"6"	"1"	"15"	"14"	"10"	"18"	"18"	"34"	"3"	"3"	"7"	"16"	"488"	""	"488"	""
"312"	"137"	"5"	"7"	"234"	"159"	"10"	"2"	"4"	"16"	"2"	"5"	"41"	"16"	"28"	"23"	"17"	"44"	"5"	"7"	"92"	"10"	"727"	""	"727"	""
"313"	"138"	"1"	"0"	"252"	"25"	"4"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"2"	"2"	"293"	""	"293"	""
"314"	"; ksx"	"75"	"35"	"1741"	"736"	"129"	"19"	"18"	"120"	"17"	"13"	"107"	"62"	"64"	"65"	"79"	"177"	"38"	"35"	"124"	"99"	"3753"	"0"	"3753"	"0"
"315"	"fi Nys pdzksa ds er ksa dk
; ksx"	"2228"	"675"	"24918"	"10972"	"4729"	"450"	"388"	"615"	"697"	"331"	"2378"	"938"	"977"	"1199"	"1430"	"3883"	"1346"	"722"	"1219"	"5455"	"65550"	"0"	"65550"	"0"
"316"	"dqy  ; ksx"	"2303"	"710"	"26659"	"11708"	"4858"	"469"	"406"	"735"	"714"	"344"	"2485"	"1000"	"1041"	"1264"	"1509"	"4060"	"1384"	"757"	"1343"	"5554"	"69303"	"0"	"69303"	"0"
"317"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"Page 18 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"321"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"322"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"323"	"139"	"24"	"5"	"273"	"55"	"11"	"2"	"8"	"4"	"2"	"3"	"68"	"11"	"2"	"5"	"4"	"1"	"6"	"5"	"7"	"5"	"501"	""	"501"	""
"324"	"140"	"16"	"4"	"193"	"43"	"10"	"2"	"1"	"8"	"0"	"1"	"78"	"7"	"3"	"11"	"14"	"48"	"9"	"7"	"12"	"6"	"473"	""	"473"	""
"325"	"141"	"8"	"3"	"160"	"76"	"11"	"0"	"0"	"4"	"1"	"2"	"14"	"3"	"4"	"2"	"9"	"10"	"28"	"8"	"12"	"28"	"383"	""	"383"	""
"326"	"142"	"7"	"1"	"137"	"109"	"32"	"4"	"4"	"4"	"1"	"0"	"6"	"1"	"4"	"14"	"2"	"21"	"3"	"2"	"32"	"16"	"400"	""	"400"	""
"327"	"143"	"12"	"3"	"116"	"158"	"71"	"2"	"1"	"8"	"3"	"6"	"12"	"8"	"13"	"7"	"4"	"80"	"7"	"4"	"53"	"9"	"577"	""	"577"	""
"328"	"144"	"47"	"3"	"33"	"25"	"45"	"3"	"1"	"2"	"0"	"2"	"4"	"0"	"1"	"0"	"0"	"2"	"2"	"9"	"31"	"1"	"211"	""	"211"	""
"329"	"145"	"6"	"2"	"87"	"59"	"8"	"1"	"4"	"16"	"4"	"0"	"28"	"13"	"11"	"19"	"11"	"14"	"8"	"7"	"187"	"29"	"514"	""	"514"	""
"330"	"146"	"6"	"1"	"100"	"62"	"8"	"0"	"2"	"14"	"4"	"3"	"25"	"4"	"3"	"14"	"7"	"12"	"6"	"4"	"113"	"5"	"393"	""	"393"	""
"331"	"; ksx"	"126"	"22"	"1099"	"587"	"196"	"14"	"21"	"60"	"15"	"17"	"235"	"47"	"41"	"72"	"51"	"188"	"69"	"46"	"447"	"99"	"3452"	"0"	"3452"	"0"
"332"	"fi Nys pdzksa ds er ksa dk
; ksx"	"2303"	"710"	"26659"	"11708"	"4858"	"469"	"406"	"735"	"714"	"344"	"2485"	"1000"	"1041"	"1264"	"1509"	"4060"	"1384"	"757"	"1343"	"5554"	"69303"	"0"	"69303"	"0"
"333"	"dqy  ; ksx"	"2429"	"732"	"27758"	"12295"	"5054"	"483"	"427"	"795"	"729"	"361"	"2720"	"1047"	"1082"	"1336"	"1560"	"4248"	"1453"	"803"	"1790"	"5653"	"72755"	"0"	"72755"	"0"
"334"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"335"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"336"	"Page 19 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"337"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"338"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"339"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"340"	"147"	"8"	"0"	"146"	"44"	"92"	"3"	"1"	"7"	"2"	"2"	"12"	"6"	"7"	"10"	"1"	"8"	"1"	"1"	"20"	"6"	"377"	""	"377"	""
"341"	"148"	"3"	"1"	"31"	"71"	"12"	"0"	"1"	"6"	"4"	"2"	"11"	"1"	"5"	"1"	"7"	"7"	"1"	"1"	"39"	"5"	"209"	""	"209"	""
"342"	"149"	"8"	"5"	"172"	"61"	"4"	"2"	"2"	"6"	"2"	"1"	"3"	"3"	"7"	"11"	"2"	"10"	"6"	"4"	"13"	"10"	"332"	""	"332"	""
"343"	"150"	"5"	"4"	"127"	"66"	"11"	"1"	"0"	"3"	"1"	"1"	"5"	"7"	"9"	"3"	"17"	"152"	"5"	"1"	"0"	"8"	"426"	""	"426"	""
"344"	"150d"	"11"	"3"	"195"	"34"	"44"	"1"	"3"	"3"	"1"	"5"	"11"	"4"	"7"	"21"	"11"	"17"	"2"	"0"	"14"	"14"	"401"	""	"401"	""
"345"	"151"	"13"	"3"	"112"	"108"	"21"	"1"	"1"	"11"	"4"	"3"	"3"	"5"	"13"	"13"	"4"	"16"	"11"	"7"	"33"	"24"	"406"	""	"406"	""
"346"	"152"	"5"	"0"	"75"	"36"	"88"	"2"	"3"	"4"	"0"	"1"	"1"	"6"	"2"	"1"	"2"	"9"	"4"	"2"	"3"	"6"	"250"	""	"250"	""
