"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of electors in Assembly Constituency/Segment:-243655"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"ROUND  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 187-MANER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"308"	"Till Last Total :-"	"14693"	"31300"	"1856"	"671"	"202"	"217"	"89"	"96"	"134"	"303"	"133"	"2143"	"374"	"343"	"996"	"1084"	"54634"	"0"	"54634"	"0"
"309"	"Grand Total
:-"	"17933"	"33849"	"1948"	"746"	"215"	"237"	"96"	"107"	"147"	"400"	"149"	"2243"	"410"	"366"	"1058"	"1192"	"61096"	"0"	"61096"	"0"
"310"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"311"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"312"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"313"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"314"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"315"	"ROUND  12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"316"	"Total No. of electors in Assembly Constituency/Segment:-243655"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"317"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 187-MANER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"319"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"320"	"155"	"83"	"335"	"79"	"4"	"4"	"4"	"2"	"0"	"4"	"2"	"5"	"4"	"3"	"6"	"15"	"11"	"561"	"0"	"561"	"0"
"321"	"156"	"1"	"297"	"36"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"18"	"5"	"360"	"0"	"360"	"0"
"322"	"157"	"23"	"184"	"5"	"13"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"5"	"0"	"236"	"0"	"236"	"0"
"323"	"158"	"133"	"105"	"50"	"6"	"7"	"2"	"0"	"1"	"4"	"13"	"2"	"72"	"3"	"3"	"5"	"6"	"412"	"0"	"412"	"0"
"324"	"159"	"36"	"269"	"18"	"3"	"1"	"2"	"2"	"2"	"0"	"4"	"1"	"14"	"6"	"0"	"3"	"0"	"361"	"0"	"361"	"0"
"325"	"160"	"96"	"76"	"47"	"39"	"2"	"1"	"1"	"0"	"4"	"10"	"2"	"13"	"6"	"1"	"1"	"4"	"303"	"0"	"303"	"0"
"326"	"161"	"33"	"407"	"9"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"14"	"7"	"476"	"0"	"476"	"0"
"327"	"162"	"34"	"327"	"8"	"1"	"1"	"1"	"0"	"1"	"3"	"0"	"0"	"2"	"0"	"1"	"3"	"5"	"387"	"0"	"387"	"0"
"328"	"163"	"259"	"100"	"12"	"3"	"2"	"0"	"1"	"0"	"0"	"4"	"0"	"2"	"1"	"2"	"4"	"7"	"397"	"0"	"397"	"0"
"329"	"164"	"293"	"61"	"10"	"4"	"5"	"0"	"2"	"2"	"2"	"7"	"0"	"2"	"1"	"0"	"2"	"4"	"395"	"0"	"395"	"0"
"330"	"165"	"311"	"130"	"66"	"59"	"3"	"2"	"0"	"5"	"2"	"6"	"3"	"14"	"4"	"2"	"11"	"11"	"629"	"0"	"629"	"0"
"331"	"166"	"97"	"310"	"14"	"2"	"2"	"1"	"0"	"1"	"0"	"4"	"2"	"19"	"5"	"5"	"13"	"5"	"480"	"0"	"480"	"0"
"332"	"167"	"157"	"70"	"9"	"14"	"2"	"1"	"0"	"1"	"2"	"2"	"2"	"5"	"1"	"3"	"8"	"6"	"283"	"0"	"283"	"0"
"333"	"168"	"116"	"107"	"22"	"8"	"2"	"1"	"1"	"1"	"4"	"2"	"0"	"2"	"0"	"1"	"1"	"5"	"273"	"0"	"273"	"0"
"334"	"Total :-"	"1672"	"2778"	"385"	"157"	"33"	"16"	"10"	"14"	"28"	"56"	"17"	"149"	"31"	"28"	"103"	"76"	"5553"	"0"	"5553"	"0"
"335"	"Till Last Total :-"	"17933"	"33849"	"1948"	"746"	"215"	"237"	"96"	"107"	"147"	"400"	"149"	"2243"	"410"	"366"	"1058"	"1192"	"61096"	"0"	"61096"	"0"
"336"	"Grand Total
:-"	"19605"	"36627"	"2333"	"903"	"248"	"253"	"106"	"121"	"175"	"456"	"166"	"2392"	"441"	"394"	"1161"	"1268"	"66649"	"0"	"66649"	"0"
"337"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"338"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"339"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"340"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"342"	"ROUND  13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"343"	"Total No. of electors in Assembly Constituency/Segment:-243655"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"344"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 187-MANER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"345"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"346"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"347"	"169"	"9"	"187"	"4"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"208"	"0"	"208"	"0"
"348"	"170"	"181"	"246"	"8"	"1"	"0"	"1"	"0"	"1"	"0"	"25"	"2"	"1"	"0"	"2"	"9"	"16"	"493"	"0"	"493"	"0"
"349"	"171"	"134"	"141"	"17"	"0"	"0"	"2"	"0"	"0"	"0"	"4"	"0"	"9"	"1"	"0"	"0"	"1"	"309"	"0"	"309"	"0"
"350"	"172"	"56"	"218"	"14"	"3"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"2"	"3"	"2"	"0"	"302"	"0"	"302"	"0"
"351"	"173"	"6"	"595"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"611"	"0"	"611"	"0"
"352"	"174"	"99"	"431"	"6"	"0"	"3"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"1"	"0"	"8"	"10"	"563"	"0"	"563"	"0"
"353"	"175"	"1"	"211"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"216"	"0"	"216"	"0"
"354"	"176"	"130"	"25"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"0"	"2"	"1"	"1"	"0"	"3"	"170"	"0"	"170"	"0"
"355"	"177"	"321"	"4"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"335"	"0"	"335"	"0"
"356"	"178"	"235"	"309"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"5"	"555"	"0"	"555"	"0"
"357"	"179"	"233"	"129"	"18"	"12"	"4"	"3"	"1"	"0"	"0"	"15"	"1"	"13"	"8"	"8"	"3"	"6"	"454"	"0"	"454"	"0"
"358"	"180"	"161"	"439"	"12"	"6"	"0"	"3"	"0"	"0"	"1"	"5"	"2"	"14"	"2"	"5"	"11"	"11"	"672"	"0"	"672"	"0"
"359"	"181"	"457"	"56"	"6"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"6"	"0"	"0"	"2"	"4"	"534"	"0"	"534"	"0"
"360"	"182"	"305"	"69"	"5"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"0"	"2"	"1"	"1"	"2"	"3"	"393"	"0"	"393"	"0"
"361"	"Total :-"	"2328"	"3060"	"105"	"25"	"9"	"10"	"3"	"5"	"5"	"57"	"5"	"52"	"17"	"21"	"50"	"63"	"5815"	"0"	"5815"	"0"
"362"	"Till Last Total :-"	"19605"	"36627"	"2333"	"903"	"248"	"253"	"106"	"121"	"175"	"456"	"166"	"2392"	"441"	"394"	"1161"	"1268"	"66649"	"0"	"66649"	"0"
"363"	"Grand Total
:-"	"21933"	"39687"	"2438"	"928"	"257"	"263"	"109"	"126"	"180"	"513"	"171"	"2444"	"458"	"415"	"1211"	"1331"	"72464"	"0"	"72464"	"0"
"364"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"365"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"366"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"367"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"368"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"369"	"ROUND  14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"370"	"Total No. of electors in Assembly Constituency/Segment:-243655"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"371"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 187-MANER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"372"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"373"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"374"	"183"	"222"	"56"	"9"	"4"	"6"	"2"	"0"	"1"	"2"	"5"	"3"	"33"	"4"	"0"	"2"	"6"	"355"	"0"	"355"	"0"
"375"	"184"	"136"	"304"	"5"	"60"	"1"	"2"	"0"	"1"	"1"	"5"	"0"	"14"	"4"	"7"	"13"	"6"	"559"	"0"	"559"	"0"
"376"	"185"	"234"	"38"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"0"	"1"	"0"	"290"	"0"	"290"	"0"
"377"	"186"	"219"	"255"	"9"	"1"	"1"	"1"	"1"	"0"	"2"	"0"	"2"	"4"	"1"	"2"	"7"	"4"	"509"	"0"	"509"	"0"
"378"	"187"	"32"	"386"	"7"	"3"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"14"	"3"	"1"	"9"	"8"	"465"	"0"	"465"	"0"
"379"	"188"	"248"	"345"	"10"	"3"	"2"	"1"	"0"	"2"	"0"	"2"	"1"	"3"	"1"	"0"	"1"	"2"	"621"	"0"	"621"	"0"
"380"	"189"	"329"	"185"	"14"	"27"	"2"	"0"	"0"	"0"	"1"	"12"	"0"	"2"	"6"	"2"	"17"	"8"	"605"	"0"	"605"	"0"
"381"	"190"	"384"	"179"	"5"	"1"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"7"	"1"	"6"	"7"	"7"	"601"	"0"	"601"	"0"
"382"	"191"	"274"	"57"	"7"	"29"	"0"	"0"	"1"	"2"	"2"	"5"	"3"	"15"	"4"	"3"	"0"	"6"	"408"	"0"	"408"	"0"
"383"	"192"	"85"	"368"	"7"	"4"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"1"	"2"	"2"	"474"	"0"	"474"	"0"
"384"	"193"	"205"	"34"	"6"	"51"	"0"	"1"	"2"	"2"	"3"	"7"	"6"	"59"	"11"	"5"	"4"	"16"	"412"	"0"	"412"	"0"
"385"	"194"	"131"	"338"	"19"	"6"	"6"	"5"	"1"	"2"	"2"	"5"	"2"	"40"	"2"	"8"	"14"	"15"	"596"	"0"	"596"	"0"
"386"	"195"	"202"	"170"	"20"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"29"	"1"	"0"	"1"	"4"	"430"	"0"	"430"	"0"
"387"	"196"	"171"	"72"	"4"	"1"	"0"	"2"	"1"	"0"	"0"	"2"	"2"	"5"	"0"	"2"	"1"	"4"	"267"	"0"	"267"	"0"
"388"	"Total :-"	"2872"	"2787"	"132"	"193"	"21"	"17"	"7"	"12"	"13"	"44"	"19"	"230"	"41"	"37"	"79"	"88"	"6592"	"0"	"6592"	"0"
"389"	"Till Last Total :-"	"21933"	"39687"	"2438"	"928"	"257"	"263"	"109"	"126"	"180"	"513"	"171"	"2444"	"458"	"415"	"1211"	"1331"	"72464"	"0"	"72464"	"0"
"390"	"Grand Total
:-"	"24805"	"42474"	"2570"	"1121"	"278"	"280"	"116"	"138"	"193"	"557"	"190"	"2674"	"499"	"452"	"1290"	"1419"	"79056"	"0"	"79056"	"0"
"391"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"392"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"393"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"394"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"395"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"396"	"ROUND  15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"397"	"Total No. of electors in Assembly Constituency/Segment:-243655"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"398"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 187-MANER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"399"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"400"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"401"	"197"	"253"	"195"	"8"	"13"	"1"	"0"	"2"	"1"	"0"	"2"	"1"	"9"	"1"	"1"	"0"	"1"	"488"	"0"	"488"	"0"
"402"	"198"	"138"	"239"	"21"	"87"	"3"	"5"	"2"	"0"	"3"	"5"	"5"	"21"	"8"	"2"	"4"	"9"	"552"	"0"	"552"	"0"
"403"	"199"	"197"	"105"	"7"	"4"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"7"	"5"	"1"	"1"	"5"	"336"	"0"	"336"	"0"
"404"	"200"	"193"	"234"	"22"	"0"	"0"	"4"	"3"	"1"	"0"	"4"	"1"	"4"	"2"	"0"	"1"	"2"	"471"	"0"	"471"	"0"
"405"	"201"	"207"	"259"	"11"	"2"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"2"	"2"	"2"	"2"	"4"	"495"	"0"	"495"	"0"
"406"	"202"	"63"	"211"	"5"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"6"	"0"	"1"	"3"	"1"	"294"	"0"	"294"	"0"
"407"	"203"	"247"	"110"	"21"	"16"	"2"	"4"	"0"	"0"	"1"	"3"	"2"	"42"	"6"	"1"	"4"	"11"	"470"	"0"	"470"	"0"
"408"	"204"	"155"	"160"	"25"	"18"	"7"	"1"	"2"	"7"	"2"	"13"	"3"	"120"	"15"	"4"	"4"	"21"	"557"	"0"	"557"	"0"
"409"	"205"	"178"	"100"	"18"	"43"	"2"	"5"	"3"	"2"	"1"	"6"	"4"	"109"	"15"	"3"	"5"	"6"	"500"	"0"	"500"	"0"
"410"	"206"	"297"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"15"	"0"	"0"	"0"	"2"	"326"	"0"	"326"	"0"
"411"	"207"	"33"	"439"	"19"	"5"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"13"	"3"	"2"	"4"	"5"	"524"	"0"	"524"	"0"
"412"	"208"	"96"	"171"	"14"	"1"	"1"	"2"	"1"	"0"	"1"	"2"	"1"	"25"	"3"	"0"	"5"	"6"	"329"	"0"	"329"	"0"
"413"	"209"	"48"	"362"	"32"	"10"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"4"	"2"	"1"	"5"	"4"	"471"	"0"	"471"	"0"
"414"	"210"	"191"	"7"	"4"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"3"	"1"	"0"	"0"	"3"	"213"	"0"	"213"	"0"
"415"	"Total :-"	"2296"	"2601"	"209"	"201"	"18"	"25"	"13"	"11"	"11"	"43"	"19"	"380"	"63"	"18"	"38"	"80"	"6026"	"0"	"6026"	"0"
"416"	"Till Last Total :-"	"24805"	"42474"	"2570"	"1121"	"278"	"280"	"116"	"138"	"193"	"557"	"190"	"2674"	"499"	"452"	"1290"	"1419"	"79056"	"0"	"79056"	"0"
"417"	"Grand Total
:-"	"27101"	"45075"	"2779"	"1322"	"296"	"305"	"129"	"149"	"204"	"600"	"209"	"3054"	"562"	"470"	"1328"	"1499"	"85082"	"0"	"85082"	"0"
"418"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"419"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"420"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"421"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"422"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"423"	"ROUND  16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"424"	"Total No. of electors in Assembly Constituency/Segment:-243655"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"425"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 187-MANER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"426"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"427"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"428"	"211"	"1"	"70"	"8"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"82"	"0"	"82"	"0"
"429"	"212"	"266"	"120"	"10"	"14"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"14"	"0"	"1"	"2"	"6"	"435"	"0"	"435"	"0"
"430"	"213"	"198"	"180"	"6"	"18"	"1"	"0"	"1"	"0"	"0"	"2"	"2"	"24"	"7"	"4"	"8"	"10"	"461"	"0"	"461"	"0"
"431"	"214"	"127"	"239"	"30"	"0"	"3"	"2"	"0"	"0"	"2"	"8"	"0"	"32"	"2"	"4"	"5"	"4"	"458"	"0"	"458"	"0"
"432"	"215"	"99"	"371"	"15"	"3"	"0"	"2"	"1"	"0"	"0"	"6"	"1"	"1"	"1"	"2"	"13"	"8"	"523"	"0"	"523"	"0"
"433"	"216"	"23"	"229"	"27"	"1"	"0"	"1"	"0"	"1"	"1"	"19"	"1"	"2"	"0"	"0"	"0"	"0"	"305"	"0"	"305"	"0"
"434"	"217"	"62"	"319"	"10"	"16"	"1"	"3"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"4"	"8"	"427"	"0"	"427"	"0"
"435"	"218"	"191"	"41"	"0"	"1"	"1"	"2"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"1"	"0"	"4"	"246"	"0"	"246"	"0"
"436"	"219"	"151"	"163"	"10"	"5"	"2"	"3"	"1"	"1"	"0"	"3"	"1"	"23"	"6"	"4"	"3"	"14"	"390"	"0"	"390"	"0"
"437"	"220"	"22"	"247"	"10"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"285"	"0"	"285"	"0"
"438"	"221"	"189"	"48"	"3"	"15"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"8"	"3"	"1"	"2"	"6"	"276"	"0"	"276"	"0"
"439"	"222"	"102"	"101"	"1"	"5"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"2"	"0"	"3"	"222"	"0"	"222"	"0"
"440"	"223"	"240"	"123"	"10"	"6"	"2"	"1"	"1"	"1"	"0"	"0"	"1"	"10"	"3"	"0"	"1"	"17"	"416"	"0"	"416"	"0"
"441"	"224"	"122"	"129"	"9"	"5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"5"	"1"	"0"	"3"	"5"	"281"	"0"	"281"	"0"
"442"	"Total :-"	"1793"	"2380"	"149"	"90"	"14"	"15"	"5"	"4"	"5"	"45"	"7"	"125"	"26"	"19"	"45"	"85"	"4807"	"0"	"4807"	"0"
"443"	"Till Last Total :-"	"27101"	"45075"	"2779"	"1322"	"296"	"305"	"129"	"149"	"204"	"600"	"209"	"3054"	"562"	"470"	"1328"	"1499"	"85082"	"0"	"85082"	"0"
"444"	"Grand Total
:-"	"28894"	"47455"	"2928"	"1412"	"310"	"320"	"134"	"153"	"209"	"645"	"216"	"3179"	"588"	"489"	"1373"	"1584"	"89889"	"0"	"89889"	"0"
"445"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"446"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"447"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"448"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"449"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"450"	"ROUND  17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"451"	"Total No. of electors in Assembly Constituency/Segment:-243655"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"452"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 187-MANER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"453"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"454"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"455"	"225"	"92"	"141"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"2"	"248"	"0"	"248"	"0"
"456"	"226"	"219"	"142"	"7"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"17"	"2"	"1"	"2"	"6"	"398"	"0"	"398"	"0"
"457"	"227"	"178"	"114"	"15"	"1"	"0"	"0"	"1"	"0"	"1"	"3"	"0"	"3"	"2"	"4"	"2"	"14"	"338"	"0"	"338"	"0"
"458"	"228"	"85"	"86"	"9"	"1"	"1"	"2"	"1"	"0"	"2"	"2"	"1"	"15"	"5"	"4"	"2"	"3"	"219"	"0"	"219"	"0"
"459"	"229"	"151"	"69"	"7"	"10"	"2"	"1"	"0"	"0"	"1"	"2"	"0"	"14"	"1"	"4"	"0"	"5"	"267"	"0"	"267"	"0"
"460"	"230"	"165"	"132"	"7"	"1"	"3"	"2"	"0"	"0"	"4"	"5"	"0"	"54"	"5"	"0"	"5"	"9"	"392"	"0"	"392"	"0"
