"er.nku.dsUnz.l.a....k"	"mEehnokj..ds.Ik.k.esa.Mkys.x..s.oS....er.ksa.dh.l.a....k"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"dqy..oS....er.i.."	"j.Ì..er.ksa.dh.l.a....k"	"X..ksx"	"fufonÙk.er.ksa.dh.l.a....k"
"213"	"151"	"160"	"144"	"39"	"29"	"37"	"0"	"4"	"20"	"2"	"0"	"2"	"0"	"3"	"3"	"2"	"14"	"6"	"0"	"1"	"1"	"1"	"3"	"471"	"0"	"471"	"0"
"214"	"152"	"120"	"48"	"10"	"9"	"12"	"1"	"1"	"8"	"2"	"0"	"1"	"0"	"0"	"1"	"2"	"3"	"3"	"0"	"1"	"0"	"0"	"0"	"222"	"0"	"222"	"0"
"215"	"153"	"24"	"143"	"28"	"6"	"28"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"6"	"5"	"6"	"4"	"2"	"3"	"3"	"263"	"0"	"263"	"0"
"216"	"154"	"115"	"181"	"20"	"2"	"32"	"2"	"1"	"36"	"4"	"3"	"0"	"0"	"1"	"2"	"3"	"0"	"5"	"2"	"0"	"1"	"0"	"1"	"411"	"0"	"411"	"0"
"217"	"l hV dk
; ksx"	"2260"	"2107"	"628"	"133"	"363"	"19"	"24"	"502"	"48"	"20"	"23"	"13"	"30"	"77"	"58"	"174"	"135"	"64"	"39"	"33"	"24"	"39"	"6813"	"0"	"6813"	"0"
"218"	"d qy  &"	"22981"	"21780"	"4208"	"1757"	"5563"	"258"	"254"	"5367"	"592"	"342"	"263"	"193"	"818"	"833"	"548"	"1392"	"1284"	"680"	"340"	"531"	"311"	"593"	"70888"	"0"	"70888"	"0"
"219"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"220"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"221"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"222"	"i woZ  dk
; ksx&"	"22981"	"21780"	"4208"	"1757"	"5563"	"258"	"254"	"5367"	"592"	"342"	"263"	"193"	"818"	"833"	"548"	"1392"	"1284"	"680"	"340"	"531"	"311"	"593"	"70888"	"0"	"70888"	"0"
"223"	"155"	"108"	"181"	"16"	"0"	"4"	"0"	"1"	"16"	"4"	"1"	"0"	"0"	"0"	"0"	"1"	"9"	"6"	"8"	"0"	"1"	"0"	"3"	"359"	"0"	"359"	"0"
"224"	"156"	"11"	"225"	"9"	"1"	"16"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"2"	"0"	"2"	"0"	"0"	"271"	"0"	"271"	"0"
"225"	"157"	"32"	"130"	"65"	"2"	"95"	"5"	"4"	"3"	"4"	"9"	"3"	"1"	"0"	"3"	"7"	"5"	"4"	"8"	"4"	"5"	"2"	"5"	"396"	"0"	"396"	"0"
"226"	"158"	"289"	"111"	"19"	"9"	"11"	"2"	"0"	"30"	"6"	"1"	"2"	"1"	"1"	"7"	"9"	"20"	"7"	"0"	"0"	"2"	"0"	"1"	"528"	"0"	"528"	"0"
"227"	"159"	"120"	"67"	"20"	"6"	"19"	"1"	"1"	"46"	"3"	"1"	"1"	"1"	"5"	"3"	"3"	"20"	"13"	"10"	"2"	"6"	"2"	"15"	"365"	"0"	"365"	"0"
"228"	"160"	"168"	"216"	"37"	"1"	"12"	"0"	"2"	"27"	"2"	"1"	"1"	"1"	"1"	"3"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"3"	"479"	"0"	"479"	"0"
"229"	"161"	"272"	"45"	"6"	"4"	"2"	"1"	"0"	"11"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"3"	"2"	"0"	"0"	"1"	"1"	"2"	"354"	"0"	"354"	"0"
"230"	"162"	"200"	"47"	"29"	"7"	"19"	"0"	"1"	"31"	"4"	"2"	"0"	"1"	"0"	"26"	"1"	"6"	"1"	"0"	"0"	"0"	"0"	"1"	"376"	"0"	"376"	"0"
"231"	"163"	"191"	"133"	"8"	"2"	"9"	"1"	"0"	"22"	"2"	"1"	"1"	"0"	"1"	"15"	"5"	"11"	"9"	"4"	"0"	"1"	"3"	"1"	"420"	"0"	"420"	"0"
"232"	"164"	"70"	"56"	"44"	"6"	"14"	"2"	"1"	"20"	"1"	"0"	"0"	"0"	"2"	"3"	"2"	"4"	"2"	"0"	"2"	"1"	"1"	"1"	"232"	"0"	"232"	"0"
"233"	"165"	"183"	"53"	"23"	"4"	"39"	"1"	"0"	"40"	"5"	"0"	"0"	"1"	"1"	"3"	"2"	"4"	"8"	"1"	"1"	"2"	"3"	"3"	"377"	"0"	"377"	"0"
"234"	"166"	"208"	"74"	"26"	"5"	"37"	"1"	"2"	"62"	"3"	"2"	"0"	"0"	"0"	"5"	"5"	"5"	"11"	"3"	"1"	"6"	"2"	"6"	"464"	"0"	"464"	"0"
"235"	"167"	"186"	"67"	"37"	"14"	"5"	"1"	"1"	"26"	"5"	"2"	"0"	"1"	"0"	"2"	"3"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"357"	"0"	"357"	"0"
"236"	"168"	"90"	"38"	"19"	"25"	"4"	"0"	"1"	"12"	"1"	"0"	"0"	"2"	"2"	"1"	"0"	"1"	"6"	"3"	"2"	"0"	"1"	"3"	"211"	"0"	"211"	"0"
"237"	"l hV dk
; ksx"	"2128"	"1443"	"358"	"86"	"286"	"15"	"14"	"346"	"43"	"20"	"8"	"9"	"15"	"73"	"38"	"92"	"75"	"41"	"12"	"28"	"15"	"44"	"5189"	"0"	"5189"	"0"
"238"	"d qy  &"	"25109"	"23223"	"4566"	"1843"	"5849"	"273"	"268"	"5713"	"635"	"362"	"271"	"202"	"833"	"906"	"586"	"1484"	"1359"	"721"	"352"	"559"	"326"	"637"	"76077"	"0"	"76077"	"0"
"239"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"240"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"241"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"242"	"i woZ  dk
; ksx&"	"25109"	"23223"	"4566"	"1843"	"5849"	"273"	"268"	"5713"	"635"	"362"	"271"	"202"	"833"	"906"	"586"	"1484"	"1359"	"721"	"352"	"559"	"326"	"637"	"76077"	"0"	"76077"	"0"
"243"	"169"	"87"	"220"	"4"	"2"	"14"	"0"	"0"	"15"	"3"	"4"	"5"	"6"	"0"	"8"	"9"	"31"	"5"	"9"	"1"	"0"	"0"	"1"	"424"	"0"	"424"	"0"
"244"	"170"	"200"	"219"	"10"	"3"	"10"	"0"	"3"	"53"	"4"	"0"	"4"	"1"	"5"	"4"	"14"	"17"	"45"	"22"	"10"	"16"	"8"	"14"	"662"	"0"	"662"	"0"
"245"	"171"	"111"	"168"	"9"	"4"	"4"	"2"	"0"	"29"	"3"	"1"	"0"	"1"	"1"	"4"	"2"	"5"	"5"	"6"	"2"	"3"	"3"	"3"	"366"	"0"	"366"	"0"
"246"	"172"	"280"	"320"	"23"	"16"	"12"	"1"	"0"	"15"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"7"	"2"	"1"	"0"	"2"	"0"	"2"	"685"	"0"	"685"	"0"
"247"	"173"	"248"	"348"	"23"	"5"	"27"	"2"	"3"	"42"	"5"	"0"	"0"	"1"	"1"	"3"	"6"	"17"	"6"	"5"	"3"	"4"	"1"	"3"	"753"	"0"	"753"	"0"
"248"	"174"	"106"	"62"	"6"	"5"	"16"	"0"	"1"	"29"	"1"	"3"	"1"	"0"	"0"	"3"	"4"	"16"	"9"	"3"	"0"	"1"	"0"	"0"	"266"	"0"	"266"	"0"
"249"	"175"	"155"	"97"	"54"	"4"	"67"	"1"	"2"	"40"	"6"	"1"	"2"	"1"	"0"	"5"	"0"	"5"	"3"	"1"	"1"	"2"	"1"	"0"	"448"	"0"	"448"	"0"
"250"	"176"	"150"	"208"	"9"	"10"	"46"	"3"	"1"	"48"	"2"	"3"	"1"	"2"	"4"	"7"	"6"	"5"	"4"	"7"	"2"	"0"	"1"	"3"	"522"	"0"	"522"	"0"
"251"	"177"	"96"	"29"	"23"	"6"	"16"	"0"	"1"	"35"	"2"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"217"	"0"	"217"	"0"
"252"	"178"	"115"	"151"	"31"	"3"	"9"	"0"	"1"	"14"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"7"	"2"	"1"	"0"	"2"	"2"	"340"	"0"	"340"	"0"
"253"	"179"	"85"	"160"	"8"	"3"	"60"	"2"	"1"	"14"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"6"	"5"	"6"	"0"	"5"	"1"	"1"	"361"	"0"	"361"	"0"
"254"	"180"	"280"	"136"	"9"	"2"	"57"	"2"	"0"	"34"	"2"	"3"	"2"	"1"	"1"	"2"	"4"	"11"	"6"	"3"	"0"	"1"	"1"	"1"	"558"	"0"	"558"	"0"
"255"	"181"	"191"	"215"	"14"	"15"	"42"	"0"	"0"	"36"	"6"	"3"	"3"	"1"	"1"	"5"	"8"	"13"	"7"	"6"	"3"	"4"	"4"	"7"	"584"	"0"	"584"	"0"
"256"	"182"	"178"	"27"	"6"	"1"	"30"	"1"	"0"	"19"	"3"	"1"	"2"	"1"	"2"	"2"	"1"	"3"	"6"	"0"	"0"	"1"	"0"	"1"	"285"	"0"	"285"	"0"
"257"	"l hV dk
; ksx"	"2282"	"2360"	"229"	"79"	"410"	"14"	"13"	"423"	"39"	"21"	"21"	"17"	"15"	"47"	"57"	"137"	"112"	"73"	"23"	"39"	"22"	"38"	"6471"	"0"	"6471"	"0"
"258"	"d qy  &"	"27391"	"25583"	"4795"	"1922"	"6259"	"287"	"281"	"6136"	"674"	"383"	"292"	"219"	"848"	"953"	"643"	"1621"	"1471"	"794"	"375"	"598"	"348"	"675"	"82548"	"0"	"82548"	"0"
"259"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"260"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"261"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"262"	"i woZ  dk
; ksx&"	"27391"	"25583"	"4795"	"1922"	"6259"	"287"	"281"	"6136"	"674"	"383"	"292"	"219"	"848"	"953"	"643"	"1621"	"1471"	"794"	"375"	"598"	"348"	"675"	"82548"	"0"	"82548"	"0"
"263"	"183"	"166"	"97"	"9"	"6"	"96"	"8"	"1"	"57"	"3"	"2"	"3"	"4"	"4"	"0"	"4"	"8"	"8"	"3"	"0"	"0"	"2"	"4"	"485"	"0"	"485"	"0"
"264"	"184"	"470"	"50"	"7"	"0"	"42"	"1"	"0"	"39"	"4"	"1"	"1"	"0"	"2"	"4"	"7"	"18"	"15"	"5"	"0"	"2"	"2"	"4"	"674"	"0"	"674"	"0"
"265"	"185"	"287"	"120"	"17"	"3"	"38"	"2"	"2"	"22"	"4"	"0"	"2"	"1"	"0"	"2"	"2"	"24"	"9"	"5"	"2"	"1"	"3"	"3"	"549"	"0"	"549"	"0"
"266"	"186"	"68"	"178"	"6"	"13"	"121"	"4"	"1"	"11"	"1"	"0"	"3"	"2"	"1"	"1"	"1"	"2"	"11"	"13"	"1"	"10"	"6"	"9"	"463"	"0"	"463"	"0"
"267"	"187"	"45"	"47"	"5"	"55"	"33"	"1"	"2"	"14"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"2"	"3"	"4"	"2"	"2"	"2"	"2"	"223"	"0"	"223"	"0"
"268"	"188"	"197"	"142"	"32"	"3"	"64"	"3"	"0"	"56"	"3"	"3"	"4"	"2"	"3"	"4"	"1"	"5"	"11"	"8"	"2"	"2"	"1"	"6"	"552"	"0"	"552"	"0"
"269"	"189"	"214"	"112"	"16"	"3"	"82"	"5"	"1"	"27"	"4"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"5"	"1"	"0"	"2"	"0"	"0"	"477"	"0"	"477"	"0"
"270"	"190"	"31"	"63"	"6"	"9"	"149"	"8"	"1"	"7"	"0"	"2"	"0"	"1"	"2"	"1"	"1"	"5"	"2"	"1"	"2"	"3"	"2"	"8"	"304"	"0"	"304"	"0"
"271"	"191"	"214"	"89"	"8"	"6"	"43"	"1"	"0"	"22"	"1"	"1"	"2"	"3"	"1"	"4"	"5"	"12"	"2"	"1"	"0"	"1"	"1"	"0"	"417"	"0"	"417"	"0"
"272"	"192"	"307"	"119"	"10"	"25"	"44"	"0"	"4"	"37"	"3"	"2"	"3"	"1"	"0"	"4"	"2"	"3"	"6"	"5"	"2"	"4"	"1"	"3"	"585"	"0"	"585"	"0"
"273"	"193"	"195"	"105"	"15"	"16"	"127"	"5"	"3"	"39"	"9"	"3"	"1"	"2"	"3"	"5"	"2"	"11"	"5"	"6"	"0"	"1"	"7"	"6"	"566"	"0"	"566"	"0"
"274"	"194"	"214"	"101"	"40"	"7"	"55"	"2"	"2"	"40"	"3"	"3"	"0"	"2"	"4"	"3"	"3"	"6"	"5"	"6"	"0"	"2"	"0"	"0"	"498"	"0"	"498"	"0"
"275"	"195"	"220"	"96"	"6"	"5"	"11"	"1"	"4"	"47"	"3"	"2"	"0"	"0"	"2"	"2"	"0"	"7"	"7"	"1"	"1"	"3"	"0"	"1"	"419"	"0"	"419"	"0"
"276"	"196"	"186"	"97"	"48"	"15"	"52"	"1"	"3"	"44"	"6"	"2"	"1"	"1"	"0"	"12"	"4"	"13"	"4"	"0"	"6"	"5"	"4"	"5"	"509"	"0"	"509"	"0"
"277"	"l hV dk
; ksx"	"2814"	"1416"	"225"	"166"	"957"	"42"	"24"	"462"	"44"	"21"	"21"	"20"	"23"	"45"	"34"	"117"	"93"	"59"	"18"	"38"	"31"	"51"	"6721"	"0"	"6721"	"0"
"278"	"d qy  &"	"30205"	"26999"	"5020"	"2088"	"7216"	"329"	"305"	"6598"	"718"	"404"	"313"	"239"	"871"	"998"	"677"	"1738"	"1564"	"853"	"393"	"636"	"379"	"726"	"89269"	"0"	"89269"	"0"
"279"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"280"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"281"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"282"	"i woZ  dk
; ksx&"	"30205"	"26999"	"5020"	"2088"	"7216"	"329"	"305"	"6598"	"718"	"404"	"313"	"239"	"871"	"998"	"677"	"1738"	"1564"	"853"	"393"	"636"	"379"	"726"	"89269"	"0"	"89269"	"0"
"283"	"197"	"117"	"61"	"48"	"2"	"46"	"2"	"4"	"38"	"5"	"4"	"3"	"1"	"6"	"12"	"9"	"9"	"19"	"6"	"3"	"6"	"3"	"4"	"408"	"0"	"408"	"0"
"284"	"198"	"33"	"89"	"6"	"13"	"27"	"1"	"0"	"21"	"4"	"3"	"2"	"3"	"1"	"2"	"8"	"7"	"7"	"2"	"0"	"5"	"1"	"5"	"240"	"0"	"240"	"0"
"285"	"199"	"144"	"26"	"102"	"10"	"84"	"1"	"4"	"48"	"3"	"1"	"1"	"3"	"0"	"7"	"2"	"9"	"3"	"1"	"2"	"0"	"2"	"1"	"454"	"0"	"454"	"0"
"286"	"200"	"271"	"84"	"55"	"7"	"68"	"3"	"3"	"52"	"1"	"2"	"2"	"0"	"2"	"5"	"3"	"5"	"2"	"1"	"1"	"1"	"0"	"0"	"568"	"0"	"568"	"0"
"287"	"201"	"157"	"151"	"9"	"2"	"62"	"0"	"0"	"20"	"2"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"8"	"2"	"0"	"2"	"3"	"0"	"422"	"0"	"422"	"0"
"288"	"202"	"175"	"87"	"32"	"5"	"36"	"2"	"1"	"48"	"8"	"2"	"1"	"0"	"0"	"7"	"9"	"14"	"4"	"5"	"3"	"4"	"2"	"9"	"454"	"0"	"454"	"0"
"289"	"203"	"32"	"268"	"32"	"94"	"19"	"3"	"3"	"15"	"3"	"3"	"1"	"4"	"6"	"11"	"15"	"19"	"16"	"14"	"6"	"11"	"5"	"7"	"587"	"0"	"587"	"0"
"290"	"204"	"189"	"97"	"49"	"30"	"68"	"0"	"1"	"49"	"5"	"3"	"0"	"0"	"4"	"2"	"5"	"5"	"9"	"2"	"6"	"5"	"3"	"4"	"536"	"0"	"536"	"0"
"291"	"205"	"113"	"48"	"10"	"1"	"33"	"0"	"0"	"16"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"227"	"0"	"227"	"0"
"292"	"206"	"145"	"193"	"39"	"8"	"104"	"3"	"0"	"33"	"1"	"5"	"2"	"1"	"1"	"8"	"6"	"6"	"1"	"4"	"0"	"1"	"1"	"0"	"562"	"0"	"562"	"0"
"293"	"207"	"87"	"35"	"16"	"0"	"16"	"1"	"0"	"20"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"5"	"7"	"1"	"0"	"0"	"1"	"1"	"193"	"0"	"193"	"0"
"294"	"l hV dk
; ksx"	"1463"	"1139"	"398"	"172"	"563"	"16"	"16"	"360"	"33"	"27"	"12"	"12"	"20"	"55"	"58"	"80"	"80"	"39"	"21"	"35"	"21"	"31"	"4651"	"0"	"4651"	"0"
"295"	"d qy  &"	"31668"	"28138"	"5418"	"2260"	"7779"	"345"	"321"	"6958"	"751"	"431"	"325"	"251"	"891"	"1053"	"735"	"1818"	"1644"	"892"	"414"	"671"	"400"	"757"	"93920"	"0"	"93920"	"0"
