"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"319"	"32"	"196"	"230"	"149"	"77"	""	"4"	"4"	"4"	"95"	"4"	"6"	"1"	"1"	"2"	"0"	"7"	"2"	"16"	"6"	"378"
"320"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"322"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"324"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"325"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 196-Tarari"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"329"	"32"	"196"	"231"	"68"	"37"	""	"19"	"11"	"3"	"114"	"5"	"4"	"1"	"6"	"3"	"3"	"0"	"3"	"10"	"7"	"294"
"330"	"32"	"196"	"232"	"211"	"90"	""	"7"	"3"	"2"	"116"	"4"	"5"	"1"	"4"	"1"	"3"	"2"	"3"	"18"	"9"	"479"
"331"	"32"	"196"	"233"	"107"	"107"	""	"67"	"9"	"3"	"28"	"1"	"2"	"1"	"2"	"1"	"0"	"2"	"0"	"2"	"5"	"337"
"332"	"32"	"196"	"234"	"20"	"14"	""	"4"	"15"	"0"	"61"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"3"	"0"	"120"
"333"	"32"	"196"	"235"	"17"	"14"	""	"11"	"2"	"0"	"71"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"3"	"2"	"123"
"334"	"32"	"196"	"236"	"21"	"26"	""	"5"	"44"	"0"	"91"	"3"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"1"	"199"
"335"	"32"	"196"	"237"	"119"	"159"	""	"103"	"1"	"1"	"67"	"1"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"5"	"0"	"460"
"336"	"32"	"196"	"238"	"142"	"49"	""	"0"	"6"	"1"	"105"	"3"	"1"	"2"	"0"	"2"	"2"	"0"	"2"	"8"	"1"	"324"
"337"	"32"	"196"	"239"	"116"	"39"	""	"7"	"23"	"7"	"192"	"5"	"5"	"1"	"2"	"11"	"2"	"3"	"1"	"19"	"11"	"444"
"338"	"32"	"196"	"240"	"220"	"36"	""	"33"	"11"	"2"	"128"	"3"	"2"	"0"	"2"	"0"	"0"	"1"	"2"	"8"	"3"	"451"
"339"	"32"	"196"	"241"	"119"	"32"	""	"4"	"1"	"2"	"181"	"0"	"2"	"0"	"3"	"1"	"2"	"2"	"4"	"14"	"9"	"376"
"340"	"32"	"196"	"242"	"160"	"37"	""	"1"	"0"	"0"	"49"	"2"	"1"	"0"	"0"	"0"	"0"	"2"	"2"	"2"	"3"	"259"
"341"	"32"	"196"	"243"	"62"	"14"	""	"1"	"2"	"1"	"142"	"2"	"6"	"3"	"3"	"5"	"3"	"6"	"4"	"14"	"17"	"285"
"342"	"32"	"196"	"244"	"132"	"48"	""	"10"	"4"	"2"	"6"	"0"	"2"	"0"	"2"	"0"	"0"	"1"	"2"	"8"	"3"	"220"
"343"	"32"	"196"	"245"	"122"	"6"	""	"3"	"3"	"3"	"129"	"2"	"5"	"4"	"4"	"0"	"5"	"0"	"0"	"19"	"11"	"316"
"344"	"32"	"196"	"246"	"60"	"17"	""	"8"	"3"	"2"	"158"	"6"	"3"	"2"	"3"	"6"	"0"	"0"	"1"	"10"	"7"	"286"
"345"	"32"	"196"	"247"	"156"	"143"	""	"4"	"3"	"2"	"48"	"2"	"2"	"0"	"0"	"3"	"1"	"1"	"2"	"10"	"3"	"380"
"346"	"32"	"196"	"248"	"114"	"57"	""	"5"	"1"	"1"	"34"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"3"	"14"	"4"	"237"
"347"	"Grand Total"	""	""	"29459"	"19736"	""	"2165"	"1448"	"406"	"21698"	"606"	"498"	"260"	"437"	"556"	"339"	"424"	"495"	"2104"	"1449"	"82080"
