"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"319"	"32"	"194"	"228"	"18"	"85"	""	"57"	"4"	"4"	"249"	"5"	"0"	"1"	"3"	"8"	"0"	"2"	"2"	"4"	"3"	"445"
"320"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"322"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"324"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"325"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-Arrah"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"329"	"32"	"194"	"229"	"34"	"203"	""	"2"	"7"	"0"	"85"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"334"
"330"	"32"	"194"	"230"	"121"	"6"	""	"39"	"1"	"0"	"120"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"290"
"331"	"32"	"194"	"231"	"83"	"24"	""	"16"	"3"	"1"	"239"	"6"	"2"	"5"	"7"	"5"	"4"	"0"	"3"	"7"	"13"	"418"
"332"	"32"	"194"	"232"	"30"	"136"	""	"30"	"82"	"1"	"94"	"2"	"3"	"1"	"0"	"2"	"2"	"3"	"2"	"13"	"1"	"402"
"333"	"Grand Total"	""	""	"37543"	"18128"	""	"2240"	"5649"	"407"	"15071"	"553"	"417"	"244"	"427"	"398"	"269"	"315"	"503"	"1403"	"1332"	"84899"
