"Total.No..of.Electors.in.Assembly.Constituency.Segment..189225"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"369"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"370"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"371"	"Name of the Assembly/segment- 117-MARHAURA                                                                                                                                                                                                                                                                              Round No.14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"372"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"373"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"374"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"375"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"376"	"183"	"171"	"191"	"39"	"1"	"4"	"1"	"1"	"2"	"2"	"3"	"3"	"7"	"425"	"0"	"425"	"0"
"377"	"184"	"274"	"106"	"14"	"3"	"0"	"1"	"3"	"3"	"1"	"1"	"7"	"13"	"426"	"0"	"426"	"0"
"378"	"185"	"571"	"17"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"0"	"594"	"0"	"594"	"0"
"379"	"186"	"620"	"23"	"1"	"0"	"0"	"1"	"2"	"1"	"3"	"0"	"0"	"1"	"652"	"0"	"652"	"0"
"380"	"187"	"144"	"339"	"9"	"3"	"0"	"1"	"5"	"6"	"3"	"1"	"5"	"8"	"524"	"0"	"524"	"0"
"381"	"188"	"123"	"225"	"26"	"5"	"2"	"1"	"11"	"2"	"0"	"4"	"4"	"14"	"417"	"0"	"417"	"0"
"382"	"189"	"92"	"321"	"4"	"1"	"1"	"1"	"4"	"2"	"1"	"2"	"7"	"10"	"446"	"0"	"446"	"0"
"383"	"190"	"135"	"188"	"8"	"2"	"0"	"1"	"8"	"2"	"4"	"1"	"2"	"2"	"353"	"0"	"353"	"0"
"384"	"191"	"39"	"90"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"136"	"0"	"136"	"0"
"385"	"192"	"285"	"299"	"43"	"2"	"1"	"2"	"14"	"2"	"6"	"1"	"5"	"8"	"668"	"0"	"668"	"0"
"386"	"193"	"52"	"130"	"12"	"1"	"0"	"4"	"7"	"4"	"2"	"1"	"5"	"11"	"229"	"0"	"229"	"0"
"387"	"194"	"42"	"130"	"4"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"181"	"0"	"181"	"0"
"388"	"195"	"27"	"474"	"40"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"546"	"0"	"546"	"0"
"389"	"196"	"146"	"341"	"28"	"7"	"1"	"2"	"6"	"1"	"4"	"3"	"8"	"14"	"561"	"0"	"561"	"0"
"390"	"Total"	"2721"	"2874"	"230"	"25"	"10"	"17"	"65"	"26"	"27"	"19"	"52"	"92"	"6158"	"0"	"6158"	"0"
"391"	"B.F."	"23289"	"40059"	"5355"	"617"	"287"	"253"	"1170"	"446"	"447"	"389"	"1696"	"1491"	"75499"	"0"	"75499"	"0"
"392"	"G. Total"	"26010"	"42933"	"5585"	"642"	"297"	"270"	"1235"	"472"	"474"	"408"	"1748"	"1583"	"81657"	"0"	"81657"	"0"
"393"	"Total No. of Electors in Assembly Constituency/Segment- 189225"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"394"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"395"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"396"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"397"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"398"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"399"	"Name of the Assembly/segment- 117-MARHAURA                                                                                                                                                                                                                                                                              Round No-15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"400"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"401"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"402"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"403"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"404"	"197"	"74"	"326"	"25"	"3"	"2"	"0"	"11"	"2"	"1"	"4"	"6"	"10"	"464"	"0"	"464"	"0"
"405"	"198"	"71"	"218"	"48"	"8"	"2"	"2"	"20"	"3"	"10"	"6"	"8"	"13"	"409"	"0"	"409"	"0"
"406"	"199"	"44"	"221"	"5"	"1"	"1"	"1"	"6"	"2"	"2"	"1"	"12"	"2"	"298"	"0"	"298"	"0"
"407"	"200"	"140"	"169"	"10"	"1"	"3"	"5"	"11"	"1"	"3"	"3"	"14"	"13"	"373"	"0"	"373"	"0"
"408"	"201"	"68"	"518"	"6"	"1"	"0"	"2"	"3"	"1"	"2"	"1"	"11"	"8"	"621"	"0"	"621"	"0"
"409"	"202"	"35"	"323"	"14"	"3"	"2"	"1"	"6"	"1"	"1"	"3"	"15"	"11"	"415"	"0"	"415"	"0"
"410"	"203"	"72"	"179"	"69"	"0"	"0"	"0"	"4"	"1"	"0"	"1"	"3"	"2"	"331"	"0"	"331"	"0"
"411"	"204"	"90"	"375"	"15"	"12"	"0"	"3"	"12"	"2"	"2"	"0"	"4"	"0"	"515"	"0"	"515"	"0"
"412"	"205"	"3"	"343"	"176"	"3"	"0"	"1"	"2"	"1"	"0"	"0"	"3"	"1"	"533"	"0"	"533"	"0"
"413"	"Total"	"597"	"2672"	"368"	"32"	"10"	"15"	"75"	"14"	"21"	"19"	"76"	"60"	"3959"	"0"	"3959"	"0"
"414"	"B.F."	"26010"	"42933"	"5585"	"642"	"297"	"270"	"1235"	"472"	"474"	"408"	"1748"	"1583"	"81657"	"0"	"81657"	"0"
"415"	"G. Total"	"26607"	"45605"	"5953"	"674"	"307"	"285"	"1310"	"486"	"495"	"427"	"1824"	"1643"	"85616"	"0"	"85616"	"0"
"416"	"Place- BAZAR SAMITI, SANDHA, CHAPRA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"417"	"Date - 16-05-2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"418"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
