"X."	"X..1"	"No..of.valid.votes.cast.in.favour.of"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"233"	"11"	"165"	"0"	""	"11"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"9"	"0"	"0"	"1"	"0"	"532"	"0"	"2"	"1"	"0"	"563"	"0"	"563"
"234"	"12"	"166"	"25"	""	"177"	"58"	"12"	"3"	"1"	"3"	"6"	"6"	"0"	"17"	"2"	"5"	"0"	"3"	"5"	"42"	"6"	"1"	"1"	"7"	"380"	"0"	"380"
"235"	"13"	"167"	"3"	""	"132"	"26"	"29"	"6"	"1"	"0"	"0"	"0"	"0"	"13"	"12"	"2"	"0"	"1"	"1"	"18"	"3"	"1"	"4"	"1"	"253"	"0"	"253"
"236"	"14"	"168"	"8"	""	"157"	"66"	"23"	"8"	"1"	"3"	"6"	"2"	"8"	"95"	"8"	"2"	"8"	"9"	"17"	"10"	"0"	"3"	"1"	"2"	"437"	"0"	"437"
"237"	"ROUND- 12"	""	"213"	""	"1642"	"545"	"489"	"72"	"85"	"81"	"37"	"52"	"55"	"812"	"424"	"42"	"76"	"65"	"118"	"1313"	"68"	"30"	"46"	"74"	"6339"	"0"	"6339"
"238"	"Place - Nawada
Date -               25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"239"	" Assistant Returning Of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"240"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"241"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	""	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"
"242"	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"243"	"1"	"169"	"9"	""	"94"	"6"	"155"	"4"	"8"	"4"	"4"	"1"	"6"	"27"	"9"	"9"	"4"	"5"	"5"	"74"	"7"	"1"	"1"	"1"	"434"	"0"	"434"
"244"	"2"	"170"	"4"	""	"128"	"3"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"20"	"12"	"1"	"0"	"2"	"4"	"70"	"2"	"1"	"1"	"6"	"261"	"0"	"261"
"245"	"3"	"171"	"5"	""	"138"	"69"	"50"	"9"	"9"	"1"	"1"	"4"	"2"	"10"	"9"	"2"	"4"	"5"	"12"	"36"	"5"	"4"	"3"	"6"	"384"	"0"	"384"
"246"	"4"	"172"	"17"	""	"59"	"189"	"11"	"4"	"8"	"1"	"3"	"2"	"2"	"15"	"9"	"2"	"3"	"3"	"7"	"61"	"7"	"1"	"2"	"4"	"410"	"0"	"410"
"247"	"5"	"173"	"22"	""	"127"	"4"	"2"	"4"	"5"	"4"	"2"	"2"	"4"	"15"	"47"	"1"	"5"	"6"	"2"	"47"	"6"	"2"	"2"	"6"	"315"	"0"	"315"
"248"	"6"	"174"	"15"	""	"79"	"9"	"58"	"6"	"13"	"9"	"3"	"5"	"2"	"4"	"54"	"14"	"8"	"7"	"8"	"201"	"11"	"3"	"1"	"4"	"514"	"0"	"514"
"249"	"7"	"175"	"26"	""	"41"	"50"	"136"	"19"	"11"	"5"	"6"	"3"	"7"	"4"	"8"	"12"	"3"	"5"	"14"	"81"	"7"	"7"	"7"	"12"	"464"	"0"	"464"
"250"	"8"	"176"	"68"	""	"67"	"5"	"83"	"14"	"9"	"1"	"0"	"1"	"0"	"1"	"8"	"2"	"0"	"0"	"6"	"303"	"11"	"1"	"6"	"3"	"589"	"0"	"589"
"251"	"9"	"177"	"7"	""	"105"	"2"	"25"	"10"	"3"	"0"	"0"	"0"	"2"	"2"	"17"	"8"	"3"	"3"	"6"	"9"	"0"	"3"	"0"	"3"	"208"	"0"	"208"
"252"	"10"	"178"	"0"	""	"2"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"0"	"0"	"0"	"0"	"432"	"1"	"0"	"0"	"0"	"453"	"0"	"453"
"253"	"11"	"179"	"11"	""	"160"	"94"	"61"	"1"	"5"	"2"	"3"	"1"	"0"	"11"	"1"	"3"	"4"	"4"	"4"	"11"	"2"	"0"	"3"	"3"	"384"	"0"	"384"
"254"	"12"	"180"	"5"	""	"23"	"126"	"20"	"4"	"2"	"2"	"2"	"1"	"1"	"12"	"9"	"5"	"5"	"4"	"11"	"98"	"4"	"6"	"2"	"9"	"351"	"0"	"351"
"255"	"13"	"181"	"32"	""	"73"	"91"	"168"	"14"	"8"	"3"	"2"	"2"	"8"	"94"	"4"	"5"	"3"	"5"	"13"	"57"	"4"	"0"	"1"	"1"	"588"	"0"	"588"
"256"	"14"	"182"	"9"	""	"102"	"14"	"17"	"2"	"2"	"0"	"1"	"4"	"2"	"13"	"14"	"3"	"4"	"3"	"6"	"119"	"2"	"1"	"2"	"8"	"328"	"0"	"328"
"257"	"ROUND- 13"	""	"230"	""	"1198"	"672"	"792"	"91"	"84"	"32"	"27"	"26"	"36"	"228"	"209"	"67"	"46"	"52"	"98"	"1599"	"69"	"30"	"31"	"66"	"5683"	"0"	"5683"
"258"	"Place - Nawada
Date -               25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"259"	" Assistant Returning Of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	""	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"
"262"	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"263"	"1"	"183"	"11"	""	"112"	"13"	"43"	"8"	"3"	"1"	"3"	"2"	"1"	"38"	"4"	"1"	"3"	"11"	"4"	"209"	"12"	"1"	"2"	"1"	"483"	"0"	"483"
"264"	"2"	"184"	"8"	""	"318"	"31"	"65"	"10"	"8"	"2"	"2"	"1"	"6"	"18"	"2"	"2"	"3"	"6"	"7"	"25"	"3"	"1"	"2"	"2"	"522"	"0"	"522"
"265"	"3"	"185"	"1"	""	"51"	"4"	"4"	"0"	"1"	"0"	"0"	"0"	"1"	"49"	"7"	"0"	"1"	"4"	"2"	"41"	"2"	"0"	"3"	"2"	"173"	"0"	"173"
"266"	"4"	"186"	"2"	""	"19"	"10"	"39"	"5"	"3"	"3"	"1"	"0"	"2"	"26"	"150"	"6"	"13"	"2"	"6"	"4"	"2"	"0"	"4"	"4"	"301"	"0"	"301"
"267"	"5"	"187"	"6"	""	"31"	"18"	"18"	"7"	"7"	"4"	"2"	"5"	"1"	"22"	"52"	"3"	"6"	"0"	"6"	"19"	"0"	"0"	"1"	"5"	"213"	"0"	"213"
"268"	"6"	"188"	"17"	""	"66"	"35"	"135"	"55"	"6"	"5"	"3"	"2"	"6"	"19"	"77"	"6"	"7"	"4"	"9"	"27"	"2"	"7"	"8"	"6"	"502"	"0"	"502"
"269"	"7"	"189"	"0"	""	"27"	"1"	"6"	"0"	"4"	"0"	"1"	"1"	"7"	"250"	"9"	"1"	"0"	"0"	"3"	"48"	"0"	"0"	"1"	"5"	"364"	"0"	"364"
"270"	"8"	"190"	"9"	""	"5"	"48"	"11"	"3"	"9"	"3"	"5"	"4"	"3"	"89"	"6"	"5"	"3"	"5"	"17"	"144"	"3"	"2"	"3"	"7"	"384"	"0"	"384"
"271"	"9"	"191"	"2"	""	"8"	"8"	"27"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"4"	"2"	"2"	"3"	"166"	"6"	"1"	"8"	"6"	"256"	"0"	"256"
"272"	"10"	"192"	"6"	""	"101"	"2"	"49"	"2"	"0"	"2"	"0"	"0"	"1"	"46"	"10"	"1"	"2"	"0"	"1"	"28"	"1"	"0"	"0"	"0"	"252"	"0"	"252"
"273"	"11"	"193"	"2"	""	"7"	"0"	"11"	"1"	"2"	"0"	"0"	"0"	"0"	"7"	"10"	"0"	"1"	"0"	"1"	"355"	"4"	"2"	"4"	"3"	"410"	"0"	"410"
"274"	"12"	"194"	"3"	""	"23"	"24"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"14"	"0"	"1"	"0"	"0"	"414"	"1"	"4"	"0"	"1"	"487"	"0"	"487"
"275"	"13"	"195"	"16"	""	"126"	"18"	"48"	"7"	"5"	"3"	"5"	"7"	"10"	"10"	"11"	"7"	"14"	"7"	"24"	"56"	"7"	"4"	"5"	"12"	"402"	"0"	"402"
"276"	"14"	"196"	"23"	""	"110"	"40"	"52"	"10"	"12"	"7"	"9"	"6"	"3"	"8"	"30"	"4"	"2"	"4"	"6"	"37"	"5"	"0"	"1"	"0"	"369"	"0"	"369"
"277"	"ROUND- 14"	""	"106"	""	"1004"	"252"	"508"	"116"	"60"	"30"	"31"	"28"	"41"	"583"	"388"	"40"	"58"	"45"	"89"	"1573"	"48"	"22"	"42"	"54"	"5118"	"0"	"5118"
"278"	"Place - Nawada
Date -               25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"279"	" Assistant Returning Of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"280"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"281"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	""	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"
"282"	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"283"	"1"	"197"	"9"	""	"48"	"20"	"50"	"4"	"5"	"1"	"3"	"2"	"6"	"1"	"27"	"1"	"2"	"4"	"6"	"67"	"4"	"0"	"2"	"5"	"267"	"0"	"267"
"284"	"2"	"198"	"39"	""	"76"	"26"	"79"	"6"	"3"	"3"	"2"	"2"	"6"	"4"	"102"	"5"	"5"	"2"	"11"	"38"	"1"	"1"	"2"	"2"	"415"	"0"	"415"
"285"	"3"	"199"	"75"	""	"40"	"1"	"16"	"1"	"3"	"0"	"3"	"0"	"2"	"2"	"3"	"3"	"1"	"2"	"0"	"110"	"5"	"0"	"1"	"0"	"268"	"0"	"268"
"286"	"4"	"200"	"0"	""	"3"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"228"	"1"	"0"	"0"	"0"	"242"	"0"	"242"
"287"	"5"	"201"	"27"	""	"178"	"31"	"51"	"9"	"5"	"0"	"1"	"2"	"0"	"0"	"9"	"4"	"5"	"5"	"10"	"20"	"6"	"2"	"3"	"7"	"375"	"0"	"375"
"288"	"6"	"202"	"9"	""	"1"	"142"	"31"	"4"	"3"	"2"	"2"	"0"	"0"	"1"	"9"	"0"	"0"	"0"	"5"	"157"	"2"	"2"	"0"	"0"	"370"	"0"	"370"
"289"	"7"	"203"	"18"	""	"348"	"23"	"33"	"8"	"5"	"1"	"7"	"3"	"4"	"3"	"5"	"1"	"4"	"3"	"3"	"62"	"16"	"7"	"12"	"9"	"575"	"0"	"575"
"290"	"8"	"204"	"23"	""	"242"	"50"	"76"	"9"	"2"	"0"	"1"	"1"	"4"	"2"	"14"	"3"	"8"	"5"	"10"	"11"	"3"	"1"	"3"	"6"	"474"	"0"	"474"
"291"	"9"	"205"	"13"	""	"275"	"73"	"15"	"5"	"0"	"4"	"0"	"0"	"0"	"1"	"3"	"1"	"0"	"4"	"5"	"19"	"1"	"1"	"0"	"2"	"422"	"0"	"422"
"292"	"10"	"206"	"3"	""	"141"	"75"	"70"	"5"	"9"	"1"	"4"	"3"	"1"	"4"	"5"	"3"	"3"	"2"	"11"	"5"	"1"	"0"	"0"	"1"	"347"	"0"	"347"
"293"	"11"	"207"	"2"	""	"55"	"1"	"100"	"12"	"9"	"0"	"0"	"0"	"5"	"3"	"190"	"4"	"0"	"1"	"5"	"30"	"0"	"0"	"0"	"1"	"418"	"0"	"418"
"294"	"12"	"208"	"6"	""	"77"	"29"	"49"	"7"	"14"	"1"	"1"	"6"	"6"	"4"	"16"	"8"	"4"	"10"	"10"	"33"	"3"	"2"	"2"	"8"	"296"	"0"	"296"
"295"	"13"	"209"	"10"	""	"137"	"31"	"43"	"7"	"3"	"0"	"3"	"2"	"2"	"1"	"13"	"4"	"3"	"2"	"2"	"38"	"1"	"1"	"1"	"5"	"309"	"0"	"309"
"296"	"14"	"210"	"5"	""	"76"	"6"	"12"	"1"	"0"	"4"	"0"	"0"	"0"	"1"	"80"	"0"	"1"	"1"	"1"	"297"	"8"	"5"	"1"	"0"	"499"	"0"	"499"
"297"	"ROUND- 15"	""	"239"	""	"1697"	"509"	"627"	"78"	"62"	"17"	"27"	"21"	"36"	"27"	"482"	"37"	"36"	"41"	"79"	"1115"	"52"	"22"	"27"	"46"	"5277"	"0"	"5277"
"298"	"Place - Nawada
Date -               25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"299"	" Assistant Returning Of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"300"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"301"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	""	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"
"302"	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"303"	"1"	"211"	"20"	""	"157"	"22"	"23"	"5"	"5"	"0"	"0"	"1"	"2"	"10"	"13"	"7"	"1"	"6"	"6"	"203"	"6"	"2"	"1"	"4"	"494"	"0"	"494"
"304"	"2"	"212"	"44"	""	"224"	"68"	"18"	"7"	"5"	"0"	"1"	"0"	"5"	"1"	"18"	"1"	"6"	"7"	"10"	"12"	"1"	"0"	"1"	"2"	"431"	"0"	"431"
"305"	"3"	"213"	"4"	""	"60"	"111"	"6"	"4"	"4"	"1"	"2"	"0"	"0"	"15"	"12"	"0"	"3"	"3"	"10"	"132"	"10"	"2"	"5"	"5"	"389"	"0"	"389"
"306"	"4"	"214"	"7"	""	"64"	"51"	"14"	"5"	"15"	"1"	"2"	"0"	"3"	"75"	"11"	"8"	"4"	"4"	"14"	"54"	"4"	"1"	"2"	"3"	"342"	"0"	"342"
"307"	"5"	"215"	"12"	""	"298"	"8"	"46"	"8"	"2"	"0"	"3"	"1"	"3"	"1"	"18"	"1"	"1"	"1"	"4"	"56"	"1"	"1"	"0"	"0"	"465"	"0"	"465"
"308"	"6"	"216"	"9"	""	"380"	"15"	"43"	"3"	"2"	"2"	"4"	"2"	"3"	"12"	"31"	"3"	"8"	"2"	"4"	"42"	"4"	"8"	"6"	"5"	"588"	"0"	"588"
"309"	"7"	"217"	"9"	""	"150"	"6"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"16"	"4"	"6"	"2"	"4"	"80"	"4"	"0"	"1"	"2"	"292"	"0"	"292"
"310"	"8"	"218"	"13"	""	"169"	"55"	"75"	"7"	"3"	"2"	"3"	"1"	"2"	"4"	"8"	"3"	"6"	"1"	"3"	"57"	"19"	"15"	"7"	"11"	"464"	"0"	"464"
"311"	"9"	"219"	"22"	""	"306"	"94"	"41"	"1"	"2"	"0"	"1"	"0"	"1"	"3"	"26"	"1"	"0"	"2"	"1"	"14"	"2"	"2"	"1"	"1"	"521"	"0"	"521"
"312"	"10"	"220"	"10"	""	"84"	"72"	"19"	"4"	"2"	"1"	"0"	"0"	"1"	"4"	"14"	"1"	"0"	"1"	"7"	"52"	"1"	"0"	"1"	"6"	"280"	"0"	"280"
"313"	"11"	"221"	"11"	""	"51"	"26"	"19"	"2"	"2"	"0"	"2"	"0"	"3"	"4"	"70"	"5"	"2"	"1"	"1"	"30"	"2"	"2"	"0"	"3"	"236"	"0"	"236"
"314"	"12"	"222"	"33"	""	"79"	"7"	"32"	"9"	"6"	"2"	"4"	"4"	"17"	"3"	"36"	"8"	"8"	"17"	"17"	"128"	"16"	"5"	"6"	"19"	"456"	"0"	"456"
"315"	"13"	"223"	"4"	""	"67"	"16"	"14"	"4"	"11"	"3"	"3"	"6"	"6"	"4"	"23"	"5"	"5"	"9"	"15"	"61"	"5"	"6"	"1"	"4"	"272"	"0"	"272"
"316"	"14"	"224"	"71"	""	"5"	"21"	"43"	"11"	"8"	"1"	"3"	"7"	"2"	"4"	"61"	"6"	"3"	"9"	"16"	"62"	"8"	"8"	"4"	"15"	"368"	"0"	"368"
"317"	"ROUND- 16"	""	"269"	""	"2094"	"572"	"398"	"70"	"68"	"13"	"28"	"22"	"48"	"142"	"357"	"53"	"53"	"65"	"112"	"983"	"83"	"52"	"36"	"80"	"5598"	"0"	"5598"
"318"	"Place - Nawada
Date -               25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	" Assistant Returning Of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	""	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"
"322"	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"323"	"1"	"225"	"68"	""	"12"	"6"	"30"	"8"	"6"	"5"	"2"	"2"	"2"	"2"	"57"	"4"	"6"	"5"	"12"	"125"	"18"	"9"	"3"	"16"	"398"	"0"	"398"
"324"	"2"	"226"	"8"	""	"73"	"12"	"7"	"5"	"7"	"1"	"4"	"4"	"7"	"4"	"29"	"3"	"6"	"2"	"5"	"58"	"5"	"0"	"1"	"1"	"242"	"0"	"242"
"325"	"3"	"227"	"14"	""	"111"	"16"	"13"	"2"	"2"	"1"	"2"	"0"	"3"	"0"	"5"	"1"	"3"	"1"	"2"	"33"	"7"	"0"	"3"	"4"	"223"	"0"	"223"
"326"	"4"	"228"	"10"	""	"34"	"37"	"3"	"1"	"4"	"1"	"1"	"1"	"0"	"0"	"31"	"1"	"0"	"0"	"2"	"269"	"23"	"10"	"7"	"12"	"447"	"0"	"447"
"327"	"5"	"229"	"6"	""	"25"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"16"	"2"	"1"	"0"	"2"	"158"	"14"	"9"	"4"	"11"	"252"	"0"	"252"
"328"	"6"	"230"	"17"	""	"52"	"5"	"15"	"7"	"8"	"4"	"6"	"4"	"6"	"3"	"29"	"4"	"3"	"7"	"12"	"57"	"8"	"1"	"2"	"4"	"254"	"0"	"254"
"329"	"7"	"231"	"5"	""	"41"	"14"	"3"	"2"	"3"	"1"	"0"	"0"	"0"	"2"	"166"	"0"	"3"	"3"	"4"	"131"	"2"	"2"	"0"	"0"	"382"	"0"	"382"
"330"	"8"	"232"	"9"	""	"118"	"12"	"13"	"6"	"5"	"4"	"1"	"2"	"3"	"7"	"19"	"7"	"9"	"8"	"19"	"87"	"20"	"4"	"8"	"8"	"369"	"0"	"369"
"331"	"9"	"233"	"35"	""	"165"	"14"	"20"	"26"	"8"	"4"	"2"	"3"	"3"	"6"	"23"	"5"	"11"	"6"	"16"	"14"	"3"	"2"	"0"	"2"	"368"	"0"	"368"
"332"	"10"	"234"	"5"	""	"151"	"9"	"4"	"3"	"0"	"4"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"5"	"2"	"1"	"0"	"0"	"189"	"0"	"189"
"333"	"11"	"235"	"7"	""	"171"	"50"	"46"	"1"	"4"	"0"	"0"	"0"	"4"	"1"	"11"	"3"	"1"	"2"	"2"	"40"	"7"	"11"	"5"	"8"	"374"	"0"	"374"
"334"	"12"	"236"	"7"	""	"167"	"10"	"3"	"2"	"3"	"2"	"3"	"3"	"4"	"0"	"32"	"4"	"11"	"7"	"9"	"47"	"2"	"1"	"3"	"3"	"323"	"0"	"323"
"335"	"13"	"237"	"70"	""	"185"	"29"	"11"	"4"	"9"	"3"	"2"	"3"	"2"	"11"	"17"	"6"	"6"	"9"	"4"	"32"	"9"	"2"	"6"	"3"	"423"	"0"	"423"
"336"	"14"	"238"	"15"	""	"121"	"4"	"1"	"1"	"2"	"1"	"4"	"3"	"0"	"0"	"3"	"2"	"7"	"5"	"4"	"10"	"2"	"2"	"2"	"1"	"190"	"0"	"190"
"337"	"ROUND- 17"	""	"276"	""	"1426"	"219"	"170"	"68"	"62"	"31"	"27"	"25"	"36"	"37"	"438"	"42"	"67"	"57"	"94"	"1066"	"122"	"54"	"44"	"73"	"4434"	"0"	"4434"
"338"	"Place - Nawada
Date -               25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"339"	" Assistant Returning Of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"340"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	""	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"
"342"	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"343"	"1"	"239"	"8"	""	"52"	"3"	"5"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"11"	"1"	"4"	"2"	"4"	"13"	"0"	"1"	"1"	"2"	"109"	"0"	"109"
"344"	"2"	"240"	"54"	""	"52"	"7"	"5"	"11"	"5"	"1"	"2"	"2"	"3"	"1"	"12"	"2"	"3"	"10"	"15"	"37"	"3"	"2"	"0"	"0"	"227"	"0"	"227"
"345"	"3"	"241"	"63"	""	"106"	"12"	"10"	"3"	"14"	"9"	"3"	"5"	"3"	"4"	"111"	"3"	"7"	"3"	"21"	"62"	"9"	"3"	"2"	"10"	"463"	"0"	"463"
"346"	"4"	"242"	"8"	""	"64"	"211"	"34"	"5"	"1"	"1"	"2"	"0"	"2"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"2"	"3"	"1"	"0"	"340"	"0"	"340"
"347"	"5"	"243"	"35"	""	"45"	"5"	"26"	"9"	"4"	"0"	"4"	"0"	"3"	"2"	"5"	"1"	"4"	"7"	"8"	"46"	"1"	"0"	"3"	"2"	"210"	"0"	"210"
"348"	"6"	"244"	"34"	""	"79"	"37"	"14"	"3"	"3"	"3"	"1"	"4"	"3"	"2"	"5"	"3"	"3"	"3"	"18"	"6"	"0"	"0"	"0"	"2"	"223"	"0"	"223"
"349"	"7"	"245"	"18"	""	"23"	"26"	"11"	"4"	"6"	"1"	"1"	"3"	"3"	"2"	"32"	"1"	"1"	"7"	"5"	"155"	"11"	"4"	"5"	"5"	"324"	"0"	"324"
