"er.nku.dsUnz.l.a....k"	"mEehnokj..ds.Ik.k.esa.Mkys.x..s.oS....er.ksa.dh.l.a....k"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"dqy..oS....er.i.."	"j.Ì..er.ksa.dh.l.a....k"	"X..ksx"	"fufonÙk.er.ksa.dh.l.a....k"
"213"	"151"	"375"	"85"	"6"	"0"	"10"	"0"	"1"	"72"	"4"	"2"	"1"	"0"	"2"	"10"	"2"	"23"	"8"	"2"	"1"	"2"	"2"	"5"	"613"	"0"	"613"	"0"
"214"	"152"	"63"	"210"	"8"	"1"	"12"	"1"	"0"	"30"	"3"	"0"	"12"	"1"	"3"	"3"	"10"	"20"	"6"	"8"	"0"	"2"	"0"	"2"	"395"	"0"	"395"	"0"
"215"	"153"	"72"	"124"	"11"	"15"	"51"	"0"	"2"	"38"	"1"	"1"	"4"	"2"	"0"	"3"	"3"	"5"	"3"	"4"	"2"	"0"	"0"	"0"	"341"	"0"	"341"	"0"
"216"	"154"	"176"	"93"	"5"	"1"	"28"	"1"	"2"	"34"	"2"	"1"	"2"	"0"	"0"	"1"	"1"	"4"	"3"	"2"	"1"	"1"	"1"	"0"	"359"	"0"	"359"	"0"
"217"	"l hV dk
; ksx"	"2182"	"1325"	"324"	"59"	"195"	"15"	"20"	"613"	"50"	"18"	"27"	"13"	"27"	"97"	"67"	"172"	"66"	"42"	"18"	"19"	"12"	"31"	"5392"	"0"	"5392"	"0"
"218"	"d qy  &"	"18316"	"20476"	"2928"	"966"	"5132"	"218"	"229"	"4697"	"467"	"246"	"215"	"206"	"221"	"690"	"1120"	"1563"	"952"	"536"	"229"	"286"	"210"	"567"	"60470"	"0"	"60470"	"0"
"219"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"220"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"221"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"222"	"i woZ  dk
; ksx&"	"18316"	"20476"	"2928"	"966"	"5132"	"218"	"229"	"4697"	"467"	"246"	"215"	"206"	"221"	"690"	"1120"	"1563"	"952"	"536"	"229"	"286"	"210"	"567"	"60470"	"0"	"60470"	"0"
"223"	"155"	"271"	"56"	"7"	"2"	"10"	"0"	"1"	"75"	"4"	"4"	"1"	"2"	"0"	"11"	"5"	"17"	"6"	"0"	"0"	"0"	"0"	"2"	"474"	"0"	"474"	"0"
"224"	"156"	"255"	"107"	"13"	"34"	"15"	"3"	"2"	"64"	"9"	"3"	"4"	"2"	"3"	"11"	"6"	"31"	"1"	"0"	"0"	"1"	"0"	"2"	"566"	"0"	"566"	"0"
"225"	"157"	"38"	"284"	"4"	"3"	"12"	"0"	"0"	"11"	"1"	"1"	"0"	"0"	"2"	"1"	"21"	"1"	"8"	"4"	"2"	"7"	"2"	"6"	"408"	"0"	"408"	"0"
"226"	"158"	"72"	"302"	"12"	"20"	"14"	"0"	"1"	"43"	"3"	"1"	"2"	"0"	"4"	"5"	"9"	"3"	"36"	"21"	"2"	"27"	"2"	"12"	"591"	"0"	"591"	"0"
"227"	"159"	"42"	"162"	"7"	"9"	"16"	"1"	"1"	"23"	"7"	"0"	"1"	"0"	"22"	"4"	"6"	"1"	"3"	"1"	"0"	"4"	"1"	"3"	"314"	"0"	"314"	"0"
"228"	"160"	"106"	"183"	"18"	"1"	"34"	"0"	"1"	"23"	"3"	"3"	"1"	"2"	"1"	"2"	"6"	"10"	"6"	"6"	"1"	"7"	"1"	"8"	"423"	"0"	"423"	"0"
"229"	"161"	"225"	"177"	"9"	"26"	"65"	"0"	"2"	"45"	"3"	"5"	"3"	"4"	"2"	"2"	"6"	"12"	"2"	"1"	"1"	"3"	"1"	"2"	"596"	"0"	"596"	"0"
"230"	"162"	"192"	"10"	"5"	"1"	"21"	"0"	"0"	"33"	"5"	"1"	"0"	"0"	"1"	"1"	"1"	"6"	"2"	"0"	"0"	"0"	"0"	"2"	"281"	"0"	"281"	"0"
"231"	"163"	"141"	"6"	"15"	"42"	"15"	"4"	"2"	"85"	"5"	"0"	"1"	"2"	"0"	"3"	"4"	"22"	"7"	"0"	"0"	"1"	"1"	"4"	"360"	"0"	"360"	"0"
"232"	"164"	"130"	"3"	"6"	"0"	"3"	"0"	"1"	"31"	"2"	"0"	"1"	"1"	"0"	"1"	"1"	"6"	"13"	"3"	"1"	"1"	"0"	"5"	"209"	"0"	"209"	"0"
"233"	"165"	"60"	"8"	"15"	"29"	"13"	"2"	"2"	"40"	"5"	"0"	"1"	"1"	"0"	"2"	"2"	"1"	"2"	"2"	"1"	"0"	"0"	"1"	"187"	"0"	"187"	"0"
"234"	"166"	"128"	"7"	"5"	"1"	"8"	"0"	"2"	"35"	"2"	"0"	"1"	"0"	"0"	"1"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"1"	"198"	"0"	"198"	"0"
"235"	"167"	"143"	"17"	"26"	"18"	"8"	"1"	"1"	"46"	"4"	"2"	"0"	"5"	"5"	"18"	"5"	"25"	"2"	"2"	"0"	"2"	"1"	"2"	"333"	"0"	"333"	"0"
"236"	"168"	"64"	"6"	"12"	"4"	"10"	"0"	"0"	"19"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"123"	"0"	"123"	"0"
"237"	"l hV dk
; ksx"	"1867"	"1328"	"154"	"190"	"244"	"11"	"16"	"573"	"54"	"20"	"17"	"19"	"40"	"63"	"74"	"140"	"91"	"40"	"8"	"54"	"9"	"51"	"5063"	"0"	"5063"	"0"
"238"	"d qy  &"	"20183"	"21804"	"3082"	"1156"	"5376"	"229"	"245"	"5270"	"521"	"266"	"232"	"225"	"261"	"753"	"1194"	"1703"	"1043"	"576"	"237"	"340"	"219"	"618"	"65533"	"0"	"65533"	"0"
"239"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"240"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"241"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"242"	"i woZ  dk
; ksx&"	"20183"	"21804"	"3082"	"1156"	"5376"	"229"	"245"	"5270"	"521"	"266"	"232"	"225"	"261"	"753"	"1194"	"1703"	"1043"	"576"	"237"	"340"	"219"	"618"	"65533"	"0"	"65533"	"0"
"243"	"169"	"153"	"41"	"9"	"1"	"31"	"0"	"2"	"63"	"4"	"1"	"4"	"0"	"1"	"3"	"5"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"341"	"0"	"341"	"0"
"244"	"170"	"421"	"6"	"16"	"6"	"31"	"2"	"1"	"17"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"3"	"5"	"1"	"1"	"1"	"1"	"0"	"516"	"0"	"516"	"0"
"245"	"171"	"237"	"9"	"8"	"1"	"10"	"0"	"0"	"25"	"2"	"0"	"1"	"0"	"1"	"2"	"1"	"5"	"13"	"2"	"0"	"1"	"1"	"2"	"321"	"0"	"321"	"0"
"246"	"172"	"269"	"6"	"14"	"0"	"43"	"1"	"1"	"15"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"356"	"0"	"356"	"0"
"247"	"173"	"57"	"381"	"19"	"8"	"7"	"4"	"5"	"27"	"1"	"3"	"1"	"1"	"2"	"2"	"3"	"0"	"4"	"4"	"1"	"8"	"2"	"6"	"546"	"0"	"546"	"0"
"248"	"174"	"205"	"34"	"13"	"10"	"44"	"1"	"1"	"39"	"6"	"2"	"0"	"0"	"2"	"0"	"2"	"9"	"4"	"0"	"1"	"1"	"2"	"2"	"378"	"0"	"378"	"0"
"249"	"175"	"97"	"182"	"33"	"2"	"5"	"1"	"1"	"12"	"2"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"2"	"2"	"1"	"4"	"0"	"2"	"350"	"0"	"350"	"0"
"250"	"176"	"40"	"363"	"3"	"2"	"3"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"5"	"6"	"0"	"2"	"0"	"1"	"432"	"0"	"432"	"0"
"251"	"177"	"8"	"212"	"6"	"0"	"44"	"2"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"2"	"3"	"2"	"10"	"2"	"2"	"0"	"4"	"301"	"0"	"301"	"0"
"252"	"178"	"160"	"201"	"10"	"0"	"9"	"0"	"1"	"31"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"3"	"2"	"0"	"0"	"1"	"0"	"0"	"422"	"0"	"422"	"0"
"253"	"179"	"93"	"110"	"12"	"2"	"51"	"5"	"0"	"50"	"1"	"2"	"1"	"1"	"2"	"1"	"0"	"3"	"1"	"1"	"0"	"1"	"1"	"0"	"338"	"0"	"338"	"0"
"254"	"180"	"84"	"18"	"5"	"2"	"9"	"0"	"0"	"29"	"6"	"1"	"0"	"1"	"1"	"1"	"4"	"6"	"8"	"4"	"0"	"1"	"0"	"9"	"189"	"0"	"189"	"0"
"255"	"181"	"77"	"148"	"8"	"0"	"5"	"1"	"0"	"12"	"2"	"3"	"0"	"1"	"1"	"2"	"7"	"14"	"9"	"1"	"1"	"10"	"3"	"9"	"314"	"0"	"314"	"0"
"256"	"182"	"222"	"96"	"6"	"0"	"13"	"0"	"1"	"46"	"2"	"2"	"2"	"2"	"1"	"8"	"2"	"6"	"21"	"3"	"2"	"9"	"4"	"9"	"457"	"0"	"457"	"0"
"257"	"l hV dk
; ksx"	"2123"	"1807"	"162"	"34"	"305"	"17"	"14"	"369"	"27"	"16"	"11"	"7"	"12"	"29"	"28"	"78"	"80"	"34"	"9"	"41"	"14"	"44"	"5261"	"0"	"5261"	"0"
"258"	"d qy  &"	"22306"	"23611"	"3244"	"1190"	"5681"	"246"	"259"	"5639"	"548"	"282"	"243"	"232"	"273"	"782"	"1222"	"1781"	"1123"	"610"	"246"	"381"	"233"	"662"	"70794"	"0"	"70794"	"0"
"259"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"260"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"261"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"262"	"i woZ  dk
; ksx&"	"22306"	"23611"	"3244"	"1190"	"5681"	"246"	"259"	"5639"	"548"	"282"	"243"	"232"	"273"	"782"	"1222"	"1781"	"1123"	"610"	"246"	"381"	"233"	"662"	"70794"	"0"	"70794"	"0"
"263"	"183"	"190"	"63"	"13"	"2"	"6"	"0"	"0"	"41"	"2"	"4"	"0"	"1"	"1"	"1"	"1"	"6"	"12"	"1"	"0"	"0"	"1"	"2"	"347"	"0"	"347"	"0"
"264"	"184"	"246"	"63"	"53"	"5"	"2"	"4"	"2"	"32"	"2"	"1"	"0"	"0"	"1"	"3"	"2"	"5"	"4"	"0"	"6"	"1"	"2"	"3"	"437"	"0"	"437"	"0"
"265"	"185"	"42"	"154"	"6"	"8"	"6"	"0"	"1"	"20"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"6"	"3"	"3"	"7"	"3"	"1"	"265"	"0"	"265"	"0"
"266"	"186"	"126"	"233"	"25"	"23"	"12"	"1"	"1"	"32"	"4"	"2"	"1"	"2"	"3"	"10"	"12"	"15"	"4"	"2"	"1"	"1"	"0"	"5"	"515"	"0"	"515"	"0"
"267"	"187"	"54"	"113"	"3"	"2"	"8"	"1"	"0"	"4"	"1"	"0"	"1"	"0"	"1"	"1"	"2"	"3"	"5"	"4"	"1"	"1"	"0"	"0"	"205"	"0"	"205"	"0"
"268"	"188"	"555"	"30"	"11"	"3"	"6"	"0"	"0"	"20"	"1"	"1"	"0"	"2"	"2"	"1"	"1"	"5"	"6"	"1"	"0"	"0"	"0"	"2"	"647"	"0"	"647"	"0"
"269"	"189"	"177"	"127"	"9"	"9"	"55"	"2"	"1"	"33"	"2"	"4"	"1"	"0"	"1"	"2"	"5"	"3"	"1"	"2"	"1"	"1"	"0"	"2"	"438"	"0"	"438"	"0"
"270"	"190"	"102"	"88"	"13"	"6"	"21"	"2"	"3"	"48"	"2"	"2"	"2"	"5"	"8"	"6"	"7"	"27"	"27"	"9"	"3"	"5"	"4"	"12"	"402"	"0"	"402"	"0"
"271"	"191"	"84"	"113"	"10"	"16"	"14"	"2"	"1"	"29"	"3"	"2"	"2"	"3"	"4"	"6"	"13"	"15"	"8"	"7"	"0"	"4"	"1"	"4"	"341"	"0"	"341"	"0"
"272"	"192"	"252"	"6"	"9"	"48"	"16"	"1"	"0"	"33"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"7"	"6"	"0"	"2"	"2"	"0"	"0"	"384"	"0"	"384"	"0"
"273"	"193"	"137"	"15"	"2"	"2"	"2"	"0"	"1"	"15"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"1"	"182"	"0"	"182"	"0"
"274"	"194"	"125"	"138"	"15"	"9"	"37"	"4"	"3"	"70"	"4"	"3"	"0"	"1"	"3"	"8"	"7"	"12"	"10"	"4"	"2"	"2"	"4"	"4"	"465"	"0"	"465"	"0"
"275"	"195"	"254"	"10"	"6"	"0"	"61"	"0"	"1"	"28"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"1"	"0"	"0"	"366"	"0"	"366"	"0"
"276"	"196"	"12"	"290"	"2"	"0"	"27"	"0"	"1"	"6"	"1"	"0"	"1"	"0"	"1"	"0"	"3"	"5"	"1"	"5"	"0"	"3"	"1"	"1"	"360"	"0"	"360"	"0"
"277"	"l hV dk
; ksx"	"2356"	"1443"	"177"	"133"	"273"	"17"	"15"	"411"	"24"	"19"	"11"	"15"	"27"	"38"	"54"	"112"	"91"	"38"	"19"	"28"	"16"	"37"	"5354"	"0"	"5354"	"0"
"278"	"d qy  &"	"24662"	"25054"	"3421"	"1323"	"5954"	"263"	"274"	"6050"	"572"	"301"	"254"	"247"	"300"	"820"	"1276"	"1893"	"1214"	"648"	"265"	"409"	"249"	"699"	"76148"	"0"	"76148"	"0"
"279"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"280"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"281"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"282"	"i woZ  dk
; ksx&"	"24662"	"25054"	"3421"	"1323"	"5954"	"263"	"274"	"6050"	"572"	"301"	"254"	"247"	"300"	"820"	"1276"	"1893"	"1214"	"648"	"265"	"409"	"249"	"699"	"76148"	"0"	"76148"	"0"
"283"	"197"	"10"	"358"	"1"	"18"	"5"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"6"	"4"	"8"	"2"	"0"	"417"	"0"	"417"	"0"
"284"	"198"	"113"	"81"	"8"	"32"	"2"	"0"	"1"	"22"	"3"	"2"	"0"	"0"	"1"	"2"	"4"	"7"	"6"	"8"	"4"	"9"	"6"	"13"	"324"	"0"	"324"	"0"
"285"	"199"	"24"	"54"	"5"	"0"	"2"	"1"	"2"	"37"	"1"	"1"	"1"	"0"	"4"	"2"	"2"	"1"	"3"	"1"	"0"	"2"	"0"	"3"	"146"	"0"	"146"	"0"
"286"	"200"	"39"	"185"	"18"	"1"	"7"	"1"	"1"	"11"	"2"	"1"	"0"	"1"	"2"	"2"	"1"	"0"	"4"	"2"	"1"	"7"	"1"	"2"	"289"	"0"	"289"	"0"
"287"	"201"	"172"	"49"	"6"	"59"	"4"	"0"	"1"	"24"	"2"	"0"	"0"	"0"	"2"	"2"	"0"	"3"	"3"	"1"	"0"	"0"	"0"	"1"	"329"	"0"	"329"	"0"
"288"	"202"	"67"	"126"	"16"	"0"	"3"	"0"	"1"	"18"	"0"	"4"	"1"	"0"	"2"	"3"	"1"	"4"	"7"	"0"	"2"	"5"	"0"	"1"	"261"	"0"	"261"	"0"
"289"	"203"	"42"	"90"	"8"	"0"	"8"	"0"	"2"	"25"	"3"	"0"	"2"	"1"	"10"	"4"	"19"	"24"	"6"	"12"	"0"	"2"	"6"	"10"	"274"	"0"	"274"	"0"
"290"	"204"	"420"	"36"	"24"	"4"	"22"	"1"	"0"	"16"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"2"	"1"	"0"	"0"	"0"	"531"	"0"	"531"	"0"
"291"	"l hV dk
; ksx"	"887"	"979"	"86"	"114"	"53"	"3"	"8"	"155"	"11"	"8"	"4"	"2"	"22"	"16"	"28"	"41"	"32"	"32"	"12"	"33"	"15"	"30"	"2571"	"0"	"2571"	"0"
"292"	"d qy  &"	"25549"	"26033"	"3507"	"1437"	"6007"	"266"	"282"	"6205"	"583"	"309"	"258"	"249"	"322"	"836"	"1304"	"1934"	"1246"	"680"	"277"	"442"	"264"	"729"	"78719"	"0"	"78719"	"0"
