"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"
"278"	"Total"	"2854"	"458"	"2038"	"188"	"168"	""	"44"	"23"	"28"	"48"	"46"	""	"113"	"84"	"323"	"6415"	"0"	"6415"	""	"0"	""	""	""	""	""	""	""
"279"	"B.F."	"23803"	"2844"	"21327"	"1135"	"1060"	""	"650"	"198"	"248"	"386"	"385"	""	"1142"	"624"	"2729"	"56531"	"0"	"56531"	""	"0"	""	""	""	""	""	""	""
"280"	"G. Total"	"26657"	"3302"	"23365"	"1323"	"1228"	""	"694"	"221"	"276"	"434"	"431"	""	"1255"	"708"	"3052"	"62946"	"0"	"62946"	""	"0"	""	""	""	""	""	""	""
"281"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"282"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"283"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"284"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"285"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"286"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	"Total No. of Electors in Assembly Constituency/Segment- 232819"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"288"	"Name of the Assembly/segment - 111- GOREYAKOTHI                                                                                                                                                                             Round No        11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	""	"No. of tendered Votes"	""	""	""	""	""	""	""
"291"	""	"Umashank er Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	""	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	""	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""	""
"293"	"141"	"235"	"35"	"205"	"11"	"4"	""	"6"	"3"	"5"	"7"	"5"	""	"18"	"8"	"31"	"573"	"0"	"573"	""	"0"	""	""	""	""	""	""	""
"294"	"142"	"258"	"17"	"213"	"2"	"15"	""	"4"	"1"	"3"	"4"	"1"	""	"7"	"9"	"24"	"558"	"0"	"558"	""	"0"	""	""	""	""	""	""	""
"295"	"143"	"318"	"42"	"61"	"6"	"3"	""	"2"	"1"	"0"	"3"	"3"	""	"0"	"2"	"10"	"451"	"0"	"451"	""	"0"	""	""	""	""	""	""	""
"296"	"144"	"383"	"25"	"151"	"14"	"5"	""	"10"	"3"	"4"	"8"	"6"	""	"4"	"7"	"20"	"640"	"0"	"640"	""	"0"	""	""	""	""	""	""	""
"297"	"145"	"171"	"36"	"66"	"5"	"2"	""	"1"	"2"	"0"	"3"	"2"	""	"11"	"7"	"25"	"331"	"0"	"331"	""	"0"	""	""	""	""	""	""	""
"298"	"146"	"196"	"5"	"57"	"86"	"0"	""	"0"	"1"	"0"	"1"	"1"	""	"0"	"0"	"1"	"348"	"0"	"348"	""	"0"	""	""	""	""	""	""	""
"299"	"147"	"208"	"40"	"177"	"71"	"26"	""	"6"	"8"	"3"	"4"	"9"	""	"15"	"6"	"27"	"600"	"0"	"600"	""	"0"	""	""	""	""	""	""	""
"300"	"148"	"156"	"31"	"117"	"4"	"1"	""	"3"	"3"	"1"	"4"	"6"	""	"6"	"5"	"35"	"372"	"0"	"372"	""	"0"	""	""	""	""	""	""	""
"301"	"149"	"291"	"41"	"205"	"5"	"17"	""	"5"	"4"	"2"	"5"	"12"	""	"13"	"13"	"48"	"661"	"0"	"661"	""	"0"	""	""	""	""	""	""	""
"302"	"150"	"252"	"82"	"167"	"5"	"2"	""	"4"	"1"	"3"	"3"	"4"	""	"14"	"9"	"54"	"600"	"0"	"600"	""	"0"	""	""	""	""	""	""	""
"303"	"151"	"302"	"65"	"212"	"22"	"6"	""	"8"	"2"	"5"	"3"	"13"	""	"15"	"9"	"34"	"696"	"0"	"696"	""	"0"	""	""	""	""	""	""	""
"304"	"152"	"279"	"68"	"217"	"40"	"5"	""	"3"	"1"	"3"	"6"	"7"	""	"15"	"10"	"51"	"705"	"0"	"705"	""	"0"	""	""	""	""	""	""	""
"305"	"153"	"53"	"62"	"324"	"2"	"9"	""	"2"	"0"	"0"	"3"	"3"	""	"8"	"2"	"15"	"483"	"0"	"483"	""	"0"	""	""	""	""	""	""	""
"306"	"154"	"132"	"96"	"318"	"6"	"2"	""	"0"	"3"	"3"	"3"	"1"	""	"9"	"13"	"14"	"600"	"0"	"600"	""	"0"	""	""	""	""	""	""	""
"307"	"Total"	"3234"	"645"	"2490"	"279"	"97"	""	"54"	"33"	"32"	"57"	"73"	""	"135"	"100"	"389"	"7618"	"0"	"7618"	""	"0"	""	""	""	""	""	""	""
"308"	"B.F."	"26657"	"3302"	"23365"	"1323"	"1228"	""	"694"	"221"	"276"	"434"	"431"	""	"1255"	"708"	"3052"	"62946"	"0"	"62946"	""	"0"	""	""	""	""	""	""	""
"309"	"G. Total"	"29891"	"3947"	"25855"	"1602"	"1325"	""	"748"	"254"	"308"	"491"	"504"	""	"1390"	"808"	"3441"	"70564"	"0"	"70564"	""	"0"	""	""	""	""	""	""	""
"310"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"311"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"312"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"313"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"314"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"315"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"316"	"Total No. of Electors in Assembly Constituency/Segment- 232819"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"317"	"Name of the Assembly/segment - 111- GOREYAKOTHI                                                                                                                                                                             Round No        12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	""	"No. of tendered Votes"	""	""	""	""	""	""	""
"320"	""	"Umashank er Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	""	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	""	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""	""
"322"	"155"	"222"	"115"	"125"	"25"	"22"	""	"0"	"2"	"3"	"3"	"2"	""	"10"	"3"	"8"	"540"	"0"	"540"	""	"0"	""	""	""	""	""	""	""
"323"	"156"	"166"	"56"	"148"	"40"	"2"	""	"4"	"1"	"1"	"6"	"2"	""	"2"	"3"	"19"	"450"	"0"	"450"	""	"0"	""	""	""	""	""	""	""
"324"	"157"	"50"	"10"	"122"	"24"	"9"	""	"2"	"1"	"1"	"6"	"2"	""	"16"	"5"	"25"	"273"	"0"	"273"	""	"0"	""	""	""	""	""	""	""
"325"	"158"	"200"	"70"	"248"	"15"	"9"	""	"6"	"6"	"5"	"9"	"9"	""	"19"	"12"	"34"	"642"	"0"	"642"	""	"0"	""	""	""	""	""	""	""
"326"	"159"	"316"	"61"	"136"	"7"	"41"	""	"5"	"2"	"0"	"2"	"3"	""	"12"	"10"	"22"	"617"	"0"	"617"	""	"0"	""	""	""	""	""	""	""
"327"	"160"	"292"	"72"	"174"	"47"	"4"	""	"5"	"3"	"8"	"5"	"2"	""	"5"	"3"	"21"	"641"	"0"	"641"	""	"0"	""	""	""	""	""	""	""
"328"	"161"	"139"	"22"	"203"	"12"	"1"	""	"0"	"0"	"0"	"0"	"1"	""	"4"	"2"	"2"	"386"	"0"	"386"	""	"0"	""	""	""	""	""	""	""
"329"	"162"	"28"	"56"	"123"	"4"	"0"	""	"1"	"0"	"1"	"4"	"2"	""	"9"	"3"	"11"	"242"	"0"	"242"	""	"0"	""	""	""	""	""	""	""
"330"	"163"	"278"	"28"	"227"	"9"	"1"	""	"1"	"1"	"2"	"0"	"1"	""	"0"	"4"	"28"	"580"	"0"	"580"	""	"0"	""	""	""	""	""	""	""
"331"	"164"	"107"	"8"	"246"	"3"	"0"	""	"1"	"1"	"1"	"2"	"4"	""	"8"	"1"	"19"	"401"	"0"	"401"	""	"0"	""	""	""	""	""	""	""
"332"	"165"	"397"	"34"	"102"	"6"	"11"	""	"4"	"1"	"1"	"3"	"2"	""	"6"	"4"	"10"	"581"	"0"	"581"	""	"0"	""	""	""	""	""	""	""
"333"	"166"	"297"	"58"	"209"	"9"	"3"	""	"2"	"2"	"3"	"5"	"5"	""	"14"	"6"	"53"	"666"	"0"	"666"	""	"0"	""	""	""	""	""	""	""
"334"	"167"	"196"	"80"	"119"	"4"	"3"	""	"0"	"4"	"3"	"6"	"5"	""	"26"	"6"	"26"	"478"	"0"	"478"	""	"0"	""	""	""	""	""	""	""
"335"	"168"	"126"	"38"	"163"	"9"	"5"	""	"0"	"5"	"1"	"1"	"5"	""	"10"	"3"	"15"	"381"	"0"	"381"	""	"0"	""	""	""	""	""	""	""
"336"	"Total"	"2814"	"708"	"2345"	"214"	"111"	""	"31"	"29"	"30"	"52"	"45"	""	"141"	"65"	"293"	"6878"	"0"	"6878"	""	"0"	""	""	""	""	""	""	""
"337"	"B.F."	"29891"	"3947"	"25855"	"1602"	"1325"	""	"748"	"254"	"308"	"491"	"504"	""	"1390"	"808"	"3441"	"70564"	"0"	"70564"	""	"0"	""	""	""	""	""	""	""
"338"	"G. Total"	"32705"	"4655"	"28200"	"1816"	"1436"	""	"779"	"283"	"338"	"543"	"549"	""	"1531"	"873"	"3734"	"77442"	"0"	"77442"	""	"0"	""	""	""	""	""	""	""
"339"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"340"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"342"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"343"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"344"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"345"	"Total No. of Electors in Assembly Constituency/Segment- 232819"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"346"	"Name of the Assembly/segment - 111- GOREYAKOTHI                                                                                                                                                                             Round No        13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"347"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"348"	"Serial No.
of Polling"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of
valid"	"No. of
rejected"	"Total"	""	"No. of
tendered"	""	""	""	""	""	""	""
"349"	"Station"	"Umashank er Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	""	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	""	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	"Votes"	"Votes"	""	""	"Votes"	""	""	""	""	""	""	""
"350"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""	""
"351"	"169"	"135"	"38"	"143"	"3"	"8"	""	"2"	"1"	"2"	"2"	"1"	""	"14"	"5"	"15"	"369"	"0"	"369"	""	"0"	""	""	""	""	""	""	""
"352"	"170"	"48"	"69"	"108"	"7"	"3"	""	"1"	"1"	"0"	"7"	"2"	""	"21"	"16"	"37"	"320"	"0"	"320"	""	"0"	""	""	""	""	""	""	""
"353"	"171"	"334"	"62"	"45"	"5"	"4"	""	"5"	"3"	"1"	"3"	"2"	""	"2"	"1"	"8"	"475"	"0"	"475"	""	"0"	""	""	""	""	""	""	""
"354"	"172"	"86"	"31"	"88"	"3"	"1"	""	"48"	"3"	"6"	"4"	"4"	""	"11"	"10"	"44"	"339"	"0"	"339"	""	"0"	""	""	""	""	""	""	""
"355"	"173"	"79"	"64"	"108"	"4"	"1"	""	"2"	"2"	"1"	"3"	"2"	""	"5"	"2"	"18"	"291"	"0"	"291"	""	"0"	""	""	""	""	""	""	""
"356"	"174"	"311"	"26"	"97"	"5"	"3"	""	"5"	"2"	"2"	"0"	"2"	""	"1"	"3"	"6"	"463"	"0"	"463"	""	"0"	""	""	""	""	""	""	""
"357"	"175"	"306"	"16"	"205"	"5"	"8"	""	"2"	"6"	"1"	"1"	"5"	""	"8"	"7"	"22"	"592"	"0"	"592"	""	"0"	""	""	""	""	""	""	""
"358"	"176"	"321"	"17"	"20"	"1"	"7"	""	"3"	"3"	"0"	"1"	"1"	""	"1"	"1"	"3"	"379"	"0"	"379"	""	"0"	""	""	""	""	""	""	""
"359"	"177"	"305"	"13"	"205"	"1"	"2"	""	"0"	"2"	"1"	"0"	"4"	""	"1"	"4"	"10"	"548"	"0"	"548"	""	"0"	""	""	""	""	""	""	""
"360"	"178"	"99"	"22"	"483"	"3"	"3"	""	"2"	"0"	"0"	"2"	"4"	""	"4"	"2"	"10"	"634"	"0"	"634"	""	"0"	""	""	""	""	""	""	""
"361"	"179"	"307"	"20"	"71"	"0"	"1"	""	"3"	"2"	"0"	"1"	"2"	""	"4"	"1"	"10"	"422"	"0"	"422"	""	"0"	""	""	""	""	""	""	""
"362"	"180"	"364"	"22"	"121"	"5"	"1"	""	"3"	"2"	"1"	"2"	"3"	""	"4"	"8"	"38"	"574"	"0"	"574"	""	"0"	""	""	""	""	""	""	""
"363"	"181"	"196"	"20"	"60"	"2"	"1"	""	"0"	"0"	"0"	"1"	"1"	""	"4"	"3"	"17"	"305"	"0"	"305"	""	"0"	""	""	""	""	""	""	""
"364"	"182"	"142"	"6"	"6"	"1"	"1"	""	"0"	"1"	"1"	"3"	"3"	""	"4"	"0"	"22"	"190"	"0"	"190"	""	"0"	""	""	""	""	""	""	""
"365"	"Total"	"3033"	"426"	"1760"	"45"	"44"	""	"76"	"28"	"16"	"30"	"36"	""	"84"	"63"	"260"	"5901"	"0"	"5901"	""	"0"	""	""	""	""	""	""	""
"366"	"B.F."	"32705"	"4655"	"28200"	"1816"	"1436"	""	"779"	"283"	"338"	"543"	"549"	""	"1531"	"873"	"3734"	"77442"	"0"	"77442"	""	"0"	""	""	""	""	""	""	""
"367"	"G. Total"	"35738"	"5081"	"29960"	"1861"	"1480"	""	"855"	"311"	"354"	"573"	"585"	""	"1615"	"936"	"3994"	"83343"	"0"	"83343"	""	"0"	""	""	""	""	""	""	""
"368"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"369"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"370"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"371"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"372"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"373"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"374"	"Total No. of Electors in Assembly Constituency/Segment- 232819"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"375"	"Name of the Assembly/segment - 111- GOREYAKOTHI
(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	"Round No      14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"376"	"Serial No. of Polling"	""	""	""	""	""	"No. of Valid Votes cast in favour of"	""	""	""	""	""	"Total of valid"	""	""	""	""	"No. of rejected"	""	"Total"	""	"No. of tendered"	""	""	""	""	""	""
"377"	"Station"	"Umashank er Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	""	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	""	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	"Votes"	"Votes"	""	""	"Votes"	""	""	""	""	""	""	""
"378"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""	""
"379"	"183"	"174"	"5"	"51"	"2"	"2"	""	"1"	"0"	"0"	"2"	"3"	""	"5"	"7"	"18"	"270"	"0"	"270"	""	"0"	""	""	""	""	""	""	""
"380"	"184"	"186"	"17"	"414"	"15"	"5"	""	"7"	"3"	"6"	"7"	"2"	""	"17"	"6"	"17"	"702"	"0"	"702"	""	"0"	""	""	""	""	""	""	""
"381"	"185"	"147"	"10"	"48"	"3"	"3"	""	"2"	"3"	"0"	"2"	"3"	""	"3"	"4"	"14"	"242"	"0"	"242"	""	"0"	""	""	""	""	""	""	""
"382"	"186"	"108"	"5"	"77"	"45"	"2"	""	"1"	"0"	"0"	"0"	"3"	""	"8"	"3"	"7"	"259"	"0"	"259"	""	"0"	""	""	""	""	""	""	""
"383"	"187"	"168"	"12"	"118"	"2"	"1"	""	"2"	"0"	"0"	"1"	"5"	""	"15"	"8"	"28"	"360"	"0"	"360"	""	"0"	""	""	""	""	""	""	""
"384"	"188"	"436"	"22"	"198"	"4"	"1"	""	"2"	"2"	"0"	"4"	"2"	""	"12"	"3"	"17"	"703"	"0"	"703"	""	"0"	""	""	""	""	""	""	""
"385"	"189"	"28"	"20"	"97"	"3"	"0"	""	"2"	"0"	"0"	"2"	"1"	""	"8"	"5"	"8"	"174"	"0"	"174"	""	"0"	""	""	""	""	""	""	""
"386"	"190"	"265"	"55"	"145"	"87"	"14"	""	"5"	"3"	"5"	"9"	"6"	""	"11"	"6"	"34"	"645"	"0"	"645"	""	"0"	""	""	""	""	""	""	""
"387"	"191"	"254"	"21"	"145"	"18"	"3"	""	"2"	"2"	"7"	"6"	"12"	""	"13"	"8"	"66"	"557"	"0"	"557"	""	"0"	""	""	""	""	""	""	""
"388"	"192"	"163"	"27"	"213"	"2"	"3"	""	"3"	"0"	"3"	"7"	"8"	""	"3"	"2"	"14"	"448"	"0"	"448"	""	"0"	""	""	""	""	""	""	""
"389"	"193"	"309"	"20"	"141"	"17"	"4"	""	"0"	"2"	"2"	"1"	"1"	""	"1"	"2"	"13"	"513"	"0"	"513"	""	"0"	""	""	""	""	""	""	""
"390"	"194"	"148"	"25"	"85"	"1"	"4"	""	"1"	"2"	"1"	"2"	"2"	""	"4"	"2"	"19"	"296"	"0"	"296"	""	"0"	""	""	""	""	""	""	""
"391"	"195"	"273"	"21"	"159"	"40"	"44"	""	"4"	"1"	"0"	"3"	"1"	""	"7"	"6"	"12"	"571"	"0"	"571"	""	"0"	""	""	""	""	""	""	""
"392"	"196"	"294"	"17"	"173"	"5"	"3"	""	"4"	"1"	"0"	"7"	"3"	""	"9"	"4"	"9"	"529"	"0"	"529"	""	"0"	""	""	""	""	""	""	""
"393"	"Total"	"2953"	"277"	"2064"	"244"	"89"	""	"36"	"19"	"24"	"53"	"52"	""	"116"	"66"	"276"	"6269"	"0"	"6269"	""	"0"	""	""	""	""	""	""	""
"394"	"B.F."	"35738"	"5081"	"29960"	"1861"	"1480"	""	"855"	"311"	"354"	"573"	"585"	""	"1615"	"936"	"3994"	"83343"	"0"	"83343"	""	"0"	""	""	""	""	""	""	""
"395"	"G. Total"	"38691"	"5358"	"32024"	"2105"	"1569"	""	"891"	"330"	"378"	"626"	"637"	""	"1731"	"1002"	"4270"	"89612"	"0"	"89612"	""	"0"	""	""	""	""	""	""	""
"396"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"397"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"398"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"399"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"400"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"401"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"402"	"Total No. of Electors in Assembly Constituency/Segment- 232819"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"403"	"Name of the Assembly/segment - 111- GOREYAKOTHI
(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	"Round No        15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"404"	"Serial No. of Polling"	""	""	""	""	""	"No. of Valid Votes cast in favour of"	""	""	""	""	""	"Total of valid"	""	""	""	""	"No. of rejected"	""	"Total"	""	"No. of tendered"	""	""	""	""	""	""
"405"	"Station"	"Umashank er Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	""	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	""	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	"Votes"	"Votes"	""	""	"Votes"	""	""	""	""	""	""	""
"406"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""	""
"407"	"197"	"334"	"14"	"142"	"1"	"1"	""	"0"	"0"	"0"	"0"	"2"	""	"6"	"1"	"9"	"510"	"0"	"510"	""	"0"	""	""	""	""	""	""	""
"408"	"198"	"342"	"45"	"68"	"3"	"1"	""	"2"	"0"	"0"	"1"	"2"	""	"4"	"5"	"12"	"485"	"0"	"485"	""	"0"	""	""	""	""	""	""	""
"409"	"199"	"258"	"23"	"339"	"6"	"3"	""	"0"	"1"	"0"	"2"	"5"	""	"14"	"3"	"12"	"666"	"0"	"666"	""	"0"	""	""	""	""	""	""	""
"410"	"200"	"24"	"5"	"429"	"1"	"1"	""	"1"	"0"	"0"	"2"	"1"	""	"1"	"1"	"4"	"470"	"0"	"470"	""	"0"	""	""	""	""	""	""	""
"411"	"201"	"472"	"69"	"80"	"32"	"7"	""	"1"	"2"	"3"	"5"	"6"	""	"5"	"4"	"23"	"709"	"0"	"709"	""	"0"	""	""	""	""	""	""	""
"412"	"202"	"321"	"13"	"83"	"12"	"2"	""	"0"	"2"	"0"	"2"	"0"	""	"4"	"1"	"10"	"450"	"0"	"450"	""	"0"	""	""	""	""	""	""	""
"413"	"203"	"352"	"23"	"175"	"2"	"1"	""	"1"	"1"	"3"	"3"	"3"	""	"8"	"3"	"13"	"588"	"0"	"588"	""	"0"	""	""	""	""	""	""	""
"414"	"204"	"194"	"18"	"75"	"4"	"2"	""	"5"	"1"	"3"	"2"	"1"	""	"3"	"0"	"12"	"320"	"0"	"320"	""	"0"	""	""	""	""	""	""	""
"415"	"205"	"135"	"41"	"321"	"29"	"6"	""	"4"	"2"	"5"	"4"	"2"	""	"2"	"1"	"8"	"560"	"0"	"560"	""	"0"	""	""	""	""	""	""	""
"416"	"206"	"402"	"32"	"88"	"17"	"2"	""	"4"	"4"	"2"	"4"	"6"	""	"11"	"8"	"33"	"613"	"0"	"613"	""	"0"	""	""	""	""	""	""	""
