"Total.No..of.Electors.in.Assembly.Constituency.Segment..262884"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"366"	"186"	"397"	"60"	"40"	"2"	"0"	"2"	"3"	"1"	"4"	"4"	"1"	"6"	"520"	"0"	"520"	"0"
"367"	"187"	"81"	"166"	"191"	"2"	"0"	"0"	"5"	"1"	"0"	"4"	"1"	"3"	"454"	"0"	"454"	"0"
"368"	"Total"	"3966"	"2011"	"642"	"29"	"8"	"11"	"44"	"21"	"100"	"26"	"24"	"57"	"6939"	"0"	"6939"	"0"
"369"	"B.F."	"36461"	"33639"	"5837"	"393"	"176"	"165"	"727"	"291"	"391"	"298"	"695"	"1067"	"80140"	"0"	"0"	"0"
"370"	"G. Total"	"40427"	"35650"	"6479"	"422"	"184"	"176"	"771"	"312"	"491"	"324"	"719"	"1124"	"87079"	"0"	"87079"	"0"
"371"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"372"	"Total No. of Electors in Assembly Constituency/Segment- 262884"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"373"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"374"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"375"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"376"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"377"	"Name of the Assembly/segment- 118-CHAPRA                                                                                                                                                                                                                                                                            Round No- 15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"378"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"379"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"380"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"381"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"382"	"188"	"88"	"100"	"285"	"3"	"1"	"1"	"0"	"1"	"4"	"1"	"1"	"3"	"488"	"0"	"488"	"0"
"383"	"189"	"259"	"79"	"29"	"4"	"0"	"1"	"2"	"1"	"3"	"0"	"4"	"6"	"388"	"0"	"388"	"0"
"384"	"190"	"34"	"95"	"213"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"3"	"6"	"355"	"0"	"355"	"0"
"385"	"191"	"266"	"71"	"127"	"4"	"1"	"3"	"3"	"2"	"7"	"3"	"3"	"2"	"492"	"0"	"492"	"0"
"386"	"191(A)"	"16"	"49"	"138"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"1"	"208"	"0"	"208"	"0"
"387"	"192"	"37"	"148"	"164"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"3"	"356"	"0"	"356"	"0"
"388"	"193"	"120"	"82"	"112"	"5"	"0"	"2"	"1"	"1"	"1"	"3"	"1"	"3"	"331"	"0"	"331"	"0"
"389"	"194"	"4"	"125"	"420"	"5"	"0"	"2"	"1"	"0"	"1"	"2"	"0"	"1"	"561"	"0"	"561"	"0"
"390"	"195"	"305"	"159"	"89"	"1"	"2"	"0"	"0"	"1"	"4"	"2"	"2"	"6"	"571"	"0"	"571"	"0"
"391"	"196"	"384"	"257"	"17"	"4"	"0"	"1"	"4"	"0"	"4"	"3"	"2"	"7"	"683"	"0"	"683"	"0"
"392"	"197"	"346"	"150"	"57"	"2"	"1"	"1"	"4"	"0"	"1"	"2"	"2"	"11"	"577"	"0"	"577"	"0"
"393"	"198"	"341"	"124"	"22"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"491"	"0"	"491"	"0"
"394"	"199"	"142"	"26"	"2"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"173"	"0"	"173"	"0"
"395"	"200"	"451"	"138"	"36"	"4"	"2"	"2"	"2"	"1"	"11"	"3"	"2"	"5"	"657"	"0"	"657"	"0"
"396"	"Total"	"2793"	"1603"	"1711"	"33"	"10"	"14"	"22"	"8"	"40"	"21"	"22"	"54"	"6331"	"0"	"6331"	"0"
"397"	"B.F."	"40427"	"35650"	"6479"	"422"	"184"	"176"	"771"	"312"	"491"	"324"	"719"	"1124"	"87079"	"0"	"0"	"0"
"398"	"G. Total"	"43220"	"37253"	"8190"	"455"	"194"	"190"	"793"	"320"	"531"	"345"	"741"	"1178"	"93410"	"0"	"93410"	"0"
"399"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"400"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"401"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"402"	"Total No. of Electors in Assembly Constituency/Segment- 262884"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"403"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"404"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"405"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"406"	"Name of the Assembly/segment- 118-CHAPRA                                                                                                                                                                                                                                                                            Round No- 16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"407"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"408"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"409"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"410"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"411"	"201"	"430"	"143"	"23"	"2"	"1"	"1"	"2"	"3"	"1"	"1"	"0"	"3"	"610"	"0"	"610"	"0"
"412"	"202"	"195"	"89"	"19"	"2"	"0"	"0"	"1"	"2"	"2"	"2"	"2"	"1"	"315"	"0"	"315"	"0"
"413"	"202(A)"	"133"	"57"	"12"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"207"	"0"	"207"	"0"
"414"	"203"	"258"	"151"	"89"	"2"	"0"	"0"	"3"	"0"	"3"	"1"	"1"	"1"	"509"	"0"	"509"	"0"
"415"	"204"	"243"	"90"	"21"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"361"	"0"	"361"	"0"
"416"	"204(A)"	"134"	"77"	"5"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"221"	"0"	"221"	"0"
"417"	"205"	"231"	"318"	"24"	"3"	"1"	"1"	"6"	"3"	"5"	"4"	"8"	"14"	"618"	"0"	"618"	"0"
"418"	"206"	"205"	"109"	"22"	"2"	"0"	"2"	"3"	"3"	"0"	"0"	"1"	"3"	"350"	"0"	"350"	"0"
"419"	"207"	"209"	"140"	"44"	"0"	"1"	"1"	"0"	"3"	"1"	"0"	"4"	"1"	"404"	"0"	"404"	"0"
"420"	"207(A)"	"41"	"190"	"20"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"2"	"2"	"259"	"0"	"259"	"0"
"421"	"208"	"176"	"269"	"11"	"1"	"1"	"0"	"5"	"3"	"1"	"1"	"0"	"0"	"468"	"0"	"468"	"0"
"422"	"209"	"66"	"221"	"163"	"11"	"4"	"3"	"5"	"1"	"4"	"3"	"6"	"2"	"489"	"0"	"489"	"0"
"423"	"210"	"210"	"60"	"24"	"4"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"302"	"0"	"302"	"0"
"424"	"211"	"231"	"102"	"12"	"0"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"351"	"0"	"351"	"0"
"425"	"Total"	"2762"	"2016"	"489"	"30"	"15"	"8"	"33"	"19"	"21"	"14"	"25"	"32"	"5464"	"0"	"5464"	"0"
"426"	"B.F."	"43220"	"37253"	"8190"	"455"	"194"	"190"	"793"	"320"	"531"	"345"	"741"	"1178"	"93410"	"0"	"0"	"0"
"427"	"G. Total"	"45982"	"39269"	"8679"	"485"	"209"	"198"	"826"	"339"	"552"	"359"	"766"	"1210"	"98874"	"0"	"98874"	"0"
"428"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"429"	"Total No. of Electors in Assembly Constituency/Segment- 262884"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"430"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"431"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"432"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"433"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"434"	"Name of the Assembly/segment- 118-CHAPRA                                                                                                                                                                                                                                                                            Round No- 17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"435"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"436"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"437"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"438"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"439"	"212"	"275"	"114"	"110"	"2"	"0"	"0"	"2"	"1"	"5"	"0"	"4"	"2"	"515"	"0"	"515"	"0"
"440"	"213"	"255"	"44"	"130"	"1"	"1"	"0"	"0"	"2"	"29"	"1"	"1"	"9"	"473"	"0"	"473"	"0"
"441"	"214"	"152"	"244"	"108"	"5"	"1"	"1"	"3"	"0"	"14"	"3"	"1"	"5"	"537"	"0"	"537"	"0"
"442"	"215"	"188"	"405"	"16"	"0"	"1"	"0"	"4"	"1"	"6"	"3"	"16"	"10"	"650"	"0"	"650"	"0"
"443"	"216"	"72"	"105"	"53"	"2"	"0"	"1"	"3"	"1"	"2"	"1"	"2"	"3"	"245"	"0"	"245"	"0"
"444"	"217"	"165"	"75"	"249"	"11"	"2"	"4"	"5"	"6"	"9"	"13"	"10"	"16"	"565"	"0"	"565"	"0"
"445"	"218"	"182"	"417"	"58"	"2"	"1"	"3"	"4"	"5"	"22"	"1"	"8"	"3"	"706"	"0"	"706"	"0"
"446"	"219"	"219"	"220"	"28"	"3"	"1"	"5"	"6"	"3"	"9"	"2"	"8"	"11"	"515"	"0"	"515"	"0"
"447"	"220"	"63"	"288"	"5"	"2"	"0"	"0"	"1"	"0"	"3"	"0"	"9"	"5"	"376"	"0"	"376"	"0"
"448"	"221"	"592"	"71"	"3"	"0"	"1"	"1"	"1"	"1"	"8"	"3"	"2"	"2"	"685"	"0"	"685"	"0"
"449"	"222"	"151"	"305"	"61"	"17"	"2"	"3"	"9"	"4"	"5"	"3"	"7"	"13"	"580"	"0"	"580"	"0"
"450"	"223"	"87"	"143"	"122"	"8"	"2"	"1"	"4"	"1"	"2"	"2"	"1"	"3"	"376"	"0"	"376"	"0"
"451"	"224"	"110"	"70"	"20"	"4"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"207"	"0"	"207"	"0"
"452"	"225"	"113"	"264"	"12"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"5"	"2"	"400"	"0"	"400"	"0"
"453"	"Total"	"2624"	"2765"	"975"	"58"	"13"	"19"	"44"	"25"	"114"	"34"	"74"	"85"	"6830"	"0"	"6830"	"0"
"454"	"B.F."	"45982"	"39269"	"8679"	"485"	"209"	"198"	"826"	"339"	"552"	"359"	"766"	"1210"	"98874"	"0"	"0"	"0"
"455"	"G. Total"	"48606"	"42034"	"9654"	"543"	"222"	"217"	"870"	"364"	"666"	"393"	"840"	"1295"	"105704"	"0"	"105704"	"0"
"456"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"457"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"458"	"Total No. of Electors in Assembly Constituency/Segment- 262884"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"459"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"460"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"461"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"462"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"463"	"Name of the Assembly/segment- 118-CHAPRA                                                                                                                                                                                                                                                                            Round No- 18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"464"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"465"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"466"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"467"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"468"	"226"	"38"	"321"	"9"	"3"	"1"	"0"	"2"	"0"	"1"	"0"	"5"	"2"	"382"	"0"	"382"	"0"
"469"	"227"	"115"	"339"	"67"	"7"	"2"	"1"	"4"	"5"	"2"	"2"	"9"	"12"	"565"	"0"	"565"	"0"
"470"	"228"	"1"	"117"	"1"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"2"	"125"	"0"	"125"	"0"
"471"	"229"	"17"	"480"	"6"	"1"	"0"	"1"	"3"	"3"	"1"	"0"	"1"	"7"	"520"	"0"	"520"	"0"
"472"	"230"	"108"	"284"	"6"	"2"	"1"	"0"	"1"	"2"	"4"	"1"	"1"	"4"	"414"	"0"	"414"	"0"
"473"	"Total"	"279"	"1541"	"89"	"14"	"4"	"2"	"13"	"10"	"8"	"3"	"16"	"27"	"2006"	"0"	"2006"	"0"
"474"	"B.F."	"48606"	"42034"	"9654"	"543"	"222"	"217"	"870"	"364"	"666"	"393"	"840"	"1295"	"105704"	"0"	"105704"	"0"
"475"	"G. Total"	"48885"	"43575"	"9743"	"557"	"226"	"219"	"883"	"374"	"674"	"396"	"856"	"1322"	"107710"	"0"	"107710"	"0"
"476"	"Place- BAZAR SAMITI, SANDHA, CHAPRA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"477"	"Date - 16-05-2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"478"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
