"Candidates"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"301"	"203"	"20"	"0"	"3"	"188"	"228"	"9"	"5"	"1"	"4"	"4"	"50"	"7"	"5"	"2"	"3"	"16"	"5"	"4"	"11"	"565"	""	"565"	""
"302"	"204"	"1"	"0"	"0"	"11"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"14"	""	"14"	""
"303"	"205"	"27"	"1"	"1"	"68"	"146"	"5"	"4"	"0"	"2"	"1"	"18"	"2"	"4"	"0"	"0"	"3"	"5"	"2"	"4"	"293"	""	"293"	""
"304"	"206"	"6"	"1"	"1"	"95"	"88"	"4"	"4"	"2"	"4"	"2"	"58"	"10"	"7"	"1"	"3"	"23"	"2"	"2"	"3"	"316"	""	"316"	""
"305"	"207"	"37"	"2"	"0"	"66"	"34"	"3"	"1"	"1"	"2"	"1"	"50"	"1"	"3"	"2"	"1"	"11"	"0"	"0"	"0"	"215"	""	"215"	""
"306"	"208"	"24"	"0"	"2"	"68"	"6"	"1"	"0"	"0"	"0"	"0"	"15"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"120"	""	"120"	""
"307"	"209"	"10"	"2"	"0"	"44"	"257"	"9"	"8"	"4"	"2"	"0"	"37"	"12"	"3"	"8"	"3"	"21"	"2"	"1"	"1"	"424"	""	"424"	""
"308"	"210"	"16"	"13"	"6"	"203"	"41"	"6"	"1"	"2"	"0"	"5"	"70"	"4"	"8"	"7"	"5"	"11"	"1"	"0"	"2"	"401"	""	"401"	""
"309"	"211"	"19"	"6"	"11"	"163"	"346"	"8"	"1"	"1"	"0"	"1"	"29"	"0"	"10"	"5"	"1"	"0"	"0"	"0"	"0"	"601"	""	"601"	""
"310"	"212"	"16"	"10"	"4"	"159"	"249"	"8"	"4"	"1"	"1"	"1"	"43"	"5"	"13"	"0"	"0"	"5"	"0"	"0"	"3"	"522"	""	"522"	""
"311"	"213"	"40"	"4"	"15"	"20"	"280"	"6"	"1"	"0"	"0"	"2"	"13"	"3"	"2"	"0"	"1"	"7"	"8"	"0"	"0"	"402"	""	"402"	""
"312"	"214"	"20"	"0"	"1"	"29"	"56"	"3"	"0"	"0"	"0"	"0"	"16"	"1"	"3"	"3"	"2"	"11"	"0"	"1"	"0"	"146"	""	"146"	""
"313"	"215"	"29"	"0"	"1"	"92"	"41"	"2"	"0"	"1"	"2"	"0"	"47"	"2"	"7"	"1"	"2"	"8"	"0"	"0"	"1"	"236"	""	"236"	""
"314"	"216"	"17"	"2"	"1"	"80"	"58"	"4"	"0"	"1"	"3"	"1"	"32"	"1"	"3"	"1"	"3"	"13"	"0"	"1"	"4"	"225"	""	"225"	""
"315"	"Candidates"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"316"	"Name"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"317"	""	"Ashok Choudhary"	"Gajadhar Rajak"	"Bhagwan Das"	"Bhudeo Choudhary"	"Shyam Rajak"	"Arjun Manjhi"	"Upendra Ravidas"	"Om Prakash Paswan"	"Gulab Chandra Paswan"	"Nundeo  Manjhi"	"Prasadi Paswan"	"Subhash Paswan"	"Kapildeo Das"	"Jay Sekhar Manjhi"	"Pappu Rajak"	"Yogendra Paswan"	"Vijay Paswan"	"Bilakshan Rabidas"	"Saryug  Paswan"	""	""	""	""
"318"	"-------->"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"BOTH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	"NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"|"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"322"	"|"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"v"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"324"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"325"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"217"	"72"	"5"	"1"	"84"	"49"	"1"	"0"	"0"	"0"	"1"	"17"	"1"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"235"	""	"235"	""
"327"	"218"	"50"	"5"	"9"	"107"	"174"	"5"	"1"	"0"	"3"	"1"	"41"	"4"	"5"	"1"	"2"	"1"	"10"	"4"	"4"	"427"	""	"427"	""
"328"	"219"	"5"	"0"	"4"	"45"	"140"	"12"	"2"	"0"	"0"	"2"	"11"	"0"	"3"	"3"	"0"	"3"	"2"	"1"	"2"	"235"	""	"235"	""
"329"	"220"	"13"	"1"	"10"	"172"	"31"	"3"	"1"	"0"	"2"	"3"	"38"	"3"	"2"	"2"	"0"	"1"	"1"	"0"	"0"	"283"	""	"283"	""
"330"	"221"	"32"	"4"	"2"	"116"	"91"	"7"	"1"	"4"	"2"	"1"	"70"	"7"	"6"	"3"	"3"	"10"	"5"	"2"	"7"	"373"	""	"373"	""
"331"	"222"	"33"	"1"	"0"	"149"	"11"	"0"	"0"	"0"	"0"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	""	"205"	""
"332"	"223"	"53"	"7"	"8"	"104"	"67"	"4"	"0"	"1"	"3"	"2"	"16"	"3"	"6"	"0"	"2"	"4"	"6"	"0"	"3"	"289"	""	"289"	""
"333"	"224"	"52"	"0"	"0"	"69"	"1"	"0"	"1"	"0"	"0"	"0"	"23"	"2"	"1"	"1"	"1"	"2"	"1"	"0"	"0"	"154"	""	"154"	""
"334"	"225"	"64"	"0"	"0"	"168"	"11"	"16"	"0"	"2"	"0"	"0"	"12"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"275"	""	"275"	""
"335"	"226"	"13"	"2"	"17"	"160"	"87"	"4"	"2"	"0"	"2"	"2"	"42"	"2"	"3"	"0"	"3"	"6"	"0"	"1"	"2"	"348"	""	"348"	""
"336"	"227"	"15"	"4"	"2"	"259"	"21"	"1"	"0"	"2"	"0"	"0"	"42"	"2"	"8"	"0"	"1"	"7"	"0"	"1"	"0"	"365"	""	"365"	""
"337"	"228"	"113"	"5"	"12"	"78"	"64"	"5"	"1"	"1"	"2"	"0"	"46"	"3"	"7"	"4"	"4"	"6"	"0"	"3"	"0"	"354"	""	"354"	""
"338"	"229"	"12"	"0"	"0"	"19"	"360"	"4"	"1"	"4"	"2"	"2"	"9"	"5"	"2"	"2"	"1"	"5"	"7"	"2"	"1"	"438"	""	"438"	""
"339"	"230"	"6"	"3"	"4"	"63"	"349"	"13"	"1"	"1"	"1"	"1"	"34"	"4"	"10"	"4"	"2"	"8"	"9"	"6"	"19"	"538"	""	"538"	""
"340"	"231"	"16"	"1"	"3"	"99"	"181"	"5"	"1"	"2"	"2"	"1"	"37"	"6"	"2"	"0"	"1"	"5"	"4"	"1"	"2"	"369"	""	"369"	""
"341"	"232"	"82"	"3"	"2"	"107"	"77"	"4"	"1"	"4"	"5"	"1"	"32"	"2"	"1"	"1"	"2"	"1"	"10"	"10"	"4"	"349"	""	"349"	""
"342"	"233"	"10"	"2"	"8"	"81"	"300"	"4"	"3"	"0"	"0"	"0"	"38"	"0"	"1"	"3"	"1"	"0"	"2"	"3"	"4"	"460"	""	"460"	""
"343"	"234"	"27"	"2"	"26"	"33"	"174"	"4"	"1"	"2"	"4"	"0"	"12"	"3"	"1"	"0"	"0"	"2"	"3"	"12"	"1"	"307"	""	"307"	""
"344"	"235"	"284"	"1"	"1"	"24"	"81"	"0"	"0"	"1"	"0"	"2"	"11"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"406"	""	"406"	""
"345"	"236"	"0"	"0"	"0"	"1"	"410"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"411"	""	"411"	""
"346"	"237"	"58"	"1"	"2"	"109"	"93"	"4"	"2"	"0"	"0"	"0"	"31"	"0"	"3"	"0"	"1"	"5"	"1"	"4"	"0"	"314"	""	"314"	""
"347"	"238"	"107"	"2"	"23"	"22"	"22"	"1"	"0"	"1"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	""	"182"	""
"348"	"239"	"4"	"6"	"7"	"103"	"197"	"8"	"4"	"4"	"2"	"6"	"114"	"5"	"5"	"0"	"0"	"14"	"0"	"3"	"3"	"485"	""	"485"	""
"349"	"240"	"3"	"4"	"85"	"98"	"182"	"4"	"13"	"6"	"2"	"2"	"20"	"10"	"5"	"2"	"4"	"15"	"1"	"64"	"2"	"522"	""	"522"	""
"350"	"Candidates"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"351"	"Name"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	""	"Ashok Choudhary"	"Gajadhar Rajak"	"Bhagwan Das"	"Bhudeo Choudhary"	"Shyam Rajak"	"Arjun Manjhi"	"Upendra Ravidas"	"Om Prakash Paswan"	"Gulab Chandra Paswan"	"Nundeo  Manjhi"	"Prasadi Paswan"	"Subhash Paswan"	"Kapildeo Das"	"Jay Sekhar Manjhi"	"Pappu Rajak"	"Yogendra Paswan"	"Vijay Paswan"	"Bilakshan Rabidas"	"Saryug  Paswan"	""	""	""	""
"353"	"-------->"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"354"	"BOTH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"356"	"|"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"357"	"|"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"358"	"v"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"359"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"360"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"361"	"241"	"3"	"5"	"100"	"144"	"171"	"8"	"5"	"0"	"4"	"2"	"28"	"5"	"12"	"1"	"2"	"11"	"5"	"11"	"2"	"519"	""	"519"	""
"362"	"242"	"8"	"2"	"7"	"189"	"144"	"9"	"1"	"2"	"0"	"0"	"74"	"10"	"11"	"4"	"3"	"16"	"1"	"5"	"5"	"491"	""	"491"	""
"363"	"243"	"41"	"1"	"8"	"106"	"267"	"12"	"8"	"5"	"2"	"3"	"38"	"8"	"4"	"4"	"5"	"14"	"1"	"2"	"2"	"531"	""	"531"	""
"364"	"244"	"90"	"6"	"6"	"113"	"68"	"3"	"0"	"1"	"2"	"2"	"28"	"1"	"2"	"1"	"2"	"5"	"4"	"0"	"2"	"336"	""	"336"	""
"365"	"245"	"10"	"0"	"2"	"163"	"128"	"2"	"1"	"1"	"0"	"3"	"43"	"5"	"2"	"0"	"1"	"5"	"8"	"2"	"6"	"382"	""	"382"	""
"366"	"246"	"4"	"3"	"4"	"161"	"149"	"1"	"0"	"0"	"0"	"0"	"18"	"1"	"5"	"0"	"0"	"1"	"0"	"1"	"0"	"348"	""	"348"	""
"367"	"247"	"83"	"7"	"8"	"46"	"186"	"9"	"6"	"3"	"1"	"1"	"17"	"4"	"4"	"6"	"8"	"6"	"3"	"52"	"2"	"452"	""	"452"	""
"368"	"248"	"11"	"1"	"14"	"50"	"300"	"3"	"1"	"1"	"1"	"0"	"12"	"2"	"2"	"0"	"2"	"7"	"0"	"0"	"2"	"409"	""	"409"	""
"369"	"249"	"5"	"1"	"4"	"337"	"20"	"3"	"12"	"11"	"2"	"2"	"19"	"3"	"0"	"0"	"2"	"4"	"1"	"55"	"1"	"482"	""	"482"	""
"370"	"250"	"9"	"2"	"9"	"48"	"196"	"8"	"3"	"2"	"0"	"1"	"24"	"3"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"310"	""	"310"	""
"371"	"251"	"59"	"6"	"5"	"87"	"27"	"5"	"0"	"1"	"2"	"0"	"27"	"0"	"6"	"0"	"1"	"4"	"2"	"0"	"1"	"233"	""	"233"	""
"372"	"252"	"134"	"4"	"3"	"134"	"18"	"0"	"0"	"0"	"2"	"0"	"22"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"321"	""	"321"	""
"373"	"253"	"145"	"2"	"2"	"135"	"15"	"8"	"2"	"0"	"0"	"3"	"29"	"1"	"4"	"2"	"0"	"2"	"9"	"1"	"1"	"361"	""	"361"	""
"374"	"254"	"24"	"1"	"0"	"55"	"59"	"1"	"1"	"3"	"1"	"1"	"38"	"2"	"9"	"4"	"1"	"13"	"8"	"1"	"8"	"230"	""	"230"	""
"375"	"255"	"37"	"0"	"2"	"106"	"40"	"0"	"0"	"1"	"4"	"2"	"31"	"0"	"3"	"2"	"1"	"9"	"3"	"2"	"6"	"249"	""	"249"	""
"376"	"256"	"67"	"4"	"5"	"101"	"45"	"5"	"1"	"0"	"1"	"4"	"30"	"4"	"13"	"3"	"0"	"5"	"0"	"0"	"0"	"288"	""	"288"	""
"377"	"257"	"39"	"7"	"4"	"242"	"31"	"2"	"0"	"0"	"0"	"2"	"27"	"2"	"3"	"2"	"1"	"1"	"2"	"3"	"0"	"368"	""	"368"	""
"378"	"258"	"28"	"5"	"4"	"170"	"177"	"16"	"7"	"4"	"1"	"2"	"60"	"11"	"14"	"5"	"3"	"21"	"1"	"5"	"8"	"542"	""	"542"	""
"379"	"259"	"34"	"1"	"2"	"232"	"116"	"7"	"0"	"1"	"1"	"1"	"58"	"1"	"4"	"2"	"1"	"3"	"1"	"2"	"3"	"470"	""	"470"	""
"380"	"260"	"56"	"3"	"16"	"137"	"108"	"5"	"3"	"7"	"1"	"0"	"63"	"13"	"12"	"3"	"4"	"10"	"0"	"39"	"2"	"482"	""	"482"	""
"381"	"261"	"21"	"5"	"10"	"129"	"88"	"5"	"6"	"5"	"2"	"1"	"49"	"4"	"4"	"1"	"2"	"9"	"3"	"31"	"3"	"378"	""	"378"	""
"382"	"262"	"22"	"2"	"16"	"356"	"100"	"3"	"5"	"7"	"1"	"0"	"49"	"3"	"8"	"1"	"3"	"10"	"5"	"19"	"1"	"611"	""	"611"	""
"383"	"263"	"22"	"5"	"19"	"185"	"153"	"8"	"5"	"1"	"3"	"2"	"50"	"5"	"6"	"2"	"0"	"9"	"3"	"0"	"4"	"482"	""	"482"	""
"384"	"264"	"20"	"4"	"13"	"235"	"99"	"10"	"1"	"5"	"3"	"2"	"79"	"2"	"5"	"1"	"1"	"8"	"2"	"7"	"4"	"501"	""	"501"	""
"385"	"Candidates"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"386"	"Name"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"387"	""	"Ashok Choudhary"	"Gajadhar Rajak"	"Bhagwan Das"	"Bhudeo Choudhary"	"Shyam Rajak"	"Arjun Manjhi"	"Upendra Ravidas"	"Om Prakash Paswan"	"Gulab Chandra Paswan"	"Nundeo  Manjhi"	"Prasadi Paswan"	"Subhash Paswan"	"Kapildeo Das"	"Jay Sekhar Manjhi"	"Pappu Rajak"	"Yogendra Paswan"	"Vijay Paswan"	"Bilakshan Rabidas"	"Saryug  Paswan"	""	""	""	""
"388"	"-------->"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"389"	"BOTH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"390"	"NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"391"	"|"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"392"	"|"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"393"	"v"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"394"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"395"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"396"	"265"	"12"	"3"	"1"	"157"	"49"	"3"	"0"	"2"	"0"	"0"	"40"	"4"	"4"	"1"	"1"	"4"	"1"	"3"	"4"	"289"	""	"289"	""
"397"	"Total"	"8140"	"773"	"2243"	"31481"	"34320"	"1204"	"410"	"360"	"679"	"354"	"9677"	"733"	"1087"	"602"	"385"	"1624"	"519"	"675"	"570"	"95836"	""	"95836"	""
