"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"1"	"(CHAPTER XIV, PARA 25.9) FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"FINAL RESULT SHEET [SEE RULE 56C (2)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 26-BHAGALPUR PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of Electors in Assembly Segment  :-   205767"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Name of Assembly Segement :- 153-Gopalpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"223"	"193"	"192"	"46"	"377"	"26"	"6"	"40"	"6"	"3"	"6"	"0"	"3"	"3"	"3"	"1"	"1"	"7"	"21"	"37"	"17"	"6"	"2"	"11"	"622"	"0"	"622"	"0"
"224"	"194"	"193"	"15"	"85"	"23"	"17"	"218"	"9"	"1"	"4"	"2"	"9"	"13"	"0"	"2"	"4"	"5"	"14"	"38"	"86"	"8"	"3"	"9"	"565"	"0"	"565"	"0"
"225"	"195"	"194"	"56"	"8"	"21"	"7"	"86"	"3"	"5"	"4"	"7"	"17"	"8"	"4"	"2"	"1"	"2"	"38"	"9"	"67"	"3"	"2"	"6"	"356"	"0"	"356"	"0"
"226"	"196"	"195"	"73"	"16"	"75"	"8"	"52"	"6"	"2"	"4"	"0"	"4"	"8"	"6"	"3"	"8"	"7"	"34"	"8"	"39"	"10"	"2"	"12"	"377"	"0"	"377"	"0"
"227"	"197"	"196"	"12"	"75"	"147"	"2"	"82"	"6"	"4"	"4"	"1"	"3"	"0"	"2"	"1"	"4"	"1"	"2"	"9"	"2"	"4"	"0"	"3"	"364"	"0"	"364"	"0"
"228"	"198"	"197"	"15"	"239"	"7"	"6"	"42"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"3"	"6"	"9"	"20"	"1"	"0"	"0"	"353"	"0"	"353"	"0"
"229"	"199"	"198"	"5"	"89"	"11"	"0"	"16"	"1"	"0"	"0"	"0"	"2"	"2"	"1"	"0"	"0"	"2"	"3"	"1"	"13"	"0"	"0"	"3"	"149"	"0"	"149"	"0"
"230"	"200"	"199"	"47"	"4"	"18"	"8"	"222"	"7"	"2"	"4"	"4"	"7"	"18"	"1"	"5"	"3"	"0"	"8"	"3"	"46"	"3"	"0"	"3"	"413"	"0"	"413"	"0"
"231"	"201"	"200"	"104"	"5"	"9"	"1"	"62"	"2"	"3"	"4"	"1"	"4"	"9"	"1"	"1"	"7"	"4"	"20"	"14"	"40"	"4"	"5"	"6"	"306"	"0"	"306"	"0"
"232"	"202"	"201"	"11"	"7"	"1"	"4"	"94"	"10"	"2"	"1"	"0"	"5"	"13"	"6"	"2"	"3"	"7"	"47"	"5"	"112"	"1"	"4"	"3"	"338"	"0"	"338"	"0"
"233"	"203"	"202"	"24"	"57"	"20"	"2"	"39"	"2"	"1"	"0"	"1"	"2"	"3"	"0"	"1"	"0"	"0"	"13"	"1"	"96"	"2"	"2"	"3"	"269"	"0"	"269"	"0"
"234"	"204"	"203"	"25"	"61"	"34"	"11"	"93"	"5"	"3"	"4"	"4"	"1"	"5"	"4"	"2"	"4"	"5"	"17"	"26"	"227"	"8"	"8"	"16"	"563"	"0"	"563"	"0"
"235"	"205"	"204"	"7"	"8"	"5"	"1"	"17"	"2"	"0"	"2"	"0"	"2"	"3"	"1"	"0"	"0"	"0"	"27"	"13"	"189"	"7"	"3"	"3"	"290"	"0"	"290"	"0"
"236"	"206"	"205"	"18"	"9"	"12"	"59"	"55"	"2"	"1"	"4"	"2"	"1"	"8"	"2"	"0"	"5"	"4"	"7"	"12"	"39"	"3"	"4"	"6"	"253"	"0"	"253"	"0"
"237"	"207"	"206"	"25"	"18"	"23"	"140"	"131"	"14"	"6"	"10"	"7"	"8"	"20"	"9"	"8"	"9"	"11"	"68"	"8"	"94"	"13"	"10"	"11"	"643"	"0"	"643"	"0"
"238"	"208"	"207"	"8"	"5"	"18"	"13"	"145"	"6"	"1"	"2"	"1"	"0"	"13"	"0"	"4"	"1"	"1"	"23"	"1"	"85"	"2"	"1"	"3"	"333"	"0"	"333"	"0"
"239"	"209"	"208"	"17"	"23"	"24"	"4"	"127"	"4"	"2"	"3"	"0"	"0"	"8"	"2"	"2"	"0"	"2"	"8"	"16"	"134"	"3"	"2"	"11"	"392"	"0"	"392"	"0"
"240"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"241"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"242"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"243"	"210"	"209"	"32"	"215"	"12"	"15"	"347"	"6"	"3"	"3"	"2"	"3"	"6"	"7"	"3"	"1"	"4"	"14"	"1"	"3"	"2"	"0"	"2"	"681"	"0"	"681"	"0"
"244"	"211"	"210"	"17"	"57"	"62"	"34"	"165"	"9"	"1"	"4"	"1"	"1"	"14"	"2"	"2"	"4"	"3"	"6"	"18"	"82"	"5"	"2"	"4"	"493"	"0"	"493"	"0"
"245"	"212"	"211"	"34"	"6"	"11"	"65"	"46"	"7"	"12"	"7"	"3"	"26"	"15"	"2"	"7"	"6"	"6"	"45"	"20"	"161"	"12"	"3"	"15"	"509"	"0"	"509"	"0"
"246"	"213"	"212"	"10"	"281"	"9"	"0"	"18"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"6"	"2"	"2"	"0"	"0"	"1"	"332"	"0"	"332"	"0"
"247"	"214"	"213"	"5"	"142"	"21"	"7"	"15"	"2"	"0"	"2"	"0"	"2"	"0"	"0"	"1"	"3"	"3"	"20"	"9"	"2"	"2"	"0"	"7"	"243"	"0"	"243"	"0"
"248"	"215"	"214"	"26"	"33"	"6"	"39"	"171"	"9"	"1"	"3"	"8"	"4"	"13"	"11"	"6"	"2"	"6"	"18"	"1"	"1"	"0"	"1"	"9"	"368"	"0"	"368"	"0"
"249"	"216"	"215"	"2"	"8"	"5"	"7"	"97"	"6"	"2"	"2"	"0"	"1"	"5"	"2"	"0"	"0"	"0"	"4"	"2"	"0"	"0"	"0"	"3"	"146"	"0"	"146"	"0"
"250"	"217"	"216"	"11"	"4"	"21"	"7"	"209"	"14"	"3"	"5"	"3"	"4"	"16"	"9"	"4"	"3"	"4"	"45"	"10"	"111"	"7"	"5"	"9"	"504"	"0"	"504"	"0"
"251"	"218"	"217"	"4"	"12"	"3"	"8"	"112"	"5"	"4"	"3"	"4"	"0"	"6"	"5"	"6"	"4"	"3"	"28"	"3"	"46"	"0"	"1"	"5"	"262"	"0"	"262"	"0"
"252"	"219"	"218"	"4"	"170"	"5"	"3"	"7"	"1"	"2"	"2"	"0"	"5"	"0"	"1"	"2"	"3"	"4"	"11"	"6"	"2"	"2"	"2"	"4"	"236"	"0"	"236"	"0"
"253"	"220"	"219"	"4"	"258"	"26"	"2"	"4"	"0"	"1"	"6"	"0"	"1"	"1"	"0"	"4"	"4"	"2"	"18"	"22"	"1"	"2"	"0"	"3"	"359"	"0"	"359"	"0"
"254"	"221"	"220"	"37"	"73"	"72"	"9"	"213"	"5"	"3"	"1"	"0"	"1"	"13"	"1"	"1"	"1"	"3"	"3"	"5"	"15"	"2"	"2"	"2"	"462"	"0"	"462"	"0"
"255"	"222"	"221"	"5"	"11"	"20"	"14"	"232"	"11"	"4"	"0"	"0"	"20"	"12"	"5"	"8"	"1"	"5"	"19"	"9"	"9"	"3"	"4"	"5"	"397"	"0"	"397"	"0"
"256"	"223"	"222"	"3"	"1"	"18"	"9"	"180"	"10"	"1"	"1"	"2"	"0"	"10"	"4"	"4"	"2"	"6"	"15"	"1"	"1"	"0"	"0"	"1"	"269"	"0"	"269"	"0"
"257"	"224"	"223"	"10"	"63"	"17"	"36"	"50"	"2"	"1"	"1"	"1"	"2"	"1"	"0"	"5"	"0"	"1"	"0"	"9"	"6"	"2"	"0"	"0"	"207"	"0"	"207"	"0"
"258"	"Total No. of votes recorded at polling stations"	""	"5771"	"16479"	"3983"	"3730"	"41467"	"1279"	"557"	"546"	"502"	"1146"	"1624"	"777"	"695"	"561"	"855"	"3323"	"1839"	"5561"	"520"	"417"	"1414"	"93046"	"0"	"93046"	"0"
"259"	"Total votes polled"	""	"5771"	"16479"	"3983"	"3730"	"41467"	"1279"	"557"	"546"	"502"	"1146"	"1624"	"777"	"695"	"561"	"855"	"3323"	"1839"	"5561"	"520"	"417"	"1414"	"93046"	"0"	"93046"	"0"
"260"	"Place :- Bhagalpur                                                                                                                                                                                                                                                     Assitant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"Date :- 16-05-2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
