"X36...Parliamentary..Constituency"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"
"215"	"155"	"33"	"98"	"10"	"165"	"4"	"7"	"3"	"120"	"3"	"0"	"2"	"2"	"1"	"0"	"0"	"6"	"1"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"460"	""	"460"	""
"216"	"156"	"16"	"130"	"4"	"8"	"0"	"3"	"2"	"69"	"3"	"4"	"0"	"0"	"0"	"3"	"2"	"3"	"4"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"256"	""	"256"	""
"217"	"157"	"25"	"42"	"1"	"133"	"1"	"2"	"0"	"101"	"2"	"4"	"1"	"0"	"0"	"2"	"0"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"319"	""	"319"	""
"218"	"158"	"6"	"9"	"6"	"169"	"5"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"1"	"210"	""	"210"	""
"219"	"159"	"17"	"37"	"4"	"81"	"5"	"4"	"4"	"131"	"10"	"4"	"2"	"2"	"1"	"3"	"1"	"7"	"12"	"5"	"0"	"1"	"1"	"2"	"0"	"5"	"3"	"342"	""	"342"	""
"220"	"160"	"18"	"141"	"1"	"11"	"0"	"1"	"4"	"25"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"0"	"1"	"1"	"216"	""	"216"	""
"221"	"161"	"141"	"65"	"10"	"57"	"4"	"1"	"2"	"34"	"1"	"0"	"1"	"2"	"6"	"2"	"7"	"16"	"12"	"4"	"4"	"6"	"1"	"1"	"1"	"4"	"14"	"396"	""	"396"	""
"222"	"162"	"66"	"99"	"14"	"172"	"4"	"4"	"0"	"10"	"1"	"3"	"0"	"1"	"1"	"1"	"5"	"11"	"6"	"2"	"0"	"2"	"0"	"0"	"3"	"1"	"2"	"408"	""	"408"	""
"223"	"163"	"173"	"75"	"3"	"128"	"2"	"1"	"2"	"45"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"4"	"1"	"0"	"0"	"1"	"441"	""	"441"	""
"224"	"164"	"75"	"109"	"5"	"37"	"5"	"3"	"2"	"83"	"6"	"1"	"0"	"3"	"2"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"338"	""	"338"	""
"225"	"165"	"76"	"67"	"13"	"150"	"9"	"2"	"6"	"122"	"11"	"3"	"2"	"2"	"1"	"4"	"0"	"18"	"14"	"7"	"10"	"2"	"6"	"2"	"1"	"2"	"8"	"538"	""	"538"	""
"226"	"166"	"116"	"42"	"12"	"14"	"2"	"6"	"0"	"198"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"18"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"416"	""	"416"	""
"227"	"167"	"75"	"73"	"4"	"65"	"6"	"8"	"7"	"153"	"5"	"1"	"0"	"1"	"0"	"2"	"2"	"31"	"4"	"3"	"3"	"0"	"0"	"1"	"1"	"1"	"3"	"449"	""	"449"	""
"228"	"168"	"68"	"54"	"2"	"46"	"4"	"4"	"2"	"163"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"5"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"362"	""	"362"	""
"229"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"Total"	"905"	"1041"	"89"	"1236"	"51"	"46"	"35"	"1257"	"52"	"22"	"9"	"14"	"15"	"18"	"21"	"126"	"62"	"25"	"23"	"20"	"15"	"12"	"7"	"14"	"36"	"5151"	""	"5151"	""
"231"	"Signature of ARO                                                                                          Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"Round 13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"Name of Candidate"	"Dr. Arun Kumar"	"Jagdish Sharma"	"Ramadhar Sharma"	"Surendra Prasad Yadav"	"Ayasha Khatun"	"Prof. Jai Ram Prasad Singh"	"Tara Gupta"	"Mahanand Prasad"	"Ramasray Prasad Singh"	"Md. Shahabubin Jahan"	"Shravan kumar"	"Sadhu Sinha"	"Syed Akber Imam"	"Ajay Kumar Verma"	"Abhay Kumar Anil"	"Dr. Arbind Kumar"	"Arvind Prasad Singh"	"Upendra Prasad"	"Jagdish Yadav"	"Prikshit Singh"	"Prabhat Kumar Ranjan"	"Ranjit Sharma"	"Rakeshwar Kishor"	"Siya Ram Prasad"	"Sumirak Singh"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"
"234"	"169"	"125"	"299"	"14"	"153"	"5"	"7"	"1"	"16"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"2"	"4"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"633"	""	"633"	""
"235"	"170"	"126"	"331"	"4"	"41"	"2"	"6"	"1"	"37"	"1"	"1"	"1"	"2"	"1"	"0"	"3"	"5"	"4"	"10"	"3"	"3"	"5"	"0"	"0"	"1"	"1"	"589"	""	"589"	""
"236"	"171"	"6"	"223"	"7"	"73"	"1"	"5"	"2"	"22"	"3"	"1"	"3"	"2"	"0"	"0"	"0"	"1"	"5"	"3"	"0"	"1"	"0"	"1"	"0"	"2"	"3"	"364"	""	"364"	""
"237"	"172"	"105"	"183"	"1"	"5"	"1"	"1"	"0"	"8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"6"	"1"	"1"	"0"	"1"	"0"	"1"	"318"	""	"318"	""
"238"	"173"	"114"	"210"	"1"	"6"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"341"	""	"341"	""
"239"	"174"	"8"	"28"	"2"	"197"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"2"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"251"	""	"251"	""
"240"	"175"	"107"	"13"	"0"	"50"	"0"	"1"	"0"	"9"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	""	"184"	""
"241"	"176"	"152"	"8"	"1"	"50"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"1"	"7"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"2"	"232"	""	"232"	""
"242"	"177"	"166"	"11"	"3"	"56"	"0"	"1"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"247"	""	"247"	""
"243"	"178"	"217"	"40"	"0"	"73"	"3"	"1"	"0"	"3"	"2"	"1"	"1"	"0"	"1"	"2"	"1"	"10"	"0"	"0"	"1"	"5"	"0"	"0"	"0"	"1"	"0"	"362"	""	"362"	""
"244"	"179"	"13"	"31"	"2"	"311"	"3"	"0"	"2"	"3"	"1"	"1"	"0"	"2"	"1"	"2"	"0"	"2"	"1"	"2"	"1"	"5"	"2"	"0"	"0"	"3"	"1"	"389"	""	"389"	""
"245"	"180"	"13"	"150"	"3"	"201"	"3"	"3"	"0"	"1"	"1"	"2"	"4"	"0"	"1"	"0"	"0"	"3"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"390"	""	"390"	""
"246"	"181"	"133"	"44"	"2"	"103"	"2"	"4"	"1"	"18"	"2"	"3"	"0"	"0"	"3"	"0"	"2"	"10"	"2"	"0"	"3"	"2"	"1"	"0"	"0"	"0"	"3"	"338"	""	"338"	""
"247"	"182"	"116"	"48"	"3"	"46"	"2"	"1"	"0"	"18"	"0"	"0"	"0"	"0"	"2"	"0"	"3"	"5"	"2"	"0"	"1"	"2"	"0"	"0"	"0"	"2"	"3"	"254"	""	"254"	""
"248"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"Total"	"1401"	"1619"	"43"	"1365"	"24"	"31"	"8"	"138"	"12"	"15"	"12"	"7"	"10"	"8"	"12"	"49"	"29"	"22"	"21"	"23"	"10"	"4"	"1"	"12"	"16"	"4892"	""	"4892"	""
"250"	"Signature of ARO                                                                                          Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"251"	"Round 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"252"	"Name of Candidate"	"Dr. Arun Kumar"	"Jagdish Sharma"	"Ramadhar Sharma"	"Surendra Prasad Yadav"	"Ayasha Khatun"	"Prof. Jai Ram Prasad Singh"	"Tara Gupta"	"Mahanand Prasad"	"Ramasray Prasad Singh"	"Md. Shahabubin Jahan"	"Shravan kumar"	"Sadhu Sinha"	"Syed Akber Imam"	"Ajay Kumar Verma"	"Abhay Kumar Anil"	"Dr. Arbind Kumar"	"Arvind Prasad Singh"	"Upendra Prasad"	"Jagdish Yadav"	"Prikshit Singh"	"Prabhat Kumar Ranjan"	"Ranjit Sharma"	"Rakeshwar Kishor"	"Siya Ram Prasad"	"Sumirak Singh"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"
"253"	"183"	"12"	"133"	"3"	"205"	"2"	"4"	"1"	"7"	"1"	"3"	"3"	"0"	"1"	"4"	"1"	"7"	"7"	"3"	"2"	"3"	"2"	"0"	"0"	"2"	"2"	"408"	""	"408"	""
"254"	"184"	"30"	"174"	"29"	"30"	"1"	"5"	"1"	"15"	"2"	"1"	"0"	"0"	"1"	"0"	"4"	"9"	"1"	"3"	"0"	"2"	"0"	"0"	"2"	"2"	"4"	"316"	""	"316"	""
"255"	"185"	"16"	"116"	"62"	"34"	"3"	"3"	"5"	"46"	"5"	"3"	"1"	"2"	"2"	"6"	"8"	"8"	"6"	"2"	"4"	"2"	"2"	"3"	"1"	"2"	"5"	"347"	""	"347"	""
"256"	"186"	"22"	"192"	"2"	"44"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"275"	""	"275"	""
"257"	"187"	"6"	"209"	"4"	"31"	"1"	"3"	"1"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	""	"274"	""
"258"	"188"	"32"	"245"	"10"	"102"	"2"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"1"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"405"	""	"405"	""
"259"	"189"	"21"	"174"	"24"	"69"	"2"	"4"	"0"	"3"	"2"	"3"	"0"	"2"	"0"	"0"	"0"	"1"	"2"	"0"	"3"	"1"	"1"	"0"	"0"	"1"	"0"	"313"	""	"313"	""
"260"	"190"	"14"	"352"	"1"	"14"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"3"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"393"	""	"393"	""
"261"	"191"	"51"	"235"	"5"	"105"	"5"	"3"	"5"	"7"	"0"	"3"	"0"	"2"	"0"	"0"	"3"	"4"	"9"	"9"	"4"	"8"	"4"	"2"	"5"	"5"	"8"	"482"	""	"482"	""
"262"	"192"	"22"	"40"	"14"	"259"	"7"	"6"	"5"	"4"	"1"	"1"	"4"	"1"	"4"	"2"	"0"	"8"	"12"	"0"	"8"	"0"	"61"	"1"	"0"	"0"	"2"	"462"	""	"462"	""
"263"	"193"	"63"	"196"	"3"	"15"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"287"	""	"287"	""
"264"	"194"	"41"	"155"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	""	"205"	""
"265"	"195"	"60"	"188"	"1"	"11"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"272"	""	"272"	""
"266"	"196"	"3"	"5"	"10"	"191"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"218"	""	"218"	""
"267"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"268"	"Total"	"393"	"2414"	"170"	"1111"	"24"	"33"	"20"	"103"	"14"	"15"	"8"	"9"	"12"	"15"	"20"	"53"	"45"	"28"	"28"	"18"	"73"	"7"	"8"	"12"	"24"	"4657"	""	"4657"	""
"269"	"Signature of ARO                                                                                          Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270"	"Round 15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"Name of Candidate"	"Dr. Arun Kumar"	"Jagdish Sharma"	"Ramadhar Sharma"	"Surendra Prasad Yadav"	"Ayasha Khatun"	"Prof. Jai Ram Prasad Singh"	"Tara Gupta"	"Mahanand Prasad"	"Ramasray Prasad Singh"	"Md. Shahabubin Jahan"	"Shravan kumar"	"Sadhu Sinha"	"Syed Akber Imam"	"Ajay Kumar Verma"	"Abhay Kumar Anil"	"Dr. Arbind Kumar"	"Arvind Prasad Singh"	"Upendra Prasad"	"Jagdish Yadav"	"Prikshit Singh"	"Prabhat Kumar Ranjan"	"Ranjit Sharma"	"Rakeshwar Kishor"	"Siya Ram Prasad"	"Sumirak Singh"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"
"272"	"197"	"178"	"345"	"4"	"92"	"3"	"5"	"2"	"5"	"0"	"0"	"3"	"0"	"0"	"4"	"5"	"6"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"656"	""	"656"	""
"273"	"198"	"50"	"214"	"1"	"35"	"0"	"1"	"4"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"3"	"3"	"2"	"7"	"0"	"0"	"2"	"1"	"1"	"0"	"328"	""	"328"	""
"274"	"199"	"19"	"97"	"9"	"31"	"5"	"2"	"1"	"97"	"3"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"3"	"0"	"2"	"0"	"5"	"1"	"1"	"1"	"2"	"282"	""	"282"	""
"275"	"200"	"41"	"215"	"0"	"60"	"3"	"0"	"4"	"9"	"1"	"2"	"1"	"0"	"1"	"0"	"2"	"5"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"349"	""	"349"	""
"276"	"201"	"36"	"183"	"0"	"47"	"1"	"0"	"1"	"7"	"2"	"1"	"0"	"0"	"1"	"2"	"2"	"3"	"2"	"4"	"1"	"2"	"1"	"0"	"0"	"0"	"2"	"298"	""	"298"	""
"277"	"202"	"164"	"89"	"2"	"39"	"0"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"311"	""	"311"	""
"278"	"203"	"81"	"78"	"0"	"29"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"201"	""	"201"	""
"279"	"204"	"49"	"155"	"1"	"15"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"231"	""	"231"	""
"280"	"205"	"169"	"212"	"2"	"62"	"1"	"0"	"5"	"3"	"1"	"0"	"1"	"0"	"0"	"2"	"3"	"1"	"2"	"1"	"1"	"4"	"3"	"0"	"0"	"0"	"3"	"476"	""	"476"	""
"281"	"206"	"106"	"82"	"1"	"34"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"234"	""	"234"	""
"282"	"207"	"107"	"52"	"0"	"32"	"1"	"3"	"1"	"3"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	""	"204"	""
"283"	"208"	"49"	"241"	"1"	"147"	"2"	"1"	"0"	"6"	"0"	"3"	"5"	"0"	"2"	"1"	"5"	"9"	"16"	"10"	"6"	"3"	"0"	"0"	"0"	"4"	"2"	"513"	""	"513"	""
"284"	"209"	"60"	"180"	"5"	"71"	"1"	"2"	"1"	"8"	"0"	"0"	"2"	"0"	"1"	"4"	"2"	"9"	"6"	"3"	"4"	"5"	"2"	"0"	"0"	"1"	"3"	"370"	""	"370"	""
"285"	"210"	"59"	"102"	"2"	"17"	"0"	"0"	"1"	"4"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	""	"187"	""
"286"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	"Total"	"1168"	"2245"	"28"	"711"	"19"	"17"	"25"	"150"	"7"	"10"	"12"	"3"	"8"	"18"	"26"	"40"	"41"	"22"	"26"	"19"	"13"	"4"	"4"	"10"	"14"	"4640"	""	"4640"	""
"288"	"Signature of ARO                                                                                          Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"Round 16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"Name of Candidate"	"Dr. Arun Kumar"	"Jagdish Sharma"	"Ramadhar Sharma"	"Surendra Prasad Yadav"	"Ayasha Khatun"	"Prof. Jai Ram Prasad Singh"	"Tara Gupta"	"Mahanand Prasad"	"Ramasray Prasad Singh"	"Md. Shahabubin Jahan"	"Shravan kumar"	"Sadhu Sinha"	"Syed Akber Imam"	"Ajay Kumar Verma"	"Abhay Kumar Anil"	"Dr. Arbind Kumar"	"Arvind Prasad Singh"	"Upendra Prasad"	"Jagdish Yadav"	"Prikshit Singh"	"Prabhat Kumar Ranjan"	"Ranjit Sharma"	"Rakeshwar Kishor"	"Siya Ram Prasad"	"Sumirak Singh"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"
"291"	"211"	"123"	"133"	"4"	"26"	"1"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"7"	"3"	"2"	"4"	"3"	"1"	"1"	"1"	"1"	"1"	"321"	""	"321"	""
"292"	"212"	"33"	"170"	"3"	"25"	"4"	"3"	"2"	"9"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"255"	""	"255"	""
"293"	"213"	"64"	"102"	"1"	"20"	"1"	"0"	"0"	"9"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"207"	""	"207"	""
"294"	"214"	"66"	"292"	"1"	"40"	"1"	"0"	"0"	"9"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"4"	"0"	"0"	"1"	"2"	"0"	"0"	"425"	""	"425"	""
"295"	"215"	"49"	"266"	"5"	"74"	"1"	"5"	"0"	"6"	"0"	"1"	"0"	"2"	"2"	"2"	"1"	"6"	"15"	"14"	"21"	"5"	"5"	"5"	"1"	"5"	"3"	"494"	""	"494"	""
"296"	"216"	"10"	"44"	"2"	"178"	"2"	"3"	"2"	"4"	"1"	"35"	"1"	"0"	"2"	"0"	"1"	"4"	"14"	"2"	"1"	"3"	"0"	"1"	"1"	"2"	"3"	"316"	""	"316"	""
"297"	"217"	"96"	"221"	"0"	"23"	"2"	"1"	"0"	"3"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"2"	"1"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"361"	""	"361"	""
"298"	"218"	"165"	"274"	"0"	"43"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"3"	"4"	"2"	"2"	"1"	"0"	"2"	"3"	"1"	"504"	""	"504"	""
"299"	"219"	"128"	"250"	"3"	"30"	"0"	"1"	"0"	"4"	"0"	"2"	"1"	"0"	"0"	"3"	"4"	"2"	"3"	"2"	"2"	"1"	"0"	"1"	"1"	"1"	"0"	"439"	""	"439"	""
"300"	"220"	"200"	"256"	"3"	"56"	"2"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"4"	"9"	"2"	"2"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"545"	""	"545"	""
"301"	"221"	"55"	"285"	"2"	"41"	"2"	"1"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"4"	"1"	"3"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"410"	""	"410"	""
"302"	"222"	"32"	"293"	"0"	"10"	"0"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"344"	""	"344"	""
"303"	"223"	"65"	"350"	"1"	"51"	"1"	"1"	"5"	"10"	"1"	"1"	"1"	"0"	"0"	"3"	"1"	"2"	"4"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"501"	""	"501"	""
"304"	"224"	"65"	"302"	"7"	"39"	"0"	"2"	"7"	"5"	"1"	"1"	"4"	"1"	"1"	"2"	"1"	"3"	"6"	"2"	"7"	"4"	"0"	"1"	"0"	"1"	"1"	"463"	""	"463"	""
"305"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"306"	"Total"	"1151"	"3238"	"32"	"656"	"17"	"19"	"27"	"73"	"10"	"46"	"9"	"5"	"10"	"11"	"20"	"45"	"56"	"35"	"47"	"24"	"9"	"10"	"13"	"13"	"9"	"5585"	""	"5585"	""
"307"	"Signature of ARO                                                                                          Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"308"	"Round 17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"309"	"Name of Candidate"	"Dr. Arun Kumar"	"Jagdish Sharma"	"Ramadhar Sharma"	"Surendra Prasad Yadav"	"Ayasha Khatun"	"Prof. Jai Ram Prasad Singh"	"Tara Gupta"	"Mahanand Prasad"	"Ramasray Prasad Singh"	"Md. Shahabubin Jahan"	"Shravan kumar"	"Sadhu Sinha"	"Syed Akber Imam"	"Ajay Kumar Verma"	"Abhay Kumar Anil"	"Dr. Arbind Kumar"	"Arvind Prasad Singh"	"Upendra Prasad"	"Jagdish Yadav"	"Prikshit Singh"	"Prabhat Kumar Ranjan"	"Ranjit Sharma"	"Rakeshwar Kishor"	"Siya Ram Prasad"	"Sumirak Singh"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"
"310"	"225"	"25"	"215"	"2"	"32"	"0"	"1"	"0"	"4"	"4"	"2"	"0"	"1"	"1"	"5"	"0"	"1"	"3"	"4"	"6"	"2"	"0"	"0"	"2"	"1"	"2"	"313"	""	"313"	""
"311"	"226"	"42"	"109"	"191"	"120"	"4"	"6"	"4"	"5"	"3"	"1"	"1"	"3"	"2"	"4"	"3"	"5"	"1"	"1"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"509"	""	"509"	""
"312"	"227"	"40"	"299"	"0"	"68"	"1"	"3"	"2"	"5"	"0"	"3"	"2"	"0"	"0"	"4"	"6"	"9"	"3"	"4"	"6"	"2"	"2"	"1"	"0"	"1"	"5"	"466"	""	"466"	""
"313"	"228"	"55"	"246"	"0"	"105"	"0"	"0"	"2"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"419"	""	"419"	""
"314"	"229"	"29"	"269"	"2"	"134"	"2"	"6"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"8"	"0"	"4"	"0"	"0"	"0"	"0"	"2"	"0"	"462"	""	"462"	""
"315"	"230"	"116"	"19"	"2"	"231"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"384"	""	"384"	""
"316"	"231"	"14"	"91"	"29"	"108"	"8"	"2"	"1"	"8"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"15"	"3"	"6"	"4"	"5"	"5"	"2"	"0"	"2"	"308"	""	"308"	""
"317"	"232"	"38"	"59"	"3"	"87"	"1"	"1"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"202"	""	"202"	""
"318"	"233"	"21"	"112"	"5"	"180"	"4"	"3"	"0"	"1"	"2"	"3"	"0"	"1"	"4"	"4"	"2"	"10"	"4"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"360"	""	"360"	""
"319"	"234"	"18"	"61"	"2"	"201"	"3"	"1"	"2"	"2"	"1"	"4"	"0"	"1"	"1"	"2"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"304"	""	"304"	""
"320"	"235"	"22"	"232"	"7"	"287"	"10"	"7"	"1"	"13"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"21"	"3"	"3"	"1"	"1"	"0"	"0"	"1"	"2"	"632"	""	"632"	""
"321"	"236"	"65"	"224"	"2"	"150"	"4"	"2"	"1"	"15"	"1"	"1"	"0"	"0"	"0"	"3"	"1"	"8"	"4"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"485"	""	"485"	""
"322"	"237"	"55"	"202"	"9"	"139"	"6"	"5"	"4"	"16"	"4"	"6"	"3"	"3"	"2"	"3"	"5"	"15"	"5"	"4"	"6"	"6"	"3"	"0"	"1"	"4"	"8"	"514"	""	"514"	""
"323"	"238"	"65"	"47"	"17"	"311"	"2"	"1"	"0"	"16"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"4"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"470"	""	"470"	""
"324"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
