"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"1"	"(CHAPTER XIV, PARA 25.9) FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"FINAL RESULT SHEET [SEE RULE 56C (2)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 26-BHAGALPUR PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of Electors in Assembly Segment  :-    207244"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Name of Assembly Segement :- 152-Bihpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"222"	"189"	"189"	"57"	"12"	"2"	"0"	"254"	"7"	"1"	"1"	"6"	"5"	"5"	"5"	"0"	"1"	"2"	"13"	"6"	"0"	"1"	"0"	"4"	"382"	"0"	"382"	"0"
"223"	"190"	"190"	"29"	"267"	"10"	"2"	"26"	"2"	"1"	"2"	"9"	"0"	"1"	"0"	"0"	"1"	"3"	"2"	"3"	"0"	"2"	"2"	"6"	"368"	"0"	"368"	"0"
"224"	"191"	"191"	"19"	"66"	"29"	"3"	"160"	"9"	"1"	"17"	"11"	"7"	"5"	"1"	"2"	"0"	"2"	"6"	"1"	"0"	"1"	"4"	"6"	"350"	"0"	"350"	"0"
"225"	"192"	"192"	"67"	"1"	"36"	"19"	"272"	"7"	"1"	"5"	"5"	"6"	"10"	"7"	"2"	"1"	"0"	"11"	"8"	"67"	"1"	"3"	"7"	"536"	"0"	"536"	"0"
"226"	"193"	"193"	"4"	"110"	"30"	"30"	"133"	"9"	"2"	"4"	"2"	"2"	"2"	"3"	"5"	"1"	"5"	"7"	"12"	"4"	"1"	"5"	"14"	"385"	"0"	"385"	"0"
"227"	"194"	"194"	"46"	"181"	"10"	"59"	"39"	"1"	"0"	"2"	"7"	"2"	"2"	"5"	"3"	"3"	"5"	"30"	"6"	"58"	"5"	"1"	"3"	"468"	"0"	"468"	"0"
"228"	"195"	"195"	"240"	"72"	"88"	"5"	"72"	"3"	"2"	"25"	"36"	"1"	"3"	"3"	"2"	"3"	"3"	"21"	"9"	"2"	"1"	"0"	"1"	"592"	"0"	"592"	"0"
"229"	"196"	"196"	"93"	"55"	"27"	"22"	"104"	"7"	"1"	"50"	"26"	"4"	"3"	"4"	"3"	"1"	"5"	"19"	"2"	"0"	"1"	"3"	"6"	"436"	"0"	"436"	"0"
"230"	"197"	"197"	"68"	"226"	"31"	"18"	"239"	"6"	"1"	"6"	"1"	"6"	"9"	"3"	"2"	"0"	"4"	"19"	"11"	"21"	"3"	"3"	"4"	"681"	"0"	"681"	"0"
"231"	"198"	"198"	"38"	"120"	"9"	"5"	"54"	"2"	"1"	"3"	"0"	"0"	"2"	"1"	"2"	"1"	"6"	"18"	"75"	"45"	"2"	"1"	"3"	"388"	"0"	"388"	"0"
"232"	"199"	"199"	"56"	"17"	"2"	"6"	"83"	"4"	"6"	"5"	"3"	"4"	"8"	"2"	"3"	"7"	"4"	"34"	"9"	"69"	"1"	"0"	"2"	"325"	"0"	"325"	"0"
"233"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"234"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"235"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"236"	"200"	"200"	"13"	"16"	"12"	"4"	"19"	"1"	"1"	"4"	"4"	"1"	"3"	"5"	"3"	"3"	"3"	"22"	"15"	"205"	"3"	"2"	"5"	"344"	"0"	"344"	"0"
"237"	"201"	"201"	"15"	"6"	"4"	"29"	"12"	"4"	"3"	"3"	"2"	"2"	"16"	"4"	"1"	"3"	"12"	"47"	"17"	"187"	"7"	"1"	"12"	"387"	"0"	"387"	"0"
"238"	"202"	"202"	"44"	"38"	"7"	"3"	"599"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"703"	"0"	"703"	"0"
"239"	"203"	"203"	"148"	"32"	"7"	"5"	"157"	"5"	"3"	"5"	"1"	"2"	"7"	"4"	"5"	"4"	"7"	"37"	"13"	"46"	"0"	"2"	"0"	"490"	"0"	"490"	"0"
"240"	"204"	"204"	"75"	"1"	"3"	"37"	"131"	"1"	"1"	"3"	"2"	"4"	"8"	"3"	"2"	"3"	"6"	"29"	"12"	"108"	"5"	"4"	"5"	"443"	"0"	"443"	"0"
"241"	"205"	"205"	"66"	"37"	"25"	"54"	"15"	"4"	"2"	"6"	"12"	"1"	"10"	"1"	"3"	"3"	"3"	"34"	"12"	"401"	"5"	"2"	"9"	"705"	"0"	"705"	"0"
"242"	"206"	"206"	"33"	"10"	"11"	"38"	"80"	"5"	"1"	"1"	"3"	"3"	"9"	"7"	"3"	"3"	"1"	"27"	"7"	"84"	"3"	"4"	"3"	"336"	"0"	"336"	"0"
"243"	"207"	"207"	"15"	"51"	"7"	"7"	"12"	"2"	"2"	"2"	"3"	"1"	"9"	"5"	"4"	"3"	"6"	"31"	"27"	"336"	"9"	"5"	"16"	"553"	"0"	"553"	"0"
"244"	"208"	"208"	"61"	"5"	"6"	"72"	"90"	"8"	"1"	"4"	"2"	"1"	"9"	"3"	"4"	"1"	"7"	"31"	"14"	"83"	"5"	"4"	"16"	"427"	"0"	"427"	"0"
"245"	"209"	"209"	"82"	"4"	"8"	"148"	"53"	"4"	"3"	"8"	"0"	"3"	"8"	"1"	"2"	"1"	"2"	"22"	"5"	"121"	"3"	"6"	"1"	"485"	"0"	"485"	"0"
"246"	"210"	"210"	"260"	"23"	"27"	"21"	"66"	"5"	"1"	"5"	"3"	"2"	"14"	"2"	"2"	"4"	"6"	"47"	"13"	"143"	"2"	"2"	"5"	"653"	"0"	"653"	"0"
"247"	"211"	"211"	"33"	"30"	"11"	"66"	"25"	"2"	"4"	"11"	"4"	"1"	"12"	"1"	"1"	"3"	"8"	"38"	"2"	"110"	"3"	"2"	"3"	"370"	"0"	"370"	"0"
"248"	"212"	"212"	"23"	"61"	"7"	"28"	"9"	"1"	"0"	"6"	"1"	"1"	"2"	"1"	"0"	"0"	"3"	"24"	"3"	"71"	"3"	"1"	"6"	"251"	"0"	"251"	"0"
"249"	"213"	"213"	"125"	"48"	"11"	"8"	"73"	"5"	"3"	"4"	"3"	"7"	"9"	"3"	"3"	"3"	"5"	"60"	"5"	"66"	"1"	"1"	"3"	"446"	"0"	"446"	"0"
"250"	"214"	"214"	"16"	"33"	"7"	"15"	"47"	"4"	"2"	"1"	"7"	"3"	"15"	"3"	"4"	"6"	"8"	"46"	"22"	"235"	"6"	"6"	"12"	"498"	"0"	"498"	"0"
"251"	"215"	"215"	"151"	"15"	"30"	"34"	"67"	"4"	"3"	"7"	"3"	"0"	"6"	"8"	"5"	"8"	"14"	"79"	"14"	"119"	"9"	"6"	"6"	"588"	"0"	"588"	"0"
"252"	"Total No. of votes recorded at polling stations"	""	"12828"	"17403"	"3399"	"2979"	"36120"	"1011"	"343"	"574"	"459"	"470"	"982"	"688"	"495"	"450"	"765"	"2811"	"1486"	"5259"	"353"	"293"	"1070"	"90238"	"0"	"90238"	"0"
"253"	"Total votes polled"	""	"12828"	"17403"	"3399"	"2979"	"36120"	"1011"	"343"	"574"	"459"	"470"	"982"	"688"	"495"	"450"	"765"	"2811"	"1486"	"5259"	"353"	"293"	"1070"	"90238"	"0"	"90238"	"0"
"254"	"Place :- Bhagalpur                                                                                                                                                                                                                                               Assitant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255"	"Date :- 16-05-2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
