"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"318"	"32"	"197"	"229"	"117"	"93"	""	"8"	"6"	"1"	"125"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"7"	"2"	"363"
"319"	"32"	"197"	"230"	"58"	"159"	""	"18"	"8"	"4"	"118"	"3"	"4"	"2"	"5"	"10"	"6"	"3"	"5"	"13"	"5"	"421"
"320"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"322"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"324"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"325"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 197-Jagdishpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"329"	"32"	"197"	"231"	"148"	"18"	""	"2"	"4"	"1"	"92"	"2"	"3"	"1"	"1"	"2"	"0"	"0"	"0"	"5"	"6"	"285"
"330"	"32"	"197"	"232"	"88"	"76"	""	"2"	"7"	"2"	"263"	"13"	"2"	"0"	"0"	"8"	"1"	"1"	"3"	"11"	"13"	"490"
"331"	"32"	"197"	"233"	"165"	"150"	""	"4"	"5"	"1"	"99"	"3"	"5"	"1"	"3"	"5"	"1"	"1"	"4"	"9"	"5"	"461"
"332"	"32"	"197"	"234"	"49"	"65"	""	"10"	"5"	"0"	"53"	"1"	"1"	"1"	"3"	"0"	"2"	"2"	"0"	"12"	"3"	"207"
"333"	"32"	"197"	"235"	"185"	"62"	""	"2"	"1"	"0"	"39"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"4"	"3"	"298"
"334"	"32"	"197"	"236"	"7"	"40"	""	"4"	"0"	"2"	"44"	"3"	"2"	"2"	"0"	"4"	"0"	"0"	"0"	"3"	"0"	"111"
"335"	"32"	"197"	"237"	"39"	"44"	""	"120"	"23"	"2"	"32"	"1"	"0"	"1"	"1"	"1"	"1"	"3"	"6"	"3"	"2"	"279"
"336"	"32"	"197"	"238"	"114"	"46"	""	"15"	"9"	"0"	"19"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"208"
"337"	"32"	"197"	"239"	"128"	"52"	""	"14"	"10"	"1"	"96"	"5"	"0"	"2"	"1"	"0"	"0"	"1"	"1"	"5"	"5"	"321"
"338"	"32"	"197"	"240"	"84"	"17"	""	"27"	"3"	"0"	"40"	"1"	"1"	"0"	"3"	"0"	"0"	"0"	"1"	"4"	"5"	"186"
"339"	"32"	"197"	"241"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"340"	"32"	"197"	"242"	"49"	"49"	""	"3"	"0"	"0"	"51"	"0"	"3"	"0"	"0"	"1"	"0"	"2"	"0"	"6"	"0"	"164"
"341"	"32"	"197"	"243"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"342"	"32"	"197"	"244"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"343"	"32"	"197"	"245"	"80"	"8"	""	"0"	"0"	"1"	"75"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"168"
"344"	"Grand Total"	""	""	"25608"	"23886"	""	"3583"	"2277"	"413"	"20739"	"594"	"551"	"189"	"449"	"575"	"299"	"324"	"499"	"2197"	"1405"	"83588"
