"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 193-BARHARA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"PC No."	"AC No."	"BOOTH No."	"BOOTH EXT"	"Meena Singh"	""	"Rama Kishore Singh"	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar
Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad
Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"293"	"32"	"193"	"213"	""	"30"	""	"181"	"3"	"31"	"0"	"6"	"0"	"4"	"0"	"2"	"0"	"0"	"0"	"1"	"2"	"0"	"260"
"294"	"32"	"193"	"214"	""	"73"	""	"168"	"6"	"2"	"0"	"19"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"11"	"6"	"290"
"295"	"32"	"193"	"215"	""	"199"	""	"40"	"1"	"5"	"1"	"51"	"1"	"1"	"0"	"1"	"0"	"0"	"2"	"1"	"7"	"8"	"318"
"296"	"32"	"193"	"216"	""	"305"	""	"126"	"12"	"13"	"5"	"170"	"6"	"5"	"3"	"5"	"1"	"2"	"5"	"9"	"6"	"12"	"685"
"297"	"32"	"193"	"217"	""	"247"	""	"250"	"8"	"22"	"3"	"58"	"5"	"4"	"2"	"6"	"4"	"2"	"2"	"3"	"16"	"23"	"655"
"298"	"32"	"193"	"218"	""	"102"	""	"90"	"8"	"2"	"2"	"20"	"0"	"3"	"1"	"1"	"0"	"1"	"3"	"5"	"4"	"4"	"246"
"299"	"32"	"193"	"219"	""	"209"	""	"111"	"5"	"32"	"2"	"27"	"4"	"4"	"1"	"2"	"1"	"0"	"2"	"2"	"4"	"6"	"412"
"300"	"32"	"193"	"220"	""	"138"	""	"127"	"6"	"9"	"5"	"47"	"4"	"1"	"0"	"2"	"6"	"2"	"1"	"1"	"6"	"3"	"358"
"301"	"32"	"193"	"221"	""	"145"	""	"87"	"4"	"20"	"2"	"125"	"3"	"6"	"0"	"6"	"6"	"1"	"0"	"4"	"11"	"13"	"433"
"302"	"32"	"193"	"222"	""	"166"	""	"156"	"10"	"25"	"2"	"156"	"4"	"5"	"3"	"4"	"7"	"1"	"6"	"9"	"23"	"11"	"588"
"303"	"32"	"193"	"223"	""	"167"	""	"52"	"3"	"20"	"0"	"143"	"4"	"4"	"0"	"7"	"2"	"1"	"0"	"5"	"6"	"7"	"421"
"304"	"32"	"193"	"224"	""	"91"	""	"29"	"6"	"14"	"2"	"213"	"10"	"1"	"1"	"4"	"8"	"5"	"2"	"3"	"7"	"6"	"402"
"305"	"32"	"193"	"225"	""	"213"	""	"29"	"27"	"32"	"8"	"141"	"6"	"5"	"2"	"0"	"4"	"2"	"1"	"4"	"13"	"6"	"493"
"306"	"32"	"193"	"226"	""	"59"	""	"227"	"20"	"7"	"5"	"117"	"9"	"2"	"0"	"3"	"5"	"1"	"3"	"5"	"12"	"7"	"482"
"307"	"32"	"193"	"227"	""	"40"	""	"238"	"19"	"9"	"1"	"37"	"0"	"3"	"0"	"1"	"2"	"0"	"2"	"5"	"7"	"5"	"369"
"308"	"Grand Total"	""	""	""	"30765"	""	"18716"	"3570"	"4211"	"394"	"10796"	"462"	"520"	"200"	"416"	"365"	"237"	"315"	"425"	"1329"	"1324"	"74045"
