"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"1"	"(CHAPTER XIV, PARA 25.9) FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"FINAL RESULT SHEET [SEE RULE 56C (2)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 26-BHAGALPUR PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of Electors in Assembly Segment  :-     273079"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Name of Assembly Segement :- 156-Bhagalpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"222"	"189"	"189"	"30"	"28"	"27"	"2"	"208"	"2"	"3"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"307"	"0"	"307"	"0"
"223"	"190"	"190"	"39"	"65"	"45"	"3"	"224"	"2"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"385"	"0"	"385"	"0"
"224"	"191"	"191"	"6"	"6"	"31"	"2"	"322"	"1"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"376"	"0"	"376"	"0"
"225"	"192"	"192"	"9"	"53"	"47"	"2"	"340"	"3"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"461"	"0"	"461"	"0"
"226"	"193"	"193"	"5"	"5"	"23"	"4"	"159"	"3"	"0"	"0"	"0"	"2"	"3"	"1"	"1"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"210"	"0"	"210"	"0"
"227"	"194"	"194"	"3"	"7"	"44"	"2"	"322"	"5"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"4"	"393"	"0"	"393"	"0"
"228"	"195"	"195"	"5"	"13"	"34"	"3"	"222"	"2"	"0"	"1"	"0"	"6"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"1"	"0"	"1"	"293"	"0"	"293"	"0"
"229"	"196"	"196"	"25"	"294"	"32"	"8"	"106"	"0"	"1"	"0"	"2"	"0"	"4"	"1"	"2"	"7"	"6"	"19"	"0"	"37"	"2"	"0"	"3"	"549"	"0"	"549"	"0"
"230"	"197"	"197"	"10"	"102"	"12"	"3"	"56"	"2"	"3"	"3"	"0"	"1"	"8"	"2"	"2"	"1"	"2"	"27"	"5"	"128"	"1"	"2"	"3"	"373"	"0"	"373"	"0"
"231"	"198"	"198"	"27"	"54"	"14"	"3"	"62"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"57"	"0"	"0"	"0"	"221"	"0"	"221"	"0"
"232"	"199"	"199"	"10"	"16"	"7"	"1"	"132"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"169"	"0"	"169"	"0"
"233"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"234"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"235"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"236"	"200"	"200"	"24"	"15"	"11"	"5"	"83"	"0"	"1"	"0"	"1"	"1"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"148"	"0"	"148"	"0"
"237"	"201"	"201"	"35"	"21"	"46"	"3"	"325"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"44"	"5"	"0"	"3"	"0"	"489"	"0"	"489"	"0"
"238"	"202"	"202"	"3"	"14"	"30"	"6"	"227"	"2"	"0"	"0"	"5"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"293"	"0"	"293"	"0"
"239"	"203"	"203"	"5"	"8"	"21"	"0"	"149"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"189"	"0"	"189"	"0"
"240"	"204"	"204"	"17"	"170"	"49"	"9"	"249"	"2"	"0"	"0"	"2"	"0"	"2"	"1"	"0"	"1"	"0"	"4"	"3"	"6"	"0"	"0"	"0"	"515"	"0"	"515"	"0"
"241"	"205"	"205"	"7"	"29"	"72"	"6"	"208"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"4"	"334"	"0"	"334"	"0"
"242"	"206"	"206"	"9"	"57"	"45"	"1"	"167"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"6"	"2"	"1"	"1"	"292"	"0"	"292"	"0"
"243"	"207"	"207"	"33"	"106"	"132"	"1"	"75"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"3"	"354"	"0"	"354"	"0"
"244"	"208"	"208"	"53"	"97"	"44"	"0"	"46"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"246"	"0"	"246"	"0"
"245"	"209"	"209"	"28"	"141"	"41"	"6"	"128"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"350"	"0"	"350"	"0"
"246"	"210"	"210"	"11"	"150"	"41"	"1"	"78"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"0"	"1"	"1"	"0"	"0"	"291"	"0"	"291"	"0"
"247"	"211"	"211"	"11"	"112"	"49"	"3"	"56"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"1"	"0"	"238"	"0"	"238"	"0"
"248"	"212"	"212"	"7"	"68"	"52"	"5"	"46"	"2"	"1"	"0"	"2"	"2"	"0"	"2"	"0"	"0"	"2"	"2"	"2"	"0"	"0"	"2"	"2"	"197"	"0"	"197"	"0"
"249"	"213"	"213"	"43"	"122"	"66"	"1"	"165"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"4"	"0"	"0"	"0"	"407"	"0"	"407"	"0"
"250"	"214"	"214"	"12"	"75"	"46"	"2"	"46"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"186"	"0"	"186"	"0"
"251"	"215"	"215"	"12"	"160"	"89"	"5"	"82"	"3"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"2"	"4"	"5"	"0"	"1"	"0"	"1"	"0"	"369"	"0"	"369"	"0"
"252"	"216"	"216"	"14"	"73"	"46"	"4"	"226"	"3"	"0"	"2"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"3"	"0"	"7"	"0"	"0"	"0"	"382"	"0"	"382"	"0"
"253"	"217"	"217"	"7"	"100"	"22"	"0"	"222"	"3"	"1"	"1"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"364"	"0"	"364"	"0"
"254"	"218"	"218"	"3"	"71"	"10"	"0"	"129"	"5"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"2"	"1"	"3"	"0"	"1"	"1"	"2"	"233"	"0"	"233"	"0"
"255"	"219"	"219"	"8"	"48"	"10"	"1"	"93"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"3"	"0"	"0"	"0"	"1"	"168"	"0"	"168"	"0"
"256"	"220"	"220"	"11"	"117"	"10"	"4"	"180"	"4"	"0"	"3"	"1"	"0"	"2"	"1"	"3"	"0"	"1"	"0"	"3"	"3"	"0"	"0"	"1"	"344"	"0"	"344"	"0"
"257"	"221"	"221"	"64"	"52"	"41"	"3"	"184"	"3"	"0"	"14"	"0"	"4"	"1"	"0"	"3"	"3"	"2"	"3"	"5"	"3"	"3"	"0"	"5"	"393"	"0"	"393"	"0"
"258"	"222"	"222"	"36"	"74"	"22"	"4"	"140"	"0"	"1"	"16"	"0"	"2"	"1"	"1"	"0"	"1"	"3"	"5"	"1"	"2"	"1"	"0"	"2"	"312"	"0"	"312"	"0"
"259"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"260"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"261"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"262"	"223"	"223"	"31"	"78"	"44"	"5"	"123"	"0"	"1"	"11"	"0"	"2"	"3"	"0"	"2"	"3"	"3"	"5"	"1"	"7"	"1"	"0"	"3"	"323"	"0"	"323"	"0"
"263"	"224"	"224"	"25"	"85"	"15"	"1"	"171"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"0"	"3"	"1"	"4"	"0"	"0"	"3"	"317"	"0"	"317"	"0"
"264"	"225"	"225"	"47"	"66"	"22"	"2"	"149"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"3"	"0"	"0"	"0"	"0"	"297"	"0"	"297"	"0"
"265"	"226"	"226"	"12"	"178"	"40"	"11"	"118"	"5"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"4"	"5"	"10"	"8"	"0"	"0"	"0"	"394"	"0"	"394"	"0"
"266"	"227"	"227"	"4"	"66"	"13"	"1"	"94"	"0"	"1"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"4"	"0"	"2"	"0"	"0"	"2"	"191"	"0"	"191"	"0"
"267"	"228"	"228"	"8"	"61"	"15"	"0"	"84"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"1"	"3"	"0"	"0"	"0"	"177"	"0"	"177"	"0"
"268"	"229"	"229"	"7"	"144"	"52"	"1"	"94"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"307"	"0"	"307"	"0"
"269"	"230"	"230"	"2"	"78"	"29"	"1"	"51"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"0"	"166"	"0"
"270"	"231"	"231"	"8"	"104"	"18"	"0"	"88"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"1"	"2"	"229"	"0"	"229"	"0"
"271"	"232"	"232"	"30"	"109"	"33"	"2"	"212"	"1"	"0"	"1"	"0"	"1"	"1"	"4"	"1"	"3"	"2"	"2"	"7"	"9"	"5"	"0"	"5"	"428"	"0"	"428"	"0"
"272"	"233"	"233"	"59"	"93"	"52"	"4"	"154"	"1"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"7"	"1"	"2"	"1"	"5"	"385"	"0"	"385"	"0"
"273"	"234"	"234"	"4"	"80"	"12"	"1"	"157"	"3"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"0"	"260"	"0"
"274"	"235"	"235"	"8"	"98"	"53"	"0"	"274"	"8"	"1"	"0"	"0"	"1"	"3"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"450"	"0"	"450"	"0"
"275"	"236"	"236"	"32"	"43"	"13"	"3"	"183"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"2"	"1"	"0"	"15"	"297"	"0"	"297"	"0"
"276"	"237"	"237"	"11"	"54"	"13"	"3"	"143"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"0"	"1"	"0"	"232"	"0"	"232"	"0"
"277"	"238"	"238"	"10"	"71"	"44"	"2"	"168"	"3"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"304"	"0"	"304"	"0"
"278"	"239"	"239"	"11"	"55"	"31"	"3"	"161"	"2"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"273"	"0"	"273"	"0"
"279"	"240"	"240"	"27"	"57"	"91"	"2"	"380"	"3"	"1"	"1"	"0"	"3"	"1"	"2"	"1"	"1"	"1"	"6"	"5"	"1"	"2"	"0"	"1"	"586"	"0"	"586"	"0"
"280"	"241"	"241"	"25"	"75"	"26"	"4"	"159"	"2"	"1"	"2"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"1"	"4"	"2"	"0"	"0"	"2"	"307"	"0"	"307"	"0"
"281"	"242"	"242"	"53"	"82"	"46"	"1"	"118"	"2"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"5"	"316"	"0"	"316"	"0"
"282"	"243"	"243"	"127"	"54"	"19"	"0"	"84"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"291"	"0"	"291"	"0"
"283"	"244"	"244"	"180"	"86"	"54"	"0"	"119"	"5"	"0"	"0"	"0"	"5"	"0"	"1"	"0"	"0"	"1"	"9"	"4"	"1"	"0"	"1"	"3"	"469"	"0"	"469"	"0"
"284"	"245"	"245"	"9"	"56"	"48"	"0"	"241"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"362"	"0"	"362"	"0"
"285"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"286"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"287"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"288"	"246"	"246"	"3"	"41"	"26"	"1"	"160"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"5"	"2"	"1"	"0"	"0"	"0"	"244"	"0"	"244"	"0"
"289"	"247"	"247"	"3"	"40"	"6"	"2"	"79"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"138"	"0"	"138"	"0"
"290"	"248"	"248"	"122"	"130"	"27"	"1"	"41"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"1"	"332"	"0"	"332"	"0"
"291"	"249"	"249"	"8"	"91"	"21"	"1"	"53"	"5"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"1"	"2"	"3"	"1"	"5"	"200"	"0"	"200"	"0"
"292"	"250"	"250"	"12"	"114"	"8"	"1"	"59"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"1"	"0"	"1"	"1"	"0"	"4"	"208"	"0"	"208"	"0"
"293"	"251"	"251"	"1"	"38"	"6"	"2"	"57"	"3"	"0"	"1"	"2"	"1"	"1"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"118"	"0"	"118"	"0"
"294"	"252"	"252"	"4"	"55"	"17"	"0"	"71"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"4"	"160"	"0"	"160"	"0"
"295"	"253"	"253"	"5"	"219"	"25"	"3"	"105"	"1"	"0"	"1"	"4"	"3"	"3"	"1"	"2"	"2"	"4"	"5"	"3"	"2"	"0"	"0"	"3"	"391"	"0"	"391"	"0"
"296"	"254"	"254"	"7"	"191"	"29"	"5"	"235"	"8"	"0"	"2"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"3"	"7"	"2"	"0"	"1"	"0"	"495"	"0"	"495"	"0"
"297"	"255"	"255"	"17"	"128"	"21"	"3"	"253"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"429"	"0"	"429"	"0"
"298"	"256"	"256"	"62"	"198"	"35"	"5"	"314"	"5"	"4"	"4"	"3"	"5"	"0"	"2"	"2"	"1"	"6"	"10"	"2"	"1"	"1"	"0"	"0"	"660"	"0"	"660"	"0"
"299"	"257"	"257"	"20"	"200"	"13"	"0"	"61"	"2"	"0"	"0"	"1"	"5"	"0"	"3"	"0"	"2"	"4"	"1"	"0"	"4"	"0"	"0"	"0"	"316"	"0"	"316"	"0"
"300"	"258"	"258"	"39"	"235"	"16"	"0"	"76"	"1"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"3"	"4"	"3"	"3"	"3"	"4"	"1"	"5"	"397"	"0"	"397"	"0"
"301"	"259"	"259"	"127"	"288"	"22"	"6"	"104"	"3"	"3"	"3"	"4"	"4"	"1"	"1"	"1"	"5"	"11"	"10"	"4"	"2"	"1"	"1"	"8"	"609"	"0"	"609"	"0"
"302"	"260"	"260"	"13"	"79"	"40"	"4"	"252"	"3"	"1"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"404"	"0"	"404"	"0"
"303"	"261"	"261"	"8"	"125"	"35"	"8"	"195"	"4"	"0"	"1"	"0"	"0"	"4"	"1"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"387"	"0"	"387"	"0"
"304"	"262"	"262"	"12"	"95"	"17"	"1"	"125"	"2"	"0"	"0"	"0"	"3"	"1"	"0"	"1"	"0"	"1"	"5"	"1"	"0"	"0"	"0"	"4"	"268"	"0"	"268"	"0"
"305"	"263"	"263"	"24"	"168"	"19"	"2"	"118"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"3"	"3"	"0"	"6"	"1"	"3"	"353"	"0"	"353"	"0"
"306"	"264"	"264"	"10"	"150"	"50"	"3"	"97"	"1"	"0"	"2"	"1"	"3"	"2"	"2"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"326"	"0"	"326"	"0"
"307"	"265"	"265"	"4"	"50"	"3"	"1"	"40"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"104"	"0"	"104"	"0"
"308"	"266"	"266"	"18"	"184"	"36"	"3"	"170"	"5"	"2"	"0"	"0"	"5"	"2"	"2"	"0"	"2"	"2"	"3"	"5"	"2"	"1"	"1"	"2"	"445"	"0"	"445"	"0"
"309"	"267"	"267"	"9"	"180"	"11"	"9"	"95"	"1"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"3"	"323"	"0"	"323"	"0"
"310"	"268"	"268"	"7"	"115"	"28"	"0"	"51"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"3"	"4"	"2"	"10"	"3"	"0"	"1"	"2"	"232"	"0"	"232"	"0"
"311"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"312"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"313"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"314"	"269"	"269"	"12"	"170"	"23"	"2"	"155"	"1"	"1"	"0"	"1"	"4"	"6"	"4"	"1"	"2"	"7"	"4"	"2"	"1"	"2"	"0"	"5"	"403"	"0"	"403"	"0"
"315"	"270"	"270"	"25"	"141"	"14"	"0"	"138"	"3"	"1"	"3"	"0"	"2"	"0"	"0"	"0"	"2"	"4"	"3"	"6"	"1"	"0"	"0"	"2"	"345"	"0"	"345"	"0"
"316"	"271"	"271"	"7"	"142"	"5"	"1"	"77"	"0"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"4"	"2"	"0"	"1"	"0"	"0"	"2"	"246"	"0"	"246"	"0"
"317"	"272"	"272"	"11"	"85"	"13"	"0"	"324"	"10"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"5"	"8"	"0"	"0"	"4"	"465"	"0"	"465"	"0"
"318"	"273"	"273"	"18"	"54"	"45"	"3"	"192"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"7"	"0"	"1"	"0"	"1"	"326"	"0"	"326"	"0"
"319"	"274"	"274"	"16"	"40"	"29"	"3"	"123"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"4"	"1"	"0"	"0"	"1"	"223"	"0"	"223"	"0"
"320"	"275"	"275"	"98"	"37"	"25"	"2"	"134"	"2"	"1"	"0"	"0"	"0"	"3"	"0"	"1"	"2"	"2"	"10"	"2"	"1"	"0"	"0"	"2"	"322"	"0"	"322"	"0"
"321"	"276"	"276"	"17"	"81"	"29"	"1"	"294"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"12"	"1"	"0"	"0"	"0"	"440"	"0"	"440"	"0"
"322"	"277"	"277"	"38"	"76"	"27"	"1"	"180"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"1"	"2"	"7"	"0"	"1"	"0"	"0"	"339"	"0"	"339"	"0"
"323"	"278"	"278"	"21"	"76"	"30"	"0"	"215"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"2"	"0"	"0"	"0"	"351"	"0"	"351"	"0"
"324"	"279"	"279"	"73"	"168"	"37"	"3"	"177"	"5"	"3"	"0"	"2"	"1"	"6"	"5"	"2"	"1"	"4"	"6"	"6"	"6"	"0"	"3"	"4"	"512"	"0"	"512"	"0"
"325"	"280"	"280"	"163"	"145"	"16"	"2"	"195"	"2"	"0"	"4"	"3"	"0"	"0"	"1"	"0"	"0"	"2"	"5"	"3"	"1"	"1"	"1"	"6"	"550"	"0"	"550"	"0"
"326"	"Total No. of votes recorded at polling stations"	""	"7686"	"26879"	"8128"	"1567"	"45265"	"627"	"131"	"279"	"200"	"320"	"314"	"258"	"177"	"243"	"407"	"784"	"741"	"1805"	"203"	"105"	"563"	"96682"	"0"	"96682"	"0"
"327"	"Total votes polled"	""	"7686"	"26879"	"8128"	"1567"	"45265"	"627"	"131"	"279"	"200"	"320"	"314"	"258"	"177"	"243"	"407"	"784"	"741"	"1805"	"203"	"105"	"563"	"96682"	"0"	"96682"	"0"
"328"	"Place :- Bhagalpur                                                                                                                                                                                                                                               Assitant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"329"	"Date :- 16-05-2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
