"ANNEXURE...XLII..CHAPTER.XIV...PARA.25.9."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"241"	"201"	"276"	"10"	"3"	"0"	"0"	"3"	"2"	"2"	"3"	"4"	"7"	"2"	"3"	"7"	"3"	"5"	"13"	"192"	"11"	"3"	"549"	""	"549"
"242"	"202"	"109"	"5"	"8"	"3"	"1"	"6"	"0"	"5"	"10"	"6"	"24"	"7"	"5"	"11"	"12"	"22"	"26"	"463"	"28"	"19"	"770"	""	"770"
"243"	"203"	"178"	"1"	"4"	"0"	"3"	"0"	"2"	"3"	"2"	"2"	"8"	"2"	"1"	"5"	"4"	"15"	"34"	"419"	"12"	"11"	"706"	""	"706"
"244"	"204"	"290"	"12"	"12"	"5"	"3"	"5"	"2"	"6"	"3"	"6"	"12"	"2"	"4"	"3"	"2"	"3"	"16"	"178"	"2"	"8"	"574"	""	"574"
"245"	"205"	"198"	"13"	"6"	"2"	"0"	"3"	"3"	"4"	"5"	"3"	"11"	"2"	"4"	"4"	"2"	"5"	"21"	"430"	"19"	"19"	"754"	""	"754"
"246"	"206"	"304"	"12"	"4"	"5"	"1"	"1"	"1"	"1"	"2"	"0"	"6"	"1"	"3"	"2"	"3"	"9"	"2"	"85"	"2"	"4"	"448"	""	"448"
"247"	"207"	"288"	"9"	"2"	"4"	"2"	"3"	"1"	"3"	"2"	"5"	"10"	"5"	"2"	"3"	"1"	"23"	"12"	"193"	"4"	"9"	"581"	""	"581"
"248"	"208"	"430"	"10"	"6"	"0"	"1"	"2"	"3"	"2"	"11"	"1"	"19"	"4"	"1"	"6"	"3"	"12"	"31"	"330"	"14"	"4"	"890"	""	"890"
"249"	"209"	"81"	"4"	"5"	"5"	"2"	"5"	"2"	"2"	"12"	"4"	"29"	"3"	"4"	"7"	"3"	"5"	"26"	"393"	"18"	"10"	"620"	""	"620"
"250"	"210"	"205"	"5"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"4"	"6"	"0"	"0"	"3"	"228"	""	"228"
"251"	"211"	"248"	"16"	"6"	"1"	"3"	"6"	"1"	"0"	"8"	"5"	"24"	"4"	"4"	"6"	"12"	"26"	"31"	"308"	"17"	"17"	"743"	""	"743"
"252"	"212"	"487"	"14"	"10"	"4"	"5"	"3"	"7"	"3"	"4"	"8"	"16"	"2"	"6"	"1"	"4"	"5"	"8"	"132"	"3"	"7"	"729"	""	"729"
"253"	"213"	"396"	"25"	"8"	"6"	"2"	"3"	"2"	"3"	"1"	"4"	"9"	"2"	"2"	"2"	"6"	"11"	"15"	"238"	"10"	"13"	"758"	""	"758"
"254"	"214"	"378"	"22"	"6"	"4"	"4"	"3"	"1"	"3"	"5"	"5"	"20"	"5"	"8"	"5"	"6"	"50"	"47"	"158"	"17"	"15"	"762"	""	"762"
"255"	"215"	"177"	"17"	"2"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"0"	"4"	"2"	"25"	"3"	"0"	"238"	""	"238"
"256"	"216"	"358"	"22"	"2"	"1"	"1"	"1"	"3"	"2"	"2"	"0"	"8"	"0"	"0"	"2"	"4"	"15"	"8"	"89"	"2"	"3"	"523"	""	"523"
"257"	"TOTAL GENER AL VOTES"	"60982"	"2503"	"2219"	"360"	"365"	"1068"	"700"	"400"	"744"	"627"	"2157"	"543"	"627"	"703"	"601"	"2036"	"2330"	"36262"	"1287"	"875"	""	""	""
"258"	"POSTA L VOTS"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"259"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"260"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"261"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"262"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"263"	"TOTAL VALID VOTES"	"60982"	"2503"	"2219"	"360"	"365"	"1068"	"700"	"400"	"744"	"627"	"2157"	"543"	"627"	"703"	"601"	"2036"	"2330"	"36262"	"1287"	"875"	""	""	""
"264"	""	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	""	""	""
"265"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"266"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"267"	"Initial of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"268"	"Initial of Obs"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
