"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"319"	"32"	"198"	"230"	"192"	"48"	""	"6"	"35"	"1"	"87"	"6"	"7"	"0"	"0"	"1"	"0"	"1"	"0"	"8"	"8"	"400"
"320"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"322"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"324"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"325"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 198-Shahpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"329"	"32"	"198"	"231"	"89"	"285"	""	"23"	"27"	"4"	"31"	"3"	"7"	"1"	"4"	"2"	"0"	"2"	"1"	"6"	"8"	"493"
"330"	"32"	"198"	"232"	"203"	"215"	""	"6"	"21"	"2"	"12"	"6"	"4"	"0"	"4"	"0"	"0"	"2"	"4"	"18"	"12"	"509"
"331"	"32"	"198"	"233"	"102"	"79"	""	"49"	"28"	"1"	"15"	"8"	"2"	"2"	"4"	"1"	"1"	"4"	"4"	"13"	"16"	"329"
"332"	"32"	"198"	"234"	"107"	"6"	""	"3"	"6"	"1"	"114"	"4"	"0"	"1"	"2"	"3"	"2"	"2"	"3"	"6"	"2"	"262"
"333"	"32"	"198"	"235"	"104"	"106"	""	"1"	"16"	"2"	"97"	"1"	"0"	"1"	"3"	"2"	"1"	"4"	"2"	"12"	"5"	"357"
"334"	"32"	"198"	"236"	"231"	"180"	""	"17"	"30"	"3"	"23"	"3"	"9"	"4"	"5"	"7"	"3"	"6"	"1"	"13"	"7"	"542"
"335"	"32"	"198"	"237"	"110"	"79"	""	"33"	"21"	"1"	"123"	"5"	"4"	"1"	"5"	"6"	"5"	"3"	"3"	"10"	"14"	"423"
"336"	"Grand Total"	""	""	"35208"	"21672"	""	"5881"	"4112"	"299"	"3871"	"370"	"628"	"208"	"524"	"605"	"209"	"440"	"488"	"1731"	"1792"	"78038"
