"Candidates.Name...........BOTH.NO.v"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"269"	"243"	"8"	"1"	"3"	"116"	"4"	"2"	"5"	"1"	"1"	"4"	"172"	"2"	"6"	"2"	"1"	"0"	"1"	"1"	"4"	"334"	""	"334"	""
"270"	"Candidates Name
-------->
BOTH NO
v"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"271"	""	"Ashok Choudhary"	"Gajadhar Rajak"	"Bhagwan Das"	"Bhudeo Choudhary"	"Shyam Rajak"	"Arjun Manjhi"	"Upendra Ravidas"	"Om Prakash Paswan"	"Gulab Chandra Paswan"	"Nundeo  Manjhi"	"Prasadi Paswan"	"Subhash Paswan"	"Kapildeo Das"	"Jay Sekhar Manjhi"	"Pappu Rajak"	"Yogendra Paswan"	"Vijay Paswan"	"Bilakshan Rabidas"	"Saryug  Paswan"	""	""	""	""
"272"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"273"	"244"	"15"	"1"	"2"	"21"	"1"	"2"	"1"	"0"	"0"	"2"	"177"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	""	"225"	""
"274"	"245"	"7"	"0"	"0"	"136"	"15"	"3"	"1"	"0"	"0"	"2"	"167"	"10"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"345"	""	"345"	""
"275"	"246"	"4"	"0"	"0"	"5"	"0"	"1"	"0"	"0"	"1"	"4"	"571"	"10"	"1"	"1"	"0"	"3"	"0"	"0"	"0"	"601"	""	"601"	""
"276"	"247"	"43"	"3"	"0"	"18"	"3"	"2"	"3"	"3"	"1"	"3"	"320"	"4"	"3"	"0"	"1"	"4"	"0"	"1"	"0"	"412"	""	"412"	""
"277"	"248"	"4"	"0"	"3"	"17"	"2"	"5"	"1"	"1"	"1"	"2"	"420"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"459"	""	"459"	""
"278"	"249"	"1"	"4"	"1"	"44"	"3"	"3"	"0"	"0"	"0"	"1"	"195"	"3"	"2"	"0"	"0"	"0"	"2"	"0"	"1"	"260"	""	"260"	""
"279"	"250"	"8"	"20"	"1"	"66"	"23"	"7"	"1"	"3"	"6"	"5"	"182"	"4"	"3"	"0"	"0"	"10"	"2"	"1"	"11"	"353"	""	"353"	""
"280"	"251"	"6"	"5"	"3"	"55"	"40"	"9"	"4"	"4"	"4"	"11"	"159"	"10"	"21"	"3"	"1"	"14"	"3"	"2"	"3"	"357"	""	"357"	""
"281"	"252"	"38"	"1"	"38"	"75"	"326"	"8"	"7"	"5"	"4"	"5"	"95"	"8"	"9"	"0"	"2"	"4"	"4"	"2"	"1"	"632"	""	"632"	""
"282"	"253"	"16"	"4"	"1"	"79"	"38"	"5"	"0"	"1"	"0"	"0"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	""	"153"	""
"283"	"254"	"78"	"26"	"3"	"142"	"13"	"2"	"2"	"0"	"1"	"0"	"26"	"2"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"300"	""	"300"	""
"284"	"255"	"18"	"15"	"4"	"60"	"77"	"4"	"2"	"4"	"3"	"2"	"18"	"6"	"5"	"4"	"3"	"3"	"20"	"9"	"9"	"266"	""	"266"	""
"285"	"256"	"46"	"20"	"8"	"178"	"108"	"9"	"1"	"7"	"7"	"3"	"54"	"4"	"22"	"4"	"2"	"13"	"9"	"5"	"4"	"504"	""	"504"	""
"286"	"257"	"37"	"6"	"5"	"217"	"69"	"8"	"1"	"8"	"3"	"2"	"59"	"7"	"8"	"1"	"0"	"5"	"6"	"2"	"7"	"451"	""	"451"	""
"287"	"258"	"30"	"1"	"0"	"76"	"7"	"1"	"1"	"2"	"2"	"2"	"49"	"7"	"5"	"0"	"1"	"2"	"3"	"1"	"1"	"191"	""	"191"	""
"288"	"259"	"43"	"2"	"20"	"250"	"16"	"12"	"2"	"1"	"2"	"4"	"48"	"7"	"5"	"0"	"1"	"3"	"0"	"0"	"4"	"420"	""	"420"	""
"289"	"260"	"28"	"12"	"3"	"71"	"34"	"3"	"1"	"0"	"2"	"3"	"123"	"7"	"4"	"4"	"2"	"2"	"4"	"0"	"3"	"306"	""	"306"	""
"290"	"261"	"26"	"10"	"20"	"84"	"78"	"16"	"9"	"2"	"3"	"1"	"73"	"5"	"3"	"1"	"1"	"6"	"0"	"0"	"1"	"339"	""	"339"	""
"291"	"262"	"19"	"2"	"4"	"158"	"71"	"8"	"2"	"1"	"4"	"4"	"129"	"7"	"10"	"1"	"1"	"5"	"9"	"3"	"10"	"448"	""	"448"	""
"292"	"263"	"2"	"15"	"15"	"20"	"8"	"7"	"4"	"1"	"1"	"4"	"87"	"8"	"4"	"0"	"1"	"1"	"5"	"4"	"5"	"192"	""	"192"	""
"293"	"264"	"66"	"3"	"18"	"115"	"40"	"2"	"1"	"1"	"0"	"0"	"40"	"8"	"4"	"0"	"3"	"3"	"3"	"0"	"3"	"310"	""	"310"	""
"294"	"265"	"4"	"7"	"1"	"59"	"6"	"8"	"0"	"1"	"0"	"1"	"139"	"9"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"237"	""	"237"	""
"295"	"266"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	""	"6"	""
"296"	"267"	"18"	"5"	"1"	"29"	"35"	"4"	"0"	"1"	"0"	"0"	"97"	"2"	"2"	"2"	"0"	"2"	"3"	"3"	"1"	"205"	""	"205"	""
"297"	"268"	"0"	"0"	"0"	"4"	"113"	"4"	"2"	"0"	"1"	"1"	"21"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"148"	""	"148"	""
"298"	"269"	"7"	"82"	"4"	"18"	"117"	"4"	"1"	"0"	"1"	"1"	"7"	"1"	"1"	"2"	"3"	"5"	"2"	"1"	"0"	"257"	""	"257"	""
"299"	"270"	"39"	"6"	"1"	"63"	"24"	"4"	"0"	"1"	"3"	"0"	"9"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"2"	"157"	""	"157"	""
"300"	"Candidates Name
-------->
BOTH NO
v"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"301"	""	"Ashok Choudhary"	"Gajadhar Rajak"	"Bhagwan Das"	"Bhudeo Choudhary"	"Shyam Rajak"	"Arjun Manjhi"	"Upendra Ravidas"	"Om Prakash Paswan"	"Gulab Chandra Paswan"	"Nundeo  Manjhi"	"Prasadi Paswan"	"Subhash Paswan"	"Kapildeo Das"	"Jay Sekhar Manjhi"	"Pappu Rajak"	"Yogendra Paswan"	"Vijay Paswan"	"Bilakshan Rabidas"	"Saryug  Paswan"	""	""	""	""
"302"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"303"	"271"	"7"	"4"	"9"	"48"	"104"	"4"	"1"	"4"	"3"	"3"	"51"	"6"	"7"	"5"	"3"	"7"	"2"	"0"	"0"	"268"	""	"268"	""
"304"	"272"	"13"	"7"	"0"	"4"	"38"	"2"	"0"	"0"	"0"	"0"	"6"	"2"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"76"	""	"76"	""
"305"	"273"	"11"	"2"	"11"	"66"	"84"	"4"	"1"	"3"	"1"	"0"	"40"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"228"	""	"228"	""
"306"	"274"	"5"	"2"	"4"	"27"	"46"	"4"	"2"	"1"	"0"	"0"	"100"	"4"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"200"	""	"200"	""
"307"	"275"	"4"	"2"	"49"	"48"	"2"	"3"	"2"	"3"	"2"	"2"	"125"	"5"	"6"	"0"	"2"	"1"	"5"	"1"	"1"	"263"	""	"263"	""
"308"	"276"	"24"	"5"	"5"	"130"	"20"	"4"	"1"	"1"	"1"	"3"	"221"	"8"	"6"	"0"	"1"	"1"	"4"	"0"	"2"	"437"	""	"437"	""
"309"	"277"	"3"	"0"	"0"	"6"	"8"	"1"	"1"	"1"	"0"	"0"	"83"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"107"	""	"107"	""
"310"	"278"	"1"	"0"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"95"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"110"	""	"110"	""
"311"	"279"	"6"	"6"	"2"	"214"	"0"	"1"	"3"	"0"	"0"	"2"	"103"	"5"	"6"	"1"	"3"	"6"	"2"	"0"	"0"	"360"	""	"360"	""
"312"	"280"	"13"	"3"	"2"	"48"	"13"	"3"	"2"	"1"	"1"	"2"	"149"	"8"	"2"	"1"	"2"	"4"	"4"	"0"	"2"	"260"	""	"260"	""
"313"	"281"	"46"	"7"	"1"	"18"	"30"	"2"	"1"	"1"	"2"	"0"	"17"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"129"	""	"129"	""
"314"	"282"	"6"	"0"	"0"	"52"	"39"	"0"	"0"	"0"	"1"	"1"	"9"	"1"	"3"	"2"	"1"	"1"	"1"	"0"	"0"	"117"	""	"117"	""
"315"	"283"	"18"	"2"	"1"	"14"	"26"	"2"	"1"	"0"	"0"	"0"	"5"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"73"	""	"73"	""
"316"	"284"	"64"	"85"	"10"	"67"	"127"	"11"	"4"	"6"	"1"	"1"	"71"	"6"	"8"	"3"	"9"	"8"	"1"	"0"	"1"	"483"	""	"483"	""
"317"	"285"	"6"	"14"	"5"	"26"	"9"	"2"	"2"	"0"	"1"	"5"	"132"	"3"	"5"	"1"	"1"	"4"	"3"	"2"	"2"	"223"	""	"223"	""
"318"	"286"	"38"	"14"	"2"	"73"	"111"	"3"	"0"	"0"	"0"	"3"	"45"	"2"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"295"	""	"295"	""
"319"	"Total"	"9976"	"1552"	"3094"	"21920"	"16871"	"1136"	"483"	"323"	"305"	"402"	"16958"	"841"	"1032"	"373"	"288"	"932"	"621"	"280"	"550"	"77937"	""	"77937"	""
