"er.nku.dsUnz.l.a....k"	"mEehnokj..ds.Ik.k.esa.Mkys.x..s.oS....er.ksa.dh.l.a....k"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"dqy..oS....er.i.."	"j.Ì..er.ksa.dh.l.a....k"	"X..ksx"	"fufonÙk.er.ksa.dh.l.a....k"
"213"	"150"	"135"	"85"	"6"	"0"	"6"	"2"	"0"	"29"	"7"	"2"	"0"	"3"	"1"	"6"	"4"	"15"	"8"	"4"	"1"	"0"	"1"	"3"	"318"	"0"	"318"	"0"
"214"	"151"	"236"	"17"	"51"	"3"	"5"	"1"	"1"	"59"	"12"	"2"	"1"	"0"	"3"	"6"	"5"	"20"	"9"	"2"	"3"	"0"	"1"	"5"	"442"	"0"	"442"	"0"
"215"	"152"	"113"	"152"	"7"	"5"	"8"	"1"	"2"	"52"	"7"	"0"	"4"	"0"	"1"	"5"	"9"	"21"	"12"	"13"	"5"	"2"	"1"	"5"	"425"	"0"	"425"	"0"
"216"	"153"	"394"	"275"	"24"	"3"	"13"	"1"	"2"	"46"	"3"	"1"	"0"	"0"	"0"	"1"	"2"	"6"	"10"	"6"	"1"	"2"	"2"	"3"	"795"	"0"	"795"	"0"
"217"	"l hV  dk
; ksx"	"2540"	"2235"	"219"	"64"	"312"	"27"	"18"	"584"	"74"	"42"	"22"	"18"	"25"	"78"	"73"	"146"	"118"	"95"	"24"	"60"	"23"	"57"	"6854"	"0"	"6854"	"0"
"218"	"d qy  &"	"28593"	"19231"	"2186"	"1441"	"2989"	"288"	"273"	"6573"	"876"	"613"	"526"	"243"	"1148"	"657"	"733"	"2196"	"1408"	"833"	"266"	"488"	"306"	"700"	"72567"	"0"	"72567"	"0"
"219"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"220"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"221"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"222"	"i woZ  dk
; ksx&"	"28593"	"19231"	"2186"	"1441"	"2989"	"288"	"273"	"6573"	"876"	"613"	"526"	"243"	"1148"	"657"	"733"	"2196"	"1408"	"833"	"266"	"488"	"306"	"700"	"72567"	"0"	"72567"	"0"
"223"	"154"	"256"	"264"	"7"	"10"	"31"	"2"	"6"	"87"	"6"	"6"	"4"	"1"	"4"	"7"	"2"	"15"	"11"	"6"	"1"	"2"	"1"	"9"	"738"	"0"	"738"	"0"
"224"	"155"	"84"	"144"	"21"	"17"	"28"	"7"	"2"	"31"	"2"	"5"	"5"	"1"	"1"	"0"	"4"	"13"	"12"	"14"	"3"	"4"	"6"	"4"	"408"	"0"	"408"	"0"
"225"	"156"	"77"	"118"	"31"	"3"	"49"	"0"	"1"	"34"	"5"	"3"	"2"	"0"	"5"	"4"	"7"	"19"	"9"	"6"	"3"	"3"	"2"	"7"	"388"	"0"	"388"	"0"
"226"	"157"	"55"	"328"	"42"	"5"	"13"	"6"	"4"	"43"	"5"	"3"	"8"	"8"	"69"	"21"	"29"	"20"	"5"	"1"	"6"	"8"	"2"	"5"	"686"	"0"	"686"	"0"
"227"	"158"	"34"	"257"	"32"	"4"	"26"	"3"	"4"	"34"	"5"	"3"	"2"	"3"	"7"	"8"	"13"	"24"	"3"	"8"	"2"	"1"	"1"	"6"	"480"	"0"	"480"	"0"
"228"	"159"	"231"	"50"	"28"	"58"	"11"	"2"	"1"	"73"	"18"	"7"	"2"	"3"	"6"	"15"	"9"	"62"	"31"	"12"	"9"	"15"	"13"	"32"	"688"	"0"	"688"	"0"
"229"	"160"	"134"	"52"	"25"	"6"	"13"	"1"	"0"	"29"	"7"	"1"	"1"	"1"	"13"	"7"	"7"	"18"	"7"	"3"	"4"	"2"	"1"	"4"	"336"	"0"	"336"	"0"
"230"	"161"	"130"	"51"	"30"	"7"	"18"	"5"	"1"	"24"	"4"	"1"	"0"	"0"	"1"	"3"	"3"	"13"	"11"	"11"	"6"	"5"	"2"	"7"	"333"	"0"	"333"	"0"
"231"	"162"	"39"	"143"	"31"	"3"	"13"	"1"	"3"	"16"	"3"	"2"	"4"	"4"	"145"	"7"	"1"	"2"	"9"	"2"	"7"	"9"	"2"	"7"	"453"	"0"	"453"	"0"
"232"	"163"	"177"	"115"	"14"	"25"	"35"	"3"	"1"	"65"	"9"	"6"	"1"	"2"	"20"	"1"	"1"	"3"	"4"	"0"	"0"	"2"	"0"	"0"	"484"	"0"	"484"	"0"
"233"	"164"	"149"	"162"	"8"	"5"	"25"	"1"	"1"	"24"	"5"	"5"	"2"	"0"	"1"	"4"	"5"	"11"	"2"	"9"	"2"	"1"	"2"	"0"	"424"	"0"	"424"	"0"
"234"	"165"	"200"	"14"	"5"	"2"	"8"	"0"	"2"	"54"	"5"	"6"	"2"	"3"	"161"	"3"	"8"	"9"	"6"	"1"	"0"	"3"	"4"	"2"	"498"	"0"	"498"	"0"
"235"	"166"	"362"	"6"	"7"	"36"	"17"	"0"	"1"	"28"	"0"	"0"	"1"	"0"	"6"	"4"	"1"	"14"	"7"	"2"	"0"	"1"	"1"	"1"	"495"	"0"	"495"	"0"
"236"	"167"	"236"	"15"	"10"	"3"	"20"	"3"	"5"	"81"	"14"	"9"	"6"	"3"	"24"	"5"	"12"	"29"	"5"	"1"	"0"	"0"	"1"	"7"	"489"	"0"	"489"	"0"
"237"	"l hV  dk
; ksx"	"2164"	"1719"	"291"	"184"	"307"	"34"	"32"	"623"	"88"	"57"	"40"	"29"	"463"	"89"	"102"	"252"	"122"	"76"	"43"	"56"	"38"	"91"	"6900"	"0"	"6900"	"0"
"238"	"d qy  &"	"30757"	"20950"	"2477"	"1625"	"3296"	"322"	"305"	"7196"	"964"	"670"	"566"	"272"	"1611"	"746"	"835"	"2448"	"1530"	"909"	"309"	"544"	"344"	"791"	"79467"	"0"	"79467"	"0"
"239"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"240"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"241"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"242"	"i woZ  dk
; ksx&"	"30757"	"20950"	"2477"	"1625"	"3296"	"322"	"305"	"7196"	"964"	"670"	"566"	"272"	"1611"	"746"	"835"	"2448"	"1530"	"909"	"309"	"544"	"344"	"791"	"79467"	"0"	"79467"	"0"
"243"	"168"	"161"	"13"	"7"	"22"	"48"	"6"	"1"	"60"	"9"	"3"	"5"	"8"	"67"	"10"	"9"	"40"	"2"	"1"	"0"	"2"	"0"	"2"	"476"	"0"	"476"	"0"
"244"	"169"	"100"	"67"	"8"	"1"	"16"	"1"	"0"	"13"	"4"	"2"	"3"	"1"	"0"	"2"	"4"	"27"	"2"	"0"	"0"	"2"	"0"	"2"	"255"	"0"	"255"	"0"
"245"	"170"	"131"	"195"	"31"	"2"	"28"	"4"	"3"	"40"	"5"	"5"	"2"	"0"	"1"	"8"	"6"	"44"	"18"	"9"	"3"	"3"	"0"	"3"	"541"	"0"	"541"	"0"
"246"	"171"	"37"	"174"	"49"	"3"	"32"	"1"	"2"	"6"	"3"	"7"	"2"	"0"	"14"	"3"	"2"	"3"	"3"	"2"	"5"	"4"	"1"	"3"	"356"	"0"	"356"	"0"
"247"	"172"	"29"	"148"	"24"	"2"	"38"	"5"	"5"	"22"	"4"	"7"	"7"	"5"	"8"	"4"	"8"	"26"	"4"	"5"	"2"	"5"	"1"	"1"	"360"	"0"	"360"	"0"
"248"	"173"	"31"	"85"	"68"	"40"	"16"	"2"	"3"	"17"	"5"	"25"	"3"	"4"	"10"	"25"	"11"	"16"	"6"	"4"	"6"	"3"	"4"	"5"	"389"	"0"	"389"	"0"
"249"	"174"	"85"	"41"	"8"	"4"	"7"	"1"	"1"	"45"	"4"	"7"	"4"	"1"	"34"	"9"	"7"	"18"	"4"	"2"	"0"	"1"	"2"	"0"	"285"	"0"	"285"	"0"
"250"	"175"	"196"	"9"	"9"	"3"	"12"	"0"	"1"	"26"	"4"	"4"	"0"	"0"	"65"	"2"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"335"	"0"	"335"	"0"
"251"	"176"	"160"	"120"	"9"	"5"	"5"	"1"	"2"	"17"	"5"	"3"	"2"	"1"	"29"	"2"	"5"	"10"	"5"	"7"	"4"	"6"	"0"	"2"	"400"	"0"	"400"	"0"
"252"	"177"	"44"	"195"	"12"	"4"	"3"	"4"	"0"	"15"	"6"	"5"	"3"	"5"	"38"	"5"	"4"	"10"	"5"	"10"	"0"	"8"	"0"	"3"	"379"	"0"	"379"	"0"
"253"	"178"	"97"	"71"	"28"	"2"	"2"	"1"	"3"	"44"	"11"	"16"	"1"	"6"	"23"	"9"	"14"	"31"	"32"	"21"	"7"	"12"	"7"	"16"	"454"	"0"	"454"	"0"
"254"	"179"	"359"	"162"	"16"	"1"	"8"	"4"	"1"	"39"	"5"	"3"	"1"	"2"	"13"	"2"	"5"	"11"	"8"	"0"	"4"	"2"	"0"	"1"	"647"	"0"	"647"	"0"
"255"	"180"	"186"	"277"	"11"	"8"	"12"	"3"	"4"	"43"	"5"	"5"	"2"	"2"	"8"	"3"	"4"	"6"	"11"	"2"	"4"	"1"	"0"	"1"	"598"	"0"	"598"	"0"
"256"	"181"	"154"	"93"	"9"	"16"	"10"	"2"	"0"	"18"	"3"	"1"	"1"	"3"	"0"	"0"	"5"	"10"	"7"	"7"	"1"	"1"	"2"	"4"	"347"	"0"	"347"	"0"
"257"	"l hV  dk
; ksx"	"1770"	"1650"	"289"	"113"	"237"	"35"	"26"	"405"	"73"	"93"	"36"	"38"	"310"	"84"	"85"	"253"	"109"	"70"	"36"	"50"	"17"	"43"	"5822"	"0"	"5822"	"0"
"258"	"d qy  &"	"32527"	"22600"	"2766"	"1738"	"3533"	"357"	"331"	"7601"	"1037"	"763"	"602"	"310"	"1921"	"830"	"920"	"2701"	"1639"	"979"	"345"	"594"	"361"	"834"	"85289"	"0"	"85289"	"0"
"259"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"260"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"261"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"262"	"i woZ  dk
; ksx&"	"32527"	"22600"	"2766"	"1738"	"3533"	"357"	"331"	"7601"	"1037"	"763"	"602"	"310"	"1921"	"830"	"920"	"2701"	"1639"	"979"	"345"	"594"	"361"	"834"	"85289"	"0"	"85289"	"0"
"263"	"182"	"142"	"180"	"42"	"4"	"23"	"1"	"1"	"44"	"5"	"6"	"1"	"1"	"6"	"5"	"3"	"6"	"0"	"0"	"1"	"0"	"1"	"0"	"472"	"0"	"472"	"0"
"264"	"183"	"197"	"103"	"12"	"7"	"8"	"3"	"4"	"63"	"8"	"12"	"2"	"9"	"107"	"6"	"14"	"12"	"12"	"4"	"1"	"5"	"3"	"11"	"603"	"0"	"603"	"0"
"265"	"184"	"236"	"48"	"4"	"2"	"7"	"1"	"3"	"29"	"6"	"12"	"1"	"0"	"3"	"1"	"1"	"2"	"18"	"5"	"0"	"0"	"1"	"5"	"385"	"0"	"385"	"0"
"266"	"185"	"204"	"222"	"14"	"1"	"3"	"0"	"1"	"24"	"2"	"23"	"4"	"1"	"4"	"3"	"3"	"14"	"6"	"4"	"1"	"3"	"0"	"4"	"541"	"0"	"541"	"0"
"267"	"186"	"162"	"131"	"9"	"1"	"4"	"1"	"0"	"6"	"6"	"2"	"3"	"2"	"31"	"1"	"6"	"10"	"1"	"2"	"0"	"0"	"0"	"1"	"379"	"0"	"379"	"0"
"268"	"187"	"28"	"33"	"2"	"3"	"0"	"0"	"0"	"17"	"1"	"6"	"1"	"3"	"49"	"0"	"5"	"8"	"2"	"1"	"1"	"2"	"0"	"1"	"163"	"0"	"163"	"0"
"269"	"188"	"275"	"32"	"1"	"1"	"2"	"1"	"1"	"35"	"2"	"1"	"0"	"1"	"1"	"2"	"0"	"2"	"2"	"1"	"0"	"0"	"0"	"1"	"361"	"0"	"361"	"0"
"270"	"189"	"206"	"89"	"6"	"0"	"2"	"1"	"1"	"13"	"0"	"1"	"1"	"0"	"0"	"2"	"4"	"11"	"2"	"4"	"0"	"0"	"1"	"1"	"345"	"0"	"345"	"0"
"271"	"190"	"102"	"82"	"12"	"9"	"10"	"3"	"0"	"23"	"1"	"0"	"1"	"3"	"1"	"2"	"1"	"1"	"5"	"2"	"0"	"0"	"1"	"0"	"259"	"0"	"259"	"0"
"272"	"191"	"182"	"26"	"7"	"1"	"6"	"0"	"0"	"53"	"6"	"0"	"1"	"0"	"3"	"4"	"2"	"3"	"5"	"1"	"1"	"0"	"0"	"0"	"301"	"0"	"301"	"0"
"273"	"192"	"467"	"13"	"5"	"1"	"3"	"0"	"0"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"506"	"0"	"506"	"0"
"274"	"193"	"119"	"81"	"15"	"4"	"9"	"1"	"3"	"57"	"2"	"4"	"3"	"1"	"3"	"6"	"2"	"13"	"12"	"8"	"2"	"1"	"3"	"3"	"352"	"0"	"352"	"0"
"275"	"194"	"228"	"33"	"9"	"3"	"18"	"0"	"3"	"66"	"4"	"0"	"1"	"2"	"0"	"4"	"2"	"17"	"13"	"0"	"1"	"2"	"0"	"2"	"408"	"0"	"408"	"0"
"276"	"195"	"170"	"198"	"30"	"2"	"12"	"3"	"3"	"55"	"8"	"9"	"5"	"2"	"3"	"12"	"11"	"33"	"2"	"0"	"2"	"0"	"0"	"3"	"563"	"0"	"563"	"0"
"277"	"l hV  dk
; ksx"	"2718"	"1271"	"168"	"39"	"107"	"15"	"20"	"496"	"53"	"76"	"24"	"25"	"211"	"48"	"55"	"133"	"81"	"32"	"10"	"13"	"10"	"33"	"5638"	"0"	"5638"	"0"
"278"	"d qy  &"	"35245"	"23871"	"2934"	"1777"	"3640"	"372"	"351"	"8097"	"1090"	"839"	"626"	"335"	"2132"	"878"	"975"	"2834"	"1720"	"1011"	"355"	"607"	"371"	"867"	"90927"	"0"	"90927"	"0"
"279"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"280"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"281"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"282"	"i woZ  dk
; ksx&"	"35245"	"23871"	"2934"	"1777"	"3640"	"372"	"351"	"8097"	"1090"	"839"	"626"	"335"	"2132"	"878"	"975"	"2834"	"1720"	"1011"	"355"	"607"	"371"	"867"	"90927"	"0"	"90927"	"0"
"283"	"196"	"109"	"143"	"41"	"2"	"9"	"1"	"0"	"18"	"2"	"0"	"2"	"0"	"2"	"4"	"5"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"340"	"0"	"340"	"0"
"284"	"197"	"110"	"153"	"8"	"2"	"8"	"1"	"0"	"18"	"4"	"1"	"0"	"1"	"0"	"3"	"5"	"10"	"6"	"8"	"4"	"0"	"2"	"1"	"345"	"0"	"345"	"0"
"285"	"198"	"37"	"333"	"10"	"5"	"4"	"2"	"2"	"5"	"3"	"1"	"1"	"1"	"1"	"3"	"7"	"12"	"6"	"5"	"0"	"2"	"2"	"3"	"445"	"0"	"445"	"0"
"286"	"199"	"124"	"63"	"9"	"0"	"8"	"1"	"0"	"16"	"1"	"1"	"1"	"1"	"0"	"3"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"234"	"0"	"234"	"0"
"287"	"200"	"167"	"128"	"8"	"0"	"5"	"0"	"0"	"28"	"6"	"0"	"0"	"1"	"1"	"7"	"6"	"26"	"7"	"3"	"2"	"2"	"1"	"2"	"400"	"0"	"400"	"0"
"288"	"201"	"221"	"106"	"26"	"15"	"24"	"3"	"1"	"60"	"9"	"3"	"1"	"1"	"3"	"6"	"11"	"34"	"30"	"9"	"3"	"5"	"3"	"14"	"588"	"0"	"588"	"0"
"289"	"202"	"222"	"135"	"12"	"1"	"37"	"1"	"4"	"41"	"9"	"6"	"4"	"2"	"1"	"6"	"9"	"21"	"10"	"5"	"0"	"2"	"0"	"2"	"530"	"0"	"530"	"0"
"290"	"203"	"60"	"192"	"7"	"4"	"7"	"11"	"4"	"7"	"2"	"1"	"3"	"0"	"1"	"0"	"3"	"4"	"2"	"17"	"0"	"1"	"0"	"3"	"329"	"0"	"329"	"0"
"291"	"204"	"138"	"370"	"18"	"26"	"28"	"1"	"2"	"27"	"1"	"3"	"1"	"0"	"1"	"0"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"1"	"622"	"0"	"622"	"0"
"292"	"205"	"89"	"36"	"4"	"5"	"25"	"1"	"3"	"30"	"3"	"3"	"2"	"1"	"0"	"3"	"7"	"9"	"9"	"3"	"1"	"2"	"2"	"4"	"242"	"0"	"242"	"0"
"293"	"206"	"43"	"62"	"4"	"5"	"49"	"4"	"2"	"10"	"4"	"3"	"2"	"0"	"2"	"2"	"3"	"17"	"5"	"7"	"0"	"0"	"1"	"6"	"231"	"0"	"231"	"0"
"294"	"207"	"260"	"34"	"4"	"2"	"13"	"1"	"0"	"16"	"2"	"1"	"0"	"0"	"1"	"4"	"1"	"3"	"2"	"2"	"1"	"0"	"0"	"2"	"349"	"0"	"349"	"0"
"295"	"208"	"146"	"279"	"21"	"32"	"13"	"1"	"2"	"43"	"23"	"5"	"2"	"3"	"1"	"2"	"1"	"5"	"9"	"2"	"0"	"5"	"3"	"4"	"602"	"0"	"602"	"0"
"296"	"209"	"249"	"100"	"15"	"5"	"1"	"0"	"1"	"64"	"4"	"2"	"0"	"0"	"3"	"4"	"2"	"4"	"11"	"9"	"2"	"5"	"2"	"8"	"491"	"0"	"491"	"0"
"297"	"l hV  dk
; ksx"	"1975"	"2134"	"187"	"104"	"231"	"28"	"21"	"383"	"73"	"30"	"19"	"11"	"17"	"47"	"64"	"149"	"100"	"70"	"14"	"24"	"16"	"51"	"5748"	"0"	"5748"	"0"
"298"	"d qy  &"	"37220"	"26005"	"3121"	"1881"	"3871"	"400"	"372"	"8480"	"1163"	"869"	"645"	"346"	"2149"	"925"	"1039"	"2983"	"1820"	"1081"	"369"	"631"	"387"	"918"	"96675"	"0"	"96675"	"0"
"299"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"300"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"301"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"302"	"i woZ  dk
; ksx&"	"37220"	"26005"	"3121"	"1881"	"3871"	"400"	"372"	"8480"	"1163"	"869"	"645"	"346"	"2149"	"925"	"1039"	"2983"	"1820"	"1081"	"369"	"631"	"387"	"918"	"96675"	"0"	"96675"	"0"
"303"	"210"	"250"	"65"	"9"	"2"	"11"	"2"	"2"	"54"	"8"	"9"	"0"	"1"	"8"	"4"	"7"	"33"	"5"	"1"	"0"	"2"	"1"	"9"	"483"	"0"	"483"	"0"
"304"	"211"	"172"	"128"	"8"	"2"	"30"	"5"	"0"	"25"	"2"	"0"	"1"	"1"	"0"	"3"	"1"	"2"	"2"	"0"	"1"	"0"	"2"	"3"	"388"	"0"	"388"	"0"
"305"	"l hV  dk
; ksx"	"422"	"193"	"17"	"4"	"41"	"7"	"2"	"79"	"10"	"9"	"1"	"2"	"8"	"7"	"8"	"35"	"7"	"1"	"1"	"2"	"3"	"12"	"871"	"0"	"871"	"0"
"306"	"d qy  &"	"37642"	"26198"	"3138"	"1885"	"3912"	"407"	"374"	"8559"	"1173"	"878"	"646"	"348"	"2157"	"932"	"1047"	"3018"	"1827"	"1082"	"370"	"633"	"390"	"930"	"97546"	"0"	"97546"	"0"
"307"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
