"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of electors in Assembly Constituency/Segment:- 255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"ROUND  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"300"	"148"	"148"	"198"	"7"	""	"0"	"1"	"3"	"2"	"3"	"0"	"1"	"0"	"0"	"2"	"1"	"8"	"13"	"387"	"0"	"387"	"0"
"301"	"149"	"108"	"170"	"6"	""	"0"	"0"	"1"	"0"	"2"	"1"	"2"	"0"	"3"	"1"	"0"	"1"	"2"	"297"	"0"	"297"	"0"
"302"	"150"	"80"	"220"	"17"	""	"9"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"3"	"3"	"7"	"346"	"0"	"346"	"0"
"303"	"151"	"67"	"115"	"9"	""	"11"	"1"	"0"	"1"	"0"	"1"	"4"	"0"	"0"	"0"	"1"	"0"	"5"	"215"	"0"	"215"	"0"
"304"	"152"	"91"	"43"	"7"	""	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"4"	"2"	"5"	"4"	"161"	"0"	"161"	"0"
"305"	"153"	"248"	"53"	"16"	""	"18"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"2"	"345"	"0"	"345"	"0"
"306"	"154"	"155"	"134"	"15"	""	"10"	"3"	"0"	"0"	"0"	"2"	"5"	"2"	"1"	"0"	"2"	"3"	"3"	"335"	"0"	"335"	"0"
"307"	"Total :-"	"2545"	"1444"	"187"	""	"69"	"25"	"19"	"6"	"14"	"14"	"31"	"7"	"19"	"20"	"24"	"40"	"67"	"4531"	"0"	"4531"	"0"
"308"	"Total upto Last Round:-"	"23845"	"20246"	"3115"	""	"780"	"193"	"261"	"101"	"94"	"136"	"430"	"108"	"279"	"256"	"265"	"632"	"808"	"51549"	"0"	"51549"	"0"
"309"	"Grand Total :-"	"26390"	"21690"	"3302"	""	"849"	"218"	"280"	"107"	"108"	"150"	"461"	"115"	"298"	"276"	"289"	"672"	"875"	"56080"	"0"	"56080"	"0"
"310"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"311"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"312"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"313"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"314"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"315"	"ROUND  12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"316"	"Total No. of electors in Assembly Constituency/Segment:-255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"317"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"319"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	""	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"320"	"155"	"142"	"95"	"10"	""	"0"	"1"	"0"	"1"	"0"	"2"	"9"	"1"	"2"	"1"	"3"	"4"	"5"	"276"	"0"	"276"	"0"
"321"	"156"	"297"	"63"	"26"	""	"2"	"0"	"2"	"0"	"0"	"0"	"4"	"0"	"2"	"4"	"0"	"1"	"0"	"401"	"0"	"401"	"0"
"322"	"157"	"331"	"36"	"23"	""	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"398"	"0"	"398"	"0"
"323"	"158"	"192"	"204"	"57"	""	"14"	"3"	"2"	"1"	"2"	"2"	"5"	"0"	"10"	"5"	"2"	"9"	"11"	"519"	"0"	"519"	"0"
"324"	"159"	"117"	"318"	"20"	""	"0"	"2"	"3"	"1"	"1"	"2"	"0"	"0"	"6"	"1"	"3"	"2"	"3"	"479"	"0"	"479"	"0"
"325"	"160"	"261"	"269"	"12"	""	"2"	"2"	"3"	"1"	"2"	"2"	"2"	"0"	"1"	"0"	"3"	"2"	"4"	"566"	"0"	"566"	"0"
"326"	"161"	"57"	"456"	"18"	""	"3"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"7"	"5"	"551"	"0"	"551"	"0"
"327"	"162"	"214"	"139"	"21"	""	"4"	"2"	"2"	"2"	"1"	"1"	"5"	"0"	"2"	"3"	"3"	"1"	"5"	"405"	"0"	"405"	"0"
"328"	"163"	"134"	"171"	"10"	""	"0"	"0"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"11"	"337"	"0"	"337"	"0"
"329"	"164"	"196"	"102"	"7"	""	"3"	"1"	"1"	"1"	"0"	"2"	"6"	"0"	"4"	"3"	"1"	"4"	"7"	"338"	"0"	"338"	"0"
"330"	"165"	"202"	"167"	"21"	""	"31"	"4"	"5"	"0"	"1"	"2"	"7"	"1"	"2"	"9"	"4"	"5"	"12"	"473"	"0"	"473"	"0"
"331"	"166"	"94"	"204"	"13"	""	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"4"	"1"	"14"	"10"	"345"	"0"	"345"	"0"
"332"	"167"	"442"	"37"	"15"	""	"3"	"1"	"1"	"0"	"1"	"1"	"4"	"1"	"3"	"5"	"0"	"5"	"11"	"530"	"0"	"530"	"0"
"333"	"168"	"75"	"253"	"7"	""	"1"	"1"	"3"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"4"	"2"	"350"	"0"	"350"	"0"
"334"	"Total :-"	"2754"	"2514"	"260"	""	"66"	"18"	"30"	"9"	"11"	"16"	"45"	"3"	"33"	"39"	"24"	"60"	"86"	"5968"	"0"	"5968"	"0"
"335"	"Total upto Last Round:-"	"26390"	"21690"	"3302"	""	"849"	"218"	"280"	"107"	"108"	"150"	"461"	"115"	"298"	"276"	"289"	"672"	"875"	"56080"	"0"	"56080"	"0"
"336"	"Grand Total :-"	"29144"	"24204"	"3562"	""	"915"	"236"	"310"	"116"	"119"	"166"	"506"	"118"	"331"	"315"	"313"	"732"	"961"	"62048"	"0"	"62048"	"0"
"337"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"338"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"339"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"340"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"342"	"ROUND  13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"343"	"Total No. of electors in Assembly Constituency/Segment:-255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"344"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"345"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"346"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	""	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"347"	"169"	"111"	"138"	"13"	""	"2"	"1"	"3"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"3"	"6"	"10"	"293"	"0"	"293"	"0"
"348"	"170"	"303"	"102"	"14"	""	"40"	"3"	"2"	"1"	"0"	"0"	"3"	"1"	"5"	"2"	"3"	"5"	"20"	"504"	"0"	"504"	"0"
"349"	"171"	"127"	"245"	"16"	""	"11"	"1"	"0"	"2"	"0"	"0"	"2"	"0"	"5"	"2"	"4"	"4"	"6"	"425"	"0"	"425"	"0"
"350"	"172"	"230"	"45"	"13"	""	"25"	"2"	"4"	"0"	"0"	"1"	"6"	"0"	"4"	"1"	"0"	"3"	"9"	"343"	"0"	"343"	"0"
"351"	"173"	"302"	"325"	"4"	""	"6"	"1"	"4"	"0"	"0"	"2"	"3"	"0"	"0"	"2"	"2"	"6"	"11"	"668"	"0"	"668"	"0"
"352"	"174"	"233"	"330"	"8"	""	"8"	"3"	"3"	"3"	"0"	"2"	"4"	"0"	"6"	"2"	"0"	"2"	"3"	"607"	"0"	"607"	"0"
"353"	"175"	"139"	"195"	"9"	""	"3"	"1"	"0"	"0"	"0"	"2"	"2"	"1"	"0"	"0"	"2"	"0"	"3"	"357"	"0"	"357"	"0"
"354"	"176"	"60"	"515"	"8"	""	"25"	"0"	"3"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"5"	"4"	"3"	"628"	"0"	"628"	"0"
"355"	"177"	"286"	"73"	"7"	""	"6"	"2"	"2"	"0"	"1"	"1"	"3"	"3"	"5"	"2"	"1"	"4"	"14"	"410"	"0"	"410"	"0"
"356"	"178"	"182"	"263"	"12"	""	"4"	"3"	"1"	"0"	"1"	"2"	"5"	"2"	"26"	"5"	"0"	"5"	"9"	"520"	"0"	"520"	"0"
"357"	"179"	"186"	"116"	"24"	""	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"5"	"2"	"0"	"2"	"6"	"344"	"0"	"344"	"0"
"358"	"180"	"275"	"39"	"28"	""	"3"	"0"	"1"	"1"	"0"	"2"	"1"	"1"	"2"	"1"	"0"	"1"	"1"	"356"	"0"	"356"	"0"
"359"	"181"	"73"	"30"	"11"	""	"37"	"2"	"0"	"0"	"1"	"2"	"1"	"1"	"1"	"0"	"1"	"1"	"4"	"165"	"0"	"165"	"0"
"360"	"182"	"466"	"119"	"58"	""	"17"	"7"	"5"	"1"	"2"	"5"	"11"	"4"	"5"	"4"	"4"	"2"	"6"	"716"	"0"	"716"	"0"
"361"	"Total :-"	"2973"	"2535"	"225"	""	"187"	"27"	"30"	"8"	"6"	"21"	"43"	"15"	"65"	"26"	"25"	"45"	"105"	"6336"	"0"	"6336"	"0"
"362"	"Total upto Last Round:-"	"29144"	"24204"	"3562"	""	"915"	"236"	"310"	"116"	"119"	"166"	"506"	"118"	"331"	"315"	"313"	"732"	"961"	"62048"	"0"	"62048"	"0"
"363"	"Grand Total :-"	"32117"	"26739"	"3787"	""	"1102"	"263"	"340"	"124"	"125"	"187"	"549"	"133"	"396"	"341"	"338"	"777"	"1066"	"68384"	"0"	"68384"	"0"
"364"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"365"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"366"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"367"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"368"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"369"	"ROUND  14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"370"	"Total No. of electors in Assembly Constituency/Segment:-255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"371"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"372"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"373"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	""	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"374"	"183"	"137"	"212"	"16"	""	"5"	"1"	"1"	"0"	"0"	"2"	"1"	"1"	"2"	"0"	"1"	"4"	"7"	"390"	"0"	"390"	"0"
"375"	"184"	"92"	"223"	"33"	""	"2"	"4"	"2"	"0"	"1"	"5"	"2"	"1"	"4"	"6"	"0"	"5"	"7"	"387"	"0"	"387"	"0"
"376"	"185"	"260"	"221"	"27"	""	"31"	"4"	"1"	"1"	"1"	"1"	"4"	"1"	"5"	"5"	"1"	"5"	"9"	"577"	"0"	"577"	"0"
"377"	"186"	"176"	"39"	"7"	""	"1"	"3"	"2"	"0"	"0"	"1"	"1"	"1"	"2"	"3"	"0"	"1"	"0"	"237"	"0"	"237"	"0"
"378"	"187"	"143"	"78"	"11"	""	"66"	"4"	"2"	"3"	"1"	"3"	"7"	"1"	"11"	"5"	"10"	"4"	"10"	"359"	"0"	"359"	"0"
"379"	"188"	"127"	"187"	"4"	""	"0"	"1"	"5"	"1"	"2"	"7"	"2"	"0"	"2"	"5"	"4"	"10"	"10"	"367"	"0"	"367"	"0"
"380"	"189"	"222"	"70"	"9"	""	"8"	"0"	"2"	"1"	"1"	"0"	"7"	"0"	"4"	"2"	"0"	"1"	"3"	"330"	"0"	"330"	"0"
"381"	"190"	"77"	"30"	"4"	""	"0"	"0"	"1"	"2"	"1"	"0"	"6"	"2"	"20"	"0"	"0"	"1"	"2"	"146"	"0"	"146"	"0"
"382"	"191"	"267"	"56"	"17"	""	"2"	"1"	"5"	"1"	"2"	"1"	"3"	"2"	"0"	"2"	"0"	"0"	"1"	"360"	"0"	"360"	"0"
"383"	"192"	"222"	"90"	"13"	""	"5"	"0"	"1"	"0"	"1"	"3"	"3"	"0"	"3"	"7"	"1"	"1"	"0"	"350"	"0"	"350"	"0"
"384"	"193"	"208"	"74"	"20"	""	"16"	"2"	"3"	"0"	"1"	"1"	"9"	"0"	"1"	"2"	"1"	"0"	"1"	"339"	"0"	"339"	"0"
"385"	"194"	"215"	"35"	"26"	""	"1"	"2"	"3"	"0"	"0"	"0"	"3"	"0"	"2"	"0"	"0"	"0"	"2"	"289"	"0"	"289"	"0"
"386"	"195"	"206"	"177"	"13"	""	"14"	"2"	"1"	"0"	"1"	"0"	"3"	"1"	"0"	"0"	"1"	"3"	"3"	"425"	"0"	"425"	"0"
"387"	"196"	"195"	"162"	"14"	""	"11"	"1"	"2"	"0"	"1"	"1"	"4"	"1"	"0"	"2"	"0"	"5"	"0"	"399"	"0"	"399"	"0"
"388"	"Total :-"	"2547"	"1654"	"214"	""	"162"	"25"	"31"	"9"	"13"	"25"	"55"	"11"	"56"	"39"	"19"	"40"	"55"	"4955"	"0"	"4955"	"0"
"389"	"Total upto Last Round:-"	"32117"	"26739"	"3787"	""	"1102"	"263"	"340"	"124"	"125"	"187"	"549"	"133"	"396"	"341"	"338"	"777"	"1066"	"68384"	"0"	"68384"	"0"
"390"	"Grand Total :-"	"34664"	"28393"	"4001"	""	"1264"	"288"	"371"	"133"	"138"	"212"	"604"	"144"	"452"	"380"	"357"	"817"	"1121"	"73339"	"0"	"73339"	"0"
"391"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"392"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"393"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"394"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"395"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"396"	"ROUND  15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"397"	"Total No. of electors in Assembly Constituency/Segment:-255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"398"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"399"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"400"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	""	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"401"	"197"	"351"	"120"	"22"	""	"2"	"2"	"1"	"1"	"1"	"3"	"4"	"1"	"6"	"1"	"0"	"1"	"5"	"521"	"0"	"521"	"0"
"402"	"198"	"326"	"88"	"24"	""	"4"	"3"	"3"	"0"	"1"	"1"	"0"	"2"	"4"	"3"	"4"	"2"	"4"	"469"	"0"	"469"	"0"
"403"	"199"	"331"	"72"	"34"	""	"1"	"1"	"0"	"1"	"1"	"1"	"6"	"0"	"1"	"0"	"0"	"0"	"3"	"452"	"0"	"452"	"0"
"404"	"200"	"228"	"20"	"23"	""	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"279"	"0"	"279"	"0"
"405"	"201"	"439"	"52"	"35"	""	"1"	"2"	"1"	"1"	"0"	"0"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"536"	"0"	"536"	"0"
"406"	"202"	"161"	"103"	"15"	""	"6"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"2"	"2"	"294"	"0"	"294"	"0"
"407"	"203"	"123"	"35"	"11"	""	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"176"	"0"	"176"	"0"
"408"	"204"	"183"	"55"	"15"	""	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"27"	"3"	"2"	"0"	"0"	"289"	"0"	"289"	"0"
"409"	"205"	"196"	"50"	"23"	""	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"10"	"0"	"0"	"1"	"0"	"286"	"0"	"286"	"0"
"410"	"206"	"120"	"174"	"9"	""	"1"	"3"	"3"	"0"	"0"	"0"	"5"	"0"	"6"	"1"	"2"	"2"	"3"	"329"	"0"	"329"	"0"
"411"	"207"	"293"	"78"	"23"	""	"1"	"5"	"5"	"2"	"1"	"4"	"6"	"3"	"3"	"6"	"5"	"5"	"13"	"453"	"0"	"453"	"0"
"412"	"208"	"53"	"266"	"13"	""	"0"	"2"	"1"	"0"	"0"	"3"	"1"	"1"	"3"	"3"	"5"	"10"	"10"	"371"	"0"	"371"	"0"
"413"	"209"	"269"	"18"	"28"	""	"2"	"2"	"3"	"0"	"0"	"0"	"4"	"0"	"1"	"0"	"0"	"1"	"2"	"330"	"0"	"330"	"0"
"414"	"210"	"132"	"16"	"9"	""	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"160"	"0"	"160"	"0"
"415"	"Total :-"	"3205"	"1147"	"284"	""	"22"	"22"	"21"	"6"	"4"	"16"	"36"	"8"	"68"	"20"	"19"	"24"	"43"	"4945"	"0"	"4945"	"0"
"416"	"Total upto Last Round:-"	"34664"	"28393"	"4001"	""	"1264"	"288"	"371"	"133"	"138"	"212"	"604"	"144"	"452"	"380"	"357"	"817"	"1121"	"73339"	"0"	"73339"	"0"
"417"	"Grand Total :-"	"37869"	"29540"	"4285"	""	"1286"	"310"	"392"	"139"	"142"	"228"	"640"	"152"	"520"	"400"	"376"	"841"	"1164"	"78284"	"0"	"78284"	"0"
"418"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"419"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"420"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"421"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"422"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"423"	"ROUND  16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"424"	"Total No. of electors in Assembly Constituency/Segment:-255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"425"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"426"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"427"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	""	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"428"	"211"	"57"	"308"	"8"	""	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"2"	"3"	"1"	"384"	"0"	"384"	"0"
"429"	"212"	"65"	"157"	"18"	""	"3"	"1"	"3"	"1"	"1"	"0"	"2"	"2"	"1"	"1"	"1"	"4"	"3"	"263"	"0"	"263"	"0"
"430"	"213"	"72"	"97"	"27"	""	"2"	"0"	"1"	"3"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"206"	"0"	"206"	"0"
"431"	"214"	"188"	"72"	"42"	""	"5"	"1"	"1"	"0"	"0"	"1"	"3"	"2"	"3"	"3"	"6"	"0"	"4"	"331"	"0"	"331"	"0"
"432"	"215"	"146"	"57"	"29"	""	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"1"	"3"	"1"	"1"	"0"	"1"	"243"	"0"	"243"	"0"
"433"	"216"	"237"	"95"	"25"	""	"5"	"0"	"2"	"0"	"1"	"0"	"3"	"1"	"1"	"2"	"0"	"5"	"4"	"381"	"0"	"381"	"0"
"434"	"217"	"218"	"80"	"44"	""	"3"	"0"	"1"	"1"	"1"	"3"	"5"	"1"	"1"	"2"	"0"	"3"	"4"	"367"	"0"	"367"	"0"
"435"	"218"	"217"	"113"	"24"	""	"0"	"3"	"1"	"1"	"2"	"4"	"5"	"1"	"3"	"4"	"4"	"6"	"17"	"405"	"0"	"405"	"0"
"436"	"219"	"305"	"80"	"46"	""	"5"	"4"	"3"	"0"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"4"	"8"	"467"	"0"	"467"	"0"
"437"	"220"	"372"	"84"	"54"	""	"2"	"4"	"1"	"1"	"2"	"3"	"3"	"5"	"8"	"5"	"4"	"6"	"10"	"564"	"0"	"564"	"0"
"438"	"221"	"228"	"96"	"41"	""	"5"	"2"	"2"	"2"	"1"	"1"	"5"	"2"	"4"	"3"	"3"	"2"	"3"	"400"	"0"	"400"	"0"
"439"	"222"	"261"	"54"	"13"	""	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"3"	"1"	"2"	"340"	"0"	"340"	"0"
"440"	"223"	"161"	"19"	"21"	""	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"208"	"0"	"208"	"0"
"441"	"224"	"199"	"90"	"22"	""	"2"	"2"	"2"	"3"	"3"	"0"	"0"	"3"	"26"	"1"	"0"	"3"	"3"	"359"	"0"	"359"	"0"
"442"	"Total :-"	"2726"	"1402"	"414"	""	"36"	"19"	"21"	"13"	"14"	"15"	"31"	"20"	"55"	"26"	"27"	"38"	"61"	"4918"	"0"	"4918"	"0"
"443"	"Total upto Last Round:-"	"37869"	"29540"	"4285"	""	"1286"	"310"	"392"	"139"	"142"	"228"	"640"	"152"	"520"	"400"	"376"	"841"	"1164"	"78284"	"0"	"78284"	"0"
"444"	"Grand Total :-"	"40595"	"30942"	"4699"	""	"1322"	"329"	"413"	"152"	"156"	"243"	"671"	"172"	"575"	"426"	"403"	"879"	"1225"	"83202"	"0"	"83202"	"0"
"445"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"446"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"447"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"448"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"449"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"450"	"ROUND  17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
