"er.nku.dsUnz.l.a....k"	"mEehnokj..ds.Ik.k.esa.Mkys.x..s.oS....er.ksa.dh.l.a....k"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"dqy..oS....er.i.."	"j.Ì..er.ksa.dh.l.a....k"	"X..ksx"	"fufonÙk.er.ksa.dh.l.a....k"
"213"	"151"	"30"	"21"	"178"	"8"	"14"	"0"	"0"	"14"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"3"	"4"	"0"	"2"	"5"	"2"	"3"	"288"	"0"	"288"	"0"
"214"	"152"	"52"	"120"	"172"	"16"	"45"	"0"	"2"	"18"	"2"	"5"	"1"	"1"	"2"	"3"	"1"	"2"	"2"	"2"	"4"	"2"	"0"	"1"	"453"	"0"	"453"	"0"
"215"	"153"	"54"	"102"	"138"	"12"	"22"	"2"	"3"	"20"	"3"	"1"	"0"	"0"	"2"	"19"	"2"	"5"	"0"	"5"	"2"	"2"	"0"	"1"	"395"	"0"	"395"	"0"
"216"	"154"	"30"	"97"	"472"	"4"	"3"	"0"	"4"	"15"	"3"	"3"	"3"	"6"	"5"	"27"	"4"	"10"	"1"	"2"	"8"	"3"	"1"	"0"	"701"	"0"	"701"	"0"
"217"	"l hV dk
; ksx"	"987"	"791"	"3243"	"178"	"594"	"25"	"22"	"283"	"26"	"30"	"18"	"32"	"44"	"172"	"40"	"115"	"52"	"39"	"78"	"36"	"23"	"37"	"6865"	"0"	"6865"	"0"
"218"	"d qy  &"	"19112"	"16416"	"21548"	"1489"	"5107"	"275"	"274"	"4987"	"528"	"291"	"246"	"213"	"355"	"1257"	"568"	"1308"	"959"	"633"	"631"	"547"	"266"	"516"	"77526"	"0"	"77526"	"0"
"219"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"220"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"221"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"222"	"i woZ  dk
; ksx&"	"19112"	"16416"	"21548"	"1489"	"5107"	"275"	"274"	"4987"	"528"	"291"	"246"	"213"	"355"	"1257"	"568"	"1308"	"959"	"633"	"631"	"547"	"266"	"516"	"77526"	"0"	"77526"	"0"
"223"	"155"	"17"	"90"	"246"	"4"	"4"	"0"	"2"	"13"	"0"	"0"	"1"	"1"	"0"	"4"	"2"	"3"	"11"	"5"	"9"	"10"	"2"	"4"	"428"	"0"	"428"	"0"
"224"	"156"	"23"	"16"	"229"	"15"	"16"	"2"	"0"	"13"	"1"	"0"	"0"	"1"	"0"	"4"	"0"	"1"	"2"	"0"	"3"	"2"	"0"	"1"	"329"	"0"	"329"	"0"
"225"	"157"	"28"	"34"	"233"	"12"	"23"	"0"	"0"	"22"	"1"	"1"	"1"	"1"	"3"	"16"	"9"	"7"	"8"	"5"	"25"	"3"	"4"	"5"	"441"	"0"	"441"	"0"
"226"	"158"	"83"	"102"	"309"	"11"	"6"	"2"	"1"	"16"	"3"	"3"	"3"	"2"	"3"	"21"	"6"	"18"	"5"	"2"	"11"	"10"	"1"	"2"	"620"	"0"	"620"	"0"
"227"	"159"	"58"	"68"	"316"	"5"	"9"	"2"	"2"	"22"	"1"	"0"	"0"	"2"	"0"	"5"	"1"	"4"	"8"	"10"	"14"	"14"	"2"	"8"	"551"	"0"	"551"	"0"
"228"	"160"	"119"	"164"	"377"	"6"	"11"	"2"	"1"	"14"	"0"	"0"	"2"	"0"	"1"	"11"	"3"	"8"	"12"	"18"	"15"	"5"	"5"	"6"	"780"	"0"	"780"	"0"
"229"	"161"	"42"	"39"	"166"	"7"	"6"	"3"	"1"	"14"	"7"	"2"	"1"	"2"	"3"	"8"	"2"	"13"	"1"	"4"	"6"	"2"	"0"	"2"	"331"	"0"	"331"	"0"
"230"	"162"	"138"	"35"	"258"	"10"	"40"	"10"	"3"	"77"	"3"	"2"	"2"	"4"	"5"	"13"	"3"	"6"	"0"	"0"	"1"	"2"	"0"	"1"	"613"	"0"	"613"	"0"
"231"	"163"	"16"	"23"	"264"	"9"	"10"	"1"	"1"	"5"	"1"	"2"	"1"	"1"	"2"	"3"	"0"	"2"	"4"	"0"	"8"	"0"	"4"	"2"	"359"	"0"	"359"	"0"
"232"	"164"	"49"	"16"	"249"	"5"	"29"	"1"	"2"	"31"	"5"	"1"	"0"	"2"	"4"	"10"	"7"	"12"	"3"	"1"	"6"	"0"	"3"	"1"	"437"	"0"	"437"	"0"
"233"	"165"	"80"	"74"	"198"	"8"	"6"	"2"	"1"	"22"	"2"	"0"	"0"	"0"	"0"	"5"	"1"	"1"	"23"	"7"	"9"	"10"	"3"	"10"	"462"	"0"	"462"	"0"
"234"	"166"	"136"	"93"	"284"	"4"	"24"	"1"	"1"	"56"	"4"	"3"	"1"	"1"	"2"	"6"	"2"	"3"	"13"	"4"	"9"	"5"	"3"	"3"	"658"	"0"	"658"	"0"
"235"	"167"	"61"	"19"	"564"	"14"	"12"	"4"	"1"	"11"	"5"	"1"	"4"	"1"	"6"	"31"	"8"	"23"	"9"	"3"	"12"	"2"	"3"	"8"	"802"	"0"	"802"	"0"
"236"	"168"	"46"	"264"	"15"	"5"	"73"	"2"	"3"	"13"	"2"	"3"	"1"	"3"	"16"	"2"	"3"	"7"	"4"	"13"	"0"	"7"	"1"	"5"	"488"	"0"	"488"	"0"
"237"	"l hV dk
; ksx"	"896"	"1037"	"3708"	"115"	"269"	"32"	"19"	"329"	"35"	"18"	"17"	"21"	"45"	"139"	"47"	"108"	"103"	"72"	"128"	"72"	"31"	"58"	"7299"	"0"	"7299"	"0"
"238"	"d qy  &"	"20008"	"17453"	"25256"	"1604"	"5376"	"307"	"293"	"5316"	"563"	"309"	"263"	"234"	"400"	"1396"	"615"	"1416"	"1062"	"705"	"759"	"619"	"297"	"574"	"84825"	"0"	"84825"	"0"
"239"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"240"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"241"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"242"	"i woZ  dk
; ksx&"	"20008"	"17453"	"25256"	"1604"	"5376"	"307"	"293"	"5316"	"563"	"309"	"263"	"234"	"400"	"1396"	"615"	"1416"	"1062"	"705"	"759"	"619"	"297"	"574"	"84825"	"0"	"84825"	"0"
"243"	"169"	"127"	"91"	"15"	"27"	"31"	"0"	"1"	"47"	"3"	"1"	"3"	"0"	"3"	"7"	"4"	"16"	"6"	"5"	"2"	"4"	"1"	"5"	"399"	"0"	"399"	"0"
"244"	"170"	"80"	"147"	"18"	"18"	"85"	"1"	"0"	"35"	"4"	"2"	"10"	"8"	"5"	"9"	"5"	"13"	"1"	"3"	"1"	"1"	"1"	"2"	"449"	"0"	"449"	"0"
"245"	"171"	"204"	"135"	"85"	"12"	"41"	"1"	"0"	"53"	"4"	"2"	"1"	"1"	"4"	"6"	"4"	"8"	"14"	"14"	"4"	"5"	"2"	"4"	"604"	"0"	"604"	"0"
"246"	"172"	"68"	"115"	"29"	"20"	"28"	"1"	"2"	"43"	"3"	"0"	"1"	"2"	"8"	"2"	"4"	"5"	"10"	"7"	"5"	"2"	"2"	"3"	"360"	"0"	"360"	"0"
"247"	"173"	"167"	"263"	"54"	"20"	"21"	"1"	"0"	"18"	"3"	"1"	"1"	"0"	"0"	"1"	"5"	"3"	"7"	"4"	"1"	"0"	"1"	"0"	"571"	"0"	"571"	"0"
"248"	"174"	"134"	"229"	"29"	"7"	"65"	"3"	"0"	"33"	"2"	"5"	"4"	"1"	"2"	"2"	"3"	"3"	"9"	"5"	"2"	"7"	"2"	"7"	"554"	"0"	"554"	"0"
"249"	"175"	"77"	"137"	"49"	"9"	"48"	"2"	"0"	"18"	"0"	"2"	"2"	"1"	"5"	"3"	"1"	"13"	"3"	"2"	"2"	"0"	"0"	"1"	"375"	"0"	"375"	"0"
"250"	"176"	"97"	"287"	"58"	"2"	"97"	"4"	"1"	"26"	"4"	"5"	"7"	"1"	"3"	"15"	"8"	"6"	"6"	"6"	"4"	"3"	"1"	"4"	"645"	"0"	"645"	"0"
"251"	"177"	"210"	"103"	"10"	"9"	"56"	"0"	"1"	"48"	"5"	"3"	"1"	"1"	"0"	"5"	"0"	"0"	"7"	"10"	"2"	"7"	"6"	"6"	"490"	"0"	"490"	"0"
"252"	"178"	"75"	"219"	"66"	"28"	"56"	"4"	"2"	"23"	"1"	"1"	"5"	"0"	"2"	"2"	"6"	"9"	"13"	"8"	"5"	"6"	"7"	"9"	"547"	"0"	"547"	"0"
"253"	"179"	"85"	"218"	"36"	"3"	"45"	"1"	"2"	"11"	"1"	"3"	"1"	"2"	"1"	"8"	"2"	"16"	"7"	"4"	"0"	"1"	"1"	"3"	"451"	"0"	"451"	"0"
"254"	"180"	"66"	"90"	"129"	"10"	"88"	"3"	"2"	"10"	"1"	"0"	"1"	"2"	"2"	"9"	"2"	"6"	"1"	"1"	"2"	"2"	"0"	"3"	"430"	"0"	"430"	"0"
"255"	"181"	"99"	"52"	"53"	"11"	"71"	"3"	"3"	"55"	"5"	"6"	"2"	"2"	"11"	"1"	"4"	"3"	"10"	"2"	"6"	"2"	"1"	"2"	"404"	"0"	"404"	"0"
"256"	"182"	"33"	"147"	"113"	"14"	"22"	"1"	"0"	"8"	"2"	"0"	"3"	"1"	"5"	"5"	"1"	"2"	"6"	"6"	"16"	"16"	"5"	"8"	"414"	"0"	"414"	"0"
"257"	"l hV dk
; ksx"	"1522"	"2233"	"744"	"190"	"754"	"25"	"14"	"428"	"38"	"31"	"42"	"22"	"51"	"75"	"49"	"103"	"100"	"77"	"52"	"56"	"30"	"57"	"6693"	"0"	"6693"	"0"
"258"	"d qy  &"	"21530"	"19686"	"26000"	"1794"	"6130"	"332"	"307"	"5744"	"601"	"340"	"305"	"256"	"451"	"1471"	"664"	"1519"	"1162"	"782"	"811"	"675"	"327"	"631"	"91518"	"0"	"91518"	"0"
"259"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"260"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"261"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"262"	"i woZ  dk
; ksx&"	"21530"	"19686"	"26000"	"1794"	"6130"	"332"	"307"	"5744"	"601"	"340"	"305"	"256"	"451"	"1471"	"664"	"1519"	"1162"	"782"	"811"	"675"	"327"	"631"	"91518"	"0"	"91518"	"0"
"263"	"183"	"92"	"207"	"62"	"24"	"9"	"3"	"4"	"15"	"5"	"1"	"1"	"6"	"4"	"9"	"6"	"11"	"7"	"13"	"5"	"7"	"1"	"2"	"494"	"0"	"494"	"0"
"264"	"184"	"110"	"233"	"28"	"8"	"68"	"6"	"6"	"36"	"3"	"1"	"5"	"2"	"2"	"3"	"3"	"7"	"10"	"3"	"1"	"5"	"4"	"3"	"547"	"0"	"547"	"0"
"265"	"185"	"228"	"28"	"71"	"38"	"35"	"2"	"3"	"41"	"4"	"2"	"2"	"1"	"3"	"9"	"0"	"15"	"6"	"0"	"4"	"1"	"1"	"1"	"495"	"0"	"495"	"0"
"266"	"186"	"276"	"189"	"32"	"31"	"63"	"2"	"3"	"56"	"6"	"3"	"1"	"0"	"1"	"4"	"3"	"9"	"8"	"3"	"2"	"0"	"2"	"3"	"697"	"0"	"697"	"0"
"267"	"187"	"82"	"216"	"50"	"8"	"24"	"0"	"6"	"29"	"3"	"3"	"3"	"2"	"1"	"3"	"3"	"1"	"6"	"3"	"0"	"5"	"2"	"0"	"450"	"0"	"450"	"0"
"268"	"188"	"83"	"168"	"66"	"18"	"36"	"1"	"1"	"19"	"4"	"5"	"2"	"1"	"3"	"10"	"5"	"12"	"5"	"8"	"5"	"3"	"1"	"3"	"459"	"0"	"459"	"0"
"269"	"189"	"153"	"284"	"14"	"15"	"44"	"0"	"0"	"34"	"6"	"3"	"3"	"4"	"2"	"7"	"6"	"24"	"11"	"11"	"2"	"3"	"2"	"3"	"631"	"0"	"631"	"0"
"270"	"190"	"86"	"361"	"60"	"31"	"28"	"5"	"1"	"13"	"6"	"4"	"0"	"1"	"1"	"3"	"1"	"3"	"12"	"14"	"6"	"10"	"2"	"2"	"650"	"0"	"650"	"0"
"271"	"191"	"84"	"82"	"78"	"11"	"25"	"1"	"2"	"17"	"3"	"1"	"2"	"3"	"1"	"3"	"4"	"7"	"4"	"5"	"4"	"5"	"2"	"7"	"351"	"0"	"351"	"0"
"272"	"192"	"106"	"136"	"52"	"3"	"70"	"0"	"2"	"19"	"5"	"1"	"3"	"3"	"3"	"11"	"4"	"16"	"8"	"5"	"2"	"3"	"4"	"2"	"458"	"0"	"458"	"0"
"273"	"193"	"108"	"167"	"79"	"11"	"25"	"3"	"0"	"34"	"2"	"1"	"1"	"1"	"0"	"2"	"3"	"6"	"10"	"9"	"6"	"3"	"1"	"1"	"473"	"0"	"473"	"0"
"274"	"194"	"87"	"281"	"43"	"11"	"48"	"0"	"1"	"13"	"0"	"3"	"0"	"1"	"4"	"7"	"3"	"14"	"3"	"6"	"2"	"6"	"2"	"2"	"537"	"0"	"537"	"0"
"275"	"195"	"58"	"105"	"62"	"35"	"103"	"3"	"3"	"61"	"3"	"5"	"3"	"7"	"1"	"4"	"6"	"11"	"2"	"0"	"2"	"2"	"2"	"0"	"478"	"0"	"478"	"0"
"276"	"196"	"41"	"56"	"6"	"13"	"178"	"0"	"2"	"14"	"1"	"4"	"2"	"0"	"0"	"0"	"2"	"3"	"0"	"0"	"1"	"3"	"0"	"2"	"328"	"0"	"328"	"0"
"277"	"l hV dk
; ksx"	"1594"	"2513"	"703"	"257"	"756"	"26"	"34"	"401"	"51"	"37"	"28"	"32"	"26"	"75"	"49"	"139"	"92"	"80"	"42"	"56"	"26"	"31"	"7048"	"0"	"7048"	"0"
"278"	"d qy  &"	"23124"	"22199"	"26703"	"2051"	"6886"	"358"	"341"	"6145"	"652"	"377"	"333"	"288"	"477"	"1546"	"713"	"1658"	"1254"	"862"	"853"	"731"	"353"	"662"	"98566"	"0"	"98566"	"0"
