"er.nku.dsUnz.l.a....k"	"mEehnokj..ds.Ik.k.esa.Mkys.x..s.oS....er.ksa.dh.l.a....k"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"dqy..oS....er.i.."	"j.Ì..er.ksa.dh.l.a....k"	"X..ksx"	"fufonÙk.er.ksa.dh.l.a....k"
"213"	"151"	"124"	"258"	"9"	"1"	"26"	"1"	"1"	"15"	"0"	"1"	"1"	"1"	"0"	"3"	"1"	"1"	"4"	"8"	"1"	"0"	"1"	"3"	"460"	"0"	"460"	"0"
"214"	"152"	"389"	"122"	"14"	"0"	"18"	"1"	"1"	"61"	"10"	"1"	"2"	"0"	"2"	"2"	"3"	"13"	"8"	"2"	"0"	"0"	"0"	"6"	"655"	"0"	"655"	"0"
"215"	"153"	"432"	"66"	"14"	"7"	"24"	"2"	"4"	"63"	"6"	"0"	"0"	"0"	"7"	"1"	"3"	"4"	"8"	"0"	"0"	"2"	"3"	"6"	"652"	"0"	"652"	"0"
"216"	"154"	"83"	"172"	"6"	"5"	"17"	"1"	"0"	"56"	"8"	"2"	"1"	"3"	"2"	"8"	"10"	"21"	"3"	"3"	"0"	"1"	"0"	"3"	"405"	"0"	"405"	"0"
"217"	"l hV dk
; ksx"	"2001"	"1839"	"157"	"38"	"519"	"27"	"29"	"565"	"75"	"40"	"29"	"29"	"375"	"64"	"85"	"137"	"103"	"55"	"16"	"28"	"16"	"50"	"6277"	"0"	"6277"	"0"
"218"	"d qy  &"	"26646"	"18026"	"3938"	"1055"	"7037"	"290"	"255"	"5735"	"687"	"413"	"201"	"201"	"1448"	"692"	"456"	"1047"	"1219"	"546"	"292"	"486"	"301"	"575"	"71546"	"0"	"71546"	"0"
"219"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"220"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"221"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"222"	"i woZ  dk
; ksx&"	"26646"	"18026"	"3938"	"1055"	"7037"	"290"	"255"	"5735"	"687"	"413"	"201"	"201"	"1448"	"692"	"456"	"1047"	"1219"	"546"	"292"	"486"	"301"	"575"	"71546"	"0"	"71546"	"0"
"223"	"155"	"82"	"152"	"9"	"3"	"23"	"5"	"5"	"62"	"7"	"2"	"3"	"6"	"75"	"8"	"10"	"25"	"16"	"9"	"4"	"2"	"3"	"11"	"522"	"0"	"522"	"0"
"224"	"156"	"478"	"7"	"7"	"1"	"22"	"0"	"0"	"42"	"2"	"0"	"0"	"0"	"1"	"2"	"0"	"7"	"6"	"0"	"0"	"0"	"0"	"0"	"575"	"0"	"575"	"0"
"225"	"157"	"85"	"71"	"7"	"0"	"18"	"0"	"1"	"22"	"0"	"1"	"0"	"0"	"0"	"9"	"1"	"2"	"4"	"5"	"2"	"1"	"0"	"1"	"230"	"0"	"230"	"0"
"226"	"158"	"143"	"169"	"17"	"6"	"32"	"2"	"2"	"27"	"2"	"1"	"0"	"0"	"2"	"4"	"2"	"4"	"5"	"5"	"1"	"4"	"3"	"7"	"438"	"0"	"438"	"0"
"227"	"159"	"189"	"32"	"9"	"3"	"6"	"0"	"0"	"12"	"3"	"0"	"0"	"0"	"0"	"1"	"3"	"3"	"1"	"1"	"0"	"0"	"1"	"1"	"265"	"0"	"265"	"0"
"228"	"160"	"230"	"42"	"9"	"18"	"24"	"1"	"1"	"37"	"6"	"1"	"1"	"0"	"2"	"1"	"1"	"3"	"0"	"2"	"3"	"0"	"0"	"0"	"382"	"0"	"382"	"0"
"229"	"161"	"132"	"109"	"12"	"0"	"29"	"3"	"0"	"45"	"3"	"1"	"1"	"0"	"1"	"4"	"5"	"11"	"12"	"4"	"0"	"1"	"1"	"6"	"380"	"0"	"380"	"0"
"230"	"162"	"277"	"29"	"26"	"2"	"7"	"0"	"1"	"63"	"7"	"5"	"0"	"2"	"38"	"19"	"13"	"25"	"35"	"9"	"6"	"4"	"5"	"16"	"589"	"0"	"589"	"0"
"231"	"163"	"319"	"12"	"20"	"2"	"62"	"2"	"2"	"103"	"10"	"2"	"1"	"5"	"2"	"10"	"5"	"41"	"20"	"0"	"1"	"3"	"2"	"2"	"626"	"0"	"626"	"0"
"232"	"164"	"295"	"50"	"39"	"4"	"66"	"1"	"3"	"82"	"8"	"1"	"0"	"3"	"4"	"5"	"1"	"9"	"6"	"2"	"2"	"3"	"0"	"4"	"588"	"0"	"588"	"0"
"233"	"165"	"169"	"62"	"65"	"5"	"36"	"1"	"0"	"82"	"7"	"3"	"3"	"2"	"2"	"13"	"4"	"17"	"3"	"3"	"4"	"4"	"3"	"1"	"489"	"0"	"489"	"0"
"234"	"166"	"40"	"228"	"3"	"0"	"9"	"1"	"2"	"4"	"2"	"0"	"1"	"0"	"1"	"0"	"2"	"10"	"4"	"5"	"0"	"0"	"1"	"0"	"313"	"0"	"313"	"0"
"235"	"167"	"196"	"32"	"18"	"3"	"5"	"3"	"1"	"37"	"9"	"5"	"2"	"2"	"32"	"5"	"9"	"15"	"7"	"6"	"0"	"1"	"1"	"4"	"393"	"0"	"393"	"0"
"236"	"168"	"97"	"27"	"6"	"8"	"11"	"1"	"2"	"43"	"7"	"2"	"0"	"0"	"1"	"5"	"0"	"13"	"6"	"2"	"0"	"5"	"0"	"6"	"242"	"0"	"242"	"0"
"237"	"l hV dk
; ksx"	"2732"	"1022"	"247"	"55"	"350"	"20"	"20"	"661"	"73"	"24"	"12"	"20"	"161"	"86"	"56"	"185"	"125"	"53"	"23"	"28"	"20"	"59"	"6032"	"0"	"6032"	"0"
"238"	"d qy  &"	"29378"	"19048"	"4185"	"1110"	"7387"	"310"	"275"	"6396"	"760"	"437"	"213"	"221"	"1609"	"778"	"512"	"1232"	"1344"	"599"	"315"	"514"	"321"	"634"	"77578"	"0"	"77578"	"0"
"239"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"240"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"241"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"242"	"i woZ  dk
; ksx&"	"29378"	"19048"	"4185"	"1110"	"7387"	"310"	"275"	"6396"	"760"	"437"	"213"	"221"	"1609"	"778"	"512"	"1232"	"1344"	"599"	"315"	"514"	"321"	"634"	"77578"	"0"	"77578"	"0"
"243"	"169"	"21"	"118"	"31"	"2"	"106"	"0"	"1"	"10"	"1"	"1"	"1"	"0"	"4"	"0"	"2"	"2"	"1"	"1"	"3"	"2"	"1"	"1"	"309"	"0"	"309"	"0"
"244"	"170"	"20"	"162"	"4"	"4"	"95"	"0"	"2"	"8"	"0"	"2"	"0"	"2"	"126"	"4"	"16"	"7"	"4"	"12"	"0"	"2"	"4"	"5"	"479"	"0"	"479"	"0"
"245"	"171"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"0"
"246"	"172"	"158"	"4"	"7"	"2"	"4"	"1"	"0"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"0"	"193"	"0"
"247"	"173"	"234"	"232"	"10"	"12"	"19"	"4"	"2"	"18"	"4"	"3"	"0"	"0"	"2"	"1"	"2"	"7"	"10"	"1"	"0"	"1"	"1"	"3"	"566"	"0"	"566"	"0"
"248"	"174"	"289"	"164"	"14"	"2"	"10"	"0"	"1"	"61"	"8"	"2"	"4"	"1"	"2"	"2"	"4"	"6"	"16"	"4"	"2"	"3"	"2"	"4"	"601"	"0"	"601"	"0"
"249"	"175"	"255"	"47"	"18"	"29"	"12"	"1"	"1"	"91"	"4"	"2"	"1"	"0"	"4"	"10"	"1"	"3"	"5"	"6"	"1"	"3"	"2"	"4"	"500"	"0"	"500"	"0"
"250"	"176"	"187"	"156"	"37"	"5"	"34"	"2"	"2"	"42"	"0"	"1"	"0"	"1"	"0"	"3"	"2"	"1"	"4"	"5"	"1"	"3"	"2"	"3"	"491"	"0"	"491"	"0"
"251"	"177"	"27"	"236"	"8"	"1"	"39"	"1"	"0"	"2"	"0"	"1"	"0"	"2"	"1"	"0"	"1"	"6"	"3"	"4"	"0"	"1"	"0"	"3"	"336"	"0"	"336"	"0"
"252"	"178"	"45"	"207"	"42"	"5"	"42"	"0"	"1"	"22"	"3"	"3"	"2"	"2"	"1"	"4"	"0"	"3"	"5"	"5"	"3"	"11"	"2"	"7"	"415"	"0"	"415"	"0"
"253"	"179"	"230"	"115"	"89"	"10"	"10"	"2"	"1"	"51"	"9"	"2"	"0"	"0"	"0"	"6"	"3"	"17"	"7"	"2"	"4"	"1"	"0"	"2"	"561"	"0"	"561"	"0"
"254"	"180"	"173"	"288"	"27"	"7"	"50"	"5"	"2"	"64"	"3"	"7"	"1"	"1"	"0"	"6"	"7"	"6"	"9"	"4"	"3"	"7"	"1"	"3"	"674"	"0"	"674"	"0"
"255"	"181"	"224"	"46"	"22"	"2"	"8"	"0"	"1"	"46"	"2"	"2"	"1"	"0"	"0"	"2"	"2"	"1"	"4"	"3"	"0"	"2"	"0"	"2"	"370"	"0"	"370"	"0"
"256"	"182"	"152"	"35"	"9"	"2"	"17"	"2"	"0"	"59"	"5"	"1"	"0"	"0"	"2"	"5"	"1"	"7"	"2"	"3"	"2"	"6"	"3"	"5"	"318"	"0"	"318"	"0"
"257"	"l hV dk
; ksx"	"2015"	"1810"	"319"	"83"	"446"	"18"	"14"	"489"	"40"	"27"	"10"	"9"	"143"	"43"	"41"	"67"	"70"	"50"	"19"	"42"	"18"	"42"	"5815"	"0"	"5815"	"0"
"258"	"d qy  &"	"31393"	"20858"	"4504"	"1193"	"7833"	"328"	"289"	"6885"	"800"	"464"	"223"	"230"	"1752"	"821"	"553"	"1299"	"1414"	"649"	"334"	"556"	"339"	"676"	"83393"	"0"	"83393"	"0"
"259"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"260"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"261"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"262"	"i woZ  dk
; ksx&"	"31393"	"20858"	"4504"	"1193"	"7833"	"328"	"289"	"6885"	"800"	"464"	"223"	"230"	"1752"	"821"	"553"	"1299"	"1414"	"649"	"334"	"556"	"339"	"676"	"83393"	"0"	"83393"	"0"
"263"	"183"	"29"	"223"	"41"	"16"	"7"	"0"	"0"	"5"	"0"	"1"	"2"	"1"	"1"	"1"	"0"	"1"	"4"	"9"	"4"	"4"	"1"	"5"	"355"	"0"	"355"	"0"
"264"	"184"	"27"	"331"	"3"	"1"	"16"	"1"	"0"	"3"	"0"	"1"	"0"	"1"	"1"	"8"	"0"	"1"	"1"	"3"	"1"	"1"	"0"	"0"	"400"	"0"	"400"	"0"
"265"	"185"	"64"	"124"	"4"	"3"	"3"	"0"	"0"	"11"	"3"	"1"	"1"	"0"	"2"	"0"	"3"	"4"	"4"	"7"	"2"	"3"	"0"	"1"	"240"	"0"	"240"	"0"
"266"	"186"	"84"	"344"	"12"	"1"	"11"	"1"	"1"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"1"	"1"	"2"	"1"	"0"	"1"	"477"	"0"	"477"	"0"
"267"	"187"	"159"	"118"	"11"	"4"	"48"	"3"	"1"	"60"	"10"	"2"	"1"	"0"	"2"	"4"	"6"	"18"	"13"	"5"	"4"	"0"	"0"	"12"	"481"	"0"	"481"	"0"
"268"	"188"	"352"	"43"	"16"	"3"	"26"	"2"	"1"	"65"	"2"	"4"	"2"	"1"	"0"	"1"	"5"	"5"	"18"	"9"	"0"	"3"	"0"	"6"	"564"	"0"	"564"	"0"
"269"	"189"	"131"	"156"	"3"	"2"	"31"	"0"	"0"	"28"	"2"	"0"	"0"	"1"	"0"	"2"	"2"	"3"	"12"	"2"	"0"	"1"	"0"	"3"	"379"	"0"	"379"	"0"
"270"	"190"	"227"	"44"	"28"	"2"	"5"	"3"	"4"	"63"	"11"	"3"	"1"	"1"	"2"	"4"	"2"	"4"	"10"	"1"	"1"	"0"	"2"	"4"	"422"	"0"	"422"	"0"
"271"	"l hV dk
; ksx"	"1073"	"1383"	"118"	"32"	"147"	"10"	"7"	"246"	"30"	"12"	"7"	"5"	"8"	"20"	"19"	"39"	"63"	"37"	"14"	"13"	"3"	"32"	"3318"	"0"	"3318"	"0"
"272"	"d qy  &"	"32466"	"22241"	"4622"	"1225"	"7980"	"338"	"296"	"7131"	"830"	"476"	"230"	"235"	"1760"	"841"	"572"	"1338"	"1477"	"686"	"348"	"569"	"342"	"708"	"86711"	"0"	"86711"	"0"
