"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"1"	"(CHAPTER XIV, PARA 25.9) FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"FINAL RESULT SHEET [SEE RULE 56C (2)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 26-BHAGALPUR PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of Electors in Assembly Segment  :-    253901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Name of Assembly Segement :- 154-Pirpainti (SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"222"	"189"	"189"	"11"	"171"	"2"	"4"	"134"	"4"	"0"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"5"	"1"	"1"	"0"	"8"	"353"	"0"	"353"	"0"
"223"	"190"	"190"	"99"	"229"	"8"	"5"	"237"	"13"	"3"	"5"	"7"	"4"	"8"	"12"	"6"	"7"	"17"	"27"	"13"	"12"	"4"	"2"	"14"	"732"	"0"	"732"	"0"
"224"	"191"	"191"	"10"	"144"	"10"	"4"	"248"	"9"	"1"	"4"	"2"	"1"	"2"	"4"	"1"	"2"	"1"	"2"	"10"	"2"	"1"	"2"	"9"	"469"	"0"	"469"	"0"
"225"	"192"	"192"	"14"	"156"	"47"	"10"	"73"	"3"	"3"	"5"	"3"	"6"	"6"	"3"	"2"	"5"	"3"	"3"	"0"	"2"	"3"	"1"	"1"	"349"	"0"	"349"	"0"
"226"	"193"	"193"	"129"	"18"	"4"	"2"	"110"	"8"	"0"	"0"	"0"	"0"	"3"	"2"	"1"	"3"	"3"	"4"	"7"	"1"	"2"	"0"	"3"	"300"	"0"	"300"	"0"
"227"	"194"	"194"	"3"	"19"	"20"	"6"	"321"	"3"	"1"	"1"	"0"	"0"	"7"	"1"	"0"	"0"	"2"	"5"	"1"	"0"	"2"	"0"	"4"	"396"	"0"	"396"	"0"
"228"	"195"	"195"	"5"	"14"	"5"	"3"	"238"	"2"	"0"	"1"	"3"	"1"	"2"	"2"	"3"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"2"	"285"	"0"	"285"	"0"
"229"	"196"	"196"	"27"	"227"	"64"	"11"	"191"	"5"	"2"	"1"	"1"	"2"	"4"	"1"	"1"	"1"	"3"	"2"	"16"	"3"	"0"	"0"	"1"	"563"	"0"	"563"	"0"
"230"	"197"	"197"	"27"	"210"	"9"	"1"	"78"	"1"	"3"	"2"	"0"	"1"	"5"	"5"	"1"	"1"	"8"	"11"	"9"	"9"	"0"	"2"	"8"	"391"	"0"	"391"	"0"
"231"	"198"	"198"	"5"	"102"	"30"	"3"	"381"	"5"	"0"	"0"	"2"	"1"	"3"	"2"	"0"	"1"	"1"	"0"	"3"	"0"	"0"	"1"	"1"	"541"	"0"	"541"	"0"
"232"	"199"	"199"	"13"	"210"	"29"	"77"	"152"	"4"	"3"	"0"	"4"	"1"	"8"	"6"	"8"	"7"	"9"	"36"	"3"	"2"	"0"	"3"	"4"	"579"	"0"	"579"	"0"
"233"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"234"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"235"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"236"	"200"	"200"	"34"	"50"	"4"	"14"	"245"	"11"	"7"	"2"	"2"	"4"	"5"	"10"	"5"	"2"	"1"	"11"	"10"	"0"	"0"	"1"	"11"	"429"	"0"	"429"	"0"
"237"	"201"	"201"	"32"	"86"	"41"	"19"	"184"	"5"	"0"	"2"	"8"	"1"	"2"	"0"	"1"	"0"	"2"	"0"	"2"	"3"	"5"	"2"	"7"	"402"	"0"	"402"	"0"
"238"	"202"	"202"	"32"	"324"	"16"	"3"	"30"	"3"	"3"	"5"	"3"	"0"	"3"	"1"	"4"	"2"	"6"	"10"	"35"	"5"	"4"	"1"	"2"	"492"	"0"	"492"	"0"
"239"	"203"	"203"	"28"	"162"	"23"	"6"	"192"	"4"	"1"	"0"	"0"	"1"	"2"	"6"	"0"	"2"	"3"	"2"	"9"	"3"	"2"	"0"	"13"	"459"	"0"	"459"	"0"
"240"	"204"	"204"	"26"	"88"	"52"	"5"	"204"	"6"	"1"	"1"	"1"	"2"	"6"	"3"	"7"	"1"	"2"	"5"	"7"	"3"	"1"	"0"	"5"	"426"	"0"	"426"	"0"
"241"	"205"	"205"	"19"	"114"	"19"	"3"	"111"	"3"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"3"	"6"	"8"	"1"	"1"	"0"	"4"	"298"	"0"	"298"	"0"
"242"	"206"	"206"	"16"	"469"	"12"	"0"	"35"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"4"	"3"	"1"	"1"	"0"	"0"	"547"	"0"	"547"	"0"
"243"	"207"	"207"	"19"	"102"	"16"	"3"	"165"	"1"	"2"	"3"	"2"	"2"	"9"	"6"	"3"	"2"	"2"	"3"	"4"	"0"	"0"	"0"	"4"	"348"	"0"	"348"	"0"
"244"	"208"	"208"	"18"	"67"	"42"	"23"	"305"	"8"	"5"	"0"	"0"	"4"	"4"	"3"	"4"	"0"	"1"	"8"	"1"	"0"	"0"	"0"	"0"	"493"	"0"	"493"	"0"
"245"	"209"	"209"	"64"	"152"	"56"	"60"	"244"	"4"	"4"	"5"	"3"	"2"	"12"	"4"	"4"	"1"	"17"	"17"	"3"	"5"	"5"	"0"	"5"	"667"	"0"	"667"	"0"
"246"	"210"	"210"	"18"	"140"	"33"	"93"	"168"	"7"	"0"	"9"	"1"	"65"	"4"	"2"	"0"	"0"	"4"	"6"	"9"	"0"	"0"	"2"	"6"	"567"	"0"	"567"	"0"
"247"	"211"	"211"	"5"	"161"	"38"	"12"	"98"	"1"	"0"	"1"	"1"	"3"	"2"	"0"	"0"	"0"	"1"	"2"	"5"	"0"	"0"	"0"	"0"	"330"	"0"	"330"	"0"
"248"	"212"	"212"	"18"	"62"	"91"	"28"	"240"	"4"	"1"	"0"	"3"	"1"	"1"	"0"	"0"	"1"	"1"	"4"	"3"	"0"	"1"	"1"	"2"	"462"	"0"	"462"	"0"
"249"	"213"	"213"	"9"	"10"	"25"	"16"	"310"	"5"	"1"	"1"	"1"	"0"	"1"	"2"	"2"	"1"	"1"	"5"	"0"	"0"	"2"	"0"	"2"	"394"	"0"	"394"	"0"
"250"	"214"	"214"	"2"	"41"	"42"	"10"	"211"	"3"	"0"	"0"	"2"	"2"	"1"	"0"	"3"	"2"	"2"	"1"	"0"	"0"	"4"	"0"	"2"	"328"	"0"	"328"	"0"
"251"	"215"	"215"	"5"	"292"	"53"	"5"	"99"	"8"	"2"	"2"	"3"	"9"	"5"	"2"	"10"	"7"	"7"	"11"	"5"	"6"	"3"	"2"	"4"	"540"	"0"	"540"	"0"
"252"	"216"	"216"	"38"	"149"	"34"	"12"	"227"	"7"	"1"	"6"	"4"	"6"	"7"	"9"	"4"	"6"	"8"	"28"	"5"	"3"	"1"	"0"	"2"	"557"	"0"	"557"	"0"
"253"	"217"	"217"	"31"	"7"	"8"	"5"	"8"	"13"	"4"	"1"	"2"	"2"	"17"	"276"	"14"	"59"	"93"	"14"	"3"	"0"	"3"	"2"	"3"	"565"	"0"	"565"	"0"
"254"	"218"	"218"	"41"	"250"	"51"	"37"	"236"	"9"	"2"	"0"	"2"	"1"	"6"	"6"	"6"	"2"	"5"	"18"	"2"	"3"	"1"	"4"	"2"	"684"	"0"	"684"	"0"
"255"	"219"	"219"	"43"	"107"	"26"	"15"	"204"	"6"	"4"	"1"	"2"	"3"	"10"	"3"	"2"	"1"	"6"	"16"	"6"	"0"	"0"	"0"	"2"	"457"	"0"	"457"	"0"
"256"	"220"	"220"	"53"	"114"	"26"	"34"	"207"	"9"	"3"	"2"	"1"	"5"	"2"	"2"	"4"	"2"	"4"	"1"	"3"	"3"	"0"	"0"	"0"	"475"	"0"	"475"	"0"
"257"	"221"	"221"	"15"	"252"	"13"	"8"	"75"	"2"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"2"	"2"	"7"	"14"	"3"	"1"	"1"	"5"	"404"	"0"	"404"	"0"
"258"	"222"	"222"	"120"	"33"	"7"	"3"	"107"	"5"	"0"	"1"	"1"	"2"	"0"	"6"	"2"	"1"	"4"	"4"	"5"	"0"	"0"	"1"	"0"	"302"	"0"	"302"	"0"
"259"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"260"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"261"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"262"	"223"	"223"	"37"	"162"	"53"	"4"	"214"	"2"	"4"	"0"	"2"	"3"	"6"	"2"	"2"	"5"	"3"	"16"	"7"	"0"	"1"	"1"	"1"	"525"	"0"	"525"	"0"
"263"	"224"	"224"	"7"	"100"	"53"	"4"	"233"	"6"	"2"	"2"	"2"	"4"	"8"	"3"	"1"	"2"	"4"	"2"	"2"	"1"	"1"	"0"	"1"	"438"	"0"	"438"	"0"
"264"	"225"	"225"	"16"	"62"	"21"	"2"	"155"	"6"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"1"	"3"	"0"	"0"	"1"	"4"	"276"	"0"	"276"	"0"
"265"	"226"	"226"	"16"	"193"	"20"	"6"	"113"	"0"	"1"	"0"	"1"	"1"	"2"	"1"	"1"	"4"	"4"	"3"	"1"	"0"	"0"	"1"	"4"	"372"	"0"	"372"	"0"
"266"	"227"	"227"	"89"	"237"	"20"	"7"	"192"	"3"	"2"	"0"	"2"	"1"	"1"	"3"	"5"	"2"	"10"	"14"	"7"	"9"	"1"	"1"	"6"	"612"	"0"	"612"	"0"
"267"	"228"	"228"	"12"	"242"	"16"	"1"	"58"	"4"	"0"	"1"	"1"	"3"	"3"	"3"	"3"	"3"	"9"	"11"	"16"	"17"	"2"	"0"	"8"	"413"	"0"	"413"	"0"
"268"	"229"	"229"	"16"	"124"	"16"	"27"	"416"	"0"	"3"	"2"	"1"	"5"	"6"	"2"	"1"	"1"	"0"	"4"	"2"	"3"	"0"	"1"	"7"	"637"	"0"	"637"	"0"
"269"	"230"	"230"	"41"	"129"	"21"	"11"	"481"	"4"	"0"	"1"	"0"	"1"	"2"	"2"	"4"	"1"	"2"	"0"	"6"	"0"	"2"	"1"	"2"	"711"	"0"	"711"	"0"
"270"	"231"	"231"	"27"	"277"	"26"	"17"	"252"	"10"	"2"	"13"	"4"	"1"	"6"	"3"	"4"	"3"	"8"	"7"	"21"	"6"	"8"	"1"	"26"	"722"	"0"	"722"	"0"
"271"	"232"	"232"	"12"	"71"	"34"	"2"	"273"	"2"	"0"	"2"	"0"	"0"	"2"	"2"	"1"	"1"	"0"	"3"	"10"	"2"	"0"	"1"	"1"	"419"	"0"	"419"	"0"
"272"	"233"	"233"	"6"	"442"	"14"	"4"	"18"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"4"	"9"	"0"	"0"	"5"	"510"	"0"	"510"	"0"
"273"	"234"	"234"	"25"	"260"	"70"	"12"	"223"	"8"	"3"	"5"	"5"	"8"	"17"	"8"	"7"	"7"	"11"	"21"	"7"	"8"	"3"	"0"	"6"	"714"	"0"	"714"	"0"
"274"	"235"	"235"	"10"	"143"	"15"	"8"	"62"	"5"	"0"	"5"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"3"	"10"	"1"	"1"	"0"	"0"	"266"	"0"	"266"	"0"
"275"	"236"	"236"	"4"	"159"	"21"	"3"	"70"	"2"	"1"	"1"	"2"	"2"	"7"	"1"	"4"	"1"	"0"	"9"	"4"	"35"	"3"	"2"	"4"	"335"	"0"	"335"	"0"
"276"	"237"	"237"	"62"	"33"	"15"	"3"	"63"	"3"	"1"	"1"	"1"	"3"	"6"	"3"	"0"	"0"	"7"	"28"	"3"	"80"	"1"	"2"	"1"	"316"	"0"	"316"	"0"
"277"	"238"	"238"	"23"	"57"	"6"	"4"	"118"	"7"	"2"	"6"	"3"	"2"	"8"	"2"	"5"	"3"	"6"	"17"	"5"	"109"	"9"	"3"	"0"	"395"	"0"	"395"	"0"
"278"	"239"	"239"	"44"	"120"	"10"	"2"	"131"	"3"	"1"	"2"	"0"	"2"	"8"	"4"	"1"	"4"	"0"	"9"	"1"	"6"	"0"	"0"	"0"	"348"	"0"	"348"	"0"
"279"	"240"	"240"	"18"	"280"	"21"	"8"	"149"	"8"	"3"	"2"	"1"	"4"	"1"	"3"	"1"	"2"	"6"	"8"	"7"	"3"	"2"	"1"	"6"	"534"	"0"	"534"	"0"
"280"	"241"	"241"	"16"	"94"	"17"	"3"	"226"	"9"	"0"	"3"	"3"	"2"	"19"	"4"	"1"	"5"	"4"	"9"	"8"	"4"	"4"	"2"	"12"	"445"	"0"	"445"	"0"
"281"	"242"	"242"	"250"	"23"	"39"	"15"	"158"	"10"	"5"	"4"	"2"	"2"	"3"	"3"	"4"	"7"	"3"	"34"	"17"	"5"	"2"	"3"	"5"	"594"	"0"	"594"	"0"
"282"	"243"	"243"	"132"	"20"	"19"	"10"	"298"	"1"	"0"	"0"	"2"	"0"	"3"	"2"	"0"	"0"	"2"	"2"	"1"	"1"	"0"	"0"	"2"	"495"	"0"	"495"	"0"
"283"	"244"	"244"	"18"	"320"	"23"	"4"	"129"	"8"	"7"	"3"	"90"	"4"	"5"	"3"	"2"	"1"	"10"	"12"	"17"	"11"	"7"	"5"	"15"	"694"	"0"	"694"	"0"
"284"	"245"	"245"	"22"	"315"	"42"	"5"	"84"	"3"	"5"	"0"	"5"	"4"	"4"	"1"	"2"	"2"	"1"	"6"	"6"	"0"	"0"	"1"	"1"	"509"	"0"	"509"	"0"
"285"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"286"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"287"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"288"	"246"	"246"	"8"	"161"	"13"	"2"	"53"	"7"	"3"	"2"	"4"	"2"	"5"	"2"	"1"	"6"	"2"	"8"	"1"	"1"	"3"	"0"	"1"	"285"	"0"	"285"	"0"
"289"	"247"	"247"	"15"	"367"	"23"	"8"	"213"	"7"	"5"	"0"	"0"	"3"	"10"	"5"	"1"	"4"	"1"	"13"	"17"	"46"	"2"	"2"	"13"	"755"	"0"	"755"	"0"
"290"	"248"	"248"	"7"	"261"	"14"	"5"	"160"	"5"	"0"	"0"	"1"	"1"	"4"	"0"	"3"	"1"	"4"	"7"	"6"	"4"	"1"	"0"	"1"	"485"	"0"	"485"	"0"
"291"	"249"	"249"	"17"	"191"	"10"	"1"	"76"	"5"	"2"	"2"	"4"	"8"	"3"	"2"	"3"	"2"	"5"	"22"	"1"	"9"	"2"	"0"	"4"	"369"	"0"	"369"	"0"
"292"	"250"	"250"	"30"	"71"	"28"	"7"	"213"	"6"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"4"	"4"	"2"	"2"	"1"	"5"	"377"	"0"	"377"	"0"
"293"	"251"	"251"	"12"	"25"	"33"	"6"	"94"	"6"	"0"	"2"	"0"	"2"	"3"	"4"	"2"	"2"	"0"	"12"	"0"	"24"	"2"	"0"	"0"	"229"	"0"	"229"	"0"
"294"	"252"	"252"	"37"	"216"	"18"	"6"	"314"	"14"	"4"	"4"	"1"	"9"	"9"	"3"	"5"	"3"	"6"	"9"	"3"	"3"	"2"	"1"	"1"	"668"	"0"	"668"	"0"
"295"	"253"	"253"	"39"	"182"	"19"	"12"	"163"	"9"	"1"	"4"	"1"	"9"	"0"	"3"	"3"	"2"	"0"	"5"	"8"	"1"	"2"	"0"	"6"	"469"	"0"	"469"	"0"
"296"	"254"	"254"	"7"	"220"	"22"	"64"	"94"	"4"	"5"	"3"	"17"	"6"	"2"	"2"	"4"	"7"	"4"	"11"	"2"	"1"	"2"	"2"	"1"	"480"	"0"	"480"	"0"
"297"	"255"	"255"	"80"	"166"	"17"	"16"	"69"	"2"	"2"	"1"	"1"	"3"	"1"	"1"	"1"	"1"	"6"	"12"	"9"	"1"	"0"	"0"	"2"	"391"	"0"	"391"	"0"
"298"	"256"	"256"	"2"	"80"	"16"	"19"	"179"	"3"	"1"	"3"	"23"	"2"	"2"	"2"	"2"	"1"	"3"	"7"	"6"	"17"	"11"	"8"	"33"	"420"	"0"	"420"	"0"
"299"	"257"	"257"	"61"	"154"	"16"	"9"	"188"	"9"	"3"	"4"	"3"	"4"	"11"	"6"	"8"	"5"	"10"	"43"	"10"	"4"	"5"	"4"	"9"	"566"	"0"	"566"	"0"
"300"	"258"	"258"	"56"	"75"	"57"	"67"	"176"	"5"	"1"	"3"	"0"	"2"	"5"	"2"	"0"	"1"	"4"	"4"	"2"	"2"	"1"	"2"	"0"	"465"	"0"	"465"	"0"
"301"	"259"	"259"	"12"	"171"	"8"	"4"	"179"	"3"	"4"	"2"	"2"	"1"	"1"	"5"	"0"	"3"	"7"	"12"	"1"	"1"	"1"	"3"	"4"	"424"	"0"	"424"	"0"
"302"	"260"	"260"	"13"	"233"	"18"	"1"	"91"	"7"	"4"	"5"	"3"	"3"	"4"	"0"	"0"	"0"	"2"	"2"	"1"	"2"	"2"	"0"	"5"	"396"	"0"	"396"	"0"
"303"	"261"	"261"	"9"	"128"	"27"	"4"	"139"	"9"	"5"	"1"	"1"	"2"	"5"	"3"	"3"	"3"	"4"	"12"	"2"	"5"	"1"	"0"	"3"	"366"	"0"	"366"	"0"
"304"	"262"	"262"	"22"	"156"	"12"	"8"	"121"	"2"	"2"	"1"	"2"	"4"	"4"	"3"	"2"	"1"	"3"	"13"	"6"	"2"	"3"	"2"	"7"	"376"	"0"	"376"	"0"
"305"	"263"	"263"	"14"	"233"	"14"	"3"	"52"	"10"	"3"	"1"	"7"	"9"	"8"	"2"	"3"	"1"	"10"	"7"	"10"	"6"	"5"	"0"	"5"	"403"	"0"	"403"	"0"
"306"	"264"	"264"	"23"	"69"	"13"	"14"	"252"	"8"	"1"	"6"	"4"	"1"	"2"	"2"	"3"	"3"	"3"	"5"	"11"	"18"	"8"	"7"	"20"	"473"	"0"	"473"	"0"
"307"	"265"	"265"	"4"	"137"	"38"	"7"	"170"	"8"	"3"	"3"	"2"	"2"	"3"	"1"	"4"	"4"	"6"	"7"	"12"	"0"	"0"	"3"	"2"	"416"	"0"	"416"	"0"
"308"	"266"	"266"	"35"	"140"	"18"	"2"	"209"	"8"	"2"	"5"	"1"	"3"	"1"	"0"	"2"	"0"	"1"	"9"	"1"	"6"	"2"	"2"	"7"	"454"	"0"	"454"	"0"
"309"	"267"	"267"	"59"	"101"	"14"	"4"	"166"	"5"	"1"	"1"	"2"	"7"	"6"	"6"	"2"	"4"	"9"	"23"	"5"	"0"	"0"	"2"	"2"	"419"	"0"	"419"	"0"
"310"	"268"	"268"	"23"	"126"	"8"	"4"	"102"	"2"	"2"	"0"	"3"	"0"	"7"	"1"	"0"	"1"	"0"	"3"	"5"	"1"	"0"	"0"	"2"	"290"	"0"	"290"	"0"
"311"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"312"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"313"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"314"	"269"	"269"	"25"	"27"	"16"	"5"	"75"	"3"	"1"	"0"	"1"	"39"	"2"	"0"	"1"	"0"	"2"	"1"	"2"	"0"	"1"	"0"	"3"	"204"	"0"	"204"	"0"
"315"	"270"	"270"	"50"	"9"	"17"	"16"	"79"	"1"	"2"	"2"	"0"	"29"	"1"	"2"	"0"	"0"	"2"	"4"	"8"	"0"	"0"	"0"	"0"	"222"	"0"	"222"	"0"
"316"	"271"	"271"	"16"	"120"	"8"	"25"	"68"	"5"	"1"	"2"	"4"	"16"	"2"	"4"	"4"	"2"	"4"	"18"	"3"	"8"	"2"	"0"	"3"	"315"	"0"	"315"	"0"
"317"	"Total No. of votes recorded at polling stations"	""	"9206"	"35918"	"8226"	"3785"	"41918"	"1573"	"507"	"823"	"839"	"935"	"1626"	"1106"	"846"	"837"	"1270"	"3598"	"1888"	"3340"	"569"	"428"	"1388"	"120626"	"0"	"120626"	"0"
"318"	"Total votes polled"	""	"9206"	"35918"	"8226"	"3785"	"41918"	"1573"	"507"	"823"	"839"	"935"	"1626"	"1106"	"846"	"837"	"1270"	"3598"	"1888"	"3340"	"569"	"428"	"1388"	"120626"	"0"	"120626"	"0"
"319"	"Place :- Bhagalpur                                                                                                                                                                                                                                               Assitant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	"Date :- 16-05-2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
