"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"1"	"(CHAPTER XIV, PARA 25.9) FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"FINAL RESULT SHEET [SEE RULE 56C (2)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 26-BHAGALPUR PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of Electors in Assembly Segment  :-    241478"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Name of Assembly Segement :- 158-Nathnagar"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"222"	"189"	"189"	"12"	"44"	"13"	"3"	"28"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"106"	"0"	"106"	"0"
"223"	"190"	"190"	"3"	"181"	"2"	"2"	"41"	"3"	"1"	"1"	"0"	"3"	"2"	"1"	"2"	"0"	"3"	"10"	"10"	"6"	"2"	"1"	"14"	"288"	"0"	"288"	"0"
"224"	"191"	"191"	"21"	"198"	"5"	"2"	"65"	"2"	"0"	"2"	"3"	"3"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"307"	"0"	"307"	"0"
"225"	"192"	"192"	"8"	"337"	"12"	"4"	"98"	"2"	"0"	"2"	"5"	"0"	"2"	"1"	"1"	"1"	"7"	"13"	"3"	"6"	"2"	"1"	"4"	"509"	"0"	"509"	"0"
"226"	"193"	"193"	"103"	"249"	"40"	"3"	"136"	"6"	"3"	"1"	"2"	"0"	"3"	"0"	"1"	"3"	"5"	"10"	"2"	"3"	"2"	"1"	"5"	"578"	"0"	"578"	"0"
"227"	"194"	"194"	"18"	"333"	"39"	"7"	"184"	"5"	"3"	"2"	"1"	"0"	"9"	"10"	"2"	"4"	"1"	"18"	"1"	"3"	"0"	"1"	"2"	"643"	"0"	"643"	"0"
"228"	"195"	"195"	"7"	"450"	"15"	"1"	"273"	"6"	"1"	"1"	"1"	"1"	"7"	"4"	"0"	"6"	"6"	"12"	"4"	"4"	"0"	"1"	"13"	"813"	"0"	"813"	"0"
"229"	"196"	"196"	"13"	"316"	"16"	"2"	"164"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"1"	"3"	"0"	"0"	"1"	"2"	"522"	"0"	"522"	"0"
"230"	"197"	"197"	"8"	"133"	"37"	"6"	"178"	"5"	"0"	"19"	"6"	"5"	"4"	"5"	"0"	"0"	"2"	"19"	"6"	"66"	"5"	"1"	"3"	"508"	"0"	"508"	"0"
"231"	"198"	"198"	"17"	"184"	"34"	"6"	"258"	"7"	"9"	"7"	"4"	"3"	"5"	"4"	"1"	"2"	"4"	"13"	"21"	"37"	"5"	"6"	"16"	"643"	"0"	"643"	"0"
"232"	"199"	"199"	"8"	"109"	"8"	"4"	"107"	"5"	"1"	"3"	"2"	"2"	"7"	"3"	"2"	"4"	"8"	"47"	"11"	"248"	"2"	"6"	"11"	"598"	"0"	"598"	"0"
"233"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"234"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"235"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"236"	"200"	"200"	"12"	"57"	"9"	"4"	"213"	"4"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"307"	"0"	"307"	"0"
"237"	"201"	"201"	"12"	"119"	"27"	"6"	"194"	"6"	"0"	"6"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"9"	"3"	"0"	"0"	"0"	"0"	"387"	"0"	"387"	"0"
"238"	"202"	"202"	"3"	"17"	"11"	"13"	"287"	"2"	"0"	"14"	"2"	"1"	"2"	"0"	"0"	"0"	"1"	"7"	"3"	"0"	"0"	"0"	"5"	"368"	"0"	"368"	"0"
"239"	"203"	"203"	"29"	"69"	"29"	"2"	"219"	"1"	"3"	"37"	"0"	"3"	"3"	"1"	"1"	"1"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"410"	"0"	"410"	"0"
"240"	"204"	"204"	"98"	"356"	"24"	"2"	"45"	"2"	"1"	"2"	"1"	"3"	"3"	"2"	"1"	"4"	"7"	"14"	"9"	"10"	"2"	"1"	"3"	"590"	"0"	"590"	"0"
"241"	"205"	"205"	"11"	"287"	"20"	"11"	"261"	"4"	"0"	"2"	"1"	"0"	"5"	"1"	"1"	"0"	"5"	"9"	"1"	"5"	"1"	"0"	"5"	"630"	"0"	"630"	"0"
"242"	"206"	"206"	"6"	"172"	"1"	"1"	"93"	"1"	"0"	"0"	"0"	"2"	"1"	"2"	"0"	"0"	"1"	"0"	"3"	"2"	"1"	"0"	"4"	"290"	"0"	"290"	"0"
"243"	"207"	"207"	"15"	"180"	"10"	"4"	"94"	"1"	"1"	"0"	"1"	"0"	"0"	"2"	"1"	"1"	"2"	"0"	"2"	"2"	"0"	"0"	"3"	"319"	"0"	"319"	"0"
"244"	"208"	"208"	"6"	"288"	"11"	"3"	"49"	"5"	"1"	"2"	"2"	"1"	"3"	"2"	"0"	"1"	"4"	"7"	"4"	"1"	"0"	"1"	"3"	"394"	"0"	"394"	"0"
"245"	"209"	"209"	"20"	"362"	"33"	"4"	"138"	"4"	"3"	"0"	"2"	"2"	"2"	"5"	"1"	"4"	"2"	"5"	"1"	"5"	"0"	"0"	"0"	"593"	"0"	"593"	"0"
"246"	"210"	"210"	"6"	"279"	"21"	"1"	"63"	"0"	"2"	"2"	"0"	"1"	"1"	"0"	"0"	"2"	"2"	"5"	"0"	"4"	"0"	"2"	"2"	"393"	"0"	"393"	"0"
"247"	"211"	"211"	"5"	"19"	"13"	"6"	"57"	"5"	"4"	"0"	"4"	"9"	"11"	"19"	"5"	"0"	"6"	"34"	"12"	"285"	"8"	"1"	"6"	"509"	"0"	"509"	"0"
"248"	"212"	"212"	"89"	"202"	"12"	"7"	"33"	"3"	"2"	"4"	"6"	"2"	"19"	"5"	"3"	"5"	"4"	"15"	"10"	"184"	"5"	"0"	"3"	"613"	"0"	"613"	"0"
"249"	"213"	"213"	"84"	"62"	"20"	"18"	"24"	"3"	"7"	"8"	"4"	"7"	"13"	"6"	"4"	"6"	"7"	"68"	"34"	"87"	"3"	"4"	"2"	"471"	"0"	"471"	"0"
"250"	"214"	"214"	"5"	"32"	"13"	"4"	"70"	"4"	"6"	"6"	"0"	"16"	"19"	"5"	"3"	"3"	"2"	"20"	"10"	"219"	"4"	"2"	"6"	"449"	"0"	"449"	"0"
"251"	"215"	"215"	"39"	"238"	"55"	"6"	"225"	"4"	"2"	"0"	"1"	"2"	"2"	"2"	"4"	"0"	"2"	"2"	"4"	"3"	"0"	"1"	"0"	"592"	"0"	"592"	"0"
"252"	"216"	"216"	"27"	"66"	"38"	"0"	"372"	"4"	"2"	"0"	"0"	"13"	"0"	"1"	"1"	"1"	"2"	"1"	"1"	"0"	"1"	"0"	"4"	"534"	"0"	"534"	"0"
"253"	"217"	"217"	"30"	"93"	"25"	"6"	"213"	"1"	"2"	"2"	"2"	"1"	"2"	"4"	"1"	"1"	"3"	"0"	"3"	"0"	"1"	"1"	"0"	"391"	"0"	"391"	"0"
"254"	"218"	"218"	"26"	"91"	"10"	"2"	"180"	"7"	"2"	"3"	"1"	"0"	"1"	"1"	"2"	"1"	"1"	"4"	"2"	"3"	"1"	"0"	"2"	"340"	"0"	"340"	"0"
"255"	"219"	"219"	"150"	"80"	"8"	"0"	"58"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"3"	"7"	"15"	"5"	"1"	"0"	"8"	"340"	"0"	"340"	"0"
"256"	"220"	"220"	"5"	"208"	"8"	"7"	"302"	"2"	"0"	"0"	"0"	"2"	"2"	"1"	"0"	"0"	"3"	"2"	"0"	"1"	"0"	"0"	"1"	"544"	"0"	"544"	"0"
"257"	"221"	"221"	"169"	"148"	"10"	"2"	"110"	"6"	"1"	"2"	"3"	"1"	"0"	"1"	"2"	"2"	"1"	"5"	"2"	"0"	"1"	"0"	"6"	"472"	"0"	"472"	"0"
"258"	"222"	"222"	"102"	"117"	"25"	"1"	"69"	"2"	"2"	"1"	"1"	"1"	"8"	"1"	"1"	"4"	"5"	"7"	"1"	"1"	"0"	"0"	"1"	"350"	"0"	"350"	"0"
"259"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"260"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"261"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"262"	"223"	"223"	"28"	"25"	"44"	"3"	"289"	"5"	"2"	"2"	"0"	"2"	"4"	"1"	"3"	"0"	"4"	"6"	"3"	"2"	"3"	"6"	"4"	"436"	"0"	"436"	"0"
"263"	"224"	"224"	"5"	"14"	"36"	"2"	"180"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"4"	"0"	"1"	"0"	"4"	"253"	"0"	"253"	"0"
"264"	"225"	"225"	"9"	"252"	"48"	"3"	"271"	"9"	"0"	"1"	"1"	"2"	"5"	"6"	"7"	"10"	"24"	"15"	"8"	"1"	"0"	"0"	"2"	"674"	"0"	"674"	"0"
"265"	"226"	"226"	"77"	"214"	"11"	"2"	"100"	"3"	"0"	"4"	"0"	"1"	"1"	"4"	"2"	"0"	"5"	"11"	"7"	"2"	"0"	"0"	"0"	"444"	"0"	"444"	"0"
"266"	"227"	"227"	"30"	"233"	"7"	"2"	"69"	"5"	"0"	"1"	"0"	"2"	"4"	"3"	"0"	"1"	"3"	"5"	"4"	"2"	"0"	"0"	"4"	"375"	"0"	"375"	"0"
"267"	"228"	"228"	"37"	"95"	"52"	"3"	"88"	"12"	"0"	"2"	"0"	"0"	"2"	"2"	"1"	"1"	"1"	"5"	"4"	"2"	"0"	"0"	"0"	"307"	"0"	"307"	"0"
"268"	"229"	"229"	"18"	"240"	"24"	"4"	"206"	"7"	"1"	"0"	"3"	"1"	"4"	"3"	"2"	"1"	"6"	"5"	"2"	"4"	"2"	"1"	"3"	"537"	"0"	"537"	"0"
"269"	"230"	"230"	"5"	"186"	"9"	"3"	"44"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"3"	"1"	"1"	"0"	"0"	"1"	"258"	"0"	"258"	"0"
"270"	"231"	"231"	"99"	"320"	"15"	"3"	"76"	"8"	"3"	"1"	"1"	"3"	"3"	"2"	"3"	"3"	"8"	"9"	"11"	"4"	"2"	"4"	"9"	"587"	"0"	"587"	"0"
"271"	"232"	"232"	"27"	"270"	"9"	"2"	"63"	"13"	"3"	"1"	"2"	"3"	"3"	"12"	"4"	"8"	"11"	"19"	"0"	"11"	"0"	"0"	"19"	"480"	"0"	"480"	"0"
"272"	"233"	"233"	"59"	"60"	"8"	"3"	"180"	"5"	"4"	"2"	"3"	"15"	"9"	"3"	"4"	"2"	"6"	"57"	"21"	"222"	"8"	"1"	"11"	"683"	"0"	"683"	"0"
"273"	"234"	"234"	"8"	"343"	"17"	"3"	"9"	"2"	"0"	"1"	"1"	"5"	"2"	"1"	"0"	"4"	"6"	"9"	"2"	"6"	"1"	"0"	"3"	"423"	"0"	"423"	"0"
"274"	"235"	"235"	"9"	"353"	"31"	"2"	"24"	"2"	"0"	"1"	"2"	"3"	"1"	"0"	"1"	"5"	"4"	"3"	"5"	"6"	"0"	"1"	"3"	"456"	"0"	"456"	"0"
"275"	"236"	"236"	"4"	"194"	"60"	"3"	"65"	"5"	"0"	"2"	"0"	"1"	"1"	"0"	"3"	"5"	"4"	"7"	"11"	"4"	"1"	"0"	"3"	"373"	"0"	"373"	"0"
"276"	"237"	"237"	"46"	"52"	"82"	"6"	"163"	"3"	"2"	"2"	"4"	"3"	"9"	"4"	"4"	"6"	"1"	"4"	"2"	"27"	"1"	"1"	"2"	"424"	"0"	"424"	"0"
"277"	"238"	"238"	"1"	"37"	"66"	"3"	"112"	"5"	"5"	"0"	"0"	"0"	"8"	"1"	"9"	"4"	"4"	"22"	"7"	"25"	"1"	"2"	"2"	"314"	"0"	"314"	"0"
"278"	"239"	"239"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"279"	"240"	"240"	"2"	"78"	"8"	"1"	"28"	"4"	"1"	"1"	"1"	"0"	"2"	"2"	"2"	"0"	"3"	"9"	"0"	"3"	"1"	"1"	"1"	"148"	"0"	"148"	"0"
"280"	"241"	"241"	"34"	"20"	"11"	"9"	"206"	"10"	"1"	"1"	"1"	"0"	"5"	"3"	"4"	"4"	"2"	"5"	"3"	"5"	"0"	"0"	"5"	"329"	"0"	"329"	"0"
"281"	"242"	"242"	"16"	"127"	"33"	"8"	"246"	"10"	"3"	"2"	"3"	"1"	"14"	"3"	"5"	"8"	"6"	"24"	"1"	"5"	"0"	"1"	"4"	"520"	"0"	"520"	"0"
"282"	"243"	"243"	"8"	"156"	"40"	"7"	"113"	"7"	"2"	"3"	"3"	"4"	"2"	"1"	"3"	"9"	"5"	"16"	"0"	"12"	"1"	"0"	"5"	"397"	"0"	"397"	"0"
"283"	"244"	"244"	"20"	"158"	"75"	"45"	"264"	"9"	"3"	"9"	"2"	"8"	"5"	"3"	"3"	"6"	"8"	"19"	"26"	"25"	"2"	"6"	"8"	"704"	"0"	"704"	"0"
"284"	"245"	"245"	"62"	"78"	"24"	"14"	"336"	"13"	"2"	"21"	"6"	"3"	"16"	"7"	"3"	"5"	"7"	"29"	"4"	"15"	"0"	"2"	"9"	"656"	"0"	"656"	"0"
"285"	"Sl.
No."	"No. of Polling Station"	"No. of valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"286"	""	""	"Ajit Sharma"	"Shakuni Choudhary"	"Sadanand Singh"	"Subodh Roy"	"Syed Shahnawaz Hussain"	"Daya Ram Mandal"	"Deepak Ram"	"Naresh Mandal"	"Md. Izrail"	"Raman Sah"	"Ram Vilash Paswan"	"Srinarayan Gauswami"	"Amit Kumar Jha"	"Anand Kumar Jain"	"Indradeo Kumar Singh"	"Dinesh Yadav"	"Dr. N.K. Yadav"	"Ratan Kumar Mandal"	"Ravishankar Singh"	"Laddu"	"Sikandar Tanti"	""	""	""	""
"287"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"288"	"246"	"246"	"9"	"48"	"25"	"3"	"553"	"10"	"1"	"4"	"2"	"4"	"10"	"10"	"4"	"4"	"4"	"21"	"5"	"4"	"4"	"2"	"40"	"767"	"0"	"767"	"0"
"289"	"247"	"247"	"21"	"74"	"29"	"5"	"570"	"11"	"3"	"3"	"2"	"3"	"4"	"0"	"2"	"1"	"2"	"3"	"0"	"8"	"1"	"0"	"2"	"744"	"0"	"744"	"0"
"290"	"248"	"248"	"7"	"7"	"6"	"2"	"122"	"1"	"2"	"2"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"5"	"0"	"0"	"0"	"2"	"160"	"0"	"160"	"0"
"291"	"249"	"249"	"13"	"249"	"7"	"0"	"34"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"317"	"0"	"317"	"0"
"292"	"250"	"250"	"17"	"81"	"9"	"3"	"210"	"4"	"1"	"0"	"3"	"3"	"6"	"9"	"3"	"3"	"1"	"13"	"3"	"2"	"1"	"3"	"9"	"384"	"0"	"384"	"0"
"293"	"251"	"251"	"8"	"108"	"7"	"0"	"91"	"3"	"0"	"0"	"0"	"2"	"4"	"1"	"2"	"0"	"2"	"9"	"7"	"6"	"2"	"0"	"12"	"264"	"0"	"264"	"0"
"294"	"252"	"252"	"143"	"145"	"11"	"3"	"191"	"7"	"1"	"1"	"0"	"0"	"2"	"6"	"0"	"0"	"2"	"4"	"12"	"12"	"4"	"0"	"15"	"559"	"0"	"559"	"0"
"295"	"253"	"253"	"74"	"140"	"19"	"8"	"281"	"7"	"0"	"1"	"0"	"3"	"1"	"10"	"6"	"0"	"4"	"4"	"2"	"6"	"1"	"1"	"4"	"572"	"0"	"572"	"0"
"296"	"254"	"254"	"47"	"272"	"17"	"4"	"29"	"0"	"2"	"2"	"1"	"0"	"7"	"6"	"4"	"3"	"9"	"14"	"15"	"64"	"2"	"2"	"8"	"508"	"0"	"508"	"0"
"297"	"255"	"255"	"27"	"246"	"217"	"5"	"126"	"6"	"4"	"0"	"1"	"1"	"7"	"1"	"6"	"2"	"4"	"3"	"13"	"2"	"2"	"0"	"6"	"679"	"0"	"679"	"0"
"298"	"256"	"256"	"159"	"211"	"30"	"3"	"105"	"10"	"9"	"2"	"4"	"10"	"10"	"7"	"2"	"6"	"19"	"27"	"12"	"4"	"0"	"5"	"12"	"647"	"0"	"647"	"0"
"299"	"257"	"257"	"75"	"166"	"72"	"7"	"176"	"5"	"3"	"3"	"4"	"5"	"4"	"6"	"7"	"7"	"7"	"18"	"24"	"9"	"13"	"4"	"16"	"631"	"0"	"631"	"0"
"300"	"Total No. of votes recorded at polling stations"	""	"10480"	"43083"	"5558"	"1686"	"30417"	"920"	"385"	"2391"	"444"	"558"	"904"	"590"	"485"	"537"	"947"	"2335"	"1312"	"3988"	"338"	"236"	"958"	"108552"	"0"	"108552"	"0"
"301"	"Total votes polled"	""	"10480"	"43083"	"5558"	"1686"	"30417"	"920"	"385"	"2391"	"444"	"558"	"904"	"590"	"485"	"537"	"947"	"2335"	"1312"	"3988"	"338"	"236"	"958"	"108552"	"0"	"108552"	"0"
"302"	"Place :- Bhagalpur                                                                                                                                                                                                                                                      Assitant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"303"	"Date :- 16-05-2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
