"P.S..No."	"No..of.Votes.Cast.in.Favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"Total.Valid.Votes"
"235"	"224"	"23"	"0"	"8"	"161"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"204"
"236"	"225"	"51"	"1"	"0"	"46"	"2"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"8"	"3"	"3"	"10"	"6"	"1"	"1"	"4"	"3"	"3"	"0"	"2"	"10"	"159"
"237"	"226"	"79"	"17"	"1"	"103"	"9"	"10"	"1"	"2"	"0"	"0"	"0"	"3"	"5"	"3"	"4"	"12"	"10"	"3"	"6"	"4"	"2"	"3"	"1"	"3"	"18"	"299"
"238"	"227"	"47"	"4"	"1"	"63"	"1"	"4"	"0"	"0"	"0"	"0"	"2"	"4"	"2"	"0"	"18"	"8"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"158"
"239"	"228"	"455"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"462"
"240"	"229"	"373"	"2"	"3"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"390"
"241"	"230"	"132"	"1"	"2"	"78"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"2"	"5"	"0"	"1"	"8"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"2"	"240"
"242"	"231"	"117"	"11"	"3"	"39"	"3"	"2"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"4"	"6"	"1"	"0"	"1"	"1"	"3"	"0"	"0"	"1"	"197"
"243"	"232"	"80"	"0"	"1"	"83"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"166"
"244"	"233"	"98"	"2"	"1"	"22"	"1"	"0"	"1"	"5"	"2"	"2"	"0"	"1"	"1"	"1"	"1"	"2"	"4"	"1"	"0"	"2"	"0"	"1"	"2"	"0"	"7"	"157"
"245"	"234"	"31"	"0"	"9"	"27"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"2"	"0"	"2"	"3"	"3"	"0"	"2"	"1"	"1"	"85"
"246"	"235"	"153"	"5"	"3"	"26"	"22"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"9"	"2"	"4"	"3"	"3"	"1"	"1"	"2"	"14"	"255"
"247"	"236"	"51"	"1"	"7"	"45"	"33"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"4"	"10"	"1"	"3"	"1"	"1"	"1"	"0"	"1"	"7"	"170"
"248"	"237"	"29"	"6"	"7"	"64"	"1"	"3"	"2"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"3"	"1"	"2"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"133"
"249"	"238"	"76"	"2"	"4"	"25"	"5"	"2"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"7"	"17"	"0"	"0"	"4"	"0"	"2"	"1"	"2"	"12"	"163"
"250"	"239"	"101"	"25"	"5"	"12"	"4"	"3"	"3"	"1"	"2"	"2"	"3"	"4"	"3"	"4"	"1"	"3"	"17"	"3"	"2"	"1"	"0"	"1"	"0"	"0"	"4"	"204"
"251"	"240"	"220"	"3"	"1"	"95"	"17"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"4"	"4"	"7"	"6"	"1"	"2"	"5"	"3"	"1"	"1"	"2"	"5"	"383"
"252"	"241"	"147"	"1"	"12"	"6"	"7"	"4"	"0"	"1"	"3"	"0"	"0"	"0"	"1"	"10"	"2"	"7"	"11"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"216"
"253"	"242"	"67"	"3"	"4"	"63"	"14"	"0"	"3"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"164"
"254"	"243"	"206"	"2"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"1"	"1"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"8"	"237"
"255"	"244"	"195"	"2"	"6"	"54"	"4"	"2"	"0"	"2"	"1"	"1"	"0"	"1"	"2"	"12"	"4"	"7"	"13"	"3"	"2"	"6"	"2"	"1"	"4"	"3"	"12"	"339"
"256"	"245"	"246"	"7"	"7"	"113"	"13"	"2"	"0"	"0"	"3"	"2"	"0"	"4"	"0"	"1"	"1"	"15"	"7"	"0"	"1"	"5"	"1"	"1"	"1"	"0"	"8"	"438"
"257"	"246"	"234"	"10"	"8"	"67"	"8"	"3"	"4"	"1"	"1"	"0"	"3"	"6"	"12"	"23"	"2"	"20"	"15"	"0"	"2"	"2"	"1"	"1"	"1"	"2"	"8"	"434"
"258"	"P.S.
No."	"No. of Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"
"259"	""	"Kaushalendra Kumar"	"Dev Kishore Rai"	"Ramswaroop Prasad"	"Satish Kumar"	"Anil Singh"	"Amar Kant Sah"	"Ujjwal Kant Hunkar"	"Devendra Pratap"	"Priyaranjan Kumar"	"Ranjeet Kumar"	"Rekha Kumari"	"Vijay Kumar"	"Vinod Kumar Patel"	"Shashi Yadav"	"Saudagar Ram"	"Haricharan Prasad"	"Arun Kumar"	"Kapil Dev Singh"	"Kumar Rajesh"	"Kaushal Kumar Kaushalendra Sinha"	"Chandramani Kumar ''Mani''"	"Jitendra Kumar"	"Naresh Paswan"	"Santosh Kumar"	"Saryug Prasad Sahasth"	""
"260"	"247"	"159"	"1"	"3"	"48"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"3"	"4"	"9"	"1"	"0"	"0"	"4"	"3"	"3"	"1"	"2"	"1"	"248"
"261"	"248"	"217"	"0"	"5"	"24"	"3"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"3"	"2"	"3"	"8"	"2"	"1"	"7"	"0"	"1"	"0"	"1"	"11"	"302"
"262"	"249"	"244"	"13"	"6"	"22"	"2"	"0"	"1"	"4"	"1"	"2"	"1"	"1"	"2"	"33"	"4"	"16"	"15"	"0"	"1"	"4"	"0"	"0"	"1"	"1"	"3"	"377"
"263"	"250"	"164"	"3"	"2"	"112"	"4"	"4"	"1"	"2"	"2"	"0"	"2"	"2"	"1"	"6"	"0"	"6"	"4"	"0"	"2"	"2"	"1"	"0"	"0"	"0"	"2"	"322"
"264"	"251"	"52"	"1"	"2"	"31"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"92"
"265"	"252"	"218"	"5"	"14"	"10"	"2"	"1"	"1"	"1"	"2"	"0"	"0"	"3"	"7"	"9"	"2"	"12"	"8"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"3"	"303"
"266"	"253"	"44"	"2"	"26"	"33"	"3"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"7"	"24"	"1"	"7"	"10"	"3"	"7"	"3"	"0"	"4"	"3"	"1"	"6"	"187"
"267"	"254"	"155"	"5"	"21"	"11"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"3"	"2"	"0"	"1"	"3"	"0"	"0"	"0"	"1"	"1"	"214"
"268"	"255"	"142"	"3"	"5"	"49"	"7"	"1"	"2"	"0"	"0"	"0"	"2"	"1"	"3"	"3"	"2"	"7"	"16"	"2"	"3"	"5"	"0"	"0"	"1"	"1"	"9"	"264"
"269"	"256"	"210"	"5"	"2"	"77"	"4"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"2"	"13"	"7"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"332"
"270"	"257"	"167"	"1"	"2"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"10"	"7"	"1"	"2"	"0"	"1"	"0"	"1"	"6"	"208"
"271"	"258"	"78"	"4"	"3"	"57"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"5"	"4"	"0"	"1"	"1"	"3"	"0"	"0"	"2"	"1"	"161"
"272"	"259"	"327"	"5"	"30"	"52"	"3"	"5"	"0"	"1"	"1"	"1"	"3"	"3"	"8"	"6"	"3"	"16"	"14"	"3"	"2"	"5"	"0"	"3"	"3"	"1"	"9"	"504"
"273"	"260"	"300"	"7"	"2"	"17"	"2"	"4"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"42"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"388"
"274"	"261"	"181"	"7"	"2"	"9"	"7"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"5"	"2"	"8"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"
"275"	"262"	"131"	"1"	"30"	"65"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"235"
"276"	"263"	"467"	"3"	"2"	"35"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"4"	"516"
"277"	"264"	"230"	"7"	"128"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"5"	"0"	"3"	"11"	"0"	"0"	"10"	"3"	"2"	"4"	"3"	"5"	"424"
"278"	"265"	"136"	"3"	"9"	"57"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"2"	"0"	"5"	"7"	"2"	"0"	"2"	"0"	"1"	"1"	"0"	"11"	"244"
"279"	"266"	"272"	"2"	"3"	"12"	"5"	"1"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"3"	"11"	"13"	"0"	"0"	"2"	"0"	"0"	"0"	"2"	"3"	"335"
"280"	"267"	"227"	"2"	"47"	"9"	"57"	"3"	"0"	"1"	"1"	"0"	"1"	"2"	"3"	"19"	"0"	"1"	"17"	"0"	"5"	"3"	"7"	"1"	"1"	"1"	"6"	"414"
"281"	"268"	"153"	"1"	"7"	"27"	"7"	"1"	"0"	"1"	"0"	"1"	"1"	"2"	"0"	"10"	"2"	"6"	"7"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"3"	"233"
"282"	"269"	"149"	"17"	"2"	"43"	"5"	"0"	"2"	"1"	"4"	"2"	"2"	"4"	"3"	"6"	"6"	"20"	"8"	"2"	"1"	"4"	"1"	"2"	"3"	"3"	"16"	"306"
"283"	"270"	"112"	"4"	"10"	"53"	"1"	"4"	"0"	"0"	"2"	"1"	"1"	"0"	"2"	"15"	"2"	"3"	"9"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"5"	"231"
"284"	"Total:"	"36253"	"1441"	"1686"	"17405"	"1120"	"491"	"168"	"164"	"137"	"132"	"200"	"445"	"543"	"655"	"511"	"1378"	"1506"	"288"	"363"	"603"	"254"	"217"	"137"	"180"	"930"	"67207"
