"X."	"X..1"	"No..of.valid.votes.cast.in.favour.of"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"229"	"7"	"161"	"6"	"19"	"9"	"3"	"5"	"1"	"1"	"2"	"1"	"3"	"0"	"112"	"1"	"3"	"2"	"3"	"106"	"1"	"5"	"4"	"5"	"292"	"0"	"292"	"0"
"230"	"8"	"162"	"15"	"123"	"6"	"4"	"4"	"4"	"2"	"2"	"2"	"7"	"4"	"87"	"4"	"16"	"8"	"14"	"54"	"7"	"3"	"3"	"8"	"377"	"0"	"377"	"0"
"231"	"9"	"163"	"11"	"32"	"57"	"5"	"1"	"4"	"2"	"22"	"2"	"3"	"0"	"78"	"3"	"5"	"5"	"5"	"103"	"5"	"1"	"2"	"3"	"349"	"0"	"349"	"0"
"232"	"10"	"164"	"18"	"156"	"25"	"8"	"3"	"5"	"2"	"2"	"1"	"1"	"24"	"10"	"4"	"6"	"6"	"29"	"29"	"4"	"1"	"1"	"7"	"342"	"0"	"342"	"0"
"233"	"11"	"165"	"0"	"7"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"329"	"0"	"0"	"0"	"0"	"343"	"0"	"343"	"0"
"234"	"12"	"166"	"12"	"88"	"114"	"209"	"6"	"1"	"2"	"0"	"4"	"0"	"132"	"2"	"7"	"1"	"3"	"3"	"67"	"1"	"2"	"1"	"1"	"656"	"0"	"656"	"0"
"235"	"13"	"167"	"14"	"38"	"243"	"71"	"5"	"2"	"1"	"2"	"1"	"5"	"68"	"95"	"3"	"11"	"3"	"4"	"13"	"0"	"0"	"1"	"0"	"580"	"0"	"580"	"0"
"236"	"14"	"168"	"11"	"13"	"30"	"79"	"7"	"12"	"1"	"3"	"5"	"6"	"6"	"135"	"5"	"10"	"2"	"8"	"114"	"7"	"4"	"2"	"10"	"470"	"0"	"470"	"0"
"237"	""	"ROUND- 12"	"118"	"719"	"629"	"647"	"50"	"49"	"21"	"38"	"28"	"54"	"272"	"868"	"43"	"81"	"45"	"100"	"1228"	"54"	"33"	"27"	"65"	"5169"	"0"	"5169"	"0"
"238"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"239"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"240"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"241"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"242"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"243"	"1"	"169"	"4"	"1"	"0"	"2"	"0"	"3"	"0"	"0"	"0"	"2"	"0"	"84"	"0"	"1"	"0"	"0"	"92"	"0"	"0"	"1"	"1"	"191"	"0"	"191"	"0"
"244"	"2"	"170"	"4"	"17"	"3"	"2"	"5"	"2"	"0"	"1"	"0"	"1"	"5"	"81"	"0"	"2"	"1"	"0"	"231"	"3"	"1"	"3"	"4"	"366"	"0"	"366"	"0"
"245"	"3"	"171"	"9"	"15"	"0"	"0"	"16"	"8"	"0"	"1"	"2"	"0"	"1"	"78"	"0"	"3"	"2"	"3"	"323"	"7"	"2"	"1"	"2"	"473"	"0"	"473"	"0"
"246"	"4"	"172"	"1"	"43"	"2"	"133"	"7"	"2"	"0"	"11"	"2"	"2"	"1"	"7"	"1"	"4"	"0"	"0"	"18"	"2"	"1"	"0"	"3"	"240"	"0"	"240"	"0"
"247"	"5"	"173"	"3"	"3"	"0"	"1"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"117"	"3"	"8"	"4"	"4"	"92"	"2"	"0"	"1"	"2"	"247"	"0"	"247"	"0"
"248"	"6"	"174"	"2"	"57"	"2"	"412"	"6"	"0"	"1"	"0"	"0"	"28"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"512"	"0"	"512"	"0"
"249"	"7"	"175"	"11"	"65"	"50"	"12"	"5"	"6"	"4"	"0"	"13"	"2"	"4"	"22"	"2"	"0"	"1"	"4"	"81"	"5"	"2"	"2"	"4"	"295"	"0"	"295"	"0"
"250"	"8"	"176"	"54"	"87"	"113"	"36"	"3"	"8"	"3"	"13"	"4"	"2"	"57"	"11"	"3"	"3"	"5"	"5"	"37"	"3"	"1"	"2"	"1"	"451"	"0"	"451"	"0"
"251"	"9"	"177"	"4"	"130"	"18"	"126"	"4"	"8"	"4"	"4"	"6"	"3"	"7"	"23"	"1"	"6"	"1"	"4"	"48"	"4"	"0"	"1"	"1"	"403"	"0"	"403"	"0"
"252"	"10"	"178"	"9"	"32"	"35"	"8"	"1"	"5"	"0"	"5"	"1"	"2"	"5"	"72"	"5"	"13"	"5"	"12"	"110"	"9"	"2"	"2"	"13"	"346"	"0"	"346"	"0"
"253"	"11"	"179"	"4"	"37"	"2"	"131"	"3"	"3"	"1"	"0"	"1"	"1"	"9"	"21"	"0"	"0"	"1"	"3"	"106"	"4"	"0"	"3"	"0"	"330"	"0"	"330"	"0"
"254"	"12"	"180"	"5"	"55"	"41"	"81"	"27"	"3"	"4"	"4"	"2"	"9"	"7"	"16"	"3"	"2"	"4"	"5"	"17"	"3"	"2"	"2"	"1"	"293"	"0"	"293"	"0"
"255"	"13"	"181"	"8"	"128"	"14"	"8"	"6"	"7"	"46"	"5"	"10"	"3"	"57"	"23"	"3"	"4"	"7"	"11"	"55"	"5"	"7"	"5"	"13"	"425"	"0"	"425"	"0"
"256"	"14"	"182"	"3"	"34"	"7"	"112"	"4"	"0"	"2"	"1"	"1"	"7"	"0"	"2"	"7"	"2"	"3"	"4"	"3"	"0"	"2"	"3"	"0"	"197"	"0"	"197"	"0"
"257"	""	"ROUND- 13"	"121"	"704"	"287"	"1064"	"90"	"59"	"65"	"45"	"42"	"62"	"154"	"557"	"28"	"48"	"34"	"55"	"1216"	"47"	"20"	"26"	"45"	"4769"	"0"	"4769"	"0"
"258"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"259"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"262"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"263"	"1"	"183"	"20"	"50"	"47"	"96"	"31"	"19"	"10"	"5"	"3"	"10"	"169"	"31"	"12"	"1"	"5"	"11"	"80"	"6"	"2"	"2"	"4"	"614"	"0"	"614"	"0"
"264"	"2"	"184"	"6"	"7"	"2"	"0"	"10"	"3"	"2"	"3"	"3"	"14"	"170"	"67"	"2"	"8"	"1"	"8"	"8"	"2"	"2"	"0"	"1"	"319"	"0"	"319"	"0"
"265"	"3"	"185"	"8"	"29"	"20"	"71"	"11"	"3"	"0"	"2"	"0"	"5"	"4"	"35"	"1"	"5"	"2"	"2"	"71"	"4"	"2"	"4"	"9"	"288"	"0"	"288"	"0"
"266"	"4"	"186"	"9"	"257"	"25"	"324"	"9"	"7"	"2"	"1"	"2"	"17"	"14"	"18"	"7"	"3"	"3"	"6"	"47"	"8"	"4"	"6"	"6"	"775"	"0"	"775"	"0"
"267"	"5"	"187"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"147"	"1"	"0"	"0"	"0"	"173"	"0"	"0"	"1"	"1"	"328"	"0"	"328"	"0"
"268"	"6"	"188"	"13"	"15"	"92"	"167"	"3"	"5"	"1"	"3"	"1"	"2"	"5"	"15"	"9"	"1"	"1"	"16"	"144"	"5"	"3"	"5"	"9"	"515"	"0"	"515"	"0"
"269"	"7"	"189"	"5"	"16"	"6"	"45"	"1"	"8"	"0"	"1"	"5"	"3"	"49"	"152"	"1"	"8"	"4"	"3"	"165"	"9"	"3"	"2"	"3"	"489"	"0"	"489"	"0"
"270"	"8"	"190"	"12"	"6"	"3"	"39"	"4"	"8"	"0"	"1"	"1"	"4"	"6"	"76"	"11"	"8"	"8"	"12"	"125"	"6"	"4"	"9"	"12"	"355"	"0"	"355"	"0"
"271"	"9"	"191"	"5"	"7"	"19"	"3"	"2"	"2"	"0"	"0"	"0"	"3"	"185"	"2"	"1"	"2"	"5"	"3"	"95"	"4"	"1"	"0"	"1"	"340"	"0"	"340"	"0"
"272"	"10"	"192"	"6"	"37"	"25"	"158"	"4"	"2"	"1"	"1"	"0"	"6"	"19"	"90"	"4"	"6"	"2"	"0"	"91"	"1"	"0"	"2"	"0"	"455"	"0"	"455"	"0"
"273"	"11"	"193"	"9"	"29"	"13"	"3"	"3"	"8"	"10"	"1"	"5"	"1"	"3"	"143"	"2"	"5"	"5"	"8"	"234"	"8"	"4"	"3"	"6"	"503"	"0"	"503"	"0"
"274"	"12"	"194"	"9"	"52"	"58"	"9"	"4"	"9"	"9"	"3"	"4"	"3"	"14"	"107"	"5"	"11"	"3"	"29"	"167"	"7"	"2"	"7"	"12"	"524"	"0"	"524"	"0"
"275"	"13"	"195"	"12"	"29"	"9"	"10"	"4"	"7"	"0"	"1"	"3"	"0"	"17"	"38"	"3"	"3"	"4"	"4"	"39"	"4"	"0"	"1"	"3"	"191"	"0"	"191"	"0"
"276"	"14"	"196"	"7"	"14"	"42"	"25"	"5"	"8"	"0"	"2"	"4"	"2"	"141"	"66"	"3"	"5"	"3"	"5"	"97"	"2"	"3"	"2"	"2"	"438"	"0"	"438"	"0"
"277"	""	"ROUND- 14"	"121"	"548"	"364"	"951"	"91"	"89"	"35"	"25"	"31"	"70"	"796"	"987"	"62"	"66"	"46"	"107"	"1536"	"66"	"30"	"44"	"69"	"6134"	"0"	"6134"	"0"
"278"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"279"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"280"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"281"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"282"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"283"	"1"	"197"	"6"	"40"	"75"	"27"	"8"	"4"	"0"	"1"	"2"	"0"	"4"	"44"	"3"	"6"	"2"	"3"	"96"	"8"	"0"	"2"	"3"	"334"	"0"	"334"	"0"
"284"	"2"	"198"	"2"	"87"	"8"	"16"	"2"	"0"	"0"	"2"	"1"	"1"	"8"	"87"	"0"	"3"	"3"	"3"	"41"	"1"	"1"	"0"	"2"	"268"	"0"	"268"	"0"
"285"	"3"	"199"	"5"	"23"	"0"	"64"	"2"	"6"	"1"	"2"	"4"	"30"	"10"	"57"	"3"	"1"	"3"	"9"	"67"	"5"	"0"	"3"	"2"	"297"	"0"	"297"	"0"
"286"	"4"	"200"	"9"	"45"	"4"	"118"	"7"	"2"	"7"	"1"	"2"	"9"	"2"	"11"	"2"	"3"	"8"	"6"	"75"	"8"	"3"	"6"	"8"	"336"	"0"	"336"	"0"
"287"	"5"	"201"	"8"	"42"	"9"	"33"	"5"	"5"	"2"	"5"	"4"	"2"	"155"	"58"	"3"	"4"	"4"	"11"	"118"	"0"	"2"	"2"	"6"	"478"	"0"	"478"	"0"
"288"	"6"	"202"	"10"	"28"	"3"	"19"	"8"	"3"	"3"	"3"	"6"	"13"	"95"	"98"	"8"	"17"	"5"	"24"	"24"	"3"	"1"	"6"	"10"	"387"	"0"	"387"	"0"
"289"	"7"	"203"	"1"	"8"	"5"	"35"	"1"	"0"	"0"	"0"	"1"	"3"	"340"	"3"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"401"	"0"	"401"	"0"
"290"	"8"	"204"	"0"	"6"	"3"	"17"	"0"	"2"	"1"	"3"	"4"	"5"	"246"	"5"	"2"	"0"	"0"	"4"	"42"	"6"	"0"	"1"	"3"	"350"	"0"	"350"	"0"
"291"	"9"	"205"	"1"	"19"	"56"	"541"	"8"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"636"	"0"	"636"	"0"
"292"	"10"	"206"	"0"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"34"	"0"	"0"	"0"	"0"	"155"	"0"	"0"	"0"	"0"	"202"	"0"	"202"	"0"
"293"	"11"	"207"	"7"	"8"	"57"	"15"	"4"	"7"	"3"	"2"	"1"	"1"	"3"	"63"	"4"	"5"	"1"	"3"	"32"	"4"	"0"	"0"	"3"	"223"	"0"	"223"	"0"
"294"	"12"	"208"	"0"	"40"	"1"	"243"	"2"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"292"	"0"	"292"	"0"
"295"	"13"	"209"	"8"	"91"	"3"	"59"	"12"	"1"	"0"	"1"	"0"	"50"	"0"	"3"	"1"	"1"	"1"	"9"	"3"	"1"	"0"	"3"	"3"	"250"	"0"	"250"	"0"
"296"	"14"	"210"	"0"	"6"	"0"	"507"	"2"	"0"	"0"	"0"	"0"	"7"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"523"	"0"	"523"	"0"
"297"	""	"ROUND- 15"	"57"	"443"	"237"	"1694"	"61"	"32"	"17"	"21"	"25"	"124"	"865"	"463"	"27"	"41"	"27"	"72"	"665"	"36"	"7"	"23"	"40"	"4977"	"0"	"4977"	"0"
"298"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"299"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"300"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"301"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"302"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"303"	"1"	"211"	"8"	"15"	"63"	"12"	"3"	"6"	"0"	"1"	"1"	"2"	"5"	"95"	"7"	"6"	"2"	"10"	"80"	"3"	"4"	"3"	"3"	"329"	"0"	"329"	"0"
"304"	"2"	"212"	"8"	"122"	"5"	"41"	"5"	"2"	"9"	"2"	"1"	"27"	"1"	"14"	"5"	"3"	"3"	"3"	"0"	"3"	"1"	"2"	"2"	"259"	"0"	"259"	"0"
"305"	"3"	"213"	"5"	"40"	"8"	"231"	"6"	"2"	"3"	"3"	"0"	"4"	"0"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"0"	"5"	"318"	"0"	"318"	"0"
"306"	"4"	"214"	"3"	"44"	"11"	"124"	"11"	"0"	"0"	"35"	"0"	"5"	"14"	"1"	"0"	"2"	"1"	"0"	"6"	"2"	"2"	"1"	"2"	"264"	"0"	"264"	"0"
"307"	"5"	"215"	"7"	"88"	"68"	"15"	"1"	"2"	"1"	"1"	"1"	"10"	"9"	"18"	"0"	"2"	"2"	"3"	"41"	"0"	"0"	"3"	"1"	"273"	"0"	"273"	"0"
"308"	"6"	"216"	"2"	"21"	"0"	"430"	"29"	"1"	"0"	"0"	"0"	"7"	"0"	"0"	"0"	"1"	"0"	"0"	"17"	"2"	"1"	"0"	"1"	"512"	"0"	"512"	"0"
"309"	"7"	"217"	"4"	"34"	"0"	"54"	"8"	"6"	"2"	"4"	"4"	"105"	"4"	"5"	"5"	"5"	"10"	"11"	"49"	"5"	"0"	"3"	"7"	"325"	"0"	"325"	"0"
"310"	"8"	"218"	"1"	"4"	"0"	"22"	"4"	"2"	"1"	"1"	"0"	"3"	"8"	"88"	"10"	"7"	"1"	"7"	"90"	"4"	"3"	"3"	"9"	"268"	"0"	"268"	"0"
"311"	"9"	"219"	"11"	"23"	"1"	"53"	"0"	"2"	"1"	"0"	"2"	"8"	"5"	"11"	"1"	"3"	"4"	"2"	"168"	"9"	"3"	"1"	"6"	"314"	"0"	"314"	"0"
"312"	"10"	"220"	"11"	"29"	"7"	"53"	"9"	"7"	"0"	"2"	"2"	"1"	"2"	"20"	"4"	"2"	"2"	"3"	"96"	"3"	"4"	"4"	"4"	"265"	"0"	"265"	"0"
"313"	"11"	"221"	"9"	"72"	"17"	"59"	"9"	"6"	"7"	"14"	"0"	"3"	"5"	"91"	"13"	"6"	"2"	"11"	"188"	"6"	"4"	"2"	"7"	"531"	"0"	"531"	"0"
"314"	"12"	"222"	"0"	"4"	"1"	"168"	"0"	"0"	"0"	"0"	"1"	"77"	"0"	"36"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"289"	"0"	"289"	"0"
"315"	"13"	"223"	"12"	"73"	"3"	"11"	"4"	"4"	"3"	"4"	"1"	"1"	"2"	"152"	"3"	"4"	"2"	"4"	"209"	"18"	"6"	"7"	"9"	"532"	"0"	"532"	"0"
"316"	"14"	"224"	"14"	"3"	"48"	"3"	"3"	"9"	"3"	"1"	"3"	"6"	"6"	"70"	"3"	"4"	"6"	"13"	"132"	"12"	"7"	"6"	"6"	"358"	"0"	"358"	"0"
"317"	""	"ROUND- 16"	"95"	"572"	"232"	"1276"	"92"	"49"	"30"	"68"	"16"	"259"	"61"	"603"	"54"	"46"	"36"	"68"	"1079"	"68"	"36"	"35"	"62"	"4837"	"0"	"4837"	"0"
"318"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"322"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"323"	"1"	"225"	"0"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"50"	"0"	"4"	"1"	"2"	"584"	"0"	"0"	"0"	"0"	"651"	"0"	"651"	"0"
"324"	"2"	"226"	"0"	"0"	"37"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"550"	"1"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"601"	"0"	"601"	"0"
"325"	"3"	"227"	"0"	"1"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"666"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"690"	"0"	"690"	"0"
"326"	"4"	"228"	"15"	"17"	"79"	"12"	"5"	"9"	"1"	"3"	"0"	"4"	"3"	"45"	"10"	"9"	"7"	"17"	"172"	"10"	"5"	"6"	"4"	"433"	"0"	"433"	"0"
"327"	"5"	"229"	"15"	"23"	"17"	"0"	"1"	"2"	"0"	"1"	"0"	"5"	"4"	"131"	"4"	"8"	"4"	"3"	"285"	"6"	"3"	"2"	"3"	"517"	"0"	"517"	"0"
"328"	"6"	"230"	"9"	"88"	"27"	"28"	"2"	"8"	"0"	"5"	"2"	"6"	"52"	"16"	"7"	"4"	"14"	"29"	"50"	"5"	"3"	"6"	"8"	"369"	"0"	"369"	"0"
"329"	"7"	"231"	"10"	"75"	"46"	"6"	"1"	"12"	"2"	"5"	"3"	"3"	"28"	"58"	"3"	"12"	"5"	"6"	"72"	"5"	"3"	"2"	"6"	"363"	"0"	"363"	"0"
"330"	"8"	"232"	"2"	"192"	"2"	"134"	"8"	"2"	"1"	"5"	"1"	"55"	"1"	"1"	"3"	"3"	"5"	"4"	"55"	"1"	"0"	"0"	"1"	"476"	"0"	"476"	"0"
"331"	"9"	"233"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"5"	"1"	"0"	"1"	"0"	"420"	"1"	"0"	"0"	"0"	"438"	"0"	"438"	"0"
"332"	"10"	"234"	"2"	"47"	"2"	"26"	"0"	"0"	"0"	"1"	"0"	"7"	"2"	"5"	"0"	"5"	"3"	"2"	"31"	"7"	"0"	"1"	"4"	"145"	"0"	"145"	"0"
"333"	"11"	"235"	"2"	"59"	"99"	"1"	"5"	"1"	"0"	"1"	"1"	"3"	"12"	"50"	"2"	"0"	"3"	"3"	"13"	"0"	"1"	"0"	"0"	"256"	"0"	"256"	"0"
"334"	"12"	"236"	"14"	"82"	"4"	"9"	"4"	"5"	"1"	"2"	"0"	"7"	"89"	"12"	"5"	"3"	"11"	"10"	"98"	"16"	"3"	"5"	"3"	"383"	"0"	"383"	"0"
"335"	"13"	"237"	"4"	"21"	"21"	"8"	"0"	"6"	"0"	"0"	"0"	"6"	"192"	"20"	"3"	"1"	"2"	"4"	"66"	"8"	"2"	"3"	"3"	"370"	"0"	"370"	"0"
"336"	"14"	"238"	"10"	"48"	"3"	"3"	"3"	"7"	"1"	"2"	"3"	"8"	"324"	"13"	"3"	"3"	"5"	"6"	"71"	"2"	"1"	"1"	"3"	"520"	"0"	"520"	"0"
"337"	""	"ROUND- 17"	"83"	"659"	"356"	"233"	"34"	"52"	"6"	"25"	"12"	"105"	"717"	"1622"	"43"	"53"	"61"	"86"	"1922"	"61"	"21"	"26"	"35"	"6212"	"0"	"6212"	"0"
"338"	"Place - Nawada
Date -             25/05/2011"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"339"	" Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"340"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"Table No."	"No. & Name of Polling Station"	"GANESH SHANKAR VIDYARTHI"	"BHOLA SINGH"	"MASIH UDDIN"	"VEENA DEVI"	"SUNILA DEVI"	"UMAKANT RAHI"	"KAILASH PAL"	"VIDHYAPATI SINGH"	"SURENDRA KUMAR CHAUDHARY"	"AKHILESH SINGH"	"ANIL MEHTA"	"KAUSHAL YADAV"	"CHANCHALA DEVI"	"DURGA PRASAD DHAR"	"NAVIN KUMAR VERMA"	"RAJ KISHOR RAJ"	"RAJ BALLABH PRASAD"	"RAJENDRA VISHAL"	"RAJENDRA SINGH"	"SHAMBHU PRASAD"	"SUNIL KUMAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"342"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"343"	"1"	"239"	"3"	"66"	"5"	"166"	"4"	"4"	"3"	"16"	"1"	"3"	"20"	"6"	"16"	"3"	"4"	"8"	"4"	"0"	"1"	"3"	"5"	"341"	"0"	"341"	"0"
