state	region	District	VSno	Date	VSname	q1a	q1b	q1c	q1d	q1e	q1f	q1g	q1h	q1i	q1j	q1k	q2	q3	q4	q5a1	q5b1	q5c1	q5d1	q5e1	q5a2	q5b2	q5c2	q5d2	q5e2	c1	c2	c3	c4	c5	c6	c6b	c7	c8	c9	c10	c11a	c11b	c11c	c11d	c11e	c11f	c11g	c11h	c11i	c11j	c12	c13	c14	c15	c16	c17	c18
Bihar	#N/A	SAMASTIPUR		#N/A	<--Select-->	--	--	--	--	--	--	--	--	--	--	--	--		--	--	--	--	--	--	--	--	--	--	--	1	36	6	3	2	3	koiri	2	2	2	6	--	--	--	--	--	--	--	--	--	--	1	1	2	0	3	1	3
Bihar	MITHLANCHAL	SAMASTIPUR	132	10.4.2010  11:26:55 AM	Warisnagar 	1	1	1	1	1	1	1	1	1	1	1	4	11	5	9	8	8	9	5	2	8	8	7	4	1	36	6	3	2	3	koiri	2	2	2	6	7	8		9	7	9	9	2	8	4	1	1	2	0	3	1	3
Bihar	PATNA	PATNA	185	10.5.2010  10:50:39 AM	Fatuha 	1	1	1	1	1	1	1	1	1	1	1	5	11	5	10	10	10	9	8	2	5	9	9	9	1	24	5	6	5	4	RAJPOOT	2		2		8	8	7	9	10	10	9	2	6	4	1	0	2	1	14	3	2
Bihar	MITHLANCHAL	VAISHALI 	123	10.4.2010  2:28:12 PM	Hajipur 	2	1	1	1	1	1	1	1	1	1	1	1	11	0											1	35	3	8	2	3	Yadav	2	2	2	2											1	1	2	0	8	7	3
Bihar	MITHLANCHAL	KATIHAR 	63	10.4.2010  2:26:48 PM	Katihar 	1	2	2	1	1	1	1	2	2	1	1	0	11	0	7	7	5	7	7	3	3	3	3	3	1	42	4	8	0	5	Muslim	2	6	6	6	6	8	3	5	3	7	8	3	3	3	1	0	1	0	1	3	2
Bihar	MITHLANCHAL	VAISHALI 	123	10.4.2010  2:28:12 PM	Hajipur 	2	1	1	1	1	1	1	1	1	1	1	1	11	0											1	35	3	8	2	3	Yadav	2	2	2	2											1	1	2	0	8	7	3
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	1	1	3	1	1	1	1	1	1	1	1	0	11	0	8					4					1	27	5	0	2	1	paswan	2														1	0	2	0	9	7	3
Bihar	MITHLANCHAL	SUPAUL	45	10.5.2010  4:43:31 PM	Chhatapur 	1	2	2	2	1	1	1	2	2	3	2	1	15	3	0	7	4	3	7	5	9	3	4	5	1	23	4	1	3	1	paswan	5	5	6	6	8	9	5	6	8	5	5	6	7	5	2	1	2	5	9	5	3
Bihar	MITHLANCHAL	PURNIA	56	10.5.2010  6:28:42 PM	Amour 	1	2	1	1	1	1	3	2	2	3	1	4	11	5	8	6	5	7	8	1	8	7	4	4	1	30	4	8	5	5	Muslim	6	2	2	2	6	9	2	10	3	8	9	5	2	1	1	0	2	6	99	3	3
Bihar	PATNA	PATNA	186	10.4.2010  12:02:53 PM	Danapur 	1	3	3	1	1	1	1	1	1	1	1	1	12	5	9	8	8	8	8	8	9	9	9	8	1	22	5	7	2	3	viskarma	2		2		9	10	9	10	9	9	9	8	8	8	1	1	2	5	3	6	1
Bihar	MITHLANCHAL	KATIHAR 	67	10.5.2010  10:36:18 AM	Manihari (ST) 	1	1	1	1	1	1	1	1	1	1	1	4	11	0	10	9	9	10		0	0	0	0	0	1	45	1	3	1	3	GING 	2	2	2					0							2	1	2	0		0	2
Bihar	MITHLANCHAL	SUPAUL	41	10.4.2010  3:20:16 PM	Nirmali 	1	1	2	1	1	1	1	2	1	1	1	1	11	0	--	--	--	--	--	--	--	--	--	--	1	50	1	8	0	1	MANDAL	2		2	2	--	--	--	--	--	--	--	--	--	--	1	0	2	0		--	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	95	10.4.2010  3:39:19 PM	Kanti 	1	3	1	3	1	3	1	2	1	3	3	0	11	4	5	10	0	0	10	3	8	2	10	7	1	32	4	5	5	3	Malah	7	4	4	2	0	0	2	0	0	7	10	0	0	0	3	1	4	1	9	7	1
Bihar	MITHLANCHAL	KATIHAR 	63	10.4.2010  2:26:48 PM	Katihar 	1	3	3	1	1	1	1	1	1	3	1	1	12	5	8	4	5	6	8	4	10	3	4	4	1	38	5	3	2	5	Muslim	2	4	2	4	5	6	4	8	9	8	10	4	1	4	2	1	2	5	3	6	1
Bihar	PATNA	PATNA	188	10.4.2010  1:12:38 PM	Phulwari (SC) 	1	2	3	3	2	1	2	2	2	2	2	--	0	1	3	4		5	2	5	8		7	7	1	29	5	6	4	5	Muslim	4		6	6	9	8	0	10	0	5	5	5	8	7	2	0	3	5	3	1	1
Bihar	MITHLANCHAL	PURNIA	61	10.5.2010  10:09:39 AM	Dhamdaha 	1	3	1	3	1	1	1	1	1	1	1	1	11	0	10	10	10	10		10	10	5	2		1	26	2	8	2	3	HALVAI		2		2	10	10			10	10	10	5	8	5		0	2	0	99	0	1
Bihar	MITHLANCHAL	SAMASTIPUR	134	10.6.2010  5:05:08 PM	Ujiarpur 	1	2	2	3	1	2	3	2	3	3	2	6	12	3	0	4	4	2	2	8	10	8	8	5	1	42	5	8	2	3	KUSWAHA	4	4	4		7	8		7	2	3	4	8	5	2	2	1	1	5	9	0	3
Bihar	MAGADH	AURANGABAD	223	10.4.2010  10:33:43 AM	Aurangabad 	1	1	1	1	1	1	1		1	1	1	4	11	5	9	8	6	5	5	2	10	6	4	5	1	32	2	6	4	3	HALVAI	2	2	6	6	8	8	7	7	6	10	9	2	8	10	1	1	2	1		3	1
Bihar	BHOJPUR	PASCHIM CHAMPARAN 	2	10.4.2010  3:47:29 PM	Ramnagar (SC) 	1	1	2	1	1	1	1	1	1	2	1	6	11	4	10	8	8	8	8	0	10	9	10	8	1	40	6	8	4	1	st	1	1	1	1	8	8	8	7	8	10	10	5	8	10	1	1	2	9	9	3	3
Bihar	BHOJPUR	PASCHIM CHAMPARAN 	4	10.4.2010  1:12:28 PM	Bagaha 	1	1	2	1	1	1	1	1	1	1	1	2	11	4	9	5	6	8	8	4	5	5	4	4	1	52	3	3	3	4	Brahmin	2	2	2		6	6	4	6	6	8	9	4	4	1	1	1	2	3	1	3	2
Bihar	MAGADH	NAWADA 	235	10.5.2010  4:01:54 PM	Rajauli (SC) 	3	2	1	1	1	3	1	2	2	2	2	2	11	4	6	10	0	0	5	4	4	10	10	5	1	33	3	8	3	3	teli	1	1	1		8	8		10	6	6	9	0	10	0	2	0	2	0	9	3	3
Bihar	MITHLANCHAL	VAISHALI 	123	10.4.2010  2:28:12 PM	Hajipur 	1	1	3	1	1	3	3	1	1	2	1	4	15	4	10	6	7	8	5	7	5	6	5	2	1	20	5	7	2	1	paswan	5	5	5	5	6	8		7	0	9	10	7	5	8	1	1	2	0		0	3
Bihar	MITHLANCHAL	SUPAUL	41	10.4.2010  3:20:16 PM	Nirmali 	1	3	3	3	1	1	1	1	1	2	1	0	11	1	1	2	0	1	1	10	7	8	7	10	1	38	5	7	2	5	Muslim	2		2		3	3	3	1	3	5	9	4	4	0	1	1	2	6	9	3	1
Bihar	MAGADH	KHAGARIA	150	10.4.2010  2:47:49 PM	Beldaur 	1	1	1	1	1	1	1	3	3	1	1	1	11	2	10	10	10	10		0	9	0	0	0	1	30	2	8	2	3	Kalwar	2	2	2	2	4	10		0		10	10	0	0	9	1	1	2	0	4	3	3
Bihar	BHOJPUR	PASCHIM CHAMPARAN 	2	10.4.2010  3:47:29 PM	Ramnagar (SC) 	1	2	3	3	1	1	1	1	1	1	1	1	11	6	7	8	8	7	7	4	6	5	5	5	1	41	5	6	4	1	st	1	6			9	9	6	8	8	8	8	3	5	6	1	1	2	1	9	6	3
Bihar	MITHLANCHAL	SAMASTIPUR	138	10.5.2010  9:41:23 AM	Bibhutipur 	1	1	1	1	1	1	1	1	1	1	1	4	11	5	8	8	8	7	8	2	8	5	6	6	1	28	2	8	1	3	kaanu	2	2	1	6	9	9	8	9	8	6	8	5	8	8	1	0	2	0	9	3	3
Bihar	MAGADH	BHAGALPUR 	153	10.4.2010  2:56:40 PM	Gopalpur 	1	2	1	2	1	2		2	1	1	2	0	11	4	10		10		0	0	10	2		0	1	67	3	1	0	4	Bhumihar	2			1	10	10	10	10	0	10	10	0	10	0	2	2	1	0	9	0	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	98	10.6.2010  11:13:44 AM	Sahebganj 	1	3	3	3	1	3	3	2	1	3	1	1	12	2	0	0	4	2	1	10	10	6	8	6	2	40	6	4	3	3	SHONAR	2	4	4	4	0	10	10	5	0	2	5	2	10	0	2	1	1	6		6	3
Bihar	#N/A	MADHEPURA 		#N/A	<--Select-->	1	1	1	1	1	1	1	1	1	1	1	0	11	4	10	10	10	10		0	6	4	7		1	18	3	1	5	3	teli		2		2	9	7	6	4	8	8	10	2	9	7	1	1	2	1		0	1
Bihar	MITHLANCHAL	Sitamarhi	29	10.6.2010  10:16:53 AM	Runnisaidpur 	2	3	2	2	1	1	1	1	2	2	1	0	11	5	5	5	5	5	6	6	10	6	6	8	1	20	7	1	2	5	Muslim		6		6		7		10	0	0	5			0	2	1	2	6	9	7	3
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	8	5	8	6	4	0	0	0	0	2	1	35	4	8	3	3	KUSWAHA	1	1	1	1	3	3	8	4	8	8	10	0	10		1	1	2	0	1	2	3
Bihar	PATNA	NALANDA 	172	10.4.2010  4:16:12 PM	Biharsharif 	1	2	3	3	1	1	3	3	3	3	2	1	12	1	3	2	2	2	3	8	9	9	5	6	1	30	5	7	4	3	Yadav	2				5	7	5	0	5	3	3	6	0	0	1	1	3	6	4	0	2
Bihar	MITHLANCHAL	MADHEPURA 	70	10.5.2010  1:56:52 PM	Alamnagar 	1	1	3	3	1	1	1	1	1	1	1	2	11	5	8	2	5	10	10	0	10	0	0	0	1	40	3	3	3	3	KUSWAHA	2	2	6	6	7	7	4	8	0	10	10	0	6	0	1	1	2	1		0	3
Bihar	MITHLANCHAL	VAISHALI 	123	10.4.2010  2:28:12 PM	Hajipur 	1	3	3	1	1	1	1	1	3	1	1	0	12	3	8	7	6	10	6	9	8	5	9	5	1	18	5	1	3	3	Yadav	4	4			5	8	7	9	5	10	9	8	7	6	1	1	2	8	14	1	3
Bihar	MAGADH	KHAGARIA	150	10.4.2010  2:47:49 PM	Beldaur 	1	1	3	3	1	1	3	1	1	1	1	1	12	1	7	10	7	7	6	8	8	10	10	8	1	28	6	7	2	3	Kurmi 	2	4	2	4	10	6	4	10	5	8	7	10	5	7	1	1	2	6	14	1	3
Bihar	MITHLANCHAL	SAMASTIPUR	134	10.6.2010  5:05:08 PM	Ujiarpur 	1	3	1	2	1	2	2	1	1	2	1	5	11	1	7	3	7	5	5	5	7	5	7	5	1	22	4	1	1	3	koiri	4		4		7	8	5	8	8	5	7	5	7	7	1	1	2	0	14	4	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	98	10.6.2010  11:13:44 AM	Sahebganj 	3	1	2	1	1	1	1	1	1	1	1	4	11	4	10	6	8	9	3	4	8	5	4	7	1	30	5	1	2	3	talyar	2	2	2	2	7	7	8	6	8	6	8	6	7	8	2	0	1	0	9	6	3
Bihar	MITHLANCHAL	ARARIA	49	10.4.2010  2:08:43 AM	Araria 	1	1	1	3	1	1	3	1	3	2	1	2	12	0	5	2	8	0	1	0	7	10	1	10	1	32	5	1	1	5	Muslim	2	6	2	6	3	10		10	0	3	5	0	0	0	1	0	1	4	99	1	1
Bihar	#N/A	BHAGALPUR 		#N/A	<--Select-->	1	1	1	1	1	1	3	1	1		1	1	12	0	1	10	1	0	3	10	10	10	10	10	1	32	2	9	2	3	Yadav		4		4	10	10	5	10	5	2	0	10	3	4	3	1	2	0	8	4	1
Bihar	MITHLANCHAL	DARBHANGA	80	10.4.2010  12:21:47 PM	Benipur 	1	1	2	1	1	1	1	1	2	1	1	5	11	4	5	7	6	10	10	0	0	0	0	0	1	27	3	8	2	4	Brahmin	2	2	1	1	0	0	2	0	10	10	10	0	10	0	1	0	2	6	8	2	3
Bihar	PATNA	PATNA	188	10.4.2010  1:12:38 PM	Phulwari (SC) 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	10	10	9	9	9	0	0	0	0	0	1	59	7	3	1	4	Brahmin	2	2	2	2	1	1	5	6	5	9	9	0	0	2	1	1	2	7	1	2	1
Bihar	MITHLANCHAL	ARARIA	49	10.4.2010  2:08:43 AM	Araria 	1	2	2	1	1	2	3	2	2	3	2	2	13	5	5	2	5	5	5	4	9	10	8	5	1	30	5	8	5	5	Muslim	5	2	5	6	8	10	2	10	0	5	5	4	2	5	2	2	1	6		1	1
Bihar	BHOJPUR	PURVI CHAMPARAN 	12	10.4.2010  1:54:15 PM	Narkatia 	1	1	2	1	1	1	2	1	1	1	1	4	11	5	9	6	8	7	6	4	6	7	5	5	--	42	5	7	1	3	KUSWAHA	2	4	1	6	9	9	9	9	4	9	9	4	7	8	3	1	1	1		3	1
Bihar	MAGADH	KHAGARIA	150	10.4.2010  2:47:49 PM	Beldaur 	1	1	1	1	1	1	1	1	1	1	1	1	11	4	10	10	10	10	10	8	8	10	10	10	1	40	5	6	5	3	Kurmi 	2	2	2	2	10	10	8	10	10	10	10	8	8	10	1	1	2	0	3	3	3
Bihar	MITHLANCHAL	SAMASTIPUR	134	10.6.2010  5:05:08 PM	Ujiarpur 	3	3	3	3	3	3	3	3	3	3	3	2	12	0	1	0	0	0	0	10	10	10	10	10	1	38	4	3	1	3	KUSWAHA	4	4	4	4	10	10	7	10	0	0	0	10	5	0	3	1	4	4	1	4	3
Bihar	MITHLANCHAL	SAMASTIPUR	131	10.4.2010  11:17:44 AM	Kalyanpur (SC) 	1	2	1	3	1	1	1	3	1	1	1	1	11	4	8	0	0	3	1	1	1	1	1	5	1	18	4	1	4	4	Bhumihar		2		2	8	1	3	9	0	10	10	6	10	10	1	1	2	9	3	3	1
Bihar	MITHLANCHAL	MUZAFFARPUR 	98	10.6.2010  11:13:44 AM	Sahebganj 	1	1	2	1	1	1	1	1	1	1	1	4	12	4	0	0	0	0	0	0	0	0	0	0	1	32	3	9	1	3	BANIYA		2			0	0	0	0	0	0	0	0	0	0	1	1	1	0	9	3	3
Bihar	MAGADH	Jamui 	241	10.5.2010  9:50:49 AM	Jamui 	1	1	1	1	1	1	1	2	1	1	1	0	0	0	9	8	10	10	10	0	0	0	0	0	1	38	3	3	1	3	Kurmi 	2		2		10	10	7	10	5	10	10	0	7	7	1	0	2	0	3	3	3
Bihar	PATNA	NALANDA 	176	10.6.2010  2:10:31 PM	Nalanda 	1	1	2	2	2	3	3	2		1	3	6	12	2	0	0	2	0	4	10	10	10	10	4	1	22	3	3	0	3	Yadav	2	4	2		0	5		5	10	6	0	10	0	0	1	0	2	1	4	7	2
Bihar	MITHLANCHAL	ARARIA	49	10.4.2010  2:08:43 AM	Araria 	1	1	1	1	1	1	1	3	2	1	1	4	11	5	2	1	0	0	2	7	8	7	5	10	1	40	4	8	2	5	Muslim	2	6	6	6	10	10	10	10	0	10	10	10	0	0	2	0	1	1		3	3
Bihar	MAGADH	LAKHISARAI	168	10.4.2010  2:23:02 PM	Lakhisarai 	1	1	1	1	1	1	1		1	1	1	0	12	0	1	1	1	1	1	1	1	1	1	1	1	34	5	6	2	3	SWARNKAR		2		2	1	1		1	1	1	1		1	1	1	1	2	0	4	3	3
Bihar	BHOJPUR	SARAN	118	10.5.2010  9:24:58 AM	Chapra 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	10	10	10	10	10						1	65	0	8	1	3	barber		2		2	7	5	9			10	10			5	1	1	2	0		3	1
Bihar	MAGADH	BHAGALPUR 	157	10.5.2010  9:50:43 AM	Sultanganj 	1	1	1	1	1	1	1	1	1	1	1	1	12	4	10	8	9	10	10	5	8	10	8	10	1	40	6	6	6	3	Kurmi 	1	2	1	2	8	8	6	7	8	9	10	5	7	7	1	1	2	5	3	3	3
Bihar	PATNA	PATNA	183	10.6.2010  5:16:50 PM	Kumhrar 	3	3	3	2	3	1	3	2	2	3	2	1	17	1	0	0	0	0	0	2	5	2	2	3	1	34	5	8	4	4	RAJPOOT	4	6	4	6	5	10	5	10	0	0	0	2	10	0	2	1	3	6	1	1	1
Bihar	PATNA	PATNA	183	10.6.2010  5:16:50 PM	Kumhrar 	3	3	3	2	3	1	3	2	2	3	2	1	17	1	0	0	0	0	0	2	5	2	2	3	1	34	5	8	4	4	RAJPOOT	4	6	4	6	5	10	5	10	0	0	0	2	10	0	2	1	3	6	1	1	1
Bihar	MITHLANCHAL	SAHARSA	75	10.4.2010  12:43:11 PM	Saharsa 	1	2	2	1	1	1	1	2	1	1	1	5	19	1	7	8	8	7	5	5	8	6	7	7	1	48	5	6	5	4	KAYASTHYA	2		2		6	8	8	8	7	8	8	6	8	5	1	1	2	6	1	3	2
Bihar	BHOJPUR	GOPALGANJ 	99	10.6.2010  3:33:37 PM	Baikunthpur 	1	1	2	1	1	2	2	2	1	3	1	4	11	4	7	4	5	6	4	4	7	5	4	4	1	24	5	1	2	3	pandit	2	2	1	1	4	7	4	0	3	6	7	2	4	4	1	1	2	1		3	1
Bihar	MAGADH	BHAGALPUR 	156	10.4.2010  12:33:58 PM	Bhagalpur 	1	1	2	1	3	1	1	1	3	1	1	4	11	5	10	0	0	0		0	10	10	10		1	23	4	3	1	4	Bhumihar	6	6	6	6	10	10	5	10	10	2	10			0	1	1	2	0	9	3	3
Bihar	BHOJPUR	GOPALGANJ 	101	10.4.2010  12:13:47 PM	Gopalganj 	1	1	3	1	1	1	1	1	1	1	1	4	11	4	8	4	9	8	6	8	5	8	8	8	1	25	4	7	4	3	Yadav	2	2	2	2	8	8	8	8	7	8	8	6	0	0	1	0	2	6	9	7	3
Bihar	MAGADH	LAKHISARAI	167	10.4.2010  10:26:56 AM	Suryagarha 	1	2	2	3	2	1	3	2	3	3	1	2	0	4	4	8		5		0	5		4		1	40	6	6	4	4	Bhumihar	1	1	2	1	5	5	8	5	7	5	5	2	7	4	1	1	2	1	1	7	2
Bihar	PATNA	PATNA	186	10.4.2010  12:02:53 PM	Danapur	1		1	1	1	1	1	1		1	2	4	11	4	8	9	5	7		1	6	0	2		2	26	7	7	5	3	chorshiya	2	2	6		7	7	6	7	3	7	8	2	4	2	3	3	2	7	8	6	1
Bihar	MITHLANCHAL	Madhubani 	32	10.6.2010  10:35:26 AM	Benipatti 	1	2	1	1	2	2	1	1	1	1	1	4	11	4	7	6	4	5	6	5	8	7	7	8	1	34	4	3	2	3	Sahani	2	2	1	1	6	8	4	6	6	8	8	6	5	7	1	1	2	1		7	3
Bihar	BHOJPUR	SARAN	122	10.5.2010  10:48:43 AM	Sonepur 	1	3	3	3	3	2	1	3	1	3	2	4	12	0	0	0	4	2	3	10	10	10	10	10	1	40	5	3	2	3	Yadav	2	4	4	4	10	10		10	0	2	4	10	10	0	2	0	4	6	14	4	2
Bihar	MITHLANCHAL	Darbhanga	83	10.4.2010  12:46:28 PM	Darbhanga 	1	2	1	1	3	1	1	1	1	1	1	4	11	7	10	2	8	10	10	5	8	8	8	8	1	18	4	1	1	3	Rahi		2		4	10	8	8	7	0	8	8	0	10	8	1	0	4	7	3	2	1
Bihar	#N/A	PATNA		#N/A	<--Select-->	1	2	1	1	1	1	1	1	2	1	1	4	11	4	10	3	9	9	6	0	10	0	0	9	1	35	6	8	5	3	SAAV	1	1	1	1	5	5	3	9	9	10	10	0			1	1	2	0	99	7	1
Bihar	MAGADH	SHEIKHPURA 	169	10.5.2010  2:42:41 PM	Sheikhpura 	1	1	1	1	1	1	1	1	3	2	1	4	12	6	10	4	8	6	6	2	3	4	4	4	1	36	3	7	1	3	Sonar	2	2	2	2	6	4	3	2	2	3	2	8	4	10	--	1	2	1	3	1	1
Bihar	MAGADH	GAYA	230	10.4.2010  1:21:41 PM	Gaya Town 	1	1	1	2	1	1	1	1	1	1	1	0	11	4	8	8	6	9	7	6	9	7	7	7	1	21	7	7	5	4	Bhumihar	1	1	1	1	6	2	8	6	6	9	8	2	3	5	2	1	2	2	3	3	1
Bihar	MITHLANCHAL	VAISHALI 	123	10.4.2010  2:28:12 PM	Hajipur 	1	2	2	3	2	3	1		1	3	2	1	12	3	4	6	4	4	2	10	10	8	8	8	1	23	4	1	2	3	Yadav		4	7		4	4		4	6	3	3	6	2	8	1	2	2	4	3	4	3
Bihar	MAGADH	KHAGARIA	150	10.4.2010  2:47:49 PM	Beldaur 	1	1	3	1	1	1	1	3	1	1	1	4	11	4	10	10	10	10	10	5	0	0	0	0	1	40	5	3	2	3	Kurmi 	2	2	2	2	7	7	8	9	10	10	10	5	9	9	1	1	2	0	8	7	3
Bihar	MITHLANCHAL	SAHARSA	77	10.6.2010  1:52:40 PM	Mahishi 	1	2	3	1	1	1	1	1	1	3	1	4	11	6	10	10	8	10	10	0	5	2	0	5	1	28	4	7	3	4	RAJPOOT	7	2	2	2	5	2	5	8	0	10	10	2	7	3	1	1	3	1	9	3	3
Bihar	MITHLANCHAL	SAHARSA	77	10.6.2010  1:52:40 PM	Mahishi 	1	2	3	1	1	1	1	1	1	3	1	4	11	6	10	10	8	10	10	0	5	2	0	5	1	28	4	7	3	4	RAJPOOT	7	2	2	2	5	2	5	8	0	10	10	2	7	3	1	1	3	1	9	3	3
Bihar	MITHLANCHAL	SITAMARHI 	24	10.5.2010  11:20:22 AM	Bathnaha (SC) 	1	2	2	3		3			2		3	0	0	0	2	5		4		0	5		3		2	32	4	2	1	4	Bhumihar	5		6		5	5		6	1	1	2	0		4	3	1	1	4		0	3
Bihar	MAGADH	GAYA	230	10.4.2010  1:21:41 PM	Gaya Town 	1	3	1	1	2	1	1	1	1	3	2	6	11	5	7	7	5	5	7	3	3	3	3	3	1	62	4	0	3	1	st	2		6	6	7	7	3	7	3	5	5	3	3	3	1	1	2	0	3	0	1
Bihar	MITHLANCHAL	VAISHALI 	123	10.4.2010  2:28:12 PM	Hajipur 	1	3	1	1	1	1	1	1	1	1	1	4	11	5	10	10	10	10	8	0	0	0	0	0	1	32	4	7	1	4	Brahmin	1	6	1	1	5	0	8	10	6	10	10	0	8	10	1	1	2	1	3	2	1
Bihar	BHOJPUR	SIWAN	109	10.4.2010  11:54:59 AM	Daraundha 	1	1	1	3	1	1	1	1	1	1	1	4	11	4	8	6	10	9	6	4	8	6	6	5	1	28	3	8	4	4	RAJPOOT	2	2	2		9	10	5	7	6	7	9	5	7	6	1	1	2	0	3	3	3
Bihar	MAGADH	BHAGALPUR 	152	10.5.2010  10:48:47 AM	Bihpur 	1	2	1	3	1	1	2	2	1	2	1	0	11	5	10	8	5	8	5	5	8	10	10	5	1	42	5	7	3	3	NAGAR	2	4	1	1	7	9	9	10	8	6	10	3	8	10	1	1	2	0		6	3
Bihar	MITHLANCHAL	KISHANGANJ	54	10.5.2010  3:38:28 PM	Kishanganj 	1	2	3	1	1			1	1	1	1	2	11	4	6	4	6	7	6	2	5	4	5	4	1	23	5	7	2	3	pndeet	2	1	2	1	5	6	7	5	6	6	6	2	4	5	1	1	2	8	9	3	1
Bihar	MITHLANCHAL	KATIHAR 	69	10.5.2010  3:24:57 PM	Korha (SC) 	1	3	3	1	1	1	1	1	1	1	1	4	11	4	9	6	8	10	9	4		0	5	5	1	30	3	3	2	3	KUSWAHA	2	2	1	1	5	6	4	5	6	7	9		6	8	1	0	2	1	9	3	3
Bihar	PATNA	PATNA	186	10.4.2010  12:02:53 PM	Danapur 	1	1	2	1	1	1	1	1	1	1	1	2	12	7	7	6	7	7	7	9	10	7	7	7	1	28	4	8	5	3	BANIYA	1	1	1	1	0		5	6	6	6	7	5	4	4	3	1	1	9	1	6	1
Bihar	PATNA	PATNA	183	10.6.2010  5:16:50 PM	Kumhrar 	1	1	1	1	1	1	1	1	1	1	1	2	11	4	9	10	10	10	6	4	7	5	8	4	2	23	7	7	5	4	Bhumihar	2	2	1	1	7	9	9	10	7	8	10	0	5	2	1	1	2	9	3	7	1
Bihar	MITHLANCHAL	supaul	22	10.5.2010  10:40:17 AM	supaul	1	1	1	1		1	1	1	1	1	1	4	11	5	10	8	6	8	8	3	7	8	6	9	1	25	7	1	5	4	Bhumihar	2	2	1	1	9	6	9	9	9	10	9	6	10	5	1	1	2	0	99	3	1
Bihar	MITHLANCHAL	KATIHAR 	65	10.6.2010  2:21:16 PM	Balrampur 	3	1	3	1	1	1	1	1	1	1	1	1	11	2	8	7	8	10	8	0	8	2	2	2	1	20	7	1	4	4	RAJPOOT		6		6	9	9	8	10	8	4	10	4	5	5	1	1	2	1	99	1	3
Bihar	PATNA	PATNA	184	10.5.2010  9:20:03 AM	Patna Sahib 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	10	8	6	0	5	0	8	4	0	2	1	24	2	8	1	1	chamar	2	6	1		5	5	4	3	3	4	10	5	6	5	1	1	2	0	8	6	2
Bihar	MITHLANCHAL	KATIHAR 	65	10.6.2010  2:21:16 PM	Balrampur 	3	1	3	1	1	1	1	1	1	1	1	1	11	2	8	7	8	10	8	0	8	2	2	2	1	20	7	1	4	4	RAJPOOT		6		6	9	9	8	10	8	4	10	4	5	5	1	1	2	1	99	1	3
Bihar	MAGADH	GAYA	228	10.5.2010  12:35:02 PM	Barachatti (SC) 	3	1	1	1	1	1	3	1	1	1	1	5	11	3	9	10	6	10	10	7	8	7	8	4	1	21	5	1	2	1	st		2		1	6	5	3	2	1	8	9	6	7	4	1	1	2	1	8	7	3
Bihar	MITHLANCHAL	PURNIA	56	10.5.2010  6:28:42 PM	Amour 	1	3	3	1	1	1	1	1	1	1	1	1	12	1	6	5	8	6	5	8	9	7	6	10	1	23	5	8	4	5	Muslim	6	4	6	4	8	9	5	8	0	7	6	8	9	0	1	1	2	4	14	3	1
Bihar	MAGADH	BHAGALPUR 	152	10.5.2010  10:48:47 AM	Bihpur 	1	1	2	3	1	1	2	1	1	1	1	4	11	0	8		5	6	5	0	4	2	4	4	1	45	4	8	5	3	chorshiya	1	1	1	1	0	5	5	8	6	8	8	0	8	8	1	0	2	1	9	3	1
Bihar	MAGADH	GAYA	228	10.5.2010  12:35:02 PM	Barachatti (SC) 	3	1	1	1	1	1	3	1	1	1	1	5	11	3	9	10	6	10	10	7	8	7	8	4	1	21	5	1	2	1	st		2		1	6	5	3	2	1	8	9	6	7	4	1	1	2	1	8	7	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	95	10.4.2010  3:39:19 PM	Kanti 	3	3	3	3	3	1	3	3	3	2	1	0	15	2	5	7	3	2	8	10	8	8	9	8	1	23	7	1	4	1	baswan	2	1	1	1	4	3	7	6	7	8	4	7	3	0	3	1	2	1		1	3
Bihar	MITHLANCHAL	MADHUBANI 	37	10.4.2010  10:25:47 AM	Rajnagar (SC) 	1	1	2	1	2	1	1	2	2	1	1	1	12	5	10	5	10	5	7	5	10	5	5	5	1	28	2	7	3	5	Muslim	2		2	4	5	10	8	10		6	8	5	8	6	2	0	1	1	4	5	3
Bihar	BHOJPUR	Saran	117	10.6.2010  11:19:31 AM	Marhaura 	1	1	1	1	1	1	1	1	1	3	1	6	11	4	8	10	9	9	9	3	5	3	3	4	1	45	5	8	4	4	RAJPOOT	2	2	1	1	4	3	5	3	9	9	10	0	0	0	1	1	2	3	99	2	1
Bihar	MAGADH	JAHANABAD 	217	10.6.2010  10:53:43 AM	Ghosi 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	10	9	9	9	8	6	9	9	6	8	1	42	5	6	6	3	KUSWAHA		2	2		8	9	8	8	8	10	10	4	8	8	1	1	2	8		3	2
