"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 235-Bodh Gaya (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Round No. ……        1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Table No"	""	"Sl. No. of Polling Station"	""	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"6"	""	""	""	""	""	""	"NAWAL KUMAR"	""	""	"PHOOL CHAND MANJHI"	""	"SHARMILA BHARTI"	""	""	""	"HARI MANJHI"	""	""	""	"MANOJ KUMAR"	""	""	""	""	"KARU MANJHI"	""	""	""	"TILESHWAR CHAUDHARY"	""	""	""	"RAMKESHWAR
RAM"	""	""	""	"RAM JATAN PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"160"	"Total"	""	""	""	""	"1666"	""	""	""	"1210"	""	""	"191"	""	""	""	""	"2352"	""	""	""	"117"	""	""	""	""	"153"	""	""	""	"201"	""	""	""	"137"	""	""	""	"225"	""	""	""	"6252"	""	""	""	"0"	""	""	""	""	"6252"	""	""	""	""	""	""	""	""
"161"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"162"	"Date   22-11-2005                                                                                                                                                                                          Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"163"	"(FORM 20)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"164"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"165"	"Election to the Bihar Legislative Assembly from the 235-Bodh Gaya (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"166"	"Total No. of Electors in Assembly Constituency                                                                                                                    Round No. ……             8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"167"	"Table No"	"Sl. No. of Polling Station"	""	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""
"168"	""	""	""	""	""	"NAWAL KUMAR"	""	""	""	"PHOOL CHAND MANJHI"	""	""	"SHARMILA BHARTI"	""	""	""	""	"HARI MANJHI"	""	""	""	"MANOJ KUMAR"	""	""	""	""	"KARU MANJHI"	""	""	""	"TILESHWAR CHAUDHARY"	""	""	""	"RAMKESHWA R RAM"	""	""	""	"RAM JATAN PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"169"	"1"	"2"	""	""	""	"3"	""	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	""	"8"	""	""	""	"9"	""	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	""	"14"	""	""	""	"15"	""	""	""	""
"170"	"1"	"90"	""	""	""	"66"	""	""	""	"77"	""	""	"50"	""	""	""	""	"112"	""	""	""	"4"	""	""	""	""	"7"	""	""	""	"12"	""	""	""	"12"	""	""	""	"16"	""	""	""	"356"	""	""	""	"0"	""	""	""	""	"356"	""	""	""	""	""	""	""	""
"171"	"2"	"91"	""	""	""	"32"	""	""	""	"11"	""	""	"5"	""	""	""	""	"303"	""	""	""	"10"	""	""	""	""	"9"	""	""	""	"7"	""	""	""	"9"	""	""	""	"20"	""	""	""	"406"	""	""	""	"0"	""	""	""	""	"406"	""	""	""	""	""	""	""	""
"172"	"3"	"92"	""	""	""	"34"	""	""	""	"54"	""	""	"7"	""	""	""	""	"230"	""	""	""	"11"	""	""	""	""	"11"	""	""	""	"7"	""	""	""	"6"	""	""	""	"15"	""	""	""	"375"	""	""	""	"0"	""	""	""	""	"375"	""	""	""	""	""	""	""	""
"173"	"4"	"93"	""	""	""	"44"	""	""	""	"31"	""	""	"6"	""	""	""	""	"188"	""	""	""	"2"	""	""	""	""	"10"	""	""	""	"20"	""	""	""	"1"	""	""	""	"12"	""	""	""	"314"	""	""	""	"0"	""	""	""	""	"314"	""	""	""	""	""	""	""	""
"174"	"5"	"94"	""	""	""	"63"	""	""	""	"76"	""	""	"10"	""	""	""	""	"126"	""	""	""	"5"	""	""	""	""	"7"	""	""	""	"4"	""	""	""	"2"	""	""	""	"8"	""	""	""	"301"	""	""	""	"0"	""	""	""	""	"301"	""	""	""	""	""	""	""	""
"175"	"6"	"95"	""	""	""	"289"	""	""	""	"20"	""	""	"10"	""	""	""	""	"165"	""	""	""	"7"	""	""	""	""	"7"	""	""	""	"35"	""	""	""	"6"	""	""	""	"22"	""	""	""	"561"	""	""	""	"0"	""	""	""	""	"561"	""	""	""	""	""	""	""	""
"176"	"7"	"96"	""	""	""	"82"	""	""	""	"97"	""	""	"16"	""	""	""	""	"140"	""	""	""	"6"	""	""	""	""	"4"	""	""	""	"9"	""	""	""	"3"	""	""	""	"3"	""	""	""	"360"	""	""	""	"0"	""	""	""	""	"360"	""	""	""	""	""	""	""	""
"177"	"8"	"97"	""	""	""	"73"	""	""	""	"32"	""	""	"20"	""	""	""	""	"336"	""	""	""	"21"	""	""	""	""	"17"	""	""	""	"16"	""	""	""	"17"	""	""	""	"38"	""	""	""	"570"	""	""	""	"0"	""	""	""	""	"570"	""	""	""	""	""	""	""	""
"178"	"9"	"98"	""	""	""	"36"	""	""	""	"85"	""	""	"10"	""	""	""	""	"342"	""	""	""	"10"	""	""	""	""	"4"	""	""	""	"9"	""	""	""	"6"	""	""	""	"15"	""	""	""	"517"	""	""	""	"0"	""	""	""	""	"517"	""	""	""	""	""	""	""	""
"179"	"10"	"99"	""	""	""	"122"	""	""	""	"105"	""	""	"8"	""	""	""	""	"195"	""	""	""	"5"	""	""	""	""	"11"	""	""	""	"6"	""	""	""	"6"	""	""	""	"11"	""	""	""	"469"	""	""	""	"0"	""	""	""	""	"469"	""	""	""	""	""	""	""	""
"180"	"11"	"100"	""	""	""	"23"	""	""	""	"35"	""	""	"31"	""	""	""	""	"238"	""	""	""	"13"	""	""	""	""	"7"	""	""	""	"7"	""	""	""	"17"	""	""	""	"40"	""	""	""	"411"	""	""	""	"0"	""	""	""	""	"411"	""	""	""	""	""	""	""	""
"181"	"12"	"101"	""	""	""	"92"	""	""	""	"209"	""	""	"7"	""	""	""	""	"49"	""	""	""	"7"	""	""	""	""	"8"	""	""	""	"20"	""	""	""	"12"	""	""	""	"22"	""	""	""	"426"	""	""	""	"0"	""	""	""	""	"426"	""	""	""	""	""	""	""	""
"182"	"13"	"102"	""	""	""	"130"	""	""	""	"169"	""	""	"11"	""	""	""	""	"32"	""	""	""	"3"	""	""	""	""	"3"	""	""	""	"5"	""	""	""	"2"	""	""	""	"11"	""	""	""	"366"	""	""	""	"0"	""	""	""	""	"366"	""	""	""	""	""	""	""	""
"183"	"14"	"103"	""	""	""	"83"	""	""	""	"264"	""	""	"14"	""	""	""	""	"10"	""	""	""	"1"	""	""	""	""	"8"	""	""	""	"5"	""	""	""	"8"	""	""	""	"17"	""	""	""	"410"	""	""	""	"0"	""	""	""	""	"410"	""	""	""	""	""	""	""	""
"184"	"Total"	""	""	""	""	"1169"	""	""	""	"1265"	""	""	"205"	""	""	""	""	"2466"	""	""	""	"105"	""	""	""	""	"113"	""	""	""	"162"	""	""	""	"107"	""	""	""	"250"	""	""	""	"5842"	""	""	""	"0"	""	""	""	""	"5842"	""	""	""	""	""	""	""	""
"185"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"186"	"Date   22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"187"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"188"	"(FORM 20)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"189"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190"	"Election to the Bihar Legislative Assembly from the 235-Bodh Gaya (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"191"	"Total No. of Electors in Assembly Constituency                                                                                                                  Round No. ……            9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"192"	"Table No"	"Sl. No. of Polling Station"	""	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	""	"Total No. of tendered votes"	""	""	""	""
"193"	""	""	""	""	""	"NAWAL KUMAR"	""	""	""	"PHOOL CHAND MANJHI"	""	""	"SHARMILA BHARTI"	""	""	""	""	"HARI MANJHI"	""	""	""	"MANOJ KUMAR"	""	""	""	""	"KARU MANJHI"	""	""	""	"TILESHWAR CHAUDHARY"	""	""	"RAMKESHWA R RAM"	""	""	""	""	"RAM JATAN PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"194"	"1"	"2"	""	""	""	"3"	""	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	""	"8"	""	""	""	"9"	""	""	"10"	""	""	""	""	"11"	""	""	"12"	""	""	""	""	"13"	""	""	""	"14"	""	""	""	""	"15"	""	""	""	""
"195"	"1"	"104"	""	""	""	"71"	""	""	""	"188"	""	""	"29"	""	""	""	""	"97"	""	""	""	"13"	""	""	""	""	"17"	""	""	""	"23"	""	""	"9"	""	""	""	""	"17"	""	""	"464"	""	""	""	""	"0"	""	""	""	"464"	""	""	""	""	""	""	""	""	""
"196"	"2"	"105"	""	""	""	"81"	""	""	""	"171"	""	""	"17"	""	""	""	""	"72"	""	""	""	"8"	""	""	""	""	"10"	""	""	""	"14"	""	""	"4"	""	""	""	""	"19"	""	""	"396"	""	""	""	""	"0"	""	""	""	"396"	""	""	""	""	""	""	""	""	""
"197"	"3"	"106"	""	""	""	"49"	""	""	""	"64"	""	""	"8"	""	""	""	""	"81"	""	""	""	"5"	""	""	""	""	"3"	""	""	""	"2"	""	""	"4"	""	""	""	""	"6"	""	""	"222"	""	""	""	""	"0"	""	""	""	"222"	""	""	""	""	""	""	""	""	""
"198"	"4"	"107"	""	""	""	"156"	""	""	""	"114"	""	""	"14"	""	""	""	""	"137"	""	""	""	"14"	""	""	""	""	"6"	""	""	""	"6"	""	""	"9"	""	""	""	""	"28"	""	""	"484"	""	""	""	""	"0"	""	""	""	"484"	""	""	""	""	""	""	""	""	""
"199"	"5"	"108"	""	""	""	"40"	""	""	""	"79"	""	""	"9"	""	""	""	""	"87"	""	""	""	"3"	""	""	""	""	"1"	""	""	""	"3"	""	""	"3"	""	""	""	""	"1"	""	""	"226"	""	""	""	""	"0"	""	""	""	"226"	""	""	""	""	""	""	""	""	""
"200"	"6"	"109"	""	""	""	"46"	""	""	""	"46"	""	""	"13"	""	""	""	""	"20"	""	""	""	"4"	""	""	""	""	"11"	""	""	""	"17"	""	""	"5"	""	""	""	""	"22"	""	""	"184"	""	""	""	""	"0"	""	""	""	"184"	""	""	""	""	""	""	""	""	""
"201"	"7"	"110"	""	""	""	"24"	""	""	""	"110"	""	""	"22"	""	""	""	""	"143"	""	""	""	"15"	""	""	""	""	"17"	""	""	""	"13"	""	""	"31"	""	""	""	""	"57"	""	""	"432"	""	""	""	""	"0"	""	""	""	"432"	""	""	""	""	""	""	""	""	""
"202"	"8"	"111"	""	""	""	"108"	""	""	""	"97"	""	""	"11"	""	""	""	""	"47"	""	""	""	"1"	""	""	""	""	"4"	""	""	""	"5"	""	""	"2"	""	""	""	""	"10"	""	""	"285"	""	""	""	""	"0"	""	""	""	"285"	""	""	""	""	""	""	""	""	""
"203"	"9"	"112"	""	""	""	"12"	""	""	""	"86"	""	""	"10"	""	""	""	""	"162"	""	""	""	"11"	""	""	""	""	"15"	""	""	""	"19"	""	""	"18"	""	""	""	""	"48"	""	""	"381"	""	""	""	""	"0"	""	""	""	"381"	""	""	""	""	""	""	""	""	""
"204"	"10"	"113"	""	""	""	"67"	""	""	""	"82"	""	""	"76"	""	""	""	""	"58"	""	""	""	"4"	""	""	""	""	"6"	""	""	""	"6"	""	""	"2"	""	""	""	""	"10"	""	""	"311"	""	""	""	""	"0"	""	""	""	"311"	""	""	""	""	""	""	""	""	""
"205"	"11"	"114"	""	""	""	"62"	""	""	""	"37"	""	""	"19"	""	""	""	""	"188"	""	""	""	"5"	""	""	""	""	"1"	""	""	""	"11"	""	""	"3"	""	""	""	""	"6"	""	""	"332"	""	""	""	""	"0"	""	""	""	"332"	""	""	""	""	""	""	""	""	""
"206"	"12"	"115"	""	""	""	"75"	""	""	""	"43"	""	""	"6"	""	""	""	""	"144"	""	""	""	"7"	""	""	""	""	"8"	""	""	""	"8"	""	""	"5"	""	""	""	""	"13"	""	""	"309"	""	""	""	""	"0"	""	""	""	"309"	""	""	""	""	""	""	""	""	""
"207"	"13"	"116"	""	""	""	"72"	""	""	""	"52"	""	""	"1"	""	""	""	""	"2"	""	""	""	"1"	""	""	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	""	""	"3"	""	""	"132"	""	""	""	""	"0"	""	""	""	"132"	""	""	""	""	""	""	""	""	""
"208"	"14"	"117"	""	""	""	"107"	""	""	""	"36"	""	""	"34"	""	""	""	""	"28"	""	""	""	"2"	""	""	""	""	"6"	""	""	""	"9"	""	""	"4"	""	""	""	""	"15"	""	""	"241"	""	""	""	""	"0"	""	""	""	"241"	""	""	""	""	""	""	""	""	""
"209"	"Total"	""	""	""	""	"970"	""	""	""	"1205"	""	""	"269"	""	""	""	""	"1266"	""	""	""	"93"	""	""	""	""	"105"	""	""	""	"137"	""	""	"99"	""	""	""	""	"255"	""	""	"4399"	""	""	""	""	"0"	""	""	""	"4399"	""	""	""	""	""	""	""	""	""
"210"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"211"	"Date   22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"212"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"213"	"Table No"	"Sl. No. of Polling Station"	""	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	""	"Total No. of tendered votes"	""	""	""	""
"214"	""	""	""	""	""	"NAWAL KUMAR"	""	""	""	"PHOOL CHAND MANJHI"	""	""	"SHARMILA BHARTI"	""	""	""	""	"HARI MANJHI"	""	""	""	"MANOJ KUMAR"	""	""	""	""	"KARU MANJHI"	""	""	""	"TILESHWAR CHAUDHARY"	""	""	"RAMKESHWA R RAM"	""	""	""	""	"RAM JATAN PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"215"	"1"	"2"	""	""	""	"3"	""	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	""	"8"	""	""	""	"9"	""	""	"10"	""	""	""	""	"11"	""	""	"12"	""	""	""	""	"13"	""	""	""	"14"	""	""	""	""	"15"	""	""	""	""
"216"	"1"	"118"	""	""	""	"180"	""	""	""	"81"	""	""	"11"	""	""	""	""	"21"	""	""	""	"2"	""	""	""	""	"3"	""	""	""	"8"	""	""	"2"	""	""	""	""	"5"	""	""	"313"	""	""	""	""	"0"	""	""	""	"313"	""	""	""	""	""	""	""	""	""
"217"	"2"	"119"	""	""	""	"79"	""	""	""	"172"	""	""	"12"	""	""	""	""	"60"	""	""	""	"5"	""	""	""	""	"8"	""	""	""	"4"	""	""	"3"	""	""	""	""	"10"	""	""	"353"	""	""	""	""	"0"	""	""	""	"353"	""	""	""	""	""	""	""	""	""
"218"	"3"	"119A"	""	""	""	"8"	""	""	""	"134"	""	""	"30"	""	""	""	""	"29"	""	""	""	"2"	""	""	""	""	"3"	""	""	""	"2"	""	""	"4"	""	""	""	""	"15"	""	""	"227"	""	""	""	""	"0"	""	""	""	"227"	""	""	""	""	""	""	""	""	""
"219"	"4"	"120"	""	""	""	"25"	""	""	""	"144"	""	""	"12"	""	""	""	""	"44"	""	""	""	"7"	""	""	""	""	"2"	""	""	""	"6"	""	""	"3"	""	""	""	""	"8"	""	""	"251"	""	""	""	""	"0"	""	""	""	"251"	""	""	""	""	""	""	""	""	""
"220"	"5"	"121"	""	""	""	"73"	""	""	""	"79"	""	""	"5"	""	""	""	""	"26"	""	""	""	"2"	""	""	""	""	"8"	""	""	""	"28"	""	""	"8"	""	""	""	""	"20"	""	""	"249"	""	""	""	""	"0"	""	""	""	"249"	""	""	""	""	""	""	""	""	""
"221"	"6"	"121A"	""	""	""	"29"	""	""	""	"142"	""	""	"11"	""	""	""	""	"46"	""	""	""	"8"	""	""	""	""	"4"	""	""	""	"10"	""	""	"8"	""	""	""	""	"11"	""	""	"269"	""	""	""	""	"0"	""	""	""	"269"	""	""	""	""	""	""	""	""	""
"222"	"7"	"122"	""	""	""	"44"	""	""	""	"92"	""	""	"3"	""	""	""	""	"37"	""	""	""	"4"	""	""	""	""	"1"	""	""	""	"6"	""	""	"11"	""	""	""	""	"24"	""	""	"222"	""	""	""	""	"0"	""	""	""	"222"	""	""	""	""	""	""	""	""	""
"223"	"8"	"123"	""	""	""	"40"	""	""	""	"96"	""	""	"13"	""	""	""	""	"157"	""	""	""	"3"	""	""	""	""	"3"	""	""	""	"2"	""	""	"2"	""	""	""	""	"12"	""	""	"328"	""	""	""	""	"0"	""	""	""	"328"	""	""	""	""	""	""	""	""	""
"224"	"9"	"124"	""	""	""	"29"	""	""	""	"252"	""	""	"18"	""	""	""	""	"32"	""	""	""	"6"	""	""	""	""	"7"	""	""	""	"4"	""	""	"5"	""	""	""	""	"23"	""	""	"376"	""	""	""	""	"0"	""	""	""	"376"	""	""	""	""	""	""	""	""	""
"225"	"10"	"125"	""	""	""	"91"	""	""	""	"81"	""	""	"9"	""	""	""	""	"113"	""	""	""	"2"	""	""	""	""	"8"	""	""	""	"9"	""	""	"22"	""	""	""	""	"10"	""	""	"345"	""	""	""	""	"0"	""	""	""	"345"	""	""	""	""	""	""	""	""	""
"226"	"11"	"126"	""	""	""	"73"	""	""	""	"75"	""	""	"38"	""	""	""	""	"32"	""	""	""	"3"	""	""	""	""	"6"	""	""	""	"11"	""	""	"4"	""	""	""	""	"15"	""	""	"257"	""	""	""	""	"0"	""	""	""	"257"	""	""	""	""	""	""	""	""	""
"227"	"12"	"127"	""	""	""	"75"	""	""	""	"98"	""	""	"18"	""	""	""	""	"173"	""	""	""	"5"	""	""	""	""	"9"	""	""	""	"7"	""	""	"9"	""	""	""	""	"20"	""	""	"414"	""	""	""	""	"0"	""	""	""	"414"	""	""	""	""	""	""	""	""	""
"228"	"13"	"127A"	""	""	""	"23"	""	""	""	"59"	""	""	"24"	""	""	""	""	"55"	""	""	""	"6"	""	""	""	""	"5"	""	""	""	"9"	""	""	"11"	""	""	""	""	"16"	""	""	"208"	""	""	""	""	"0"	""	""	""	"208"	""	""	""	""	""	""	""	""	""
"229"	"14"	"128"	""	""	""	"11"	""	""	""	"134"	""	""	"2"	""	""	""	""	"97"	""	""	""	"2"	""	""	""	""	"3"	""	""	""	"0"	""	""	"1"	""	""	""	""	"4"	""	""	"254"	""	""	""	""	"0"	""	""	""	"254"	""	""	""	""	""	""	""	""	""
"230"	"Total"	""	""	""	""	"780"	""	""	""	"1639"	""	""	"206"	""	""	""	""	"922"	""	""	""	"57"	""	""	""	""	"70"	""	""	""	"106"	""	""	"93"	""	""	""	""	"193"	""	""	"4066"	""	""	""	""	"0"	""	""	""	"4066"	""	""	""	""	""	""	""	""	""
"231"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"Date   22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"Table No"	"Sl. No. of Polling Station"	""	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	""	"Total No. of tendered votes"	""	""	""	""
"235"	""	""	""	""	""	"NAWAL KUMAR"	""	""	""	"PHOOL CHAND MANJHI"	""	""	"SHARMILA BHARTI"	""	""	""	""	"HARI MANJHI"	""	""	""	"MANOJ KUMAR"	""	""	""	""	"KARU MANJHI"	""	""	""	"TILESHWAR CHAUDHARY"	""	""	"RAMKESHWA R RAM"	""	""	""	""	"RAM JATAN PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"1"	"2"	""	""	""	"3"	""	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	""	"8"	""	""	""	"9"	""	""	"10"	""	""	""	""	"11"	""	""	"12"	""	""	""	""	"13"	""	""	""	"14"	""	""	""	""	"15"	""	""	""	""
"237"	"1"	"128A"	""	""	""	"48"	""	""	""	"95"	""	""	"17"	""	""	""	""	"132"	""	""	""	"7"	""	""	""	""	"10"	""	""	""	"6"	""	""	"7"	""	""	""	""	"24"	""	""	"346"	""	""	""	""	"0"	""	""	""	"346"	""	""	""	""	""	""	""	""	""
"238"	"2"	"129"	""	""	""	"63"	""	""	""	"67"	""	""	"11"	""	""	""	""	"52"	""	""	""	"8"	""	""	""	""	"3"	""	""	""	"7"	""	""	"4"	""	""	""	""	"9"	""	""	"224"	""	""	""	""	"0"	""	""	""	"224"	""	""	""	""	""	""	""	""	""
"239"	"3"	"129A"	""	""	""	"77"	""	""	""	"25"	""	""	"1"	""	""	""	""	"9"	""	""	""	"0"	""	""	""	""	"0"	""	""	""	"5"	""	""	"1"	""	""	""	""	"2"	""	""	"120"	""	""	""	""	"0"	""	""	""	"120"	""	""	""	""	""	""	""	""	""
