"426"	"218"	"43"	"20"	"76"	"170"	"9"	"18"	"9"	"4"	"14"	""	""	""
"427"	"219"	"222"	"16"	"10"	"220"	"5"	"27"	"2"	"8"	"9"	""	""	""
"428"	"220"	"232"	"33"	"19"	"242"	"10"	"12"	"9"	"6"	"33"	""	""	""
"429"	"221"	"143"	"31"	"18"	"185"	"3"	"17"	"6"	"3"	"11"	""	""	""
"430"	"222"	"139"	"28"	"29"	"305"	"15"	"28"	"10"	"12"	"29"	""	""	""
"431"	"223"	"130"	"8"	"33"	"350"	"17"	"51"	"114"	"9"	"32"	""	""	""
"432"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"433"	"153&Lkqyrkuxat ¼v0  tk0½ fuokZpu {ks= esa"	""	""	""	""	""	""	""	""	""	""	""	""
"434"	"ds fy, fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""
"435"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""
"436"	"¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""
"437"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"438"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""
"439"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"izfr{ksfir
erksa dh la[;k
;ksx"	"fufonu
erksa dh la[;k"
"440"	""	"Xks.k'k
Ikkloku"	"fot;
dqekj Ikkloku"	"a';ke
fd'kksj gfjtu"	"Lkq/kka'kq
'ks[kj HkkLdj"	"vkse
Ikzdk'k Ikkloku"	"vfuy
nkl"	"nsosUnz
nkl"	";ksxsUnz
Ikkloku"	"Lkat;
dqekj"	""	""	""
"441"	"Lksok ernkrk"	""	""	""	"2"	""	""	""	""	""	""	""	""
"442"	"dqy"	"36371"	"6614"	"3155"	"47899"	"2014"	"2888"	"899"	"894"	"2646"	""	""	""
