"X..FORM.20.."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[ See rule 56 C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE185 - BAKHTIARPUR  ASSEMBLY CONSTITUNECY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"ROUND-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 185 BAKHTIARUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	""	"Total"	""	""	"No. of tendered votes"	""	""	""	""
"9"	"Serial no. of polling station"	"Anirudh Kumar"	""	"Pramod Kumar NIrala"	""	""	""	"Lal Krishna Yadav"	""	"Vinode Yadav"	"Kumar Indradeo
Prasad"	""	"Dayanand Paswan"	""	""	"Ram Jatan Chaudhary"	""	""	"Md. Sarfaraj Ahmad"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"238"	"145"	""	"228"	""	"4"	""	"11"	""	""	"48"	""	"1"	""	""	"1"	""	""	"4"	""	""	"7"	""	""	"304"	""	""	""	""	"304"	""	""	""	""	""	""	""
"239"	"146"	""	"134"	""	"43"	""	"94"	""	""	"222"	""	"3"	""	""	"9"	""	""	"9"	""	""	"15"	""	""	"529"	""	""	""	""	"529"	""	""	""	""	""	""	""
"240"	"147"	""	"189"	""	"4"	""	"53"	""	""	"5"	""	"2"	""	""	"4"	""	""	"2"	""	""	"17"	""	""	"276"	""	""	""	""	"276"	""	""	""	""	""	""	""
"241"	"147A"	""	"71"	""	"4"	""	"58"	""	""	"17"	""	"2"	""	""	"5"	""	""	"7"	""	""	"20"	""	""	"184"	""	""	""	""	"184"	""	""	""	""	""	""	""
"242"	"148"	""	"86"	""	"7"	""	"6"	""	""	"140"	""	"1"	""	""	"1"	""	""	"5"	""	""	"10"	""	""	"256"	""	""	""	""	"256"	""	""	""	""	""	""	""
"243"	"149"	""	"281"	""	"12"	""	"11"	""	""	"13"	""	"4"	""	""	"3"	""	""	"14"	""	""	"54"	""	""	"392"	""	""	""	""	"392"	""	""	""	""	""	""	""
"244"	"150"	""	"194"	""	"5"	""	"63"	""	""	"101"	""	"3"	""	""	"3"	""	""	"8"	""	""	"12"	""	""	"389"	""	""	""	""	"389"	""	""	""	""	""	""	""
"245"	"151"	""	"375"	""	"8"	""	"16"	""	""	"12"	""	"0"	""	""	"3"	""	""	"7"	""	""	"3"	""	""	"424"	""	""	""	""	"424"	""	""	""	""	""	""	""
"246"	"152"	""	"107"	""	"58"	""	"102"	""	""	"75"	""	"9"	""	""	"10"	""	""	"13"	""	""	"43"	""	""	"417"	""	""	""	""	"417"	""	""	""	""	""	""	""
"247"	"153"	""	"161"	""	"7"	""	"23"	""	""	"156"	""	"7"	""	""	"2"	""	""	"8"	""	""	"18"	""	""	"382"	""	""	""	""	"382"	""	""	""	""	""	""	""
"248"	"Total"	""	"2337"	""	"303"	""	"482"	""	""	"1390"	""	"45"	""	""	"50"	""	""	"92"	""	""	"239"	""	""	"4938"	""	""	""	""	"4938"	""	"0"	""	""	""	""	""
"249"	"Till Last Round"	""	"21547"	""	"2415"	""	"6953"	""	""	"23960"	""	"1033"	""	""	"653"	""	""	"872"	""	""	"1789"	""	""	"59222"	""	""	"0"	""	"59222"	""	"0"	""	""	""	""	""
"250"	"Grand Total"	""	"23884"	""	"2718"	""	"7435"	""	""	"25350"	""	"1078"	""	""	"703"	""	""	"964"	""	""	"2028"	""	""	"64160"	""	""	"0"	""	"64160"	""	"0"	""	""	""	""	""
"251"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-  185 BAKHTIARPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"252"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""
"253"	"Serial no. of polling station"	""	"Anirudh Kumar"	""	"Pramod Kumar NIrala"	""	"Lal Krishna Yadav"	""	""	"Vinode Yadav"	""	"Kumar Indradeo
Prasad"	""	""	"Dayanand Paswan"	""	""	"Ram Jatan Chaudhary"	""	""	"Md. Sarfaraj Ahmad"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"153A"	""	"244"	""	"5"	""	"6"	""	""	"110"	""	"8"	""	""	"1"	""	""	"6"	""	""	"12"	""	""	"392"	""	""	""	""	"392"	""	""	""	""	""	""	""
"255"	"154"	""	"191"	""	"22"	""	"29"	""	""	"148"	""	"4"	""	""	"5"	""	""	"2"	""	""	"16"	""	""	"417"	""	""	""	""	"417"	""	""	""	""	""	""	""
"256"	"155"	""	"38"	""	"4"	""	"9"	""	""	"228"	""	"9"	""	""	"5"	""	""	"4"	""	""	"9"	""	""	"306"	""	""	""	""	"306"	""	""	""	""	""	""	""
"257"	"156"	""	"336"	""	"43"	""	"8"	""	""	"7"	""	"3"	""	""	"3"	""	""	"5"	""	""	"13"	""	""	"418"	""	""	""	""	"418"	""	""	""	""	""	""	""
"258"	"157"	""	"358"	""	"20"	""	"11"	""	""	"20"	""	"4"	""	""	"5"	""	""	"6"	""	""	"23"	""	""	"447"	""	""	""	""	"447"	""	""	""	""	""	""	""
"259"	"158"	""	"87"	""	"53"	""	"2"	""	""	"12"	""	"2"	""	""	"0"	""	""	"3"	""	""	"3"	""	""	"162"	""	""	""	""	"162"	""	""	""	""	""	""	""
"260"	"159"	""	"112"	""	"1"	""	"10"	""	""	"281"	""	"14"	""	""	"4"	""	""	"12"	""	""	"23"	""	""	"457"	""	""	""	""	"457"	""	""	""	""	""	""	""
"261"	"160"	""	"29"	""	"3"	""	"42"	""	""	"133"	""	"6"	""	""	"6"	""	""	"9"	""	""	"23"	""	""	"251"	""	""	""	""	"251"	""	""	""	""	""	""	""
"262"	"161"	""	"41"	""	"139"	""	"88"	""	""	"58"	""	"4"	""	""	"4"	""	""	"10"	""	""	"6"	""	""	"350"	""	""	""	""	"350"	""	""	""	""	""	""	""
"263"	"162"	""	"40"	""	"9"	""	"23"	""	""	"82"	""	"4"	""	""	"1"	""	""	"8"	""	""	"14"	""	""	"181"	""	""	""	""	"181"	""	""	""	""	""	""	""
"264"	"163"	""	"67"	""	"3"	""	"34"	""	""	"112"	""	"2"	""	""	"1"	""	""	"0"	""	""	"2"	""	""	"221"	""	""	""	""	"221"	""	""	""	""	""	""	""
"265"	"164"	""	"146"	""	"75"	""	"170"	""	""	"128"	""	"17"	""	""	"5"	""	""	"21"	""	""	"38"	""	""	"600"	""	""	""	""	"600"	""	""	""	""	""	""	""
"266"	"165"	""	"375"	""	"5"	""	"12"	""	""	"2"	""	"1"	""	""	"2"	""	""	"1"	""	""	"4"	""	""	"402"	""	""	""	""	"402"	""	""	""	""	""	""	""
"267"	"165A"	""	"153"	""	"5"	""	"3"	""	""	"15"	""	"2"	""	""	"1"	""	""	"3"	""	""	"10"	""	""	"192"	""	""	""	""	"192"	""	""	""	""	""	""	""
"268"	"Total"	""	"2217"	""	"387"	""	"447"	""	""	"1336"	""	"80"	""	""	"43"	""	""	"90"	""	""	"196"	""	""	"4796"	""	""	""	""	"4796"	""	"0"	""	""	""	""	""
"269"	"Till Last Round"	""	"23884"	""	"2718"	""	"7435"	""	""	"25350"	""	"1078"	""	""	"703"	""	""	"964"	""	""	"2028"	""	""	"64160"	""	""	"0"	""	"64160"	""	"0"	""	""	""	""	""
"270"	"Grand Total"	""	"26101"	""	"3105"	""	"7882"	""	""	"26686"	""	"1158"	""	""	"746"	""	""	"1054"	""	""	"2224"	""	""	"68956"	""	""	"0"	""	"68956"	""	"0"	""	""	""	""	""
"271"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-  185 BAKHTIARPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"272"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""
"273"	"Serial no. of polling station"	""	"Anirudh Kumar"	""	"Pramod Kumar NIrala"	""	"Lal Krishna Yadav"	""	""	"Vinode Yadav"	""	"Kumar Indradeo
Prasad"	""	""	"Dayanand Paswan"	""	""	"Ram Jatan Chaudhary"	""	""	"Md. Sarfaraj Ahmad"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"274"	"166"	""	"261"	""	"13"	""	"17"	""	""	"10"	""	"3"	""	""	"3"	""	""	"0"	""	""	"5"	""	""	"312"	""	""	""	""	"312"	""	""	""	""	""	""	""
"275"	"166A"	""	"240"	""	"6"	""	"19"	""	""	"8"	""	"2"	""	""	"2"	""	""	"8"	""	""	"30"	""	""	"315"	""	""	""	""	"315"	""	""	""	""	""	""	""
"276"	"167"	""	"33"	""	"4"	""	"88"	""	""	"97"	""	"4"	""	""	"2"	""	""	"6"	""	""	"8"	""	""	"242"	""	""	""	""	"242"	""	""	""	""	""	""	""
"277"	"168"	""	"38"	""	"2"	""	"122"	""	""	"70"	""	"9"	""	""	"4"	""	""	"17"	""	""	"14"	""	""	"276"	""	""	""	""	"276"	""	""	""	""	""	""	""
"278"	"169"	""	"272"	""	"5"	""	"66"	""	""	"18"	""	"7"	""	""	"7"	""	""	"7"	""	""	"29"	""	""	"411"	""	""	""	""	"411"	""	""	""	""	""	""	""
"279"	"170"	""	"75"	""	"8"	""	"21"	""	""	"52"	""	"4"	""	""	"5"	""	""	"11"	""	""	"10"	""	""	"186"	""	""	""	""	"186"	""	""	""	""	""	""	""
"280"	"171"	""	"218"	""	"22"	""	"49"	""	""	"39"	""	"6"	""	""	"7"	""	""	"13"	""	""	"30"	""	""	"384"	""	""	""	""	"384"	""	""	""	""	""	""	""
"281"	"172"	""	"331"	""	"15"	""	"22"	""	""	"8"	""	"3"	""	""	"5"	""	""	"9"	""	""	"26"	""	""	"419"	""	""	""	""	"419"	""	""	""	""	""	""	""
"282"	"173"	""	"384"	""	"8"	""	"10"	""	""	"7"	""	"2"	""	""	"3"	""	""	"1"	""	""	"31"	""	""	"446"	""	""	""	""	"446"	""	""	""	""	""	""	""
"283"	"174"	""	"98"	""	"28"	""	"20"	""	""	"59"	""	"19"	""	""	"4"	""	""	"9"	""	""	"21"	""	""	"258"	""	""	""	""	"258"	""	""	""	""	""	""	""
"284"	"175"	""	"47"	""	"2"	""	"12"	""	""	"226"	""	"7"	""	""	"3"	""	""	"5"	""	""	"2"	""	""	"304"	""	""	""	""	"304"	""	""	""	""	""	""	""
"285"	"175A"	""	"14"	""	"102"	""	"10"	""	""	"76"	""	"3"	""	""	"3"	""	""	"9"	""	""	"25"	""	""	"242"	""	""	""	""	"242"	""	""	""	""	""	""	""
"286"	"176"	""	"41"	""	"1"	""	"7"	""	""	"345"	""	"4"	""	""	"2"	""	""	"6"	""	""	"0"	""	""	"406"	""	""	""	""	"406"	""	""	""	""	""	""	""
"287"	"177"	""	"49"	""	"4"	""	"27"	""	""	"206"	""	"4"	""	""	"3"	""	""	"4"	""	""	"10"	""	""	"307"	""	""	""	""	"307"	""	""	""	""	""	""	""
"288"	"Total"	""	"2101"	""	"220"	""	"490"	""	""	"1221"	""	"77"	""	""	"53"	""	""	"105"	""	""	"241"	""	""	"4508"	""	""	""	""	"4508"	""	"0"	""	""	""	""	""
"289"	"Till Last Round"	""	"26101"	""	"3105"	""	"7882"	""	""	"26686"	""	"1158"	""	""	"746"	""	""	"1054"	""	""	"2224"	""	""	"68956"	""	""	"0"	""	"68956"	""	"0"	""	""	""	""	""
"290"	"Grand Total"	""	"28202"	""	"3325"	""	"8372"	""	""	"27907"	""	"1235"	""	""	"799"	""	""	"1159"	""	""	"2465"	""	""	"73464"	""	""	"0"	""	"73464"	""	"0"	""	""	""	""	""
"291"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-  185 BAKHTIARPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""
"293"	"Serial no. of polling station"	""	"Anirudh Kumar"	""	"Pramod Kumar NIrala"	""	"Lal Krishna Yadav"	""	""	"Vinode Yadav"	""	"Kumar Indradeo
Prasad"	""	""	"Dayanand Paswan"	""	""	"Ram Jatan Chaudhary"	""	""	"Md. Sarfaraj Ahmad"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"178"	""	"41"	""	"6"	""	"48"	""	""	"537"	""	"14"	""	""	"4"	""	""	"6"	""	""	"32"	""	""	"688"	""	""	""	""	"688"	""	""	""	""	""	""	""
"295"	"179"	""	"43"	""	"43"	""	"71"	""	""	"373"	""	"11"	""	""	"8"	""	""	"13"	""	""	"34"	""	""	"596"	""	""	""	""	"596"	""	""	""	""	""	""	""
"296"	"180"	""	"40"	""	"4"	""	"8"	""	""	"286"	""	"4"	""	""	"9"	""	""	"1"	""	""	"4"	""	""	"356"	""	""	""	""	"356"	""	""	""	""	""	""	""
"297"	"180A"	""	"49"	""	"5"	""	"29"	""	""	"272"	""	"6"	""	""	"9"	""	""	"4"	""	""	"4"	""	""	"378"	""	""	""	""	"378"	""	""	""	""	""	""	""
"298"	"181"	""	"68"	""	"0"	""	"17"	""	""	"176"	""	"3"	""	""	"0"	""	""	"0"	""	""	"2"	""	""	"266"	""	""	""	""	"266"	""	""	""	""	""	""	""
"299"	"182"	""	"146"	""	"9"	""	"18"	""	""	"150"	""	"2"	""	""	"1"	""	""	"2"	""	""	"2"	""	""	"330"	""	""	""	""	"330"	""	""	""	""	""	""	""
"300"	"182A"	""	"115"	""	"2"	""	"10"	""	""	"165"	""	"7"	""	""	"1"	""	""	"3"	""	""	"4"	""	""	"307"	""	""	""	""	"307"	""	""	""	""	""	""	""
"301"	"183"	""	"40"	""	"0"	""	"5"	""	""	"307"	""	"8"	""	""	"3"	""	""	"4"	""	""	"6"	""	""	"373"	""	""	""	""	"373"	""	""	""	""	""	""	""
"302"	"184"	""	"48"	""	"6"	""	"3"	""	""	"421"	""	"7"	""	""	"4"	""	""	"4"	""	""	"2"	""	""	"495"	""	""	""	""	"495"	""	""	""	""	""	""	""
"303"	"185"	""	"108"	""	"12"	""	"149"	""	""	"178"	""	"17"	""	""	"23"	""	""	"22"	""	""	"31"	""	""	"540"	""	""	""	""	"540"	""	""	""	""	""	""	""
"304"	"186"	""	"261"	""	"6"	""	"16"	""	""	"87"	""	"6"	""	""	"1"	""	""	"6"	""	""	"8"	""	""	"391"	""	""	""	""	"391"	""	""	""	""	""	""	""
"305"	"187"	""	"128"	""	"13"	""	"20"	""	""	"355"	""	"16"	""	""	"8"	""	""	"13"	""	""	"14"	""	""	"567"	""	""	""	""	"567"	""	""	""	""	""	""	""
"306"	"188"	""	"119"	""	"4"	""	"14"	""	""	"130"	""	"3"	""	""	"1"	""	""	"0"	""	""	"4"	""	""	"275"	""	""	""	""	"275"	""	""	""	""	""	""	""
"307"	"189"	""	"136"	""	"12"	""	"39"	""	""	"241"	""	"7"	""	""	"6"	""	""	"8"	""	""	"23"	""	""	"472"	""	""	""	""	"472"	""	""	""	""	""	""	""
"308"	"Total"	""	"1342"	""	"122"	""	"447"	""	""	"3678"	""	"111"	""	""	"78"	""	""	"86"	""	""	"170"	""	""	"6034"	""	""	""	""	"6034"	""	"0"	""	""	""	""	""
"309"	"Till Last Round"	""	"28202"	""	"3325"	""	"8372"	""	""	"27907"	""	"1235"	""	""	"799"	""	""	"1159"	""	""	"2465"	""	""	"73464"	""	""	"0"	""	"73464"	""	"0"	""	""	""	""	""
"310"	"Grand Total"	""	"29544"	""	"3447"	""	"8819"	""	""	"31585"	""	"1346"	""	""	"877"	""	""	"1245"	""	""	"2635"	""	""	"79498"	""	""	"0"	""	"79498"	""	"0"	""	""	""	""	""
"311"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-  185 BAKHTIARPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"312"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""
"313"	"Serial no. of polling station"	""	"Anirudh Kumar"	""	"Pramod Kumar NIrala"	""	"Lal Krishna Yadav"	""	""	"Vinode Yadav"	""	"Kumar Indradeo
Prasad"	""	""	"Dayanand Paswan"	""	""	"Ram Jatan Chaudhary"	""	""	"Md. Sarfaraj Ahmad"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"314"	"190"	""	"43"	""	"0"	""	"1"	""	""	"126"	""	"1"	""	""	"3"	""	""	"0"	""	""	"3"	""	""	"177"	""	""	""	""	"177"	""	""	""	""	""	""	""
"315"	"191"	""	"169"	""	"10"	""	"50"	""	""	"178"	""	"13"	""	""	"4"	""	""	"5"	""	""	"9"	""	""	"438"	""	""	""	""	"438"	""	""	""	""	""	""	""
"316"	"192"	""	"266"	""	"0"	""	"23"	""	""	"247"	""	"11"	""	""	"2"	""	""	"3"	""	""	"13"	""	""	"565"	""	""	""	""	"565"	""	""	""	""	""	""	""
"317"	"193"	""	"64"	""	"4"	""	"37"	""	""	"231"	""	"11"	""	""	"5"	""	""	"6"	""	""	"11"	""	""	"369"	""	""	""	""	"369"	""	""	""	""	""	""	""
"318"	"193A"	""	"227"	""	"10"	""	"25"	""	""	"70"	""	"3"	""	""	"2"	""	""	"4"	""	""	"22"	""	""	"363"	""	""	""	""	"363"	""	""	""	""	""	""	""
"319"	"194"	""	"82"	""	"3"	""	"4"	""	""	"177"	""	"7"	""	""	"4"	""	""	"3"	""	""	"6"	""	""	"286"	""	""	""	""	"286"	""	""	""	""	""	""	""
"320"	"194A"	""	"311"	""	"7"	""	"8"	""	""	"15"	""	"1"	""	""	"5"	""	""	"4"	""	""	"16"	""	""	"367"	""	""	""	""	"367"	""	""	""	""	""	""	""
"321"	"195"	""	"148"	""	"4"	""	"7"	""	""	"72"	""	"1"	""	""	"4"	""	""	"4"	""	""	"7"	""	""	"247"	""	""	""	""	"247"	""	""	""	""	""	""	""
"322"	"196"	""	"61"	""	"8"	""	"94"	""	""	"248"	""	"10"	""	""	"11"	""	""	"10"	""	""	"9"	""	""	"451"	""	""	""	""	"451"	""	""	""	""	""	""	""
"323"	"197"	""	"90"	""	"14"	""	"23"	""	""	"91"	""	"12"	""	""	"9"	""	""	"2"	""	""	"7"	""	""	"248"	""	""	""	""	"248"	""	""	""	""	""	""	""
"324"	"198"	""	"9"	""	"2"	""	"4"	""	""	"222"	""	"6"	""	""	"0"	""	""	"0"	""	""	"2"	""	""	"245"	""	""	""	""	"245"	""	""	""	""	""	""	""
"325"	"198A"	""	"34"	""	"1"	""	"4"	""	""	"295"	""	"7"	""	""	"1"	""	""	"2"	""	""	"1"	""	""	"345"	""	""	""	""	"345"	""	""	""	""	""	""	""
"326"	"199"	""	"42"	""	"57"	""	"20"	""	""	"143"	""	"9"	""	""	"3"	""	""	"9"	""	""	"12"	""	""	"295"	""	""	""	""	"295"	""	""	""	""	""	""	""
"327"	"200"	""	"8"	""	"3"	""	"1"	""	""	"143"	""	"3"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"158"	""	""	""	""	"158"	""	""	""	""	""	""	""
"328"	"Total"	""	"1554"	""	"123"	""	"301"	""	""	"2258"	""	"95"	""	""	"53"	""	""	"52"	""	""	"118"	""	""	"4554"	""	""	""	""	"4554"	""	"0"	""	""	""	""	""
"329"	"Till Last Round"	""	"29544"	""	"3447"	""	"8819"	""	""	"31585"	""	"1346"	""	""	"877"	""	""	"1245"	""	""	"2635"	""	""	"79498"	""	""	"0"	""	"79498"	""	"0"	""	""	""	""	""
"330"	"Grand Total"	""	"31098"	""	"3570"	""	"9120"	""	""	"33843"	""	"1441"	""	""	"930"	""	""	"1297"	""	""	"2753"	""	""	"84052"	""	""	"0"	""	"84052"	""	"0"	""	""	""	""	""
"331"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-  185 BAKHTIARPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"332"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""
"333"	"Serial no. of polling station"	""	"Anirudh Kumar"	""	"Pramod Kumar NIrala"	""	"Lal Krishna Yadav"	""	""	"Vinode Yadav"	""	"Kumar Indradeo
Prasad"	""	""	"Dayanand Paswan"	""	""	"Ram Jatan Chaudhary"	""	""	"Md. Sarfaraj Ahmad"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"334"	"201"	""	"93"	""	"81"	""	"85"	""	""	"69"	""	"10"	""	""	"11"	""	""	"7"	""	""	"8"	""	""	"364"	""	""	""	""	"364"	""	""	""	""	""	""	""
"335"	"202"	""	"84"	""	"10"	""	"7"	""	""	"150"	""	"5"	""	""	"0"	""	""	"4"	""	""	"6"	""	""	"266"	""	""	""	""	"266"	""	""	""	""	""	""	""
"336"	"202A"	""	"91"	""	"5"	""	"153"	""	""	"150"	""	"8"	""	""	"14"	""	""	"18"	""	""	"45"	""	""	"484"	""	""	""	""	"484"	""	""	""	""	""	""	""
"337"	"203"	""	"102"	""	"2"	""	"87"	""	""	"65"	""	"1"	""	""	"4"	""	""	"4"	""	""	"6"	""	""	"271"	""	""	""	""	"271"	""	""	""	""	""	""	""
"338"	"204"	""	"284"	""	"3"	""	"3"	""	""	"71"	""	"2"	""	""	"0"	""	""	"2"	""	""	"5"	""	""	"370"	""	""	""	""	"370"	""	""	""	""	""	""	""
"339"	"205"	""	"107"	""	"30"	""	"25"	""	""	"21"	""	"13"	""	""	"9"	""	""	"4"	""	""	"12"	""	""	"221"	""	""	""	""	"221"	""	""	""	""	""	""	""
"340"	"206"	""	"201"	""	"5"	""	"32"	""	""	"100"	""	"36"	""	""	"4"	""	""	"11"	""	""	"8"	""	""	"397"	""	""	""	""	"397"	""	""	""	""	""	""	""
"341"	"207"	""	"171"	""	"4"	""	"62"	""	""	"74"	""	"18"	""	""	"5"	""	""	"5"	""	""	"13"	""	""	"352"	""	""	""	""	"352"	""	""	""	""	""	""	""
"342"	"208"	""	"60"	""	"3"	""	"3"	""	""	"106"	""	"3"	""	""	"1"	""	""	"4"	""	""	"18"	""	""	"198"	""	""	""	""	"198"	""	""	""	""	""	""	""
"343"	"209"	""	"36"	""	"1"	""	"1"	""	""	"56"	""	"2"	""	""	"0"	""	""	"1"	""	""	"5"	""	""	"102"	""	""	""	""	"102"	""	""	""	""	""	""	""
"344"	"210"	""	"67"	""	"2"	""	"24"	""	""	"248"	""	"16"	""	""	"2"	""	""	"11"	""	""	"9"	""	""	"379"	""	""	""	""	"379"	""	""	""	""	""	""	""
"345"	"211"	""	"68"	""	"3"	""	"26"	""	""	"102"	""	"10"	""	""	"0"	""	""	"24"	""	""	"13"	""	""	"246"	""	""	""	""	"246"	""	""	""	""	""	""	""
"346"	"212"	""	"17"	""	"1"	""	"12"	""	""	"186"	""	"2"	""	""	"3"	""	""	"7"	""	""	"5"	""	""	"233"	""	""	""	""	"233"	""	""	""	""	""	""	""
"347"	"213"	""	"43"	""	"2"	""	"0"	""	""	"121"	""	"4"	""	""	"1"	""	""	"1"	""	""	"2"	""	""	"174"	""	""	""	""	"174"	""	""	""	""	""	""	""
"348"	"Total"	""	"1424"	""	"152"	""	"520"	""	""	"1519"	""	"130"	""	""	"54"	""	""	"103"	""	""	"155"	""	""	"4057"	""	""	""	""	"4057"	""	"0"	""	""	""	""	""
"349"	"Till Last Round"	""	"31098"	""	"3570"	""	"9120"	""	""	"33843"	""	"1441"	""	""	"930"	""	""	"1297"	""	""	"2753"	""	""	"84052"	""	""	"0"	""	"84052"	""	"0"	""	""	""	""	""
"350"	"Grand Total"	""	"32522"	""	"3722"	""	"9640"	""	""	"35362"	""	"1571"	""	""	"984"	""	""	"1400"	""	""	"2908"	""	""	"88109"	""	""	"0"	""	"88109"	""	"0"	""	""	""	""	""
"351"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-  185 BAKHTIARPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""
"353"	"Serial no. of polling station"	""	"Anirudh Kumar"	""	"Pramod Kumar NIrala"	""	"Lal Krishna Yadav"	""	""	"Vinode Yadav"	""	"Kumar Indradeo
Prasad"	""	""	"Dayanand Paswan"	""	""	"Ram Jatan Chaudhary"	""	""	"Md. Sarfaraj Ahmad"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"354"	"214"	""	"31"	""	"20"	""	"22"	""	""	"113"	""	"4"	""	""	"1"	""	""	"1"	""	""	"3"	""	""	"195"	""	""	""	""	"195"	""	""	""	""	""	""	""
"355"	"215"	""	"16"	""	"0"	""	"9"	""	""	"138"	""	"7"	""	""	"4"	""	""	"2"	""	""	"6"	""	""	"182"	""	""	""	""	"182"	""	""	""	""	""	""	""
"356"	"216"	""	"150"	""	"20"	""	"47"	""	""	"161"	""	"10"	""	""	"10"	""	""	"9"	""	""	"19"	""	""	"426"	""	""	""	""	"426"	""	""	""	""	""	""	""
