"201"	""	""	""	"AJAY PASWAN"	""	""	"CHANDRA MANJHI"	""	""	"BARHO RAJVANSHI"	""	""	""	""	"SHYAMDEO PASWAN"	""	""	""	"BIJAY CHAUDHARY"	""	""	""	"RAJ KUMAR MANJHI"	""	""	""	"CHANDRA BHAN PASWAN"	""	""	""	"DHANANANJ AY  PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"202"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	""	"9"	""	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	"14"	""	""	""	""
"203"	"1"	"136"	""	"162"	""	""	"20"	""	""	"8"	""	""	""	""	"44"	""	""	""	"27"	""	""	""	"119"	""	""	""	"3"	""	""	""	"8"	""	""	""	"391"	""	""	""	"0"	""	""	""	"391"	""	""	""	""	""	""	""	""
"204"	"2"	"137"	""	"60"	""	""	"3"	""	""	"5"	""	""	""	""	"42"	""	""	""	"13"	""	""	""	"156"	""	""	""	"13"	""	""	""	"33"	""	""	""	"325"	""	""	""	"0"	""	""	""	"325"	""	""	""	""	""	""	""	""
"205"	"3"	"138"	""	"132"	""	""	"14"	""	""	"13"	""	""	""	""	"58"	""	""	""	"14"	""	""	""	"22"	""	""	""	"4"	""	""	""	"17"	""	""	""	"274"	""	""	""	"0"	""	""	""	"274"	""	""	""	""	""	""	""	""
"206"	"4"	"139"	""	"163"	""	""	"9"	""	""	"8"	""	""	""	""	"119"	""	""	""	"15"	""	""	""	"31"	""	""	""	"5"	""	""	""	"10"	""	""	""	"360"	""	""	""	"0"	""	""	""	"360"	""	""	""	""	""	""	""	""
"207"	"5"	"140"	""	"134"	""	""	"14"	""	""	"43"	""	""	""	""	"60"	""	""	""	"12"	""	""	""	"6"	""	""	""	"1"	""	""	""	"13"	""	""	""	"283"	""	""	""	"0"	""	""	""	"283"	""	""	""	""	""	""	""	""
"208"	"6"	"141"	""	"126"	""	""	"10"	""	""	"12"	""	""	""	""	"98"	""	""	""	"20"	""	""	""	"55"	""	""	""	"12"	""	""	""	"19"	""	""	""	"352"	""	""	""	"0"	""	""	""	"352"	""	""	""	""	""	""	""	""
"209"	"7"	"142"	""	"80"	""	""	"0"	""	""	"9"	""	""	""	""	"69"	""	""	""	"7"	""	""	""	"2"	""	""	""	"0"	""	""	""	"5"	""	""	""	"172"	""	""	""	"0"	""	""	""	"172"	""	""	""	""	""	""	""	""
"210"	"8"	"143"	""	"0"	""	""	"0"	""	""	"0"	""	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	""	""	""	""	""
"211"	"9"	"144"	""	"114"	""	""	"7"	""	""	"3"	""	""	""	""	"14"	""	""	""	"1"	""	""	""	"36"	""	""	""	"0"	""	""	""	"5"	""	""	""	"180"	""	""	""	"0"	""	""	""	"180"	""	""	""	""	""	""	""	""
"212"	"10"	"144A"	""	"124"	""	""	"10"	""	""	"10"	""	""	""	""	"194"	""	""	""	"17"	""	""	""	"173"	""	""	""	"8"	""	""	""	"6"	""	""	""	"542"	""	""	""	"0"	""	""	""	"542"	""	""	""	""	""	""	""	""
"213"	"11"	"145"	""	"53"	""	""	"3"	""	""	"17"	""	""	""	""	"192"	""	""	""	"14"	""	""	""	"4"	""	""	""	"3"	""	""	""	"4"	""	""	""	"290"	""	""	""	"0"	""	""	""	"290"	""	""	""	""	""	""	""	""
"214"	"12"	"145A"	""	"56"	""	""	"3"	""	""	"15"	""	""	""	""	"122"	""	""	""	"24"	""	""	""	"62"	""	""	""	"9"	""	""	""	"8"	""	""	""	"299"	""	""	""	"0"	""	""	""	"299"	""	""	""	""	""	""	""	""
"215"	"13"	"146"	""	"275"	""	""	"14"	""	""	"16"	""	""	""	""	"51"	""	""	""	"12"	""	""	""	"69"	""	""	""	"7"	""	""	""	"16"	""	""	""	"460"	""	""	""	"0"	""	""	""	"460"	""	""	""	""	""	""	""	""
"216"	"14"	"147"	""	"173"	""	""	"9"	""	""	"12"	""	""	""	""	"96"	""	""	""	"22"	""	""	""	"95"	""	""	""	"13"	""	""	""	"26"	""	""	""	"446"	""	""	""	"0"	""	""	""	"446"	""	""	""	""	""	""	""	""
"217"	"Total"	""	""	"1652"	""	""	"116"	""	""	"171"	""	""	""	""	"1159"	""	""	""	"198"	""	""	""	"830"	""	""	""	"78"	""	""	""	"170"	""	""	""	"4374"	""	""	""	"0"	""	""	""	"4374"	""	""	""	""	""	""	""	""
"218"	"Table No"	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""
"219"	""	""	""	"AJAY PASWAN"	""	""	"CHANDRA MANJHI"	""	""	"BARHO RAJVANSHI"	""	""	""	""	"SHYAMDEO PASWAN"	""	""	""	"BIJAY CHAUDHARY"	""	""	""	"RAJ KUMAR MANJHI"	""	""	""	"CHANDRA BHAN PASWAN"	""	""	""	"DHANANANJ AY  PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"220"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	""	"9"	""	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	"14"	""	""	""	""
"221"	"1"	"148"	""	"159"	""	""	"8"	""	""	"36"	""	""	""	""	"209"	""	""	""	"25"	""	""	""	"51"	""	""	""	"8"	""	""	""	"29"	""	""	""	"525"	""	""	""	"0"	""	""	""	"525"	""	""	""	""	""	""	""	""
"222"	"2"	"149"	""	"24"	""	""	"0"	""	""	"12"	""	""	""	""	"101"	""	""	""	"7"	""	""	""	"5"	""	""	""	"0"	""	""	""	"1"	""	""	""	"150"	""	""	""	"0"	""	""	""	"150"	""	""	""	""	""	""	""	""
"223"	"3"	"150"	""	"99"	""	""	"6"	""	""	"6"	""	""	""	""	"47"	""	""	""	"1"	""	""	""	"24"	""	""	""	"0"	""	""	""	"5"	""	""	""	"188"	""	""	""	"0"	""	""	""	"188"	""	""	""	""	""	""	""	""
"224"	"4"	"150A"	""	"47"	""	""	"7"	""	""	"5"	""	""	""	""	"77"	""	""	""	"12"	""	""	""	"61"	""	""	""	"6"	""	""	""	"3"	""	""	""	"218"	""	""	""	"0"	""	""	""	"218"	""	""	""	""	""	""	""	""
"225"	"5"	"151"	""	"190"	""	""	"17"	""	""	"18"	""	""	""	""	"55"	""	""	""	"12"	""	""	""	"63"	""	""	""	"7"	""	""	""	"9"	""	""	""	"371"	""	""	""	"0"	""	""	""	"371"	""	""	""	""	""	""	""	""
"226"	"6"	"152"	""	"59"	""	""	"11"	""	""	"12"	""	""	""	""	"103"	""	""	""	"17"	""	""	""	"22"	""	""	""	"5"	""	""	""	"2"	""	""	""	"231"	""	""	""	"0"	""	""	""	"231"	""	""	""	""	""	""	""	""
"227"	"7"	"153"	""	"194"	""	""	"4"	""	""	"9"	""	""	""	""	"202"	""	""	""	"17"	""	""	""	"60"	""	""	""	"2"	""	""	""	"9"	""	""	""	"497"	""	""	""	"0"	""	""	""	"497"	""	""	""	""	""	""	""	""
"228"	"8"	"154"	""	"129"	""	""	"7"	""	""	"6"	""	""	""	""	"156"	""	""	""	"17"	""	""	""	"79"	""	""	""	"9"	""	""	""	"9"	""	""	""	"412"	""	""	""	"0"	""	""	""	"412"	""	""	""	""	""	""	""	""
"229"	"9"	"155"	""	"27"	""	""	"18"	""	""	"58"	""	""	""	""	"343"	""	""	""	"17"	""	""	""	"68"	""	""	""	"5"	""	""	""	"4"	""	""	""	"540"	""	""	""	"0"	""	""	""	"540"	""	""	""	""	""	""	""	""
"230"	"10"	"156"	""	"35"	""	""	"7"	""	""	"36"	""	""	""	""	"222"	""	""	""	"42"	""	""	""	"60"	""	""	""	"11"	""	""	""	"12"	""	""	""	"425"	""	""	""	"0"	""	""	""	"425"	""	""	""	""	""	""	""	""
"231"	"11"	"157"	""	"294"	""	""	"5"	""	""	"6"	""	""	""	""	"54"	""	""	""	"1"	""	""	""	"5"	""	""	""	"0"	""	""	""	"0"	""	""	""	"365"	""	""	""	"0"	""	""	""	"365"	""	""	""	""	""	""	""	""
"232"	"12"	"158"	""	"68"	""	""	"4"	""	""	"9"	""	""	""	""	"374"	""	""	""	"16"	""	""	""	"8"	""	""	""	"1"	""	""	""	"1"	""	""	""	"481"	""	""	""	"0"	""	""	""	"481"	""	""	""	""	""	""	""	""
"233"	"13"	"159"	""	"29"	""	""	"7"	""	""	"10"	""	""	""	""	"153"	""	""	""	"20"	""	""	""	"44"	""	""	""	"9"	""	""	""	"18"	""	""	""	"290"	""	""	""	"0"	""	""	""	"290"	""	""	""	""	""	""	""	""
"234"	"14"	"160"	""	"4"	""	""	"0"	""	""	"11"	""	""	""	""	"309"	""	""	""	"4"	""	""	""	"2"	""	""	""	"0"	""	""	""	"1"	""	""	""	"331"	""	""	""	"0"	""	""	""	"331"	""	""	""	""	""	""	""	""
"235"	"Total"	""	""	"1358"	""	""	"101"	""	""	"234"	""	""	""	""	"2405"	""	""	""	"208"	""	""	""	"552"	""	""	""	"63"	""	""	""	"103"	""	""	""	"5024"	""	""	""	"0"	""	""	""	"5024"	""	""	""	""	""	""	""	""
"236"	"Table No"	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""
"237"	""	""	""	"AJAY PASWAN"	""	""	"CHANDRA MANJHI"	""	""	"BARHO RAJVANSHI"	""	""	""	""	"SHYAMDEO PASWAN"	""	""	""	"BIJAY CHAUDHARY"	""	""	""	"RAJ KUMAR MANJHI"	""	""	""	"CHANDRA BHAN PASWAN"	""	""	""	"DHANANANJ AY  PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"238"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	""	"9"	""	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	"14"	""	""	""	""
"239"	"1"	"161"	""	"67"	""	""	"11"	""	""	"7"	""	""	""	""	"259"	""	""	""	"22"	""	""	""	"9"	""	""	""	"2"	""	""	""	"7"	""	""	""	"384"	""	""	""	"0"	""	""	""	"384"	""	""	""	""	""	""	""	""
"240"	"2"	"162"	""	"85"	""	""	"6"	""	""	"36"	""	""	""	""	"82"	""	""	""	"11"	""	""	""	"4"	""	""	""	"6"	""	""	""	"5"	""	""	""	"235"	""	""	""	"0"	""	""	""	"235"	""	""	""	""	""	""	""	""
"241"	"3"	"163"	""	"8"	""	""	"2"	""	""	"67"	""	""	""	""	"159"	""	""	""	"10"	""	""	""	"27"	""	""	""	"9"	""	""	""	"4"	""	""	""	"286"	""	""	""	"0"	""	""	""	"286"	""	""	""	""	""	""	""	""
"242"	"4"	"164"	""	"16"	""	""	"21"	""	""	"25"	""	""	""	""	"147"	""	""	""	"14"	""	""	""	"4"	""	""	""	"1"	""	""	""	"5"	""	""	""	"233"	""	""	""	"0"	""	""	""	"233"	""	""	""	""	""	""	""	""
"243"	"5"	"165"	""	"19"	""	""	"0"	""	""	"37"	""	""	""	""	"96"	""	""	""	"7"	""	""	""	"8"	""	""	""	"1"	""	""	""	"2"	""	""	""	"170"	""	""	""	"0"	""	""	""	"170"	""	""	""	""	""	""	""	""
"244"	"6"	"166"	""	"117"	""	""	"5"	""	""	"47"	""	""	""	""	"213"	""	""	""	"30"	""	""	""	"80"	""	""	""	"10"	""	""	""	"23"	""	""	""	"525"	""	""	""	"0"	""	""	""	"525"	""	""	""	""	""	""	""	""
"245"	"7"	"167"	""	"38"	""	""	"30"	""	""	"49"	""	""	""	""	"250"	""	""	""	"12"	""	""	""	"5"	""	""	""	"4"	""	""	""	"10"	""	""	""	"398"	""	""	""	"0"	""	""	""	"398"	""	""	""	""	""	""	""	""
"246"	"8"	"168"	""	"37"	""	""	"5"	""	""	"16"	""	""	""	""	"239"	""	""	""	"22"	""	""	""	"6"	""	""	""	"1"	""	""	""	"4"	""	""	""	"330"	""	""	""	"0"	""	""	""	"330"	""	""	""	""	""	""	""	""
"247"	"9"	"168A"	""	"14"	""	""	"1"	""	""	"17"	""	""	""	""	"285"	""	""	""	"9"	""	""	""	"5"	""	""	""	"4"	""	""	""	"1"	""	""	""	"336"	""	""	""	"0"	""	""	""	"336"	""	""	""	""	""	""	""	""
"248"	"10"	"169"	""	"115"	""	""	"7"	""	""	"16"	""	""	""	""	"131"	""	""	""	"9"	""	""	""	"45"	""	""	""	"4"	""	""	""	"7"	""	""	""	"334"	""	""	""	"0"	""	""	""	"334"	""	""	""	""	""	""	""	""
"249"	"11"	"170"	""	"23"	""	""	"7"	""	""	"11"	""	""	""	""	"135"	""	""	""	"19"	""	""	""	"50"	""	""	""	"5"	""	""	""	"9"	""	""	""	"259"	""	""	""	"0"	""	""	""	"259"	""	""	""	""	""	""	""	""
"250"	"12"	"171"	""	"22"	""	""	"0"	""	""	"28"	""	""	""	""	"214"	""	""	""	"5"	""	""	""	"3"	""	""	""	"0"	""	""	""	"1"	""	""	""	"273"	""	""	""	"0"	""	""	""	"273"	""	""	""	""	""	""	""	""
"251"	"13"	"172"	""	"114"	""	""	"0"	""	""	"3"	""	""	""	""	"194"	""	""	""	"10"	""	""	""	"3"	""	""	""	"1"	""	""	""	"0"	""	""	""	"325"	""	""	""	"0"	""	""	""	"325"	""	""	""	""	""	""	""	""
"252"	"14"	"173"	""	"45"	""	""	"13"	""	""	"98"	""	""	""	""	"98"	""	""	""	"22"	""	""	""	"96"	""	""	""	"5"	""	""	""	"9"	""	""	""	"386"	""	""	""	"0"	""	""	""	"386"	""	""	""	""	""	""	""	""
"253"	"Total"	""	""	"720"	""	""	"108"	""	""	"457"	""	""	""	""	"2502"	""	""	""	"202"	""	""	""	"345"	""	""	""	"53"	""	""	""	"87"	""	""	""	"4474"	""	""	""	"0"	""	""	""	"4474"	""	""	""	""	""	""	""	""
"254"	"Table No"	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""
"255"	""	""	""	"AJAY PASWAN"	""	""	"CHANDRA MANJHI"	""	""	"BARHO RAJVANSHI"	""	""	""	""	"SHYAMDEO PASWAN"	""	""	""	"BIJAY CHAUDHARY"	""	""	""	"RAJ KUMAR MANJHI"	""	""	""	"CHANDRA BHAN PASWAN"	""	""	""	"DHANANANJ AY  PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"256"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	""	"9"	""	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	"14"	""	""	""	""
"257"	"1"	"174"	""	"50"	""	""	"4"	""	""	"10"	""	""	""	""	"50"	""	""	""	"10"	""	""	""	"27"	""	""	""	"4"	""	""	""	"8"	""	""	""	"163"	""	""	""	"0"	""	""	""	"163"	""	""	""	""	""	""	""	""
"258"	"2"	"174A"	""	"86"	""	""	"24"	""	""	"27"	""	""	""	""	"66"	""	""	""	"10"	""	""	""	"47"	""	""	""	"4"	""	""	""	"21"	""	""	""	"285"	""	""	""	"0"	""	""	""	"285"	""	""	""	""	""	""	""	""
"259"	"3"	"175"	""	"102"	""	""	"5"	""	""	"38"	""	""	""	""	"16"	""	""	""	"0"	""	""	""	"3"	""	""	""	"2"	""	""	""	"2"	""	""	""	"168"	""	""	""	"0"	""	""	""	"168"	""	""	""	""	""	""	""	""
"260"	"4"	"175A"	""	"114"	""	""	"3"	""	""	"62"	""	""	""	""	"106"	""	""	""	"6"	""	""	""	"4"	""	""	""	"6"	""	""	""	"16"	""	""	""	"317"	""	""	""	"0"	""	""	""	"317"	""	""	""	""	""	""	""	""
"261"	"5"	"176"	""	"165"	""	""	"7"	""	""	"19"	""	""	""	""	"18"	""	""	""	"8"	""	""	""	"4"	""	""	""	"0"	""	""	""	"3"	""	""	""	"224"	""	""	""	"0"	""	""	""	"224"	""	""	""	""	""	""	""	""
"262"	"6"	"177"	""	"111"	""	""	"6"	""	""	"11"	""	""	""	""	"57"	""	""	""	"8"	""	""	""	"4"	""	""	""	"3"	""	""	""	"6"	""	""	""	"206"	""	""	""	"0"	""	""	""	"206"	""	""	""	""	""	""	""	""
"263"	"7"	"178"	""	"130"	""	""	"14"	""	""	"126"	""	""	""	""	"144"	""	""	""	"33"	""	""	""	"15"	""	""	""	"5"	""	""	""	"14"	""	""	""	"481"	""	""	""	"0"	""	""	""	"481"	""	""	""	""	""	""	""	""
"264"	"8"	"179"	""	"64"	""	""	"0"	""	""	"3"	""	""	""	""	"373"	""	""	""	"9"	""	""	""	"6"	""	""	""	"0"	""	""	""	"0"	""	""	""	"455"	""	""	""	"0"	""	""	""	"455"	""	""	""	""	""	""	""	""
"265"	"9"	"180"	""	"180"	""	""	"19"	""	""	"113"	""	""	""	""	"57"	""	""	""	"11"	""	""	""	"13"	""	""	""	"8"	""	""	""	"14"	""	""	""	"415"	""	""	""	"0"	""	""	""	"415"	""	""	""	""	""	""	""	""
"266"	"10"	"181"	""	"172"	""	""	"4"	""	""	"28"	""	""	""	""	"5"	""	""	""	"3"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"212"	""	""	""	"0"	""	""	""	"212"	""	""	""	""	""	""	""	""
"267"	"11"	"182"	""	"43"	""	""	"2"	""	""	"46"	""	""	""	""	"147"	""	""	""	"6"	""	""	""	"0"	""	""	""	"5"	""	""	""	"2"	""	""	""	"251"	""	""	""	"0"	""	""	""	"251"	""	""	""	""	""	""	""	""
"268"	"12"	"183"	""	"445"	""	""	"13"	""	""	"33"	""	""	""	""	"32"	""	""	""	"4"	""	""	""	"4"	""	""	""	"3"	""	""	""	"5"	""	""	""	"539"	""	""	""	"0"	""	""	""	"539"	""	""	""	""	""	""	""	""
"269"	"13"	"184"	""	"34"	""	""	"11"	""	""	"184"	""	""	""	""	"45"	""	""	""	"11"	""	""	""	"5"	""	""	""	"4"	""	""	""	"10"	""	""	""	"304"	""	""	""	"0"	""	""	""	"304"	""	""	""	""	""	""	""	""
"270"	"14"	"185"	""	"165"	""	""	"10"	""	""	"57"	""	""	""	""	"43"	""	""	""	"16"	""	""	""	"3"	""	""	""	"13"	""	""	""	"22"	""	""	""	"329"	""	""	""	"0"	""	""	""	"329"	""	""	""	""	""	""	""	""
"271"	"Total"	""	""	"1861"	""	""	"122"	""	""	"757"	""	""	""	""	"1159"	""	""	""	"135"	""	""	""	"135"	""	""	""	"57"	""	""	""	"123"	""	""	""	"4349"	""	""	""	"0"	""	""	""	"4349"	""	""	""	""	""	""	""	""
"272"	"Table No"	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""
"273"	""	""	""	"AJAY PASWAN"	""	""	"CHANDRA MANJHI"	""	""	""	"BARHO RAJVANSHI"	""	""	""	"SHYAMDEO PASWAN"	""	""	""	"BIJAY CHAUDHARY"	""	""	""	"RAJ KUMAR MANJHI"	""	""	""	"CHANDRA BHAN PASWAN"	""	""	""	"DHANANANJ AY  PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"274"	"1"	"2"	""	"3"	""	""	"4"	""	""	""	"5"	""	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	""	"9"	""	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	"14"	""	""	""	""
"275"	"1"	"186"	""	"160"	""	""	"12"	""	""	""	"174"	""	""	""	"13"	""	""	""	"4"	""	""	""	"8"	""	""	""	"10"	""	""	""	"14"	""	""	""	"395"	""	""	""	"0"	""	""	""	"395"	""	""	""	""	""	""	""	""
"276"	"2"	"187"	""	"206"	""	""	"25"	""	""	""	"46"	""	""	""	"26"	""	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	""	""	"2"	""	""	""	"306"	""	""	""	"0"	""	""	""	"306"	""	""	""	""	""	""	""	""
"277"	"3"	"188"	""	"103"	""	""	"6"	""	""	""	"50"	""	""	""	"25"	""	""	""	"6"	""	""	""	"3"	""	""	""	"4"	""	""	""	"13"	""	""	""	"210"	""	""	""	"0"	""	""	""	"210"	""	""	""	""	""	""	""	""
"278"	"4"	"189"	""	"49"	""	""	"5"	""	""	""	"140"	""	""	""	"8"	""	""	""	"2"	""	""	""	"8"	""	""	""	"4"	""	""	""	"6"	""	""	""	"222"	""	""	""	"0"	""	""	""	"222"	""	""	""	""	""	""	""	""
"279"	"5"	"190"	""	"122"	""	""	"15"	""	""	""	"67"	""	""	""	"60"	""	""	""	"25"	""	""	""	"6"	""	""	""	"6"	""	""	""	"13"	""	""	""	"314"	""	""	""	"0"	""	""	""	"314"	""	""	""	""	""	""	""	""
"280"	"6"	"191"	""	"162"	""	""	"16"	""	""	""	"56"	""	""	""	"31"	""	""	""	"4"	""	""	""	"11"	""	""	""	"7"	""	""	""	"18"	""	""	""	"305"	""	""	""	"0"	""	""	""	"305"	""	""	""	""	""	""	""	""
"281"	"7"	"192"	""	"449"	""	""	"1"	""	""	""	"12"	""	""	""	"19"	""	""	""	"3"	""	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	""	""	"485"	""	""	""	"0"	""	""	""	"485"	""	""	""	""	""	""	""	""
"282"	"8"	"193"	""	"152"	""	""	"8"	""	""	""	"17"	""	""	""	"173"	""	""	""	"53"	""	""	""	"4"	""	""	""	"6"	""	""	""	"38"	""	""	""	"451"	""	""	""	"0"	""	""	""	"451"	""	""	""	""	""	""	""	""
"283"	"9"	"194"	""	"359"	""	""	"8"	""	""	""	"88"	""	""	""	"76"	""	""	""	"13"	""	""	""	"7"	""	""	""	"4"	""	""	""	"8"	""	""	""	"563"	""	""	""	"0"	""	""	""	"563"	""	""	""	""	""	""	""	""
"284"	"10"	"195"	""	"115"	""	""	"8"	""	""	""	"3"	""	""	""	"90"	""	""	""	"18"	""	""	""	"2"	""	""	""	"2"	""	""	""	"3"	""	""	""	"241"	""	""	""	"0"	""	""	""	"241"	""	""	""	""	""	""	""	""
"285"	"11"	"196"	""	"83"	""	""	"7"	""	""	""	"18"	""	""	""	"91"	""	""	""	"12"	""	""	""	"3"	""	""	""	"3"	""	""	""	"5"	""	""	""	"222"	""	""	""	"0"	""	""	""	"222"	""	""	""	""	""	""	""	""
"286"	"12"	"197"	""	"66"	""	""	"11"	""	""	""	"20"	""	""	""	"143"	""	""	""	"23"	""	""	""	"10"	""	""	""	"12"	""	""	""	"27"	""	""	""	"312"	""	""	""	"0"	""	""	""	"312"	""	""	""	""	""	""	""	""
"287"	"13"	"197A"	""	"220"	""	""	"20"	""	""	""	"58"	""	""	""	"65"	""	""	""	"10"	""	""	""	"2"	""	""	""	"6"	""	""	""	"6"	""	""	""	"387"	""	""	""	"0"	""	""	""	"387"	""	""	""	""	""	""	""	""
"288"	"14"	"198"	""	"276"	""	""	"31"	""	""	""	"40"	""	""	""	"56"	""	""	""	"11"	""	""	""	"6"	""	""	""	"14"	""	""	""	"13"	""	""	""	"447"	""	""	""	"0"	""	""	""	"447"	""	""	""	""	""	""	""	""
"289"	"Total"	""	""	"2522"	""	""	"173"	""	""	""	"789"	""	""	""	"876"	""	""	""	"184"	""	""	""	"70"	""	""	""	"79"	""	""	""	"167"	""	""	""	"4860"	""	""	""	"0"	""	""	""	"4860"	""	""	""	""	""	""	""	""
"290"	"Table No"	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""
"291"	""	""	""	"AJAY PASWAN"	""	""	"CHANDRA MANJHI"	""	""	"BARHO RAJVANSHI"	""	""	""	""	"SHYAMDEO PASWAN"	""	""	""	"BIJAY CHAUDHARY"	""	""	""	"RAJ KUMAR MANJHI"	""	""	""	"CHANDRA BHAN PASWAN"	""	""	""	"DHANANANJ AY  PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	""	"9"	""	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	"14"	""	""	""	""
"293"	"1"	"199"	""	"184"	""	""	"11"	""	""	"36"	""	""	""	""	"85"	""	""	""	"14"	""	""	""	"4"	""	""	""	"4"	""	""	""	"4"	""	""	""	"342"	""	""	""	"0"	""	""	""	"342"	""	""	""	""	""	""	""	""
"294"	"2"	"200"	""	"72"	""	""	"6"	""	""	"9"	""	""	""	""	"93"	""	""	""	"8"	""	""	""	"21"	""	""	""	"1"	""	""	""	"7"	""	""	""	"217"	""	""	""	"0"	""	""	""	"217"	""	""	""	""	""	""	""	""
"295"	"3"	"201"	""	"203"	""	""	"11"	""	""	"29"	""	""	""	""	"82"	""	""	""	"19"	""	""	""	"6"	""	""	""	"3"	""	""	""	"5"	""	""	""	"358"	""	""	""	"0"	""	""	""	"358"	""	""	""	""	""	""	""	""
"296"	"4"	"202"	""	"278"	""	""	"10"	""	""	"90"	""	""	""	""	"86"	""	""	""	"8"	""	""	""	"7"	""	""	""	"8"	""	""	""	"12"	""	""	""	"499"	""	""	""	"0"	""	""	""	"499"	""	""	""	""	""	""	""	""
"297"	"5"	"203"	""	"70"	""	""	"2"	""	""	"49"	""	""	""	""	"116"	""	""	""	"20"	""	""	""	"2"	""	""	""	"7"	""	""	""	"1"	""	""	""	"267"	""	""	""	"0"	""	""	""	"267"	""	""	""	""	""	""	""	""
"298"	"6"	"204"	""	"33"	""	""	"7"	""	""	"76"	""	""	""	""	"38"	""	""	""	"3"	""	""	""	"9"	""	""	""	"6"	""	""	""	"3"	""	""	""	"175"	""	""	""	"0"	""	""	""	"175"	""	""	""	""	""	""	""	""
"299"	"7"	"205"	""	"42"	""	""	"2"	""	""	"60"	""	""	""	""	"29"	""	""	""	"6"	""	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	""	"141"	""	""	""	"0"	""	""	""	"141"	""	""	""	""	""	""	""	""
"300"	"8"	"205A"	""	"7"	""	""	"0"	""	""	"29"	""	""	""	""	"237"	""	""	""	"6"	""	""	""	"0"	""	""	""	"2"	""	""	""	"0"	""	""	""	"281"	""	""	""	"0"	""	""	""	"281"	""	""	""	""	""	""	""	""
