"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 231-Gaya Moffassil Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency                                                                                                                                                       Round No. ……            1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""
"5"	""	""	""	""	"AWADHESH KUMAR SINGH"	""	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	""	"SURYADEV VERMA"	""	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	""	"JITENDRA RAM"	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	""	""	"MAHESH SINGH YADAV"	""	"YOGENDRA DAS"	""	""	"RAJENDRA PASWAN"	""	""	"LALA PASWAN"	""	""	"VINDESHWA RI PRASAD YADAV"	""	""	""	"SAHABUDDIN"	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"124"	"7"	""	"83"	""	"76"	""	""	"172"	""	"51"	""	"91"	""	""	"5"	""	""	"6"	""	""	"4"	""	""	""	"3"	""	""	"2"	""	"14"	""	""	""	"4"	""	"2"	""	""	"7"	""	""	"121"	""	""	"7"	""	""	""	"9"	""	""	"574"	""	""	""	""	"0"	""	""	""	"574"	""	""	""	""	""	""	""	""	""	""
"125"	"8"	""	"84"	""	"35"	""	""	"101"	""	"41"	""	"3"	""	""	"0"	""	""	"1"	""	""	"3"	""	""	""	"0"	""	""	"0"	""	"5"	""	""	""	"3"	""	"0"	""	""	"1"	""	""	"35"	""	""	"2"	""	""	""	"1"	""	""	"231"	""	""	""	""	"0"	""	""	""	"231"	""	""	""	""	""	""	""	""	""	""
"126"	"9"	""	"84A"	""	"56"	""	""	"93"	""	"34"	""	"1"	""	""	"0"	""	""	"4"	""	""	"0"	""	""	""	"2"	""	""	"2"	""	"7"	""	""	""	"1"	""	"2"	""	""	"1"	""	""	"17"	""	""	"2"	""	""	""	"1"	""	""	"223"	""	""	""	""	"0"	""	""	""	"223"	""	""	""	""	""	""	""	""	""	""
"127"	"10"	""	"85"	""	"23"	""	""	"47"	""	"9"	""	"2"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"3"	""	""	"1"	""	"10"	""	""	""	"1"	""	"4"	""	""	"7"	""	""	"147"	""	""	"8"	""	""	""	"9"	""	""	"271"	""	""	""	""	"0"	""	""	""	"271"	""	""	""	""	""	""	""	""	""	""
"128"	"11"	""	"86"	""	"10"	""	""	"26"	""	"45"	""	"4"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	""	"1"	""	""	"1"	""	"29"	""	""	""	"3"	""	"3"	""	""	"8"	""	""	"141"	""	""	"3"	""	""	""	"12"	""	""	"288"	""	""	""	""	"0"	""	""	""	"288"	""	""	""	""	""	""	""	""	""	""
"129"	"12"	""	"87"	""	"41"	""	""	"202"	""	"99"	""	"14"	""	""	"3"	""	""	"2"	""	""	"0"	""	""	""	"1"	""	""	"3"	""	"8"	""	""	""	"3"	""	"3"	""	""	"7"	""	""	"81"	""	""	"8"	""	""	""	"4"	""	""	"479"	""	""	""	""	"0"	""	""	""	"479"	""	""	""	""	""	""	""	""	""	""
"130"	"13"	""	"88"	""	"151"	""	""	"11"	""	"175"	""	"4"	""	""	"4"	""	""	"2"	""	""	"1"	""	""	""	"0"	""	""	"0"	""	"2"	""	""	""	"4"	""	"1"	""	""	"2"	""	""	"39"	""	""	"3"	""	""	""	"9"	""	""	"408"	""	""	""	""	"0"	""	""	""	"408"	""	""	""	""	""	""	""	""	""	""
"131"	"14"	""	"89"	""	"199"	""	""	"6"	""	"106"	""	"1"	""	""	"9"	""	""	"2"	""	""	"0"	""	""	""	"0"	""	""	"1"	""	"4"	""	""	""	"2"	""	"0"	""	""	"1"	""	""	"72"	""	""	"2"	""	""	""	"5"	""	""	"410"	""	""	""	""	"0"	""	""	""	"410"	""	""	""	""	""	""	""	""	""	""
"132"	"Total"	""	""	""	"1297"	""	""	"939"	""	"678"	""	"186"	""	""	"29"	""	""	"23"	""	""	"11"	""	""	""	"17"	""	""	"17"	""	"94"	""	""	""	"36"	""	"22"	""	""	"70"	""	""	"1303"	""	""	"59"	""	""	""	"101"	""	""	"4882"	""	""	""	""	"0"	""	""	""	"4882"	""	""	""	""	""	""	""	""	""	""
"133"	"Table No."	""	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"134"	""	""	""	""	"AWADHESH KUMAR SINGH"	""	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	"SURYADEV VERMA"	""	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	"JITENDRA RAM"	""	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	"MAHESH SINGH YADAV"	""	""	""	"YOGENDRA DAS"	""	"RAJENDRA PASWAN"	""	""	"LALA PASWAN"	""	""	"VINDESHWA RI PRASAD YADAV"	""	""	"SAHABUDDIN"	""	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"135"	"1"	""	"2"	""	"3"	""	""	"4"	""	"5"	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	"12"	""	""	""	"13"	""	"14"	""	""	"15"	""	""	"16"	""	""	"17"	""	""	""	"18"	""	""	"19"	""	""	""	""	"20"	""	""	""	"21"	""	""	""	"22"	""	""	""	""	""	""
"136"	"1"	""	"90"	""	"147"	""	""	"18"	""	"62"	""	"8"	""	""	"1"	""	""	"6"	""	""	"4"	""	""	""	"5"	""	""	"4"	""	"2"	""	""	""	"5"	""	"3"	""	""	"6"	""	""	"35"	""	""	"3"	""	""	""	"7"	""	""	"316"	""	""	""	""	"0"	""	""	""	"316"	""	""	""	""	""	""	""	""	""	""
"137"	"2"	""	"91"	""	"37"	""	""	"9"	""	"8"	""	"0"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	"0"	""	"1"	""	""	""	"2"	""	"0"	""	""	"7"	""	""	"243"	""	""	"7"	""	""	""	"9"	""	""	"325"	""	""	""	""	"0"	""	""	""	"325"	""	""	""	""	""	""	""	""	""	""
"138"	"3"	""	"92"	""	"109"	""	""	"21"	""	"111"	""	"5"	""	""	"44"	""	""	"4"	""	""	"1"	""	""	""	"2"	""	""	"3"	""	"0"	""	""	""	"5"	""	"0"	""	""	"3"	""	""	"19"	""	""	"10"	""	""	""	"13"	""	""	"350"	""	""	""	""	"0"	""	""	""	"350"	""	""	""	""	""	""	""	""	""	""
"139"	"4"	""	"93"	""	"74"	""	""	"64"	""	"19"	""	"3"	""	""	"3"	""	""	"4"	""	""	"2"	""	""	""	"2"	""	""	"5"	""	"13"	""	""	""	"2"	""	"4"	""	""	"4"	""	""	"30"	""	""	"3"	""	""	""	"6"	""	""	"238"	""	""	""	""	"0"	""	""	""	"238"	""	""	""	""	""	""	""	""	""	""
"140"	"5"	""	"94"	""	"108"	""	""	"63"	""	"10"	""	"18"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	""	"4"	""	""	"2"	""	"8"	""	""	""	"4"	""	"1"	""	""	"7"	""	""	"134"	""	""	"3"	""	""	""	"8"	""	""	"372"	""	""	""	""	"0"	""	""	""	"372"	""	""	""	""	""	""	""	""	""	""
"141"	"6"	""	"94A"	""	"43"	""	""	"116"	""	"15"	""	"0"	""	""	"0"	""	""	"0"	""	""	"2"	""	""	""	"0"	""	""	"1"	""	"1"	""	""	""	"0"	""	"1"	""	""	"1"	""	""	"113"	""	""	"1"	""	""	""	"1"	""	""	"295"	""	""	""	""	"0"	""	""	""	"295"	""	""	""	""	""	""	""	""	""	""
"142"	"7"	""	"95"	""	"149"	""	""	"78"	""	"34"	""	"7"	""	""	"1"	""	""	"3"	""	""	"3"	""	""	""	"5"	""	""	"1"	""	"11"	""	""	""	"2"	""	"0"	""	""	"1"	""	""	"68"	""	""	"6"	""	""	""	"16"	""	""	"385"	""	""	""	""	"0"	""	""	""	"385"	""	""	""	""	""	""	""	""	""	""
"143"	"8"	""	"96"	""	"88"	""	""	"62"	""	"34"	""	"20"	""	""	"1"	""	""	"2"	""	""	"1"	""	""	""	"0"	""	""	"0"	""	"5"	""	""	""	"2"	""	"0"	""	""	"1"	""	""	"72"	""	""	"3"	""	""	""	"3"	""	""	"294"	""	""	""	""	"0"	""	""	""	"294"	""	""	""	""	""	""	""	""	""	""
"144"	"9"	""	"97"	""	"138"	""	""	"68"	""	"33"	""	"2"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	""	"1"	""	""	"0"	""	"24"	""	""	""	"4"	""	"3"	""	""	"6"	""	""	"74"	""	""	"7"	""	""	""	"4"	""	""	"367"	""	""	""	""	"0"	""	""	""	"367"	""	""	""	""	""	""	""	""	""	""
"145"	"10"	""	"98"	""	"73"	""	""	"4"	""	"112"	""	"7"	""	""	"6"	""	""	"4"	""	""	"2"	""	""	""	"2"	""	""	"0"	""	"1"	""	""	""	"2"	""	"2"	""	""	"5"	""	""	"6"	""	""	"4"	""	""	""	"10"	""	""	"240"	""	""	""	""	"0"	""	""	""	"240"	""	""	""	""	""	""	""	""	""	""
"146"	"11"	""	"99"	""	"143"	""	""	"202"	""	"90"	""	"13"	""	""	"5"	""	""	"10"	""	""	"5"	""	""	""	"5"	""	""	"4"	""	"8"	""	""	""	"3"	""	"6"	""	""	"6"	""	""	"192"	""	""	"10"	""	""	""	"2"	""	""	"704"	""	""	""	""	"0"	""	""	""	"704"	""	""	""	""	""	""	""	""	""	""
"147"	"12"	""	"100"	""	"70"	""	""	"61"	""	"42"	""	"5"	""	""	"2"	""	""	"1"	""	""	"1"	""	""	""	"2"	""	""	"0"	""	"4"	""	""	""	"1"	""	"1"	""	""	"2"	""	""	"26"	""	""	"2"	""	""	""	"7"	""	""	"227"	""	""	""	""	"0"	""	""	""	"227"	""	""	""	""	""	""	""	""	""	""
"148"	"13"	""	"101"	""	"30"	""	""	"32"	""	"136"	""	"19"	""	""	"0"	""	""	"3"	""	""	"4"	""	""	""	"5"	""	""	"4"	""	"4"	""	""	""	"4"	""	"6"	""	""	"9"	""	""	"99"	""	""	"7"	""	""	""	"6"	""	""	"368"	""	""	""	""	"0"	""	""	""	"368"	""	""	""	""	""	""	""	""	""	""
"149"	"14"	""	"102"	""	"212"	""	""	"47"	""	"14"	""	"5"	""	""	"4"	""	""	"4"	""	""	"2"	""	""	""	"2"	""	""	"1"	""	"3"	""	""	""	"2"	""	"3"	""	""	"5"	""	""	"88"	""	""	"6"	""	""	""	"14"	""	""	"412"	""	""	""	""	"0"	""	""	""	"412"	""	""	""	""	""	""	""	""	""	""
"150"	"Total"	""	""	""	"1421"	""	""	"845"	""	"720"	""	"112"	""	""	"70"	""	""	"44"	""	""	"28"	""	""	""	"35"	""	""	"25"	""	"85"	""	""	""	"38"	""	"30"	""	""	"63"	""	""	"1199"	""	""	"72"	""	""	""	"106"	""	""	"4893"	""	""	""	""	"0"	""	""	""	"4893"	""	""	""	""	""	""	""	""	""	""
"151"	"Table No."	""	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"152"	""	""	""	""	"AWADHESH KUMAR SINGH"	""	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	"SURYADEV VERMA"	""	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	"JITENDRA RAM"	""	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	"MAHESH SINGH YADAV"	""	""	""	"YOGENDRA DAS"	""	"RAJENDRA PASWAN"	""	""	"LALA PASWAN"	""	""	"VINDESHWA RI PRASAD YADAV"	""	""	"SAHABUDDI N"	""	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"153"	"1"	""	"2"	""	"3"	""	""	"4"	""	"5"	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	"12"	""	""	""	"13"	""	"14"	""	""	"15"	""	""	"16"	""	""	"17"	""	""	""	"18"	""	""	"19"	""	""	""	"20"	""	""	""	""	"21"	""	""	""	"22"	""	""	""	""	""	""
"154"	"1"	""	"103"	""	"164"	""	""	"87"	""	"22"	""	"6"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	""	"2"	""	""	"2"	""	"4"	""	""	""	"2"	""	"1"	""	""	"3"	""	""	"60"	""	""	"3"	""	""	""	"4"	""	""	"362"	""	""	""	"0"	""	""	""	""	"362"	""	""	""	""	""	""	""	""	""	""
"155"	"2"	""	"104"	""	"224"	""	""	"24"	""	"13"	""	"6"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	""	"4"	""	""	"2"	""	"3"	""	""	""	"6"	""	"2"	""	""	"5"	""	""	"63"	""	""	"4"	""	""	""	"19"	""	""	"376"	""	""	""	"0"	""	""	""	""	"376"	""	""	""	""	""	""	""	""	""	""
"156"	"3"	""	"105"	""	"235"	""	""	"64"	""	"11"	""	"3"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	""	"2"	""	""	"2"	""	"4"	""	""	""	"1"	""	"2"	""	""	"5"	""	""	"150"	""	""	"7"	""	""	""	"30"	""	""	"518"	""	""	""	"0"	""	""	""	""	"518"	""	""	""	""	""	""	""	""	""	""
"157"	"4"	""	"106"	""	"28"	""	""	"48"	""	"7"	""	"1"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	"2"	""	"2"	""	""	""	"1"	""	"0"	""	""	"5"	""	""	"93"	""	""	"19"	""	""	""	"11"	""	""	"219"	""	""	""	"0"	""	""	""	""	"219"	""	""	""	""	""	""	""	""	""	""
"158"	"5"	""	"107"	""	"86"	""	""	"118"	""	"7"	""	"2"	""	""	"1"	""	""	"3"	""	""	"1"	""	""	""	"4"	""	""	"1"	""	"4"	""	""	""	"3"	""	"1"	""	""	"1"	""	""	"42"	""	""	"4"	""	""	""	"3"	""	""	"281"	""	""	""	"0"	""	""	""	""	"281"	""	""	""	""	""	""	""	""	""	""
"159"	"6"	""	"108"	""	"48"	""	""	"35"	""	"53"	""	"1"	""	""	"3"	""	""	"1"	""	""	"1"	""	""	""	"1"	""	""	"2"	""	"4"	""	""	""	"0"	""	"4"	""	""	"3"	""	""	"136"	""	""	"1"	""	""	""	"7"	""	""	"300"	""	""	""	"0"	""	""	""	""	"300"	""	""	""	""	""	""	""	""	""	""
"160"	"7"	""	"109"	""	"154"	""	""	"97"	""	"121"	""	"3"	""	""	"3"	""	""	"3"	""	""	"1"	""	""	""	"1"	""	""	"2"	""	"14"	""	""	""	"2"	""	"0"	""	""	"14"	""	""	"172"	""	""	"7"	""	""	""	"12"	""	""	"606"	""	""	""	"0"	""	""	""	""	"606"	""	""	""	""	""	""	""	""	""	""
"161"	"8"	""	"110"	""	"53"	""	""	"27"	""	"50"	""	"5"	""	""	"1"	""	""	"2"	""	""	"1"	""	""	""	"5"	""	""	"1"	""	"6"	""	""	""	"0"	""	"5"	""	""	"0"	""	""	"36"	""	""	"1"	""	""	""	"7"	""	""	"200"	""	""	""	"0"	""	""	""	""	"200"	""	""	""	""	""	""	""	""	""	""
"162"	"9"	""	"111"	""	"83"	""	""	"54"	""	"7"	""	"9"	""	""	"1"	""	""	"2"	""	""	"5"	""	""	""	"2"	""	""	"1"	""	"6"	""	""	""	"2"	""	"2"	""	""	"5"	""	""	"146"	""	""	"9"	""	""	""	"10"	""	""	"344"	""	""	""	"0"	""	""	""	""	"344"	""	""	""	""	""	""	""	""	""	""
"163"	"10"	""	"111A"	""	"60"	""	""	"31"	""	"1"	""	"11"	""	""	"1"	""	""	"3"	""	""	"1"	""	""	""	"2"	""	""	"1"	""	"5"	""	""	""	"1"	""	"2"	""	""	"6"	""	""	"173"	""	""	"8"	""	""	""	"4"	""	""	"310"	""	""	""	"0"	""	""	""	""	"310"	""	""	""	""	""	""	""	""	""	""
"164"	"11"	""	"112"	""	"117"	""	""	"51"	""	"33"	""	"1"	""	""	"0"	""	""	"1"	""	""	"2"	""	""	""	"1"	""	""	"2"	""	"4"	""	""	""	"4"	""	"2"	""	""	"3"	""	""	"155"	""	""	"7"	""	""	""	"7"	""	""	"390"	""	""	""	"0"	""	""	""	""	"390"	""	""	""	""	""	""	""	""	""	""
"165"	"12"	""	"113"	""	"34"	""	""	"32"	""	"64"	""	"11"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	""	"2"	""	""	"0"	""	"2"	""	""	""	"7"	""	"2"	""	""	"3"	""	""	"262"	""	""	"3"	""	""	""	"9"	""	""	"433"	""	""	""	"0"	""	""	""	""	"433"	""	""	""	""	""	""	""	""	""	""
"166"	"13"	""	"114"	""	"34"	""	""	"37"	""	"126"	""	"32"	""	""	"3"	""	""	"5"	""	""	"1"	""	""	""	"1"	""	""	"3"	""	"1"	""	""	""	"1"	""	"2"	""	""	"8"	""	""	"107"	""	""	"4"	""	""	""	"4"	""	""	"369"	""	""	""	"0"	""	""	""	""	"369"	""	""	""	""	""	""	""	""	""	""
"167"	"14"	""	"115"	""	"46"	""	""	"138"	""	"35"	""	"2"	""	""	"3"	""	""	"2"	""	""	"8"	""	""	""	"6"	""	""	"2"	""	"18"	""	""	""	"1"	""	"3"	""	""	"4"	""	""	"262"	""	""	"17"	""	""	""	"10"	""	""	"557"	""	""	""	"0"	""	""	""	""	"557"	""	""	""	""	""	""	""	""	""	""
"168"	"Total"	""	""	""	"1366"	""	""	"843"	""	"550"	""	"93"	""	""	"18"	""	""	"27"	""	""	"23"	""	""	""	"33"	""	""	"23"	""	"77"	""	""	""	"31"	""	"28"	""	""	"65"	""	""	"1857"	""	""	"94"	""	""	""	"137"	""	""	"5265"	""	""	""	"0"	""	""	""	""	"5265"	""	""	""	""	""	""	""	""	""	""
"169"	"Table No."	""	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"170"	""	""	""	""	"AWADHESH KUMAR SINGH"	""	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	"SURYADEV VERMA"	""	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	"JITENDRA RAM"	""	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	"MAHESH SINGH YADAV"	""	""	""	"YOGENDRA DAS"	""	"RAJENDRA PASWAN"	""	""	"LALA PASWAN"	""	""	"VINDESHWA RI PRASAD YADAV"	""	""	"SAHABUDDI N"	""	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"171"	"1"	""	"2"	""	"3"	""	""	"4"	""	"5"	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	"12"	""	""	""	"13"	""	"14"	""	""	"15"	""	""	"16"	""	""	"17"	""	""	""	"18"	""	""	"19"	""	""	""	"20"	""	""	""	""	"21"	""	""	""	"22"	""	""	""	""	""	""
"172"	"1"	""	"116"	""	"54"	""	""	"42"	""	"2"	""	"3"	""	""	"2"	""	""	"36"	""	""	"2"	""	""	""	"3"	""	""	"4"	""	"7"	""	""	""	"5"	""	"3"	""	""	"6"	""	""	"333"	""	""	"3"	""	""	""	"14"	""	""	"519"	""	""	""	"0"	""	""	""	""	"519"	""	""	""	""	""	""	""	""	""	""
"173"	"2"	""	"117"	""	"15"	""	""	"22"	""	"16"	""	"1"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	"3"	""	"8"	""	""	""	"1"	""	"1"	""	""	"7"	""	""	"199"	""	""	"8"	""	""	""	"11"	""	""	"293"	""	""	""	"0"	""	""	""	""	"293"	""	""	""	""	""	""	""	""	""	""
"174"	"3"	""	"118"	""	"29"	""	""	"54"	""	"4"	""	"2"	""	""	"0"	""	""	"4"	""	""	"2"	""	""	""	"1"	""	""	"1"	""	"6"	""	""	""	"1"	""	"1"	""	""	"5"	""	""	"154"	""	""	"3"	""	""	""	"10"	""	""	"277"	""	""	""	"0"	""	""	""	""	"277"	""	""	""	""	""	""	""	""	""	""
"175"	"4"	""	"119"	""	"151"	""	""	"93"	""	"4"	""	"4"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	""	"3"	""	""	"2"	""	"8"	""	""	""	"2"	""	"0"	""	""	"3"	""	""	"199"	""	""	"3"	""	""	""	"9"	""	""	"484"	""	""	""	"0"	""	""	""	""	"484"	""	""	""	""	""	""	""	""	""	""
"176"	"5"	""	"120"	""	"302"	""	""	"238"	""	"10"	""	"2"	""	""	"1"	""	""	"4"	""	""	"1"	""	""	""	"2"	""	""	"2"	""	"22"	""	""	""	"1"	""	"1"	""	""	"1"	""	""	"40"	""	""	"1"	""	""	""	"14"	""	""	"642"	""	""	""	"0"	""	""	""	""	"642"	""	""	""	""	""	""	""	""	""	""
"177"	"6"	""	"121"	""	"220"	""	""	"184"	""	"12"	""	"3"	""	""	"2"	""	""	"3"	""	""	"2"	""	""	""	"2"	""	""	"2"	""	"14"	""	""	""	"2"	""	"4"	""	""	"9"	""	""	"51"	""	""	"12"	""	""	""	"21"	""	""	"543"	""	""	""	"0"	""	""	""	""	"543"	""	""	""	""	""	""	""	""	""	""
"178"	"7"	""	"122"	""	"41"	""	""	"250"	""	"121"	""	"1"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	""	"3"	""	""	"2"	""	"10"	""	""	""	"6"	""	"2"	""	""	"2"	""	""	"110"	""	""	"28"	""	""	""	"19"	""	""	"598"	""	""	""	"0"	""	""	""	""	"598"	""	""	""	""	""	""	""	""	""	""
"179"	"8"	""	"123"	""	"65"	""	""	"177"	""	"31"	""	"18"	""	""	"2"	""	""	"4"	""	""	"7"	""	""	""	"10"	""	""	"6"	""	"45"	""	""	""	"3"	""	"1"	""	""	"5"	""	""	"121"	""	""	"9"	""	""	""	"16"	""	""	"520"	""	""	""	"0"	""	""	""	""	"520"	""	""	""	""	""	""	""	""	""	""
"180"	"9"	""	"124"	""	"54"	""	""	"97"	""	"38"	""	"5"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	""	"2"	""	""	"0"	""	"7"	""	""	""	"1"	""	"4"	""	""	"6"	""	""	"150"	""	""	"22"	""	""	""	"16"	""	""	"405"	""	""	""	"0"	""	""	""	""	"405"	""	""	""	""	""	""	""	""	""	""
"181"	"10"	""	"125"	""	"61"	""	""	"16"	""	"152"	""	"22"	""	""	"7"	""	""	"1"	""	""	"1"	""	""	""	"5"	""	""	"8"	""	"13"	""	""	""	"5"	""	"13"	""	""	"20"	""	""	"178"	""	""	"12"	""	""	""	"31"	""	""	"545"	""	""	""	"0"	""	""	""	""	"545"	""	""	""	""	""	""	""	""	""	""
"182"	"11"	""	"126"	""	"20"	""	""	"125"	""	"22"	""	"3"	""	""	"2"	""	""	"1"	""	""	"3"	""	""	""	"4"	""	""	"5"	""	"38"	""	""	""	"4"	""	"3"	""	""	"11"	""	""	"289"	""	""	"18"	""	""	""	"11"	""	""	"559"	""	""	""	"0"	""	""	""	""	"559"	""	""	""	""	""	""	""	""	""	""
"183"	"12"	""	"127"	""	"72"	""	""	"13"	""	"51"	""	"15"	""	""	"1"	""	""	"4"	""	""	"2"	""	""	""	"2"	""	""	"4"	""	"6"	""	""	""	"8"	""	"2"	""	""	"11"	""	""	"198"	""	""	"9"	""	""	""	"11"	""	""	"409"	""	""	""	"0"	""	""	""	""	"409"	""	""	""	""	""	""	""	""	""	""
"184"	"13"	""	"128"	""	"23"	""	""	"46"	""	"26"	""	"16"	""	""	"1"	""	""	"1"	""	""	"2"	""	""	""	"1"	""	""	"3"	""	"23"	""	""	""	"6"	""	"2"	""	""	"7"	""	""	"225"	""	""	"5"	""	""	""	"9"	""	""	"396"	""	""	""	"0"	""	""	""	""	"396"	""	""	""	""	""	""	""	""	""	""
"185"	"14"	""	"129"	""	"116"	""	""	"130"	""	"1"	""	"19"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"2"	""	""	"0"	""	"6"	""	""	""	"3"	""	"2"	""	""	"1"	""	""	"81"	""	""	"2"	""	""	""	"6"	""	""	"369"	""	""	""	"0"	""	""	""	""	"369"	""	""	""	""	""	""	""	""	""	""
"186"	"Total"	""	""	""	"1223"	""	""	"1487"	""	"490"	""	"114"	""	""	"21"	""	""	"62"	""	""	"25"	""	""	""	"40"	""	""	"42"	""	"213"	""	""	""	"48"	""	"39"	""	""	"94"	""	""	"2328"	""	""	"135"	""	""	""	"198"	""	""	"6559"	""	""	""	"0"	""	""	""	""	"6559"	""	""	""	""	""	""	""	""	""	""
