"343"	""	""	"200"	"7"	"281"	"8"	"112"	"105"	"78"	"2"	"2"	"6"	""	"601"	""	"0"	""	"601"	"0"	""
"344"	""	""	"201"	"62"	"151"	"31"	"191"	"116"	"7"	"7"	"5"	"5"	""	"575"	""	"0"	""	"575"	"0"	""
"345"	""	""	"201A"	"107"	"48"	"63"	"79"	"74"	"1"	""	"1"	""	""	"373"	""	"0"	""	"373"	"0"	""
"346"	""	""	"202"	"37"	"211"	"101"	"47"	"114"	"10"	"3"	"3"	"12"	""	"538"	""	"0"	""	"538"	"0"	""
"347"	""	""	"203"	"34"	"92"	"184"	"102"	"127"	"67"	"7"	"5"	"6"	""	"624"	""	"0"	""	"624"	"0"	""
"348"	""	""	"204"	"30"	"195"	"6"	"11"	"3"	"50"	"4"	"1"	"5"	""	"305"	""	"0"	""	"305"	"0"	""
"349"	""	""	"204A"	"71"	"124"	"74"	"18"	"33"	"75"	"18"	"4"	"11"	""	"428"	""	"0"	""	"428"	"0"	""
"350"	""	""	"205"	"58"	"271"	"120"	"68"	"53"	"9"	"7"	"5"	"5"	""	"596"	""	"0"	""	"596"	"0"	""
"351"	"TOTAL"	""	""	"700"	"1705"	"796"	"1108"	"1364"	"579"	"86"	"60"	"89"	""	"6487"	""	"0"	""	"6487"	"0"	""
"352"	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""
"353"	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""
"354"	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 203-DUMRAON CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	""	"Total No. of Electors in Assembly Constituency                              Name of the Assembly Segment"	""	""	""	""	""	"204203+756
203 DUMRAON"	""	""	""	""	""	""	""	""	""	""	""	""
"356"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"357"	""	"Serial No. of Polling Station"	""	"Anuradha Devi"	"Ram Bihari Singh"	"Saroj Chaubey"	"Sunil Singh"	"Dadan Singh"	"Dhananjay Kumar"	"Sanjay Kumar Singh"	"Sidh Nath Singh"	""	"Baban Paswan"	""	"TOTAL VALID VOTES"	""	"REJECTED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"358"	""	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	"CD6"	"CD7"	"CD8"	""	"CD9"	""	""	""	""	""	""	""
"359"	"R
o u n d
1
7"	""	"206"	"53"	"45"	"1"	"111"	"96"	""	"4"	"3"	""	"2"	""	"315"	""	"0"	"315"	"0"	""
"360"	""	""	"207"	"5"	"90"	"8"	"55"	"41"	""	"4"	"2"	""	"7"	""	"212"	""	"0"	"212"	"0"	""
"361"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"362"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"363"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"364"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"365"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"366"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"367"	"TOTAL"	""	""	"58"	"135"	"9"	"166"	"137"	"0"	"8"	"5"	""	"9"	""	"527"	""	"0"	"527"	"0"	""
"368"	"Total No. of Votes recorded at Polling Stations"	""	""	"21730"	"22578"	"6428"	"11094"	"31085"	"6434"	"1958"	"1127"	""	"1744"	""	"104178"	""	"0"	"104178"	"0"	""
"369"	"No. of Votes recorded on Postal Ballot
Papers"	""	""	"0"	"6"	"0"	"0"	"4"	"0"	"0"	"1"	""	"0"	""	"11"	""	"0"	"11"	"0"	""
"370"	"Total Votes polled"	""	""	"21730"	"22584"	"6428"	"11094"	"31089"	"6434"	"1958"	"1128"	""	"1744"	""	"104189"	""	"0"	"104189"	"0"	""
"371"	"Place"	""	""	""	""	""	""	""	""	""	""	""	""	""	"Returning Officer"	""	""	""	""	""
"372"	"Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"203 Dumraon"	""	""	""
