"Form...20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"358"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"359"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"360"	"Table No."	"No. & Name of Polling Station"	"AJAY KUMAR RAVIKANT"	"ARUNA DEVI"	"JAGDISH PRASAD CHAUHAN"	"LALIT KUMAR"	"SONA MIYAN"	"ATA KARIM"	"ARVIND YADAV"	"ARJUN PRASAD"	"ARTI SINHA"	"JAINATH PASWAN"	"TANIK MOCHI"	"PRADEEP KUMAR"	"SIYA SARAN SINGH"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"361"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"362"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"363"	"1"	"132"	"14"	"271"	"1"	"4"	"1"	"1"	"0"	"1"	"2"	"0"	"1"	"21"	"2"	"0"	"319"	"0"	"319"	"0"
"364"	"2"	"133"	"6"	"194"	"5"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"210"	"0"	"210"	"0"
"365"	"3"	"134"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"
"366"	"4"	"135"	"122"	"98"	"6"	"8"	"3"	"2"	"0"	"0"	"2"	"0"	"6"	"15"	"2"	"5"	"269"	"0"	"269"	"0"
"367"	"5"	"136"	"30"	"455"	"2"	"6"	"1"	"0"	"1"	"1"	"3"	"0"	"1"	"6"	"0"	"0"	"506"	"0"	"506"	"0"
"368"	"6"	"137"	"269"	"48"	"2"	"2"	"2"	"0"	"1"	"2"	"1"	"1"	"3"	"5"	"0"	"7"	"343"	"0"	"343"	"0"
"369"	"7"	"137A"	"191"	"31"	"2"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"2"	"7"	"1"	"7"	"246"	"0"	"246"	"0"
"370"	"8"	"138"	"0"	"1"	"0"	"16"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"539"	"3"	"2"	"566"	"0"	"566"	"0"
"371"	"9"	"139"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"339"	"1"	"0"	"344"	"0"	"344"	"0"
"372"	"10"	"140"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"407"	"0"	"1"	"411"	"0"	"411"	"0"
"373"	"11"	"141"	"0"	"1"	"2"	"10"	"1"	"1"	"0"	"0"	"3"	"3"	"6"	"314"	"4"	"3"	"348"	"0"	"348"	"0"
"374"	"12"	"142"	"1"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"650"	"4"	"11"	"672"	"0"	"672"	"0"
"375"	"13"	"143"	"19"	"495"	"4"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"3"	"537"	"0"	"537"	"0"
"376"	"14"	"144"	"2"	"301"	"35"	"15"	"1"	"0"	"2"	"1"	"0"	"1"	"0"	"7"	"0"	"2"	"367"	"0"	"367"	"0"
"377"	"Total Votes Polled"	""	"656"	"1898"	"59"	"81"	"11"	"5"	"5"	"8"	"12"	"5"	"26"	"2313"	"19"	"41"	"5139"	"0"	"5139"	"0"
"378"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"379"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"380"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"381"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"382"	"Date - 08/04/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"383"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"384"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"385"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"386"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"387"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"388"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"389"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"390"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"391"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"392"	"Table No."	"No. & Name of Polling Station"	"AJAY KUMAR RAVIKANT"	"ARUNA DEVI"	"JAGDISH PRASAD CHAUHAN"	"LALIT KUMAR"	"SONA MIYAN"	"ATA KARIM"	"ARVIND YADAV"	"ARJUN PRASAD"	"ARTI SINHA"	"JAINATH PASWAN"	"TANIK MOCHI"	"PRADEEP KUMAR"	"SIYA SARAN SINGH"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"393"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"394"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"395"	"1"	"145"	"3"	"27"	"13"	"31"	"2"	"1"	"0"	"0"	"5"	"1"	"4"	"207"	"2"	"8"	"304"	"0"	"304"	"0"
"396"	"2"	"146"	"5"	"49"	"17"	"10"	"1"	"1"	"0"	"4"	"6"	"3"	"6"	"599"	"13"	"6"	"720"	"0"	"720"	"0"
"397"	"3"	"147"	"0"	"2"	"3"	"18"	"3"	"1"	"0"	"1"	"4"	"2"	"10"	"480"	"8"	"9"	"541"	"0"	"541"	"0"
"398"	"4"	"148"	"0"	"0"	"3"	"3"	"0"	"1"	"0"	"0"	"1"	"2"	"9"	"550"	"3"	"4"	"576"	"0"	"576"	"0"
"399"	"5"	"149"	"17"	"421"	"6"	"9"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"457"	"0"	"457"	"0"
"400"	"6"	"150"	"5"	"243"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"251"	"0"	"251"	"0"
"401"	"7"	"151"	"5"	"10"	"3"	"5"	"1"	"0"	"0"	"1"	"1"	"2"	"6"	"331"	"4"	"1"	"370"	"0"	"370"	"0"
"402"	"8"	"151A"	"7"	"61"	"5"	"12"	"1"	"0"	"1"	"0"	"3"	"1"	"7"	"243"	"7"	"2"	"350"	"0"	"350"	"0"
"403"	"9"	"152"	"10"	"213"	"8"	"9"	"5"	"7"	"0"	"0"	"3"	"2"	"4"	"73"	"5"	"8"	"347"	"0"	"347"	"0"
"404"	"10"	"153"	"6"	"116"	"0"	"14"	"2"	"2"	"0"	"1"	"5"	"1"	"7"	"203"	"8"	"10"	"375"	"0"	"375"	"0"
"405"	"11"	"154"	"13"	"307"	"4"	"7"	"1"	"1"	"0"	"1"	"1"	"1"	"6"	"106"	"5"	"8"	"461"	"0"	"461"	"0"
"406"	"12"	"155"	"59"	"18"	"19"	"27"	"2"	"25"	"1"	"4"	"6"	"1"	"5"	"207"	"3"	"4"	"381"	"0"	"381"	"0"
"407"	"13"	"156"	"7"	"406"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"417"	"0"	"417"	"0"
"408"	"14"	"157"	"10"	"411"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"428"	"0"	"428"	"0"
"409"	"Total Votes Polled"	""	"147"	"2284"	"86"	"149"	"19"	"41"	"3"	"12"	"35"	"16"	"64"	"3000"	"60"	"62"	"5978"	"0"	"5978"	"0"
"410"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"411"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"412"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"413"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"414"	"Date - 08/04/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"415"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"416"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"417"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"418"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"419"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"420"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"421"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"422"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"423"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"424"	"Table No."	"No. & Name of Polling Station"	"AJAY KUMAR RAVIKANT"	"ARUNA DEVI"	"JAGDISH PRASAD CHAUHAN"	"LALIT KUMAR"	"SONA MIYAN"	"ATA KARIM"	"ARVIND YADAV"	"ARJUN PRASAD"	"ARTI SINHA"	"JAINATH PASWAN"	"TANIK MOCHI"	"PRADEEP KUMAR"	"SIYA SARAN SINGH"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"425"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"426"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"427"	"1"	"158"	"18"	"320"	"2"	"6"	"2"	"2"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"6"	"360"	"0"	"360"	"0"
"428"	"2"	"159"	"11"	"345"	"0"	"2"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"3"	"5"	"6"	"378"	"0"	"378"	"0"
"429"	"3"	"160"	"12"	"319"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"341"	"0"	"341"	"0"
"430"	"4"	"161"	"2"	"6"	"40"	"23"	"2"	"4"	"0"	"0"	"4"	"2"	"1"	"370"	"4"	"7"	"465"	"0"	"465"	"0"
"431"	"5"	"162"	"27"	"119"	"204"	"52"	"7"	"10"	"5"	"4"	"3"	"4"	"7"	"51"	"11"	"21"	"525"	"0"	"525"	"0"
"432"	"6"	"163"	"17"	"77"	"8"	"21"	"0"	"74"	"6"	"4"	"13"	"3"	"7"	"150"	"11"	"12"	"403"	"0"	"403"	"0"
"433"	"7"	"164"	"42"	"79"	"2"	"13"	"1"	"2"	"2"	"5"	"2"	"1"	"7"	"219"	"10"	"8"	"393"	"0"	"393"	"0"
"434"	"8"	"165"	"2"	"64"	"4"	"10"	"5"	"0"	"1"	"1"	"6"	"8"	"17"	"174"	"18"	"5"	"315"	"0"	"315"	"0"
"435"	"9"	"166"	"7"	"106"	"7"	"27"	"4"	"2"	"0"	"1"	"1"	"2"	"4"	"119"	"9"	"7"	"296"	"0"	"296"	"0"
"436"	"10"	"166A"	"13"	"29"	"6"	"7"	"2"	"2"	"0"	"1"	"2"	"2"	"5"	"38"	"1"	"5"	"113"	"0"	"113"	"0"
"437"	"11"	"167"	"4"	"30"	"7"	"60"	"3"	"1"	"0"	"3"	"3"	"1"	"9"	"159"	"11"	"20"	"311"	"0"	"311"	"0"
"438"	"12"	"168"	"13"	"22"	"21"	"28"	"4"	"10"	"9"	"3"	"13"	"9"	"17"	"217"	"27"	"26"	"419"	"0"	"419"	"0"
"439"	"13"	"169"	"14"	"52"	"55"	"16"	"6"	"5"	"0"	"4"	"7"	"6"	"15"	"175"	"25"	"22"	"402"	"0"	"402"	"0"
"440"	"14"	"170"	"12"	"52"	"3"	"14"	"2"	"24"	"1"	"0"	"6"	"0"	"10"	"309"	"7"	"10"	"450"	"0"	"450"	"0"
"441"	"Total Votes Polled"	""	"194"	"1620"	"359"	"289"	"38"	"137"	"25"	"27"	"62"	"39"	"101"	"1986"	"139"	"155"	"5171"	"0"	"5171"	"0"
"442"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"443"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"444"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"445"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"446"	"Date - 08/04/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"447"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"448"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"449"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"450"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"451"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"452"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"453"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"454"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"455"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"456"	"Table No."	"No. & Name of Polling Station"	"AJAY KUMAR RAVIKANT"	"ARUNA DEVI"	"JAGDISH PRASAD CHAUHAN"	"LALIT KUMAR"	"SONA MIYAN"	"ATA KARIM"	"ARVIND YADAV"	"ARJUN PRASAD"	"ARTI SINHA"	"JAINATH PASWAN"	"TANIK MOCHI"	"PRADEEP KUMAR"	"SIYA SARAN SINGH"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"457"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"458"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"459"	"1"	"171"	"11"	"83"	"2"	"9"	"0"	"9"	"0"	"1"	"2"	"2"	"2"	"119"	"0"	"4"	"244"	"0"	"244"	"0"
"460"	"2"	"172"	"12"	"188"	"8"	"20"	"2"	"3"	"1"	"3"	"8"	"1"	"7"	"186"	"8"	"7"	"454"	"0"	"454"	"0"
"461"	"3"	"173"	"6"	"53"	"5"	"8"	"1"	"32"	"2"	"2"	"4"	"1"	"10"	"148"	"8"	"14"	"294"	"0"	"294"	"0"
"462"	"4"	"174"	"3"	"52"	"8"	"4"	"0"	"32"	"4"	"0"	"1"	"2"	"2"	"136"	"3"	"4"	"251"	"0"	"251"	"0"
"463"	"5"	"175"	"10"	"51"	"18"	"18"	"3"	"1"	"2"	"3"	"4"	"3"	"4"	"116"	"10"	"7"	"250"	"0"	"250"	"0"
"464"	"6"	"176"	"19"	"72"	"2"	"14"	"4"	"11"	"0"	"0"	"2"	"3"	"8"	"147"	"5"	"6"	"293"	"0"	"293"	"0"
"465"	"7"	"177"	"15"	"10"	"120"	"33"	"8"	"6"	"3"	"2"	"8"	"2"	"5"	"143"	"6"	"6"	"367"	"0"	"367"	"0"
"466"	"8"	"178"	"7"	"29"	"5"	"9"	"1"	"16"	"2"	"3"	"5"	"2"	"5"	"151"	"6"	"14"	"255"	"0"	"255"	"0"
"467"	"9"	"179"	"19"	"75"	"3"	"5"	"1"	"23"	"2"	"4"	"9"	"1"	"4"	"208"	"3"	"14"	"371"	"0"	"371"	"0"
"468"	"10"	"180"	"0"	"2"	"1"	"7"	"0"	"4"	"0"	"1"	"0"	"0"	"1"	"489"	"1"	"1"	"507"	"0"	"507"	"0"
"469"	"11"	"180A"	"0"	"1"	"0"	"4"	"0"	"9"	"1"	"0"	"0"	"0"	"0"	"350"	"0"	"1"	"366"	"0"	"366"	"0"
"470"	"12"	"181"	"18"	"82"	"13"	"39"	"3"	"6"	"2"	"6"	"6"	"5"	"12"	"152"	"20"	"27"	"391"	"0"	"391"	"0"
"471"	"13"	"182"	"14"	"5"	"2"	"13"	"0"	"2"	"1"	"0"	"5"	"1"	"0"	"251"	"4"	"7"	"305"	"0"	"305"	"0"
"472"	"14"	"183"	"19"	"3"	"10"	"13"	"13"	"6"	"3"	"6"	"7"	"2"	"7"	"217"	"7"	"12"	"325"	"0"	"325"	"0"
"473"	"Total Votes Polled"	""	"153"	"706"	"197"	"196"	"36"	"160"	"23"	"31"	"61"	"25"	"67"	"2813"	"81"	"124"	"4673"	"0"	"4673"	"0"
"474"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"475"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"476"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"477"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"478"	"Date - 08/04/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"479"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"480"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"481"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"482"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"483"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"484"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"485"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"486"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"487"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"488"	"Table No."	"No. & Name of Polling Station"	"AJAY KUMAR RAVIKANT"	"ARUNA DEVI"	"JAGDISH PRASAD CHAUHAN"	"LALIT KUMAR"	"SONA MIYAN"	"ATA KARIM"	"ARVIND YADAV"	"ARJUN PRASAD"	"ARTI SINHA"	"JAINATH PASWAN"	"TANIK MOCHI"	"PRADEEP KUMAR"	"SIYA SARAN SINGH"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"489"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"490"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"491"	"1"	"184"	"6"	"22"	"2"	"11"	"2"	"1"	"1"	"1"	"5"	"2"	"2"	"195"	"4"	"2"	"256"	"0"	"256"	"0"
"492"	"2"	"185"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"493"	"3"	"185A"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"494"	"4"	"186"	"10"	"23"	"2"	"19"	"4"	"2"	"0"	"0"	"1"	"1"	"1"	"209"	"3"	"1"	"276"	"0"	"276"	"0"
"495"	"5"	"186A"	"6"	"34"	"1"	"8"	"2"	"3"	"4"	"3"	"4"	"1"	"3"	"86"	"8"	"5"	"168"	"0"	"168"	"0"
"496"	"6"	"187"	"8"	"25"	"1"	"12"	"0"	"5"	"2"	"0"	"8"	"3"	"16"	"106"	"3"	"8"	"197"	"0"	"197"	"0"
"497"	"7"	"188"	"2"	"3"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"347"	"1"	"1"	"358"	"0"	"358"	"0"
"498"	"8"	"189"	"1"	"54"	"2"	"3"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"65"	"3"	"4"	"136"	"0"	"136"	"0"
"499"	"9"	"190"	"15"	"23"	"4"	"82"	"6"	"17"	"4"	"0"	"10"	"2"	"7"	"164"	"1"	"4"	"339"	"0"	"339"	"0"
"500"	"10"	"191"	"18"	"28"	"9"	"42"	"9"	"20"	"7"	"6"	"9"	"5"	"12"	"209"	"11"	"13"	"398"	"0"	"398"	"0"
"501"	"11"	"192R"	"8"	"31"	"1"	"7"	"3"	"15"	"0"	"1"	"1"	"1"	"4"	"73"	"3"	"2"	"150"	"0"	"150"	"0"
"502"	"12"	"192A"	"1"	"107"	"1"	"2"	"0"	"8"	"0"	"0"	"0"	"0"	"1"	"161"	"0"	"0"	"281"	"0"	"281"	"0"
"503"	"13"	"193"	"6"	"72"	"7"	"7"	"0"	"1"	"0"	"1"	"4"	"0"	"7"	"163"	"8"	"30"	"306"	"0"	"306"	"0"
"504"	"14"	"193A"	"10"	"31"	"8"	"31"	"3"	"2"	"1"	"0"	"4"	"3"	"9"	"137"	"7"	"9"	"255"	"0"	"255"	"0"
"505"	"Total Votes Polled"	""	"91"	"453"	"39"	"226"	"29"	"74"	"19"	"13"	"48"	"19"	"63"	"1915"	"52"	"79"	"3120"	"0"	"3120"	"0"
"506"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"507"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"508"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"509"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"510"	"Date - 08/04/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"511"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"512"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"513"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"514"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"515"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"516"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"517"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"518"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"519"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"520"	"Table No."	"No. & Name of Polling Station"	"AJAY KUMAR RAVIKANT"	"ARUNA DEVI"	"JAGDISH PRASAD CHAUHAN"	"LALIT KUMAR"	"SONA MIYAN"	"ATA KARIM"	"ARVIND YADAV"	"ARJUN PRASAD"	"ARTI SINHA"	"JAINATH PASWAN"	"TANIK MOCHI"	"PRADEEP KUMAR"	"SIYA SARAN SINGH"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"521"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"523"	"1"	"194"	"3"	"26"	"3"	"27"	"1"	"14"	"2"	"0"	"5"	"1"	"6"	"113"	"8"	"10"	"219"	"0"	"219"	"0"
"524"	"2"	"195"	"2"	"4"	"0"	"2"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"487"	"0"	"3"	"502"	"0"	"502"	"0"
"525"	"3"	"196"	"7"	"49"	"4"	"36"	"1"	"0"	"2"	"1"	"3"	"1"	"1"	"387"	"5"	"1"	"498"	"0"	"498"	"0"
"526"	"4"	"197"	"3"	"13"	"2"	"5"	"1"	"2"	"0"	"0"	"0"	"1"	"4"	"620"	"7"	"5"	"663"	"0"	"663"	"0"
"527"	"5"	"198"	"16"	"373"	"17"	"17"	"1"	"5"	"6"	"3"	"3"	"3"	"6"	"58"	"12"	"15"	"535"	"0"	"535"	"0"
"528"	"6"	"199"	"12"	"784"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"803"	"0"	"803"	"0"
"529"	"7"	"200"	"48"	"77"	"13"	"10"	"4"	"67"	"6"	"4"	"6"	"7"	"12"	"65"	"4"	"12"	"335"	"0"	"335"	"0"
"530"	"8"	"201"	"77"	"70"	"8"	"6"	"3"	"84"	"5"	"9"	"0"	"0"	"6"	"51"	"1"	"2"	"322"	"0"	"322"	"0"
"531"	"9"	"202"	"18"	"48"	"8"	"26"	"4"	"30"	"7"	"1"	"2"	"2"	"4"	"83"	"5"	"2"	"240"	"0"	"240"	"0"
"532"	"10"	"203"	"28"	"91"	"6"	"2"	"0"	"45"	"2"	"2"	"0"	"0"	"3"	"26"	"2"	"4"	"211"	"0"	"211"	"0"
"533"	"11"	"204"	"7"	"61"	"0"	"2"	"2"	"0"	"0"	"0"	"1"	"0"	"4"	"565"	"2"	"7"	"651"	"0"	"651"	"0"
