"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"
"294"	"191"	"251"	""	"154"	""	""	"14"	""	"2"	""	""	"3"	""	"11"	""	""	"6"	""	""	"441"	""	""	""	""	""	""	""	""	""	""	""	""
"295"	"192"	"141"	""	"139"	""	""	"7"	""	"2"	""	""	"1"	""	"1"	""	""	"10"	""	""	"301"	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"192A"	"168"	""	"111"	""	""	"6"	""	"2"	""	""	"1"	""	"9"	""	""	"9"	""	""	"306"	""	""	""	""	""	""	""	""	""	""	""	""
"297"	"193"	"75"	""	"135"	""	""	"19"	""	"6"	""	""	"1"	""	"7"	""	""	"13"	""	""	"256"	""	""	""	""	""	""	""	""	""	""	""	""
"298"	"194"	"64"	""	"190"	""	""	"9"	""	"5"	""	""	"2"	""	"5"	""	""	"16"	""	""	"291"	""	""	""	""	""	""	""	""	""	""	""	""
"299"	"194A"	"77"	""	"113"	""	""	"12"	""	"6"	""	""	"2"	""	"10"	""	""	"10"	""	""	"230"	""	""	""	""	""	""	""	""	""	""	""	""
"300"	"195"	"261"	""	"108"	""	""	"12"	""	"9"	""	""	"3"	""	"12"	""	""	"51"	""	""	"456"	""	""	""	""	""	""	""	""	""	""	""	""
"301"	"196"	"331"	""	"62"	""	""	"4"	""	"4"	""	""	"4"	""	"5"	""	""	"22"	""	""	"432"	""	""	""	""	""	""	""	""	""	""	""	""
"302"	"197"	"275"	""	"36"	""	""	"3"	""	"3"	""	""	"1"	""	"1"	""	""	"5"	""	""	"324"	""	""	""	""	""	""	""	""	""	""	""	""
"303"	"TOTAL"	"2996"	""	"2177"	""	""	"168"	""	"62"	""	""	"44"	""	"110"	""	""	"231"	""	""	"5788"	""	""	""	""	""	""	""	""	""	""	""	""
"304"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"305"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"306"	"ELECTOTION TO THE 40 JALALPUR LEGSTATIVE ASSEMBLY CONSTITUENCY-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"307"	"Serial No.of Polling Station"	"Janardan Singh Sigriwal"	""	"Balagul Mobin"	""	""	"Manoj Kumar Tiwary"	""	"Vandana Singh"	""	""	"Rahul Kumar"	""	"Zaffarulla Khan"	""	""	"Shree Bhagwan Rai"	""	""	"Tatal of Valid Votes"	""	"No.of Rejected Votes"	""	""	"Tatal"	""	""	"No.of Tendered Votes"	""	""	""	""
"308"	"198"	"224"	""	"18"	""	""	"24"	""	"7"	""	""	"3"	""	"1"	""	""	"9"	""	""	"286"	""	""	""	""	""	""	""	""	""	""	""	""
"309"	"199"	"152"	""	"213"	""	""	"14"	""	"4"	""	""	"16"	""	"8"	""	""	"12"	""	""	"419"	""	""	""	""	""	""	""	""	""	""	""	""
"310"	"200"	"187"	""	"65"	""	""	"5"	""	"3"	""	""	"1"	""	"0"	""	""	"9"	""	""	"270"	""	""	""	""	""	""	""	""	""	""	""	""
"311"	"201"	"249"	""	"268"	""	""	"12"	""	"2"	""	""	"5"	""	"14"	""	""	"27"	""	""	"577"	""	""	""	""	""	""	""	""	""	""	""	""
"312"	"TOTAL"	"812"	""	"564"	""	""	"55"	""	"16"	""	""	"25"	""	"23"	""	""	"57"	""	""	"1552"	""	""	""	""	""	""	""	""	""	""	""	""
"313"	"Serial No.of Round Wise"	"Janardan Singh Sigriwal"	""	""	"Balagul Mobin"	""	""	"Manoj Kumar Tiwary"	""	"Vandana Singh"	""	""	"Rahul Kumar"	""	"Zaffarulla Khan"	""	""	"Shree Bhagwan Rai"	""	""	"Tatal of Valid Votes"	""	""	""	""	""	""	""	""	""	""	""
"314"	"1"	"3101"	""	""	"2469"	""	""	"1188"	""	"128"	""	""	"104"	""	"144"	""	""	"331"	""	""	"7465"	""	""	""	""	""	""	""	""	""	""	""
"315"	"2"	"3321"	""	""	"2391"	""	""	"539"	""	"95"	""	""	"89"	""	"146"	""	""	"308"	""	""	"6889"	""	""	""	""	""	""	""	""	""	""	""
"316"	"3"	"3509"	""	""	"1580"	""	""	"489"	""	"129"	""	""	"45"	""	"90"	""	""	"236"	""	""	"6078"	""	""	""	""	""	""	""	""	""	""	""
"317"	"4"	"3339"	""	""	"2150"	""	""	"564"	""	"92"	""	""	"74"	""	"140"	""	""	"281"	""	""	"6640"	""	""	""	""	""	""	""	""	""	""	""
"318"	"5"	"2930"	""	""	"1897"	""	""	"635"	""	"167"	""	""	"75"	""	"119"	""	""	"312"	""	""	"6135"	""	""	""	""	""	""	""	""	""	""	""
"319"	"6"	"2625"	""	""	"2705"	""	""	"194"	""	"81"	""	""	"66"	""	"111"	""	""	"240"	""	""	"6022"	""	""	""	""	""	""	""	""	""	""	""
"320"	"7"	"2650"	""	""	"2697"	""	""	"238"	""	"77"	""	""	"34"	""	"88"	""	""	"155"	""	""	"5939"	""	""	""	""	""	""	""	""	""	""	""
"321"	"8"	"2620"	""	""	"2426"	""	""	"196"	""	"102"	""	""	"40"	""	"103"	""	""	"222"	""	""	"5709"	""	""	""	""	""	""	""	""	""	""	""
"322"	"9"	"3365"	""	""	"1803"	""	""	"237"	""	"65"	""	""	"39"	""	"95"	""	""	"184"	""	""	"5788"	""	""	""	""	""	""	""	""	""	""	""
"323"	"10"	"2296"	""	""	"2390"	""	""	"332"	""	"117"	""	""	"59"	""	"93"	""	""	"214"	""	""	"5501"	""	""	""	""	""	""	""	""	""	""	""
"324"	"11"	"2320"	""	""	"2512"	""	""	"361"	""	"168"	""	""	"71"	""	"122"	""	""	"274"	""	""	"5828"	""	""	""	""	""	""	""	""	""	""	""
"325"	"12"	"2280"	""	""	"1647"	""	""	"448"	""	"70"	""	""	"48"	""	"101"	""	""	"198"	""	""	"4792"	""	""	""	""	""	""	""	""	""	""	""
"326"	"13"	"3067"	""	""	"1186"	""	""	"269"	""	"111"	""	""	"43"	""	"59"	""	""	"159"	""	""	"4894"	""	""	""	""	""	""	""	""	""	""	""
"327"	"14"	"1947"	""	""	"1701"	""	""	"227"	""	"71"	""	""	"50"	""	"60"	""	""	"131"	""	""	"4187"	""	""	""	""	""	""	""	""	""	""	""
"328"	"15"	"2290"	""	""	"1487"	""	""	"146"	""	"73"	""	""	"46"	""	"80"	""	""	"160"	""	""	"4282"	""	""	""	""	""	""	""	""	""	""	""
"329"	"16"	"2996"	""	""	"2177"	""	""	"168"	""	"62"	""	""	"44"	""	"110"	""	""	"231"	""	""	"5788"	""	""	""	""	""	""	""	""	""	""	""
"330"	"17"	"812"	""	""	"564"	""	""	"55"	""	"16"	""	""	"25"	""	"23"	""	""	"57"	""	""	"1552"	""	""	""	""	""	""	""	""	""	""	""
"331"	"TOTAL"	"45468"	""	""	"33782"	""	""	"6286"	""	"1624"	""	""	"952"	""	"1684"	""	""	"3693"	""	""	"93489"	""	""	""	""	""	""	""	""	""	""	""
