"Round.Total"	"X12"	"X11A"	"X."	"X11"	"X10"	"X..1"	"X9"	"X8"	"X7"	"X..2"	"X6"	"X5"	"X..3"	"X4"	"X3"	"X..4"	"X2"	"X1A"	"X..5"	"X1"	"ROUND..I"	"ernku.dsUnz.dh.la..k"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"224"	141	NA	NA	"92"	NA	NA	""	4	NA	NA	"15"	NA	NA	"189"	NA	NA	"2"	NA	NA	"26"	NA	"1"	""	"1"	"1"	""	""	"1"	"4"	"336"	""	""	"336"
"225"	142	NA	NA	"73"	NA	NA	""	11	NA	NA	"15"	NA	NA	"200"	NA	NA	"190"	NA	NA	"84"	NA	"20"	""	"12"	"11"	""	""	"15"	"25"	"656"	""	""	"656"
"226"	143	NA	NA	"139"	NA	NA	""	5	NA	NA	"40"	NA	NA	"159"	NA	NA	"28"	NA	NA	"29"	NA	"5"	""	"3"	"1"	""	""	"0"	"2"	"411"	""	""	"411"
"227"	144	NA	NA	"242"	NA	NA	""	4	NA	NA	"44"	NA	NA	"49"	NA	NA	"3"	NA	NA	"5"	NA	"3"	""	"1"	"2"	""	""	"1"	"6"	"360"	""	""	"360"
"228"	145	NA	NA	"223"	NA	NA	""	11	NA	NA	"23"	NA	NA	"23"	NA	NA	"7"	NA	NA	"30"	NA	"1"	""	"3"	"2"	""	""	"7"	"20"	"350"	""	""	"350"
"229"	146	NA	NA	"64"	NA	NA	""	5	NA	NA	"21"	NA	NA	"280"	NA	NA	"11"	NA	NA	"148"	NA	"3"	""	"9"	"3"	""	""	"9"	"19"	"572"	""	""	"572"
"230"	147	NA	NA	"138"	NA	NA	""	9	NA	NA	"11"	NA	NA	"216"	NA	NA	"8"	NA	NA	"87"	NA	"5"	""	"10"	"10"	""	""	"12"	"15"	"521"	""	""	"521"
"231"	148	NA	NA	"228"	NA	NA	""	7	NA	NA	"15"	NA	NA	"6"	NA	NA	"1"	NA	NA	"78"	NA	"3"	""	"0"	"3"	""	""	"4"	"14"	"359"	""	""	"359"
"232"	149	NA	NA	"178"	NA	NA	""	10	NA	NA	"2"	NA	NA	"27"	NA	NA	"0"	NA	NA	"35"	NA	"1"	""	"0"	"1"	""	""	"0"	"6"	"260"	""	""	"260"
"233"	150	NA	NA	"372"	NA	NA	""	8	NA	NA	"26"	NA	NA	"18"	NA	NA	"8"	NA	NA	"68"	NA	"0"	""	"1"	"0"	""	""	"0"	"11"	"512"	""	""	"512"
"234"	NA	NA	NA	"2210"	NA	NA	""	157	NA	NA	"307"	NA	NA	"1618"	NA	NA	"289"	NA	NA	"866"	NA	"67"	""	"66"	"72"	""	""	"77"	"201"	"5930"	"0"	"0"	"5930"
"235"	NA	NA	NA	"26840"	NA	NA	""	1326	NA	NA	"2953"	NA	NA	"24033"	NA	NA	"1247"	NA	NA	"7195"	NA	"523"	""	"634"	"632"	""	""	"547"	"1680"	"67610"	"0"	"0"	"67610"
"236"	NA	NA	NA	"fuEufyf[kr vH;fFkZ;ks ds Ik{k esa fn, x, fof/kekU; erksa dh la[;k"	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"237"	NA	NA	NA	"MkŒ  vCnqqyqqy  xQqqjqqj"	NA	NA	""	NA	NA	NA	"ekssŒssŒ  ehj  gkfle"	NA	NA	"laataatho  dqqeqqekj  >k"	NA	NA	"fcgkjh  lknk"	NA	NA	"'kaadaadj  izzlzzlkn  Vssdssdjhoky"	NA	"f'ko  dqqeqqekj  flaagaag"	""	"jÙku  ikloku"	"jktssUssUnzzzz jke"	""	""	"fojssaanssaanzzzz ;kno"	"gfjukjk;.k  flaagaag"	"dqqyqqy  fof/kekU;  er"	"fufonr  erkssss dh  laa[aa[;k"	"izzfzzfr{kssfssfir  eri=kssaassaa dh  laa-aa-"	"dqqyqqy  fof/kekU;  ,oaaaa izzfzzfr{kssfssfir  erkssss dh  laa[aa[;k"
"238"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"239"	NA	NA	NA	"26840"	NA	NA	""	1326	NA	NA	"2953"	NA	NA	"24033"	NA	NA	"1247"	NA	NA	"7195"	NA	"523"	""	"634"	"632"	""	""	"547"	"1680"	"67610"	"0"	"0"	"67610"
"240"	151	NA	NA	"101"	NA	NA	""	13	NA	NA	"20"	NA	NA	"185"	NA	NA	"1"	NA	NA	"179"	NA	"7"	""	"7"	"12"	""	""	"2"	"10"	"537"	""	""	"537"
"241"	152	NA	NA	"46"	NA	NA	""	15	NA	NA	"44"	NA	NA	"332"	NA	NA	"13"	NA	NA	"72"	NA	"10"	""	"4"	"13"	""	""	"10"	"13"	"572"	""	""	"572"
"242"	153	NA	NA	"77"	NA	NA	""	3	NA	NA	"72"	NA	NA	"208"	NA	NA	"8"	NA	NA	"25"	NA	"3"	""	"9"	"3"	""	""	"3"	"4"	"415"	""	""	"415"
"243"	154	NA	NA	"2"	NA	NA	""	3	NA	NA	"156"	NA	NA	"53"	NA	NA	"9"	NA	NA	"35"	NA	"3"	""	"1"	"20"	""	""	"1"	"8"	"291"	""	""	"291"
"244"	155	NA	NA	"141"	NA	NA	""	9	NA	NA	"9"	NA	NA	"161"	NA	NA	"12"	NA	NA	"16"	NA	"4"	""	"6"	"13"	""	""	"4"	"28"	"403"	""	""	"403"
"245"	NA	NA	NA	"127"	NA	NA	""	5	NA	NA	"7"	NA	NA	"107"	NA	NA	"4"	NA	NA	"21"	NA	"2"	""	"0"	"5"	""	""	"3"	"15"	"296"	""	""	"296"
"246"	156	NA	NA	"49"	NA	NA	""	3	NA	NA	"10"	NA	NA	"127"	NA	NA	"3"	NA	NA	"48"	NA	"2"	""	"0"	"0"	""	""	"6"	"5"	"253"	""	""	"253"
"247"	157	NA	NA	"49"	NA	NA	""	3	NA	NA	"38"	NA	NA	"187"	NA	NA	"5"	NA	NA	"38"	NA	"3"	""	"2"	"4"	""	""	"0"	"5"	"334"	""	""	"334"
"248"	NA	NA	NA	"49"	NA	NA	""	14	NA	NA	"13"	NA	NA	"248"	NA	NA	"7"	NA	NA	"17"	NA	"1"	""	"3"	"3"	""	""	"3"	"6"	"364"	""	""	"364"
"249"	158	NA	NA	"28"	NA	NA	""	4	NA	NA	"44"	NA	NA	"308"	NA	NA	"7"	NA	NA	"17"	NA	"0"	""	"7"	"1"	""	""	"0"	"5"	"421"	""	""	"421"
"250"	159	NA	NA	"4"	NA	NA	""	0	NA	NA	"1"	NA	NA	"129"	NA	NA	"0"	NA	NA	"30"	NA	"0"	""	"0"	"0"	""	""	"1"	"0"	"165"	""	""	"165"
"251"	160	NA	NA	"73"	NA	NA	""	0	NA	NA	"5"	NA	NA	"111"	NA	NA	"1"	NA	NA	"64"	NA	"1"	""	"0"	"0"	""	""	"0"	"2"	"257"	""	""	"257"
"252"	161	NA	NA	"34"	NA	NA	""	6	NA	NA	"5"	NA	NA	"100"	NA	NA	"7"	NA	NA	"251"	NA	"13"	""	"2"	"3"	""	""	"9"	"8"	"438"	""	""	"438"
"253"	NA	NA	NA	"51"	NA	NA	""	6	NA	NA	"4"	NA	NA	"95"	NA	NA	"3"	NA	NA	"213"	NA	"6"	""	"5"	"7"	""	""	"3"	"9"	"402"	""	""	"402"
"254"	NA	NA	NA	"831"	NA	NA	""	84	NA	NA	"428"	NA	NA	"2351"	NA	NA	"80"	NA	NA	"1026"	NA	"55"	""	"46"	"84"	""	""	"45"	"118"	"5148"	"0"	"0"	"5148"
"255"	NA	NA	NA	"27671"	NA	NA	""	1410	NA	NA	"3381"	NA	NA	"26384"	NA	NA	"1327"	NA	NA	"8221"	NA	"578"	""	"680"	"716"	""	""	"592"	"1798"	"72758"	"0"	"0"	"72758"
"256"	NA	NA	NA	"fuEufyf[kr vH;fFkZ;ks ds Ik{k esa fn, x, fof/kekU; erksa dh la[;k"	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"257"	NA	NA	NA	"MkŒ  vCnqqyqqy  xQqqjqqj"	NA	NA	""	NA	NA	NA	"ekssŒssŒ  ehj  gkfle"	NA	NA	"laataatho  dqqeqqekj  >k"	NA	NA	"fcgkjh  lknk"	NA	NA	"'kaadaadj  izzlzzlkn  Vssdssdjhoky"	NA	"f'ko  dqqeqqekj  flaagaag"	""	"jÙku  ikloku"	"jktssUssUnzzzz jke"	""	""	"fojssaanssaanzzzz ;kno"	"gfjukjk;.k  flaagaag"	"dqqyqqy  fof/kekU;  er"	"fufonr  erkssss dh  laa[aa[;k"	"izzfzzfr{kssfssfir  eri=kssaassaa dh  laa-aa-"	"dqqyqqy  fof/kekU;  ,oaaaa izzfzzfr{kssfssfir  erkssss dh  laa[aa[;k"
"258"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"259"	NA	NA	NA	"27671"	NA	NA	""	1410	NA	NA	"3381"	NA	NA	"26384"	NA	NA	"1327"	NA	NA	"8221"	NA	"578"	""	"680"	"716"	""	""	"592"	"1798"	"72758"	"0"	"0"	"72758"
"260"	162	NA	NA	"230"	NA	NA	""	23	NA	NA	"49"	NA	NA	"80"	NA	NA	"7"	NA	NA	"13"	NA	"2"	""	"4"	"7"	""	""	"1"	"12"	"428"	""	""	"428"
"261"	163	NA	NA	"186"	NA	NA	""	4	NA	NA	"3"	NA	NA	"247"	NA	NA	"4"	NA	NA	"4"	NA	"1"	""	"3"	"0"	""	""	"0"	"1"	"453"	""	""	"453"
"262"	164	NA	NA	"178"	NA	NA	""	9	NA	NA	"27"	NA	NA	"134"	NA	NA	"3"	NA	NA	"55"	NA	"2"	""	"3"	"2"	""	""	"2"	"4"	"419"	""	""	"419"
"263"	NA	NA	NA	"71"	NA	NA	""	3	NA	NA	"5"	NA	NA	"92"	NA	NA	"4"	NA	NA	"27"	NA	"0"	""	"3"	"2"	""	""	"0"	"0"	"207"	""	""	"207"
"264"	165	NA	NA	"105"	NA	NA	""	4	NA	NA	"1"	NA	NA	"110"	NA	NA	"2"	NA	NA	"21"	NA	"1"	""	"1"	"0"	""	""	"0"	"4"	"249"	""	""	"249"
"265"	166	NA	NA	"33"	NA	NA	""	0	NA	NA	"4"	NA	NA	"245"	NA	NA	"3"	NA	NA	"34"	NA	"0"	""	"1"	"1"	""	""	"2"	"5"	"328"	""	""	"328"
"266"	167	NA	NA	"26"	NA	NA	""	3	NA	NA	"6"	NA	NA	"272"	NA	NA	"1"	NA	NA	"106"	NA	"0"	""	"0"	"2"	""	""	"1"	"3"	"420"	""	""	"420"
"267"	168	NA	NA	"127"	NA	NA	""	4	NA	NA	"11"	NA	NA	"210"	NA	NA	"28"	NA	NA	"75"	NA	"3"	""	"2"	"1"	""	""	"1"	"8"	"470"	""	""	"470"
"268"	169	NA	NA	"48"	NA	NA	""	7	NA	NA	"5"	NA	NA	"133"	NA	NA	"3"	NA	NA	"89"	NA	"2"	""	"3"	"1"	""	""	"1"	"4"	"296"	""	""	"296"
"269"	170	NA	NA	"18"	NA	NA	""	1	NA	NA	"6"	NA	NA	"209"	NA	NA	"1"	NA	NA	"37"	NA	"3"	""	"4"	"1"	""	""	"2"	"1"	"283"	""	""	"283"
"270"	171	NA	NA	"31"	NA	NA	""	0	NA	NA	"40"	NA	NA	"210"	NA	NA	"5"	NA	NA	"13"	NA	"1"	""	"2"	"3"	""	""	"0"	"1"	"306"	""	""	"306"
"271"	172	NA	NA	"51"	NA	NA	""	4	NA	NA	"15"	NA	NA	"382"	NA	NA	"8"	NA	NA	"108"	NA	"1"	""	"3"	"0"	""	""	"4"	"3"	"579"	""	""	"579"
"272"	173	NA	NA	"35"	NA	NA	""	10	NA	NA	"73"	NA	NA	"197"	NA	NA	"3"	NA	NA	"17"	NA	"1"	""	"4"	"5"	""	""	"3"	"8"	"356"	""	""	"356"
"273"	174	NA	NA	"105"	NA	NA	""	0	NA	NA	"19"	NA	NA	"344"	NA	NA	"28"	NA	NA	"53"	NA	"3"	""	"1"	"3"	""	""	"2"	"9"	"567"	""	""	"567"
"274"	NA	NA	NA	"1244"	NA	NA	""	72	NA	NA	"264"	NA	NA	"2865"	NA	NA	"100"	NA	NA	"652"	NA	"20"	""	"34"	"28"	""	""	"19"	"63"	"5361"	"0"	"0"	"5361"
"275"	NA	NA	NA	"28915"	NA	NA	""	1482	NA	NA	"3645"	NA	NA	"29249"	NA	NA	"1427"	NA	NA	"8873"	NA	"598"	""	"714"	"744"	""	""	"611"	"1861"	"78119"	"0"	"0"	"78119"
"276"	NA	NA	NA	"fuEufyf[kr vH;fFkZ;ks ds Ik{k esa fn, x, fof/kekU; erksa dh la[;k"	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"277"	NA	NA	NA	"MkŒ  vCnqqyqqy  xQqqjqqj"	NA	NA	""	NA	NA	NA	"ekssŒssŒ  ehj  gkfle"	NA	NA	"laataatho  dqqeqqekj  >k"	NA	NA	"fcgkjh  lknk"	NA	NA	"'kaadaadj  izzlzzlkn  Vssdssdjhoky"	NA	"f'ko  dqqeqqekj  flaagaag"	""	"jÙku  ikloku"	"jktssUssUnzzzz jke"	""	""	"fojssaanssaanzzzz ;kno"	"gfjukjk;.k  flaagaag"	"dqqyqqy  fof/kekU;  er"	"fufonr  erkssss dh  laa[aa[;k"	"izzfzzfr{kssfssfir  eri=kssaassaa dh  laa-aa-"	"dqqyqqy  fof/kekU;  ,oaaaa izzfzzfr{kssfssfir  erkssss dh  laa[aa[;k"
"278"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"279"	NA	NA	NA	"28915"	NA	NA	""	1482	NA	NA	"3645"	NA	NA	"29249"	NA	NA	"1427"	NA	NA	"8873"	NA	"598"	""	"714"	"744"	""	""	"611"	"1861"	"78119"	"0"	"0"	"78119"
"280"	175	NA	NA	"68"	NA	NA	""	2	NA	NA	"40"	NA	NA	"179"	NA	NA	"1"	NA	NA	"9"	NA	"0"	""	"1"	"2"	""	""	"1"	"3"	"306"	""	""	"306"
"281"	176	NA	NA	"44"	NA	NA	""	2	NA	NA	"6"	NA	NA	"237"	NA	NA	"0"	NA	NA	"32"	NA	"1"	""	"2"	"0"	""	""	"0"	"1"	"325"	""	""	"325"
"282"	NA	NA	NA	"17"	NA	NA	""	1	NA	NA	"1"	NA	NA	"193"	NA	NA	"4"	NA	NA	"10"	NA	"0"	""	"1"	"1"	""	""	"0"	"0"	"228"	""	""	"228"
"283"	177	NA	NA	"38"	NA	NA	""	4	NA	NA	"4"	NA	NA	"193"	NA	NA	"11"	NA	NA	"57"	NA	"2"	""	"1"	"0"	""	""	"1"	"1"	"312"	""	""	"312"
"284"	NA	NA	NA	"23"	NA	NA	""	0	NA	NA	"2"	NA	NA	"221"	NA	NA	"1"	NA	NA	"41"	NA	"0"	""	"0"	"2"	""	""	"0"	"1"	"291"	""	""	"291"
"285"	178	NA	NA	"53"	NA	NA	""	4	NA	NA	"10"	NA	NA	"334"	NA	NA	"3"	NA	NA	"100"	NA	"1"	""	"1"	"1"	""	""	"1"	"1"	"509"	""	""	"509"
"286"	179	NA	NA	"29"	NA	NA	""	2	NA	NA	"2"	NA	NA	"233"	NA	NA	"2"	NA	NA	"42"	NA	"0"	""	"0"	"0"	""	""	"1"	"1"	"312"	""	""	"312"
"287"	180	NA	NA	"104"	NA	NA	""	2	NA	NA	"4"	NA	NA	"262"	NA	NA	"3"	NA	NA	"52"	NA	"1"	""	"2"	"2"	""	""	"1"	"9"	"442"	""	""	"442"
"288"	181	NA	NA	"111"	NA	NA	""	2	NA	NA	"23"	NA	NA	"267"	NA	NA	"4"	NA	NA	"30"	NA	"1"	""	"2"	"0"	""	""	"2"	"4"	"446"	""	""	"446"
"289"	182	NA	NA	"207"	NA	NA	""	5	NA	NA	"26"	NA	NA	"155"	NA	NA	"1"	NA	NA	"129"	NA	"3"	""	"0"	"5"	""	""	"4"	"12"	"547"	""	""	"547"
"290"	183	NA	NA	"19"	NA	NA	""	9	NA	NA	"3"	NA	NA	"218"	NA	NA	"0"	NA	NA	"131"	NA	"0"	""	"2"	"1"	""	""	"0"	"1"	"384"	""	""	"384"
"291"	184	NA	NA	"366"	NA	NA	""	6	NA	NA	"11"	NA	NA	"65"	NA	NA	"2"	NA	NA	"29"	NA	"3"	""	"1"	"1"	""	""	"3"	"6"	"493"	""	""	"493"
"292"	185	NA	NA	"52"	NA	NA	""	3	NA	NA	"6"	NA	NA	"250"	NA	NA	"3"	NA	NA	"110"	NA	"1"	""	"0"	"0"	""	""	"0"	"2"	"427"	""	""	"427"
"293"	NA	NA	NA	"63"	NA	NA	""	1	NA	NA	"2"	NA	NA	"177"	NA	NA	"4"	NA	NA	"60"	NA	"3"	""	"2"	"2"	""	""	"1"	"4"	"319"	""	""	"319"
"294"	NA	NA	NA	"1194"	NA	NA	""	43	NA	NA	"140"	NA	NA	"2984"	NA	NA	"39"	NA	NA	"832"	NA	"16"	""	"15"	"17"	""	""	"15"	"46"	"5341"	"0"	"0"	"5341"
"295"	NA	NA	NA	"30109"	NA	NA	""	1525	NA	NA	"3785"	NA	NA	"32233"	NA	NA	"1466"	NA	NA	"9705"	NA	"614"	""	"729"	"761"	""	""	"626"	"1907"	"83460"	"0"	"0"	"83460"
"296"	NA	NA	NA	"fuEufyf[kr vH;fFkZ;ks ds Ik{k esa fn, x, fof/kekU; erksa dh la[;k"	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"297"	NA	NA	NA	"MkŒ  vCnqqyqqy  xQqqjqqj"	NA	NA	""	NA	NA	NA	"ekssŒssŒ  ehj  gkfle"	NA	NA	"laataatho  dqqeqqekj  >k"	NA	NA	"fcgkjh  lknk"	NA	NA	"'kaadaadj  izzlzzlkn  Vssdssdjhoky"	NA	"f'ko  dqqeqqekj  flaagaag"	""	"jÙku  ikloku"	"jktssUssUnzzzz jke"	""	""	"fojssaanssaanzzzz ;kno"	"gfjukjk;.k  flaagaag"	"dqqyqqy  fof/kekU;  er"	"fufonr  erkssss dh  laa[aa[;k"	"izzfzzfr{kssfssfir  eri=kssaassaa dh  laa-aa-"	"dqqyqqy  fof/kekU;  ,oaaaa izzfzzfr{kssfssfir  erkssss dh  laa[aa[;k"
"298"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"299"	NA	NA	NA	"30109"	NA	NA	""	1525	NA	NA	"3785"	NA	NA	"32233"	NA	NA	"1466"	NA	NA	"9705"	NA	"614"	""	"729"	"761"	""	""	"626"	"1907"	"83460"	"0"	"0"	"83460"
"300"	186	NA	NA	"21"	NA	NA	""	2	NA	NA	"2"	NA	NA	"187"	NA	NA	"2"	NA	NA	"39"	NA	"1"	""	"0"	"1"	""	""	"0"	"3"	"258"	""	""	"258"
"301"	NA	NA	NA	"13"	NA	NA	""	2	NA	NA	"3"	NA	NA	"156"	NA	NA	"2"	NA	NA	"48"	NA	"0"	""	"3"	"2"	""	""	"1"	"3"	"233"	""	""	"233"
"302"	NA	NA	NA	"33"	NA	NA	""	0	NA	NA	"1"	NA	NA	"208"	NA	NA	"4"	NA	NA	"25"	NA	"0"	""	"2"	"2"	""	""	"0"	"5"	"280"	""	""	"280"
"303"	187	NA	NA	"145"	NA	NA	""	8	NA	NA	"28"	NA	NA	"129"	NA	NA	"11"	NA	NA	"124"	NA	"6"	""	"3"	"7"	""	""	"3"	"17"	"481"	""	""	"481"
"304"	188	NA	NA	"195"	NA	NA	""	2	NA	NA	"3"	NA	NA	"54"	NA	NA	"1"	NA	NA	"17"	NA	"0"	""	"0"	"0"	""	""	"1"	"7"	"280"	""	""	"280"
"305"	NA	NA	NA	"6"	NA	NA	""	0	NA	NA	"1"	NA	NA	"93"	NA	NA	"0"	NA	NA	"0"	NA	"0"	""	"1"	"0"	""	""	"0"	"0"	"101"	""	""	"101"
"306"	NA	NA	NA	"81"	NA	NA	""	0	NA	NA	"1"	NA	NA	"65"	NA	NA	"2"	NA	NA	"22"	NA	"0"	""	"1"	"0"	""	""	"0"	"2"	"174"	""	""	"174"
"307"	189	NA	NA	"321"	NA	NA	""	9	NA	NA	"12"	NA	NA	"179"	NA	NA	"7"	NA	NA	"54"	NA	"0"	""	"1"	"4"	""	""	"1"	"1"	"589"	""	""	"589"
"308"	190	NA	NA	"39"	NA	NA	""	0	NA	NA	"10"	NA	NA	"87"	NA	NA	"0"	NA	NA	"30"	NA	"0"	""	"0"	"0"	""	""	"0"	"2"	"168"	""	""	"168"
"309"	191	NA	NA	"64"	NA	NA	""	2	NA	NA	"8"	NA	NA	"186"	NA	NA	"7"	NA	NA	"60"	NA	"4"	""	"0"	"3"	""	""	"16"	"2"	"352"	""	""	"352"
"310"	NA	NA	NA	"56"	NA	NA	""	3	NA	NA	"36"	NA	NA	"166"	NA	NA	"8"	NA	NA	"14"	NA	"2"	""	"2"	"2"	""	""	"14"	"5"	"308"	""	""	"308"
"311"	192	NA	NA	"90"	NA	NA	""	3	NA	NA	"6"	NA	NA	"163"	NA	NA	"5"	NA	NA	"14"	NA	"5"	""	"3"	"3"	""	""	"51"	"4"	"347"	""	""	"347"
"312"	193	NA	NA	"83"	NA	NA	""	4	NA	NA	"14"	NA	NA	"115"	NA	NA	"3"	NA	NA	"33"	NA	"6"	""	"0"	"4"	""	""	"27"	"11"	"300"	""	""	"300"
"313"	NA	NA	NA	"196"	NA	NA	""	9	NA	NA	"34"	NA	NA	"91"	NA	NA	"9"	NA	NA	"49"	NA	"2"	""	"2"	"7"	""	""	"31"	"4"	"434"	""	""	"434"
"314"	NA	NA	NA	"1343"	NA	NA	""	44	NA	NA	"159"	NA	NA	"1879"	NA	NA	"61"	NA	NA	"529"	NA	"26"	""	"18"	"35"	""	""	"145"	"66"	"4305"	"0"	"0"	"4305"
"315"	NA	NA	NA	"31452"	NA	NA	""	1569	NA	NA	"3944"	NA	NA	"34112"	NA	NA	"1527"	NA	NA	"10234"	NA	"640"	""	"747"	"796"	""	""	"771"	"1973"	"87765"	"0"	"0"	"87765"
"316"	NA	NA	NA	"fuEufyf[kr vH;fFkZ;ks ds Ik{k esa fn, x, fof/kekU; erksa dh la[;k"	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"317"	NA	NA	NA	"MkŒ  vCnqqyqqy  xQqqjqqj"	NA	NA	""	NA	NA	NA	"ekssŒssŒ  ehj  gkfle"	NA	NA	"laataatho  dqqeqqekj  >k"	NA	NA	"fcgkjh  lknk"	NA	NA	"'kaadaadj  izzlzzlkn  Vssdssdjhoky"	NA	"f'ko  dqqeqqekj  flaagaag"	""	"jÙku  ikloku"	"jktssUssUnzzzz jke"	""	""	"fojssaanssaanzzzz ;kno"	"gfjukjk;.k  flaagaag"	"dqqyqqy  fof/kekU;  er"	"fufonr  erkssss dh  laa[aa[;k"	"izzfzzfr{kssfssfir  eri=kssaassaa dh  laa-aa-"	"dqqyqqy  fof/kekU;  ,oaaaa izzfzzfr{kssfssfir  erkssss dh  laa[aa[;k"
"318"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"319"	NA	NA	NA	"31452"	NA	NA	""	1569	NA	NA	"3944"	NA	NA	"34112"	NA	NA	"1527"	NA	NA	"10234"	NA	"640"	""	"747"	"796"	""	""	"771"	"1973"	"87765"	"0"	"0"	"87765"
"320"	194	NA	NA	"55"	NA	NA	""	2	NA	NA	"10"	NA	NA	"457"	NA	NA	"4"	NA	NA	"160"	NA	"3"	""	"1"	"1"	""	""	"2"	"4"	"699"	""	""	"699"
"321"	195	NA	NA	"20"	NA	NA	""	2	NA	NA	"18"	NA	NA	"277"	NA	NA	"2"	NA	NA	"27"	NA	"1"	""	"4"	"0"	""	""	"3"	"1"	"355"	""	""	"355"
"322"	196	NA	NA	"154"	NA	NA	""	5	NA	NA	"16"	NA	NA	"247"	NA	NA	"5"	NA	NA	"82"	NA	"4"	""	"6"	"4"	""	""	"31"	"10"	"564"	""	""	"564"
"323"	197	NA	NA	"11"	NA	NA	""	1	NA	NA	"3"	NA	NA	"272"	NA	NA	"0"	NA	NA	"55"	NA	"2"	""	"0"	"0"	""	""	"0"	"2"	"346"	""	""	"346"
"324"	198	NA	NA	"4"	NA	NA	""	0	NA	NA	"7"	NA	NA	"170"	NA	NA	"2"	NA	NA	"29"	NA	"0"	""	"0"	"0"	""	""	"1"	"2"	"215"	""	""	"215"
"325"	199	NA	NA	"35"	NA	NA	""	3	NA	NA	"2"	NA	NA	"185"	NA	NA	"6"	NA	NA	"42"	NA	"1"	""	"2"	"0"	""	""	"1"	"2"	"279"	""	""	"279"
"326"	NA	NA	NA	"10"	NA	NA	""	2	NA	NA	"5"	NA	NA	"81"	NA	NA	"1"	NA	NA	"21"	NA	"0"	""	"0"	"2"	""	""	"0"	"1"	"123"	""	""	"123"
"327"	200	NA	NA	"34"	NA	NA	""	1	NA	NA	"2"	NA	NA	"224"	NA	NA	"0"	NA	NA	"72"	NA	"1"	""	"1"	"0"	""	""	"2"	"1"	"338"	""	""	"338"
"328"	201	NA	NA	"31"	NA	NA	""	3	NA	NA	"34"	NA	NA	"228"	NA	NA	"4"	NA	NA	"120"	NA	"0"	""	"1"	"2"	""	""	"3"	"1"	"427"	""	""	"427"
"329"	202	NA	NA	"66"	NA	NA	""	0	NA	NA	"1"	NA	NA	"169"	NA	NA	"2"	NA	NA	"13"	NA	"1"	""	"0"	"0"	""	""	"0"	"2"	"254"	""	""	"254"
"330"	NA	NA	NA	"36"	NA	NA	""	0	NA	NA	"6"	NA	NA	"152"	NA	NA	"1"	NA	NA	"24"	NA	"1"	""	"1"	"1"	""	""	"1"	"1"	"224"	""	""	"224"
"331"	203	NA	NA	"82"	NA	NA	""	0	NA	NA	"14"	NA	NA	"197"	NA	NA	"2"	NA	NA	"7"	NA	"0"	""	"1"	"0"	""	""	"0"	"2"	"305"	""	""	"305"
"332"	NA	NA	NA	"44"	NA	NA	""	1	NA	NA	"3"	NA	NA	"160"	NA	NA	"2"	NA	NA	"11"	NA	"0"	""	"1"	"0"	""	""	"1"	"3"	"226"	""	""	"226"
"333"	204	NA	NA	"88"	NA	NA	""	8	NA	NA	"16"	NA	NA	"205"	NA	NA	"5"	NA	NA	"63"	NA	"0"	""	"3"	"0"	""	""	"0"	"2"	"390"	""	""	"390"
"334"	NA	NA	NA	"670"	NA	NA	""	28	NA	NA	"137"	NA	NA	"3024"	NA	NA	"36"	NA	NA	"726"	NA	"14"	""	"21"	"10"	""	""	"45"	"34"	"4745"	"0"	"0"	"4745"
"335"	NA	NA	NA	"32122"	NA	NA	""	1597	NA	NA	"4081"	NA	NA	"37136"	NA	NA	"1563"	NA	NA	"10960"	NA	"654"	""	"768"	"806"	""	""	"816"	"2007"	"92510"	"0"	"0"	"92510"
"336"	NA	NA	NA	"fuEufyf[kr vH;fFkZ;ks ds Ik{k esa fn, x, fof/kekU; erksa dh la[;k"	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
