"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"
"1"	"SEE RULE 56C (2) ©"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE 39 MARHOWRAH LEGSLATIVE ASSEMBLY CONSTITUENCY 2005 PART-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RSULT SHEET 39- MARHOWRAH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"SR.NO. OF POLLING STATION"	"NO. OF VALID VOTES CAST IN FAVOUR OF"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	""	"TOTAL"	""	""	""	""	""	""	""	""	""
"5"	""	"CHULHAN
PD SINGH"	""	""	"JITENDRA
KUMAR RAI"	""	"NILAM DEVI"	""	"SHEOPUJA
N PD. RAI"	""	""	"AWADESH
KUMAR"	""	""	"SHEO NATH SHARMA"	""	"AJJET
KUMAR"	""	"TEJ NARAYAN
SINGH"	""	"RAJENDRA
MANJHI"	""	"RAJESH
KUMAR"	""	""	"LALBABU
RAI"	""	""	"LALBABU
RAY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	"132"	""	"7"	""	""	"156"	""	"3"	""	""	"73"	""	""	"1"	""	"0"	""	""	"3"	""	""	"0"	""	""	"3"	""	""	"0"	""	"27"	""	""	"6"	""	""	"279"	""	""	""	""	""	""	""
"202"	"133"	""	"6"	""	""	"129"	""	"4"	""	""	"59"	""	""	"2"	""	"0"	""	""	"0"	""	""	"1"	""	""	"6"	""	""	"0"	""	"44"	""	""	"5"	""	""	"256"	""	""	""	""	""	""	""
"203"	"134"	""	"4"	""	""	"73"	""	"61"	""	""	"202"	""	""	"10"	""	"1"	""	""	"4"	""	""	"4"	""	""	"6"	""	""	"3"	""	"47"	""	""	"4"	""	""	"419"	""	""	""	""	""	""	""
"204"	"135"	""	"10"	""	""	"30"	""	"90"	""	""	"122"	""	""	"0"	""	"3"	""	""	"2"	""	""	"2"	""	""	"0"	""	""	"3"	""	"45"	""	""	"3"	""	""	"310"	""	""	""	""	""	""	""
"205"	"136"	""	"15"	""	""	"83"	""	"46"	""	""	"99"	""	""	"9"	""	"2"	""	""	"3"	""	""	"4"	""	""	"8"	""	""	"6"	""	"71"	""	""	"14"	""	""	"360"	""	""	""	""	""	""	""
"206"	"GRAND TOTAL"	""	"113"	""	""	"1229"	""	"691"	""	""	"956"	""	""	"74"	""	"47"	""	""	"75"	""	""	"44"	""	""	"89"	""	""	"75"	""	"1698"	""	""	"243"	""	""	"5334"	""	""	""	""	""	""	""
"207"	"SR.NO. OF POLLING STATION"	""	"NO. OF VALID VOTES CAST IN FAVOUR OF"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	""	""	"TOTAL"	""	""	""	""
"208"	""	""	"CHULHAN
PD SINGH"	""	""	"JITENDRA
KUMAR RAI"	""	"NILAM DEVI"	""	""	"SHEOPUJA
N PD. RAI"	""	""	"AWADESH
KUMAR"	""	"SHEO NATH
SHARMA"	""	""	"AJJET
KUMAR"	""	""	"TEJ NARAYAN
SINGH"	""	""	"RAJENDRA
MANJHI"	""	""	"RAJESH
KUMAR"	""	"LALBABU
RAI"	""	""	"LALBABU
RAY"	""	""	""	""	""	""	""	""	""	""
"209"	"1"	""	"2"	""	""	"3"	""	"4"	""	""	"5"	""	""	"6"	""	"7"	""	""	"8"	""	""	"9"	""	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""
"210"	"137"	""	"15"	""	""	"85"	""	"12"	""	""	"56"	""	""	"10"	""	"5"	""	""	"7"	""	""	"9"	""	""	"6"	""	""	"9"	""	"176"	""	""	"23"	""	""	"413"	""	""	""	""	""	""	""
"211"	"138"	""	"13"	""	""	"67"	""	"41"	""	""	"215"	""	""	"22"	""	"6"	""	""	"9"	""	""	"7"	""	""	"9"	""	""	"6"	""	"83"	""	""	"20"	""	""	"498"	""	""	""	""	""	""	""
"212"	"139"	""	"8"	""	""	"130"	""	"1"	""	""	"16"	""	""	"0"	""	"2"	""	""	"3"	""	""	"2"	""	""	"1"	""	""	"6"	""	"46"	""	""	"10"	""	""	"225"	""	""	""	""	""	""	""
"213"	"140"	""	"12"	""	""	"64"	""	"32"	""	""	"47"	""	""	"7"	""	"3"	""	""	"4"	""	""	"7"	""	""	"9"	""	""	"8"	""	"196"	""	""	"22"	""	""	"411"	""	""	""	""	""	""	""
"214"	"141"	""	"16"	""	""	"191"	""	"55"	""	""	"68"	""	""	"12"	""	"10"	""	""	"5"	""	""	"11"	""	""	"10"	""	""	"11"	""	"160"	""	""	"12"	""	""	"561"	""	""	""	""	""	""	""
"215"	"142"	""	"5"	""	""	"67"	""	"5"	""	""	"230"	""	""	"18"	""	"2"	""	""	"3"	""	""	"6"	""	""	"7"	""	""	"2"	""	"47"	""	""	"30"	""	""	"422"	""	""	""	""	""	""	""
"216"	"143"	""	"11"	""	""	"41"	""	"8"	""	""	"76"	""	""	"9"	""	"3"	""	""	"3"	""	""	"7"	""	""	"4"	""	""	"14"	""	"120"	""	""	"30"	""	""	"326"	""	""	""	""	""	""	""
"217"	"144"	""	"11"	""	""	"9"	""	"10"	""	""	"433"	""	""	"30"	""	"4"	""	""	"4"	""	""	"4"	""	""	"11"	""	""	"5"	""	"14"	""	""	"8"	""	""	"543"	""	""	""	""	""	""	""
"218"	"145"	""	"11"	""	""	"44"	""	"144"	""	""	"123"	""	""	"14"	""	"2"	""	""	"7"	""	""	"2"	""	""	"7"	""	""	"14"	""	"68"	""	""	"19"	""	""	"455"	""	""	""	""	""	""	""
"219"	"146"	""	"14"	""	""	"68"	""	"147"	""	""	"183"	""	""	"9"	""	"1"	""	""	"3"	""	""	"8"	""	""	"8"	""	""	"10"	""	"17"	""	""	"22"	""	""	"490"	""	""	""	""	""	""	""
"220"	"147"	""	"5"	""	""	"32"	""	"12"	""	""	"87"	""	""	"8"	""	"1"	""	""	"5"	""	""	"7"	""	""	"5"	""	""	"14"	""	"127"	""	""	"19"	""	""	"322"	""	""	""	""	""	""	""
"221"	"148"	""	"14"	""	""	"1"	""	"10"	""	""	"308"	""	""	"23"	""	"5"	""	""	"8"	""	""	"7"	""	""	"15"	""	""	"2"	""	"35"	""	""	"10"	""	""	"438"	""	""	""	""	""	""	""
"222"	"149"	""	"10"	""	""	"32"	""	"15"	""	""	"95"	""	""	"16"	""	"9"	""	""	"13"	""	""	"8"	""	""	"17"	""	""	"16"	""	"186"	""	""	"36"	""	""	"453"	""	""	""	""	""	""	""
"223"	"150"	""	"8"	""	""	"123"	""	"9"	""	""	"36"	""	""	"10"	""	"4"	""	""	"7"	""	""	"11"	""	""	"9"	""	""	"20"	""	"261"	""	""	"56"	""	""	"554"	""	""	""	""	""	""	""
"224"	"GRAND TOTAL"	""	"153"	""	""	"954"	""	"501"	""	""	"1973"	""	""	"188"	""	"57"	""	""	"81"	""	""	"96"	""	""	"118"	""	""	"137"	""	"1536"	""	""	"317"	""	""	"6111"	""	""	""	""	""	""	""
"225"	"SR.NO. OF POLLING
STATION"	""	"NO. OF VALID VOTES CAST IN FAVOUR OF"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	""	""	"TOTAL"	""	""	""	""
"226"	""	""	"CHULHAN
PD SINGH"	""	""	"JITENDRA
KUMAR RAI"	""	"NILAM DEVI"	""	""	"SHEOPUJA
N PD. RAI"	""	""	"AWADESH
KUMAR"	""	"SHEO NATH
SHARMA"	""	""	"AJJET
KUMAR"	""	""	"TEJ
NARAYAN SINGH"	""	""	"RAJENDRA
MANJHI"	""	""	"RAJESH
KUMAR"	""	"LALBABU
RAI"	""	""	"LALBABU
RAY"	""	""	""	""	""	""	""	""	""	""
"227"	"1"	""	"2"	""	""	"3"	""	"4"	""	""	"5"	""	""	"6"	""	"7"	""	""	"8"	""	""	"9"	""	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""
"228"	"151"	""	"3"	""	""	"58"	""	"4"	""	""	"52"	""	""	"1"	""	"5"	""	""	"2"	""	""	"5"	""	""	"5"	""	""	"8"	""	"162"	""	""	"18"	""	""	"323"	""	""	""	""	""	""	""
"229"	"152"	""	"14"	""	""	"96"	""	"11"	""	""	"50"	""	""	"27"	""	"6"	""	""	"9"	""	""	"13"	""	""	"7"	""	""	"8"	""	"194"	""	""	"27"	""	""	"462"	""	""	""	""	""	""	""
"230"	"153"	""	"3"	""	""	"136"	""	"15"	""	""	"5"	""	""	"10"	""	"1"	""	""	"0"	""	""	"1"	""	""	"6"	""	""	"2"	""	"78"	""	""	"4"	""	""	"261"	""	""	""	""	""	""	""
"231"	"154"	""	"6"	""	""	"39"	""	"77"	""	""	"102"	""	""	"18"	""	"3"	""	""	"2"	""	""	"3"	""	""	"4"	""	""	"7"	""	"160"	""	""	"7"	""	""	"428"	""	""	""	""	""	""	""
"232"	"155"	""	"27"	""	""	"104"	""	"15"	""	""	"67"	""	""	"8"	""	"5"	""	""	"2"	""	""	"2"	""	""	"1"	""	""	"5"	""	"402"	""	""	"17"	""	""	"655"	""	""	""	""	""	""	""
"233"	"156"	""	"7"	""	""	"26"	""	"8"	""	""	"68"	""	""	"5"	""	"4"	""	""	"5"	""	""	"3"	""	""	"6"	""	""	"9"	""	"191"	""	""	"41"	""	""	"373"	""	""	""	""	""	""	""
"234"	"157"	""	"22"	""	""	"38"	""	"7"	""	""	"89"	""	""	"4"	""	"5"	""	""	"5"	""	""	"13"	""	""	"7"	""	""	"15"	""	"326"	""	""	"52"	""	""	"583"	""	""	""	""	""	""	""
"235"	"158"	""	"5"	""	""	"40"	""	"191"	""	""	"26"	""	""	"3"	""	"2"	""	""	"4"	""	""	"1"	""	""	"5"	""	""	"7"	""	"150"	""	""	"13"	""	""	"447"	""	""	""	""	""	""	""
"236"	"159"	""	"13"	""	""	"32"	""	"39"	""	""	"63"	""	""	"11"	""	"2"	""	""	"3"	""	""	"3"	""	""	"1"	""	""	"9"	""	"195"	""	""	"18"	""	""	"389"	""	""	""	""	""	""	""
"237"	"160"	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	""	""	""	""	""	""
"238"	"161"	""	"7"	""	""	"67"	""	"44"	""	""	"77"	""	""	"7"	""	"7"	""	""	"4"	""	""	"2"	""	""	"5"	""	""	"2"	""	"191"	""	""	"21"	""	""	"434"	""	""	""	""	""	""	""
"239"	"162"	""	"15"	""	""	"32"	""	"6"	""	""	"62"	""	""	"9"	""	"1"	""	""	"2"	""	""	"1"	""	""	"8"	""	""	"5"	""	"142"	""	""	"9"	""	""	"292"	""	""	""	""	""	""	""
"240"	"163"	""	"19"	""	""	"37"	""	"7"	""	""	"66"	""	""	"9"	""	"3"	""	""	"10"	""	""	"4"	""	""	"2"	""	""	"10"	""	"313"	""	""	"35"	""	""	"515"	""	""	""	""	""	""	""
"241"	"164"	""	"20"	""	""	"90"	""	"21"	""	""	"20"	""	""	"3"	""	"5"	""	""	"8"	""	""	"9"	""	""	"11"	""	""	"7"	""	"281"	""	""	"28"	""	""	"503"	""	""	""	""	""	""	""
"242"	"GRAND TOTAL"	""	"161"	""	""	"795"	""	"445"	""	""	"747"	""	""	"115"	""	"49"	""	""	"56"	""	""	"60"	""	""	"68"	""	""	"94"	""	"2785"	""	""	"290"	""	""	"5665"	""	""	""	""	""	""	""
"243"	"SR.NO. OF POLLING
STATION"	""	"NO. OF VALID VOTES CAST IN FAVOUR OF"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	""	""	"TOTAL"	""	""	""	""
"244"	""	""	"CHULHAN
PD SINGH"	""	""	"JITENDRA
KUMAR RAI"	""	"NILAM DEVI"	""	""	"SHEOPUJA
N PD. RAI"	""	""	"AWADESH
KUMAR"	""	"SHEO NATH
SHARMA"	""	""	"AJJET
KUMAR"	""	""	"TEJ NARAYAN
SINGH"	""	""	"RAJENDRA
MANJHI"	""	""	"RAJESH
KUMAR"	""	"LALBABU
RAI"	""	""	"LALBABU
RAY"	""	""	""	""	""	""	""	""	""	""
"245"	"1"	""	"2"	""	""	"3"	""	"4"	""	""	"5"	""	""	"6"	""	"7"	""	""	"8"	""	""	"9"	""	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""
"246"	"165"	""	"19"	""	""	"14"	""	"3"	""	""	"45"	""	""	"9"	""	"2"	""	""	"8"	""	""	"3"	""	""	"5"	""	""	"14"	""	"283"	""	""	"45"	""	""	"450"	""	""	""	""	""	""	""
"247"	"166"	""	"26"	""	""	"152"	""	"7"	""	""	"15"	""	""	"2"	""	"2"	""	""	"3"	""	""	"3"	""	""	"2"	""	""	"7"	""	"125"	""	""	"7"	""	""	"351"	""	""	""	""	""	""	""
"248"	"167"	""	"12"	""	""	"154"	""	"10"	""	""	"70"	""	""	"7"	""	"4"	""	""	"2"	""	""	"8"	""	""	"9"	""	""	"3"	""	"155"	""	""	"28"	""	""	"462"	""	""	""	""	""	""	""
"249"	"168"	""	"34"	""	""	"32"	""	"10"	""	""	"33"	""	""	"9"	""	"12"	""	""	"6"	""	""	"9"	""	""	"11"	""	""	"15"	""	"343"	""	""	"49"	""	""	"563"	""	""	""	""	""	""	""
"250"	"169"	""	"6"	""	""	"96"	""	"1"	""	""	"103"	""	""	"74"	""	"6"	""	""	"4"	""	""	"8"	""	""	"5"	""	""	"8"	""	"191"	""	""	"11"	""	""	"513"	""	""	""	""	""	""	""
"251"	"170"	""	"78"	""	""	"53"	""	"14"	""	""	"91"	""	""	"4"	""	"8"	""	""	"8"	""	""	"8"	""	""	"8"	""	""	"20"	""	"251"	""	""	"42"	""	""	"585"	""	""	""	""	""	""	""
"252"	"171"	""	"45"	""	""	"26"	""	"5"	""	""	"56"	""	""	"5"	""	"7"	""	""	"14"	""	""	"4"	""	""	"9"	""	""	"6"	""	"210"	""	""	"31"	""	""	"418"	""	""	""	""	""	""	""
"253"	"172"	""	"12"	""	""	"78"	""	"27"	""	""	"60"	""	""	"4"	""	"7"	""	""	"3"	""	""	"7"	""	""	"6"	""	""	"9"	""	"159"	""	""	"44"	""	""	"416"	""	""	""	""	""	""	""
"254"	"173"	""	"63"	""	""	"65"	""	"8"	""	""	"118"	""	""	"10"	""	"6"	""	""	"1"	""	""	"6"	""	""	"7"	""	""	"4"	""	"157"	""	""	"22"	""	""	"467"	""	""	""	""	""	""	""
"255"	"174"	""	"9"	""	""	"85"	""	"9"	""	""	"37"	""	""	"8"	""	"2"	""	""	"7"	""	""	"10"	""	""	"7"	""	""	"8"	""	"181"	""	""	"28"	""	""	"391"	""	""	""	""	""	""	""
"256"	"175"	""	"20"	""	""	"69"	""	"20"	""	""	"73"	""	""	"7"	""	"5"	""	""	"3"	""	""	"6"	""	""	"9"	""	""	"4"	""	"177"	""	""	"24"	""	""	"417"	""	""	""	""	""	""	""
"257"	"176"	""	"13"	""	""	"38"	""	"15"	""	""	"67"	""	""	"8"	""	"4"	""	""	"16"	""	""	"10"	""	""	"4"	""	""	"15"	""	"344"	""	""	"18"	""	""	"552"	""	""	""	""	""	""	""
"258"	"177"	""	"37"	""	""	"73"	""	"13"	""	""	"61"	""	""	"9"	""	"3"	""	""	"5"	""	""	"7"	""	""	"12"	""	""	"14"	""	"199"	""	""	"28"	""	""	"461"	""	""	""	""	""	""	""
"259"	"178"	""	"41"	""	""	"34"	""	"5"	""	""	"107"	""	""	"11"	""	"4"	""	""	"3"	""	""	"7"	""	""	"1"	""	""	"11"	""	"154"	""	""	"12"	""	""	"390"	""	""	""	""	""	""	""
"260"	"GRAND TOTAL"	""	"415"	""	""	"969"	""	"147"	""	""	"936"	""	""	"167"	""	"72"	""	""	"83"	""	""	"96"	""	""	"95"	""	""	"138"	""	"2929"	""	""	"389"	""	""	"6436"	""	""	""	""	""	""	""
"261"	"SR.NO. OF POLLING STATION"	""	"NO. OF VALID VOTES CAST IN FAVOUR OF"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	""	""	"TOTAL"	""	""	""	""
"262"	""	""	"CHULHAN
PD SINGH"	""	""	"JITENDRA
KUMAR RAI"	""	"NILAM DEVI"	""	""	"SHEOPUJA
N PD. RAI"	""	""	"AWADESH
KUMAR"	""	"SHEO NATH
SHARMA"	""	""	"AJJET
KUMAR"	""	""	"TEJ NARAYAN
SINGH"	""	""	"RAJENDRA
MANJHI"	""	""	"RAJESH
KUMAR"	""	"LALBABU
RAI"	""	""	"LALBABU
RAY"	""	""	""	""	""	""	""	""	""	""
"263"	"1"	""	"2"	""	""	"3"	""	"4"	""	""	"5"	""	""	"6"	""	"7"	""	""	"8"	""	""	"9"	""	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""
"264"	"179"	""	"13"	""	""	"136"	""	"11"	""	""	"10"	""	""	"4"	""	"5"	""	""	"7"	""	""	"11"	""	""	"11"	""	""	"17"	""	"358"	""	""	"49"	""	""	"632"	""	""	""	""	""	""	""
"265"	"180"	""	"8"	""	""	"27"	""	"7"	""	""	"35"	""	""	"3"	""	"1"	""	""	"5"	""	""	"4"	""	""	"0"	""	""	"4"	""	"204"	""	""	"14"	""	""	"312"	""	""	""	""	""	""	""
"266"	"180A"	""	"19"	""	""	"89"	""	"14"	""	""	"29"	""	""	"6"	""	"4"	""	""	"3"	""	""	"12"	""	""	"10"	""	""	"1"	""	"146"	""	""	"14"	""	""	"347"	""	""	""	""	""	""	""
"267"	"181"	""	"4"	""	""	"149"	""	"11"	""	""	"38"	""	""	"8"	""	"5"	""	""	"7"	""	""	"4"	""	""	"9"	""	""	"8"	""	"223"	""	""	"31"	""	""	"497"	""	""	""	""	""	""	""
"268"	"182"	""	"29"	""	""	"40"	""	"11"	""	""	"67"	""	""	"7"	""	"7"	""	""	"4"	""	""	"10"	""	""	"9"	""	""	"8"	""	"327"	""	""	"15"	""	""	"534"	""	""	""	""	""	""	""
"269"	"183"	""	"16"	""	""	"16"	""	"24"	""	""	"115"	""	""	"5"	""	"3"	""	""	"4"	""	""	"2"	""	""	"5"	""	""	"7"	""	"148"	""	""	"22"	""	""	"367"	""	""	""	""	""	""	""
"270"	"184"	""	"39"	""	""	"156"	""	"110"	""	""	"54"	""	""	"4"	""	"3"	""	""	"7"	""	""	"8"	""	""	"12"	""	""	"6"	""	"101"	""	""	"38"	""	""	"538"	""	""	""	""	""	""	""
"271"	"185"	""	"67"	""	""	"53"	""	"162"	""	""	"34"	""	""	"4"	""	"11"	""	""	"7"	""	""	"5"	""	""	"8"	""	""	"24"	""	"253"	""	""	"30"	""	""	"658"	""	""	""	""	""	""	""
"272"	"186"	""	"12"	""	""	"172"	""	"57"	""	""	"17"	""	""	"3"	""	"2"	""	""	"2"	""	""	"1"	""	""	"2"	""	""	"7"	""	"32"	""	""	"3"	""	""	"310"	""	""	""	""	""	""	""
"273"	"187"	""	"1"	""	""	"98"	""	"5"	""	""	"42"	""	""	"5"	""	"1"	""	""	"0"	""	""	"2"	""	""	"6"	""	""	"5"	""	"169"	""	""	"14"	""	""	"348"	""	""	""	""	""	""	""
"274"	"188"	""	"6"	""	""	"41"	""	"6"	""	""	"19"	""	""	"9"	""	"6"	""	""	"3"	""	""	"9"	""	""	"5"	""	""	"7"	""	"230"	""	""	"33"	""	""	"374"	""	""	""	""	""	""	""
"275"	"189"	""	"28"	""	""	"6"	""	"4"	""	""	"7"	""	""	"2"	""	"6"	""	""	"3"	""	""	"3"	""	""	"7"	""	""	"5"	""	"314"	""	""	"49"	""	""	"434"	""	""	""	""	""	""	""
"276"	"190"	""	"52"	""	""	"116"	""	"34"	""	""	"61"	""	""	"11"	""	"2"	""	""	"7"	""	""	"4"	""	""	"3"	""	""	"9"	""	"194"	""	""	"11"	""	""	"504"	""	""	""	""	""	""	""
"277"	"191"	""	"14"	""	""	"78"	""	"7"	""	""	"110"	""	""	"0"	""	"1"	""	""	"5"	""	""	"3"	""	""	"7"	""	""	"10"	""	"177"	""	""	"23"	""	""	"435"	""	""	""	""	""	""	""
"278"	"GRAND TOTAL"	""	"308"	""	""	"1177"	""	"463"	""	""	"638"	""	""	"71"	""	"57"	""	""	"64"	""	""	"78"	""	""	"94"	""	""	"118"	""	"2876"	""	""	"346"	""	""	"6290"	""	""	""	""	""	""	""
"279"	"SR.NO. OF POLLING STATION"	""	"NO. OF VALID VOTES CAST IN FAVOUR OF"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	""	""	"TOTAL"	""	""	""	""
"280"	""	""	"CHULHAN
PD SINGH"	""	""	"JITENDRA
KUMAR RAI"	""	"NILAM DEVI"	""	""	"SHEOPUJA
N PD. RAI"	""	""	"AWADESH
KUMAR"	""	"SHEO NATH
SHARMA"	""	""	"AJJET
KUMAR"	""	""	"TEJ NARAYAN
SINGH"	""	""	"RAJENDRA
MANJHI"	""	""	"RAJESH
KUMAR"	""	"LALBABU
RAI"	""	""	"LALBABU
RAY"	""	""	""	""	""	""	""	""	""	""
"281"	"1"	""	"2"	""	""	"3"	""	"4"	""	""	"5"	""	""	"6"	""	"7"	""	""	"8"	""	""	"9"	""	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""
"282"	"192"	""	"1"	""	""	"10"	""	"6"	""	""	"131"	""	""	"6"	""	"4"	""	""	"3"	""	""	"1"	""	""	"7"	""	""	"5"	""	"177"	""	""	"18"	""	""	"369"	""	""	""	""	""	""	""
"283"	"193"	""	"12"	""	""	"125"	""	"17"	""	""	"32"	""	""	"3"	""	"2"	""	""	"3"	""	""	"3"	""	""	"2"	""	""	"4"	""	"181"	""	""	"15"	""	""	"399"	""	""	""	""	""	""	""
"284"	"194"	""	"10"	""	""	"54"	""	"128"	""	""	"20"	""	""	"2"	""	"2"	""	""	"3"	""	""	"2"	""	""	"3"	""	""	"4"	""	"85"	""	""	"9"	""	""	"322"	""	""	""	""	""	""	""
"285"	"194A"	""	"6"	""	""	"67"	""	"24"	""	""	"47"	""	""	"10"	""	"12"	""	""	"8"	""	""	"3"	""	""	"6"	""	""	"12"	""	"163"	""	""	"20"	""	""	"378"	""	""	""	""	""	""	""
"286"	"GRAND TOTAL"	""	"29"	""	""	"256"	""	"175"	""	""	"230"	""	""	"21"	""	"20"	""	""	"17"	""	""	"9"	""	""	"18"	""	""	"25"	""	"606"	""	""	"62"	""	""	"1468"	""	""	""	""	""	""	""
